geo,time,gc_rev_xgrt_cn
swe,2014,1272857000000
swe,2015,1381464000000
swe,2016,1477753000000
swe,2017,1541258000000
swe,2018,1607174000000
swe,2019,1652752000000
syc,1985,532300000
syc,1986,564100000
syc,1987,692800000
syc,1988,784000000
syc,1989,962300000
syc,1993,1253800000
syc,1994,1226000000
syc,1995,1058100000
syc,1996,1126300000
syc,1997,1255900000
syc,1998,1331700000
syc,1999,1470800000
syc,2000,1360900000
syc,2005,1733975802.05
syc,2006,2180342000
syc,2007,2034864034.25
syc,2008,2731767647
syc,2009,3425068810.94
syc,2010,3833777792.02
syc,2011,4687578052.74
syc,2012,5302278694.47
syc,2013,5423211588.3
syc,2014,5838061369.9
syc,2015,6227637884.27
syc,2016,6923965770.07
syc,2017,7347188485.83
syc,2018,8324125268.47
tgo,2004,162298698352
tgo,2005,163461638324
tgo,2006,183278457382
tgo,2007,203289295353
tgo,2008,220556834558
tgo,2009,253157094869
tgo,2010,296987206314
tgo,2011,316630000000
tgo,2012,357903977276.73999
tgo,2013,406048500000
tgo,2014,451001696275
tgo,2015,505119024779
tgo,2016,528625088280
tgo,2017,521784775731.67902
tgo,2018,604899483200.43298
tgo,2019,624492584493.80005
tha,1972,21146000000
tha,1973,25428000000
tha,1974,36969000000
tha,1975,38071000000
tha,1976,41654000000
tha,1977,51546000000
tha,1978,62203000000
tha,1979,75387000000
tha,1980,94936000000
tha,1981,113836000000
tha,1982,118299000000
tha,1983,143187000000
tha,1984,153504000000
tha,1985,163057000000
tha,1986,172334000000
tha,1987,197005000000
tha,1988,251445000000
tha,1989,317076000000
tha,1990,404532000000
tha,1991,480008000000
tha,1992,499238000000
tha,1993,569257000000
tha,1994,667307000000
tha,1995,779364000000
tha,1996,872878000000
tha,1997,870240000000
tha,1998,752819000000
tha,1999,738889000000
tha,2000,784471000000
tha,2001,896450570000
tha,2002,934543642356.2301
tha,2003,1156651763461.37012
tha,2004,1272908594733.62988
tha,2005,1496820348895.04004
tha,2006,1574689915755.53003
tha,2007,1657706878346.19995
tha,2008,1826700000000
tha,2009,1684435010000
tha,2010,2053342940000
tha,2011,2240174821734.64941
tha,2012,2340242176334.12012
tha,2013,2661668371246.4502
tha,2014,2604994778746.68945
tha,2015,2823528180104.12012
tha,2016,2890791567256.58984
tha,2017,2961294782525.95996
tha,2018,3194765544321.3999
tha,2019,3255379854889.6001
tjk,1998,95047000
tjk,1999,136986000
tjk,2000,189880000
tjk,2001,288664000
tjk,2003,626278000
tjk,2004,829562000
tls,2010,2420227932.53
tls,2011,3596738644.52
tls,2012,3919856284.71
tls,2013,3474200000
tls,2014,2292737897
tls,2015,1479276440
tls,2016,774636993.024
tls,2017,956109908.02446
tls,2018,1067575565.11
tls,2019,1371475016.2
tto,1976,2340500000
tto,1977,3037900000
tto,1978,3153000000
tto,1979,4118700000
tto,1980,6463800000
tto,1981,7200600000
tto,2001,14928000000
tto,2002,14647000000
tto,2003,18232700000
tto,2004,21876500000
tto,2005,30861800000
tto,2006,40310100000
tto,2007,41688300000
tto,2008,58991800000
tto,2009,41579500000
tto,2010,46516600000
tto,2011,46772800000
tto,2012,52203200000
tto,2013,56043100000
tto,2014,61998600000
tto,2015,61389400000
tto,2016,46411500000
tto,2017,46411500000
tto,2018,47809000000
tun,1972,246000000
tun,1973,278700000
tun,1974,385900000
tun,1975,485600000
tun,1976,518500000
tun,1977,617200000
tun,1978,779000000
tun,1979,939100000
tun,1980,1108500000
tun,1981,1327900000
tun,1982,1648400000
tun,1983,1846900000
tun,1984,2275000000
tun,1985,2328300000
tun,1986,2400200000
tun,1987,2497200000
tun,1988,2727700000
tun,1989,2926400000
tun,1990,3321000000
tun,1991,3484000000
tun,1992,4034600000
tun,1993,4439500000
tun,1994,4954900000
tun,1995,5118800000
tun,1996,5643300000
tun,1997,6001800000
tun,1998,6628800000
tun,1999,7165600000
tun,2000,7792900000
tun,2001,8464100000
tun,2002,8942800000
tun,2003,9476300000
tun,2004,10295200000
tun,2005,10950600000
tun,2006,12084500000
tun,2007,13451200000
tun,2008,16126800000
tun,2009,16817208000
tun,2010,18301650000
tun,2011,21110900000
tun,2012,22077100000
tur,1972,47400
tur,1973,59300
tur,1974,71600
tur,1975,108800
tur,1976,143700
tur,1977,186900
tur,1978,291400
tur,1979,496700
tur,1980,945300
tur,1981,1443500
tur,1983,2303800
tur,1984,2711900
tur,1985,4820500
tur,1986,7016200
tur,1987,10371900
tur,1988,17454500
tur,1989,31085900
tur,1990,53674700
tur,1991,90102700
tur,1992,175567000
tur,1993,353797000
tur,1994,745035000
tur,1995,1392572000
tur,1996,2709027000
tur,1997,6308510000
tur,1998,12388375000
tur,2008,309247028854.00201
tur,2009,318350707738.729
tur,2010,368267821889.966
tur,2011,430866046910.19598
tur,2012,486911817596.64001
tur,2013,562241606614.62805
tur,2014,623320691229.53003
tur,2015,717763701406.29797
tur,2016,814323390583.04004
tur,2017,923843876452.07812
tur,2018,1147164232877.61011
tur,2019,1322708368964.21997
tur,2020,1533337167096.8999
tza,2009,4645218000000
tza,2010,4645218000000
tza,2011,5570414000000
tza,2012,7056632300000
tza,2013,8292276200000
tza,2014,10108947993000
tza,2015,10739896618000
tza,2016,13439851890000
tza,2017,16128113420000
tza,2018,17944886976497.80078
uga,2015,10602837009971.59961
uga,2016,12027236071186.40039
uga,2017,13419324376996
uga,2018,15032291193928.19922
uga,2019,17298089018544.90039
ukr,1999,30431100000
ukr,2000,45549200000
ukr,2001,54261200000
ukr,2002,66009364900
ukr,2003,79896376424.44998
ukr,2004,105985915155.66
ukr,2005,154983300000
ukr,2006,197009600000
ukr,2007,247354800000
ukr,2008,339611953000
ukr,2009,315790200000
ukr,2010,371675300000
ukr,2011,472016420000
ukr,2012,526661845000
ukr,2013,529391642549
ukr,2014,534545100000
ukr,2015,711071400000
ukr,2016,744299700000
ukr,2017,971015400000
ukr,2018,1144104450560.69995
ukr,2019,1267367700000
ury,1972,277000
ury,1973,550000
ury,1974,909000
ury,1975,1513000
ury,1976,2792000
ury,1977,4510000
ury,1978,6903000
ury,1979,12102000
ury,1980,20522000
ury,1981,29072000
ury,1982,27365000
ury,1983,40057000
ury,1984,55376000
ury,1985,109021000
ury,1986,219625000
ury,1987,394340000
ury,1988,666998000
ury,1989,1152000000
ury,1990,2593000000
ury,1991,5748000000
ury,1992,10396000000
ury,1993,17753000000
ury,1994,26339000000
ury,1995,33793000000
ury,1996,45290000000
ury,1997,59741000000
ury,1998,70389000000
ury,1999,65604000000
ury,2000,68156000000
ury,2001,69168831973.02
ury,2002,71655942336.8932
ury,2003,84501242708.75798
ury,2004,100588584663.12
ury,2005,111940627050.726
ury,2006,128963316268.70599
ury,2007,145649669090.75699
ury,2008,168650063258.38599
ury,2009,208840676984.09201
ury,2010,241696340658.72198
ury,2011,278123374663.79602
ury,2012,311744740211.40894
ury,2013,366556939392.44098
ury,2014,410473400000
ury,2015,443299000000
ury,2016,574052000000
ury,2017,553789000000
ury,2018,629491000000
ury,2019,672133433720.12
usa,1972,213890000000
usa,1973,243940000000
usa,1974,277620000000
usa,1975,291630000000
usa,1976,311050000000
usa,1977,371310000000
usa,1978,416570000000
usa,1979,488620000000
usa,1980,545880000000
usa,1981,639790000000
usa,1982,659610000000
usa,1983,653320000000
usa,1984,718320000000
usa,1985,791450000000
usa,1986,823070000000
usa,1987,909820000000
usa,1988,962570000000
usa,1989,1046550000000
usa,1990,1085640000000
usa,1991,1116550000000
usa,1992,1150730000000
usa,1993,1237670000000
usa,1994,1330450000000
usa,1995,1434780000000
usa,1996,1530030000000
usa,1997,1665410000000
usa,1998,1797040000000
usa,1999,1905250000000
usa,2000,2109250000000
usa,2001,2065048300000
usa,2002,1901110300000
usa,2003,1922973600000
usa,2004,2058207600000
usa,2005,2338163300000
usa,2006,2574063100000
usa,2007,2700890600000
usa,2008,2617035900000
usa,2009,2269080800000
usa,2010,2469438700000
usa,2011,2594836000000
usa,2012,2722784800000
usa,2013,3167539500000
usa,2014,3320143700000
usa,2015,3478221500000
usa,2016,3496031700000
usa,2017,3809809900000
usa,2018,3604072600000
usa,2019,3741110300000
usa,2020,3693303600000
uzb,2011,23646342700000
uzb,2012,31930630900000
uzb,2013,33269023205690
uzb,2014,39058720993340
uzb,2015,43485429923318.20312
uzb,2016,50391617883087.79688
uzb,2017,55428611707468.20312
uzb,2018,90857260491035.5
uzb,2019,107374445277642
vct,1990,137000000
vct,1991,169700000
vct,1992,175600000
vct,1993,184700000
vct,1994,191500000
vct,1995,201800000
vct,1996,219200000
vct,1997,238400000
vct,1998,254100000
vct,1999,271200000
vct,2000,260532000
vct,2001,271691000
vct,2002,305639000
vct,2003,318232000
vct,2004,324896000
vct,2005,337665000
vct,2006,392521975
vct,2007,433522435
vct,2008,489548666
vct,2009,466510166
vct,2010,483802965
vct,2011,462477841
vct,2012,472623481
vct,2013,462582534
vct,2014,535180000
vct,2015,518810000
vct,2016,592580000
vct,2017,582620000
vut,1990,4845300000
vut,1995,6158000000
vut,1996,6352000000
vut,1997,6205000000
vut,1998,6675000000
vut,1999,6721000000
vut,2009,12290000000
vut,2010,12186300000
vut,2011,13130900000
vut,2012,13612412700
vut,2013,14583374548
vut,2014,15310376300
vut,2015,16676012000
vut,2016,19633649000
vut,2017,22922200000
vut,2018,30508118153
vut,2019,33574562399
wsm,2012,478311654.77
wsm,2013,509569164.54
wsm,2014,550525634.89
wsm,2015,571082788.58
wsm,2016,635272731.55
wsm,2017,676315204.72
wsm,2018,696369324.31
wsm,2019,795000405.08
zaf,1972,3293000000
zaf,1973,4183000000
zaf,1974,5112000000
zaf,1975,5987000000
zaf,1976,6668000000
zaf,1977,7598000000
zaf,1978,8921000000
zaf,1979,10706000000
zaf,1980,14387000000
zaf,1981,16027000000
zaf,1982,19192000000
zaf,1983,21747000000
zaf,1984,26465000000
zaf,1985,33119000000
zaf,1986,37750000000
zaf,1987,43068000000
zaf,1988,53611000000
zaf,1989,72144000000
zaf,1990,76173000000
zaf,1991,84590000000
zaf,1992,87647000000
zaf,1993,104031000000
zaf,1994,116208000000
zaf,1995,137185000000
zaf,1996,161167546000
zaf,1997,179515500000
zaf,1998,199577000000
zaf,1999,222957100000
zaf,2000,242957000000
zaf,2001,279849000000
zaf,2002,308897000000
zaf,2003,338357700000
zaf,2004,397919000000
zaf,2005,472663000000
zaf,2006,554095000000
zaf,2007,639657000000
zaf,2008,701779000000
zaf,2009,688803000000
zaf,2010,772464112485.77905
zaf,2011,852608353978
zaf,2012,925957352975.94092
zaf,2013,1043481985653.96997
zaf,2014,1179566701921.87988
zaf,2015,1284176705218.53003
zaf,2016,1361475699178.37988
zaf,2017,1447617689549.98999
zaf,2018,1523730951533.90991
zaf,2019,1645407963676.11011
zmb,1990,23130400
zmb,1991,41505300
zmb,1992,113488200
zmb,1993,266212600
zmb,1994,468256600
zmb,1995,600678000
zmb,1996,745100000
zmb,1997,945300000
zmb,1998,1097400000
zmb,1999,1430200000
zmb,2001,2580806747.489
zmb,2002,2902680924.994
zmb,2003,3557933022.015
zmb,2004,4672374568.215
zmb,2005,5651954391.335
zmb,2006,6542300000
zmb,2007,8566145947.87
zmb,2008,10062920084.659
zmb,2009,10214485323.949
zmb,2010,13962721028.01
zmb,2011,19919132000
zmb,2012,21880518000
zmb,2013,24570418000
zmb,2014,29631250000
zmb,2015,33550969000
zmb,2016,39183831000
zmb,2017,41496447560.67
zmb,2018,53414019896
zmb,2019,58876246826
zwe,2009,944426772.69
zwe,2010,2336960466.11
zwe,2011,2915262118.26
zwe,2012,3490581979
zwe,2015,3793672116.88
zwe,2016,3533287488
zwe,2017,3814076415
zwe,2018,5650495250
