geo,time,bn_kac_eoms_cd
ago,2005,-574188695.31193
ago,2006,266513336.7772
ago,2007,-1640997029.42668
ago,2008,-1235920457.72386
ago,2009,457377953.43567
ago,2010,239709966.06953
ago,2011,-17469749.40192
ago,2012,-9975687194.70737
ago,2013,-4387265231.89379
ago,2014,-3829491334.31892
ago,2015,-1202080280.14006
ago,2016,-1804572977.31511
ago,2017,-118420622.83091
ago,2018,-158002241.62592
ago,2019,-931818595.29853
ago,2020,-872966014.65275
alb,1980,-10600000
alb,1981,20700000
alb,1982,-1900000
alb,1983,26600000
alb,1984,7600000
alb,1985,6000000
alb,1986,3500000
alb,1987,12300000
alb,1988,22000000
alb,1989,4800000
alb,1990,-2000000
alb,1991,125200000
alb,1992,44700000
alb,1993,-10200000
alb,1994,123700000
alb,1995,54100000
alb,1996,97200000
alb,1997,158932500
alb,1998,73260000
alb,1999,205300000
alb,2000,10000000
alb,2001,135800000
alb,2002,108740000
alb,2003,147308226.90233
alb,2004,115113729.68992
alb,2005,204064733.49979
alb,2006,236978079.78685
alb,2007,185538118.7593
alb,2008,-29807330.97365
alb,2009,414368883.08784
alb,2010,434570095.23232
alb,2011,305112439.24892
alb,2012,347497134.08893
alb,2013,49705173.86255
alb,2014,72857337.37981
alb,2015,157940759.47618
alb,2016,142951790.3346
alb,2017,-202552475.2603
alb,2018,-21129822.62903
alb,2019,114991409.41504
alb,2020,188390462.41678
and,2019,1535589.5905
arg,1976,-220000000
arg,1977,134000000
arg,1978,28000000
arg,1979,230000000
arg,1980,-293000000
arg,1981,-210000000
arg,1982,-402000000
arg,1983,-368000000
arg,1984,-86000000
arg,1985,-405000000
arg,1986,188000000
arg,1987,-121000000
arg,1988,-115000000
arg,1989,-45000000
arg,1990,219000000
arg,1991,-125000000
arg,1992,-347322671.89992
arg,1993,-1740044282.39701
arg,1994,-2119965178.9444
arg,1995,-2685338440.2109
arg,1996,-1596855339.53753
arg,1997,-2296721872.60126
arg,1998,-434800059.15399
arg,1999,-627507817.78114
arg,2000,-196285936.76373
arg,2001,-2863862127.99537
arg,2002,-1878710000
arg,2003,-1387270000
arg,2004,532299994.36718
arg,2005,110080000
arg,2006,884004039.95821
arg,2007,-270236902.18765
arg,2008,947687837.38116
arg,2009,-621317294.56803
arg,2010,-2257585300.91092
arg,2011,25254370.94911
arg,2012,-697979297.91405
arg,2013,-3073935579.10841
arg,2014,-198443142.88141
arg,2015,-927793253.51142
arg,2016,774915755.13161
arg,2017,-294881462.64462
arg,2018,-1063289851.82095
arg,2019,-1541533506.61406
arg,2020,177279494.32463
arm,1993,15969000
arm,1994,4106000
arm,1995,13430007
arm,1996,45979058.98299
arm,1997,24702673.47725
arm,1998,17555926.22159
arm,1999,-18924234.88692
arm,2000,72795465.47397
arm,2001,63599787.99602
arm,2002,-306.17166
arm,2003,4228123.62371
arm,2004,-186767779.77841
arm,2005,-163010992.85153
arm,2006,-129051385.15179
arm,2007,34520566.51287
arm,2008,-12419351.82674
arm,2009,-104761962.23073
arm,2010,-113201225.50588
arm,2011,-66455679.25772
arm,2012,200017501.40967
arm,2013,-311901325.31541
arm,2014,-6034751.68432
arm,2015,-126477701.89442
arm,2016,-344197155.89649
arm,2017,-396445265.53708
arm,2018,112728574.25175
arm,2019,502030177.45659
arm,2020,-255193617.95893
atg,1977,2329629.62963
atg,1978,-2655555.55556
atg,1979,5596296.2963
atg,1980,-7303703.7037
atg,1981,-6129629.62963
atg,1982,2992592.59259
atg,1983,6798888.88889
atg,1984,-100000
atg,1985,0
atg,1986,2614814.81481
atg,1987,13766666.66667
atg,1988,-570370.37037
atg,1989,1448148.14815
atg,1990,-32255555.55556
atg,1991,27514814.81481
atg,1992,16418518.51852
atg,1993,703703.7037
atg,1994,31722222.22222
atg,1995,21033333.33333
atg,1996,-7822222.22222
atg,1997,-2966666.66667
atg,1998,-40514814.81481
atg,1999,4538975.18519
atg,2000,-17446761.48148
atg,2001,4143703.7037
atg,2002,-21998042.22222
atg,2003,16827417.03704
atg,2004,-15902593.7037
atg,2005,-7362741.85185
atg,2006,-6987331.48148
atg,2007,-4003991.85185
atg,2008,10399664.07407
atg,2009,-1182224.07407
atg,2010,22844810.87621
atg,2011,-13086360.59883
atg,2012,31532396.13922
atg,2013,34070249.54336
atg,2014,38811850.99427
atg,2015,16624176.39307
atg,2016,-49352407.49596
atg,2017,16791114.6374
atg,2018,46267798.31494
atg,2019,-35196798.67764
atg,2020,28147326.78208
aus,1989,1565607786.78813
aus,1990,1621775338.17377
aus,1991,883177202.1614
aus,1992,1528925345.75841
aus,1993,-463132981.75689
aus,1994,324067649.67846
aus,1995,123701769.1902
aus,1996,588058432.11681
aus,1997,-654677034.10813
aus,1998,272742699.09126
aus,1999,380977964.43718
aus,2000,755023366.67272
aus,2001,475663000.52731
aus,2002,190866393.89358
aus,2003,691009890.27685
aus,2004,816879349.19912
aus,2005,1268797952.55515
aus,2006,1356186807.60932
aus,2007,1433380748.94054
aus,2008,1347438099.96946
aus,2009,984679405.42806
aus,2010,866990425.42271
aus,2011,2060145687.3824
aus,2012,-8435349686.30566
aus,2013,91434595.36974
aus,2014,52632443.68165
aus,2015,-3004635580.16552
aus,2016,3790090456.11588
aus,2017,-2206527899.6799
aus,2018,246287277.51859
aus,2019,2388907917.9093
aus,2020,-4770334873.98252
aut,2005,-5724070154.56222
aut,2006,4955631946.06089
aut,2007,2113775545.73434
aut,2008,-4064787879.05976
aut,2009,2606592932.20183
aut,2010,-6998649047.47475
aut,2011,-242385948.6066
aut,2012,1038466065.47458
aut,2013,6698196509.51444
aut,2014,-6446075220.58096
aut,2015,-135990039.67389
aut,2016,1578078353.72306
aut,2017,4402007900.78341
aut,2018,3954666512.65568
aut,2019,10078046272.7544
aut,2020,-5166868125.39085
aze,1995,61579000
aze,1996,29512000
aze,1997,-34398000
aze,1998,-19950000
aze,1999,-440
aze,2000,0
aze,2001,0
aze,2002,-114318000
aze,2003,-135060000
aze,2004,-54090000
aze,2005,-84601000
aze,2006,-260220000
aze,2007,-372220000
aze,2008,-834293000
aze,2009,-1455833000
aze,2010,-975287000
aze,2011,586648000
aze,2012,-1919407000
aze,2013,-1888993000
aze,2014,-2810283000
aze,2015,-2087791000
aze,2016,3625857000
aze,2017,387789748.1
aze,2018,646396918.488
aze,2019,661808711.25882
aze,2020,648042200
bdi,1985,-12155032.59369
bdi,1986,-24892467.6637
bdi,1987,-42156348.33817
bdi,1988,-11951992.59233
bdi,1989,-29363445.37815
bdi,1990,-10331352.04969
bdi,1991,-11206385.59953
bdi,1992,-12786202.12895
bdi,1993,-7224647.82931
bdi,1994,20770791.07505
bdi,1995,5717546.01964
bdi,1996,-8378622.39056
bdi,1997,-26784383.93552
bdi,1998,-16385796.8916
bdi,1999,-17680913.82943
bdi,2000,-35773350.84782
bdi,2001,-30617327.56337
bdi,2002,24818.71682
bdi,2003,-15704771.7574
bdi,2004,-28199927.33218
bdi,2005,-74680663.09955
bdi,2006,788289.06872
bdi,2007,-38021400.04972
bdi,2008,49722658.16904
bdi,2009,-14672009.15856
bdi,2010,-3184810.32543
bdi,2011,4246620.60361
bdi,2012,11344912.43318
bdi,2013,5559032.18944
bdi,2014,-59724844.90531
bdi,2015,-12397084.55348
bdi,2016,22461912.85849
bdi,2017,13895963.25025
bdi,2018,28042732.09524
bel,2002,-4681680495.3591
bel,2003,1006620260.43565
bel,2004,-1081318131.99856
bel,2005,2440667875.54485
bel,2006,604320334.25736
bel,2007,2318850297.03241
bel,2008,-2619761684.43915
bel,2009,-3389984679.28708
bel,2010,-5788013888.74456
bel,2011,-1234696719.41287
bel,2012,1628549828.78412
bel,2013,7253385927.83612
bel,2014,-2507531448.29684
bel,2015,1768102898.74513
bel,2016,-5184400973.42085
bel,2017,-1611373622.24033
bel,2018,-1546122019.49634
bel,2019,-2491528455.65476
bel,2020,-2439690202.29745
ben,1974,10660366.6027
ben,1975,22677122.99289
ben,1976,24984254.66041
ben,1977,20286577.49305
ben,1978,13352190.3525
ben,1979,12029805.47125
ben,1980,-13669080.63358
ben,1981,-3746355.376
ben,1982,12066112.45962
ben,1983,9657118.85108
ben,1984,35076704.85438
ben,1985,16455841.26361
ben,1986,672815.55875
ben,1987,-52488253.72021
ben,1988,-1568248.42482
ben,1989,15871373.90509
ben,1990,15678854.51539
ben,1991,2915206.87484
ben,1992,10659567.05874
ben,1993,-6180195.14828
ben,1994,-2150017.83908
ben,1995,-296905.67436
ben,1996,7543312.80949
ben,1997,7870894.40975
ben,1998,8338308.6755
ben,1999,9070092.15943
ben,2000,7694929.05845
ben,2001,4362752.68123
ben,2002,3111069.4125
ben,2003,182800397.47663
ben,2004,-10326772.70846
ben,2005,31444735.96717
ben,2006,47461301.31916
ben,2007,104641603.93763
ben,2008,41733179.97955
ben,2009,12196640.89548
ben,2010,38379588.14374
ben,2011,18746813.29101
ben,2012,18398557.20612
ben,2013,16412869.35344
ben,2014,14323230.40508
ben,2015,3841940.21829
ben,2016,3985281.17178
ben,2017,6866862.39819
ben,2018,5992296.73657
ben,2019,6700425.88528
ben,2020,3510881.30861
bfa,2005,-2325235.76077
bfa,2006,-9052006.20844
bfa,2007,3347027.04419
bfa,2008,5544842.53422
bfa,2009,33055958.74496
bfa,2010,22334535.47006
bfa,2011,-9069946.8746
bfa,2012,6675071.37472
bfa,2013,-7693992.49661
bfa,2014,-7690012.42161
bfa,2015,7203849.33947
bfa,2016,-5555127.92374
bfa,2017,-7749018.68134
bfa,2018,-6309735.07349
bfa,2019,-7164910.55052
bfa,2020,-7434512.34935
bgd,1976,17075878.69192
bgd,1977,-14744256.29096
bgd,1978,21426749.1538
bgd,1979,-3084105.54759
bgd,1980,-71963095.58944
bgd,1981,91885832.95205
bgd,1982,-83037952.72336
bgd,1983,-37710424.92707
bgd,1984,-81724386.29404
bgd,1985,-63678986.03381
bgd,1986,4957952.86611
bgd,1987,-132607856.95086
bgd,1988,-32682967.07292
bgd,1989,-55283545.08832
bgd,1990,-87342421.20579
bgd,1991,-95236643.23728
bgd,1992,-82871662.73392
bgd,1993,81593339.25609
bgd,1994,-269567683.65965
bgd,1995,144099573.27658
bgd,1996,107992507.03745
bgd,1997,-89035846.51042
bgd,1998,178781950.06242
bgd,1999,294741015.0914
bgd,2000,271153601.67882
bgd,2001,-96099826.5286
bgd,2002,-356122465.79533
bgd,2003,76436788.87168
bgd,2004,39652667.37383
bgd,2005,-552562824.85989
bgd,2006,-1825697133.8802
bgd,2007,-1520020733.28869
bgd,2008,-3519321740.18992
bgd,2009,-2238088631.82973
bgd,2010,-4458855981.50202
bgd,2011,-2518695058.31892
bgd,2012,-2269028684.42147
bgd,2013,-1770764570.62293
bgd,2014,-1090845482.92242
bgd,2015,-749598513.52122
bgd,2016,-1223203141.42689
bgd,2017,-494274490.17344
bgd,2018,-772210703.45889
bgd,2019,-1993908941.25226
bgd,2020,-861685341.43103
bgd,2021,810239984.0641
bgr,1980,151000000
bgr,1981,-88000000
bgr,1982,6000000
bgr,1983,523000000
bgr,1984,120000000
bgr,1985,599000000
bgr,1986,-346000000
bgr,1987,-257000000
bgr,1988,-486000000
bgr,1989,375000000
bgr,1990,70000000
bgr,1991,232400000
bgr,1992,16000000
bgr,1993,17700000
bgr,1994,70200000
bgr,1995,143300000
bgr,1996,-106400000
bgr,1997,257900000
bgr,1998,-299677249.1305
bgr,1999,29202577.46742
bgr,2000,34716209.54974
bgr,2001,515100702.41247
bgr,2002,-715931246.04114
bgr,2003,-889144338.78302
bgr,2004,370543484.01911
bgr,2005,-1217635857.04931
bgr,2006,-985655830.24162
bgr,2007,-3052457221.55948
bgr,2008,-4228591147.64361
bgr,2009,1118380566.43779
bgr,2010,1428510000
bgr,2011,1008380000
bgr,2012,1037520000
bgr,2013,-145920000
bgr,2014,-1410890000
bgr,2015,2430630000
bgr,2016,2107960000
bgr,2017,-172540000
bgr,2018,2379210000
bgr,2019,415740000
bgr,2020,2161870000
bhr,1975,212895070.07053
bhr,1976,153185358.46221
bhr,1977,-69758625.2237
bhr,1978,372690045.35434
bhr,1979,308424011.55953
bhr,1980,396551477.2556
bhr,1981,662765959.20948
bhr,1982,-359069149.89114
bhr,1983,-45478723.52521
bhr,1984,-192819149.14984
bhr,1985,794414893.61702
bhr,1986,-6914893.61702
bhr,1987,-85904255.31915
bhr,1988,114893617.02128
bhr,1989,269414893.61702
bhr,1990,-887765957.44681
bhr,1991,-87234042.55319
bhr,1992,238297872.34043
bhr,1993,-569148952.56856
bhr,1994,-1288032034.79022
bhr,1995,1501245873.53726
bhr,1996,193389262.05053
bhr,1997,-6308252.61366
bhr,1998,638274419.92103
bhr,1999,-267605843.59707
bhr,2000,-650274383.64752
bhr,2001,214643417.35671
bhr,2002,1216967524.8619
bhr,2003,-699784827.04755
bhr,2004,27112781.31465
bhr,2005,150002939.24157
bhr,2006,10955071.45733
bhr,2007,10162093.20561
bhr,2008,-30229379.23194
bhr,2009,-65650511.55038
bhr,2010,106972098.39311
bhr,2011,71542553.19149
bhr,2012,48840223.3515
bhr,2013,2316843.01669
bhr,2014,773772271.18245
bhr,2015,1617105946.16363
bhr,2016,-1068827996.19366
bhr,2017,922632978.72341
bhr,2018,3845744680.85106
bhs,1976,-71600000
bhs,1977,-60200000
bhs,1978,13400000
bhs,1979,82000000
bhs,1980,69200000
bhs,1981,-17600000
bhs,1982,46100000
bhs,1983,111200000
bhs,1984,173000000
bhs,1985,32800000
bhs,1986,-80110000
bhs,1987,9900000
bhs,1988,-5200000
bhs,1989,-30600000
bhs,1990,-17600000
bhs,1991,19000000
bhs,1992,-58600000
bhs,1993,-39960000
bhs,1994,-15500000
bhs,1995,38400000
bhs,1996,74600000
bhs,1997,116600000
bhs,1998,296900000
bhs,1999,-226502280
bhs,2000,141533000
bhs,2001,349160000
bhs,2002,79037708.657
bhs,2003,48920000
bhs,2004,132300000
bhs,2005,-210345738.92568
bhs,2006,44500000
bhs,2007,238688058.99422
bhs,2008,107584786.31099
bhs,2009,-59783000
bhs,2010,-286344000
bhs,2011,235579000
bhs,2012,116487400
bhs,2013,444495000
bhs,2014,414625289.99195
bhs,2015,852071093.7286
bhs,2016,10508005.66722
bhs,2017,489317118.93293
bhs,2018,263576715.54759
bhs,2019,-171447716.98155
bhs,2020,133569098.93722
bih,1998,212346328.43675
bih,1999,274506109.51358
bih,2000,-129630145.22761
bih,2001,134038724.40065
bih,2002,147220495.7106
bih,2003,316465700.78198
bih,2004,397850413.21086
bih,2005,192112128.91834
bih,2006,129033700.50282
bih,2007,-88970560.64742
bih,2008,-120208365.15788
bih,2009,94237914.74994
bih,2010,116462800.88689
bih,2011,65211054.03867
bih,2012,78706956.37301
bih,2013,122803031.94464
bih,2014,95327211.6445
bih,2015,116429665.06777
bih,2016,175191888.74109
bih,2017,167363514.75084
bih,2018,-15617537.77711
bih,2019,112075345.35446
bih,2020,125490613.0495
blr,1993,-900000
blr,1994,-37000000
blr,1995,173000000
blr,1996,-77000000
blr,1997,186100000
blr,1998,342400000
blr,1999,-185900000
blr,2000,444200000
blr,2001,183300000
blr,2002,-244300000
blr,2003,85400000
blr,2004,318100000.00001
blr,2005,126600000
blr,2006,-286500000
blr,2007,529400000
blr,2008,-194300000
blr,2009,433600000
blr,2010,705199999.99999
blr,2011,1034400000.00001
blr,2012,897300000.00001
blr,2013,-935300000
blr,2014,-450700000.00001
blr,2015,504300000
blr,2016,859000000
blr,2017,584400000
blr,2018,179300000
blr,2019,656100000
blr,2020,-139900000
blr,2021,-755442212.88001
blz,1984,3500000
blz,1985,-11250000
blz,1986,-850000
blz,1987,-2250000
blz,1988,-5900000
blz,1989,4900000
blz,1990,-28000000
blz,1991,-13235000
blz,1992,6200000
blz,1993,1500000
blz,1994,32725500
blz,1995,22265000
blz,1996,16635000
blz,1997,6279000
blz,1998,22689000
blz,1999,1260658.365
blz,2000,7854840.295
blz,2001,9283672.435
blz,2002,-7524472.98
blz,2003,-33478376.075
blz,2004,-2968308.11
blz,2005,-7894778.245
blz,2006,-7461941.945
blz,2007,-38183512.545
blz,2008,-11436888.865
blz,2009,-4065774.735
blz,2010,17686049.795
blz,2011,-6679644.30805
blz,2012,-3948970.56212
blz,2013,12361484.68657
blz,2014,19400528.58574
blz,2015,16180772.22674
blz,2016,22369610.43762
blz,2017,7986826.85284
blz,2018,-6639406.06235
blz,2019,21212158.22023
blz,2020,15001433.00913
bmu,2006,-2848670000
bmu,2007,-2137017809.33209
bmu,2008,-437325692.92223
bmu,2009,-893723075.05214
bmu,2010,18032841.74102
bmu,2011,-630193615.20625
bmu,2012,-98745413.75704
bmu,2013,94407368.20168
bmu,2014,140357262.42691
bmu,2015,-183318157.32048
bmu,2016,-15424997.8529
bmu,2017,-116474024.38459
bmu,2018,11903268.40547
bmu,2019,52878682.6171
bmu,2020,-24630352.55118
bol,1976,-57000000
bol,1977,-77900000
bol,1978,-87600000
bol,1979,-2500000
bol,1980,-405200000
bol,1981,-185155063.20001
bol,1982,40125000
bol,1983,80034000
bol,1984,-4391000
bol,1985,187900000
bol,1986,133163000
bol,1987,156536000
bol,1988,55256000
bol,1989,-16900000
bol,1990,-13300000
bol,1991,53700000
bol,1992,35700000
bol,1993,97450000
bol,1994,-289700000
bol,1995,-123700000
bol,1996,-21230000
bol,1997,-258900000
bol,1998,-400230000
bol,1999,-353800000
bol,2000,-53924324.03
bol,2001,-202745469.97172
bol,2002,-639463119.06189
bol,2003,-171539460.41364
bol,2004,-627791632.16024
bol,2005,-363091615.76223
bol,2006,-96128729.99153
bol,2007,-102555615.75494
bol,2008,11014425.93485
bol,2009,-442820000
bol,2010,-809463787.17237
bol,2011,100638952.45175
bol,2012,-794645901.28514
bol,2013,-1952087790.3749
bol,2014,153738505.61989
bol,2015,-943208589.23064
bol,2016,-383592363.15183
bol,2017,-725188899.61362
bol,2018,-1037008683.27317
bol,2019,-1370437134.67921
bol,2020,-774374370.93414
bra,1975,-479000000
bra,1976,404000000
bra,1977,-681000000
bra,1978,275000000
bra,1979,1273000000
bra,1980,-317000000
bra,1981,-402000000
bra,1982,-364000000
bra,1983,-578000000
bra,1984,412000000
bra,1985,-522000000
bra,1986,63000000
bra,1987,-804000000
bra,1988,-830000000
bra,1989,-752000000
bra,1990,-292000000
bra,1991,918000000
bra,1992,-1332000000
bra,1993,-743000000
bra,1994,-273000000
bra,1995,1796000000
bra,1996,-1607000000
bra,1997,-3470995590.79978
bra,1998,-4312419112.39303
bra,1999,230231513.83552
bra,2000,2837183963.35524
bra,2001,-567904319.62102
bra,2002,-94765333.72673
bra,2003,-703836760.0637
bra,2004,-1859545676.69945
bra,2005,-990046766.37537
bra,2006,-154007017.36033
bra,2007,-3170299551.39918
bra,2008,1977006814.76427
bra,2009,-162324426.99999
bra,2010,8822587292.36002
bra,2011,-4479522713.54999
bra,2012,554345370.92
bra,2013,845440583.53
bra,2014,4591676270.89999
bra,2015,-2318819068.26998
bra,2016,8108994788.39
bra,2017,4578938117.02998
bra,2018,-1321767872.30999
bra,2019,303924450.69003
bra,2020,7878342412.76999
bra,2021,-8133895865.89998
brb,1967,15901837.11643
brb,1968,38283897.50586
brb,1969,11282630.81936
brb,1970,20341472.61483
brb,1971,35547830.0652
brb,1972,21449986.68224
brb,1973,-551500.31829
brb,1974,55308873.73811
brb,1975,63689473.9617
brb,1976,25680994.4
brb,1977,18896982.8
brb,1978,23582162.6
brb,1979,25026306.635
brb,1980,13687506.83785
brb,1981,-22981536.80798
brb,1982,54842053.1024
brb,1983,17383504.21912
brb,1984,32489859.75455
brb,1985,23796822.83353
brb,1986,-116033354.3602
brb,1987,-86399193.68704
brb,1988,6266065.07969
brb,1989,-34900202.70326
brb,1990,-10298249.46255
brb,1991,-54419822.63011
brb,1992,41688861.69787
brb,1993,-25430688.19042
brb,1994,-2224587.51777
brb,1995,-16749065.2182
brb,1996,85055026.5647
brb,1997,-22439218.80979
brb,1998,45333653.74008
brb,1999,118727608.91716
brb,2000,131134221.80987
brb,2001,58921185.33171
brb,2002,-70288032.85481
brb,2003,152893964.73929
brb,2004,116746464.84592
brb,2005,-1376359.65521
brb,2006,37732669.55298
brb,2007,-101274049.18929
brb,2008,185213980.36294
brb,2009,171839664.54829
brb,2010,-322505795.21053
brb,2011,-65836816.48273
brb,2012,61365073.80434
brb,2013,-257262913.57934
brb,2014,-181566360.32174
brb,2015,-134569520.71899
brb,2016,46685784.18897
brn,2001,-2203511132.04116
brn,2002,-2329820150.77033
brn,2003,-1833010489.96212
brn,2004,-1190169211.48572
brn,2005,-3968662980.2361
brn,2006,-5786223682.37066
brn,2007,-5859922369.35456
brn,2008,-8232372324.85355
brn,2009,-5420199059.57219
brn,2010,-98179666.05971
brn,2011,-1776989772.58682
brn,2012,-2219880459.77702
brn,2013,-901719667.15129
brn,2014,-941814103.58224
brn,2015,2351236098.30714
brn,2016,5062602098.08695
brn,2017,-813763025.80289
brn,2018,-898159555.14266
brn,2019,-538342648.37765
brn,2020,-715368740.29162
btn,2006,23636235.62225
btn,2007,-100803775.78391
btn,2008,23558864.77787
btn,2009,49760068.98134
btn,2010,69169677.95814
btn,2011,-43879299.65708
btn,2012,-172859370.48161
btn,2013,61569068.34327
btn,2014,49391294.8779
btn,2015,-25444965.98632
btn,2016,-30770112.14954
btn,2017,90515628.33837
btn,2018,10629838.24481
btn,2019,174248746.68482
btn,2020,42983297.99578
bwa,1975,-7978280.68042
bwa,1976,18630004.67893
bwa,1977,29098781.09256
bwa,1978,64359777.26972
bwa,1979,89079026.04774
bwa,1980,96754479.20069
bwa,1981,119989722.13933
bwa,1982,110813188.57489
bwa,1983,108576164.83382
bwa,1984,74862905.40306
bwa,1985,58026875.98219
bwa,1986,92222833.71838
bwa,1987,22335510.13561
bwa,1988,218693390.39012
bwa,1989,-27445723.76516
bwa,1990,185974928.32216
bwa,1991,-82263338.31849
bwa,1992,-111815520.98022
bwa,1993,-58355601.86953
bwa,1994,-134617401.06841
bwa,1995,-64172704.7767
bwa,1996,-30574304.16772
bwa,1997,-108776977.2349
bwa,1998,56341401.08096
bwa,1999,16582060.10829
bwa,2000,5475718.67921
bwa,2001,987993091.4025
bwa,2002,-2121291236.80315
bwa,2003,-1801788686.56744
bwa,2004,4414047.32947
bwa,2005,1210579604.43446
bwa,2006,459857374.44521
bwa,2007,97803129.05754
bwa,2008,602458690.15092
bwa,2009,-1122517450.64285
bwa,2010,2961378.6819
bwa,2011,301075529.73984
bwa,2012,-146461416.01996
bwa,2013,646499929.07506
bwa,2014,108619191.67475
bwa,2015,545357328.42197
bwa,2016,-536510659.49885
bwa,2017,-62449857.05045
bwa,2018,-782836611.92355
bwa,2019,489605473.00694
bwa,2020,549790802.70718
caf,1977,9418768.12177
caf,1978,8384448.77097
caf,1979,-10483183.35322
caf,1980,-15368264.06903
caf,1981,-8172970.3428
caf,1982,2429164.60638
caf,1983,7334686.73608
caf,1984,6830421.2442
caf,1985,-3599228.36781
caf,1986,9204689.08984
caf,1987,59892.87911
caf,1988,1668591.60543
caf,1989,-209760.93527
caf,1990,2861185.26693
caf,1991,-1463983.99722
caf,1992,26177614.7971
caf,1993,4329907.32984
caf,1994,-4683052.84154
can,1960,102429915.45884
can,1961,193842625.98619
can,1962,-120470812.71571
can,1963,72101638.6396
can,1964,140262244.37796
can,1965,-201855637.88831
can,1966,-176589083.15766
can,1967,-425138476.41072
can,1968,-690784514.50135
can,1969,-188018046.99428
can,1970,-181294936.89006
can,1971,-1290280547.37249
can,1972,-1457569368.40712
can,1973,-749969113.65326
can,1974,-888672221.38948
can,1975,-558380280.18695
can,1976,-3021438599.16068
can,1977,-1403047834.83346
can,1978,-2121443012.94631
can,1979,-1129766969.4216
can,1980,120529559.90445
can,1981,-3859645188.51022
can,1982,-1855737145.72937
can,1983,-2756095128.02231
can,1984,-5587891554.69769
can,1985,-4147220288.95694
can,1986,-1184350990.64175
can,1987,-2068064438.86641
can,1988,752692187.71199
can,1989,-1213822919.75042
can,1990,-1388918317.39002
can,1991,209685656.43637
can,1992,3145337708.33292
can,1993,-4965263442.51957
can,1994,477274925.77798
can,1995,3869609901.78171
can,1996,4306270811.98356
can,1997,-1643405211.72
can,1998,3545686129.69757
can,1999,5315516383.89306
can,2000,-4306497415.90574
can,2001,-4760366207.43964
can,2002,-3107371281.33684
can,2003,1528144463.32005
can,2004,1751524461.59189
can,2005,-1339440701.94542
can,2006,2178156632.12805
can,2007,2587707369.26047
can,2008,-4227237162.84713
can,2009,-647645296.31708
can,2010,-16167395.28833
can,2011,-4249096705.10122
can,2012,950889562.27149
can,2013,1013202734.99274
can,2014,-1722877496.48281
can,2015,2472115557.85149
can,2016,1896396031.60468
can,2017,1984783322.43428
can,2018,5264291689.28863
can,2019,-2715309260.05369
can,2020,298938294.19999
can,2021,1629356692.08746
che,1977,5644626120.31866
che,1978,11043469750.2731
che,1979,11762618593.835
che,1980,11888703780.4867
che,1981,3433895179.45917
che,1982,13064732610.3089
che,1983,4962028132.71227
che,1984,1174626368.34211
che,1985,2403622119.3468
che,1986,-462500579.09506
che,1987,4949061991.80744
che,1988,3494157042.30165
che,1989,3510491006.61705
che,1990,5074367572.69091
che,1991,2416889916.84052
che,1992,6646549670.45185
che,1993,1323211929.12009
che,1994,1346793961.36193
che,1995,-9136728723.72286
che,1996,10362132992.4515
che,1997,1731053787.51992
che,1998,6592090129.85737
che,1999,3154641677.90374
che,2000,19763033067.0889
che,2001,22705197550.8916
che,2002,16738197798.3051
che,2003,-7391872420.6461
che,2004,24256447855.0889
che,2005,31572263198.6785
che,2006,19072753982.6593
che,2007,2152702341.09166
che,2008,9473802223.52832
che,2009,-26749324153.5284
che,2010,25157725055.1845
che,2011,-5414771326.07066
che,2012,8945617785.51553
che,2013,38643333766.4612
