geo,time,nv_ind_manf_kd
bgd,1988,4599066087.22171
bgd,1989,4716372872.0566
bgd,1990,5086903571.78393
bgd,1991,5405867240.03773
bgd,1992,5804044632.22784
bgd,1993,6311355616.7985
bgd,1994,6827528314.02101
bgd,1995,7563772102.08863
bgd,1996,8030868017.58971
bgd,1997,8409757094.59362
bgd,1998,9155671874.46774
bgd,1999,9474628334.7408
bgd,2000,9919894837.261
bgd,2001,10567885468.3602
bgd,2002,11110932445.5741
bgd,2003,11852126505.6372
bgd,2004,12679668688.504
bgd,2005,13675884242.7044
bgd,2006,15154337948.6887
bgd,2007,16750864984.994
bgd,2008,17978919889.8789
bgd,2009,19182321168.0539
bgd,2010,20457325117.4596
bgd,2011,22505795927.6814
bgd,2012,24746296580.6621
bgd,2013,27296870198.2209
bgd,2014,29689920482.924
bgd,2015,32751122556.5332
bgd,2016,36579995770.8846
bgd,2017,40591068245.0714
bgd,2018,46031143655.7829
bgd,2019,52567862803.4563
bgd,2020,53513997677.9227
bhr,2006,3644268833.553
bhr,2007,3840098641.18496
bhr,2008,4101343056.86311
bhr,2009,4296663305.71769
bhr,2010,4459180708.27842
bhr,2011,4597971780.26737
bhr,2012,4812527872.96805
bhr,2013,4988070871.77556
bhr,2014,5230748239.50292
bhr,2015,5398138297.87234
bhr,2016,5679446590.40984
bhr,2017,5740466254.00113
bhr,2018,5848174240.56989
bhr,2019,5940818395.78234
bhr,2020,5603681569.69811
bhs,1989,302335190.73005
bhs,1990,282035792.88659
bhs,1991,269098019.76744
bhs,1992,245760897.82946
bhs,1993,237586708.52713
bhs,1994,244330264.10853
bhs,1995,255776449.37984
bhs,1996,284853619.6124
bhs,1997,259466201.55039
bhs,1998,256008139.53488
bhs,1999,289584806.20155
bhs,2000,312564186.04651
bhs,2001,271402093.02326
bhs,2002,252996279.06977
bhs,2003,325504031.00775
bhs,2004,356849689.92248
bhs,2005,336770620.15504
bhs,2006,373024496.12403
bhs,2007,326061782.94574
bhs,2008,302190000
bhs,2009,284118837.2093
bhs,2010,309886976.74419
bhs,2011,310779379.84496
bhs,2012,352276124.03101
bhs,2013,309217674.41861
bhs,2014,328627441.86046
bhs,2015,287800000
bhs,2016,366889224.8062
bhs,2017,325727131.78295
bhs,2018,229793798.44961
bhs,2019,113223643.41085
bhs,2020,90132713.17829
bih,2000,882703166.7558
bih,2001,939854766.92393
bih,2002,1018350709.80609
bih,2003,1049161206.86345
bih,2004,1097841663.3736
bih,2005,1201002785.51039
bih,2006,1372996972.79096
bih,2007,1519057466.26009
bih,2008,1616426306.29491
bih,2009,1528133414.43779
bih,2010,1638335937.8484
bih,2011,1637679697.14685
bih,2012,1624521734.81295
bih,2013,1705896931.02082
bih,2014,1779166651.33094
bih,2015,1892914062.71451
bih,2016,1994882163.30727
bih,2017,2160621365.55125
bih,2018,2198734204.70129
bih,2019,2200680399.65598
bih,2020,2089790855.75468
blr,1990,4317337106.40547
blr,1991,4340008011.24894
blr,1992,3964647992.59406
blr,1993,3589419076.56594
blr,1994,2993463783.7282
blr,1995,2688144463.53459
blr,1996,2814804119.05748
blr,1997,3310046491.33867
blr,1998,3658023218.72775
blr,1999,3976715226.82138
blr,2000,4230434738.16742
blr,2001,4536615684.18152
blr,2002,4816058220.13918
blr,2003,5314825478.64858
blr,2004,6359196042.45807
blr,2005,7274919954.05424
blr,2006,8264309023.81145
blr,2007,8950246912.48271
blr,2008,10265933629.1286
blr,2009,10040083251.333
blr,2010,11124486236.8581
blr,2011,12213205857.0252
blr,2012,13061748177.9482
blr,2013,12378616970.6791
blr,2014,12459368929.723
blr,2015,11654715559.4625
blr,2016,11648776346.5054
blr,2017,12460102165.8906
blr,2018,13111289206.2846
blr,2019,13281735965.9663
blr,2020,13295017732.5815
blz,1970,16515901.47652
blz,1971,19039177.97475
blz,1972,20950759.66503
blz,1973,23550462.59886
blz,1974,27526549.6814
blz,1975,28061747.22296
blz,1976,27220702.27742
blz,1977,32878950.08185
blz,1978,34408187.10175
blz,1979,32649529.11346
blz,1980,59258647.5649
blz,1981,61699973.78746
blz,1982,60933959.46481
blz,1983,60256119.45267
blz,1984,55108944.07598
blz,1985,55660033.51674
blz,1986,57081844.2739
blz,1987,60939470.35922
blz,1988,60570240.43391
blz,1989,67210868.19506
blz,1990,74077442.62693
blz,1991,77134743.61605
blz,1992,85377040.74702
blz,1993,88815097.05591
blz,1994,87340683.07693
blz,1995,84390296.84131
blz,1996,84283554.82237
blz,1997,87544675.78732
blz,1998,84367276.83059
blz,1999,90128866.77546
blz,2000,112069699.3939
blz,2001,112118006.00102
blz,2002,113971152.27946
blz,2003,113647668.00573
blz,2004,127718986.00528
blz,2005,128243488.09571
blz,2006,167312129.49103
blz,2007,172734156.57006
blz,2008,180286632.51823
blz,2009,230943476.47973
blz,2010,212031227.30255
blz,2011,206531782.15669
blz,2012,190903319.80117
blz,2013,153892596.5335
blz,2014,142355533.80653
blz,2015,121497350
blz,2016,112338573.11912
blz,2017,113724236.10293
blz,2018,116495491.23973
blz,2019,121510878.68322
blz,2020,107548569.28829
bmu,2010,69524531.38686
bmu,2011,63554931.38686
bmu,2012,52926131.38686
bmu,2013,35534902.18978
bmu,2014,35436064.23358
bmu,2015,34216000
bmu,2016,35034335.76642
bmu,2017,37278913.86861
bmu,2018,36357489.05109
bmu,2019,36344735.76642
bol,1960,472271306.7416
bol,1961,473261393.33854
bol,1962,523755809.78261
bol,1963,558479951.86764
bol,1964,608251222.18953
bol,1965,664388585.227
bol,1966,746569054.82826
bol,1967,777242047.00337
bol,1968,796919060.85155
bol,1969,858843780.9032
bol,1970,905142637.01658
bol,1971,937552661.07293
bol,1972,1013417916.38892
bol,1973,1063967879.28278
bol,1974,1184336451.21346
bol,1975,1256654340.71234
bol,1976,1361382254.26757
bol,1977,1455951802.07379
bol,1978,1522223045.29349
bol,1979,1497794594.32564
bol,1980,1449098936.29073
bol,1981,1344659522.91896
bol,1982,1153075906.79163
bol,1983,1152886890.7653
bol,1984,1169089520.37142
bol,1985,1095952040.10469
bol,1986,1110533136.87508
bol,1987,1138328749.42962
bol,1988,1130604489.85222
bol,1989,1187054834.31613
bol,1990,1279459250.51769
bol,1991,1341128781.69322
bol,1992,1342175451.83387
bol,1993,1396937350.81191
bol,1994,1472540830.86405
bol,1995,1572581592.21217
bol,1996,1649078868.97798
bol,1997,1682397461.44407
bol,1998,1724203703.79548
bol,1999,1774645096.91062
bol,2000,1806412976.49918
bol,2001,1854956394.73492
bol,2002,1859605602.8865
bol,2003,1930387953.23339
bol,2004,2038115366.31905
bol,2005,2099345325.34031
bol,2006,2269234590.41426
bol,2007,2407444378.74401
bol,2008,2495560524.37399
bol,2009,2615612563.83816
bol,2010,2683339180.16761
bol,2011,2781952339.1201
bol,2012,2913965491.48732
bol,2013,3091287602.1605
bol,2014,3215932935.91416
bol,2015,3363113189.55967
bol,2016,3571116073.2984
bol,2017,3688497443.84543
bol,2018,3891961687.73996
bol,2019,4016262138.61104
bol,2020,3680873413.46171
bra,1990,141046933682.728
bra,1991,141257632216.186
bra,1992,135401449357.72
bra,1993,146652857961.82401
bra,1994,156851172496.48599
bra,1995,159979123777.71799
bra,1996,160107460263.19501
bra,1997,164099592194.03299
bra,1998,156155294124.01599
bra,1999,153246744009.36099
bra,2000,161965845770.43399
bra,2001,163121291131.70401
bra,2002,166535427785.66299
bra,2003,170964220110.67599
bra,2004,186492593581.36801
bra,2005,190675077751.76901
bra,2006,193027245034.87897
bra,2007,204881645431.15701
bra,2008,213383310225.08701
bra,2009,193615573756.26901
bra,2010,211408912617.00296
bra,2011,216159660283.16501
bra,2012,211017891841.009
bra,2013,217376496113.452
bra,2014,207187988042.121
bra,2015,189609597216.345
bra,2016,180570864346.39301
bra,2017,184741224130.022
bra,2018,187314291648.306
bra,2019,187247766305.56799
bra,2020,179249273779.28699
brn,1989,1435583554.83686
brn,1990,1422942963.53506
brn,1991,1472640942.58952
brn,1992,1485433692.78254
brn,1993,1458144631.06759
brn,1994,1569957647.73244
brn,1995,1721838737.35347
brn,1996,1717896276.43863
brn,1997,1719056324.83418
brn,1998,1841135154.98155
brn,1999,1888123537.96127
brn,2000,1946899804.19909
brn,2001,1949575258.97859
brn,2002,2083067998.11597
brn,2003,2145198011.18384
brn,2004,2121024188.09562
brn,2005,2079474918.74549
brn,2006,2096293387.90129
brn,2007,2032108645.89641
brn,2008,2089066493.16824
brn,2009,1884630684.2442
brn,2010,1913933395.43027
brn,2011,2038200222.34716
brn,2012,1997884642.17424
brn,2013,1967901784.17913
brn,2014,1834471488.5777
brn,2015,1878493563.16823
brn,2016,1865089910.48325
brn,2017,2033722835.34383
brn,2018,2021759436.97644
brn,2019,2140648151.20975
brn,2020,2652123390.21284
btn,1980,4939306.40018
btn,1981,12132171.34544
btn,1982,10557767.43038
btn,1983,11946947.35543
btn,1984,12317395.33544
btn,1985,11453016.71541
btn,1986,11020827.4054
btn,1987,16978865.75061
btn,1988,17441925.72563
btn,1989,26240065.25095
btn,1990,25491998.03544
btn,1991,24614999.48756
btn,1992,25671671.47988
btn,1993,26167361.7478
btn,1994,31574831.04392
btn,1995,38831811.27332
btn,1996,43311827.00668
btn,1997,46407568.16365
btn,1998,46409019.08491
btn,1999,48661506.41792
btn,2000,49975127.30331
btn,2001,56204592.88348
btn,2002,57272754.93732
btn,2003,60731630.81377
btn,2004,63440229.1351
btn,2005,68359528.25729
btn,2006,76210561.9545
btn,2007,95291624.29263
btn,2008,103398705.4595
btn,2009,110512825.51247
btn,2010,132817949.10078
btn,2011,142511646.61778
btn,2012,152192378.45548
btn,2013,144196876.22019
btn,2014,157403964.12097
btn,2015,164352108.04357
btn,2016,168334519.52777
btn,2017,179204707.34916
btn,2018,183878955.13257
btn,2019,183869385.22642
btn,2020,145696573.12595
bwa,1965,24583968.04794
bwa,1966,22262491.13252
bwa,1967,24286360.09309
bwa,1968,22024382.2907
bwa,1969,21012447.81041
bwa,1970,25179228.9135
bwa,1971,31786552.59189
bwa,1972,40417722.75291
bwa,1973,47560763.22796
bwa,1974,75180534.71676
bwa,1975,102263150.8206
bwa,1976,120057611.46855
bwa,1977,120240671.82989
bwa,1978,134922926.51141
bwa,1979,128149311.01656
bwa,1980,111709595.94552
bwa,1981,135472130.07339
bwa,1982,150740227.36269
bwa,1983,146712674.63364
bwa,1984,134263873.24585
bwa,1985,145174868.69538
bwa,1986,174283084.56135
bwa,1987,219831015.49835
bwa,1988,289141480.56322
bwa,1989,323082746.21728
bwa,1990,333627598.46617
bwa,1991,361344474.66532
bwa,1992,372475147.04405
bwa,1993,340546556.33534
bwa,1994,352229354.40854
bwa,1995,413459268.98473
bwa,1996,498920405.26178
bwa,1997,596121838.18819
bwa,1998,623807852.17268
bwa,1999,630618668.66188
bwa,2000,623830330.11489
bwa,2001,630506278.95084
bwa,2002,639047896.9901
bwa,2003,575449571.55516
bwa,2004,574363752.07884
bwa,2005,584958415.44766
bwa,2006,702005556.11621
bwa,2007,882395897.57563
bwa,2008,859757800.02881
bwa,2009,902829133.77121
bwa,2010,938122852.25208
bwa,2011,1044608484.51657
bwa,2012,1083322109.51475
bwa,2013,1154104362.80162
bwa,2014,1159939299.42983
bwa,2015,979899299.04235
bwa,2016,1028463352.99878
bwa,2017,1006234886.23441
bwa,2018,994519493.53904
bwa,2019,1039476591.61635
bwa,2020,884550622.69653
caf,2009,438251391.81685
caf,2010,459857850.77725
caf,2011,537633233.02386
caf,2012,596727177.01012
caf,2013,335121457.94149
caf,2014,293161183.41465
caf,2015,334839449.21929
caf,2016,348880860.24804
caf,2017,352468273.52816
caf,2018,349248127.42114
caf,2019,359725571.24378
caf,2020,390954194.69495
can,1997,140203986007.73499
can,1998,147280572363.09601
can,1999,159038730964.87799
can,2000,173449890506.44299
can,2001,167126727199.64899
can,2002,170194645033.668
can,2003,168010787409.866
can,2004,172093401051.76999
can,2005,175549121787.16
can,2006,172717008811.79999
can,2007,167512066045.66
can,2008,158561372045.71799
can,2009,136696503687.951
can,2010,143297374088.38901
can,2011,148268977615.21399
can,2012,150429829829.733
can,2013,149936859231.354
can,2014,154393309405.62299
can,2015,155268331357.55499
can,2016,155254364206.55701
can,2017,158273805602.66599
can,2018,163116415714.069
can,2019,162823919596.314
can,2020,147053805762.72299
che,1990,77641821205.05769
che,1991,77999199294.1705
che,1992,78085407325.8372
che,1993,78074620541.3289
che,1994,80554603195.3452
che,1995,80167822000.44
che,1996,80765399055.6729
che,1997,83329957332.2948
che,1998,85173883381.5251
che,1999,86370176333.7038
che,2000,88116700243.81059
che,2001,93115321746.5527
che,2002,95221300884.9912
che,2003,94906387252.33748
che,2004,96441543803.08189
che,2005,101073969506.14999
che,2006,107666029031.198
che,2007,113294071515.38901
che,2008,116909473122.582
che,2009,102583061544.554
che,2010,110009973094.076
che,2011,119957249419.409
che,2012,117012499851.297
che,2013,119632570426.88499
che,2014,121835094455.895
che,2015,122696399612.05299
che,2016,128116017437.36501
che,2017,134309716157.97501
che,2018,141152729221.888
che,2019,145374776015.362
che,2020,141057321094.85199
chl,1960,5268353565.278
chl,1961,5659726369.69035
chl,1962,6194037528.65537
chl,1963,6437918190.22843
chl,1964,6764778993.91347
chl,1965,7063305114.92612
chl,1966,7952305783.77228
chl,1967,8180248186.34211
chl,1968,8445126871.6813
chl,1969,8671804333.06042
chl,1970,8843456852.64268
chl,1971,10044139030.8851
chl,1972,10268792586.359
