geo,time,sh_sgr_crsk_zs
ben,2016,50.5
ben,2017,50.5
ben,2018,49.7
ben,2019,50.9
ben,2020,50.2
bfa,2003,66.1
bfa,2004,59.1
bfa,2005,60
bfa,2006,57.9
bfa,2007,51.4
bfa,2008,55.3
bfa,2009,56.1
bfa,2010,51.6
bfa,2011,53.5
bfa,2012,51.9
bfa,2013,52.7
bfa,2014,51.3
bfa,2015,53.1
bfa,2016,46.3
bfa,2017,45.6
bfa,2018,48.4
bfa,2019,45.1
bfa,2020,40.8
bgd,2003,77.6
bgd,2004,79.1
bgd,2005,76.5
bgd,2006,78.7
bgd,2007,74.9
bgd,2008,71.5
bgd,2009,73
bgd,2010,73.9
bgd,2011,68.5
bgd,2012,70.2
bgd,2013,69.5
bgd,2014,68.4
bgd,2015,65.9
bgd,2016,64.3
bgd,2017,65.9
bgd,2018,60.5
bgd,2019,56.6
bgd,2020,55.3
bgr,2006,11.6
bgr,2007,10.8
bgr,2008,6.9
bgr,2009,9.7
bgr,2010,10
bgr,2011,9.8
bgr,2012,11.3
bgr,2013,11.7
bgr,2014,10.8
bgr,2015,11.1
bgr,2016,14.2
bgr,2017,10.9
bgr,2018,11.4
bgr,2019,10.2
bgr,2020,9.4
bih,2007,11.2
bih,2008,10.8
bih,2009,5.4
bih,2010,5
bih,2011,5.6
bih,2012,5.9
bih,2013,5.1
bih,2014,4.7
bih,2015,4.2
bih,2016,3.9
bih,2017,4
bih,2018,3.6
bih,2019,3
bih,2020,2.9
blr,2003,26.7
blr,2004,20.7
blr,2005,23.6
blr,2006,24.9
blr,2007,20
blr,2008,19.1
blr,2009,23.2
blr,2010,16.6
blr,2011,16.8
blr,2012,10.9
blr,2013,11.5
blr,2014,11.2
blr,2015,12.7
blr,2016,6.4
blr,2017,6.5
blr,2018,4.6
blr,2019,4.4
blr,2020,3.1
blz,2003,29.4
blz,2004,30.9
blz,2005,28.5
blz,2006,28.2
blz,2007,27
blz,2008,28.9
blz,2009,25.8
blz,2010,25.5
blz,2011,25.5
blz,2012,29.2
blz,2013,26
blz,2014,26.5
blz,2015,26
blz,2016,23.9
blz,2017,26.3
blz,2018,27.9
blz,2019,27.4
blz,2020,28.3
bol,2003,52.6
bol,2004,49.1
bol,2005,51.8
bol,2006,50.4
bol,2007,46.7
bol,2008,40.8
bol,2009,38.9
bol,2010,41.9
bol,2011,38.7
bol,2012,37.6
bol,2013,39.9
bol,2014,34.3
bol,2015,28.3
bol,2016,27.3
bol,2017,22.1
bol,2018,20.2
bol,2019,18.6
bol,2020,7.9
bra,2003,25.5
bra,2004,26.6
bra,2005,25
bra,2006,24.7
bra,2007,21.7
bra,2008,18.4
bra,2009,17.7
bra,2010,16
bra,2011,15.1
bra,2012,15.5
bra,2013,14.2
bra,2014,12.9
bra,2015,13.6
bra,2016,14.9
bra,2017,14.7
bra,2018,15.2
bra,2019,15.3
bra,2020,15.4
btn,2003,23.1
btn,2004,15.3
btn,2005,15.7
btn,2006,10.6
btn,2007,14.5
btn,2008,19.6
btn,2009,17.5
btn,2010,17.5
btn,2011,15.3
btn,2012,25
btn,2013,12.6
btn,2014,13.8
btn,2015,11.7
btn,2016,13.2
btn,2017,5
btn,2018,4.2
btn,2019,3.1
btn,2020,2.5
bwa,2003,32.3
bwa,2004,30.8
bwa,2005,30.8
bwa,2006,30
bwa,2007,25.4
bwa,2008,22.1
bwa,2009,16.2
bwa,2010,14.4
bwa,2011,13.3
bwa,2012,12.7
bwa,2013,11.6
bwa,2014,11.5
bwa,2015,5.1
bwa,2016,5
bwa,2017,4.3
bwa,2018,4.4
bwa,2019,4
bwa,2020,1.7
caf,2007,76.3
can,2003,0.6
can,2004,0.6
can,2005,0.7
can,2006,0.5
can,2007,0.5
can,2008,0.5
can,2009,0.5
can,2010,0.4
can,2011,0.4
can,2012,0.3
can,2013,0.3
can,2014,0.3
can,2015,0.3
can,2016,0.4
can,2017,0.2
can,2018,0.3
can,2019,0.3
can,2020,0.3
che,2003,3.1
che,2004,2.9
che,2005,3.1
che,2006,3.5
che,2007,3.9
che,2008,3.3
che,2009,2.7
che,2010,2.8
che,2011,2.2
che,2012,2.3
che,2013,2.6
che,2014,2.7
che,2015,2.4
che,2016,3.4
che,2017,2.9
che,2018,2.6
che,2019,2.6
che,2020,2.9
chl,2003,24.4
chl,2004,23.2
chl,2005,22.4
chl,2006,17.9
chl,2007,15.8
chl,2008,17.9
chl,2009,12.5
chl,2010,12.3
chl,2011,10.5
chl,2012,9.3
chl,2013,9
chl,2014,8.7
chl,2015,7.4
chl,2016,7.5
chl,2017,7.1
chl,2018,6.8
chl,2019,15
chl,2020,16.6
chn,2003,69.7
chn,2004,67.7
chn,2005,62.5
chn,2006,57.3
chn,2007,52.1
chn,2008,44.9
chn,2009,38.4
chn,2010,34.3
chn,2011,27.4
chn,2012,25.6
chn,2013,18.9
chn,2014,17.2
chn,2015,13.3
chn,2016,12.3
chn,2017,11.2
chn,2018,9.5
chn,2019,8
chn,2020,7.8
civ,2007,68.7
cmr,2003,67.8
cmr,2004,70.3
cmr,2005,69.9
cmr,2006,67.7
cmr,2007,67.2
cmr,2008,68.7
cmr,2009,66.8
cmr,2010,69
cmr,2011,56.1
cmr,2012,65.1
cmr,2013,66.2
cmr,2014,63
cmr,2015,62.3
cmr,2018,64.7
cmr,2019,61.5
cmr,2020,57.3
cod,2004,95.5
cod,2005,94.3
cod,2006,93.1
cod,2007,94.5
cod,2008,89.4
cod,2009,87.8
cod,2010,81.7
cod,2011,85.3
cod,2012,82.2
cod,2013,78.1
cod,2014,80
cod,2015,76
cod,2016,74.5
cod,2017,78
cod,2018,77.3
cod,2019,74.5
cod,2020,74.4
cog,2005,72.6
cog,2006,67.7
cog,2007,65.8
cog,2008,49.9
cog,2009,59.5
cog,2010,48.1
cog,2011,51.5
cog,2012,51.6
cog,2013,45.5
cog,2014,51.5
cog,2015,47.8
cog,2016,57.3
cog,2017,73.2
cog,2018,79
cog,2019,80.5
cog,2020,79.8
col,2003,8.7
col,2004,14.3
col,2005,15.4
col,2006,15.6
col,2007,16
col,2008,18.4
col,2009,15.4
col,2010,14.7
col,2011,11.5
col,2012,12
col,2013,11.3
col,2014,11
col,2015,9.3
col,2016,9
col,2017,7.5
col,2018,8.6
col,2019,8.5
col,2020,8.1
com,2004,63.8
com,2005,63.9
com,2006,65.5
com,2007,64.9
com,2008,65.6
com,2009,62.7
com,2010,64.5
com,2011,58
com,2012,63.9
com,2013,59.4
com,2014,56.7
com,2015,56.1
com,2016,55.3
com,2017,52.3
com,2018,55
com,2019,54.3
com,2020,54.1
cpv,2007,21.1
cpv,2008,24.2
cpv,2009,23.3
cpv,2010,26.2
cpv,2011,25.2
cpv,2012,22.9
cpv,2013,23.3
cpv,2014,23.5
cpv,2015,20.9
cpv,2016,21.4
cpv,2017,20
cpv,2018,18.5
cpv,2019,18
cpv,2020,16.3
cri,2003,17.8
cri,2004,18.4
cri,2005,17
cri,2006,16.8
cri,2007,16.8
cri,2008,13.7
cri,2009,15.1
cri,2010,11.1
cri,2011,11.5
cri,2012,10.2
cri,2013,10.4
cri,2014,10.1
cri,2015,8.9
cri,2016,8.2
cri,2017,7.7
cri,2018,7.4
cri,2019,6.8
cri,2020,7.5
cyp,2004,9.7
cyp,2005,10.3
cyp,2006,10.8
cyp,2007,10.3
cyp,2008,11.6
cyp,2009,11.5
cyp,2010,7.1
cyp,2011,9.9
cyp,2012,11.1
cyp,2013,16
cyp,2014,13.7
cyp,2015,12.1
cyp,2016,12.2
cyp,2017,9
cyp,2018,8.8
cyp,2019,7.3
cyp,2020,8.1
cze,2003,0.2
cze,2004,0.3
cze,2005,0.3
cze,2006,0.2
cze,2007,0.3
cze,2008,0.5
cze,2009,0.3
cze,2010,0.4
cze,2011,0.4
cze,2012,0.3
cze,2013,0.3
cze,2014,0.3
cze,2015,0.3
cze,2016,0.2
cze,2017,0.1
cze,2018,0.1
cze,2019,0.1
cze,2020,0.1
deu,2003,0.1
deu,2004,0.1
deu,2005,0.1
deu,2006,0.1
deu,2007,0.1
deu,2008,0.1
deu,2009,0.1
deu,2010,0.1
deu,2011,0.1
deu,2012,0.1
deu,2013,0.1
deu,2014,0.1
deu,2015,0.1
deu,2016,0.1
deu,2017,0.1
deu,2018,0.1
deu,2019,0.1
deu,2020,0.1
dnk,2003,0
dnk,2004,0.1
dnk,2005,0.1
dnk,2006,0.1
dnk,2007,0.1
dnk,2008,0.1
dnk,2009,0.1
dnk,2010,0.1
dnk,2011,0.1
dnk,2012,0.1
dnk,2013,0.2
dnk,2014,0.1
dnk,2015,0.1
dnk,2016,0.2
dnk,2017,0.1
dnk,2018,0.1
dnk,2019,0.1
dnk,2020,0.1
dom,2003,42.1
dom,2004,43.7
dom,2005,40.2
dom,2006,38.4
dom,2007,30.2
dom,2008,25.7
dom,2009,25.5
dom,2010,21.3
dom,2011,21.8
dom,2012,20.3
dom,2013,21.8
dom,2014,15.5
dom,2015,17.2
dom,2016,18.1
dom,2017,15
dom,2018,14
dom,2019,14.6
dom,2020,13.6
dza,2003,13.7
dza,2004,19.5
dza,2005,19.8
dza,2006,19.5
dza,2007,18.7
dza,2008,16.1
dza,2009,15.5
dza,2010,16.6
dza,2011,9
dza,2012,6.3
dza,2013,7.2
dza,2014,5.9
dza,2015,7.6
dza,2016,7.6
dza,2017,8.7
dza,2018,7.9
dza,2019,8.9
dza,2020,9.7
ecu,2003,47.4
ecu,2004,48.6
ecu,2005,45.8
ecu,2006,44.4
ecu,2007,41.5
ecu,2008,35.7
ecu,2009,35.2
ecu,2010,32.2
ecu,2011,27.4
ecu,2012,25.9
ecu,2013,26.2
ecu,2014,22.7
ecu,2015,25.5
ecu,2016,23.9
ecu,2017,22.3
ecu,2018,22.5
ecu,2019,22.1
ecu,2020,23.1
egy,2003,47.5
egy,2004,47
egy,2005,47.8
egy,2006,42.1
egy,2007,39
egy,2008,38.3
egy,2009,35.2
egy,2010,36.6
egy,2011,31.8
egy,2012,30.4
egy,2013,28.1
egy,2014,26.8
egy,2015,27.2
egy,2016,29.8
egy,2017,27
egy,2018,27.2
egy,2019,27.5
egy,2020,24.9
esp,2003,0.7
esp,2004,1
esp,2005,0.7
esp,2006,0.8
esp,2007,0.9
esp,2008,0.8
esp,2009,0.9
esp,2010,1.1
esp,2011,1.5
esp,2012,1.7
esp,2013,2
esp,2014,2
esp,2015,1.9
esp,2016,1.7
esp,2017,1.2
esp,2018,1.4
esp,2019,1.1
esp,2020,1.2
est,2003,90.4
est,2004,91.5
est,2005,88.5
est,2006,86.3
est,2007,81.4
est,2008,77.3
est,2009,83.3
est,2010,84
est,2011,82.7
est,2012,81.8
est,2013,84.4
est,2014,81
est,2015,79.9
est,2016,77.2
est,2017,78.9
est,2018,77.2
est,2019,74
est,2020,75.1
fin,2003,0.3
fin,2004,0.4
fin,2005,0.2
fin,2006,0.2
fin,2007,0.2
fin,2008,0.2
fin,2009,0.1
fin,2010,0.2
fin,2011,0.1
fin,2012,0.1
fin,2013,0.1
fin,2014,0.1
fin,2015,0.1
fin,2016,0.1
fin,2017,0.1
fin,2018,0.1
fin,2019,0.1
fin,2020,0.1
fra,2003,0
fra,2004,0
fra,2005,0
fra,2006,0
fra,2007,0.1
fra,2008,0.1
fra,2009,0.1
fra,2010,0.1
fra,2011,0.1
fra,2012,0.1
fra,2013,0.1
fra,2014,0.1
fra,2015,0.1
fra,2016,0
fra,2017,0
fra,2018,0
fra,2019,0
fra,2020,0
fsm,2007,5.6
gab,2005,42.1
gab,2006,40.7
gab,2007,40.4
gab,2008,38.6
gab,2009,37.8
gab,2010,17.7
gab,2011,19.1
gab,2012,18.8
gab,2013,17.6
gab,2014,16.7
gab,2015,14.9
gab,2016,12.1
gab,2017,11.1
gab,2018,11.8
gab,2019,12.7
gab,2020,11.8
gbr,2003,0.2
gbr,2004,0.1
gbr,2005,0
gbr,2006,0.1
gbr,2007,0.1
gbr,2008,0
gbr,2009,0
gbr,2010,0
gbr,2011,0
gbr,2012,0
gbr,2013,0.1
gbr,2014,0.1
gbr,2015,0.1
gbr,2016,0.1
gbr,2017,0.1
gbr,2018,0.1
gbr,2019,0.1
gbr,2020,0.1
geo,2007,35.7
gha,2007,30.5
gha,2008,28.3
gha,2009,22.4
gha,2010,19
gha,2011,19.7
gha,2012,22.5
gha,2013,17.1
gha,2014,18.8
gha,2015,15.3
gha,2016,17.2
gha,2017,17.4
gha,2018,16.8
gha,2019,16.5
gha,2020,16.6
gin,2003,61.5
gin,2004,63.3
gin,2005,64.9
gin,2006,69.9
gin,2007,70
gin,2008,72.2
gin,2009,70.6
gin,2010,72.5
gin,2011,70.5
gin,2012,66
gin,2013,65.8
gin,2014,59.7
gin,2015,53
gin,2016,52.2
gin,2017,59
gin,2018,62.7
gin,2019,53.7
gin,2020,55.8
gmb,2003,36.4
gmb,2004,34.1
gmb,2005,38.2
gmb,2006,38
gmb,2007,39.4
gmb,2008,37.5
gmb,2009,39.2
gmb,2010,32.9
gmb,2011,39.4
gmb,2012,28
gmb,2013,25.8
gmb,2014,35.8
gmb,2015,29.3
gmb,2016,33.1
gmb,2017,32
gmb,2018,25
gmb,2019,31.8
gmb,2020,21.4
gnb,2003,66
gnb,2004,66.9
gnb,2005,64.7
gnb,2006,71.1
gnb,2007,68.3
gnb,2008,73.5
gnb,2009,73.9
gnb,2010,75.5
gnb,2011,67.2
gnb,2012,86.9
gnb,2013,85.5
gnb,2014,85.1
gnb,2015,86.3
gnb,2016,85.8
gnb,2017,82.6
gnb,2018,82.1
gnb,2019,83.3
gnb,2020,81.2
grc,2004,5.7
grc,2005,4.3
grc,2006,4.8
grc,2007,3.4
grc,2008,2.4
grc,2009,2.3
grc,2010,2.7
grc,2011,4.6
grc,2012,6
grc,2013,7.2
grc,2014,7.8
grc,2015,8
grc,2016,6
grc,2017,6.7
grc,2018,5.7
grc,2019,6.7
grc,2020,5.7
gtm,2003,51.4
gtm,2004,50.4
gtm,2005,49.7
gtm,2006,50.8
gtm,2007,47.4
gtm,2008,48.4
gtm,2009,45.8
gtm,2010,48.7
gtm,2011,46.9
gtm,2012,46.3
gtm,2013,45.3
gtm,2014,38.2
gtm,2015,35.3
gtm,2016,36.5
gtm,2017,35.8
gtm,2018,35.5
gtm,2019,34.2
gtm,2020,33.6
guy,2007,26.1
hnd,2003,62.1
hnd,2004,62.4
hnd,2005,60.1
hnd,2006,59.4
hnd,2007,59.4
hnd,2008,58.7
hnd,2009,51.9
hnd,2010,55.1
hnd,2011,55.1
hnd,2012,56.7
hnd,2013,54
hnd,2014,51.6
hnd,2015,51.7
hnd,2016,49.7
hnd,2017,50.8
hnd,2018,50.6
hnd,2019,48.8
hnd,2020,46.5
hrv,2009,4.4
hrv,2010,5
hrv,2011,3.4
hrv,2012,3.1
hrv,2013,1.7
hrv,2014,3.3
hrv,2015,2.7
hrv,2016,2.6
hrv,2017,2.2
hrv,2018,1.6
hrv,2019,1.7
hrv,2020,1.1
hti,2012,58.2
hti,2013,68.1
hti,2014,62.1
hti,2015,65.9
hti,2016,69.1
hti,2017,73.5
hti,2018,74.7
hti,2019,74.6
hti,2020,72.8
hun,2004,38
hun,2005,39.6
hun,2006,32.5
hun,2007,36
hun,2008,32.8
hun,2009,37.3
hun,2010,40.2
hun,2011,41.2
hun,2012,43.9
hun,2013,45.5
hun,2014,40.4
hun,2015,40.4
hun,2016,34.9
hun,2017,30.4
hun,2018,31
hun,2019,29.8
hun,2020,30.3
idn,2003,25.8
idn,2004,26.5
idn,2005,31.3
idn,2006,29.4
idn,2007,28.1
idn,2008,25.8
idn,2009,23.4
idn,2010,30.4
idn,2011,32.5
idn,2012,26.7
idn,2013,24.8
idn,2014,19
idn,2015,17.8
idn,2016,14.2
idn,2017,11.4
idn,2018,10.1
idn,2019,8
idn,2020,8.7
ind,2003,72.8
ind,2004,71.1
ind,2005,73.3
ind,2006,68.6
ind,2007,67.7
ind,2008,63.5
ind,2009,59.3
ind,2010,57.8
ind,2011,50.3
ind,2012,53.7
ind,2013,50.6
ind,2014,49.4
ind,2015,44.7
ind,2016,40
ind,2017,37.6
ind,2018,34.4
ind,2019,33.7
ind,2020,31.1
irl,2003,1
irl,2004,1
irl,2005,1.3
irl,2006,1
irl,2007,0.4
irl,2008,0.4
irl,2009,0.8
irl,2010,1
irl,2011,1.2
irl,2012,1.4
irl,2013,1.4
irl,2014,0.9
irl,2015,0.9
irl,2016,0.7
irl,2017,0.6
irl,2018,0.7
irl,2019,0.7
irl,2020,0.7
irn,2004,51.2
irn,2005,51.8
irn,2006,43
irn,2007,41.9
irn,2008,45.2
irn,2009,42.7
irn,2010,43.7
irn,2011,43
irn,2012,41.4
irn,2013,36.3
irn,2014,29.3
irn,2015,30.8
irn,2016,32.2
irn,2017,30.7
irn,2018,31.3
irn,2019,31.3
irn,2020,30.2
irq,2006,23.4
irq,2007,19.3
irq,2008,9.8
irq,2009,9.3
irq,2010,12.9
irq,2011,13.3
irq,2012,52.5
irq,2013,51.5
irq,2014,56.6
irq,2015,60.4
irq,2016,53.8
irq,2017,42.8
irq,2018,39.5
isl,2003,46.6
isl,2004,49.4
isl,2005,46.5
isl,2006,39
isl,2007,33.1
isl,2008,41.3
isl,2009,49.7
isl,2010,53.7
isl,2011,55.3
isl,2012,52.3
isl,2013,49.3
isl,2014,51.5
isl,2015,45.6
isl,2016,37.1
isl,2017,37
isl,2018,32.1
isl,2019,36.3
isl,2020,33.3
ita,2003,1
ita,2004,0.9
ita,2005,0.7
ita,2006,0.7
ita,2007,0.5
ita,2008,0.6
ita,2009,0.6
ita,2010,0.9
ita,2011,1
ita,2012,1
ita,2013,1.2
ita,2014,1.1
ita,2015,1.4
ita,2016,1.2
ita,2017,1.5
ita,2018,1.2
ita,2019,1.4
ita,2020,1.5
jam,2007,16.9
jam,2008,15.4
jam,2009,14.4
jam,2010,14
jam,2011,13.6
jam,2012,11.9
jam,2013,10.5
jam,2014,12.1
jam,2015,10.8
jam,2016,10.2
jam,2017,9.7
jam,2018,9.2
jam,2019,9.7
jam,2020,9.6
jor,2003,30.1
jor,2004,28.7
jor,2005,21.9
jor,2006,19.7
jor,2007,17.9
jor,2008,10.9
jor,2009,7.2
jor,2010,8.2
jor,2011,8.9
jor,2012,7.8
jor,2013,7.4
jor,2014,7.9
jor,2015,14.8
jor,2016,18.4
jor,2017,18.7
jor,2018,18.8
jor,2019,16.9
jor,2020,15.9
jpn,2008,1.2
jpn,2009,1.1
jpn,2010,0.6
jpn,2011,0.4
jpn,2012,0.5
jpn,2013,0.3
jpn,2014,0.4
jpn,2015,0.5
jpn,2016,0.4
jpn,2017,0.5
jpn,2018,0.5
jpn,2019,0.4
jpn,2020,0.4
kaz,2003,35.8
kaz,2004,26.9
kaz,2005,25
kaz,2006,10.2
kaz,2007,10.1
kaz,2008,2.7
kaz,2009,2.6
kaz,2010,3.5
kaz,2011,2.6
kaz,2012,2.6
kaz,2013,2
kaz,2014,1.1
kaz,2015,2.4
kaz,2016,3.6
kaz,2017,2.6
kaz,2018,2.6
kaz,2019,2.1
kaz,2020,1.1
ken,2003,61.5
ken,2004,60.7
ken,2005,60.2
ken,2006,54.6
ken,2007,49.5
ken,2008,47.7
ken,2009,45.3
ken,2010,43.6
ken,2011,42.2
ken,2012,41.1
ken,2013,41.3
ken,2014,39.3
ken,2015,28.8
ken,2016,23.4
ken,2017,22
ken,2018,23.1
ken,2019,21.2
ken,2020,21.1
kgz,2003,77.9
kgz,2004,62.8
kgz,2005,54.8
kgz,2006,50.9
kgz,2007,43.5
kgz,2008,42.7
kgz,2009,40.1
kgz,2010,44.5
kgz,2011,38.8
kgz,2012,32
kgz,2013,36.5
kgz,2014,44.8
kgz,2015,46.5
kgz,2016,47.6
kgz,2017,48.5
kgz,2018,44.6
kgz,2019,46.6
kgz,2020,46.2
kir,2007,0
kor,2006,0.5
kor,2007,0.5
kor,2008,0.6
kor,2009,0.5
kor,2010,0.4
kor,2011,0.4
kor,2012,0.3
kor,2013,0.3
kor,2014,0.3
kor,2015,0.3
kor,2016,0.2
kor,2017,0.3
kor,2018,0.3
kor,2019,0.2
kor,2020,0.2
lao,2003,91.2
lao,2004,82.9
lao,2005,77
lao,2006,71.2
lao,2007,63.3
lao,2008,54.5
lao,2009,42.8
lao,2010,53.2
lao,2011,68.3
lao,2012,57.9
lao,2013,57.4
lao,2014,56.4
lao,2015,50
lao,2016,49.3
lao,2017,50.5
lao,2018,49
lao,2019,47.8
lao,2020,45.8
lbn,2011,8.7
lbn,2012,5.9
lbn,2013,6
lbn,2014,7
lbn,2015,6.8
lbn,2016,5.9
lbn,2017,8
lbn,2018,7.4
lbn,2019,8
lbn,2020,0.9
lbr,2007,54.5
lbr,2008,52.1
lbr,2009,22.5
lbr,2010,22.2
lbr,2011,21
lbr,2012,24.2
lbr,2013,23.8
lbr,2014,21.8
lbr,2015,18.2
lbr,2016,22.7
lbr,2017,21.7
lbr,2018,20.1
lbr,2019,23.8
lbr,2020,23.2
lka,2003,44.3
lka,2004,47.7
lka,2005,47.1
lka,2006,45.4
lka,2007,43.2
lka,2008,47.8
lka,2009,48.7
lka,2010,46.7
lka,2011,38.6
lka,2012,40.3
lka,2013,34.7
lka,2014,36.3
lka,2015,33
lka,2016,34.1
lka,2017,28.6
lka,2018,30.9
lka,2019,29.7
lka,2020,27.4
lso,2003,60.8
lso,2004,55.7
lso,2005,58.1
lso,2006,49.8
lso,2007,41.5
lso,2008,37.6
lso,2009,34.2
lso,2010,36.1
lso,2011,30.1
lso,2012,31.2
lso,2013,27.8
lso,2014,28.2
lso,2015,26.9
lso,2016,29.9
lso,2017,22.8
lso,2018,23.9
lso,2019,23.5
lso,2020,24.8
ltu,2004,64.1
ltu,2005,64.1
ltu,2006,52
ltu,2007,43
ltu,2008,43.5
ltu,2009,46.8
ltu,2010,45.5
ltu,2011,40.4
ltu,2012,50.3
ltu,2013,47.9
ltu,2014,46.9
ltu,2015,45
ltu,2016,43.4
ltu,2017,39.7
ltu,2018,37.2
ltu,2019,36.8
ltu,2020,36.4
lux,2003,1.4
lux,2004,1.3
lux,2005,1.5
lux,2006,1.5
lux,2007,0.7
lux,2008,1.2
lux,2009,0.8
lux,2010,0.7
lux,2011,1.2
lux,2012,1.9
lux,2013,1.3
lux,2014,1
lux,2015,1.6
lux,2016,1.3
lux,2017,1.8
lux,2018,2
lux,2019,1.9
lux,2020,1.5
lva,2004,96.6
lva,2005,95.4
lva,2006,91.9
lva,2007,91.3
lva,2008,88.6
lva,2009,94.8
lva,2010,93.7
lva,2011,91.5
lva,2012,92.2
lva,2013,91
lva,2014,90.4
lva,2015,89.9
lva,2016,91
lva,2017,92.1
lva,2018,87.5
lva,2019,88.3
lva,2020,87.2
mar,2003,43.6
mar,2004,42.9
mar,2005,42.4
mar,2006,43.8
mar,2007,38.5
mar,2008,36.7
mar,2009,34.4
mar,2010,35.5
mar,2011,33.3
mar,2012,30.4
mar,2013,29.4
mar,2014,32
mar,2015,30.3
mar,2016,28.8
mar,2017,26.4
mar,2018,26.4
mar,2019,26.8
mar,2020,23.5
mda,2003,54.2
mda,2004,34
mda,2005,39.9
mda,2006,33.7
mda,2007,31.1
mda,2008,33
mda,2009,28.2
mda,2010,21.8
mda,2011,23.7
mda,2012,17.3
mda,2013,15.1
mda,2014,8.4
mda,2015,14.4
mda,2016,14.1
mda,2017,10
mda,2018,8.3
mda,2019,7.4
mda,2020,6.8
mdg,2003,77.9
mdg,2004,68.8
mdg,2005,68.8
mdg,2006,70.2
mdg,2007,71.5
mdg,2008,73.9
mdg,2009,75.2
mdg,2010,74
mdg,2011,64.9
mdg,2012,70.1
mdg,2013,69.4
mdg,2014,60.4
mdg,2015,59
mdg,2016,54.8
mdg,2017,61.1
mdg,2018,68.7
mdg,2019,58.6
mdg,2020,57.4
mex,2003,21.4
mex,2004,20.8
mex,2005,19.8
mex,2006,18
mex,2007,17.4
mex,2008,17.9
mex,2009,18.8
mex,2010,14.8
mex,2011,13.7
mex,2012,15.4
mex,2013,15.1
mex,2014,14.4
mex,2015,14.8
mex,2016,11.4
mex,2017,11.1
mex,2018,10.8
mex,2019,10.1
mex,2020,10.7
mli,2003,84.7
mli,2004,78.7
mli,2005,82.2
mli,2006,80.9
mli,2007,83.3
mli,2008,82.6
mli,2009,82
mli,2010,74.7
mli,2011,71.9
mli,2012,66.2
mli,2013,48.6
mli,2014,48.3
mli,2015,42.9
mli,2016,45.6
mli,2017,44.5
mli,2018,45.5
mli,2019,43.4
mli,2020,43.5
