geo,time,st_int_trnx_cd
bra,2007,2223000000
bra,2008,2307000000
bra,2009,1999000000
bra,2010,2918000000
bra,2011,3806000000
bra,2012,3969000000
bra,2013,4258000000
bra,2014,4431000000
bra,2015,2999000000
bra,2016,2571000000
bra,2017,3989000000
bra,2018,3963000000
bra,2019,3585000000
bra,2020,1096000000
brb,1995,39000000
brb,1996,40000000
brb,1997,41000000
brb,1998,44000000
brb,1999,45000000
brb,2000,47000000
brb,2001,48000000
brb,2002,47000000
brb,2003,49000000
brb,2004,55000000
brb,2005,57000000
brb,2006,62000000
brb,2007,78000000
brb,2008,74000000
brb,2009,57000000
brb,2010,74000000
brb,2011,43000000
brb,2012,42000000
brb,2013,43000000
brb,2014,66000000
brb,2015,63000000
brb,2016,46000000
btn,2008,1000000
btn,2009,1000000
btn,2010,2000000
btn,2011,2000000
btn,2012,2000000
btn,2013,3000000
btn,2014,600000.02384
btn,2015,4000000
btn,2016,1000000
btn,2017,2000000
btn,2018,1000000
bwa,1995,8000000
bwa,1996,14000000
bwa,1997,12000000
bwa,1998,12000000
bwa,1999,8000000
bwa,2000,11000000
bwa,2001,11000000
bwa,2002,13000000
bwa,2003,5000000
bwa,2004,4000000
bwa,2005,1000000
bwa,2006,3000000
bwa,2007,1299999.95232
bwa,2008,699999.98808
bwa,2009,400000.00596
bwa,2010,500000
bwa,2011,479999.98927
bwa,2012,1000000
bwa,2013,200000.00298
bwa,2014,1000000
bwa,2015,400000.00596
bwa,2016,100000.00149
bwa,2017,300000.01192
bwa,2018,300000.01192
bwa,2019,3700000.04768
bwa,2020,2799999.95232
caf,2004,1000000
caf,2005,2000000
caf,2006,3000000
caf,2007,6000000
caf,2008,7000000
caf,2009,9000000
caf,2010,18000000
caf,2011,18000000
caf,2012,19000000
caf,2013,19399999.61853
can,1995,2398000000
can,1996,2561000000
can,1997,2671000000
can,1998,2535000000
can,1999,2500000000
can,2000,2687000000
can,2001,2673000000
can,2002,2535000000
can,2003,2972000000
can,2004,3743000000
can,2005,4719000000
can,2006,5452000000
can,2007,6458000000
can,2008,6618000000
can,2009,6035000000
can,2010,7248000000
can,2011,7848000000
che,1995,2058000000
che,1996,2172000000
che,1997,1957000000
che,1998,1940000000
che,1999,1879000000
che,2000,2091000000
che,2001,2089000000
che,2002,1792000000
che,2003,1861000000
che,2004,1957000000
che,2005,1931000000
che,2006,2094000000
che,2007,2350000000
che,2008,2619000000
che,2009,2270000000
che,2010,2527000000
che,2011,3005000000
che,2012,2866000000
che,2013,2939000000
che,2014,3072000000
che,2015,2468000000
che,2016,2322000000
che,2017,2402000000
che,2018,2387000000
che,2019,2343000000
che,2020,826000000
chl,1995,231000000
chl,1996,241000000
chl,1997,293000000
chl,1998,286000000
chl,1999,280000000
chl,2000,284000000
chl,2001,231000000
chl,2002,259000000
chl,2003,259000000
chl,2004,274000000
chl,2005,304000000
chl,2006,334000000
chl,2007,382000000
chl,2008,392000000
chl,2009,337000000
chl,2010,423000000
chl,2011,422000000
chl,2012,567000000
chl,2013,632000000
chl,2014,618000000
chl,2015,555000000
chl,2016,609000000
chl,2017,789000000
chl,2018,761000000
chl,2019,714000000
chl,2020,190000000
chn,1997,1090000000
chn,1998,738000000
chn,1999,757000000
chn,2000,1055000000
chn,2001,1083000000
chn,2002,1361000000
chn,2003,1529000000
chn,2004,2211000000
civ,1995,122000000
civ,1996,126000000
civ,1997,117000000
civ,1998,118000000
civ,1999,115000000
civ,2000,102000000
civ,2001,102000000
civ,2002,132000000
civ,2003,164000000
civ,2004,190000000
civ,2005,195000000
civ,2006,210000000
civ,2007,234000000
civ,2008,256000000
civ,2009,246000000
civ,2010,217000000
civ,2011,200000000
civ,2012,196000000
civ,2013,202000000
civ,2014,223000000
civ,2015,203000000
civ,2016,119000000
civ,2017,177500000
civ,2018,209000000
civ,2019,228000000
civ,2020,110000000
cmr,1995,35000000
cmr,1996,21000000
cmr,1997,39000000
cmr,1998,50000000
cmr,1999,40000000
cmr,2000,36000000
cmr,2001,39000000
cmr,2002,34000000
cmr,2003,101000000
cmr,2004,71000000
cmr,2005,125000000
cmr,2006,109000000
cmr,2007,98000000
cmr,2008,153000000
cmr,2009,87000000
cmr,2010,79000000
cmr,2011,93000000
cmr,2012,150000000
cmr,2013,183000000
cmr,2014,200000000
cmr,2015,174000000
cmr,2016,203000000
cmr,2017,210000000
cmr,2018,227000000
cmr,2019,235000000
cmr,2020,144000000
cog,1995,17000000
cog,1996,8000000
cog,1997,3000000
cog,1998,15000000
cog,1999,8000000
cog,2000,9000000
cog,2001,17000000
cog,2002,15000000
cog,2003,40000000
cog,2004,73000000
cog,2007,66000000
cog,2008,133000000
cog,2009,171000000
cog,2010,101000000
cog,2011,104000000
cog,2012,135000000
cog,2013,156000000
cog,2014,178000000
cog,2015,233000000
cog,2016,206000000
col,1995,284000000
col,1996,314000000
col,1997,351000000
col,1998,335000000
col,1999,326000000
col,2000,392000000
col,2001,392000000
col,2002,280000000
col,2003,287000000
col,2004,358000000
col,2005,435000000
col,2006,481000000
col,2007,597000000
col,2008,642000000
col,2009,589000000
col,2010,587000000
col,2011,657000000
col,2012,835000000
col,2013,651000000
col,2014,616000000
col,2015,572000000
col,2016,637000000
col,2017,661000000
col,2018,747000000
col,2019,723000000
col,2020,180000000
com,1995,8000000
com,2005,9500000
com,2006,12600000.38147
com,2007,13100000.38147
com,2008,15800000.19073
com,2009,12899999.61853
com,2010,14100000.38147
com,2011,16299999.23706
com,2012,16600000.38147
com,2014,16000000
com,2015,15000000
com,2016,17000000
com,2017,18000000
com,2018,20000000
com,2019,22000000
com,2020,12000000
cpv,1995,4000000
cpv,1996,6000000
cpv,1997,8000000
cpv,1998,8000000
cpv,1999,6000000
cpv,2000,5000000
cpv,2001,8000000
cpv,2002,7000000
cpv,2003,16000000
cpv,2004,15000000
cpv,2005,15000000
cpv,2006,24000000
cpv,2007,16000000
cpv,2008,10000000
cpv,2009,9000000
cpv,2010,9000000
cpv,2011,10000000
cpv,2012,8000000
cpv,2013,7000000
cpv,2014,5000000
cpv,2015,8000000
cpv,2016,8000000
cpv,2017,22000000
cpv,2018,27000000
cpv,2019,22000000
cpv,2020,7000000
cri,1995,13000000
cri,1996,21000000
cri,1997,53000000
cri,1998,57000000
cri,1999,62000000
cri,2000,66000000
cri,2001,70000000
cri,2002,86000000
cri,2003,135000000
cri,2004,129000000
cri,2005,128000000
cri,2006,168000000
cri,2007,200000000
cri,2008,167000000
cri,2009,137000000
cri,2010,211000000
cri,2011,220000000
cri,2012,225000000
cri,2013,224000000
cri,2014,207000000
cri,2015,208000000
cri,2016,252000000
cri,2017,278000000
cri,2018,360000000
cri,2019,380000000
cri,2020,397000000
cym,2017,65000000
cym,2018,70000000
cym,2019,72000000
cyp,1995,143747497.55859
cyp,1996,135134994.50684
cyp,1997,126000000
cyp,1998,128000000
cyp,1999,129000000
cyp,2000,130000000
cyp,2001,140000000
cyp,2002,70000000
cyp,2003,89293968.20068
cyp,2004,95639816.28418
cyp,2005,69000000
cyp,2006,64161163.33008
cyp,2007,74829299.92676
cyp,2008,302000000
cyp,2009,337000000
cyp,2015,373000000
cyp,2016,439318511.96289
cze,2002,200000000
cze,2003,243000000
cze,2004,402000000
cze,2005,198000000
cze,2006,109000000
cze,2007,127000000
cze,2008,145000000
cze,2009,81000000
cze,2010,102000000
cze,2011,87000000
cze,2012,84000000
cze,2013,61000000
cze,2014,40000000
cze,2015,47000000
cze,2016,42000000
cze,2017,68000000
cze,2018,102000000
cze,2019,145000000
cze,2020,65000000
deu,1995,6267000000
deu,1996,5649000000
deu,1997,5333000000
deu,1998,5830000000
deu,1999,5338000000
deu,2000,4778000000
deu,2001,4613000000
deu,2002,6498000000
deu,2003,7549000000
deu,2004,9090000000
deu,2005,10346000000
deu,2006,11564000000
deu,2007,13032000000
deu,2008,14050000000
deu,2009,11438000000
deu,2010,13300000000
deu,2011,13682000000
deu,2012,12994000000
deu,2013,11357000000
deu,2014,8453000000
deu,2015,7866000000
deu,2016,7489000000
deu,2017,7427000000
deu,2018,8303000000
deu,2019,8134000000
dji,1995,12500000
dji,1996,13399999.61853
dji,1997,12100000.38147
dji,1998,13300000.19073
dji,1999,8699999.80927
dji,2000,8899999.61853
dji,2001,8899999.61853
dji,2002,4900000.09537
dji,2003,7099999.90463
dji,2004,11199999.80927
dji,2005,11500000
dji,2006,11500000
dji,2007,11600000.38147
dji,2008,11800000.19073
dji,2009,11699999.80927
dji,2010,11899999.61853
dji,2011,12500000
dji,2012,11199999.80927
dma,2014,13000000
dma,2015,12000000
dma,2016,10000000
dma,2017,9000000
dma,2018,8000000
dma,2019,9000000
dma,2020,3000000
dom,1995,94000000
dom,1996,115000000
dom,1997,118000000
dom,1998,126000000
dom,1999,127000000
dom,2000,131000000
dom,2001,134000000
dom,2002,134000000
dom,2003,136000000
dom,2004,138000000
dom,2005,159000000
dom,2006,162000000
dom,2007,205000000
dom,2008,205000000
dom,2009,164000000
dom,2010,267000000
dom,2011,293000000
dom,2012,291000000
dom,2013,297000000
dom,2014,310000000
dom,2015,340000000
dom,2016,379000000
dom,2017,410000000
dom,2018,457000000
dom,2019,436000000
dom,2020,230000000
dza,2005,290000000
dza,2006,65000000
dza,2007,126000000
dza,2008,145000000
dza,2009,118000000
dza,2010,115000000
dza,2011,68000000
dza,2012,69000000
dza,2013,60000000
dza,2014,71000000
dza,2015,77000000
dza,2016,82000000
dza,2017,52000000
dza,2018,44000000
dza,2019,32000000
dza,2020,38000000
ecu,1995,96000000
ecu,1996,94000000
ecu,1997,104000000
ecu,1998,84000000
ecu,1999,114000000
ecu,2000,117000000
ecu,2001,125000000
ecu,2002,143000000
ecu,2003,146000000
ecu,2004,186000000
ecu,2005,215000000
ecu,2006,240000000
ecu,2007,229000000
ecu,2008,248000000
ecu,2009,257000000
ecu,2010,295000000
ecu,2011,323000000
ecu,2012,333000000
ecu,2013,366000000
ecu,2014,355000000
ecu,2015,355000000
ecu,2016,373000000
ecu,2017,399000000
ecu,2018,389000000
ecu,2019,434000000
ecu,2020,125000000
egy,1995,93000000
egy,1996,65000000
egy,1997,84000000
egy,1998,118000000
egy,1999,140000000
egy,2000,134000000
egy,2001,116000000
egy,2002,43000000
egy,2003,144000000
egy,2004,286000000
egy,2005,303000000
egy,2006,372000000
egy,2007,440000000
egy,2008,475000000
egy,2009,403000000
egy,2010,456000000
egy,2011,372000000
egy,2012,419000000
egy,2013,247000000
egy,2014,346000000
egy,2015,194000000
egy,2016,241000000
egy,2017,259000000
egy,2018,230000000
egy,2019,200000000
egy,2020,69000000
esp,1995,1287000000
esp,1996,1275000000
esp,1997,1482000000
esp,1998,1831000000
est,1995,30000000
est,1996,40000000
est,1997,42000000
est,1998,42000000
est,1999,40000000
est,2000,49000000
est,2001,61000000
est,2002,74000000
est,2003,85000000
est,2004,87000000
est,2005,91000000
est,2006,120000000
est,2007,134000000
est,2008,130000000
est,2013,177000000
est,2014,165000000
est,2015,143000000
est,2016,137000000
est,2017,148000000
est,2018,184000000
est,2019,263000000
est,2020,82000000
eth,1995,5000000
eth,1996,5000000
eth,1997,8000000
eth,1998,5000000
eth,1999,6000000
eth,2000,6000000
eth,2001,6000000
eth,2002,10000000
eth,2003,13000000
eth,2004,1000000
eth,2009,1000000
eth,2017,7500000
eth,2018,699999.98808
eth,2020,500000
fin,1995,575000000
fin,1996,475000000
fin,1997,461000000
fin,1998,503000000
fin,1999,490000000
fin,2000,441000000
fin,2001,590000000
fin,2002,432000000
fin,2003,521000000
fin,2004,562000000
fin,2005,564000000
fin,2006,675000000
fin,2007,829000000
fin,2008,1033000000
fin,2009,832000000
fin,2010,963000000
fin,2011,1131000000
fin,2012,954000000
fin,2013,1090000000
fin,2014,1021000000
fin,2015,990000000
fin,2016,1008000000
fin,2017,1130000000
fin,2018,1151000000
fin,2019,1163000000
fin,2020,294000000
fji,1995,18000000
fji,1996,18000000
fji,1997,18000000
fji,1998,15000000
fji,1999,16000000
fji,2000,13000000
fji,2001,19000000
fji,2002,24000000
fji,2003,18000000
fji,2004,24000000
fji,2005,26000000
fji,2006,12000000
fji,2007,14000000
fji,2008,15000000
fji,2009,13000000
fji,2010,14000000
fji,2011,18000000
fji,2012,19000000
fji,2013,14000000
fji,2014,10000000
fji,2015,11000000
fji,2016,10000000
fji,2017,10000000
fji,2018,11000000
fji,2019,9000000
fji,2020,2000000
fra,1995,4341000000
fra,1996,4301000000
fra,1999,6426000000
fra,2000,6479000000
fra,2001,6170000000
fra,2002,6491000000
fra,2003,7732000000
fra,2004,6893000000
fra,2005,7286000000
fra,2006,6972000000
fra,2007,8144000000
fra,2008,9445000000
fra,2009,8096000000
fra,2010,8398000000
fra,2011,10784000000
fra,2012,10232000000
fra,2013,10261000000
fra,2014,9687000000
fra,2015,8192000000
fra,2016,8593000000
fra,2017,9595000000
fra,2018,9667000000
fra,2019,9244000000
fra,2020,3435000000
fsm,2009,16000000
fsm,2010,16000000
fsm,2011,15000000
fsm,2012,17000000
fsm,2013,17000000
fsm,2014,17000000
gab,1995,45000000
gab,1996,68000000
gab,1997,70000000
gab,1998,74000000
gab,1999,104000000
gab,2000,99000000
gab,2001,31000000
gab,2002,40000000
gab,2003,45000000
gab,2004,61000000
gab,2005,72000000
gab,2007,99000000
gab,2008,109000000
gab,2009,116000000
gab,2010,184000000
gab,2011,115000000
gab,2012,127000000
gab,2013,126000000
gab,2014,112000000
gab,2015,114000000
gbr,1995,5823000000
gbr,1996,6336000000
gbr,1997,7425000000
gbr,1998,8006000000
geo,1997,15000000
geo,1998,13000000
geo,1999,5000000
geo,2000,19000000
geo,2001,29000000
geo,2002,40000000
geo,2003,40000000
geo,2004,49000000
geo,2005,68000000
geo,2006,90000000
geo,2007,101000000
geo,2008,134000000
geo,2009,130000000
geo,2010,130000000
geo,2011,171000000
geo,2012,215000000
geo,2013,243000000
geo,2014,264000000
geo,2015,279000000
geo,2016,320000000
geo,2017,389000000
geo,2018,435000000
geo,2019,467000000
geo,2020,112000000
gha,1995,53000000
gha,1996,55000000
gha,1997,57000000
gha,1998,60000000
gha,1999,60000000
gha,2000,62000000
gha,2001,60000000
gha,2002,65000000
gha,2003,78000000
gha,2004,84000000
gha,2005,169000000
gha,2006,230000000
gha,2007,258000000
gha,2008,328000000
gha,2009,264000000
gha,2010,308000000
gha,2011,562000000
gha,2012,512000000
gha,2013,509000000
gha,2014,489000000
gha,2015,668000000
gha,2016,779000000
gha,2017,888000000
gha,2018,879000000
gha,2019,1052000000
gha,2020,841000000
gin,1995,8000000
gin,1996,10000000
gin,1997,16000000
gin,1998,7000000
gin,1999,5000000
gin,2000,4000000
gin,2001,8000000
gin,2002,7000000
gin,2003,10000000
gin,2004,4000000
gin,2005,9000000
gin,2006,13000000
gin,2007,67000000
gin,2008,21000000
gin,2009,15000000
gin,2010,8500000
gin,2011,16100000.38147
gin,2012,18299999.23706
gin,2013,10500000
gin,2014,10600000.38147
gin,2015,7599999.90463
gin,2016,4400000.09537
gin,2017,90900001.52588
gin,2018,402500000
gin,2019,416600006.10352
gin,2020,1070900024.41406
gmb,1995,2000000
gmb,1996,500000
gmb,1997,1000000
gmb,2003,4000000
gmb,2004,2000000
gmb,2005,2000000
gmb,2006,2000000
gmb,2013,400000.00596
gmb,2014,1399999.97616
gmb,2015,1399999.97616
gmb,2016,1200000.04768
gmb,2017,1500000
gmb,2018,1399999.97616
gmb,2019,699999.98808
gmb,2020,200000.00298
gnb,1995,2000000
gnb,1996,1799999.95232
gnb,1997,2000000
gnb,2001,2700000.04768
gnb,2002,5099999.90463
gnb,2003,8000000
gnb,2004,9199999.80927
gnb,2005,9100000.38147
gnb,2006,2299999.95232
gnb,2007,500000
gnb,2008,500000
gnb,2009,300000.01192
gnb,2010,100000.00149
gnb,2011,7099999.90463
gnb,2012,4699999.80927
gnb,2018,100000.00149
gnb,2019,1799999.95232
grc,1995,172000000
grc,1996,186000000
grc,1997,210000000
grc,1999,23000000
grc,2000,6000000
grc,2001,12000000
grc,2002,17000000
grc,2003,8000000
grc,2004,8000000
grc,2005,6000000
grc,2006,7000000
grc,2007,7000000
grc,2008,16000000
grc,2009,739000000
grc,2010,547000000
grc,2011,648000000
grc,2012,641000000
grc,2013,1333000000
grc,2014,1248000000
grc,2015,1276000000
grc,2016,1192000000
grc,2017,1150000000
grc,2018,1328000000
grc,2019,1141000000
grc,2020,602000000
grd,2014,16000000
grd,2015,20000000
grd,2016,19000000
grd,2017,16000000
grd,2018,18000000
grd,2019,24000000
grd,2020,7000000
gtm,1995,26000000
gtm,1996,28000000
gtm,1997,27000000
gtm,1998,33000000
gtm,1999,33000000
gtm,2000,34000000
gtm,2001,41000000
gtm,2002,53000000
gtm,2003,61000000
gtm,2004,103000000
gtm,2005,111000000
gtm,2006,126000000
gtm,2007,140000000
gtm,2008,134000000
gtm,2009,147000000
gtm,2010,222000000
gtm,2011,227000000
gtm,2012,214000000
gtm,2013,227000000
