geo,time,st_int_trnx_cd
phl,2013,567000000
phl,2014,532000000
phl,2015,525000000
phl,2016,546000000
phl,2017,592000000
phl,2018,611000000
phl,2019,888000000
phl,2020,304000000
plw,2000,5199999.80927
plw,2001,6699999.80927
plw,2002,9600000.38147
plw,2003,9000000
plw,2004,9199999.80927
plw,2005,10000000
plw,2006,9300000.19073
plw,2007,8699999.80927
plw,2008,11000000
plw,2009,9699999.80927
plw,2010,9199999.80927
plw,2011,8699999.80927
plw,2012,9199999.80927
plw,2013,8300000.19073
plw,2014,7800000.19073
plw,2015,9100000.38147
plw,2016,9500000
plw,2017,9600000.38147
png,2003,100000.00149
png,2004,699999.98808
png,2005,600000.02384
png,2006,27000000
png,2007,60000000
png,2008,46000000
png,2009,19000000
png,2010,19000000
png,2011,25000000
png,2012,48000000
png,2013,61000000
png,2014,43000000
png,2015,10000000
png,2016,7000000
png,2017,14000000
png,2018,21000000
pol,1995,365000000
pol,1996,117000000
pol,1997,105000000
pol,1998,94000000
pol,1999,210000000
pol,2000,102000000
pol,2001,99000000
pol,2002,162000000
pol,2003,201000000
pol,2004,317000000
pol,2005,347000000
pol,2006,430000000
pol,2007,588000000
pol,2008,785000000
pol,2009,517000000
pol,2010,530000000
pol,2011,421000000
pol,2012,371000000
pol,2013,311000000
pol,2014,670000000
pol,2015,584000000
pol,2016,633000000
pol,2017,691000000
pol,2018,886000000
pol,2019,941000000
pol,2020,345000000
pri,1995,322000000
pri,1996,316000000
pri,1997,366000000
pri,1998,368000000
pri,1999,357000000
pri,2000,402000000
pri,2001,452000000
pri,2002,391000000
pri,2003,435000000
pri,2004,499000000
pri,2005,520000000
pri,2006,547000000
pri,2007,551000000
pri,2008,548000000
pri,2009,469000000
pri,2010,373000000
pri,2011,386000000
pri,2012,375000000
pri,2013,360000000
pri,2014,331000000
pri,2015,317000000
pri,2016,339000000
pri,2017,342000000
pri,2018,301000000
prt,1995,440000000
prt,1996,409000000
prt,1997,421000000
prt,1998,447000000
prt,1999,497000000
prt,2000,526000000
prt,2001,492000000
prt,2002,508000000
prt,2003,573000000
prt,2004,606000000
prt,2005,693000000
prt,2006,802000000
prt,2007,929000000
prt,2008,955000000
prt,2009,829000000
prt,2010,787000000
prt,2011,805000000
prt,2012,699000000
prt,2013,980000000
prt,2014,1062000000
prt,2015,881000000
prt,2016,773000000
prt,2017,908000000
prt,2018,1031000000
prt,2019,1094000000
prt,2020,396000000
pry,1995,40000000
pry,1996,46000000
pry,1997,72000000
pry,1998,80000000
pry,1999,72000000
pry,2000,73000000
pry,2001,58000000
pry,2002,52000000
pry,2003,48000000
pry,2004,50000000
pry,2005,51000000
pry,2006,52000000
pry,2007,75000000
pry,2008,86000000
pry,2009,100000000
pry,2010,116000000
pry,2011,134000000
pry,2012,156000000
pry,2013,182000000
pry,2014,193000000
pry,2015,213000000
pry,2016,213000000
pry,2017,213000000
pry,2018,213000000
pry,2019,213000000
pry,2020,130000000
pse,1998,16000000
pse,1999,11000000
pse,2000,7000000
pse,2001,13000000
pse,2002,7000000
pse,2003,9000000
pse,2004,8000000
pse,2005,9000000
pse,2006,3000000
pse,2007,11000000
pse,2008,10000000
pse,2009,8000000
pse,2010,6000000
pse,2011,8000000
pse,2012,4000000
pse,2013,5000000
pse,2014,7000000
pse,2015,10000000
pse,2016,14000000
pse,2017,21000000
pse,2018,20000000
pse,2019,24000000
pse,2020,9000000
pyf,2002,84000000
pyf,2003,99000000
pyf,2004,114000000
pyf,2005,118000000
pyf,2008,229000000
pyf,2009,175000000
pyf,2010,175000000
pyf,2011,159000000
pyf,2012,142000000
pyf,2013,137000000
pyf,2014,143000000
pyf,2015,131000000
pyf,2016,74000000
qat,2011,6006000000
qat,2012,5054000000
qat,2013,5113000000
qat,2014,4189000000
qat,2015,3470000000
qat,2016,4063000000
qat,2017,2646000000
qat,2018,2482000000
qat,2019,3042000000
qat,2020,4762000000
rou,1995,52000000
rou,1996,51000000
rou,1997,18000000
rou,1998,46000000
rou,1999,26000000
rou,2000,22000000
rou,2001,26000000
rou,2002,52000000
rou,2003,93000000
rou,2004,133000000
rou,2005,148000000
rou,2006,149000000
rou,2007,182000000
rou,2008,233000000
rou,2009,297000000
rou,2010,260000000
rou,2011,329000000
rou,2012,276000000
rou,2013,120000000
rou,2014,236000000
rou,2015,289000000
rou,2016,342000000
rou,2017,578000000
rou,2018,781000000
rou,2019,1176000000
rou,2020,450000000
rus,2001,475000000
rus,2002,444000000
rus,2003,547000000
rus,2004,797000000
rus,2005,991000000
rus,2006,1366000000
rus,2007,2032000000
rus,2008,3232000000
rus,2009,2766000000
rus,2010,3476000000
rus,2011,4441000000
rus,2012,5298000000
rus,2013,6051000000
rus,2014,4955000000
rus,2015,3500000000
rus,2016,3702000000
rus,2017,4526000000
rus,2018,4520000000
rus,2019,4459000000
rus,2020,1660000000
rwa,1995,3000000
rwa,1996,6000000
rwa,1997,9000000
rwa,1998,9000000
rwa,1999,10000000
rwa,2000,13000000
rwa,2001,13000000
rwa,2005,38000000
rwa,2006,43000000
rwa,2007,51000000
rwa,2008,76000000
rwa,2009,76000000
rwa,2010,43000000
rwa,2011,53000000
rwa,2012,54000000
rwa,2013,47000000
rwa,2014,49000000
rwa,2015,42000000
rwa,2016,43000000
rwa,2017,48000000
rwa,2018,45000000
rwa,2019,46799999.23706
rwa,2020,23000000
sau,2007,861000000
sau,2008,876000000
sau,2009,893000000
sau,2010,941000000
sau,2011,931000000
sau,2012,963000000
sau,2013,988000000
sau,2014,1019000000
sau,2015,1020000000
sau,2016,1013000000
sau,2017,1513000000
sau,2018,1288000000
sau,2019,1275000000
sau,2020,536000000
sen,1995,82000000
sen,1996,74000000
sen,1997,75000000
sen,1998,81000000
sen,1999,82000000
sen,2000,78000000
sen,2001,69000000
sen,2002,69000000
sen,2003,74000000
sen,2004,81000000
sen,2005,79000000
sen,2006,85000000
sen,2007,99000000
sen,2008,101000000
sen,2009,103000000
sen,2010,57000000
sen,2011,99000000
sen,2012,104000000
sen,2013,115000000
sen,2014,132000000
sen,2015,128000000
sen,2016,130000000
sen,2017,141000000
sen,2018,153000000
slb,1995,3900000.09537
slb,1996,3299999.95232
slb,1997,5800000.19073
slb,1998,4400000.09537
slb,1999,4199999.80927
slb,2000,2599999.90463
slb,2001,3900000.09537
slb,2002,2700000.04768
slb,2003,2000000
slb,2004,3299999.95232
slb,2005,6500000
slb,2006,4300000.19073
slb,2007,6599999.90463
slb,2008,6500000
slb,2009,6000000
slb,2010,4000000
slb,2011,1100000.02384
slb,2012,200000.00298
slb,2013,600000.02384
slb,2014,1200000.04768
slb,2015,300000.01192
slb,2016,200000.00298
slb,2017,100000.00149
slb,2018,100000.00149
slb,2019,100000.00149
slb,2020,9999.99978
sle,1995,500000
sle,1996,500000
sle,1997,100000.00149
sle,1998,200000.00298
sle,1999,200000.00298
sle,2000,2500000
sle,2001,200000.00298
sle,2002,100000.00149
sle,2003,800000.01192
sle,2004,300000.01192
sle,2005,1600000.02384
sle,2006,3000000
sle,2007,3000000
sle,2008,400000.00596
sle,2009,13000000
sle,2010,9000000
sle,2011,12000000
sle,2012,17000000
sle,2013,51000000
sle,2014,5000000
sle,2015,5000000
sle,2016,6500000
sle,2017,8000000
sle,2018,7000000
sle,2019,6000000
slv,1995,27000000
slv,1996,29000000
slv,1999,36000000
slv,2000,54000000
slv,2001,52000000
slv,2002,75000000
slv,2003,82000000
slv,2004,81000000
slv,2005,82000000
slv,2006,83000000
slv,2007,85000000
slv,2008,85000000
slv,2009,66000000
slv,2010,61000000
slv,2011,41000000
slv,2012,26000000
slv,2013,28000000
slv,2014,29000000
slv,2015,38000000
slv,2016,39000000
slv,2017,48000000
slv,2018,47000000
slv,2019,33000000
slv,2020,20000000
srb,2007,161000000
srb,2008,197000000
srb,2009,145000000
srb,2010,149000000
srb,2011,158000000
srb,2012,157000000
srb,2013,173000000
srb,2014,181000000
srb,2015,152000000
srb,2016,149000000
srb,2017,168000000
srb,2018,194000000
srb,2019,194000000
srb,2020,64000000
ssd,2014,201000000
ssd,2015,732000000
ssd,2016,313000000
ssd,2017,286000000
ssd,2018,505000000
ssd,2019,449000000
ssd,2020,468000000
stp,1998,1299999.95232
stp,1999,1600000.02384
stp,2000,1600000.02384
stp,2001,1399999.97616
stp,2002,1299999.95232
stp,2003,1299999.95232
stp,2004,1500000
stp,2005,400000.00596
stp,2006,899999.97616
stp,2007,600000.02384
stp,2008,300000.01192
stp,2009,400000.00596
stp,2010,500000
stp,2011,1000000
stp,2012,800000.01192
sur,1995,24000000
sur,1996,30000000
sur,1997,30000000
sur,1998,38000000
sur,1999,34000000
sur,2000,44000000
sur,2001,39000000
sur,2002,44000000
sur,2003,62000000
sur,2004,71000000
sur,2005,77000000
sur,2006,15000000
sur,2007,6000000
sur,2008,5000000
sur,2009,3000000
sur,2010,2000000
sur,2011,7000000
sur,2012,7000000
sur,2013,5000000
sur,2014,3000000
sur,2015,12000000
sur,2016,1000000
sur,2017,6000000
sur,2018,10000000
sur,2019,7000000
sur,2020,4000000
svk,1995,17000000
svk,1996,35000000
svk,1997,45000000
svk,1998,52000000
svk,1999,48000000
svk,2000,45000000
svk,2001,51000000
svk,2002,64000000
svk,2003,89000000
svk,2004,155000000
svk,2005,278000000
svk,2006,170000000
svk,2007,292000000
svk,2008,431000000
svk,2009,151000000
svk,2010,202000000
svk,2011,263000000
svk,2012,169000000
svk,2013,156000000
svk,2014,154000000
svk,2015,140000000
svk,2016,180000000
svk,2017,188000000
svk,2018,201000000
svk,2019,224000000
svk,2020,67000000
svn,1995,31000000
svn,1996,34000000
svn,1997,36000000
svn,1998,40000000
svn,1999,37000000
svn,2000,33000000
svn,2001,32000000
svn,2002,39000000
svn,2003,52000000
svn,2004,69000000
svn,2005,69000000
svn,2006,84000000
svn,2007,116000000
svn,2008,253000000
svn,2009,178000000
svn,2010,163000000
svn,2011,172000000
svn,2012,149000000
svn,2013,142000000
svn,2014,158000000
svn,2015,139000000
svn,2016,178399993.89648
svn,2017,134600006.10352
svn,2018,121000000
svn,2019,93500000
svn,2020,37900001.52588
swe,1995,1368000000
swe,1996,1389000000
swe,1997,332000000
swe,1998,872000000
swe,1999,905000000
swe,2000,911000000
swe,2001,995000000
swe,2002,920000000
swe,2003,1079000000
swe,2004,923000000
swe,2005,1074000000
swe,2006,1307000000
swe,2007,1824000000
swe,2008,1817000000
swe,2009,1523000000
swe,2010,1847000000
swz,1995,2000000
swz,1996,2000000
swz,1997,2000000
swz,1998,2000000
swz,1999,1000000
swz,2000,1000000
swz,2001,1000000
swz,2003,1000000
swz,2004,6000000
swz,2005,11000000
swz,2006,5000000
swz,2007,12000000
swz,2008,13000000
swz,2009,26000000
swz,2010,26000000
swz,2011,5000000
swz,2012,9000000
swz,2013,10000000
swz,2014,8000000
swz,2015,14000000
swz,2016,3000000
swz,2017,9000000
swz,2018,2000000
swz,2019,1000000
swz,2020,400000.00596
sxm,2007,400000.00596
sxm,2008,100000.00149
sxm,2009,23000000
sxm,2010,22000000
sxm,2011,24000000
sxm,2012,28000000
sxm,2013,25000000
sxm,2014,29000000
sxm,2015,26000000
sxm,2016,16000000
sxm,2017,12000000
sxm,2018,8000000
sxm,2019,10000000
sxm,2020,2000000
syc,1995,6000000
syc,1996,3000000
syc,1997,3000000
syc,1998,3000000
syc,1999,7000000
syc,2000,20000000
syc,2001,18000000
syc,2002,20000000
syc,2003,18000000
syc,2004,19000000
syc,2005,20000000
syc,2006,20000000
syc,2007,30000000
syc,2008,25000000
syc,2009,21000000
syc,2010,25000000
syc,2011,25000000
syc,2012,23000000
syc,2013,25000000
syc,2014,28000000
syc,2015,24000000
syc,2016,39000000
syc,2017,42000000
syc,2018,33000000
syc,2019,42000000
syc,2020,13000000
syr,2003,34000000
syr,2004,38000000
syr,2005,34000000
syr,2006,45000000
syr,2007,65000000
syr,2008,111000000
syr,2009,98000000
syr,2010,88000000
syr,2011,76000000
tgo,1995,22000000
tgo,1996,16000000
tgo,1997,9000000
tgo,1998,13000000
tgo,1999,14000000
tgo,2000,13000000
tgo,2001,15000000
tgo,2002,21000000
tgo,2003,30000000
tgo,2004,30000000
tgo,2005,34000000
tgo,2006,37000000
tgo,2007,42000000
tgo,2008,49000000
tgo,2009,47000000
tgo,2010,43000000
tgo,2011,24000000
tgo,2012,12000000
tgo,2013,13000000
tgo,2014,19000000
tgo,2015,16000000
tgo,2016,17000000
tgo,2017,18000000
tgo,2018,23000000
tgo,2019,18000000
tha,1995,520000000
tha,1996,449000000
tha,1997,336000000
tha,1998,286000000
tha,1999,396000000
tha,2000,446000000
tha,2001,410000000
tha,2002,585000000
tha,2003,617000000
tha,2004,829000000
tha,2005,1117000000
tha,2006,1577000000
tha,2007,1745000000
tha,2008,1695000000
tha,2009,1315000000
tha,2010,1528000000
tha,2011,1817000000
tha,2012,1847000000
tha,2013,1757000000
tha,2014,1753000000
tha,2015,1821000000
tha,2016,2195000000
tha,2017,2172000000
tha,2018,2323000000
tha,2019,2614000000
tha,2020,816000000
tjk,2010,35400001.52588
tjk,2011,28299999.23706
tjk,2012,32599998.47412
tjk,2013,40200000.76294
tjk,2014,35000000
tjk,2015,25000000
tjk,2016,21000000
tjk,2017,11000000
tjk,2018,14000000
tjk,2019,23200000.76294
tjk,2020,7300000.19073
tkm,1996,1000000
tkm,1997,2000000
tls,2006,300000.01192
tls,2007,2000000
tls,2008,11000000
tls,2009,11000000
tls,2010,16000000
tls,2011,13000000
tls,2012,19000000
tls,2013,17000000
tls,2014,18000000
tls,2015,17000000
tls,2016,16000000
tls,2017,16000000
tls,2018,16000000
tls,2019,18000000
tls,2020,7000000
ton,2003,9899999.61853
ton,2004,10100000.38147
ton,2005,12199999.80927
ton,2006,6900000.09537
ton,2007,7400000.09537
ton,2008,11399999.61853
ton,2009,12699999.80927
ton,2010,13899999.61853
ton,2011,11600000.38147
ton,2012,14300000.19073
ton,2013,11199999.80927
ton,2014,9399999.61853
ton,2015,9199999.80927
ton,2016,3299999.95232
ton,2017,3400000.09537
ton,2018,5199999.80927
ton,2019,5000000
ton,2020,5000000
tto,1995,22000000
tto,1996,22000000
tto,1997,25000000
tto,1998,25000000
tto,1999,23000000
tto,2000,43000000
tto,2001,21000000
tto,2002,22000000
tto,2003,36000000
tto,2004,45000000
tto,2005,54000000
tto,2006,53000000
tto,2007,61000000
tto,2008,27000000
tto,2009,31000000
tto,2010,26000000
tto,2011,38000000
tto,2012,27000000
tto,2013,27000000
tto,2014,44000000
tto,2015,46000000
tto,2016,43000000
tto,2017,50000000
tto,2018,51000000
tto,2019,47000000
tto,2020,9000000
tun,1995,43000000
tun,1996,31000000
tun,1997,31000000
tun,1998,36000000
tun,1999,37000000
tun,2000,47000000
tun,2001,49000000
tun,2002,43000000
tun,2003,55000000
tun,2004,87000000
tun,2005,78000000
tun,2006,88000000
tun,2007,93000000
tun,2008,97000000
tun,2009,63000000
tun,2010,64000000
tun,2011,71000000
tun,2012,80000000
tun,2013,93000000
tun,2014,89000000
tun,2015,71000000
tun,2016,74000000
tun,2017,76000000
tun,2018,90000000
tun,2019,91000000
tun,2020,38000000
tur,2005,459000000
tur,2006,528000000
tur,2007,605000000
tur,2008,685000000
tur,2009,486000000
tur,2010,623000000
tur,2011,489000000
tur,2012,491000000
tur,2013,200000000
tur,2014,259000000
tur,2015,267000000
tur,2016,915000000
tur,2017,1042000000
tur,2018,1473000000
tur,2019,1244000000
tur,2020,599000000
tuv,2001,600000.02384
tuv,2002,600000.02384
tuv,2003,800000.01192
tuv,2004,800000.01192
tuv,2005,600000.02384
tuv,2006,469999.99881
tuv,2007,1000000
tuv,2008,1200000.04768
tuv,2009,1200000.04768
tuv,2010,1299999.95232
tuv,2011,1799999.95232
tuv,2012,2000000
tuv,2013,2299999.95232
tuv,2014,2400000.09537
tuv,2015,3000000
tuv,2016,3599999.90463
tuv,2017,3799999.95232
tuv,2018,3700000.04768
tuv,2019,3500000
tza,1997,17000000
tza,1998,28000000
tza,1999,33000000
tza,2000,32000000
tza,2001,36000000
tza,2002,24000000
tza,2003,22000000
tza,2004,25000000
tza,2005,23000000
tza,2006,37000000
tza,2007,21000000
tza,2008,25000000
tza,2009,40000000
tza,2010,31000000
tza,2011,29000000
tza,2012,36000000
tza,2013,67000000
tza,2014,83000000
tza,2015,93000000
tza,2016,70000000
tza,2017,66000000
tza,2018,80000000
tza,2019,87099998.47412
uga,2001,2000000
uga,2002,2000000
uga,2003,44000000
uga,2004,50000000
uga,2005,61000000
uga,2006,73000000
uga,2007,88000000
uga,2008,159000000
uga,2009,159000000
uga,2010,144000000
uga,2011,135000000
uga,2012,158000000
uga,2013,141000000
uga,2014,153000000
uga,2015,92000000
uga,2016,101000000
uga,2017,151000000
uga,2018,164000000
uga,2019,178000000
uga,2020,158000000
ukr,1996,97000000
ukr,1997,157000000
ukr,1998,147000000
ukr,1999,96000000
ukr,2000,91000000
ukr,2001,110000000
ukr,2002,137000000
ukr,2003,164000000
ukr,2004,197000000
ukr,2005,273000000
ukr,2006,368000000
ukr,2007,453000000
ukr,2008,562000000
ukr,2009,421000000
ukr,2010,392000000
ukr,2011,368000000
ukr,2012,432000000
ukr,2013,537000000
ukr,2014,409000000
ukr,2015,307000000
ukr,2016,336000000
ukr,2017,415000000
ukr,2018,388000000
ukr,2019,390000000
ukr,2020,132000000
ury,1995,96000000
ury,1996,147000000
ury,1997,127000000
ury,2000,100000000
ury,2001,81000000
ury,2002,65000000
ury,2003,67000000
ury,2004,73000000
ury,2005,79000000
ury,2006,92000000
ury,2007,115000000
ury,2008,108000000
ury,2009,106000000
ury,2010,130000000
ury,2011,153000000
ury,2012,165000000
ury,2013,192000000
ury,2014,248000000
ury,2015,226000000
ury,2016,224000000
ury,2017,226000000
ury,2018,219000000
ury,2019,214000000
ury,2020,71000000
usa,1995,14663000000
usa,1996,15805000000
usa,1997,18140000000
usa,1998,19972000000
usa,1999,18396000000
usa,2000,21316000000
usa,2001,21660000000
usa,2002,20345000000
usa,2003,20464000000
usa,2004,23011000000
usa,2005,24583000000
usa,2006,27029000000
usa,2007,30323000000
usa,2008,34817000000
usa,2009,32613000000
usa,2010,38666000000
usa,2011,43983000000
usa,2012,47827000000
usa,2013,41205000000
usa,2014,43980000000
usa,2015,42003000000
usa,2016,38484000000
usa,2017,40358000000
usa,2018,50678000000
usa,2019,52794000000
usa,2020,13031000000
uzb,2014,395000000
uzb,2015,308000000
uzb,2016,450000000
uzb,2017,476000000
uzb,2018,479000000
uzb,2019,440000000
uzb,2020,174000000
vct,2014,13000000
vct,2015,17000000
vct,2016,18000000
vct,2017,14000000
vct,2018,15000000
vct,2019,15000000
vct,2020,4000000
ven,1995,138000000
ven,1996,103000000
ven,1997,413000000
ven,1998,428000000
ven,1999,444000000
ven,2000,589000000
ven,2001,610000000
ven,2002,565000000
ven,2003,452000000
ven,2004,527000000
ven,2005,567000000
ven,2006,578000000
ven,2007,750000000
ven,2008,935000000
ven,2009,1124000000
ven,2010,931000000
ven,2011,1410000000
ven,2012,1955000000
ven,2013,2187000000
ven,2014,1690000000
ven,2015,1148000000
ven,2016,1108000000
vut,1995,5000000
vut,1996,5000000
vut,1997,5000000
vut,2002,2000000
vut,2003,2000000
vut,2004,2000000
vut,2005,2000000
vut,2006,2000000
vut,2007,2000000
vut,2008,3000000
vut,2009,4000000
vut,2010,4000000
vut,2011,4000000
vut,2012,6000000
vut,2013,5000000
vut,2014,4000000
vut,2015,4000000
vut,2016,3000000
vut,2017,3000000
vut,2018,4000000
vut,2019,6000000
vut,2020,4000000
wsm,1995,3599999.90463
wsm,1996,5199999.80927
wsm,1997,6900000.09537
wsm,1998,7800000.19073
wsm,1999,400000.00596
wsm,2004,6500000
wsm,2005,7800000.19073
wsm,2006,11399999.61853
wsm,2007,9600000.38147
wsm,2008,10699999.80927
wsm,2009,9300000.19073
wsm,2010,10300000.19073
wsm,2011,9300000.19073
wsm,2012,12300000.19073
wsm,2013,11500000
wsm,2014,2599999.90463
wsm,2015,1200000.04768
wsm,2016,699999.98808
wsm,2017,699999.98808
wsm,2018,2400000.09537
wsm,2019,1799999.95232
wsm,2020,500000
yem,1998,30000000
yem,1999,28000000
yem,2000,57000000
yem,2001,57000000
yem,2002,57000000
yem,2003,57000000
yem,2004,57000000
yem,2005,57000000
yem,2006,63000000
yem,2007,63000000
yem,2008,63000000
yem,2009,63000000
yem,2010,69000000
yem,2011,76000000
yem,2012,75000000
yem,2013,75000000
yem,2014,81000000
yem,2015,7000000
yem,2016,7000000
zaf,1995,565000000
zaf,1996,567000000
zaf,1997,597000000
zaf,1998,592000000
zaf,1999,689000000
zaf,2000,599000000
zaf,2001,488000000
zaf,2002,440000000
zaf,2003,766000000
zaf,2004,1080000000
zaf,2005,1438000000
zaf,2006,1846000000
zaf,2007,2177000000
zaf,2008,2501000000
zaf,2009,2269000000
zaf,2010,2544000000
zaf,2011,3114000000
zaf,2012,3076000000
zaf,2013,3062000000
zaf,2014,3145000000
zaf,2015,2736000000
zaf,2016,2496000000
zaf,2017,2810000000
zaf,2018,2946000000
zaf,2019,2725000000
zaf,2020,666000000
zmb,1997,57000000
zmb,1998,57000000
zmb,1999,57000000
zmb,2000,58000000
zmb,2001,58000000
zmb,2002,62000000
zmb,2003,66000000
zmb,2004,31000000
zmb,2005,30000000
zmb,2006,29000000
zmb,2007,47000000
zmb,2008,46000000
zmb,2009,47000000
zmb,2010,62000000
zmb,2011,112000000
zmb,2012,138000000
zmb,2013,147000000
zmb,2014,156000000
zmb,2015,166000000
zmb,2016,176000000
zmb,2017,187000000
zmb,2018,199000000
zmb,2019,213000000
zmb,2020,240000000
zwe,2009,57000000
zwe,2010,72000000
zwe,2011,89000000
zwe,2012,115000000
zwe,2013,104000000
zwe,2014,109000000
zwe,2015,81000000
zwe,2016,79000000
zwe,2017,22000000
zwe,2018,21000000
zwe,2019,53000000
zwe,2020,22000000
