geo,time,bx_gsr_trvl_zs
arm,2005,51.77689
arm,2006,62.28991
arm,2007,63.32035
arm,2008,61.81078
arm,2009,67.45708
arm,2010,63.73047
arm,2011,55.11796
arm,2012,58.31989
arm,2013,57.9433
arm,2014,59.6127
arm,2015,61.8743
arm,2016,60.81526
arm,2017,59.52266
arm,2018,59.91576
arm,2019,62.86437
arm,2020,26.49821
atg,1977,100
atg,1978,100
atg,1979,99.47644
atg,1980,95.96413
atg,1981,96
atg,1982,95.55126
atg,1983,94.10828
atg,1984,98.18319
atg,1985,98.33666
atg,1986,73.13395
atg,1987,74.64565
atg,1988,76.84457
atg,1989,77.37536
atg,1990,74.21086
atg,1991,72.47699
atg,1992,73.07495
atg,1993,73.40346
atg,1994,74.85427
atg,1995,70.79875
atg,1996,70.76881
atg,1997,68.45481
atg,1998,65.56366
atg,1999,66.66822
atg,2000,70.09176
atg,2001,67.90057
atg,2002,69.44566
atg,2003,71.74179
atg,2004,70.72963
atg,2005,66.89467
atg,2006,68.90925
atg,2007,64.72746
atg,2008,59.63852
atg,2009,59.72324
atg,2010,62.27356
atg,2011,64.73517
atg,2012,66.11306
atg,2013,64.2182
atg,2014,76.27586
atg,2015,74.82668
atg,2016,75.79596
atg,2017,77.4206
atg,2018,77.99394
atg,2019,78.87154
atg,2020,74.01497
aus,1989,39.55694
aus,1990,40.9218
aus,1991,41.39298
aus,1992,41.03898
aus,1993,42.72026
aus,1994,46.79902
aus,1995,48.17558
aus,1996,49.25248
aus,1997,48.68013
aus,1998,47.03738
aus,1999,49.26778
aus,2000,46.99567
aus,2001,51.49516
aus,2002,51.75313
aus,2003,53.52292
aus,2004,54.77005
aus,2005,54.90524
aus,2006,52.97338
aus,2007,53.78711
aus,2008,54.84614
aus,2009,60.91784
aus,2010,61.31041
aus,2011,60.48541
aus,2012,58.87817
aus,2013,58.8363
aus,2014,60.70962
aus,2015,62.42843
aus,2016,63.79982
aus,2017,64.07507
aus,2018,64.95842
aus,2019,64.44099
aus,2020,52.01601
aut,2005,36.11611
aut,2006,36.22808
aut,2007,34.07153
aut,2008,34.29225
aut,2009,35.51662
aut,2010,35.56409
aut,2011,33.4272
aut,2012,32.68887
aut,2013,31.31176
aut,2014,30.47395
aut,2015,30.96406
aut,2016,31.32576
aut,2017,30.29346
aut,2018,30.60762
aut,2019,30.0404
aut,2020,21.15063
aze,1995,40.69944
aze,1996,30.51804
aze,1997,47.32735
aze,1998,37.69612
aze,1999,31.59157
aze,2000,24.27551
aze,2001,14.69443
aze,2002,14.19761
aze,2003,13.50869
aze,2004,12.17278
aze,2005,10.4746
aze,2006,12.1142
aze,2007,12.2147
aze,2008,11.4617
aze,2009,18.02399
aze,2010,26.36137
aze,2011,42.31151
aze,2012,50.60236
aze,2013,57.25214
aze,2014,56.58464
aze,2015,51.96877
aze,2016,62.12474
aze,2017,64.23846
aze,2018,56.15709
aze,2019,47.6279
aze,2020,11.60748
bdi,1989,16.58436
bdi,1990,20.15395
bdi,1991,15.89006
bdi,1992,21.90042
bdi,1993,22.25035
bdi,1994,12.96738
bdi,1995,8.51996
bdi,1996,11.146
bdi,1997,11.78769
bdi,1998,8.54405
bdi,1999,14.96205
bdi,2000,18.88156
bdi,2001,8.98041
bdi,2002,15.26127
bdi,2003,9.91657
bdi,2004,7.64066
bdi,2005,4.16945
bdi,2006,3.79955
bdi,2007,4.29457
bdi,2008,1.59135
bdi,2009,3.04923
bdi,2010,2.21436
bdi,2011,2.23559
bdi,2012,1.62091
bdi,2013,1.80408
bdi,2014,5.6995
bdi,2015,3.8173
bdi,2016,2.59111
bdi,2017,3.06781
bdi,2018,3.73505
bel,2002,17.76118
bel,2003,17.72172
bel,2004,17.02164
bel,2005,17.19053
bel,2006,17.03092
bel,2007,14.88761
bel,2008,12.39092
bel,2009,12.39958
bel,2010,11.63983
bel,2011,12.15172
bel,2012,11.74129
bel,2013,11.76204
bel,2014,11.09842
bel,2015,7.21817
bel,2016,7.02417
bel,2017,7.12819
bel,2018,7.11416
bel,2019,7.16333
bel,2020,5.43376
ben,1974,8.8696
ben,1975,9.28844
ben,1976,9.23035
ben,1977,9.52976
ben,1978,9.39613
ben,1979,10.42931
ben,1980,14.11094
ben,1981,16.18376
ben,1982,20.48048
ben,1983,18.6274
ben,1984,35.70868
ben,1985,24.85207
ben,1986,18.95161
ben,1987,19.04762
ben,1988,34.58379
ben,1989,37.75888
ben,1990,43.48794
ben,1991,41.79113
ben,1992,40.82441
ben,1993,38.41287
ben,1994,41.3267
ben,1995,43.61887
ben,1996,62.24974
ben,1997,47.986
ben,1998,45.18161
ben,1999,52.90606
ben,2000,56.47331
ben,2001,57.49328
ben,2002,61.05402
ben,2003,61.74198
ben,2004,54.93592
ben,2005,53.34866
ben,2006,53.55894
ben,2007,68.47961
ben,2008,67.71103
ben,2009,59.40013
ben,2010,39.62736
ben,2011,43.67068
ben,2012,39.15118
ben,2013,36.77935
ben,2014,31.58014
ben,2015,40.96046
ben,2016,34.85214
ben,2017,45.01414
ben,2018,32.28102
ben,2019,45.34872
ben,2020,39.1571
bfa,2005,69.5606
bfa,2006,86.88027
bfa,2007,65.34533
bfa,2008,49.38261
bfa,2009,43.49904
bfa,2010,24.22063
bfa,2011,18.05087
bfa,2012,20.02914
bfa,2013,30.81072
bfa,2014,29.7876
bfa,2015,27.9974
bfa,2016,27.44598
bfa,2017,24.39258
bfa,2018,21.72109
bfa,2019,21.56651
bfa,2020,14.72192
bgd,1976,5.23383
bgd,1977,8.13515
bgd,1978,5.92295
bgd,1979,7.32386
bgd,1980,7.50687
bgd,1981,5.64069
bgd,1982,12.47551
bgd,1983,16.71028
bgd,1984,14.50978
bgd,1985,9.74843
bgd,1986,6.63822
bgd,1987,4.6417
bgd,1988,4.8478
bgd,1989,5.50459
bgd,1990,4.83603
bgd,1991,4.77416
bgd,1992,5.14607
bgd,1993,5.51533
bgd,1994,3.61739
bgd,1995,3.58948
bgd,1996,5.51877
bgd,1997,9.04774
bgd,1998,7.23031
bgd,1999,6.41945
bgd,2000,6.18049
bgd,2001,6.32107
bgd,2002,6.38655
bgd,2003,5.1104
bgd,2004,5.87099
bgd,2005,4.67683
bgd,2006,4.85785
bgd,2007,3.91328
bgd,2008,3.39429
bgd,2009,3.48974
bgd,2010,3.32186
bgd,2011,3.53667
bgd,2012,3.82612
bgd,2013,4.29141
bgd,2014,4.89273
bgd,2015,4.62723
bgd,2016,6.03108
bgd,2017,8.80786
bgd,2018,6.48708
bgd,2019,6.25109
bgd,2020,3.60699
bgd,2021,3.63497
bgr,1980,28.73658
bgr,1981,26.40187
bgr,1982,33.47142
bgr,1983,39.18791
bgr,1984,31.42184
bgr,1985,39.06399
bgr,1986,39.03967
bgr,1987,42.65976
bgr,1988,40.80944
bgr,1989,40.47424
bgr,1990,38.23178
bgr,1991,10.92773
bgr,1992,20.04111
bgr,1993,26.24434
bgr,1994,28.76919
bgr,1995,33.01663
bgr,1996,28.43338
bgr,1997,25.26698
bgr,1998,54.04881
bgr,1999,52.09675
bgr,2000,49.38516
bgr,2001,46.36809
bgr,2002,50.06399
bgr,2003,54.837
bgr,2004,54.77224
bgr,2005,55.2234
bgr,2006,49.8735
bgr,2007,54.88231
bgr,2008,54.21525
bgr,2009,54.83999
bgr,2010,50.94029
bgr,2011,50.42207
bgr,2012,46.77388
bgr,2013,49.03236
bgr,2014,43.51424
bgr,2015,38.39896
bgr,2016,40.63433
bgr,2017,43.72794
bgr,2018,41.37259
bgr,2019,37.44746
bgr,2020,19.81682
bhr,1975,29.28803
bhr,1976,29.98745
bhr,1977,25.79051
bhr,1978,35.5776
bhr,1979,44.44444
bhr,1980,32.27092
bhr,1981,32.1297
bhr,1982,22.63355
bhr,1983,27.5562
bhr,1984,16.63399
bhr,1985,19.22965
bhr,1986,10.82116
bhr,1987,11.73391
bhr,1988,12.62537
bhr,1989,14.32326
bhr,1990,37.83383
bhr,1991,39.45666
bhr,1992,32.33709
bhr,1993,34.27173
bhr,1994,37.03704
bhr,1995,36.20086
bhr,1996,39.52096
bhr,1997,48.83139
bhr,1998,50.53211
bhr,1999,60.36023
bhr,2000,58.38932
bhr,2001,61.14383
bhr,2002,63.7871
bhr,2003,53.36359
bhr,2004,31.10355
bhr,2005,29.15455
bhr,2006,30.2603
bhr,2007,30.02168
bhr,2008,29.77654
bhr,2009,29.18431
bhr,2010,32.16687
bhr,2011,31.39122
bhr,2012,12.70986
bhr,2013,13.82266
bhr,2014,14.09333
bhr,2015,17.27811
bhr,2016,34.96892
bhr,2017,32.07195
bhr,2018,35.99797
bhs,1976,83.65909
bhs,1977,79.35347
bhs,1978,84.83965
bhs,1979,85.48166
bhs,1980,79.82574
bhs,1981,81.15556
bhs,1982,81.96701
bhs,1983,86.00606
bhs,1984,85.57775
bhs,1985,88.2699
bhs,1986,89.50924
bhs,1987,90.09956
bhs,1988,89.70358
bhs,1989,88.3538
bhs,1990,88.28745
bhs,1991,87.5997
bhs,1992,89.0616
bhs,1993,88.85538
bhs,1994,87.86575
bhs,1995,87.25929
bhs,1996,88.57559
bhs,1997,88.89447
bhs,1998,88.32355
bhs,1999,87.90959
bhs,2000,88.07938
bhs,2001,91.31567
bhs,2002,85.35309
bhs,2003,85.53094
bhs,2004,83.97562
bhs,2005,82.46061
bhs,2006,84.41554
bhs,2007,84.14482
bhs,2008,84.60215
bhs,2009,85.67786
bhs,2010,86.09293
bhs,2011,85.88311
bhs,2012,85.881
bhs,2013,85.52837
bhs,2014,85.01073
bhs,2015,87.62984
bhs,2016,90.43071
bhs,2017,91.79601
bhs,2018,90.69169
bhs,2019,92.3228
bhs,2020,76.94759
bih,1998,53.74071
bih,1999,52.94046
bih,2000,51.75437
bih,2001,53.34201
bih,2002,54.92256
bih,2003,52.32972
bih,2004,55.71828
bih,2005,52.43694
bih,2006,53.24888
bih,2007,40.1904
bih,2008,40.53759
bih,2009,38.65689
bih,2010,34.60196
bih,2011,37.54888
bih,2012,38.87219
bih,2013,42.21298
bih,2014,42.50006
bih,2015,44.79917
bih,2016,46.21528
bih,2017,46.00322
bih,2018,47.52411
bih,2019,49.55789
bih,2020,30.41396
blr,1993,13.25041
blr,1994,15.35402
blr,1995,4.97747
blr,1996,6.05727
blr,1997,2.73182
blr,1998,2.38298
blr,1999,1.53724
blr,2000,9.20494
blr,2001,18.36664
blr,2002,17.2503
blr,2003,15.66131
blr,2004,13.75936
blr,2005,10.80562
blr,2006,10.70881
blr,2007,9.08147
blr,2008,7.8611
blr,2009,9.87186
blr,2010,9.11235
blr,2011,8.61035
blr,2012,10.75879
blr,2013,10.45249
blr,2014,10.91005
blr,2015,10.8927
blr,2016,10.32264
blr,2017,10.13131
blr,2018,9.99434
blr,2019,9.34774
blr,2020,4.03004
blr,2021,3.483
blz,1984,21.46893
blz,1985,28.08399
blz,1986,37.85047
blz,1987,34.40572
blz,1988,29.68435
blz,1989,33.19744
blz,1990,33.07326
blz,1991,37.00081
blz,1992,42.14586
blz,1993,46.11296
blz,1994,58.90406
blz,1995,58.45971
blz,1996,67.48867
blz,1997,68.92049
blz,1998,70.48772
blz,1999,63.95347
blz,2000,68.41261
blz,2001,64.81825
blz,2002,65.92936
blz,2003,69.44999
blz,2004,70.57486
blz,2005,69.59048
blz,2006,70.85847
blz,2007,72.14329
blz,2008,72.03473
blz,2009,74.41655
blz,2010,74.74061
blz,2011,72.77602
blz,2012,73.22411
blz,2013,78.33427
blz,2014,76.78882
blz,2015,74.95164
blz,2016,74.33329
blz,2017,74.40837
blz,2018,77.23579
blz,2019,77.77244
blz,2020,58.00263
bmu,2006,31.0643
bmu,2007,35.41696
bmu,2008,29.39382
bmu,2009,27.59743
bmu,2010,31.57109
bmu,2011,33.81921
bmu,2012,31.74195
bmu,2013,31.85503
bmu,2014,30.14523
bmu,2015,29.85921
bmu,2016,34.02609
bmu,2017,37.2642
bmu,2018,37.18521
bmu,2019,37.84997
bmu,2020,9.19932
bol,1976,41.39073
bol,1977,47.69737
bol,1978,45.93176
bol,1979,34.69582
bol,1980,40.95563
bol,1981,38.70968
bol,1982,36.452
bol,1983,40.7767
bol,1984,34.75936
bol,1985,31.08808
bol,1986,29.23204
bol,1987,41.36882
bol,1988,41.38737
bol,1989,39.91626
bol,1990,39.61618
bol,1991,39.55414
bol,1992,39.73269
bol,1993,38.31312
bol,1994,36.83673
bol,1995,28.58628
bol,1996,33.54703
bol,1997,19.8246
bol,1998,21.41089
bol,1999,28.44969
bol,2000,20.6689
bol,2001,22.80744
bol,2002,27.08839
bol,2003,35.52493
bol,2004,37.00759
bol,2005,36.31028
bol,2006,35.51049
bol,2007,42.2021
bol,2008,36.57268
bol,2009,38.74578
bol,2010,43.76126
bol,2011,40.04163
bol,2012,52.81674
bol,2013,47.26389
bol,2014,55.2094
bol,2015,56.25328
bol,2016,57.28581
bol,2017,55.16106
bol,2018,55.89969
bol,2019,58.00619
bol,2020,31.61132
bra,1975,6.69811
bra,1976,5.50098
bra,1977,4.55675
bra,1978,5.03704
bra,1979,5.08475
bra,1980,7.25389
bra,1981,10.68433
bra,1982,3.64842
bra,1983,2.26218
bra,1984,3.33847
bra,1985,3.16395
bra,1986,4.68062
bra,1987,5.22541
bra,1988,5.13383
bra,1989,39.08046
bra,1990,36.76236
bra,1991,30.18982
bra,1992,24.43738
bra,1993,26.21506
bra,1994,19.2339
bra,1995,15.84352
bra,1996,15.08403
bra,1997,16.62882
bra,1998,21.35151
bra,1999,25.17934
bra,2000,20.64328
bra,2001,19.66708
bra,2002,22.0394
bra,2003,24.8538
bra,2004,26.65818
bra,2005,25.24313
bra,2006,23.4824
bra,2007,21.78346
bra,2008,20.02753
bra,2009,20.3344
bra,2010,17.15806
bra,2011,16.48707
bra,2012,16.43922
bra,2013,17.06891
bra,2014,17.13533
bra,2015,17.30399
bra,2016,18.1157
bra,2017,16.8589
bra,2018,16.73293
bra,2019,17.4895
bra,2020,10.65223
bra,2021,8.88729
brb,1967,67.91956
brb,1968,73.84839
brb,1969,71.63353
brb,1970,76.59608
brb,1971,77.48818
brb,1972,79.52836
brb,1973,78.84982
brb,1974,82.70365
brb,1975,79.28739
brb,1976,75.65355
brb,1977,77.2303
brb,1978,75.69791
brb,1979,77.8826
brb,1980,78.01332
brb,1981,79.74177
brb,1982,74.9665
brb,1983,75.9035
brb,1984,76.77634
brb,1985,77.06788
brb,1986,71.35587
brb,1987,75.53178
brb,1988,77.789
brb,1989,77.94358
brb,1990,79.77147
brb,1991,75.54227
brb,1992,76.11694
brb,1993,77.558
brb,1994,75.40662
brb,1995,77.23036
brb,1996,67.9287
brb,1997,73.5803
brb,1998,74.85845
brb,1999,73.07247
brb,2000,72.25177
brb,2001,70.98237
brb,2002,66.88878
brb,2003,74.31101
brb,2004,76.20385
brb,2005,71.54049
brb,2006,76.93859
brb,2007,81.68885
brb,2008,78.74188
brb,2009,75.84124
brb,2010,77.93903
brb,2011,74.75182
brb,2012,72.03584
brb,2013,66.47231
brb,2014,64.36493
brb,2015,66.78032
brb,2016,73.41976
brn,2001,32.15566
brn,2002,26.53708
brn,2003,28.34745
brn,2004,33.33368
brn,2005,31.05633
brn,2006,30.08015
brn,2007,28.64004
brn,2008,27.94745
brn,2009,27.80308
brn,2014,14.15522
brn,2015,22.75259
brn,2016,27.1834
brn,2017,32.16483
brn,2018,33.35818
brn,2019,35.06854
brn,2020,10.75036
btn,2006,44.50332
btn,2007,47.00147
btn,2008,66.68411
btn,2009,74.74525
btn,2010,58.32864
btn,2011,57.49587
btn,2012,60.11976
btn,2013,67.49453
btn,2014,67.39548
btn,2015,74.78731
btn,2016,62.79183
btn,2017,64.93677
btn,2018,56.29624
btn,2019,71.17629
btn,2020,62.63126
bwa,1975,22.36842
bwa,1976,15.97052
bwa,1977,17.55196
bwa,1978,20.57416
bwa,1979,25.3012
bwa,1980,22.19388
bwa,1981,23.52217
bwa,1982,29.76303
bwa,1983,32.84907
bwa,1984,32.75862
bwa,1985,31.15093
bwa,1986,39.68085
bwa,1987,38.74346
bwa,1988,34.70501
bwa,1989,48.4726
bwa,1990,55.97742
bwa,1991,62.10229
bwa,1992,56.73848
bwa,1993,62.70492
bwa,1994,66.47989
bwa,1995,62.19174
bwa,1996,57.21922
bwa,1997,64.46305
bwa,1998,68.55052
bwa,1999,70.68425
bwa,2000,68.42168
bwa,2001,64.50876
bwa,2002,64.96883
bwa,2003,70.99464
bwa,2004,73.40594
bwa,2005,67.48861
bwa,2006,69.71233
bwa,2007,64.3365
bwa,2008,79.11375
bwa,2009,78.67047
bwa,2010,68.39691
bwa,2011,56.00193
bwa,2012,67.34345
bwa,2013,56.39817
bwa,2014,53.608
bwa,2015,58.42474
bwa,2016,59.04851
bwa,2017,57.58348
bwa,2018,62.07234
bwa,2019,72.76203
bwa,2020,44.79512
caf,1977,10.40251
caf,1978,12.17297
caf,1979,9.73677
caf,1980,5.06463
caf,1981,5.32906
caf,1982,8.69279
caf,1983,4.48091
caf,1984,5.90906
caf,1985,4.68579
caf,1986,9.7195
caf,1987,13.02727
caf,1988,8.0209
caf,1989,4.87187
caf,1990,4.0251
caf,1991,6.81036
caf,1992,6.69568
caf,1993,11.71326
can,1960,37.7992
can,1961,45.79339
can,1962,48.03344
can,1963,47.94981
can,1964,47.42232
can,1965,48.09245
can,1966,46.5692
can,1967,54.1024
can,1968,47.16096
can,1969,45.19757
can,1970,45.52086
can,1971,45.1966
can,1972,44.02207
can,1973,44.08945
can,1974,39.25033
can,1975,39.20797
can,1976,37.02138
can,1977,36.27877
can,1978,35.06889
can,1979,34.27597
can,1980,34.21354
can,1981,30.92776
can,1982,31.35119
can,1983,31.00837
can,1984,31.61099
can,1985,32.02411
can,1986,34.98225
can,1987,32.72014
can,1988,32.22445
can,1989,31.86
can,1990,33.69002
can,1991,33.59636
can,1992,32.40066
can,1993,31.01762
can,1994,30.5946
can,1995,31.37164
can,1996,30.30842
can,1997,28.92134
can,1998,28.49205
can,1999,28.71249
can,2000,26.81654
can,2001,27.26165
can,2002,26.16534
can,2003,23.4231
can,2004,24.50392
can,2005,22.64873
can,2006,21.92928
can,2007,21.93409
can,2008,20.75301
can,2009,19.88712
can,2010,20.57706
can,2011,19.73284
can,2012,21.89937
can,2013,22.30829
can,2014,23.24563
can,2015,23.89764
can,2016,25.92117
can,2017,26.47202
can,2018,25.8885
can,2019,26.41335
can,2020,14.41498
can,2021,12.60189
che,1977,45.64897
che,1978,45.34776
che,1979,43.7883
che,1980,46.03282
che,1981,44.79739
che,1982,43.61347
che,1983,40.59968
che,1984,40.97316
che,1985,38.05677
che,1986,37.5647
che,1987,37.78258
che,1988,38.26286
che,1989,39.47409
che,1990,40.55135
che,1991,39.97649
che,1992,39.51336
che,1993,36.11772
che,1994,37.82012
che,1995,37.38307
che,1996,34.78887
che,1997,32.49962
che,1998,30.58511
che,1999,23.69739
che,2000,13.99476
che,2001,14.90129
che,2002,15.29439
che,2003,15.5081
che,2004,14.75881
che,2005,14.3839
che,2006,14.60595
che,2007,13.81495
che,2008,14.62041
che,2009,14.83188
che,2010,14.75694
che,2011,14.98373
che,2012,13.48438
che,2013,13.82608
che,2014,13.72343
che,2015,13.71617
che,2016,13.33944
che,2017,13.57282
che,2018,13.07264
che,2019,13.58268
che,2020,8.53349
chl,1975,33.06452
chl,1976,29.29293
chl,1977,19.66427
chl,1978,22.66112
chl,1979,19.10828
chl,1980,13.8559
chl,1981,17.06485
chl,1982,13.3547
chl,1983,12.29611
chl,1984,16.86747
chl,1985,17.7179
chl,1986,17.58784
chl,1987,17.6555
chl,1988,18.28608
chl,1989,26.59932
chl,1990,28.75386
chl,1991,32.30357
chl,1992,29.83051
chl,1993,31.53458
chl,1994,29.05032
chl,1995,27.33355
chl,1996,25.94295
chl,1997,28.34971
chl,1998,27.94582
chl,1999,23.54059
chl,2000,20.06727
chl,2001,19.29313
chl,2002,20.46015
chl,2003,19.41593
chl,2004,17.93522
chl,2005,14.32367
chl,2006,14.85379
chl,2007,16.10448
chl,2008,15.02254
chl,2009,19.11153
chl,2010,14.30812
chl,2011,14.03817
chl,2012,17.52733
chl,2013,17.99609
chl,2014,21.1456
chl,2015,26.06553
chl,2016,27.97979
chl,2017,31.98416
chl,2018,28.87983
chl,2019,24.60858
chl,2020,6.42035
chn,1982,27.98567
chn,1983,30.9399
chn,1984,32.79972
chn,1985,32.04583
chn,1986,32.06167
chn,1987,38.15641
chn,1988,36.99053
chn,1989,32.32674
chn,1990,29.68403
chn,1991,33.61513
chn,1992,38.16629
chn,1993,41.83865
chn,1994,44.06137
chn,1995,45.63441
chn,1996,49.51216
chn,1997,20.98002
chn,1998,20.20231
chn,1999,21.33152
chn,2000,20.62187
chn,2001,19.74498
chn,2002,19.95277
chn,2003,30.17759
chn,2004,32.51539
chn,2005,37.33462
chn,2006,36.08871
chn,2007,27.51484
chn,2008,25.00894
chn,2009,27.63393
chn,2010,25.68929
chn,2011,24.10581
chn,2012,24.81848
chn,2013,24.95775
chn,2014,20.09835
chn,2015,20.68487
chn,2016,21.31995
chn,2017,18.09748
chn,2018,17.29077
chn,2019,14.66358
chn,2020,6.05135
civ,2005,8.91012
civ,2006,9.76108
civ,2007,9.83447
civ,2008,10.00613
civ,2009,12.89265
civ,2010,16.98231
civ,2011,17.72845
civ,2012,17.45613
civ,2013,19.35304
civ,2014,20.39559
civ,2015,20.57129
civ,2016,41.51008
civ,2017,40.79485
civ,2018,38.00892
civ,2019,38.58925
civ,2020,22.70194
cmr,1977,13.86164
cmr,1978,17.85791
cmr,1979,16.74468
cmr,1980,15.50992
cmr,1981,15.96599
cmr,1982,14.86968
cmr,1983,15.75375
cmr,1984,15.52514
cmr,1985,13.43064
cmr,1986,9.04877
cmr,1987,9.9725
cmr,1988,7.49872
cmr,1989,19.80759
cmr,1990,13.93561
cmr,1991,17.96036
cmr,1992,14.56653
cmr,1993,12.09575
cmr,1994,8.39503
cmr,1995,11.77516
cmr,1996,21.06273
cmr,1997,18.22634
cmr,1998,16.13934
cmr,1999,13.70571
cmr,2000,8.28567
cmr,2001,7.6623
cmr,2002,6.0932
cmr,2003,28.27931
cmr,2004,14.22504
cmr,2005,18.04881
cmr,2006,17.81824
cmr,2007,16.50738
cmr,2008,10.50337
cmr,2009,21.60413
cmr,2010,12.3078
cmr,2011,22.01392
cmr,2012,21.46471
cmr,2013,29.60208
cmr,2014,29.35604
cmr,2015,29.67879
cmr,2016,30.50415
cmr,2017,26.97916
cmr,2018,27.43512
cmr,2019,29.62958
cmr,2020,25.57394
cod,2005,0.9324
cod,2006,0.7161
cod,2007,0.17839
cod,2008,0.08452
cod,2009,3.69288
cod,2010,2.75347
cod,2011,1.54179
cod,2012,2.39725
cod,2013,2.84073
cod,2014,14.4201
cod,2015,0.05666
cod,2016,3.33067
cod,2017,5.55826
cod,2018,52.69713
cod,2019,70.28506
cod,2020,56.25164
cog,1978,7.5
cog,1979,7.75246
cog,1980,6.69605
cog,1981,5.61104
cog,1982,9.13725
cog,1983,7.23065
cog,1984,6.4837
cog,1985,8.47513
cog,1986,6.29831
cog,1987,7.04428
cog,1988,6.5711
cog,1989,7.56579
cog,1990,8.51852
cog,1991,8.21429
cog,1992,11.42857
cog,1993,10.69182
cog,1994,5.37634
cog,1995,15.72326
cog,1996,11.56031
cog,1997,10.41287
cog,1998,7.28593
cog,1999,8.56625
cog,2000,8.89364
cog,2001,15.17094
cog,2002,15.4185
cog,2003,14.80496
cog,2004,11.26083
cog,2005,18.3147
cog,2006,17.0381
cog,2007,17.34994
cog,2008,17.77198
cog,2009,15.75214
cog,2010,5.77618
cog,2011,6.41871
cog,2012,20.59872
cog,2013,8.95719
cog,2014,8.52101
cog,2015,11.38913
cog,2016,17.16652
col,1968,28.48101
col,1969,25.2809
col,1970,28.125
col,1971,31.79724
col,1972,31.73077
col,1973,30.50847
col,1974,34.86842
col,1975,40.58487
col,1976,38.043
col,1977,38.90676
col,1978,39.89082
col,1979,38.28124
