geo,time,ne_dab_totl_kd
bgd,1980,48472724483.818
bgd,1981,48401607855.4699
bgd,1982,47477394497.0706
bgd,1983,48811335548.79849
bgd,1984,52387588650.2025
bgd,1985,53346664424.7936
bgd,1986,55159392991.5435
bgd,1987,57127642724.5348
bgd,1988,59097570838.88689
bgd,1989,59908511484.6132
bgd,1990,64130545149.5914
bgd,1991,64210052673.2124
bgd,1992,66942732952.5954
bgd,1993,70126051155.11011
bgd,1994,73199631916.25
bgd,1995,76483750960.29601
bgd,1996,77720844104.93878
bgd,1997,79346685148.0154
bgd,1998,81720804680.57939
bgd,1999,85598265239.4684
bgd,2000,90140754189.80348
bgd,2001,94569654754.2574
bgd,2002,97085025866.507
bgd,2003,101937124208.94099
bgd,2004,108689889314.589
bgd,2005,116869703714.91701
bgd,2006,125882522790.217
bgd,2007,134863408553.995
bgd,2008,141885417259.71399
bgd,2009,147053642281.099
bgd,2010,155363801115.03699
bgd,2011,166621170942.69101
bgd,2012,176038535304.48901
bgd,2013,185232628775.60001
bgd,2014,195824806940.005
bgd,2015,208203999634.50101
bgd,2016,218386248054.18896
bgd,2017,236314864711.21301
bgd,2018,262586970016.056
bgd,2019,277036914288.63293
bgd,2020,288984797267.07001
bgr,1980,25800052619.8359
bgr,1981,27425999918.6325
bgr,1982,28764683685.6304
bgr,1983,29870896798.9026
bgr,1984,30943067094.96709
bgr,1985,31698737357.2153
bgr,1986,32746545058.9947
bgr,1987,34525736007.8906
bgr,1988,36306839667.3429
bgr,1989,35250370543.4007
bgr,1990,36896018773.7095
bgr,1991,28849590507.0241
bgr,1992,27914518933.9095
bgr,1993,26849873902.9501
bgr,1994,25622573670.9296
bgr,1995,30455179664.4752
bgr,1996,29725098050.3287
bgr,1997,22498005554.2961
bgr,1998,25422761278.6216
bgr,1999,26692213783.7225
bgr,2000,28572229086.375
bgr,2001,30907186579.007
bgr,2002,32481155066.8783
bgr,2003,35333241328.4969
bgr,2004,38481708229.4264
bgr,2005,42280988437.9959
bgr,2006,46972987417.8191
bgr,2007,51720278848.33369
bgr,2008,55288966787.57649
bgr,2009,49502590682.3849
bgr,2010,48081501927.0007
bgr,2011,48519566991.6119
bgr,2012,49834770460.2131
bgr,2013,48095961233.2804
bgr,2014,49183895941.96329
bgr,2015,50325348560.4171
bgr,2016,50722790750.3967
bgr,2017,52552314667.8758
bgr,2018,55369064837.9052
bgr,2019,58053443096.8034
bgr,2020,58096340399.00249
bhr,2000,10408392588.0448
bhr,2001,10921512146.0281
bhr,2002,11101702003.6709
bhr,2003,12072387993.7928
bhr,2004,12689808609.909
bhr,2005,14068201543.4551
bhr,2006,15351410714.9868
bhr,2007,17613870145.0684
bhr,2008,21118838320.4303
bhr,2009,19962725389.1708
bhr,2010,22711251363.7731
bhr,2011,23287540634.03609
bhr,2012,24645629693.1272
bhr,2013,27230558581.6456
bhr,2014,27857531211.8764
bhr,2015,27547180851.0638
bhr,2016,28762748423.0449
bhr,2017,30881554154.8682
bhr,2018,31913716467.53329
bhr,2019,31118436825.0002
bhs,1989,7888722030.24832
bhs,1990,7710240032.34084
bhs,1991,7482971239.94833
bhs,1992,7073970563.4184
bhs,1993,6818466174.10762
bhs,1994,7220001299.05754
bhs,1995,7646813017.10492
bhs,1996,8246372368.42044
bhs,1997,10202130113.2144
bhs,1998,9689431436.96251
bhs,1999,10575936010.5344
bhs,2000,11056633419.3687
bhs,2001,10882061205.0831
bhs,2002,11212562575.8871
bhs,2003,11122297861.6189
bhs,2004,10751328676.1934
bhs,2005,11893826037.1498
bhs,2006,12712268291.8157
bhs,2007,12691209547.2382
bhs,2008,12251296171.4531
bhs,2009,11126214146.7852
bhs,2010,10992476528.7604
bhs,2011,11327770261.5906
bhs,2012,12129980823.0827
bhs,2013,11545041428.2031
bhs,2014,12189284723.5337
bhs,2015,11857800000
bhs,2016,12100257070.2332
bhs,2017,13156479589.1675
bhs,2018,13154192644.6448
bhs,2019,13035253421.3157
bhs,2020,11071272226.3986
bih,2000,14154255046.8403
bih,2001,14744589012.141
bih,2002,15510055996.3768
bih,2003,16174753997.4272
bih,2004,16759225886.6004
bih,2005,17531631380.4434
bih,2006,18039102153.1987
bih,2007,19734968422.0576
bih,2008,21082879884.8695
bih,2009,19444908183.9574
bih,2010,18996795266.9119
bih,2011,19291909463.1206
bih,2012,19330382171.4509
bih,2013,19237619430.8409
bih,2014,19819598323.1763
bih,2015,20130836543.968
bih,2016,20860120843.9926
bih,2017,21512846059.9509
bih,2018,22010454938.2181
bih,2019,22649831144.83
bih,2020,21816492113.9226
blr,1990,21936313313.80989
blr,1991,22163743282.2144
blr,1992,19435630184.3587
blr,1993,18190026489.1168
blr,1994,14914567848.6933
blr,1995,12603607722.6606
blr,1996,13161543123.3809
blr,1997,14679284874.9809
blr,1998,16165684841.562
blr,1999,16376659836.1264
blr,2000,17856977029.3797
blr,2001,19782941502.3269
blr,2002,21148243894.7962
blr,2003,23290658333.4297
blr,2004,26309307380.027
blr,2005,29550913733.6795
blr,2006,34533034150.1077
blr,2007,39001213428.3676
blr,2008,46391080833.7142
blr,2009,45867682177.00529
blr,2010,51283032553.7048
blr,2011,53152299038.6945
blr,2012,54450594262.48969
blr,2013,59066816296.6748
blr,2014,59098782929.14551
blr,2015,54667267361.5472
blr,2016,51734114014.885
blr,2017,54263080453.2176
blr,2018,57438345005.7138
blr,2019,60294954942.4684
blr,2020,58237438627.423
blz,1980,450793227.3426
blz,1981,391609216.69546
blz,1982,391594499.64236
blz,1983,371893547.55005
blz,1984,358416225.84947
blz,1985,342119954.67225
blz,1986,333466210.50133
blz,1987,389712883.00791
blz,1988,454690499.32496
blz,1989,527725037.05114
blz,1990,537800661.31311
blz,1991,607317761.44204
blz,1992,871591114.31708
blz,1993,922556495.88233
blz,1994,904799411.69039
blz,1995,943543271.18594
blz,1996,949207790.56106
blz,1997,969710854.1238
blz,1998,1013958276.71737
blz,1999,1132026494.96642
blz,2000,1315229925.31007
blz,2001,1342492811.49911
blz,2002,1420600434.85351
blz,2003,1432434624.1261
blz,2004,1426955681.12949
blz,2005,1434668423.11322
blz,2006,1391247358.85564
blz,2007,1441464579.85837
blz,2008,1525210240.28535
blz,2009,1474647456.85725
blz,2010,1433997891.4185
blz,2011,1545526285.184
blz,2012,1535093278.15167
blz,2013,1650398964.9814
blz,2014,1713105823.54064
blz,2015,1839752700
blz,2016,1929327072.80364
blz,2017,1857412553.05905
blz,2018,1793212715.65705
blz,2019,1794006735.64073
blz,2020,1767654638.27183
bmu,2014,4835753777.8081
bmu,2015,4861152000
bmu,2016,5273002352.15475
bmu,2017,5099213399.37497
bmu,2018,4920345538.39192
bmu,2019,5001810782.09923
bmu,2020,4404974788.89388
bol,1960,4907761821.71939
bol,1961,5139766614.83625
bol,1962,5467866012.26348
bol,1963,5756129563.77295
bol,1964,5857667780.20732
bol,1965,6455861325.72444
bol,1966,6886832115.15768
bol,1967,7164715081.48063
bol,1968,7729516490.32496
bol,1969,8059081765.72065
bol,1970,8528484060.09701
bol,1971,8979755515.58989
bol,1972,9589420973.7142
bol,1973,9984895359.64739
bol,1974,10105022086.1025
bol,1975,11353123028.6334
bol,1976,11666966400.0189
bol,1977,12292237535.2283
bol,1978,12620554452.6632
bol,1979,12646868827.8275
bol,1980,12119891978.4417
bol,1981,12304453030.666
bol,1982,11551988079.1421
bol,1983,10806108456.6457
bol,1984,11258302701.8384
bol,1985,11809874217.9585
bol,1986,11456141685.2659
bol,1987,11885008297.4095
bol,1988,12072952746.7165
bol,1989,12026222294.8797
bol,1990,12560224700.1838
bol,1991,13359926940.5827
bol,1992,13870640718.0786
bol,1993,14251341406.115
bol,1994,14401623212.9267
bol,1995,15055002559.8592
bol,1996,15846962309.6625
bol,1997,17261863589.4143
bol,1998,18864531645.2018
bol,1999,18534200908.086
bol,2000,18642248718.7488
bol,2001,18348232577.3342
bol,2002,19145871170.9465
bol,2003,19113286621.4367
bol,2004,19298671403.5398
bol,2005,20470864985.88869
bol,2006,21023702298.3711
bol,2007,22076671669.7145
bol,2008,23962604789.5631
bol,2009,24854739446.1442
bol,2010,25945881564.8938
bol,2011,28248105731.5793
bol,2012,28947105472.6416
bol,2013,31286480819.8997
bol,2014,33446680014.2296
bol,2015,35044973950.7959
bol,2016,36592617488.3948
bol,2017,39150209597.3583
bol,2018,40466680113.9328
bol,2019,41695876534.5474
bol,2020,37076512446.5228
bra,1970,336209761974.95801
bra,1971,378817522466.30096
bra,1972,424614326333.07599
bra,1973,477408164549.94598
bra,1974,525672630538.31506
bra,1975,536061236551.84698
bra,1976,604536843118.89294
bra,1977,635515895157.43701
bra,1978,655698840376.83301
bra,1979,711414234612.93896
bra,1980,764904269001.495
bra,1981,727725212225.28003
bra,1982,740618280777.33484
bra,1983,730286276271.47803
bra,1984,766024286890.20801
bra,1985,798320785432.59204
bra,1986,860488840153.52112
bra,1987,869963755066.83606
bra,1988,866240682807.73999
bra,1989,882316885935.5769
bra,1990,862337612774.255
bra,1991,911233918796.00195
bra,1992,902477516617.78687
bra,1993,941689806492.89612
bra,1994,1008217826729.17004
bra,1995,1077895910402.22998
bra,1996,1097516484101.23999
bra,1997,1137589564412.11011
bra,1998,1139140983617.29004
bra,1999,1126641114698.13989
bra,2000,1164062200177.67993
bra,2001,1178322332965.96997
bra,2002,1193988123337.78003
bra,2003,1185664270000.6001
bra,2004,1240981560301.6001
bra,2005,1284466441239.45996
bra,2006,1350823458841.06006
bra,2007,1443574608593.46997
bra,2008,1539491236129.73999
bra,2009,1584669052113.62012
bra,2010,1709525278833.3999
bra,2011,1790004411436.08008
bra,2012,1838808282069.03003
bra,2013,1904344952486.1897
bra,2014,1917514821233.56006
bra,2015,1822995885110.3501
bra,2016,1741110697060.71997
bra,2017,1753806585511.92993
bra,2018,1797529967139.63989
bra,2019,1831030443131.80005
bra,2020,1747519902534.6499
brb,2015,5057081550
brn,1990,4641731633.36053
brn,1991,4787560593.87502
brn,1992,5547639647.3413
brn,1993,6436342705.63169
brn,1994,6017252243.50741
brn,1995,6214303442.78948
brn,1996,9077788814.17833
brn,1997,7149120250.33257
brn,1998,6431632585.69801
brn,1999,5795076965.03932
brn,2000,5082845915.24335
brn,2001,5426192887.02286
brn,2002,6265951846.89022
brn,2003,5914574458.44767
brn,2004,6290747522.58483
brn,2005,6269685881.72769
brn,2006,6616506079.66501
brn,2007,7591292075.61226
brn,2008,7994342513.07176
brn,2009,8221169024.36856
brn,2010,8242039417.42321
brn,2011,9676934048.06107
brn,2012,11118432543.2121
brn,2013,12039230363.8914
brn,2014,10074218715.2806
brn,2015,10356352825.66
brn,2016,9604843764.07319
brn,2017,10273673790.8565
brn,2018,11610585519.4732
brn,2019,11582472937.1121
brn,2020,10907906372.272
btn,1990,442707893.84483
btn,1991,454008700.39276
btn,1992,540173239.50099
btn,1993,480588751.85488
btn,1994,503628916.25477
btn,1995,522784660.84286
btn,1996,571865362.08956
btn,1997,607250959.69111
btn,1998,679282976.2484
btn,1999,763241215.50407
btn,2000,818559059.34896
btn,2001,912468962.5253
btn,2002,1048728798.42583
btn,2003,1127422719.17766
btn,2004,1266590111.08984
btn,2005,1291629736.00248
btn,2006,1107481630.68399
btn,2007,1261903398.59288
btn,2008,1423768245.1983
btn,2009,1638122411.61602
btn,2010,2021722220.2968
btn,2011,2195318329.36473
btn,2012,2215117417.06385
btn,2013,2173945252.43114
btn,2014,2291500113.55733
btn,2015,2584835173.99463
btn,2016,2716678271.38012
btn,2017,2772156654.25365
btn,2018,2870603453.85312
btn,2019,2824487869.22984
btn,2020,2586390669.82072
bwa,1975,1023626627.92988
bwa,1976,1083254532.27545
bwa,1977,1171014795.45536
bwa,1978,1327133325.70193
bwa,1979,1512625006.30792
bwa,1980,1635519619.20371
bwa,1981,1708978776.02951
bwa,1982,1673122399.01345
bwa,1983,1595525070.17968
bwa,1984,1784748833.63215
bwa,1985,1963205225.75989
bwa,1986,2096500481.08052
bwa,1987,2178154986.83573
bwa,1988,2677562692.92586
bwa,1989,3596556702.31144
bwa,1990,4091999615.07745
bwa,1991,4179830104.00232
bwa,1992,4199349144.04572
bwa,1993,4306852771.04661
bwa,1994,4382655892.49726
bwa,1995,4872103609.55685
bwa,1996,5018063439.69853
bwa,1997,5523196002.86919
bwa,1998,6385670189.36678
bwa,1999,6020458343.24041
bwa,2000,6428198885.10888
bwa,2001,6229516206.48073
bwa,2002,6505176116.19827
bwa,2003,6627687017.25105
bwa,2004,7276689916.94121
bwa,2005,7128324330.35312
bwa,2006,7919333977.1828
bwa,2007,8729357649.25596
bwa,2008,10236718526.0194
bwa,2009,9950532262.33274
bwa,2010,11172256212.5448
bwa,2011,12041224436.7085
bwa,2012,12879748886.4574
bwa,2013,13433876841.547
bwa,2014,13740902165.6059
bwa,2015,14518076809.1618
bwa,2016,14580136875.6613
bwa,2017,14696851563.6537
bwa,2018,15621885485.0641
bwa,2019,16819288360.8033
bwa,2020,17474927018.6981
caf,2009,2911398591.37572
caf,2010,2948305125.07486
caf,2011,2845245053.50263
caf,2012,2984804545.0435
caf,2013,1796647102.20608
caf,2014,1936401627.06938
caf,2015,2018197542.437
caf,2016,2325177260.38547
caf,2017,2189806752.24803
caf,2018,2498996219.32688
caf,2019,2565846748.6988
caf,2020,2820836649.56417
can,1970,434576291505.51202
can,1971,458710615845.65601
can,1972,486071393511.854
can,1973,521710975695.95001
can,1974,554998904420.32397
can,1975,575394154170.48206
can,1976,601807529529.27002
can,1977,617370302214.474
can,1978,629910042598.39197
can,1979,656012402715.63794
can,1980,662094034639.68506
can,1981,680282397897.01294
can,1982,641287449516.56995
can,1983,661861625188.31897
can,1984,693976389864.04492
can,1985,731504584071.91199
can,1986,752364274240.896
can,1987,783797373758.26501
can,1988,825380549936.76782
can,1989,854866359130.75012
can,1990,852735216339.03601
can,1991,839166522095.3811
can,1992,842722878104.78003
can,1993,856913364324.09583
can,1994,883118923865.62891
can,1995,897882828845.57983
can,1996,910487967964.45691
can,1997,964181359248.5769
can,1998,986600165393.5907
can,1999,1024990601465.56006
can,2000,1074889163726.46997
can,2001,1089333349898.96997
can,2002,1124962781832.81006
can,2003,1172287318826.11011
can,2004,1220144703294.66992
can,2005,1281638619773.47998
can,2006,1336549227035.98999
can,2007,1385274265532.13989
can,2008,1424499895162.62988
can,2009,1384281807999.83008
can,2010,1456428390234.15991
can,2011,1506020335173.97998
can,2012,1536980897532.06006
can,2013,1570317958003.26001
can,2014,1597436034427.36011
can,2015,1595552090111.12012
can,2016,1602613514432.40991
can,2017,1669304514662.32007
can,2018,1707130303572.82007
can,2019,1733605243562.02002
can,2020,1634249673694.44995
che,1970,308303925238.51801
che,1971,323331597304.83899
che,1972,334611630160.953
che,1973,343633075971.84003
che,1974,346289740150.16693
che,1975,308902855187.83002
che,1976,307763429506.87402
che,1977,314373638802.177
che,1978,325172777041.43494
che,1979,340169570495.36499
che,1980,359666950020.49493
che,1981,354159298483.87299
che,1982,356504592323.56201
che,1983,364579809260.81799
che,1984,360961410920.50403
che,1985,370534017674.11102
che,1986,393148452687.23694
che,1987,401355728504.172
che,1988,411084216295.40399
che,1989,430489990759.802
che,1990,452185933306.08698
che,1991,446502588418.93903
che,1992,441946093116.71503
che,1993,440285396931.64398
che,1994,451016087251.05695
che,1995,457773795251.77893
che,1996,461074542998.60693
che,1997,461078093566.24597
che,1998,480769217498.68701
che,1999,489514169998.39001
che,2000,498254176433.72095
che,2001,508854126477.59198
che,2002,508316404074.90002
che,2003,512089651637.30896
che,2004,511262029595.16895
che,2005,533000765989.17499
che,2006,544495800938.51294
che,2007,546930671536.90497
che,2008,562267694991.63794
che,2009,573347146233.80896
che,2010,573767100349.95801
che,2011,600985051527.70703
che,2012,595586235228.17004
che,2013,592882283141.53101
che,2014,609732643313.86206
che,2015,620199700089.46399
che,2016,624949747567.50403
che,2017,634302177563.90002
che,2018,642144140806.94202
che,2019,653909895888.12195
che,2020,647249464296.73706
chl,1960,26546710234.87149
chl,1961,27725807825.3287
chl,1962,29201720360.1158
chl,1963,30743504635.24549
chl,1964,30438916016.2197
