geo,time,ne_dab_totl_kd
fin,1971,87062895142.58899
fin,1972,91800724883.49408
fin,1973,98148472252.3636
fin,1974,104131551581.42
fin,1975,107096748081.386
fin,1976,104456744262.09801
fin,1977,103753010192.422
fin,1978,103451251533.507
fin,1979,112545584748.964
fin,1980,118822173508.59399
fin,1981,118927577233.203
fin,1982,124300948162.5
fin,1983,127762628381.25
fin,1984,131116685849.60899
fin,1985,135955271565.625
fin,1986,140637415964.06201
fin,1987,147647318407.03101
fin,1988,157650686628.90601
fin,1989,168285367685.547
fin,1990,166810825053.90601
fin,1991,155107683083.59399
fin,1992,146649866318.35901
fin,1993,140032731438.672
fin,1994,145142038300
fin,1995,153710806354.297
fin,1996,158640372127.34399
fin,1997,167629645567.18701
fin,1998,177629685250.39099
fin,1999,181733773432.81201
fin,2000,188871269858.203
fin,2001,192477186752.73401
fin,2002,195146674767.578
fin,2003,201206834176.172
fin,2004,208531838280.078
fin,2005,216970793326.172
fin,2006,221907016176.56201
fin,2007,232264319010.54697
fin,2008,234732985192.18701
fin,2009,220343712513.672
fin,2010,227713097133.203
fin,2011,236885440200
fin,2012,234949340205.85901
fin,2013,232665962676.953
fin,2014,232779132991.79697
fin,2015,235868016879.29697
fin,2016,244056222012.10901
fin,2017,248073768189.06201
fin,2018,254796306793.35901
fin,2019,253877630119.922
fin,2020,247009745326.953
fji,2015,4606989797.86423
fra,1960,517991749435.63202
fra,1961,545446500124.15399
fra,1962,587236314577.52698
fra,1963,626894853625.60901
fra,1964,672641130023.74194
fra,1965,698259195514.052
fra,1966,737861956131.53406
fra,1967,776089467532.59412
fra,1968,812021537227.28186
fra,1969,874157028779.31104
fra,1970,916548857382.44995
fra,1971,962117722336.51807
fra,1972,1010561741271.91003
fra,1973,1077687840334.83997
fra,1974,1112570271003.47998
fra,1975,1092363217554.90002
fra,1976,1158434734600.8999
fra,1977,1185299148319.02002
fra,1978,1228349353550.11011
fra,1979,1276027978346.44995
fra,1980,1301966855272.92993
fra,1981,1301084008099.27002
fra,1982,1347117288521.05005
fra,1983,1343248359376.77002
fra,1984,1353777812011.84009
fra,1985,1384129251661.17993
fra,1986,1440794306215.83008
fra,1987,1491823168427.63989
fra,1988,1562194564957.82007
fra,1989,1624005560270.40991
fra,1990,1674589999327.30005
fra,1991,1681518331492.06006
fra,1992,1694218154439.59009
fra,1993,1671036632291.80005
fra,1994,1711077604456.30005
fra,1995,1740764453650.75
fra,1996,1757489815706.1001
fra,1997,1775963567036.19995
fra,1998,1850276997405.52002
fra,1999,1921311707341.25
fra,2000,2004640875251.87988
fra,2001,2040116801008.40967
fra,2002,2062175017910.82007
fra,2003,2089656741301.52002
fra,2004,2153199646293.90967
fra,2005,2201636946019.24023
fra,2006,2253438352071.18018
fra,2007,2327146230276.02002
fra,2008,2338715772470.64014
fra,2009,2279301655636.64014
fra,2010,2326140237157.12012
fra,2011,2374860670148.47021
fra,2012,2364861318363.25977
fra,2013,2380966053302.47998
fra,2014,2415940758829.7002
fra,2015,2453005407189.4502
fra,2016,2488732881708.5498
fra,2017,2546797222854.47998
fra,2018,2583280670638.68018
fra,2019,2636825939152.7998
fra,2020,2461503176404.35986
fro,2015,2497465776.83973
gab,1960,1190900913.50733
gab,1961,1411221582.29557
gab,1962,1478908271.97349
gab,1963,1522258365.4049
gab,1964,1512110463.99882
gab,1965,1615139581.40702
gab,1966,1774485998.35082
gab,1967,1783211767.67194
gab,1968,1832231225.06946
gab,1969,1948291266.80446
gab,1970,2092365641.03136
gab,1971,2310067212.00935
gab,1972,2662499732.50852
gab,1973,2951965027.25142
gab,1974,4799313480.46737
gab,1975,5824632678.15478
gab,1976,7777138697.67996
gab,1977,6823982799.17641
gab,1978,4559187770.66676
gab,1979,4712979192.69331
gab,1980,4979473131.38141
gab,1981,6302171476.87837
gab,1982,5893126006.57165
gab,1983,6441696043.78521
gab,1984,6471919797.68381
gab,1985,6581740827.75026
gab,1986,6542249883.26056
gab,1987,4485749317.79038
gab,1988,5354138246.62345
gab,1989,5144233255.51294
gab,1990,5035713530.33729
gab,1991,5290705001.94678
gab,1992,5047211346.30525
gab,1993,5033367548.07999
gab,1994,4768249485.08916
gab,1995,4887013172.56584
gab,1996,5111611430.29253
gab,1997,5696303216.13161
gab,1998,6765723559.76359
gab,1999,5552600016.53049
gab,2000,5453422954.03041
gab,2001,5793015158.39482
gab,2002,6302373660.54806
gab,2003,5935818236.85826
gab,2004,6034871710.66959
gab,2005,6273843288.20038
gab,2006,6765863966.55235
gab,2007,7227662694.6277
gab,2008,7580948291.91611
gab,2009,7646322496.93648
gab,2010,8732264300.03204
gab,2011,9693782304.25347
gab,2012,10829329468.364
gab,2013,11531236249.7961
gab,2014,12415494116.133
gab,2015,11777717703.151
gab,2016,11798458286.3447
gab,2017,11309027048.2276
gab,2018,13833052222.6131
gab,2019,15432665470.8001
gab,2020,14066294548.0356
gbr,1970,1030802402151.63
gbr,1971,1057399249216.28003
gbr,1972,1107742889285.11011
gbr,1973,1189461021518.36011
gbr,1974,1166111858638.27002
gbr,1975,1155456625007.46997
gbr,1976,1182902490234.92993
gbr,1977,1179729007158.71997
gbr,1978,1225907343077.16992
gbr,1979,1269530402007.48999
gbr,1980,1243225603404.17993
gbr,1981,1230000574313.56006
gbr,1982,1256775448732.69995
gbr,1983,1312853209837.88989
gbr,1984,1351179863687.76001
gbr,1985,1390113448626.12012
gbr,1986,1456019463392.92993
gbr,1987,1527557312949.90991
gbr,1988,1645831893543.42993
gbr,1989,1695884391123.1001
gbr,1990,1696039426950.65991
gbr,1991,1659896448713.87988
gbr,1992,1689334786644.88989
gbr,1993,1743291653106.87988
gbr,1994,1814282626989.79004
gbr,1995,1859156408790.17993
gbr,1996,1914085079382.62964
gbr,1997,1994424902500.57007
gbr,1998,2089199905914.05005
gbr,1999,2177569533177.27002
gbr,2000,2259572883177.68018
gbr,2001,2327362679957.64014
gbr,2002,2404194855289.6001
gbr,2003,2480170109264.58984
gbr,2004,2552231433524.2998
gbr,2005,2618588115218.75977
gbr,2006,2677124243315.68945
gbr,2007,2731445684902.97998
gbr,2008,2709511934747.93018
gbr,2009,2604225788531.62012
gbr,2010,2675243556580.2002
gbr,2011,2678284573689.12939
gbr,2012,2729232793596.54004
gbr,2013,2798881238918.35986
gbr,2014,2914786110989.06006
gbr,2015,3002303221478.49023
gbr,2016,3072370992895.7998
gbr,2017,3115039146445.02979
gbr,2018,3170047032312.2998
gbr,2019,3220040753227.49023
gbr,2020,2901907410774.41992
geo,2010,13222243490.5069
geo,2011,14330026074.4296
geo,2012,15237084983.8053
geo,2013,15089511748.6529
geo,2014,16720930243.216
geo,2015,17502710086.8109
geo,2016,17610887371.4437
geo,2017,18328863248.2111
geo,2018,19328639727.1806
geo,2019,20079798613.535
geo,2020,20755617609.0001
gha,2006,34221494945.11169
gha,2007,37380081540.3926
gha,2008,41973262656.3793
gha,2009,38836154672.9819
gha,2010,40516073810.1364
gha,2011,46797621912.1035
gha,2012,53182220226.2871
gha,2013,54646810167.291
gha,2014,53752891429.5545
gha,2015,53782933746.9478
gha,2016,55108978945.1999
gha,2017,57188882160.7704
gha,2018,60541179059.9282
gha,2019,64647743239.246
gha,2020,65962658302.2242
gin,2006,7095681286.28154
gin,2007,7286022241.22637
gin,2008,7516465339.79021
gin,2009,7423411191.86472
gin,2010,7739753253.87561
gin,2011,8706645242.18804
gin,2012,9616837595.22349
gin,2013,10513866515.4676
gin,2014,10451648826.2833
gin,2015,11384005788.0841
gin,2016,14787454954.379
gin,2017,12114617598.977
gin,2018,12705560468.0731
gin,2019,13754857246.3192
gmb,2004,1074350083.92135
gmb,2005,1076231516.09717
gmb,2006,1074691400.54687
gmb,2007,1111035857.41614
gmb,2008,1189367582.91673
gmb,2009,1270873861.81802
gmb,2010,1366858087.75291
gmb,2011,1283676417.92602
gmb,2012,1382190937.31747
gmb,2013,1438891643.36936
gmb,2014,1440466474.432
gmb,2015,1520647571.41311
gmb,2016,1625323289.85118
gmb,2017,1721454470.96284
gmb,2018,1853295929.57759
gmb,2019,2032968433.24764
gmb,2020,2212848661.44527
gnb,2000,703035917.51254
gnb,2001,731217051.7495
gnb,2002,728032078.99305
gnb,2003,711842521.74004
gnb,2004,765108305.19942
gnb,2005,792665017.47322
gnb,2006,800588445.71564
gnb,2007,828424301.81467
gnb,2008,867367864.92443
gnb,2009,878502753.53401
gnb,2010,983477667.71149
gnb,2011,978265021.03532
gnb,2012,952261596.10969
gnb,2013,950169081.77211
gnb,2014,1015749763.85727
gnb,2015,1097448879.64836
gnb,2016,1193946773.41433
gnb,2017,1362682735.46884
gnb,2018,1243442757.253
gnb,2019,1316683969.92559
gnb,2020,1308018115.40317
gnq,2005,5145449142.64559
gnq,2006,7248078260.20706
gnq,2007,8644410690.35808
gnq,2008,10677909079.657
gnq,2009,11047078007.0311
gnq,2010,11607384065.7036
gnq,2011,12438105770.5335
gnq,2012,15149980177.3474
gnq,2013,13725628284.1952
gnq,2014,13297698295.1234
gnq,2015,11281657691.7534
gnq,2016,9844722802.74594
gnq,2017,9818211903.6238
gnq,2018,9858376180.24778
gnq,2019,9301831330.7166
gnq,2020,9063601299.91539
grc,1960,42000570864.9992
grc,1961,47565604487.6358
grc,1962,48283533998.08769
grc,1963,54045153222.7597
grc,1964,60123215176.6002
grc,1965,66750041984.2411
grc,1966,69918451761.49471
grc,1967,74011617788.07001
grc,1968,80026296377.1051
grc,1969,89528301464.4057
grc,1970,96823565186.2301
grc,1971,103886288209.383
grc,1972,114120055659.099
grc,1973,124848702471.96001
grc,1974,114486855073.175
grc,1975,120607519548.23399
grc,1976,128430477475.504
grc,1977,132716443668.034
grc,1978,141188193696.14899
grc,1979,144428793485.82599
grc,1980,145176814872.04401
grc,1981,142483031853.43399
grc,1982,143884823724.836
grc,1983,143924889344.82999
grc,1984,144308741972.035
grc,1985,148556149263.077
grc,1986,149265526315.314
grc,1987,144957943483.13599
grc,1988,153645109877.017
grc,1989,161809681275.746
grc,1990,165304861017.203
grc,1991,171199859446.41101
grc,1992,170165836703.35199
grc,1993,168493040760.85001
grc,1994,170251578750.026
grc,1995,176166933412.23901
grc,1996,183318444094.95096
grc,1997,188607908111.89401
grc,1998,201044057539.98801
grc,1999,206453690679.08896
grc,2000,216121552188.45496
grc,2001,224759035704.60696
grc,2002,233885912042.65897
grc,2003,250830108872.98401
grc,2004,257575108456.23901
grc,2005,258175033171.32901
grc,2006,278304774652.18494
grc,2007,293205452888.35101
grc,2008,291551661792.15198
grc,2009,272581088341.828
grc,2010,254183177765.358
grc,2011,223422443248.70999
grc,2012,203940049282.914
grc,2013,195759250148.647
grc,2014,196065916183.07697
grc,2015,197686109009.92096
grc,2016,198391914540.164
grc,2017,200034050203.44601
grc,2018,202878971068.01697
grc,2019,205186595891.63501
grc,2020,197924725290.23096
grl,2003,2077659204.41983
grl,2004,2146776527.23569
grl,2005,2339613113.21432
grl,2006,2419214716.9468
grl,2007,2577465135.83022
grl,2008,2849982778.14855
grl,2009,2798291791.01008
grl,2010,3238392359.51096
grl,2011,3504593292.18
grl,2012,2943691123.86512
grl,2013,2794325732.8626
grl,2014,2646215635.41788
grl,2015,2697572793.88814
grl,2016,2797234318.8044
grl,2017,2797133679.06578
grl,2018,2813701489.76063
grl,2019,3172533189.38752
gtm,1960,8705572582.89652
gtm,1961,8989491584.29296
gtm,1962,9299473874.49109
gtm,1963,10120188028.3645
gtm,1964,10938291102.7921
gtm,1965,11309454713.2031
gtm,1966,11515721593.0021
gtm,1967,12309105269.0989
gtm,1968,13212362585.4062
gtm,1969,13558037851.9924
gtm,1970,14445669724.6412
gtm,1971,15318615165.9964
gtm,1972,15909874477.425
gtm,1973,17004373336.0414
gtm,1974,18020312851.0456
gtm,1975,18345675903.7993
gtm,1976,20735534919.28
gtm,1977,22487809003.6618
gtm,1978,23834576522.2019
gtm,1979,24089622990.73149
gtm,1980,24216662267.0201
gtm,1981,25058186497.9314
gtm,1982,23719827269.4254
gtm,1983,22456980218.5063
gtm,1984,22645388465.9449
gtm,1985,22106360105.8427
gtm,1986,22402060475.37049
gtm,1987,23934394561.0867
gtm,1988,24989464793.34489
gtm,1989,25775590747.4621
gtm,1990,25937826115.7954
gtm,1991,27334218463.396
gtm,1992,29657425733.8471
gtm,1993,30924508861.1612
gtm,1994,32075558284.7004
gtm,1995,33565930557.8459
gtm,1996,33795722955.4732
gtm,1997,36119719596.4216
gtm,1998,39273465198.5395
gtm,1999,40675946912.8083
gtm,2000,41730693314.86
gtm,2001,43390331819.6402
gtm,2002,45153796099.5766
gtm,2003,46265186865.0199
gtm,2004,47611846822.8322
gtm,2005,49064735002.4382
gtm,2006,52003832077.461
gtm,2007,55127553772.5708
gtm,2008,55287247850.21
gtm,2009,54189832185.315
gtm,2010,56556527739.6786
gtm,2011,59685158661.0231
gtm,2012,61580461517.336
gtm,2013,63494546301.7017
gtm,2014,65782315447.102
gtm,2015,68550095652.40111
gtm,2016,70085857389.1848
gtm,2017,72392540509.97379
gtm,2018,75364639265.39349
gtm,2019,78958103950.29539
gtm,2020,77411454303.3175
hkg,2015,301991666451.66302
hnd,1960,2705917023.16914
hnd,1961,2767887177.9672
hnd,1962,2964305240.98705
hnd,1963,3190113918.41178
hnd,1964,3398175237.35264
hnd,1965,3536958355.8746
hnd,1966,3724981086.03179
hnd,1967,3983360970.97547
hnd,1968,4207588042.88642
hnd,1969,4277182307.15029
hnd,1970,4507208952.38756
hnd,1971,4264209256.52091
hnd,1972,4461004524.10819
hnd,1973,4960581020.98625
hnd,1974,5275525852.21833
hnd,1975,5183315488.4098
hnd,1976,5921311150.79152
hnd,1977,6905029494.6166
hnd,1978,7189911431.94391
hnd,1979,7313286365.39648
hnd,1980,7584974894.01519
hnd,1981,6871704990.87279
hnd,1982,6212823667.24855
hnd,1983,6314770471.0301
hnd,1984,7228134105.41467
hnd,1985,7545123987.24607
hnd,1986,7935126483.42584
hnd,1987,8425339118.26105
hnd,1988,8869307902.23583
hnd,1989,8971408908.56719
hnd,1990,9066938669.94163
hnd,1991,9079496030.51702
hnd,1992,9605925973.47479
hnd,1993,10532372932.31
hnd,1994,11008129399.6365
hnd,1995,11302339029.6385
hnd,1996,11306808608.459
hnd,1997,11640937292.663
hnd,1998,12367516363.5725
hnd,1999,13030346685.3072
hnd,2000,13806444674.7482
hnd,2001,14171140009.5675
hnd,2002,14454103005.8849
hnd,2003,15093138914.2121
hnd,2004,16417310847.8561
hnd,2005,17207670984.2568
hnd,2006,18538528647.8913
hnd,2007,20616693258.9086
hnd,2008,21585503247.76
hnd,2009,19190971625.71849
hnd,2010,20031230876.1662
hnd,2011,21374054626.4231
hnd,2012,21917453671.7098
hnd,2013,22054794876.6644
hnd,2014,22734335414.4995
hnd,2015,24361321845.4693
hnd,2016,24866910646.2692
hnd,2017,26410010401.7558
hnd,2018,27861114322.0488
hnd,2019,27800962756.9138
hnd,2020,25350077033.40129
hrv,1995,33683070754.4278
hrv,1996,35150010394.0601
hrv,1997,39908528435.0183
hrv,1998,39120082873.41129
hrv,1999,38247992218.1345
hrv,2000,38768345964.0242
hrv,2001,40305304662.54729
hrv,2002,44682113210.2988
hrv,2003,47932863778.98769
hrv,2004,49682006483.2024
hrv,2005,51947970477.0962
hrv,2006,54545753997.70969
hrv,2007,57474466548.2913
hrv,2008,59733659556.17609
hrv,2009,53583005153.9206
hrv,2010,51194633418.7427
hrv,2011,51243376840.5751
hrv,2012,49913798480.6376
hrv,2013,49894608231.8279
hrv,2014,49003675612.35609
hrv,2015,50054430662.0898
hrv,2016,51688750687.7081
hrv,2017,53804349201.6131
hrv,2018,56362336618.6749
hrv,2019,58250910596.8126
hrv,2020,56609236217.6913
hti,1988,8271365331.60208
hti,1989,7747059852.61761
hti,1990,8274403357.24654
hti,1991,8143072518.47027
hti,1992,7757818001.36996
hti,1993,8116539640.88752
hti,1994,7211958676.71174
hti,1995,8865161390.35906
hti,1996,10034624574.5006
hti,1997,10391430326.2621
hti,1998,10632567006.8245
hti,1999,8972632940.44633
hti,2000,13517538457.9362
hti,2001,13388993551.2604
hti,2002,13247437939.5644
hti,2003,13624806207.493
hti,2004,13542260514.6257
hti,2005,14096916823.0592
hti,2006,14264650316.6962
hti,2007,14986990294.7922
hti,2008,15340040210.5377
hti,2009,16182911598.9993
hti,2010,16286903875.3472
hti,2011,16328412633.617
hti,2012,16278448503.2534
hti,2013,16857803715.6279
hti,2014,17382676837.7247
hti,2015,17576320066.4784
hti,2016,18827721446.7347
hti,2017,19798381269.8143
hti,2018,20366830464.042
hti,2019,20266580984.1405
hti,2020,19200986982.8133
hun,1991,78748576932.5088
hun,1992,76046000869.93102
hun,1993,83439832665.3719
hun,1994,85066591252.36049
hun,1995,81024127160.28391
hun,1996,80470446510.87859
hun,1997,83389845435.09979
hun,1998,89443960155.01241
hun,1999,92934313049.86
hun,2000,96702775366.27501
hun,2001,98628720252.74541
hun,2002,105149501042.664
hun,2003,111299107694.235
hun,2004,118027154018.95599
hun,2005,119878066462.01199
hun,2006,121753530290.961
hun,2007,120534531427.60001
hun,2008,121071264532.412
hun,2009,108878028872.401
hun,2010,108662089087.37801
hun,2011,108248843224.47301
hun,2012,105540092900.03799
hun,2013,107415882505.616
hun,2014,113291367814.343
hun,2015,115531286191.188
hun,2016,117574535723.55499
hun,2017,124321194275.63901
hun,2018,133166942622.144
hun,2019,142183243983.42499
hun,2020,138459846240.591
idn,1960,38496274667.5612
idn,1961,42559788125.1059
idn,1962,43206589129.02209
idn,1963,40390379371.0426
idn,1964,41961586296.1804
idn,1965,41779609703.6404
idn,1966,43236493033.042
idn,1967,44409896784.2371
idn,1968,49316473208.95889
idn,1969,53496418866.1307
idn,1970,58111113126.2059
idn,1971,62782925546.98969
idn,1972,68173744854.7282
idn,1973,74217733510.5182
idn,1974,83637958659.8781
idn,1975,91201873284.1949
idn,1976,96911328798.9986
idn,1977,106807796564.70799
idn,1978,117927154080.032
idn,1979,137977371603.897
idn,1980,160494220016.133
idn,1981,183867102549.93896
idn,1982,192334360397.77701
idn,1983,616551579472.24683
idn,1984,875540877727.02405
idn,1985,1220612397371
idn,1986,1180733023227.81006
idn,1987,989067962403.19482
idn,1988,394023134609.85199
idn,1989,456652233143.31799
idn,1990,773785513176.18787
idn,1991,588906245196.15198
idn,1992,649887853001.99597
idn,1993,833728294066.46802
idn,1994,1076413588813.30005
idn,1995,1167566427792.48999
idn,1996,709400204479.91797
idn,1997,614083473248.22803
idn,1998,54288515616.98129
idn,1999,-115719836265.28999
idn,2000,-303748722725.56598
idn,2001,-463391361580.43597
idn,2002,151526167276.64499
idn,2003,-515286301958.29102
idn,2004,-49921932154.1792
idn,2005,-195261566629.85501
idn,2006,-84723181544.88229
idn,2007,553313012440.59302
idn,2008,545832231376.75598
idn,2009,665169744407.276
idn,2010,668796110157.35706
idn,2011,709072371435.95496
idn,2012,760437844188.13599
idn,2013,796069513896.83691
idn,2014,836126359249.68286
idn,2015,871720142513.74683
idn,2016,911480988538.56482
idn,2017,956845565657.53406
idn,2018,1016766788423.96997
idn,2019,1057769006289.81006
idn,2020,1018278572287.68005
ind,1960,144207899277.13199
ind,1961,146585048247.55499
ind,1962,152571765093.20001
ind,1963,160965287096.914
ind,1964,171443361885.22601
ind,1965,175504828854.73901
ind,1966,178835045533.673
ind,1967,185573628841.33896
ind,1968,189476917408.71497
ind,1969,199469858585.95401
ind,1970,206151940388.56296
ind,1971,213624722590.42999
ind,1972,213329628509.45801
ind,1973,223542819231.25601
ind,1974,220662211933.65799
ind,1975,228190407234.84799
ind,1976,239305715274.40601
ind,1977,261034606027.39301
ind,1978,283170699068.21802
ind,1979,273914146088.75
ind,1980,297167109569.48401
ind,1981,304934920928.55103
ind,1982,311545146784.85303
ind,1983,334151258134.91199
ind,1984,346502794197.98602
ind,1985,365456879872.61694
ind,1986,379787846430.302
ind,1987,401112752665.73199
ind,1988,430143440379.40997
ind,1989,454239953274.42706
ind,1990,486379385822.41498
ind,1991,476232918797.24799
ind,1992,497947659154.03906
ind,1993,518501025040.19598
ind,1994,556215876288.47803
ind,1995,593149509508.26794
ind,1996,628354670676.73499
ind,1997,668290491420.08496
ind,1998,712045269322.51001
ind,1999,778138440226.50195
ind,2000,786581567051.72302
ind,2001,827505457277.34204
ind,2002,856646915948.55298
ind,2003,923196986097.32886
ind,2004,1024819311968.90002
ind,2005,1128241729452.36011
ind,2006,1211424389977.12012
ind,2007,1343858548706.37988
ind,2008,1369016746704.58008
ind,2009,1503554975792.41992
ind,2010,1639099875874.97998
ind,2011,1739198121758.66992
ind,2012,1818174675916.78003
ind,2013,1869721162678.71997
ind,2014,1999323986938.54004
ind,2015,2136241847895.17993
ind,2016,2275289421022.83008
ind,2017,2462714783302.18018
ind,2018,2662370626277.95996
ind,2019,2788723066688.97021
ind,2020,2561521147652.37012
irl,1970,39494289644.4867
irl,1971,41093770084.689
irl,1972,44280933514.52769
irl,1973,48304191463.8418
irl,1974,49359898526.8359
irl,1975,47823860033.7195
irl,1976,50484823661.0246
irl,1977,54496500514.7863
irl,1978,59479491552.5425
irl,1979,63801279478.2597
irl,1980,62345272368.9699
irl,1981,64258920260.2558
irl,1982,62906569392.7726
irl,1983,61446822115.5285
irl,1984,62077718882.9601
irl,1985,62707304206.155
irl,1986,63424037328.857
irl,1987,63078690346.521
irl,1988,64249526014.61089
irl,1989,68841342749.5968
irl,1990,73450251530.66278
irl,1991,73423659835.21318
irl,1992,73040445177.9202
irl,1993,73769922165.6839
irl,1994,77995571908.94131
irl,1995,83881546669.81009
irl,1996,90837256065.14909
irl,1997,99593287705.1257
irl,1998,109404386219.158
irl,1999,118968940983.278
irl,2000,129721426790.10699
irl,2001,136722219022.731
irl,2002,143362411799.311
irl,2003,149987701598.745
irl,2004,156588313612.465
irl,2005,171621340093.789
irl,2006,183320438999.12799
irl,2007,191039708508.71799
irl,2008,183766913643.39301
irl,2009,167942572582.85901
irl,2010,161244974718.83099
irl,2011,163093770472.147
irl,2012,166914744250.26801
irl,2013,164221152067.875
irl,2014,178561575112.84201
irl,2015,207548974066.892
irl,2016,249998085156.30496
irl,2017,252420724305.19
irl,2018,245663808553.49097
irl,2019,350950715879.15002
irl,2020,299646348302.44
irn,1960,35022087653.3994
irn,1961,35897866300.0632
irn,1962,36314639159.3843
irn,1963,37848265960.9084
irn,1964,41098273832.6302
irn,1965,47980118094.5806
irn,1966,53127043897.868
irn,1967,59833408932.6503
irn,1968,68073055118.6657
irn,1969,74707894900.01289
irn,1970,82743670866.18329
irn,1971,91139205673.33209
irn,1972,112312015142.453
irn,1973,120389801185.73199
irn,1974,174261772810.16199
irn,1975,228580142630.104
irn,1976,270799365835.77097
irn,1977,276360634495.82501
irn,1978,247283120138.858
irn,1979,200679117387.48199
irn,1980,206707210834.92401
irn,1981,194255622281.608
irn,1982,191811921002.07297
irn,1983,226928615706.61096
irn,1984,203064019597.30496
irn,1985,198307855233.61096
irn,1986,178485157960.54599
irn,1987,171013545169.51599
irn,1988,146398776293.57101
irn,1989,155018172948.37601
irn,1990,184688717921.064
irn,1991,215721760222.14096
irn,1992,213105716302.008
irn,1993,198654891770.328
irn,1994,175938816149.685
irn,1995,180854414373.57297
irn,1996,199553682610.604
irn,1997,204252460211.50101
irn,1998,209619509771.98199
irn,1999,210014944399.26096
irn,2000,228097647272.34
irn,2001,247032581699.11801
irn,2002,277140292885.65198
irn,2003,298850564158.09894
irn,2004,321080026601.00598
irn,2005,329160797052.526
irn,2006,349731989888.81299
irn,2007,384401072577.32898
irn,2008,391480950314.37903
irn,2009,399737774460.47498
irn,2010,422137510035.466
irn,2011,421401467398.59399
irn,2012,398419385624.64496
irn,2013,386444240611.31201
irn,2014,399643843576.63202
irn,2015,373507246141.15802
irn,2016,390392375044.198
irn,2017,409721550158.83398
irn,2018,384407594034.09894
irn,2019,373628155488.78894
irn,2020,385050774771.57294
irq,2007,89108680301.1637
irq,2008,99999624827.924
irq,2009,110647011556.157
irq,2010,121571201356.405
irq,2011,134164333335.425
irq,2012,147666239662.66101
irq,2013,165723064372.05099
irq,2014,169296999906.55301
irq,2015,157943095429.55701
irq,2016,160700053917.14301
irq,2017,160986526717.84698
irq,2018,170656877811.362
irq,2019,193849390037.80801
isl,1970,3717699861.00883
isl,1971,4766421271.67902
isl,1972,4702064221.03057
isl,1973,5286793839.12028
isl,1974,6012014553.73732
isl,1975,5670793800.9326
isl,1976,5496321603.06414
isl,1977,6317050643.60259
isl,1978,6471656015.67232
isl,1979,6692505623.33159
isl,1980,7077820440.34574
isl,1981,7539625985.02074
isl,1982,8039012673.86361
isl,1983,7011751585.49086
isl,1984,7682645805.51729
isl,1985,7753980873.24115
isl,1986,8030968333.43139
isl,1987,9378158190.83039
isl,1988,9474996472.16211
isl,1989,8967062504.36687
isl,1990,9269414911.19575
isl,1991,9696064843.33372
isl,1992,9208779667.75597
isl,1993,8927988668.20451
isl,1994,9011427250.42593
isl,1995,9253330816.48902
isl,1996,9850634784.49259
isl,1997,10487677998.4479
isl,1998,11998719520.6867
isl,1999,12499033704.9656
isl,2000,13285641906.591
isl,2001,13029717781.7915
isl,2002,12803006655.253
isl,2003,13500720141.7964
isl,2004,14861497457.8759
isl,2005,16900002118.7957
isl,2006,18734802890.2558
isl,2007,18772740284.1213
isl,2008,17490435158.4012
isl,2009,14180631854.5965
isl,2010,13829718465.9618
isl,2011,14263515314.6456
isl,2012,14452759443.0702
isl,2013,14586138849.291
isl,2014,15238083475.058
isl,2015,16206006148.9399
isl,2016,17449165386.5491
isl,2017,18688134733.2278
isl,2018,19564333714.9673
isl,2019,19752697285.9532
isl,2020,19324607679.3198
isr,1970,47059896145.10529
isr,1971,50908347497.96329
isr,1972,54602340722.9536
isr,1973,63771164272.5441
isr,1974,65941152351.9576
isr,1975,68899102439.86121
isr,1976,66552564469.7913
isr,1977,64534261824.1071
isr,1978,69151248831.5253
isr,1979,72014079584.9236
isr,1980,70353928647.9998
isr,1981,75768218944.29918
isr,1982,78874195188.8857
isr,1983,82765224647.31369
isr,1984,80107726341.0661
isr,1985,79849097294.28419
isr,1986,84424331032.11708
isr,1987,93734959993.13928
isr,1988,95716562325.8009
isr,1989,93258895073.11021
isr,1990,102006193216.41499
isr,1991,114888094421.33701
isr,1992,121596688992.75301
isr,1993,129361730200.24899
isr,1994,138370304789.67499
isr,1995,146686093821.01999
isr,1996,155987960121.77899
isr,1997,160292276660.521
isr,1998,165294928519.35999
isr,1999,172141249088.80399
isr,2000,181424427683.20401
isr,2001,185857189400.112
isr,2002,186413697954.63297
isr,2003,183359794691.48001
isr,2004,188905687491.95999
isr,2005,195700972942.841
isr,2006,205560638308.82101
isr,2007,218782211912.01096
isr,2008,223632405471.46399
isr,2009,224758551520.08896
isr,2010,236862932635.82199
isr,2011,252025433300.45901
isr,2012,261092495347.54095
isr,2013,269709431070.70901
isr,2014,282338659491.44598
isr,2015,290685192058.65997
isr,2016,310673231250.80402
isr,2017,323442423223.70398
isr,2018,337850277432.35693
isr,2019,350061412546.63202
isr,2020,335257508425.88293
ita,1970,863297518804.29602
ita,1971,875647793044.16785
ita,1972,909584456063.125
ita,1973,978122522340.17285
ita,1974,1023147244449.23999
ita,1975,977700918536.86401
ita,1976,1045398531018.29004
ita,1977,1056957100130.41003
ita,1978,1080963785876.67004
ita,1979,1152186235379.12012
ita,1980,1226176462424.37012
ita,1981,1223381916773.57007
ita,1982,1233636154736.12012
ita,1983,1231716728501.69995
ita,1984,1280336445460.3999
ita,1985,1317978575308.48999
ita,1986,1366316555877.8999
ita,1987,1428377463421.54004
ita,1988,1489783622999.13989
ita,1989,1539742323414.02002
ita,1990,1580124972292.20996
ita,1991,1616313785599.77002
ita,1992,1630137755912.93994
