geo,time,bm_trf_pwkr_cd_dt
gnb,2005,5351981.98852
gnb,2006,4322131.85612
gnb,2007,4330027.10389
gnb,2008,16750187.02337
gnb,2009,20190171.0343
gnb,2010,19650119.0243
gnb,2011,29957650.22714
gnb,2012,24964980.51466
gnb,2013,34545175.90962
gnb,2014,36523915.58014
gnb,2015,38406676.66791
gnb,2016,23574000
gnb,2017,48288166.8385
gnb,2018,56715457.49134
gnb,2019,98051579.00713
gnq,1994,331409.30082
grc,1976,45000000
grc,1977,55000000
grc,1978,55000000
grc,1979,59000000
grc,1980,59000000
grc,1981,65000000
grc,1982,64000000
grc,1983,77000000
grc,1984,58000000
grc,1985,45000000
grc,1986,60000000
grc,1987,77000000
grc,1988,95000000
grc,1989,118000000
grc,1990,122000000
grc,1991,118000000
grc,1992,173000000
grc,1993,250000000
grc,1994,222000000
grc,1995,300000000
grc,1996,319000000
grc,1997,342000000
grc,1998,0
grc,1999,630571333.59704
grc,2000,545099711.90963
grc,2001,536152678.48165
grc,2002,411733893.82421
grc,2003,379474780.25099
grc,2004,496954583.84159
grc,2005,902051035.9719
grc,2006,982316113.00374
grc,2007,1459483045.07015
grc,2008,1912066619.81855
grc,2009,1844438806.03419
grc,2010,1931819013.07155
grc,2011,1941807064.30086
grc,2012,1437386208.76628
grc,2013,1291061264.93958
grc,2014,1424499197.40174
grc,2015,1870201142.471
grc,2016,1800318875.52918
grc,2017,2083354726.70232
grc,2018,2287128999.21003
grc,2019,2666198439.31114
grc,2020,2725263243.97497
grd,1980,2599999.905
grd,1981,5199999.809
grd,1982,5099999.905
grd,1983,4300000.191
grd,1984,5162962.914
grd,1985,6025926.113
grd,1986,6888888.836
grd,1987,7296296.12
grd,1988,7518518.448
grd,1989,111111.1119
grd,1990,25925.92593
grd,1991,22222.22222
grd,1992,18518.51852
grd,1993,18518.51852
grd,1994,18518.51852
grd,1995,25925.92593
grd,1997,822222.22222
grd,1998,892592.59259
grd,1999,940740.74074
grd,2000,1214814.81481
grd,2001,1214814.81481
grd,2002,1214814.81481
grd,2003,1214814.81481
grd,2004,1214814.81481
grd,2005,1422548.14815
grd,2006,1476888.88889
grd,2007,1595040
grd,2008,1795856.2963
grd,2009,1496148.14815
grd,2010,1511708.14815
grd,2011,1554409.62963
grd,2012,1600109.25926
grd,2013,1665146.2963
grd,2014,43759149.69831
grd,2015,47650085.51029
grd,2016,47840931.25667
grd,2017,52198995.45667
grd,2018,54506715.36624
grd,2019,55659995.9883
grd,2020,49669769.23846
gtm,1977,8000000
gtm,1978,7199999.809
gtm,1979,8100000.381
gtm,1980,11399999.62
gtm,1981,7099999.905
gtm,1982,3200000.048
gtm,1983,3200000.048
gtm,1984,7199999.809
gtm,1985,6000000
gtm,1986,6000000
gtm,1987,7500000
gtm,1988,5500000
gtm,1989,9300000.191
gtm,1990,13500000
gtm,1991,19200000
gtm,1992,19700000
gtm,1993,8600000
gtm,1994,10600000
gtm,1995,7800000
gtm,1996,12700000
gtm,1997,20500000
gtm,1998,33300000
gtm,1999,26900000
gtm,2000,55600000
gtm,2001,32488093.31028
gtm,2002,81922957.21
gtm,2003,86086000
gtm,2004,33700000
gtm,2005,42100000
gtm,2006,45500000
gtm,2007,16900000
gtm,2008,26473340
gtm,2009,21976600
gtm,2010,20762470
gtm,2011,26790600
gtm,2012,27905200
gtm,2013,27745530
gtm,2014,26125590
gtm,2015,22906100
gtm,2016,18786480
gtm,2017,18333870
gtm,2018,18910290
gtm,2019,18007690
gtm,2020,18664570
guy,1981,426666.677
guy,1992,2720000
guy,1993,9050000
guy,1994,8550000
guy,1995,8970000
guy,1996,23300000
guy,1997,17900000
guy,1998,21600000
guy,1999,27200000
guy,2000,27400000
guy,2001,24100000
guy,2002,53100000
guy,2003,50400000
guy,2004,80627000
guy,2005,54806000
guy,2006,48429000
guy,2007,61144000
guy,2008,72154442.74
guy,2009,85624875.03
guy,2010,128119878.58736
guy,2011,138270000
guy,2012,183688021.18793
guy,2013,122837355.31877
guy,2014,122229530.3236
guy,2015,131992083.34342
guy,2016,137963412.6034
guy,2017,139331508.19052
guy,2018,142391133.68979
guy,2019,149060525.50663
guy,2020,130319223.24514
hkg,1998,175202272.33603
hkg,1999,167069717.54144
hkg,2000,225384932.67788
hkg,2001,308510999.73826
hkg,2002,298887656.53351
hkg,2003,317206835.76758
hkg,2004,320620656.09914
hkg,2005,348086664.35496
hkg,2006,376550918.42814
hkg,2007,387625008.90792
hkg,2008,393106655.33353
hkg,2009,413326243.77411
hkg,2010,482936786.17641
hkg,2011,554344973.67852
hkg,2012,607118505.22315
hkg,2013,656398055.16194
hkg,2014,711498699.13463
hkg,2015,758670560.60078
hkg,2016,816526002.58458
hkg,2017,875473343.78996
hkg,2018,933973045.81454
hkg,2019,997216059.34335
hkg,2020,908545967.36115
hnd,1996,8100000
hnd,1997,9500000
hnd,1998,500000
hnd,1999,600000
hnd,2000,9400000
hnd,2001,11500000
hnd,2002,10900000
hnd,2003,12004818.71
hnd,2004,16634547
hnd,2005,483545.77219
hnd,2006,2121696.76664
hnd,2007,2487220
hnd,2008,36950000
hnd,2009,27187940.39
hnd,2010,27285337.54618
hnd,2011,32975283.76749
hnd,2012,36431743.42234
hnd,2013,40938147.3901
hnd,2014,42100000
hnd,2015,41100000
hnd,2016,41100000
hnd,2017,261148690.27921
hnd,2018,288137023.04587
hnd,2019,329933337.22785
hnd,2020,291710443.51771
hrv,1996,14678982.042
hrv,1997,37422012.699
hrv,1998,35479433.537
hrv,1999,43294100.489
hrv,2000,64996306.20624
hrv,2001,70878588.59392
hrv,2002,87132886.65152
hrv,2003,109470730.83654
hrv,2004,116977780.96321
hrv,2005,197045573.16394
hrv,2006,262222956.97391
hrv,2007,345284588.72342
hrv,2008,392883995.38424
hrv,2009,350236765.72953
hrv,2010,332843888.29573
hrv,2011,363441737.24727
hrv,2012,247440156.42689
hrv,2013,390283258.89615
hrv,2014,443471012.2047
hrv,2015,413628813.95857
hrv,2016,424775676.74111
hrv,2017,466626626.71098
hrv,2018,532498242.04408
hrv,2019,532746198.79738
hrv,2020,570213470.04735
hti,1971,5400000.095
hti,1972,3279988.05
hti,1973,7940000.057
hti,1974,10399991.04
hti,1975,39380001.07
hti,1976,44840000.15
hti,1977,44099998.47
hti,1978,47279998.78
hti,1979,50680000.31
hti,1980,54340000.15
hti,1981,61840000.15
hti,1982,47340000.15
hti,1983,43479999.54
hti,1984,45000000
hti,1985,47240001.68
hti,1986,53400001.53
hti,1987,56919998.17
hti,1988,60680000.31
hti,1989,63459999.08
hti,2000,11000000
hti,2001,19340000
hti,2002,22000000
hti,2003,31350000
hti,2004,38520000
hti,2005,59686000
hti,2006,75515000
hti,2007,96408000
hti,2008,117080211.67778
hti,2009,134824003.77778
hti,2010,166978561.66066
hti,2011,240237393.53333
hti,2012,231924077.15556
hti,2013,247694320.73333
hti,2014,248597074.39563
hti,2015,247297661.25066
hti,2016,266344547.11798
hti,2017,297710340.43014
hti,2018,309385081.65433
hti,2019,284118893.02236
hun,1995,125795057.97427
hun,1996,79687942.91468
hun,1997,72976531.10377
hun,1998,59806975.3938
hun,1999,80264886.41931
hun,2000,301289544.43423
hun,2001,314975099.90734
hun,2002,391634248.22588
hun,2003,483626364.34392
hun,2004,581761711.53286
hun,2005,697440225.27386
hun,2006,797907342.13865
hun,2007,999774697.21375
hun,2008,1119427431.32393
hun,2009,896315897.16876
hun,2010,859892487.21343
hun,2011,913931692.60245
hun,2012,863097189.42636
hun,2013,858480889.19351
hun,2014,868845038.20217
hun,2015,676851846.05136
hun,2016,782106347.66667
hun,2017,863352790.18161
hun,2018,1093917694.94005
hun,2019,1386506530.29767
hun,2020,1353467575.21369
idn,2004,913221515.5788
idn,2005,1178915744.91106
idn,2006,1359066195.95657
idn,2007,1654250000
idn,2008,1971467529.68484
idn,2009,2701592136.1781
idn,2010,2839937799.40017
idn,2011,3163740018.45565
idn,2012,3633613324.98246
idn,2013,3951108963.41336
idn,2014,4119081643.74152
idn,2015,4605139443.45581
idn,2016,5150593774.53716
idn,2017,5177356261.76192
idn,2018,5148052050.62653
idn,2019,5070875384.27098
idn,2020,4546939545.85202
ind,1976,9138853.073
ind,1977,11641249.66
ind,1978,57404830.93
ind,1979,10211729.05
ind,1980,29241802.22
ind,1981,15402512.55
ind,1982,13516844.75
ind,1983,39727378.85
ind,1984,27499765.4
ind,1985,30896383.29
ind,1986,42055763.24
ind,1987,65468292.24
ind,1988,93125846.86
ind,1989,98650077.82
ind,1990,105592307.84985
ind,1991,51584170.42577
ind,1992,67776932.44763
ind,1993,259423927.22807
ind,1994,350832857.49882
ind,1995,419173566.67367
ind,1996,537989269.68879
ind,1997,161582930.28486
ind,1998,44157098.00587
ind,1999,36167394.58091
ind,2000,486141918.92059
ind,2001,751084697.32803
ind,2002,1186800148.05182
ind,2003,1265419810.02876
ind,2004,1652783174.47976
ind,2005,1348282857.83685
ind,2006,1561865362.25486
ind,2007,2059330846.41695
ind,2008,3812363580.52741
ind,2009,2889988304.59485
ind,2010,3828678498.46335
ind,2011,4077745355.88492
ind,2012,4963082153.94881
ind,2013,6431771261.44381
ind,2014,6221785952.85526
ind,2015,4882832496.02911
ind,2016,5622636934.7372
ind,2017,6958929627.68117
ind,2018,6781570846.83791
ind,2019,7531590149.75828
ind,2020,7010825358.50111
irl,1984,87452072.14
irl,1985,61831905.36
irl,1986,92841346.74
irl,1987,195164474.5
irl,1988,152347991.9
irl,1989,127232048
irl,1990,165348129.3
irl,1991,167839157.1
irl,1992,177219314.6
irl,1993,159769455
irl,1994,161722656.3
irl,1995,173176376.3
irl,1996,179248428.3
irl,1997,169957229.6
irl,1998,166191528.3
irl,1999,120483360.3
irl,2000,180892623.9
irl,2001,273767791.7
irl,2002,587765564
irl,2003,787950378.4
irl,2004,997123779.3
irl,2005,1440042290.39798
irl,2006,1853312504.71345
irl,2007,2519896788.50883
irl,2008,2672746704.51796
irl,2009,2550787027.0859
irl,2010,2266001454.83405
irl,2011,2194956463.94751
irl,2012,954420592.64268
irl,2013,909845132.09398
irl,2014,934065654.95639
irl,2015,703547560.97483
irl,2016,694032242.94115
irl,2017,1613257566.03686
irl,2018,725122899.67033
irl,2019,754350354.11256
irl,2020,612258423.42913
irq,2005,82500000
irq,2006,781300000
irq,2007,17300000
irq,2008,31400000
irq,2009,26700000
irq,2010,48400000
irq,2011,78000000
irq,2012,548000000
irq,2013,484000000
irq,2014,599300000
irq,2015,539300000
irq,2016,349600000
irq,2017,396200000
irq,2018,499700000
irq,2019,664300000
irq,2020,580700000
isl,1976,300000.0119
isl,1977,2000000
isl,1978,3900000.095
isl,1979,5099999.905
isl,1980,5500000
isl,1981,4599999.905
isl,1982,5300000.191
isl,1983,3799999.952
isl,1984,5599999.905
isl,1985,4800000.191
isl,1986,6699999.809
isl,1987,17299999.24
isl,1988,16500000
isl,1989,16799999.24
isl,1990,11713797.06166
isl,1991,14966201.99766
isl,1992,12560952.42635
isl,1993,10409042.52542
isl,1994,7365355.90665
isl,1995,21252091.27465
isl,1996,15572460.89602
isl,1997,19909493.76445
isl,1998,16108858.52984
isl,1999,13955216.07114
isl,2000,23393861.65191
isl,2001,14302008.89488
isl,2002,20677660.07394
isl,2003,19339718.37629
isl,2004,28360551.78783
isl,2005,54426249.63088
isl,2006,81592430.75982
isl,2007,114802637.0059
isl,2008,100763350.08367
isl,2009,68067536.12892
isl,2010,67193851.38999
isl,2011,72738450.76135
isl,2012,65983578.865
isl,2013,72581958.21319
isl,2014,95087187.21022
isl,2015,84516225.69545
isl,2016,139958188.91173
isl,2017,325296099.59175
isl,2018,356216931.09242
isl,2019,376636294.16387
isl,2020,291037529.33159
isr,1970,11000000
isr,1971,11000000
isr,1972,6000000
isr,1973,6000000
isr,1974,9000000
isr,1975,20000000
isr,1976,14000000
isr,1977,8000000
isr,1978,18000000
isr,1979,15000000
isr,1980,31000000
isr,1981,38099998.47
isr,1982,452600006.1
isr,1983,511500000
isr,1984,499100006.1
isr,1985,410100006.1
isr,1986,552799987.8
isr,1987,751299987.8
isr,1988,749000000
isr,1989,731000000
isr,1990,850000000
isr,1991,795000000
isr,1992,1116700000
isr,1993,907600000
isr,1994,919200000
isr,1995,1407200000
isr,1996,2025100000
isr,1997,2399300000
isr,1998,2874000000
isr,1999,3080800000
isr,2000,3255100000
isr,2001,3038700000
isr,2002,2780500000
isr,2003,2501900000
isr,2004,2217800000
isr,2005,2205600000
isr,2006,2381200000
isr,2007,2824000000
isr,2008,3679400000
isr,2009,3464500000
isr,2010,3768500000
isr,2011,4251000000
isr,2012,4220000000
isr,2013,4837300000
isr,2014,4836600000
isr,2015,4732700000
isr,2016,5004100000
isr,2017,5873100000
isr,2018,5902400000
isr,2019,6242600000
isr,2020,5776200000
ita,1970,105599998.5
ita,1971,108243904.1
ita,1972,126869934.1
ita,1973,175003219.6
ita,1974,198391204.8
ita,1975,247421447.8
ita,1976,208277267.5
ita,1977,242560730
ita,1978,304236908
ita,1979,350365570.1
ita,1980,427576019.3
ita,1981,446069335.9
ita,1982,517390380.9
ita,1983,502223754.9
ita,1984,499334411.6
ita,1985,605836547.9
ita,1986,795286804.2
ita,1987,1287891724
ita,1988,1924740234
ita,1989,2700931641
ita,1990,3668683914.98404
ita,1991,2574479989.37844
ita,1992,2444044325.34121
ita,1993,2297129121.3714
ita,1994,2113071416.79229
ita,1995,1689112684.48779
ita,1996,1975768211.02714
ita,1997,2028258999.68221
ita,1998,2262866024.31912
ita,1999,1920713138.82784
ita,2000,1945137503.6764
ita,2001,1897127488.54403
ita,2002,2062457959.77807
ita,2003,2513531860.3248
ita,2004,2688635650.86581
ita,2005,2587678870.0183
ita,2006,2463936256.97349
ita,2007,2870256849.35639
ita,2008,14445399895.8395
ita,2009,14402098597.2509
ita,2010,12882879135.7864
ita,2011,14509942723.0181
ita,2012,11821288113.6104
ita,2013,11565682551.8043
ita,2014,11135811955.5084
ita,2015,8860397466.69268
ita,2016,8677587198.87776
ita,2017,8841573147.74546
ita,2018,9906851587.73811
ita,2019,9577332780.60067
ita,2020,10187481224.5056
jam,1976,40900001.53
jam,1977,34900001.53
jam,1978,34599998.47
jam,1979,37799999.24
jam,1980,35200000.76
jam,1981,35000000
jam,1982,32200000.76
jam,1983,36500000
jam,1984,38900001.53
jam,1985,57799999.24
jam,1986,41500000
jam,1987,40200000.76
jam,1988,23200000.76
jam,1989,24100000.38
jam,1990,10800000
jam,1991,11200000
jam,1992,11500000
jam,1993,13700000
jam,1994,32100000
jam,1995,50100000
jam,1996,70100000
jam,1997,83600000
jam,1998,105100000
jam,1999,119500000
jam,2000,152000000
jam,2001,179400000
jam,2002,242300000
jam,2003,322200000
jam,2004,390894011.0778
jam,2005,368741514.38
jam,2006,357926850.10485
jam,2007,396182577.60167
jam,2008,364617028.726
jam,2009,268997711.37292
jam,2010,279309926.90479
jam,2011,305485140.40205
jam,2012,333540513.2165
jam,2013,297425707.53858
jam,2014,275081798.34313
jam,2015,287140244.49269
jam,2016,298112484.85839
jam,2017,313969243.50194
jam,2018,309110662.71512
jam,2019,324882512.01869
jam,2020,306275537.87639
jor,1976,20482955.93
jor,1977,45614696.5
jor,1978,65464447.02
jor,1979,79917823.79
jor,1980,154422592.2
jor,1981,157463592.5
jor,1982,176992584.2
jor,1983,200530715.9
jor,1984,253816772.5
jor,1985,235973663.3
jor,1986,246961517.3
jor,1987,184380325.3
jor,1988,154724105.8
jor,1989,91060104.37
jor,1990,70515837.57357
jor,1991,61105331.16685
jor,1992,86057651.3763
jor,1993,78073089.41537
jor,1994,93023018.89882
jor,1995,107062199.93034
jor,1996,99858956.27645
jor,1997,200000000
jor,1998,207052186.17772
jor,1999,203949224.25952
jor,2000,197461212.97602
jor,2001,193234922.60421
jor,2002,193935168.95743
jor,2003,226939351.19887
jor,2004,272073342.73625
jor,2005,349224259.52045
jor,2006,401551480.9591
jor,2007,479266734.7286
jor,2008,471779167.73015
jor,2009,502253521.12676
jor,2010,605211267.60563
jor,2011,549859154.92958
jor,2012,684788732.39437
jor,2013,534929577.46479
jor,2014,675211267.60563
jor,2015,596760563.38028
jor,2016,570000000
jor,2017,672816901.40845
jor,2018,637183098.59155
jor,2019,574788732.39437
jor,2020,393098591.5493
jpn,1977,130000000
jpn,1978,160000000
jpn,1979,200000000
jpn,1980,220000000
jpn,1981,240000000
jpn,1982,330000000
jpn,1983,320000000
jpn,1984,290000000
jpn,1991,1298408203
jpn,1992,1371243774
jpn,1993,1574901367
jpn,1994,1582775146
jpn,1995,1820253784
jpn,1996,3035564720.87487
jpn,1997,3118271084.0735
jpn,1998,2913909321.22201
jpn,1999,3032998092.19385
jpn,2000,2530781278.38592
jpn,2001,2345078420.98957
jpn,2002,2678810110.40657
jpn,2003,1504285471.72806
jpn,2004,1212182602.77513
jpn,2005,1149537316.72015
jpn,2006,3332164588.64828
jpn,2007,3639371943.36539
jpn,2008,4548088347.38379
jpn,2009,3932046367.46307
jpn,2010,4365714732.55966
jpn,2011,4536170392.33335
jpn,2012,4042571070.64493
jpn,2013,2872330559.77684
jpn,2014,4214761758.33123
jpn,2015,4000341421.20351
jpn,2016,5066869685.05946
jpn,2017,5282863264.3456
jpn,2018,6150517742.84918
jpn,2019,6827885453.32526
jpn,2020,8242572043.65728
kaz,1995,6600000
kaz,1996,19200000
kaz,1997,24100000
kaz,1998,35900000
kaz,1999,60500000
kaz,2000,121441940
kaz,2001,203146500
kaz,2002,364817563.09138
kaz,2003,650850447
kaz,2004,1219483642.80936
kaz,2005,1893131774.85868
kaz,2006,2958485460.45202
kaz,2007,4212277481.71938
kaz,2008,3461671985.15995
kaz,2009,2934061283.58183
kaz,2010,3005774880.43767
kaz,2011,3409435906.80047
kaz,2012,3432439704.72868
kaz,2013,3386493735.39602
kaz,2014,3457352394.12732
kaz,2015,3181475768.05297
kaz,2016,2396148203.76026
kaz,2017,2690697275.00438
kaz,2018,2680081027.61834
kaz,2019,2660169693.95828
kaz,2020,2080834887.20674
ken,1975,5719583.035
ken,1976,17449199.68
ken,1977,12807251.93
ken,1978,22770250.32
ken,1979,18460775.38
ken,1980,13476748.47
ken,1981,13484390.26
ken,1982,10895115.85
ken,1983,11418684.01
ken,1984,6799004.555
ken,1985,5537935.257
ken,1986,6656090.26
ken,1987,9116051.674
ken,1988,7663223.743
ken,1989,2916519.403
ken,1990,6371437.34099
ken,1991,3439016.23293
ken,1992,6983926.62221
ken,1994,7136412.07071
ken,1995,8749785.30619
ken,1996,8754288.14214
ken,1997,45864899.23623
ken,1998,70600678.85109
ken,1999,26039933.42454
ken,2001,5091442.62781
ken,2002,5714347.99766
ken,2003,6584529.53811
ken,2004,34022964.82005
ken,2005,56408976.70483
ken,2006,25399012.36298
ken,2007,16364743.74845
ken,2008,64494922.35969
ken,2009,60804774.78157
ken,2010,19103834.66554
ken,2011,25857075.83463
ken,2012,14509050.04141
ken,2013,16198281.53423
ken,2014,170952600.3014
ken,2015,35050613.24959
ken,2016,17907932.44941
ken,2017,20214268.4526
ken,2018,10730012.93617
ken,2019,2563928.55204
kgz,1993,1654000
kgz,1994,3706000
kgz,1995,9817000
kgz,1996,7780000
kgz,1997,14000000
kgz,1998,15311636.18
kgz,1999,11888972
kgz,2000,11170043.83991
kgz,2001,13344072.8
kgz,2002,14369923.28394
kgz,2003,18427293.36204
kgz,2004,29582512.39376
kgz,2005,53275426.02269
kgz,2006,68113502.61415
kgz,2007,90495432.38305
kgz,2008,100559428.25671
kgz,2009,107496106.46608
kgz,2010,167720003.57832
kgz,2011,227621484.45321
kgz,2012,285908187.76769
kgz,2013,389512595.88268
kgz,2014,453942295.9655
kgz,2015,362554962.9588
kgz,2016,377876057.47342
kgz,2017,476119256.03758
kgz,2018,560492155.27722
kgz,2019,573920041.42383
kgz,2020,505591108.50723
khm,1992,14100000
khm,1993,14900000
khm,1994,38400000
khm,1995,52000000
khm,1996,77200000
khm,1997,38800000
khm,1998,41900000
khm,1999,54202170
khm,2000,59617900
khm,2001,52346450
khm,2002,69656040
khm,2003,56198080
khm,2004,56246790
khm,2005,128490500
khm,2006,120240500
khm,2007,118396500
khm,2008,170627500
khm,2009,159287131.88464
khm,2010,163000010.02665
khm,2011,192436819.10119
khm,2012,265124288.35256
khm,2013,297255644.8154
khm,2014,359610112.12649
khm,2015,314340835.23897
khm,2016,356857492.0122
khm,2017,324477385.96462
khm,2018,309802626.75574
khm,2019,279024939.88338
khm,2020,226459074.65167
kir,1979,4876816.75
kir,1980,2732724.667
kir,1981,1723712.802
kir,1982,1724377.871
kir,1983,1531510.83
kir,1984,1491857.29
kir,1985,1047562.838
kir,1986,1336921.453
kir,1987,1190326.095
kir,1988,1484481.335
kir,1989,1423378.706
kir,1990,1327029.50949
kir,1991,1557928.65596
kir,1992,1615688.82812
kir,1993,1224023.50125
kir,1994,731127.31912
kir,2006,92348.25962
kir,2007,545132.77022
kir,2008,634659.16612
kir,2009,556991.45618
kir,2010,1030968.41704
kir,2011,1200629.11286
kir,2012,1216064.72868
kir,2013,1284359.11176
kir,2014,1250194.73195
kir,2015,1027820.66
kir,2016,1035283.88511
kir,2017,1071188.7358
kir,2018,1079297.74966
kir,2019,1029772.43084
kir,2020,1056088.0278
kna,1980,1700000.048
kna,1981,2000000
kna,1982,500000
kna,1983,588888.8836
kna,1984,629629.612
kna,1985,1048148.155
kna,1986,1925925.97
kna,1987,2177777.767
kna,1988,2403703.69
kna,1989,7644444.466
kna,1990,6348148.14815
kna,1993,4003703.7037
kna,1994,2574074.07407
kna,1995,911111.11111
kna,1996,1677777.77778
kna,1997,2518518.51852
kna,1998,3166666.66667
kna,1999,2333333.33333
kna,2000,7292592.59259
kna,2001,8033333.33333
kna,2002,7761377.77778
kna,2003,7321751.85185
kna,2004,7671122.22222
kna,2005,7506981.48148
kna,2006,5364776.66667
kna,2007,5643773.33333
kna,2008,6165896.66667
kna,2009,5735364.81481
kna,2010,5634597.03704
kna,2011,6439676.66667
kna,2012,6480530
kna,2013,6741897.03704
kna,2014,16007746.38815
kna,2015,20640021.68074
kna,2016,24507970.44519
kna,2017,27522306.78519
kna,2018,24186570.03256
kna,2019,26468932.65654
kna,2020,22009006.87589
kor,1976,1000000
kor,1977,2000000
kor,1978,3000000
kor,1979,4000000
kor,1980,57700000.76
kor,1981,33299999.24
kor,1982,26799999.24
kor,1983,21399999.62
kor,1984,36599998.47
kor,1985,27000000
kor,1986,36500000
kor,1987,33900001.53
kor,1988,154800003.1
kor,1989,821400024.4
kor,1990,1008900000
kor,1991,1247900000
kor,1992,1366700000
kor,1993,1137400000
kor,1994,1299100000
kor,1995,1989100000
kor,1996,2785400000
kor,1997,2722300000
kor,1998,1634700000
kor,1999,2502400000
kor,2000,3640400000
kor,2001,4486500000
kor,2002,5862200000
kor,2003,6806100000
kor,2004,6930900000
kor,2005,6898800000
kor,2006,7462800000
kor,2007,8019300000
kor,2008,7884600000
kor,2009,7491900000
kor,2010,9544200000
kor,2011,9979800000
kor,2012,9756100000
kor,2013,9402600000
kor,2014,9977600000
kor,2015,8719500000
kor,2016,10784300000
kor,2017,12888000000
kor,2018,13530600000
kor,2019,11231600000
kor,2020,9218700000
kos,2004,172341725.55618
kos,2005,161865590.61261
kos,2006,120048126.03942
kos,2007,96115411.94105
kos,2008,127064213.16758
kos,2009,155674358.06072
kos,2010,127120642.66216
kos,2011,151105057.1113
kos,2012,117999218.44959
kos,2013,106278640.23997
kos,2014,99795784.78193
kos,2015,68395898.16736
kos,2016,66754503.01423
kos,2017,61995082.33049
kos,2018,58958746.84313
kos,2019,42016018.43618
kos,2020,49721161.45937
kwt,1975,275831329.3
kwt,1976,314651031.5
kwt,1977,369897338.9
kwt,1978,432644287.1
kwt,1979,531903198.2
kwt,1980,691830505.4
kwt,1981,688701965.3
kwt,1982,875270507.8
kwt,1983,864563232.4
kwt,1984,962636474.6
kwt,1985,1044045288
kwt,1986,1083984131
kwt,1987,1101688110
kwt,1988,1179087891
kwt,1989,1283275757
kwt,1990,769617444.66208
kwt,1991,425653800
kwt,1992,828721745.02198
kwt,1993,1229133715.83356
kwt,1994,1330547313.22665
kwt,1995,1353670917.21103
kwt,1996,1376046147.15484
kwt,1997,1374655023.81112
kwt,1998,1611126868.7267
kwt,1999,1731191226.00313
kwt,2000,1734302376.59735
kwt,2001,1784912694.48777
kwt,2002,1925543131.95502
kwt,2003,2143876846.36308
kwt,2004,2404479131.31999
kwt,2005,2647602739.72603
kwt,2006,3183238047.84489
kwt,2007,9763770985.32723
kwt,2008,10322571365.5466
kwt,2009,11749212891.6192
kwt,2010,11864003972.95
kwt,2011,13012206030.134
kwt,2012,15459199374.3215
kwt,2013,17711480680.7188
kwt,2014,18128476350.2661
kwt,2015,15202536401.3565
kwt,2016,15287570250.0848
kwt,2017,13760108803.0924
kwt,2018,14346861711.1383
kwt,2019,18855161641.2345
kwt,2020,17357178322.8966
lao,1992,200000
lao,1993,200000
lao,1994,500000
lao,1995,400000
lao,1996,400000
lao,1997,400000
lao,1998,400000
lao,1999,400000
lao,2000,440000
lao,2001,463050
lao,2002,486202.5
lao,2003,996715.125
lao,2004,800000
lao,2005,840000
lao,2006,5410944
lao,2007,6000000
lao,2008,9360745.82
lao,2009,22370007.92
lao,2010,19314932.66
lao,2011,75643119.06
lao,2012,70175689.28
lao,2013,68704000.84
lao,2014,54165306.36
lao,2015,43338071.87
lao,2016,39476133.67
lao,2017,103058585.60507
lao,2018,123785020.55765
lao,2019,106033680.86
lao,2020,96284527.79
lbn,2002,2520630000
lbn,2003,4081075682.46125
lbn,2004,4232697026.26875
lbn,2005,4011675054.69344
lbn,2006,3445148821.73469
lbn,2007,2961900000
lbn,2008,4365960000
lbn,2009,5749154020.49415
lbn,2010,4390475745.49137
lbn,2011,4377027028.4
lbn,2012,4698442226.5
lbn,2013,4949422789
lbn,2014,4288964954.6
lbn,2015,3674947485.1
lbn,2016,4170870499.8
lbn,2017,4452964985.3
lbn,2018,5007029016.94585
lbn,2019,4335489409.46761
lbn,2020,2945798901.60726
lbr,1979,34999988.56
lbr,1980,31999990.46
lbr,1981,32999992.37
lbr,1982,74999977.11
lbr,1983,125999961.9
lbr,1984,120899963.4
lbr,1985,102399971
lbr,1986,136199966.4
lbr,1987,125899963.4
lbr,2004,176171.4053
lbr,2005,193788.54669
lbr,2006,213167.29152
lbr,2007,255220.25744
lbr,2008,480663.4
lbr,2009,1008165.60558
lbr,2010,300506670.22042
lbr,2011,306604494.22853
lbr,2012,434537277.79159
lbr,2013,394922690.70587
lbr,2014,364440780.57513
lbr,2015,339788070.5554
lbr,2016,357014804.50003
lbr,2017,315532437.82457
lbr,2018,339065011.92702
lbr,2019,251179523.75796
lby,1977,839720214.8
lby,1978,931934021
lby,1979,831613464.4
lby,1980,1052184448
lby,1981,1530813477
lby,1982,1574718018
lby,1983,2031730835
lby,1984,1240318481
lby,1985,858967834.5
lby,1986,489860687.3
lby,1987,466285003.7
lby,1988,496909698.5
lby,1989,471626220.7
lby,1990,445657364.32972
lby,1991,408936302.20182
lby,1992,394241440.86231
lby,1993,323947593.78476
lby,1994,282746809.68084
lby,1995,221932618.06544
lby,1996,271520289.98829
lby,1997,192029739.35802
lby,1998,207881338.6799
lby,1999,213017908.78686
lby,2000,463000000
lby,2001,683000000
lby,2002,786000000
lby,2003,676000000
lby,2004,975000000
lby,2005,914000000
lby,2006,945000000
lby,2007,762200000
lby,2008,964200000
lby,2009,1361000000
lby,2010,1609000000
lby,2011,650000000
lby,2012,1971000000
lby,2013,3199300000
lby,2014,1119700000
lby,2015,839800000
lby,2016,755800000
lby,2017,680200000
lby,2018,744200000
lby,2019,763000000
lca,1982,500000
lca,1983,1049999.952
lca,1984,1600000.024
lca,1985,1600000.024
