geo,time,sh_tbs_cure_zs
tun,2019,90
tur,2000,73
tur,2001,72
tur,2002,65
tur,2003,72
tur,2004,81
tur,2005,88
tur,2006,91
tur,2007,91
tur,2008,91
tur,2009,90
tur,2010,89
tur,2011,90
tur,2012,88
tur,2013,86
tur,2014,87
tur,2015,87
tur,2016,87
tur,2017,86
tur,2018,85
tur,2019,83
tuv,2000,86
tuv,2002,25
tuv,2004,100
tuv,2005,86
tuv,2006,78
tuv,2007,74
tuv,2008,88
tuv,2009,83
tuv,2010,93
tuv,2011,83
tuv,2012,70
tuv,2013,78
tuv,2014,47
tuv,2015,79
tuv,2016,81
tuv,2017,68
tuv,2018,93
tuv,2019,87
tza,2000,78
tza,2001,81
tza,2002,80
tza,2003,81
tza,2004,82
tza,2005,83
tza,2006,85
tza,2007,88
tza,2008,88
tza,2009,88
tza,2010,89
tza,2011,88
tza,2012,90
tza,2013,91
tza,2014,90
tza,2015,90
tza,2016,90
tza,2017,90
tza,2018,92
tza,2019,93
uga,2000,63
uga,2001,56
uga,2002,60
uga,2003,68
uga,2004,70
uga,2005,73
uga,2006,68
uga,2007,72
uga,2008,67
uga,2009,64
uga,2010,68
uga,2011,73
uga,2012,77
uga,2013,75
uga,2014,75
uga,2015,75
uga,2016,77
uga,2017,72
uga,2018,74
uga,2019,82
ukr,2006,70
ukr,2007,71
ukr,2008,71
ukr,2009,60
ukr,2010,69
ukr,2011,67
ukr,2012,71
ukr,2013,71
ukr,2014,72
ukr,2015,75
ukr,2016,76
ukr,2017,76
ukr,2018,77
ukr,2019,79
ury,2000,85
ury,2001,85
ury,2002,82
ury,2005,79
ury,2006,82
ury,2007,83
ury,2008,82
ury,2009,77
ury,2010,84
ury,2011,84
ury,2012,78
ury,2013,79
ury,2014,75
ury,2015,77
ury,2016,73
ury,2017,73
ury,2018,72
ury,2019,73
usa,2000,83
usa,2001,83
usa,2002,83
usa,2003,83
usa,2004,84
usa,2005,83
usa,2006,84
usa,2007,85
usa,2008,86
usa,2009,62
usa,2010,66
usa,2011,80
usa,2012,84
usa,2013,83
usa,2014,85
usa,2015,83
usa,2016,80
usa,2017,77
usa,2018,79
usa,2019,75
uzb,2000,80
uzb,2001,76
uzb,2002,80
uzb,2003,85
uzb,2004,89
uzb,2005,85
uzb,2006,86
uzb,2007,81
uzb,2008,86
uzb,2009,86
uzb,2010,86
uzb,2011,85
uzb,2012,84
uzb,2013,83
uzb,2014,87
uzb,2015,89
uzb,2016,88
uzb,2017,89
uzb,2018,92
uzb,2019,90
vct,2000,100
vct,2001,80
vct,2004,86
vct,2006,57
vct,2008,91
vct,2009,0
vct,2010,0
vct,2011,41
vct,2016,67
vct,2017,67
vct,2018,33
vct,2019,100
ven,2000,76
ven,2001,78
ven,2002,82
ven,2003,82
ven,2004,81
ven,2005,83
ven,2006,82
ven,2007,82
ven,2008,83
ven,2009,84
ven,2010,82
ven,2011,80
ven,2012,82
ven,2013,81
ven,2014,80
ven,2015,83
ven,2016,82
ven,2017,82
ven,2018,84
ven,2019,81
vgb,2000,0
vgb,2002,0
vgb,2004,100
vgb,2009,100
vgb,2013,100
vnm,2000,92
vnm,2001,93
vnm,2002,92
vnm,2003,92
vnm,2004,92
vnm,2005,92
vnm,2006,92
vnm,2007,91
vnm,2008,92
vnm,2009,92
vnm,2010,92
vnm,2011,93
vnm,2012,91
vnm,2013,89
vnm,2014,91
vnm,2015,92
vnm,2016,92
vnm,2017,92
vnm,2018,91
vnm,2019,91
vut,2000,88
vut,2001,88
vut,2002,79
vut,2003,75
vut,2004,95
vut,2005,82
vut,2006,84
vut,2007,86
vut,2008,94
vut,2009,93
vut,2010,81
vut,2011,82
vut,2012,91
vut,2013,85
vut,2014,87
vut,2015,77
vut,2016,88
vut,2017,96
vut,2018,90
vut,2019,85
wsm,2000,92
wsm,2001,77
wsm,2002,84
wsm,2004,79
wsm,2005,96
wsm,2007,81
wsm,2008,59
wsm,2009,83
wsm,2010,86
wsm,2011,83
wsm,2012,86
wsm,2013,83
wsm,2014,78
wsm,2015,95
wsm,2016,85
wsm,2017,57
wsm,2018,73
wsm,2019,89
yem,2000,72
yem,2001,76
yem,2002,80
yem,2003,82
yem,2004,82
yem,2005,80
yem,2006,83
yem,2007,84
yem,2008,85
yem,2009,88
yem,2010,87
yem,2011,89
yem,2012,88
yem,2013,90
yem,2014,86
yem,2015,87
yem,2016,89
yem,2017,89
yem,2018,88
yem,2019,85
zaf,2000,63
zaf,2001,61
zaf,2002,68
zaf,2003,67
zaf,2004,65
zaf,2005,69
zaf,2006,70
zaf,2007,71
zaf,2008,73
zaf,2009,68
zaf,2010,53
zaf,2011,77
zaf,2012,77
zaf,2013,78
zaf,2014,78
zaf,2015,81
zaf,2016,82
zaf,2017,77
zaf,2018,71
zaf,2019,79
zmb,2000,67
zmb,2001,74
zmb,2002,80
zmb,2003,75
zmb,2004,83
zmb,2005,86
zmb,2006,84
zmb,2007,83
zmb,2008,85
zmb,2009,90
zmb,2010,89
zmb,2011,88
zmb,2012,85
zmb,2013,85
zmb,2014,85
zmb,2015,85
zmb,2016,88
zmb,2017,90
zmb,2018,90
zmb,2019,89
zwe,2000,69
zwe,2001,71
zwe,2002,67
zwe,2003,66
zwe,2004,48
zwe,2005,66
zwe,2006,67
zwe,2007,78
zwe,2008,70
zwe,2009,75
zwe,2010,76
zwe,2011,80
zwe,2012,81
zwe,2013,80
zwe,2014,81
zwe,2015,81
zwe,2016,81
zwe,2017,83
zwe,2018,84
zwe,2019,84
