geo,time,sh_tbs_cure_zs
bgr,2004,85
bgr,2005,88
bgr,2006,85
bgr,2007,82
bgr,2008,85
bgr,2009,87
bgr,2010,87
bgr,2011,86
bgr,2012,87
bgr,2013,85
bgr,2014,86
bgr,2015,84
bgr,2016,85
bgr,2017,84
bgr,2018,86
bgr,2019,82
bhr,2000,73
bhr,2001,87
bhr,2002,88
bhr,2003,97
bhr,2004,93
bhr,2005,94
bhr,2006,97
bhr,2007,52
bhr,2008,66
bhr,2009,99
bhr,2010,96
bhr,2011,61
bhr,2012,44
bhr,2016,68
bhr,2018,47
bhr,2019,17
bhs,2001,64
bhs,2002,59
bhs,2003,62
bhs,2004,62
bhs,2005,52
bhs,2006,74
bhs,2007,64
bhs,2008,70
bhs,2009,76
bhs,2010,69
bhs,2011,65
bhs,2012,84
bhs,2013,76
bhs,2014,84
bhs,2015,82
bhs,2016,66
bhs,2017,71
bhs,2018,72
bhs,2019,75
bih,2000,94
bih,2001,98
bih,2002,95
bih,2003,94
bih,2004,98
bih,2005,97
bih,2006,97
bih,2007,97
bih,2008,92
bih,2009,96
bih,2010,98
bih,2011,72
bih,2012,84
bih,2013,82
bih,2014,77
bih,2015,65
bih,2016,56
bih,2017,45
bih,2018,28
bih,2019,32
blr,2003,73
blr,2004,74
blr,2005,93
blr,2006,80
blr,2007,82
blr,2008,80
blr,2009,77
blr,2010,78
blr,2011,71
blr,2012,85
blr,2013,87
blr,2014,88
blr,2015,89
blr,2016,89
blr,2017,89
blr,2018,88
blr,2019,89
blz,2000,78
blz,2001,66
blz,2002,85
blz,2003,89
blz,2004,52
blz,2005,70
blz,2007,46
blz,2008,83
blz,2010,0
blz,2012,55
blz,2013,36
blz,2014,35
blz,2015,67
blz,2016,62
blz,2017,71
blz,2018,67
blz,2019,66
bmu,2009,0
bmu,2010,0
bmu,2011,0
bmu,2012,100
bmu,2016,50
bmu,2017,100
bmu,2018,100
bmu,2019,50
bol,2000,79
bol,2001,82
bol,2002,84
bol,2003,81
bol,2004,74
bol,2005,75
bol,2006,75
bol,2007,80
bol,2008,81
bol,2009,85
bol,2010,85
bol,2011,82
bol,2012,84
bol,2013,85
bol,2014,83
bol,2015,84
bol,2016,87
bol,2017,83
bol,2018,81
bol,2019,83
bra,2000,71
bra,2001,55
bra,2002,80
bra,2003,77
bra,2004,72
bra,2005,72
bra,2006,69
bra,2007,72
bra,2008,69
bra,2009,70
bra,2010,72
bra,2011,73
bra,2012,72
bra,2013,72
bra,2014,71
bra,2015,71
bra,2016,72
bra,2017,71
bra,2018,71
bra,2019,69
brb,2003,100
brb,2005,93
brb,2006,100
brb,2007,100
brb,2008,100
brb,2009,100
brb,2010,100
brb,2012,100
brb,2013,100
brb,2014,100
brb,2016,100
brn,2000,63
brn,2001,56
brn,2002,84
brn,2003,60
brn,2004,72
brn,2005,71
brn,2006,83
brn,2007,77
brn,2008,84
brn,2009,62
brn,2010,78
brn,2011,66
brn,2012,71
brn,2013,73
brn,2014,65
brn,2015,74
brn,2016,72
brn,2017,75
brn,2018,77
brn,2019,75
btn,2000,90
btn,2001,93
btn,2002,86
btn,2003,90
btn,2004,82
btn,2005,82
btn,2006,86
btn,2007,91
btn,2008,91
btn,2009,92
btn,2010,91
btn,2011,91
btn,2012,92
btn,2013,91
btn,2014,90
btn,2015,92
btn,2016,95
btn,2017,93
btn,2018,95
btn,2019,94
bwa,2000,77
bwa,2001,78
bwa,2002,71
bwa,2003,77
bwa,2004,65
bwa,2005,70
bwa,2006,72
bwa,2007,64
bwa,2008,58
bwa,2009,76
bwa,2010,78
bwa,2011,76
bwa,2012,76
bwa,2013,73
bwa,2014,77
bwa,2015,79
bwa,2016,79
bwa,2017,78
bwa,2018,82
bwa,2019,72
caf,2000,58
caf,2001,54
caf,2003,59
caf,2004,88
caf,2005,68
caf,2007,67
caf,2008,71
caf,2009,47
caf,2010,59
caf,2011,59
caf,2012,68
caf,2013,70
caf,2014,70
caf,2015,78
caf,2016,78
caf,2017,78
caf,2018,79
caf,2019,81
can,2000,35
can,2001,42
can,2002,36
can,2003,45
can,2004,61
can,2005,70
can,2006,60
can,2007,67
can,2008,79
can,2009,77
can,2010,78
can,2011,66
can,2012,79
can,2013,82
can,2014,82
can,2015,84
can,2016,78
can,2017,80
can,2018,78
can,2019,79
che,2016,68
che,2017,78
che,2018,82
che,2019,68
chl,2000,82
chl,2001,83
chl,2002,86
chl,2003,85
chl,2004,83
chl,2005,83
chl,2006,85
chl,2007,85
chl,2008,72
chl,2009,72
chl,2010,71
chl,2011,71
chl,2012,44
chl,2013,47
chl,2014,58
chl,2015,62
chl,2016,79
chl,2017,78
chl,2018,73
chl,2019,74
chn,2000,93
chn,2001,95
chn,2002,92
chn,2003,93
chn,2004,92
chn,2005,92
chn,2006,92
chn,2007,93
chn,2008,93
chn,2009,94
chn,2010,95
chn,2011,95
chn,2012,95
chn,2013,95
chn,2014,94
chn,2015,94
chn,2016,93
chn,2017,93
chn,2018,94
chn,2019,94
civ,2000,57
civ,2001,72
civ,2002,65
civ,2003,72
civ,2004,69
civ,2005,74
civ,2006,73
civ,2007,71
civ,2008,75
civ,2009,77
civ,2010,75
civ,2011,76
civ,2012,79
civ,2013,80
civ,2014,79
civ,2015,80
civ,2016,82
civ,2017,83
civ,2018,84
civ,2019,84
cmr,2000,77
cmr,2001,62
cmr,2002,71
cmr,2004,71
cmr,2005,74
cmr,2006,74
cmr,2007,74
cmr,2008,75
cmr,2009,77
cmr,2010,78
cmr,2011,79
cmr,2012,79
cmr,2013,82
cmr,2014,84
cmr,2015,84
cmr,2016,84
cmr,2017,84
cmr,2018,84
cmr,2019,86
cod,2000,78
cod,2001,77
cod,2002,78
cod,2003,83
cod,2004,85
cod,2005,85
cod,2006,60
cod,2007,86
cod,2008,86
cod,2009,88
cod,2010,89
cod,2011,87
cod,2012,88
cod,2013,87
cod,2014,89
cod,2015,89
cod,2016,89
cod,2017,90
cod,2018,93
cod,2019,92
cog,2000,69
cog,2001,66
cog,2002,71
cog,2003,69
cog,2004,63
cog,2005,28
cog,2006,53
cog,2008,76
cog,2009,78
cog,2010,77
cog,2011,71
cog,2012,70
cog,2014,69
cog,2015,71
cog,2016,77
cog,2017,66
cog,2018,62
cog,2019,72
col,2000,80
col,2001,71
col,2002,73
col,2003,80
col,2004,80
col,2005,71
col,2006,71
col,2007,77
col,2008,56
col,2009,75
col,2010,74
col,2011,73
col,2012,72
col,2013,71
col,2014,76
col,2015,75
col,2016,61
col,2017,73
col,2018,74
col,2019,75
com,2000,93
com,2001,92
com,2002,96
com,2004,94
com,2005,94
com,2007,94
com,2008,89
com,2010,90
com,2011,25
com,2012,87
com,2013,94
com,2015,91
com,2016,89
com,2017,94
cpv,2000,64
cpv,2001,42
cpv,2002,53
cpv,2003,72
cpv,2004,71
cpv,2005,64
cpv,2006,79
cpv,2008,75
cpv,2011,64
cpv,2012,86
cpv,2013,88
cpv,2014,92
cpv,2015,89
cpv,2016,87
cpv,2017,91
cpv,2018,90
cpv,2019,89
cri,2000,57
cri,2001,64
cri,2002,79
cri,2003,91
cri,2005,90
cri,2006,86
cri,2007,86
cri,2008,89
cri,2009,57
cri,2010,88
cri,2011,88
cri,2012,86
cri,2013,88
cri,2014,89
cri,2015,85
cri,2016,84
cri,2017,92
cri,2018,88
cub,2000,93
cub,2001,93
cub,2002,92
cub,2003,93
cub,2004,92
cub,2005,90
cub,2006,90
cub,2007,91
cub,2008,88
cub,2009,90
cub,2010,90
cub,2011,88
cub,2012,85
cub,2013,84
cub,2014,82
cub,2015,83
cub,2016,84
cub,2017,82
cub,2018,82
cub,2019,82
cym,2000,40
cym,2001,100
cym,2005,0
cym,2009,50
cym,2010,25
cym,2011,100
cym,2012,83
cym,2013,80
cym,2015,100
cym,2016,100
cym,2017,100
cym,2019,100
cyp,2001,92
cyp,2002,75
cyp,2003,79
cyp,2004,37
cyp,2005,64
cyp,2006,74
cyp,2008,50
cyp,2009,23
cyp,2010,26
cyp,2011,64
cyp,2012,43
cyp,2013,50
cyp,2014,59
cyp,2015,56
cyp,2016,66
cyp,2017,67
cyp,2018,59
cyp,2019,28
cze,2000,70
cze,2001,73
cze,2002,73
cze,2003,79
cze,2004,73
cze,2005,74
cze,2006,72
cze,2007,73
cze,2008,70
cze,2009,70
cze,2010,73
cze,2011,70
cze,2012,75
cze,2013,69
cze,2014,76
cze,2015,69
cze,2016,69
cze,2017,69
cze,2018,67
cze,2019,74
deu,2000,77
deu,2001,67
deu,2002,69
deu,2003,71
deu,2004,71
deu,2005,73
deu,2006,44
deu,2007,77
deu,2008,78
deu,2009,76
deu,2010,76
deu,2011,73
deu,2012,74
deu,2013,67
deu,2014,63
deu,2015,65
deu,2016,70
deu,2017,71
deu,2018,71
deu,2019,69
dji,2000,62
dji,2002,82
dji,2003,73
dji,2004,78
dji,2005,80
dji,2006,80
dji,2007,81
dji,2008,84
dji,2009,79
dji,2010,80
dji,2011,82
dji,2012,31
dji,2013,75
dji,2014,81
dji,2015,85
dji,2016,86
dji,2017,85
dji,2018,84
dji,2019,82
dma,2001,100
dma,2006,50
dma,2007,67
dma,2008,100
dma,2009,100
dma,2010,100
dma,2011,100
dma,2012,100
dma,2013,100
dma,2014,100
dma,2015,88
dma,2016,100
dma,2017,100
dma,2018,100
dnk,2000,86
dnk,2001,88
dnk,2002,77
dnk,2003,84
dnk,2004,86
dnk,2005,85
dnk,2006,71
dnk,2007,79
dnk,2008,78
dnk,2009,74
dnk,2010,74
dnk,2011,62
dnk,2012,64
dnk,2013,59
dnk,2014,52
dnk,2015,50
dnk,2016,38
dnk,2017,39
dnk,2018,16
dnk,2019,45
dom,2000,70
dom,2001,78
dom,2002,77
dom,2003,80
dom,2004,79
dom,2005,84
dom,2006,78
dom,2007,78
dom,2008,46
dom,2009,62
dom,2010,80
dom,2011,83
dom,2012,82
dom,2013,83
dom,2014,83
dom,2015,80
dom,2016,75
dom,2017,74
dom,2018,76
dom,2019,80
dza,2000,87
dza,2001,84
dza,2002,89
dza,2003,90
dza,2004,91
dza,2005,87
dza,2006,91
dza,2007,90
dza,2008,90
dza,2009,91
dza,2010,89
dza,2011,92
dza,2012,90
dza,2013,91
dza,2014,88
dza,2015,90
dza,2017,91
dza,2018,85
dza,2019,86
ecu,2001,71
ecu,2002,84
ecu,2003,84
ecu,2004,84
ecu,2005,82
ecu,2006,57
ecu,2007,73
ecu,2008,75
ecu,2009,73
ecu,2010,76
ecu,2011,73
ecu,2012,75
ecu,2013,75
ecu,2014,77
ecu,2015,77
ecu,2016,72
ecu,2017,74
ecu,2019,80
egy,2000,87
egy,2001,82
egy,2002,88
egy,2003,80
egy,2004,70
egy,2005,79
egy,2006,87
egy,2007,90
egy,2008,91
egy,2009,91
egy,2010,89
egy,2011,88
egy,2012,88
egy,2013,86
egy,2014,84
egy,2015,85
egy,2016,87
egy,2017,86
egy,2018,86
egy,2019,87
eri,2000,76
eri,2001,80
eri,2002,82
eri,2003,85
eri,2004,85
eri,2005,88
eri,2006,90
eri,2007,88
eri,2008,84
eri,2009,86
eri,2010,86
eri,2011,76
eri,2012,87
eri,2013,89
eri,2014,91
eri,2015,90
eri,2016,91
eri,2017,92
eri,2018,93
eri,2019,93
esp,2010,69
esp,2011,72
esp,2012,71
esp,2013,75
esp,2014,58
esp,2016,69
esp,2017,61
esp,2018,45
esp,2019,47
est,2000,70
est,2001,64
est,2002,67
est,2003,70
est,2004,76
est,2005,77
est,2006,71
est,2007,66
est,2008,64
est,2009,64
est,2010,66
est,2011,64
est,2012,74
est,2013,87
est,2014,84
est,2015,83
est,2016,80
est,2017,80
est,2018,83
est,2019,76
eth,2000,80
eth,2001,76
eth,2002,76
eth,2003,70
eth,2004,79
eth,2005,78
eth,2006,84
eth,2007,84
eth,2008,80
eth,2009,81
eth,2010,77
eth,2011,89
eth,2012,91
eth,2013,89
eth,2014,89
eth,2015,84
eth,2016,90
eth,2017,96
eth,2018,88
eth,2019,90
fin,2007,41
fin,2008,40
fin,2009,41
fin,2010,47
fin,2011,40
fin,2012,44
fin,2013,53
fin,2014,45
fin,2015,36
fin,2016,32
fin,2017,36
fin,2018,20
fin,2019,38
fji,2000,85
fji,2001,85
fji,2002,78
fji,2003,86
fji,2005,65
fji,2006,55
fji,2007,80
fji,2008,85
fji,2009,83
fji,2010,64
fji,2011,91
fji,2012,86
fji,2013,77
fji,2014,87
fji,2015,86
fji,2016,89
fji,2017,81
fji,2018,66
fji,2019,30
fra,2016,54
fra,2017,24
fra,2018,11
fra,2019,12
fsm,2000,93
fsm,2001,100
fsm,2002,91
fsm,2003,92
fsm,2004,80
fsm,2005,83
fsm,2006,90
fsm,2007,63
fsm,2008,52
fsm,2009,81
fsm,2010,88
fsm,2011,93
fsm,2013,91
fsm,2014,94
fsm,2015,80
fsm,2016,90
fsm,2017,88
fsm,2018,93
fsm,2019,81
gab,2002,47
gab,2003,34
gab,2004,40
gab,2005,46
gab,2006,42
gab,2007,30
gab,2008,63
gab,2009,61
gab,2010,60
gab,2011,48
gab,2012,54
gab,2013,55
gab,2014,58
gab,2015,50
gab,2016,48
gab,2017,25
gab,2018,50
gab,2019,67
gbr,2001,67
gbr,2002,70
gbr,2003,71
gbr,2004,71
gbr,2005,71
gbr,2006,74
gbr,2007,76
gbr,2008,77
gbr,2009,81
gbr,2010,81
gbr,2011,79
gbr,2012,80
gbr,2013,82
gbr,2014,81
gbr,2015,79
gbr,2016,81
gbr,2017,81
gbr,2018,80
gbr,2019,78
geo,2000,63
geo,2001,67
geo,2002,65
geo,2003,66
geo,2004,69
geo,2005,77
geo,2006,80
geo,2007,80
geo,2008,77
geo,2009,79
geo,2010,79
geo,2011,81
geo,2012,85
geo,2013,80
geo,2014,83
geo,2015,84
geo,2016,83
geo,2017,84
geo,2018,84
geo,2019,85
gha,2000,50
gha,2001,56
gha,2002,60
gha,2003,66
gha,2004,68
gha,2005,61
gha,2006,66
gha,2007,77
gha,2008,82
gha,2009,83
gha,2010,84
gha,2011,85
gha,2012,84
gha,2013,85
gha,2014,85
gha,2015,85
gha,2016,85
gha,2017,85
gha,2018,84
gha,2019,84
gin,2000,68
gin,2001,74
gin,2002,72
gin,2003,75
gin,2004,75
gin,2005,72
gin,2006,76
gin,2007,76
gin,2008,79
gin,2009,79
gin,2010,80
gin,2011,84
gin,2012,82
gin,2013,79
gin,2014,83
gin,2015,80
gin,2016,85
gin,2017,88
gin,2018,90
gin,2019,89
gmb,2001,71
gmb,2002,74
gmb,2003,75
gmb,2004,86
gmb,2005,87
gmb,2006,58
gmb,2007,84
gmb,2008,84
gmb,2009,89
gmb,2010,88
gmb,2011,88
gmb,2012,85
gmb,2013,86
gmb,2014,88
gmb,2015,82
gmb,2016,80
gmb,2017,81
gmb,2018,88
gmb,2019,84
gnb,2001,56
gnb,2002,56
gnb,2003,76
gnb,2004,73
gnb,2005,69
gnb,2007,67
gnb,2008,66
gnb,2009,66
gnb,2010,67
gnb,2011,69
gnb,2012,71
gnb,2013,77
gnb,2014,81
gnb,2015,79
gnb,2016,76
gnb,2017,64
gnb,2018,71
gnb,2019,73
gnq,2003,51
gnq,2007,58
gnq,2008,54
gnq,2009,65
gnq,2010,68
gnq,2013,62
gnq,2014,58
gnq,2015,43
gnq,2016,89
gnq,2017,75
gnq,2018,65
gnq,2019,76
grc,2018,0
grd,2002,100
grd,2003,50
grd,2005,67
grd,2007,100
grd,2008,33
grd,2009,60
grd,2010,75
grd,2011,100
grd,2012,100
grd,2013,100
grd,2015,80
grd,2016,100
grd,2017,67
grd,2018,50
grd,2019,33
grl,2014,68
grl,2015,71
grl,2016,81
grl,2017,77
gtm,2000,86
gtm,2001,85
gtm,2002,84
gtm,2003,91
gtm,2004,85
gtm,2006,47
gtm,2007,84
gtm,2008,82
gtm,2009,83
gtm,2010,82
gtm,2011,85
gtm,2012,88
gtm,2013,84
gtm,2014,85
gtm,2015,87
gtm,2016,87
gtm,2017,87
gtm,2018,88
gtm,2019,85
gum,2000,93
gum,2001,71
gum,2002,68
gum,2003,96
gum,2004,90
gum,2005,90
gum,2006,91
gum,2007,96
gum,2008,96
gum,2009,96
gum,2010,90
gum,2011,88
gum,2012,84
gum,2013,92
gum,2014,89
gum,2015,87
gum,2016,83
gum,2017,89
gum,2018,80
gum,2019,90
guy,2000,55
guy,2001,73
guy,2002,66
guy,2003,55
guy,2004,41
guy,2005,55
guy,2006,58
guy,2007,65
guy,2008,62
guy,2009,64
guy,2010,64
guy,2011,65
guy,2012,65
guy,2013,67
guy,2014,69
guy,2015,68
guy,2016,69
guy,2017,71
guy,2018,72
guy,2019,71
hkg,2000,61
hkg,2001,63
hkg,2002,64
hkg,2003,65
hkg,2004,63
hkg,2005,63
hkg,2006,63
hkg,2007,62
hkg,2008,69
hkg,2009,69
hkg,2010,67
hkg,2011,67
hkg,2012,67
hkg,2013,67
hkg,2015,65
hkg,2016,65
hkg,2017,65
hkg,2018,64
hkg,2019,73
hnd,2000,86
hnd,2001,86
hnd,2002,87
hnd,2003,87
hnd,2004,85
hnd,2005,88
hnd,2006,86
hnd,2007,90
hnd,2008,85
hnd,2009,86
hnd,2010,85
hnd,2011,88
hnd,2012,89
hnd,2013,89
hnd,2014,89
hnd,2015,86
hnd,2016,88
hnd,2017,87
hnd,2018,88
hnd,2019,89
hrv,2002,70
hrv,2003,38
hrv,2004,33
hrv,2005,40
hrv,2006,31
hrv,2007,61
hrv,2008,58
hrv,2009,63
hrv,2010,76
hrv,2012,9
hrv,2013,44
hrv,2014,71
hrv,2015,10
hrv,2016,58
hrv,2017,66
hrv,2018,29
hrv,2019,24
hti,2000,71
hti,2001,73
hti,2002,75
hti,2003,75
hti,2004,73
hti,2005,77
hti,2006,77
hti,2007,77
hti,2009,77
hti,2010,79
hti,2011,82
hti,2012,81
hti,2013,81
hti,2014,78
hti,2015,80
hti,2016,82
hti,2017,78
hti,2018,82
hti,2019,84
hun,2000,64
hun,2001,46
hun,2002,55
hun,2003,48
hun,2004,66
hun,2005,63
hun,2006,62
hun,2007,60
hun,2008,62
hun,2009,67
hun,2010,74
hun,2011,76
hun,2012,70
hun,2013,74
hun,2014,73
hun,2015,71
hun,2016,71
hun,2017,67
hun,2018,66
hun,2019,65
idn,2000,87
idn,2001,86
idn,2002,86
idn,2003,87
idn,2004,87
idn,2005,89
idn,2006,90
idn,2007,90
idn,2008,90
idn,2009,89
idn,2010,89
idn,2011,88
idn,2012,86
idn,2013,88
idn,2014,84
idn,2015,85
idn,2016,86
idn,2017,85
idn,2018,83
idn,2019,83
ind,2000,34
ind,2001,54
ind,2002,60
ind,2003,76
ind,2004,81
ind,2005,87
ind,2006,87
ind,2007,88
ind,2008,88
ind,2009,89
ind,2010,89
ind,2011,89
ind,2012,88
ind,2013,88
ind,2014,74
ind,2015,72
ind,2016,69
ind,2017,81
ind,2018,82
ind,2019,84
irl,2000,84
irl,2001,56
irl,2002,77
irl,2003,70
irl,2004,73
irl,2005,71
irl,2006,61
irl,2007,73
irl,2008,74
irl,2009,65
irl,2010,74
irl,2011,61
irl,2012,61
irl,2013,59
irl,2014,56
irl,2015,57
irl,2016,36
irl,2017,35
irl,2018,39
irl,2019,4
irn,2000,85
irn,2001,85
irn,2002,85
irn,2003,84
irn,2004,83
irn,2005,77
irn,2006,83
irn,2007,82
irn,2008,83
irn,2009,82
irn,2010,83
irn,2011,84
irn,2012,87
irn,2013,87
irn,2014,87
irn,2015,87
irn,2016,86
irn,2017,86
irn,2018,86
irn,2019,85
irq,2000,92
irq,2001,89
irq,2002,91
irq,2003,85
irq,2004,85
irq,2005,88
irq,2006,86
irq,2007,88
irq,2008,89
irq,2009,90
irq,2010,90
irq,2011,90
irq,2012,91
irq,2013,88
irq,2014,92
irq,2015,91
irq,2016,93
irq,2017,92
irq,2018,93
irq,2019,94
isl,2000,100
isl,2001,67
isl,2002,100
isl,2003,100
isl,2004,91
isl,2005,100
isl,2006,85
isl,2007,92
isl,2008,100
isl,2009,71
isl,2010,91
isl,2011,89
isl,2012,90
isl,2013,91
isl,2014,89
isl,2015,100
isl,2016,83
isl,2017,92
isl,2018,100
isl,2019,100
isr,2000,86
isr,2001,86
isr,2002,87
isr,2003,84
isr,2004,87
isr,2005,86
isr,2006,84
isr,2007,82
isr,2008,88
isr,2009,88
isr,2010,84
isr,2011,78
isr,2012,81
isr,2013,84
isr,2014,89
isr,2015,83
isr,2016,79
isr,2017,87
isr,2018,78
isr,2019,84
ita,2000,74
ita,2001,40
ita,2002,79
ita,2003,95
jam,2000,45
jam,2002,49
jam,2003,53
jam,2004,43
jam,2005,53
jam,2006,45
jam,2007,63
jam,2008,59
jam,2009,66
jam,2010,36
jam,2011,44
jam,2012,65
jam,2013,77
jam,2014,18
jam,2015,23
jam,2016,23
jam,2017,27
jam,2018,22
jam,2019,66
jor,2000,90
jor,2001,86
jor,2002,89
jor,2003,87
jor,2004,89
jor,2005,83
jor,2006,80
jor,2007,84
jor,2008,84
jor,2009,85
jor,2010,90
jor,2011,90
jor,2012,90
jor,2013,88
jor,2014,88
jor,2015,85
jor,2016,89
jor,2017,56
jor,2018,67
jor,2019,82
jpn,2000,45
jpn,2001,58
jpn,2002,63
jpn,2003,65
jpn,2004,49
jpn,2005,51
jpn,2006,54
jpn,2007,48
jpn,2008,51
jpn,2009,56
jpn,2010,56
jpn,2011,55
jpn,2012,54
jpn,2013,54
jpn,2014,53
jpn,2015,53
jpn,2016,70
jpn,2017,68
jpn,2018,66
jpn,2019,66
kaz,2000,79
kaz,2001,78
kaz,2002,78
kaz,2003,75
kaz,2004,84
kaz,2005,84
kaz,2006,83
kaz,2007,83
kaz,2008,80
kaz,2009,78
kaz,2010,76
kaz,2011,76
kaz,2012,86
kaz,2013,89
kaz,2014,90
kaz,2015,91
kaz,2016,88
kaz,2017,91
kaz,2018,90
kaz,2019,90
ken,2000,80
ken,2001,80
ken,2002,79
ken,2003,80
ken,2004,77
ken,2005,81
ken,2006,83
ken,2007,83
ken,2008,84
ken,2009,84
ken,2010,86
ken,2011,87
ken,2012,86
ken,2013,86
ken,2014,87
ken,2015,87
ken,2016,81
ken,2017,83
ken,2018,84
ken,2019,86
kgz,2000,82
kgz,2001,81
kgz,2002,82
kgz,2003,84
kgz,2004,90
kgz,2005,91
kgz,2006,89
kgz,2007,89
kgz,2008,90
kgz,2009,89
kgz,2011,84
kgz,2013,85
kgz,2014,84
kgz,2015,82
