geo,time,sp_pop_totl_ma_zs
are,1978,70.32931
are,1979,70.10256
are,1980,69.54832
are,1981,68.67323
are,1982,67.58097
are,1983,66.46093
are,1984,65.54796
are,1985,64.98132
are,1986,64.77635
are,1987,64.83777
are,1988,65.05973
are,1989,65.31788
are,1990,65.53794
are,1991,65.72718
are,1992,65.91384
are,1993,66.09
are,1994,66.24953
are,1995,66.39856
are,1996,66.56335
are,1997,66.76252
are,1998,66.99448
are,1999,67.25457
are,2000,67.55232
are,2001,67.78466
are,2002,67.98244
are,2003,68.37964
are,2004,69.19454
are,2005,70.38672
are,2006,71.8348
are,2007,73.23344
are,2008,74.2805
are,2009,74.80614
are,2010,74.80664
are,2011,74.31444
are,2012,73.437
are,2013,72.33337
are,2014,71.25187
are,2015,70.39757
are,2016,69.84138
are,2017,69.51975
are,2018,69.36331
are,2019,69.25734
are,2020,69.12106
arg,1960,50.44004
arg,1961,50.38739
arg,1962,50.33179
arg,1963,50.27508
arg,1964,50.21981
arg,1965,50.16738
arg,1966,50.119
arg,1967,50.0732
arg,1968,50.0256
arg,1969,49.97059
arg,1970,49.90485
arg,1971,49.82719
arg,1972,49.74038
arg,1973,49.64981
arg,1974,49.56245
arg,1975,49.48296
arg,1976,49.41251
arg,1977,49.34943
arg,1978,49.29181
arg,1979,49.23689
arg,1980,49.1827
arg,1981,49.12967
arg,1982,49.07852
arg,1983,49.02839
arg,1984,48.97813
arg,1985,48.92732
arg,1986,48.87488
arg,1987,48.82175
arg,1988,48.77176
arg,1989,48.72985
arg,1990,48.69893
arg,1991,48.6807
arg,1992,48.67293
arg,1993,48.67006
arg,1994,48.66465
arg,1995,48.65191
arg,1996,48.62992
arg,1997,48.6013
arg,1998,48.57127
arg,1999,48.5471
arg,2000,48.5336
arg,2001,48.53205
arg,2002,48.54018
arg,2003,48.55495
arg,2004,48.572
arg,2005,48.58818
arg,2006,48.60279
arg,2007,48.61663
arg,2008,48.62992
arg,2009,48.64335
arg,2010,48.65726
arg,2011,48.67155
arg,2012,48.68579
arg,2013,48.69981
arg,2014,48.71341
arg,2015,48.72652
arg,2016,48.73903
arg,2017,48.75101
arg,2018,48.76265
arg,2019,48.7742
arg,2020,48.78585
arm,1960,48.18269
arm,1961,48.26418
arm,1962,48.34443
arm,1963,48.4224
arm,1964,48.49613
arm,1965,48.56434
arm,1966,48.62832
arm,1967,48.6868
arm,1968,48.73689
arm,1969,48.77431
arm,1970,48.79704
arm,1971,48.80516
arm,1972,48.80094
arm,1973,48.78792
arm,1974,48.77044
arm,1975,48.75181
arm,1976,48.73056
arm,1977,48.70725
arm,1978,48.68802
arm,1979,48.68025
arm,1980,48.68791
arm,1981,48.71243
arm,1982,48.74832
arm,1983,48.78552
arm,1984,48.81037
arm,1985,48.81279
arm,1986,48.79364
arm,1987,48.75538
arm,1988,48.69253
arm,1989,48.59788
arm,1990,48.46615
arm,1991,48.28958
arm,1992,48.06908
arm,1993,47.82176
arm,1994,47.57862
arm,1995,47.36863
arm,1996,47.20548
arm,1997,47.08752
arm,1998,47.01172
arm,1999,46.96642
arm,2000,46.94167
arm,2001,46.94003
arm,2002,46.96323
arm,2003,46.99636
arm,2004,47.02069
arm,2005,47.0227
arm,2006,46.99373
arm,2007,46.93753
arm,2008,46.86999
arm,2009,46.81541
arm,2010,46.79194
arm,2011,46.80588
arm,2012,46.84962
arm,2013,46.90994
arm,2014,46.96809
arm,2015,47.01095
arm,2016,47.03491
arm,2017,47.04453
arm,2018,47.04342
arm,2019,47.03844
arm,2020,47.03466
atg,1960,46.72837
atg,1961,46.80847
atg,1962,46.88535
atg,1963,46.97624
atg,1964,47.08454
atg,1965,47.20523
atg,1966,47.32107
atg,1967,47.44775
atg,1968,47.5665
atg,1969,47.67674
atg,1970,47.74554
atg,1971,47.79967
atg,1972,47.83266
atg,1973,47.84993
atg,1974,47.87349
atg,1975,47.88339
atg,1976,47.91429
atg,1977,47.95213
atg,1978,47.98511
atg,1979,48.01769
atg,1980,48.05613
atg,1981,48.09756
atg,1982,48.13532
atg,1983,48.16685
atg,1984,48.21151
atg,1985,48.26414
atg,1986,48.33533
atg,1987,48.41443
atg,1988,48.47145
atg,1989,48.50904
atg,1990,48.4768
atg,1991,48.39891
atg,1992,48.27565
atg,1993,48.1156
atg,1994,47.92637
atg,1995,47.74435
atg,1996,47.54617
atg,1997,47.34963
atg,1998,47.17082
atg,1999,47.04315
atg,2000,46.98251
atg,2001,46.99788
atg,2002,47.06889
atg,2003,47.18765
atg,2004,47.30606
atg,2005,47.42088
atg,2006,47.52947
atg,2007,47.62284
atg,2008,47.69773
atg,2009,47.77792
atg,2010,47.84505
atg,2011,47.91373
atg,2012,47.97527
atg,2013,48.02863
atg,2014,48.07804
atg,2015,48.12175
atg,2016,48.157
atg,2017,48.19073
atg,2018,48.2115
atg,2019,48.2428
atg,2020,48.26914
aus,1960,50.48673
aus,1961,50.45596
aus,1962,50.42299
aus,1963,50.39
aus,1964,50.35957
aus,1965,50.33342
aus,1966,50.3123
aus,1967,50.29555
aus,1968,50.28093
aus,1969,50.26567
aus,1970,50.24765
aus,1971,50.22733
aus,1972,50.20508
aus,1973,50.17933
aus,1974,50.14809
aus,1975,50.1107
aus,1976,50.06569
aus,1977,50.01488
aus,1978,49.9646
aus,1979,49.92301
aus,1980,49.8956
aus,1981,49.88437
aus,1982,49.88633
aus,1983,49.89579
aus,1984,49.90505
aus,1985,49.90859
aus,1986,49.90605
aus,1987,49.8991
aus,1988,49.88752
aus,1989,49.8714
aus,1990,49.85132
aus,1991,49.82582
aus,1992,49.79598
aus,1993,49.76811
aus,1994,49.75011
aus,1995,49.74709
aus,1996,49.76153
aus,1997,49.79041
aus,1998,49.82642
aus,1999,49.85961
aus,2000,49.88325
aus,2001,49.89419
aus,2002,49.89511
aus,2003,49.89206
aus,2004,49.89356
aus,2005,49.90484
aus,2006,49.92834
aus,2007,49.9599
aus,2008,49.99071
aus,2009,50.00941
aus,2010,50.00916
aus,2011,49.98772
aus,2012,49.94968
aus,2013,49.90355
aus,2014,49.86081
aus,2015,49.82913
aus,2016,49.81053
aus,2017,49.80204
aus,2018,49.80038
aus,2019,49.80047
aus,2020,49.79876
aut,1960,46.58076
aut,1961,46.61146
aut,1962,46.64568
aut,1963,46.68285
aut,1964,46.72195
aut,1965,46.76223
aut,1966,46.80348
aut,1967,46.84551
aut,1968,46.88784
aut,1969,46.92978
aut,1970,46.97086
aut,1971,47.01116
aut,1972,47.0507
aut,1973,47.08879
aut,1974,47.12505
aut,1975,47.15918
aut,1976,47.19117
aut,1977,47.2215
aut,1978,47.25158
aut,1979,47.28331
aut,1980,47.31789
aut,1981,47.35603
aut,1982,47.39791
aut,1983,47.44287
aut,1984,47.49028
aut,1985,47.5396
aut,1986,47.58998
aut,1987,47.64182
aut,1988,47.69779
aut,1989,47.7612
aut,1990,47.83393
aut,1991,47.91648
aut,1992,48.00631
aut,1993,48.09828
aut,1994,48.18625
aut,1995,48.26585
aut,1996,48.33664
aut,1997,48.39953
aut,1998,48.45388
aut,1999,48.49903
aut,2000,48.53476
aut,2001,48.56022
aut,2002,48.5764
aut,2003,48.58687
aut,2004,48.59671
aut,2005,48.60948
aut,2006,48.62682
aut,2007,48.64845
aut,2008,48.6743
aut,2009,48.70352
aut,2010,48.73566
aut,2011,48.77005
aut,2012,48.80711
aut,2013,48.84885
aut,2014,48.89785
aut,2015,48.95517
aut,2016,49.0219
aut,2017,49.09569
aut,2018,49.17057
aut,2019,49.23871
aut,2020,49.29485
aze,1960,47.83126
aze,1961,47.93683
aze,1962,48.04053
aze,1963,48.14002
aze,1964,48.23289
aze,1965,48.31804
aze,1966,48.39579
aze,1967,48.46705
aze,1968,48.53226
aze,1969,48.59207
aze,1970,48.64671
aze,1971,48.69591
aze,1972,48.73991
aze,1973,48.78087
aze,1974,48.82096
aze,1975,48.86181
aze,1976,48.90383
aze,1977,48.94585
aze,1978,48.98474
aze,1979,49.01688
aze,1980,49.03965
aze,1981,49.05286
aze,1982,49.05756
aze,1983,49.05442
aze,1984,49.04415
aze,1985,49.02768
aze,1986,49.00537
aze,1987,48.97834
aze,1988,48.94918
aze,1989,48.92116
aze,1990,48.89639
aze,1991,48.8766
aze,1992,48.86187
aze,1993,48.85126
aze,1994,48.84342
aze,1995,48.83764
aze,1996,48.83279
aze,1997,48.83046
aze,1998,48.83572
aze,1999,48.85526
aze,2000,48.89303
aze,2001,48.95071
aze,2002,49.02505
aze,2003,49.10877
aze,2004,49.19205
aze,2005,49.26808
aze,2006,49.33471
aze,2007,49.3936
aze,2008,49.44636
aze,2009,49.49598
aze,2010,49.5445
aze,2011,49.59153
aze,2012,49.63612
aze,2013,49.67901
aze,2014,49.72098
aze,2015,49.76246
aze,2016,49.80393
aze,2017,49.84492
aze,2018,49.88425
aze,2019,49.92013
aze,2020,49.95144
bdi,1960,48.27799
bdi,1961,48.31534
bdi,1962,48.35147
bdi,1963,48.38751
bdi,1964,48.42385
bdi,1965,48.46063
bdi,1966,48.49859
bdi,1967,48.53651
bdi,1968,48.56907
bdi,1969,48.59055
bdi,1970,48.59804
bdi,1971,48.59051
bdi,1972,48.57049
bdi,1973,48.54413
bdi,1974,48.51924
bdi,1975,48.50164
bdi,1976,48.49435
bdi,1977,48.49587
bdi,1978,48.50291
bdi,1979,48.51
bdi,1980,48.51444
bdi,1981,48.5131
bdi,1982,48.50864
bdi,1983,48.5115
bdi,1984,48.5345
bdi,1985,48.58406
bdi,1986,48.66427
bdi,1987,48.76674
bdi,1988,48.87044
bdi,1989,48.95039
bdi,1990,48.99197
bdi,1991,48.9904
bdi,1992,48.95589
bdi,1993,48.90736
bdi,1994,48.86929
bdi,1995,48.85797
bdi,1996,48.87751
bdi,1997,48.92149
bdi,1998,48.98114
bdi,1999,49.04341
bdi,2000,49.09847
bdi,2001,49.14375
bdi,2002,49.18214
bdi,2003,49.21541
bdi,2004,49.24691
bdi,2005,49.27872
bdi,2006,49.31113
bdi,2007,49.34282
bdi,2008,49.3729
bdi,2009,49.40021
bdi,2010,49.42422
bdi,2011,49.44467
bdi,2012,49.46252
bdi,2013,49.47924
bdi,2014,49.49639
bdi,2015,49.51494
bdi,2016,49.53524
bdi,2017,49.55658
bdi,2018,49.57801
bdi,2019,49.59845
bdi,2020,49.61713
bel,1960,49.20008
bel,1961,49.18467
bel,1962,49.16657
bel,1963,49.14679
bel,1964,49.12664
bel,1965,49.107
bel,1966,49.0884
bel,1967,49.07054
bel,1968,49.05282
bel,1969,49.03436
bel,1970,49.01457
bel,1971,48.99331
bel,1972,48.97124
bel,1973,48.94938
bel,1974,48.92936
bel,1975,48.91224
bel,1976,48.89843
bel,1977,48.88765
bel,1978,48.87975
bel,1979,48.87417
bel,1980,48.8705
bel,1981,48.86859
bel,1982,48.86857
bel,1983,48.87039
bel,1984,48.87436
bel,1985,48.88027
bel,1986,48.88836
bel,1987,48.89816
bel,1988,48.90863
bel,1989,48.91847
bel,1990,48.92668
bel,1991,48.93305
bel,1992,48.93781
bel,1993,48.94128
bel,1994,48.94395
bel,1995,48.9463
bel,1996,48.94808
bel,1997,48.94939
bel,1998,48.95181
bel,1999,48.95731
bel,2000,48.9671
bel,2001,48.98191
bel,2002,49.00078
bel,2003,49.02183
bel,2004,49.04203
bel,2005,49.05937
bel,2006,49.07419
bel,2007,49.08742
bel,2008,49.09819
bel,2009,49.10555
bel,2010,49.10953
bel,2011,49.10782
bel,2012,49.10215
bel,2013,49.10134
bel,2014,49.11672
bel,2015,49.15546
bel,2016,49.22134
bel,2017,49.30935
bel,2018,49.40668
bel,2019,49.49578
bel,2020,49.5645
ben,1960,47.56715
ben,1961,47.63051
ben,1962,47.69201
ben,1963,47.75175
ben,1964,47.80911
ben,1965,47.86357
ben,1966,47.91606
ben,1967,47.96593
ben,1968,48.01256
ben,1969,48.05359
ben,1970,48.08837
ben,1971,48.11681
ben,1972,48.14022
ben,1973,48.15988
ben,1974,48.17788
ben,1975,48.19554
ben,1976,48.21373
ben,1977,48.23231
ben,1978,48.2518
ben,1979,48.27257
ben,1980,48.29449
ben,1981,48.31838
ben,1982,48.3446
ben,1983,48.37364
ben,1984,48.40581
ben,1985,48.44165
ben,1986,48.48037
ben,1987,48.52229
ben,1988,48.5686
ben,1989,48.62108
ben,1990,48.68023
ben,1991,48.74613
ben,1992,48.81686
ben,1993,48.88841
ben,1994,48.95607
ben,1995,49.01757
ben,1996,49.07183
ben,1997,49.12041
ben,1998,49.16697
ben,1999,49.21608
ben,2000,49.27009
ben,2001,49.33
ben,2002,49.39341
ben,2003,49.45531
ben,2004,49.50957
ben,2005,49.55264
ben,2006,49.58362
ben,2007,49.60532
ben,2008,49.62245
ben,2009,49.64122
ben,2010,49.66527
ben,2011,49.69551
ben,2012,49.72997
ben,2013,49.7661
ben,2014,49.80059
ben,2015,49.83123
ben,2016,49.85774
ben,2017,49.881
ben,2018,49.9018
ben,2019,49.92103
ben,2020,49.93936
bfa,1960,50.89741
bfa,1961,50.76382
bfa,1962,50.62927
bfa,1963,50.49655
bfa,1964,50.36991
bfa,1965,50.25208
bfa,1966,50.14373
bfa,1967,50.04364
bfa,1968,49.95011
bfa,1969,49.86104
bfa,1970,49.77463
bfa,1971,49.69065
bfa,1972,49.60981
bfa,1973,49.53087
bfa,1974,49.45288
bfa,1975,49.37565
bfa,1976,49.29906
bfa,1977,49.22388
bfa,1978,49.15213
bfa,1979,49.08628
bfa,1980,49.02807
bfa,1981,48.97799
bfa,1982,48.93588
bfa,1983,48.90178
bfa,1984,48.8756
bfa,1985,48.85731
bfa,1986,48.84641
bfa,1987,48.84255
bfa,1988,48.84513
bfa,1989,48.85353
bfa,1990,48.86703
bfa,1991,48.88572
bfa,1992,48.90878
bfa,1993,48.93448
bfa,1994,48.96074
bfa,1995,48.98612
bfa,1996,49.01004
bfa,1997,49.03342
bfa,1998,49.05787
bfa,1999,49.08579
bfa,2000,49.11859
bfa,2001,49.15614
bfa,2002,49.19757
bfa,2003,49.24219
bfa,2004,49.28897
bfa,2005,49.33717
bfa,2006,49.38638
bfa,2007,49.43637
bfa,2008,49.48637
bfa,2009,49.53561
bfa,2010,49.58356
bfa,2011,49.63
bfa,2012,49.67476
bfa,2013,49.71778
bfa,2014,49.75899
bfa,2015,49.79826
bfa,2016,49.83557
bfa,2017,49.87094
bfa,2018,49.90452
bfa,2019,49.93643
bfa,2020,49.96687
bgd,1960,51.98455
bgd,1961,51.95564
bgd,1962,51.92248
bgd,1963,51.88781
bgd,1964,51.8552
bgd,1965,51.82687
bgd,1966,51.8038
bgd,1967,51.78471
bgd,1968,51.7669
bgd,1969,51.74672
bgd,1970,51.722
bgd,1971,51.69235
bgd,1972,51.65927
bgd,1973,51.62487
bgd,1974,51.59231
bgd,1975,51.56429
bgd,1976,51.54042
bgd,1977,51.52065
bgd,1978,51.50796
bgd,1979,51.50562
bgd,1980,51.51488
bgd,1981,51.53658
bgd,1982,51.56768
bgd,1983,51.6011
bgd,1984,51.62806
bgd,1985,51.64302
bgd,1986,51.64465
bgd,1987,51.6355
bgd,1988,51.61889
bgd,1989,51.59937
bgd,1990,51.58004
bgd,1991,51.56115
bgd,1992,51.54176
bgd,1993,51.52227
bgd,1994,51.5029
bgd,1995,51.48375
bgd,1996,51.46452
bgd,1997,51.44491
bgd,1998,51.42493
bgd,1999,51.40457
bgd,2000,51.38344
bgd,2001,51.363
bgd,2002,51.3424
bgd,2003,51.31648
bgd,2004,51.27871
bgd,2005,51.22547
bgd,2006,51.1545
bgd,2007,51.06943
bgd,2008,50.97962
bgd,2009,50.89765
bgd,2010,50.8321
bgd,2011,50.78589
bgd,2012,50.75562
bgd,2013,50.73572
bgd,2014,50.71806
bgd,2015,50.69694
bgd,2016,50.67119
bgd,2017,50.64274
bgd,2018,50.6127
bgd,2019,50.58309
bgd,2020,50.55524
bgr,1960,49.92819
bgr,1961,49.93935
bgr,1962,49.9515
bgr,1963,49.96353
bgr,1964,49.97428
bgr,1965,49.98302
bgr,1966,49.98917
bgr,1967,49.99268
bgr,1968,49.99342
bgr,1969,49.99161
bgr,1970,49.98721
bgr,1971,49.98009
bgr,1972,49.96998
bgr,1973,49.95732
bgr,1974,49.94267
bgr,1975,49.9265
bgr,1976,49.90874
bgr,1977,49.88931
bgr,1978,49.86705
bgr,1979,49.84084
bgr,1980,49.80986
bgr,1981,49.7739
bgr,1982,49.73351
bgr,1983,49.68894
bgr,1984,49.64037
bgr,1985,49.58831
bgr,1986,49.53285
bgr,1987,49.47415
bgr,1988,49.41284
bgr,1989,49.34938
bgr,1990,49.28427
bgr,1991,49.21735
bgr,1992,49.14913
bgr,1993,49.08089
bgr,1994,49.01504
bgr,1995,48.95359
bgr,1996,48.89761
bgr,1997,48.84748
bgr,1998,48.80355
bgr,1999,48.76576
bgr,2000,48.73368
bgr,2001,48.70754
bgr,2002,48.68734
bgr,2003,48.67309
bgr,2004,48.66491
bgr,2005,48.66228
bgr,2006,48.66562
bgr,2007,48.67398
bgr,2008,48.68424
bgr,2009,48.69233
bgr,2010,48.69531
bgr,2011,48.69175
bgr,2012,48.68231
bgr,2013,48.66826
bgr,2014,48.65206
bgr,2015,48.63557
bgr,2016,48.61903
bgr,2017,48.60213
bgr,2018,48.58591
bgr,2019,48.57139
bgr,2020,48.55937
bhr,1960,53.53847
bhr,1961,53.79365
bhr,1962,54.10824
bhr,1963,54.41895
bhr,1964,54.63344
bhr,1965,54.70571
bhr,1966,54.61532
bhr,1967,54.41549
bhr,1968,54.18884
bhr,1969,54.04418
bhr,1970,54.05419
bhr,1971,54.20655
bhr,1972,54.46496
bhr,1973,54.83891
bhr,1974,55.32575
bhr,1975,55.90268
bhr,1976,56.57031
bhr,1977,57.27532
bhr,1978,57.88888
bhr,1979,58.29512
bhr,1980,58.45006
bhr,1981,58.34465
bhr,1982,58.04619
bhr,1983,57.66185
bhr,1984,57.33303
bhr,1985,57.1526
bhr,1986,57.14338
bhr,1987,57.25498
bhr,1988,57.43081
bhr,1989,57.59633
bhr,1990,57.70365
bhr,1991,57.76205
bhr,1992,57.79591
bhr,1993,57.79076
bhr,1994,57.73722
bhr,1995,57.63671
bhr,1996,57.47925
bhr,1997,57.29375
bhr,1998,57.15752
bhr,1999,57.1631
bhr,2000,57.36071
bhr,2001,57.72905
bhr,2002,58.21952
bhr,2003,58.7997
bhr,2004,59.43163
bhr,2005,60.07263
bhr,2006,60.73174
bhr,2007,61.37448
bhr,2008,61.90697
bhr,2009,62.24906
bhr,2010,62.38
bhr,2011,62.28026
bhr,2012,62.00507
bhr,2013,61.6997
bhr,2014,61.564
bhr,2015,61.72352
bhr,2016,62.20665
bhr,2017,62.90506
bhr,2018,63.65175
bhr,2019,64.27127
bhr,2020,64.67354
bhs,1960,47.82712
bhs,1961,48.06505
bhs,1962,48.2823
bhs,1963,48.48751
bhs,1964,48.68479
bhs,1965,48.87548
bhs,1966,49.07058
bhs,1967,49.25928
bhs,1968,49.42136
bhs,1969,49.51816
bhs,1970,49.53712
bhs,1971,49.47382
bhs,1972,49.34303
bhs,1973,49.19154
bhs,1974,49.08349
bhs,1975,49.05265
bhs,1976,49.11588
bhs,1977,49.24556
bhs,1978,49.4059
bhs,1979,49.55362
bhs,1980,49.65264
bhs,1981,49.69464
bhs,1982,49.69661
bhs,1983,49.67414
bhs,1984,49.64617
bhs,1985,49.62763
bhs,1986,49.62304
bhs,1987,49.62572
bhs,1988,49.62679
bhs,1989,49.62461
bhs,1990,49.61772
bhs,1991,49.60518
bhs,1992,49.58726
bhs,1993,49.5549
bhs,1994,49.49737
bhs,1995,49.40877
bhs,1996,49.2834
bhs,1997,49.13124
bhs,1998,48.968
bhs,1999,48.82185
bhs,2000,48.70909
bhs,2001,48.63822
bhs,2002,48.6038
bhs,2003,48.59017
bhs,2004,48.5815
bhs,2005,48.56825
bhs,2006,48.54485
bhs,2007,48.51669
bhs,2008,48.49017
bhs,2009,48.46968
bhs,2010,48.46141
bhs,2011,48.46475
bhs,2012,48.47723
bhs,2013,48.49521
bhs,2014,48.51535
bhs,2015,48.53234
bhs,2016,48.54878
bhs,2017,48.56175
bhs,2018,48.57495
bhs,2019,48.58454
bhs,2020,48.59351
bih,1960,49.05647
bih,1961,49.11774
bih,1962,49.17981
bih,1963,49.23523
bih,1964,49.27414
bih,1965,49.29102
bih,1966,49.28431
bih,1967,49.25878
bih,1968,49.22344
bih,1969,49.18985
bih,1970,49.1665
bih,1971,49.15502
bih,1972,49.15349
bih,1973,49.16258
bih,1974,49.18245
bih,1975,49.21251
bih,1976,49.25422
bih,1977,49.30591
bih,1978,49.36153
bih,1979,49.41254
bih,1980,49.45323
bih,1981,49.48072
bih,1982,49.49598
bih,1983,49.50365
bih,1984,49.51004
bih,1985,49.51913
bih,1986,49.53413
bih,1987,49.55185
bih,1988,49.56378
bih,1989,49.5572
bih,1990,49.52456
bih,1991,49.45873
bih,1992,49.36201
bih,1993,49.24681
bih,1994,49.1375
bih,1995,49.05675
bih,1996,49.01702
bih,1997,49.01498
bih,1998,49.03932
bih,1999,49.07047
bih,2000,49.09423
bih,2001,49.10806
bih,2002,49.11553
bih,2003,49.11802
bih,2004,49.11864
bih,2005,49.11957
bih,2006,49.12055
bih,2007,49.11984
bih,2008,49.11731
bih,2009,49.11207
bih,2010,49.10398
bih,2011,49.09244
bih,2012,49.07797
bih,2013,49.0612
bih,2014,49.04403
bih,2015,49.02787
bih,2016,49.01341
bih,2017,49.00061
bih,2018,48.98946
bih,2019,48.9791
bih,2020,48.96981
blr,1960,45.18269
blr,1961,45.28317
blr,1962,45.37847
blr,1963,45.46816
blr,1964,45.55209
blr,1965,45.62998
blr,1966,45.70152
blr,1967,45.76702
blr,1968,45.82823
blr,1969,45.88754
blr,1970,45.94661
blr,1971,46.00617
blr,1972,46.06576
blr,1973,46.12508
blr,1974,46.18359
blr,1975,46.24068
blr,1976,46.29672
blr,1977,46.35179
blr,1978,46.40476
blr,1979,46.45417
blr,1980,46.49916
blr,1981,46.53844
blr,1982,46.57268
