geo,time,per_si_allsi_cov_q3_tot
hnd,2017,1.46263
hrv,2008,51.82891
hrv,2010,55.20335
hrv,2011,53.43797
hrv,2014,50.4679
hti,2012,0
hun,2007,63.67542
idn,2014,5.88455
idn,2015,6.11687
idn,2017,7.25157
idn,2018,8.76531
idn,2019,8.7043
ind,2011,18.58408
irq,2006,31.55836
irq,2012,25.89988
jam,2002,4.70896
jam,2010,3.99306
jam,2017,4.94778
jor,2006,24.57709
jor,2010,26.07806
kaz,2007,29.10035
kaz,2010,28.93665
kaz,2014,1.11647
kaz,2015,26.88176
kaz,2017,29.58289
ken,2005,1.98976
ken,2015,0.73985
kgz,2006,31.16814
kgz,2011,39.29843
kgz,2012,40.04858
kgz,2013,39.35535
khm,2008,2.47064
khm,2013,1.94168
kos,2006,20.20446
kos,2011,35.82728
kos,2012,36.47569
kos,2013,35.08547
lao,2007,0.75838
lao,2018,1.70862
lbn,2004,55.31537
lbr,2007,0.89036
lbr,2016,0.13095
lka,2006,5.78631
lka,2009,4.76078
lka,2012,5.75497
lka,2016,6.50509
lso,2017,0.48345
ltu,2008,47.10935
lva,2008,54.62003
lva,2009,49.92827
mda,2010,43.69408
mda,2012,45.23616
mda,2013,45.21752
mda,2018,50.44538
mdv,2004,4.29492
mdv,2009,3.77696
mdv,2016,4.27577
mex,2008,56.36527
mex,2010,54.96379
mex,2012,49.20823
mex,2014,45.97335
mex,2016,13.40813
mex,2018,14.14478
mhl,1999,26.86881
mli,2009,1.42107
mmr,2017,4.30081
mne,2011,51.55544
mne,2012,52.5964
mne,2013,44.1021
mne,2014,44.13996
mng,2007,41.53039
mng,2009,41.22475
mng,2010,45.26562
mng,2011,42.44976
mng,2012,44.45161
mng,2014,44.72815
mng,2016,44.44172
moz,2008,1.7491
moz,2014,3.90549
mrt,2008,8.43613
mus,2006,4.39625
mus,2012,18.35565
mus,2017,19.47973
mwi,2004,0.56823
mwi,2010,0.13287
mwi,2013,0.31219
mwi,2016,0.486
mys,2008,8.32537
mys,2012,8.73552
mys,2014,9.01502
mys,2016,9.81679
nam,2009,0.42661
nam,2015,3.0038
ner,2011,0.03366
ner,2014,1.27926
nga,2012,1.35903
nga,2015,0.94399
nga,2018,2.4512
nic,2005,27.43965
nic,2009,3.92565
nic,2014,13.51604
npl,2010,4.37179
pak,2007,6.89617
pak,2009,6.40828
pak,2013,5.67849
pak,2015,5.25603
pak,2018,5.51471
pan,2008,17.11818
pan,2009,18.07384
pan,2010,16.35749
pan,2011,17.61712
pan,2012,17.91517
pan,2013,16.84339
pan,2014,17.63117
pan,2015,17.9643
pan,2016,18.1519
pan,2017,19.2689
pan,2018,22.5702
pan,2019,23.66769
per,2008,7.8434
per,2009,7.29667
per,2010,9.30599
per,2011,9.31298
per,2012,10.2425
per,2013,9.74959
per,2014,9.23644
per,2015,9.21954
per,2016,8.19496
per,2017,8.43951
per,2018,8.87947
per,2019,8.40646
phl,2006,5.65931
phl,2013,9.14325
phl,2015,7.43728
plw,2006,34.10609
png,2009,0.42505
pol,2005,49.42335
pol,2006,50.94453
pol,2007,49.57168
pol,2008,48.77371
pol,2009,47.56517
pol,2010,47.51765
pol,2011,47.98527
pol,2012,45.70048
pol,2015,45.64467
pry,2007,2.52962
pry,2008,3.42906
pry,2009,3.05775
pry,2010,5.20347
pry,2011,3.38132
pry,2012,16.3863
pry,2013,3.7567
pry,2014,2.46429
pry,2015,3.46848
pry,2016,2.68832
pry,2017,3.33867
pry,2018,2.72616
pry,2019,3.71101
pse,2016,3.79708
rou,2008,53.8685
rou,2011,52.1114
rou,2012,50.35642
rou,2016,48.17379
rus,2007,42.21467
rus,2014,59.14309
rus,2015,59.0001
rus,2016,59.56895
rus,2017,60.83897
rwa,2005,0.48467
rwa,2010,0.5677
rwa,2013,10.89671
sen,2011,6.18394
slb,2005,0.58488
sle,2018,0.5658
slv,2007,4.10143
slv,2008,7.22003
slv,2009,6.23661
slv,2010,4.52717
slv,2011,3.53725
slv,2012,4.28325
slv,2014,4.8505
slv,2015,3.90523
slv,2016,3.36466
slv,2017,4.79437
slv,2018,3.29407
slv,2019,6.02212
srb,2007,55.74177
srb,2010,60.744
srb,2013,56.25569
srb,2015,52.8716
svk,2009,59.43929
swz,2016,5.32583
syr,2003,7.9377
tcd,2011,2.51479
tgo,2011,1.7733
tha,2006,11.98737
tha,2009,11.36759
tha,2011,10.66849
tha,2013,13.30249
tha,2017,2.06668
tjk,2011,33.85068
tls,2011,0.56843
ton,2009,0.58099
tur,2004,30.25293
tur,2005,30.49324
tur,2006,31.8521
tur,2007,33.6281
tur,2008,36.19732
tur,2009,34.71821
tur,2010,33.83244
tur,2011,35.82517
tur,2012,36.61728
tur,2013,36.64159
tur,2014,37.39834
tur,2015,37.52891
tur,2016,38.11402
tur,2018,37.14882
tur,2019,41.58582
tza,2010,0.50652
tza,2012,0.33854
tza,2014,0.93553
uga,2005,0.48776
uga,2009,0.74596
uga,2012,0.72104
uga,2016,0.46902
ukr,2006,52.5132
ukr,2011,50.89676
ukr,2012,52.34158
ukr,2013,50.96145
ukr,2015,49.19636
ukr,2016,51.69174
ukr,2018,51.70278
ury,2008,43.12669
ury,2009,41.35216
ury,2010,41.41272
ury,2011,40.92609
ury,2012,41.73941
ury,2015,39.48973
ury,2016,38.64446
ury,2017,39.64395
ury,2018,40.13446
ury,2019,39.82341
uzb,2018,19.71244
ven,2006,8.24058
vnm,2006,14.11318
vnm,2010,11.18515
vnm,2012,11.66239
vnm,2014,12.33469
wsm,2008,38.22073
yem,2005,8.80078
zaf,2005,2.02278
zaf,2010,2.31014
zaf,2014,1.60363
zmb,2010,1.09919
zmb,2015,0.55035
zwe,2007,1.38634
zwe,2011,1.90722
zwe,2017,2.4465
zwe,2019,2.0412
