geo,time,dt_dod_dpng_cd
ukr,1996,184361000
ukr,1997,626662000
ukr,1998,822139000
ukr,1999,1237940000
ukr,2000,1540890000
ukr,2001,1990605000
ukr,2002,2736856000
ukr,2003,4172478000
ukr,2004,7435381000
ukr,2005,9529928000
ukr,2006,23986896000
ukr,2007,39389124000
ukr,2008,56257044000
ukr,2009,53395124000
ukr,2010,55674184000
ukr,2011,61158347000
ukr,2012,57472677000
ukr,2013,73340328000
ukr,2014,63463374000
ukr,2015,52525726000
ukr,2016,48602181000
ukr,2017,50371382000
ukr,2018,51196666000
ukr,2019,52092964924.4
ukr,2020,51478362058.6
uzb,1993,207000
uzb,1994,3754000
uzb,1995,14510000
uzb,1996,67430000
uzb,1997,166950000
uzb,1998,323746000
uzb,1999,546205000
uzb,2000,466616000
uzb,2001,401017000
uzb,2002,397147000
uzb,2003,493023000
uzb,2004,503184000
uzb,2005,541829000
uzb,2006,617180000
uzb,2007,862621000
uzb,2008,1306462000
uzb,2009,3117401000
uzb,2010,3730452000
uzb,2011,3910000000
uzb,2012,4124838000
uzb,2013,5481000000
uzb,2014,6864091000
uzb,2015,7314516000
uzb,2016,8148700000
uzb,2017,8034500000
uzb,2018,7060924000
uzb,2019,8578600000
uzb,2020,11946435000
ven,1970,236300000
ven,1971,282800000
ven,1972,293200000
ven,1973,350000000
ven,1974,291400000
ven,1975,232800000
ven,1976,350000000
ven,1977,875000000
ven,1978,1867000000
ven,1979,2525000000
ven,1980,3181000000
ven,1981,3600000000
ven,1982,5000000000
ven,1983,8959000000
ven,1984,8703000000
ven,1985,8645000000
ven,1986,7434000000
ven,1987,5476000000
ven,1988,4283000000
ven,1989,3923000000
ven,1990,3650000000
ven,1991,3650000000
ven,1992,3798000000
ven,1993,3322000000
ven,1994,2436400000
ven,1995,2013400000
ven,1996,1814000000
ven,1997,2486950000
ven,1998,5956900000
ven,1999,6802423000
ven,2000,6132207000
ven,2001,6015272000
ven,2002,6018200000
ven,2003,6015600000
ven,2004,4401180000
ven,2005,3701829000
ven,2006,4734000000
ven,2007,11005921000
ven,2008,16279178000
ven,2009,24559408000
ven,2010,36282196000
ven,2011,45595742000
ven,2012,52489462000
ven,2013,52965994000
ven,2014,57341765000
ven,2015,55485248000
ven,2016,57730248000
ven,2017,57730248000
ven,2018,57730248000
ven,2019,57730248000
ven,2020,57730248000
vnm,2010,4680000000
vnm,2011,5862000000
vnm,2012,8806000000
vnm,2013,9860700000
vnm,2014,13559200000
vnm,2015,19039150000
vnm,2016,24483558000
vnm,2017,29953828000
vnm,2018,34717100000
vnm,2019,40723070000
vnm,2020,45807960000
zaf,1994,5246000000
zaf,1995,4935000000
zaf,1996,3987000000
zaf,1997,2413000000
zaf,1998,2640916000
zaf,1999,5221446000
zaf,2000,6507359000
zaf,2001,8030933000
zaf,2002,10599184000
zaf,2003,11227298000
zaf,2004,13297015000
zaf,2005,9402954000
zaf,2006,17941510000
zaf,2007,28733224000
zaf,2008,24879414000
zaf,2009,32617384000
zaf,2010,47638000000
zaf,2011,51520338000
zaf,2012,56211750000
zaf,2013,51572409230
zaf,2014,49237534364.5
zaf,2015,39352679224.9
zaf,2016,42174533566.3
zaf,2017,48941521244.9
zaf,2018,45765244994.7
zaf,2019,46373332888.2
zaf,2020,36649475348.7
zmb,1970,30000000
zmb,1971,35000000
zmb,1972,40000000
zmb,1973,56300000
zmb,1974,84300000
zmb,1975,120000000
zmb,1976,115000000
zmb,1977,175000000
zmb,1978,150000000
zmb,1979,125000000
zmb,1980,86700000
zmb,1981,50000000
zmb,1982,43500000
zmb,1983,24800000
zmb,1984,23400000
zmb,1985,0
zmb,1990,1948000
zmb,1991,3897000
zmb,1992,14145000
zmb,1993,13145000
zmb,1994,13454000
zmb,1995,13454000
zmb,1996,15954000
zmb,1997,12454000
zmb,1998,28454000
zmb,1999,72763000
zmb,2000,64572000
zmb,2001,154067000
zmb,2002,219528000
zmb,2003,252374000
zmb,2004,565777000
zmb,2005,596153000
zmb,2006,826421000
zmb,2007,980700000
zmb,2008,1048500000
zmb,2009,1020000000
zmb,2010,794300000
zmb,2011,1517471000
zmb,2012,762550000
zmb,2013,1057312000
zmb,2014,2566077000
zmb,2015,3644809000
zmb,2016,6586034000
zmb,2017,12474200000
zmb,2018,12300600000
zmb,2019,15207700000
zmb,2020,16445000000
zwe,1981,13200000
zwe,1982,38000000
zwe,1983,86400000
zwe,1984,77600000
zwe,1985,65000000
zwe,1986,55600000
zwe,1987,59230000
zwe,1988,69330000
zwe,1989,76030000
zwe,1990,184857000
zwe,1991,264269000
zwe,1992,303126450.1
zwe,1993,318116497.3
zwe,1994,258243165.3
zwe,1995,397803367.1
zwe,1996,445121563.5
zwe,1997,468351863.2
zwe,1998,241505882.3
zwe,1999,235083005.9
zwe,2000,213779482.4
zwe,2001,137162836.8
zwe,2002,92351085.6
zwe,2003,69377892.4
zwe,2004,55320088.8
zwe,2005,40905314.8
zwe,2006,35768596
zwe,2007,84412712.8
zwe,2008,97916917.6
zwe,2009,98293494
zwe,2010,605007526
zwe,2011,912686341.2
zwe,2012,1840146176
zwe,2013,1010532305.6
zwe,2014,1236612393.6
zwe,2015,1922338234.8
zwe,2016,3640366378.4
zwe,2017,3982732455.8
zwe,2018,4478195348.6
zwe,2019,3888824867.8
zwe,2020,3824517464
