geo,time,dt_dod_dpng_cd
blr,2011,5821147000
blr,2012,5973415000
blr,2013,8957280000
blr,2014,10937192000
blr,2015,10435594000
blr,2016,8256632000
blr,2017,8346419000
blr,2018,8741210000
blr,2019,10514401000
blr,2020,11504538000
blz,1998,0
blz,1999,0
blz,2000,0
blz,2001,0
blz,2002,0
blz,2003,0
blz,2004,0
blz,2005,0
blz,2006,0
blz,2007,0
blz,2008,219390000
blz,2009,209380000
blz,2010,243253000
blz,2011,217983000
blz,2012,173467000
blz,2013,161758000
blz,2014,153643000
blz,2015,94453000
blz,2016,85397000
blz,2017,77704000
blz,2018,60701000
blz,2019,63026000
blz,2020,83839000
bol,1970,11000000
bol,1971,12000000
bol,1972,14000000
bol,1973,13000000
bol,1974,15000000
bol,1975,16400000
bol,1976,25000000
bol,1977,20000000
bol,1978,60000000
bol,1979,95000000
bol,1980,92000000
bol,1981,80000000
bol,1982,128800000
bol,1983,376000000
bol,1984,340000000
bol,1985,555000000
bol,1986,555000000
bol,1987,200000000
bol,1988,200000000
bol,1989,200000000
bol,1990,176500000
bol,1991,142000000
bol,1992,140300000
bol,1993,184400000
bol,1994,190500000
bol,1995,239100000
bol,1996,285000000
bol,1997,426000000
bol,1998,642612000
bol,1999,643210000
bol,2000,1026314000
bol,2001,978953000
bol,2002,923174000
bol,2003,1030866000
bol,2004,1085096000
bol,2005,1914057000
bol,2006,2387724000
bol,2007,2621435000
bol,2008,2968561000
bol,2009,2646605000
bol,2010,2357793000
bol,2011,2173000000
bol,2012,1845819000
bol,2013,2356891000
bol,2014,2612416000
bol,2015,2906279000
bol,2016,3288512000
bol,2017,3335637000
bol,2018,2412000000
bol,2019,2437000000
bol,2020,2383000000
bra,1970,1706300000
bra,1971,2427100000
bra,1972,4238800000
bra,1973,5150000000
bra,1974,8181900000
bra,1975,9592900000
bra,1976,11133300000
bra,1977,13005800000
bra,1978,16151800000
bra,1979,15864100000
bra,1980,16605300000
bra,1981,19791600000
bra,1982,23123600000
bra,1983,21512000000
bra,1984,19303955000
bra,1985,17176533000
bra,1986,14641200000
bra,1987,14434321000
bra,1988,11514120000
bra,1989,6007453000
bra,1990,6671030000
bra,1991,7836905000
bra,1992,13179826000
bra,1993,20915844000
bra,1994,24700613000
bra,1995,30830193000
bra,1996,48975253000
bra,1997,75833027000
bra,1998,108116376000
bra,1999,113536099000
bra,2000,112681696000
bra,2001,96280218000
bra,2002,87547344000
bra,2003,82399047000
bra,2004,72384316000
bra,2005,69504729000
bra,2006,88888766000
bra,2007,118761665000
bra,2008,145842194000
bra,2009,149825820000
bra,2010,184940323200
bra,2011,262761260340
bra,2012,286829874000
bra,2013,309255259000
bra,2014,319628585000
bra,2015,314167771000
bra,2016,307491712000
bra,2017,305319744000
bra,2018,296690101000
bra,2019,291736960000
bra,2020,281855876000
btn,2011,9882000
btn,2012,7706000
btn,2013,5092000
btn,2014,1860000
btn,2015,57744000
btn,2016,60319000
btn,2017,55635000
btn,2018,55104000
btn,2019,51454000
btn,2020,41356000
bwa,2012,79689000
bwa,2013,79689000
bwa,2014,79689000
bwa,2015,0
bwa,2018,0
bwa,2019,12134841
bwa,2020,18516136.2
chn,1992,200401000
chn,1993,555514000
chn,1994,582652000
chn,1995,1089863000
chn,1996,1149828000
chn,1997,2411592000
chn,1998,27242623000
chn,1999,37688000000
chn,2000,37789000000
chn,2001,36744000000
chn,2002,31839000000
chn,2003,35030000000
chn,2004,42158000000
chn,2005,50492000000
chn,2006,63666000000
chn,2007,82284000000
chn,2008,101774197000
chn,2009,102157209000
chn,2010,117375367000
chn,2011,157485067000
chn,2012,206804046000
chn,2013,240132128000
chn,2014,349747765000
chn,2015,355777187000
chn,2016,442820102637.90002
chn,2017,467634848578
chn,2018,473216656003.90002
chn,2019,581120148422.90002
chn,2020,688251649058
civ,1970,11000000
civ,1971,13000000
civ,1972,12000000
civ,1973,32000000
civ,1974,44000000
civ,1975,65000000
civ,1976,74000000
civ,1977,155000000
civ,1978,253000000
civ,1979,190000000
civ,1980,2011600000
civ,1981,2131700000
civ,1982,2300000000
civ,1983,2457300000
civ,1984,2509700000
civ,1985,2463500000
civ,1986,2396200000
civ,1987,2284900000
civ,1988,2337500000
civ,1989,2486700000
civ,1990,2557600000
civ,1991,2603300000
civ,1992,2615700000
civ,1993,2616700000
civ,1994,2611350000
civ,1995,2659930000
civ,1996,1848900000
civ,1997,2070563000
civ,1998,1832563000
civ,1999,1595563000
civ,2000,1482275000
civ,2001,1372275000
civ,2002,1258714000
civ,2003,1143714000
civ,2004,1009714000
civ,2005,900395000
civ,2006,782002000
civ,2007,590776000
civ,2008,737500000
civ,2009,848000000
civ,2010,1017600000
civ,2011,1332000000
civ,2012,2490234000
civ,2013,2066894000
civ,2014,1693359000
civ,2015,1369629000
civ,2016,1324257368.5
civ,2017,1238067509.3
civ,2018,1011319701.7
civ,2019,1278811004.4
civ,2020,990722669.1
cmr,1970,9200000
cmr,1971,11900000
cmr,1972,20100000
cmr,1973,22200000
cmr,1974,34400000
cmr,1975,33600000
cmr,1976,37900000
cmr,1977,42800000
cmr,1978,86200000
cmr,1979,160000000
cmr,1980,178000000
cmr,1981,250000000
cmr,1982,361000000
cmr,1983,532800000
cmr,1984,609207000
cmr,1985,381100000
cmr,1986,504891000
cmr,1987,519750000
cmr,1988,426827000
cmr,1989,377768000
cmr,1990,229913000
cmr,1991,184110000
cmr,1992,253461000
cmr,1993,268568000
cmr,1994,233235000
cmr,1995,197131000
cmr,1996,208929000
cmr,1997,197543000
cmr,1998,178747000
cmr,1999,354826000
cmr,2000,316933000
cmr,2001,225986000
cmr,2002,177335000
cmr,2003,614886000
cmr,2004,632423000
cmr,2005,592226000
cmr,2006,489195000
cmr,2007,636025000
cmr,2008,635544000
cmr,2009,615324000
cmr,2010,577210000
cmr,2011,461174000
cmr,2012,367940000
cmr,2013,224888000
cmr,2014,565203000
cmr,2015,917636000
cmr,2016,1012332000
cmr,2017,925490000
cmr,2018,702622000
cmr,2019,1402950000
cmr,2020,766231000
cog,2020,6135500
col,1970,283000000
col,1971,344000000
col,1972,392000000
col,1973,365000000
col,1974,302000000
col,1975,367000000
col,1976,404000000
col,1977,389000000
col,1978,363000000
col,1979,473000000
col,1980,515000000
col,1981,866000000
col,1982,1192000000
col,1983,1278000000
col,1984,1437000000
col,1985,1568254000
col,1986,1584847000
col,1987,1539000000
col,1988,1560000000
col,1989,1280000000
col,1990,1113000000
col,1991,981000000
col,1992,1250000000
col,1993,2046400000
col,1994,3090510000
col,1995,5553100000
col,1996,8161700000
col,1997,10745902000
col,1998,10101170000
col,1999,10238693000
col,2000,10259278000
col,2001,11183985000
col,2002,8875831000
col,2003,10657272000
col,2004,9018926000
col,2005,9200909000
col,2006,8752932000
col,2007,11324000000
col,2008,12024283000
col,2009,12960835000
col,2010,18325225000
col,2011,22840554000
col,2012,21596659000
col,2013,27017575524
col,2014,29696022000
col,2015,31305676000
col,2016,35204980000
col,2017,37498111777.8
col,2018,42413630000
col,2019,47158690000
col,2020,49810046000
cri,1970,111900000
cri,1971,115600000
cri,1972,132000000
cri,1973,152500000
cri,1974,182200000
cri,1975,228300000
cri,1976,263300000
cri,1977,326000000
cri,1978,416700000
cri,1979,398400000
cri,1980,411900000
cri,1981,371500000
cri,1982,381200000
cri,1983,348200000
cri,1984,316600000
cri,1985,301600000
cri,1986,306400000
cri,1987,301600000
cri,1988,316600000
cri,1989,303700000
cri,1990,304000000
cri,1991,303850000
cri,1992,333850000
cri,1993,280000000
cri,1994,228000000
cri,1995,214200000
cri,1996,193045000
cri,1997,171596000
cri,1998,224941000
cri,1999,203492000
cri,2000,186534000
cri,2001,169576000
cri,2002,152618000
cri,2003,135660000
cri,2004,489335000
cri,2005,1195459000
cri,2006,1292895000
cri,2007,1493566000
cri,2008,1589574000
cri,2009,2063203000
cri,2010,1660375000
cri,2011,3252524000
cri,2012,6188923000
cri,2013,7016068000
cri,2014,8329151000
cri,2015,10621116000
cri,2016,11743692000
cri,2017,11817127000
cri,2018,12841398000
cri,2019,13437381000
cri,2020,14018528000
dom,1970,141200000
dom,1971,158600000
dom,1972,157300000
dom,1973,157100000
dom,1974,223600000
dom,1975,261500000
dom,1976,280600000
dom,1977,302900000
dom,1978,296000000
dom,1979,295100000
dom,1980,253600000
dom,1981,232700000
dom,1982,252404000
dom,1983,180900000
dom,1984,156000000
dom,1985,150628000
dom,1986,146328000
dom,1987,132850000
dom,1988,117637000
dom,1989,104614000
dom,1990,98814000
dom,1991,82815000
dom,1992,66019000
dom,1993,50479000
dom,1994,35185000
dom,1995,19330000
dom,1996,5196000
dom,1997,0
dom,2002,171232000
dom,2003,1000
dom,2004,1000
dom,2005,1500000
dom,2006,413500000
dom,2007,845193000
dom,2008,843364000
dom,2009,842876000
dom,2010,842708000
dom,2011,913169000
dom,2012,6851776000
dom,2013,6713179000
dom,2014,7279605000
dom,2015,7330089000
dom,2016,7772417000
dom,2017,8643020000
dom,2018,8011253000
dom,2019,8354678000
dom,2020,7246426000
dza,2002,106804000
dza,2003,558513000
dza,2004,710184000
dza,2005,865924000
dza,2006,1303837000
dza,2007,1148490000
dza,2008,1443890000
dza,2009,981560000
dza,2010,967500000
dza,2011,817970000
dza,2012,821930000
dza,2013,620490000
dza,2014,685380000
dza,2015,317760000
dza,2016,213640000
dza,2017,188230000
dza,2018,202030000
dza,2019,172950000
dza,2020,232220000
ecu,1970,49200000
ecu,1971,52600000
ecu,1972,62200000
ecu,1973,68200000
ecu,1974,159700000
ecu,1975,273600000
ecu,1976,279000000
ecu,1977,406500000
ecu,1978,560800000
ecu,1979,774000000
ecu,1980,1121500000
ecu,1981,1452300000
ecu,1982,1628500000
ecu,1983,669700000
ecu,1984,227200000
ecu,1985,155296000
ecu,1986,85216000
ecu,1987,98039000
ecu,1988,119312000
ecu,1989,158241000
ecu,1990,163561000
ecu,1991,142539000
ecu,1992,100162000
ecu,1993,241000000
ecu,1994,224371000
ecu,1995,440000000
ecu,1996,320000000
ecu,1997,340000000
ecu,1998,210000000
ecu,1999,1570526000
ecu,2000,1435001000
ecu,2001,1657496000
ecu,2002,2589137000
ecu,2003,3334126000
ecu,2004,4434275000
ecu,2005,4668478000
ecu,2006,4979775000
ecu,2007,5183089000
ecu,2008,3989593000
ecu,2009,4466050000
ecu,2010,5081676000
ecu,2011,4728530000
ecu,2012,4609497000
ecu,2013,5298307000
ecu,2014,5977858000
ecu,2015,6786945000
ecu,2016,8196214000
ecu,2017,7652394000
ecu,2018,7620843000
ecu,2019,10465118000
ecu,2020,10651509000
egy,1976,22000000
egy,1977,57000000
egy,1978,75000000
egy,1979,185000000
egy,1980,265000000
egy,1981,320000000
egy,1982,455000000
egy,1983,600000000
egy,1984,550000000
egy,1985,750000000
egy,1986,947000000
egy,1987,1098000000
egy,1988,1131000000
egy,1989,1081000000
egy,1990,1000000000
egy,1991,850000000
egy,1992,600000000
egy,1993,500000000
egy,1994,375000000
egy,1995,313000000
egy,1996,127000000
egy,1997,130700000
egy,1998,384100000
egy,1999,481400000
egy,2000,572800000
egy,2001,618500000
egy,2002,658500000
egy,2003,315638000
egy,2004,85200000
egy,2005,93000000
egy,2006,81000000
egy,2007,20530000
egy,2008,80030000
egy,2009,74000000
egy,2010,53750000
egy,2011,16250000
egy,2012,20000000
egy,2013,12288000
egy,2014,21356000
egy,2015,22500000
egy,2016,156619000
egy,2017,406499000
egy,2018,445685000
egy,2019,360238000
egy,2020,402342000
fji,2008,273700000
fji,2009,514250000
fji,2010,500458000
fji,2011,467790000
fji,2012,485410000
fji,2013,450410000
fji,2014,385020000
fji,2015,380640000
fji,2016,400240000
fji,2017,355160000
fji,2018,369660000
fji,2019,485240000
fji,2020,496550000
geo,1998,15167750
geo,1999,17078200.8
geo,2000,41872498.7
geo,2001,52878000
geo,2002,50701498.9
geo,2003,43915773
geo,2004,99000152.2
geo,2005,131619129
geo,2006,158740644
geo,2007,240647131.2
geo,2008,3029305000
geo,2009,3206843000
geo,2010,3143096000
geo,2011,4261662000
geo,2012,4398724000
geo,2013,5579103000
geo,2014,6010370000
geo,2015,6780554000
geo,2016,7435445000
geo,2017,6968873000
geo,2018,7843921000
geo,2019,9039917000
geo,2020,9007101000
gha,1970,10000000
gha,1971,10000000
gha,1972,9000000
gha,1973,8000000
gha,1974,6000000
gha,1975,10000000
gha,1976,10000000
gha,1977,10000000
gha,1978,10000000
gha,1979,8500000
gha,1980,10000000
gha,1981,10000000
gha,1982,16000000
gha,1983,21000000
gha,1984,32000000
gha,1985,40165000
gha,1986,37665000
gha,1987,29666000
gha,1988,32000000
gha,1989,33000000
gha,1990,33000000
gha,1991,34000000
gha,1992,35000000
gha,1993,37000000
gha,1994,32000000
gha,1995,27000000
gha,1996,271000000
gha,1997,267000000
gha,1998,263000000
gha,1999,260000000
gha,2000,257000000
gha,2001,255000000
gha,2002,253000000
gha,2003,1000000
gha,2004,0
gha,2005,0
gha,2006,0
gha,2007,0
gha,2008,0
gha,2009,0
gha,2010,0
gha,2014,253189000
gha,2015,253189000
gha,2016,253189000
gha,2017,253189000
gha,2018,253189000
gha,2019,253189000
gha,2020,253189000
gtm,1970,14000000
gtm,1971,20600000
gtm,1972,30500000
gtm,1973,50000000
gtm,1974,75000000
gtm,1975,100000000
gtm,1976,125000000
gtm,1977,180000000
gtm,1978,250000000
gtm,1979,312000000
gtm,1980,282000000
gtm,1981,210000000
gtm,1982,168000000
gtm,1983,154000000
gtm,1984,105000000
gtm,1985,106000000
gtm,1986,119000000
gtm,1987,116100000
gtm,1988,113000000
gtm,1989,122765000
gtm,1990,126906000
gtm,1991,126906000
gtm,1992,141100000
gtm,1993,182700000
gtm,1994,160663000
gtm,1995,142000000
gtm,1996,121000000
gtm,1997,102771000
gtm,1998,181959000
gtm,1999,161741000
gtm,2000,141523000
gtm,2001,121323000
gtm,2002,102323000
gtm,2003,85823000
gtm,2004,2607607000
gtm,2005,4293593000
gtm,2006,5477212000
gtm,2007,6408373000
gtm,2008,7244857000
gtm,2009,8357729000
gtm,2010,7589466000
gtm,2011,8353880000
gtm,2012,7826200000
gtm,2013,9170096000
gtm,2014,11269695000
gtm,2015,11711493000
gtm,2016,11791734000
gtm,2017,13570486000
gtm,2018,13968556000
gtm,2019,13575588000
gtm,2020,12425002000
guy,1999,4513000
guy,2000,4071000
guy,2001,3619000
guy,2002,3167000
guy,2003,2715000
guy,2004,2263000
guy,2005,1811000
guy,2006,1000
guy,2007,1000
guy,2008,1000
guy,2009,1714000
guy,2010,36000
guy,2011,46000
guy,2012,0
guy,2013,73000
guy,2014,185073000
guy,2015,170000000
guy,2016,234545000
guy,2017,207663000
guy,2018,156986000
guy,2019,106311000
guy,2020,55636000
hnd,1970,19200000
hnd,1971,36300000
hnd,1972,44600000
hnd,1973,62400000
hnd,1974,89200000
hnd,1975,95800000
hnd,1976,0
hnd,1977,140700000
hnd,1978,165000000
hnd,1979,157900000
hnd,1980,191100000
hnd,1981,171700000
hnd,1982,158700000
hnd,1983,194800000
hnd,1984,162200000
hnd,1985,141395000
hnd,1986,124908000
hnd,1987,114474000
hnd,1988,101315000
hnd,1989,84018000
hnd,1990,66385000
hnd,1991,74843000
hnd,1992,90210000
hnd,1993,88401000
hnd,1994,100113000
hnd,1995,122948000
hnd,1996,216091000
hnd,1997,259300000
hnd,1998,411846000
hnd,1999,542452000
hnd,2000,560046000
hnd,2001,506071000
hnd,2002,467725000
hnd,2003,410542000
hnd,2004,568196000
hnd,2005,508748000
hnd,2006,635144000
hnd,2007,623520000
hnd,2008,656728000
hnd,2009,879700000
hnd,2010,578801000
hnd,2011,718700000
hnd,2012,797981000
hnd,2013,946101000
hnd,2014,1112001000
hnd,2015,1041919000
hnd,2016,924500000
hnd,2017,946000000
hnd,2018,942200000
hnd,2019,1043800000
hnd,2020,1144600000
hti,2012,0
hti,2013,3000000
hti,2014,1000000
hti,2015,735000
hti,2016,4217000
hti,2017,657000
hti,2018,237000
hti,2019,0
hti,2020,0
idn,1970,461000000
idn,1971,649000000
idn,1972,913000000
idn,1973,1285000000
idn,1974,1844000000
idn,1975,2369000000
idn,1976,2624000000
idn,1977,2842000000
idn,1978,3040000000
idn,1979,3140000000
idn,1980,3142000000
idn,1981,3579000000
idn,1982,3200000000
idn,1983,3652400000
idn,1984,3930800000
idn,1985,3836500000
idn,1986,3778400000
idn,1987,4571000000
idn,1988,5545200000
idn,1989,6556300000
idn,1990,10260500000
idn,1991,13176000000
idn,1992,16281000000
idn,1993,14029000000
idn,1994,24440950000
idn,1995,33123191000
idn,1996,36694340000
idn,1997,44468771000
idn,1998,54728300000
idn,1999,47264868000
idn,2000,41169275000
idn,2001,34405214000
idn,2002,30026378000
idn,2003,29753665000
idn,2004,33546406000
idn,2005,45243994000
idn,2006,46766267000
idn,2007,48506581000
idn,2008,49296641000
idn,2009,54793124000
idn,2010,59433491000
idn,2011,70269527000
idn,2012,77920623000
idn,2013,86286218000
idn,2014,101551087000
idn,2015,107002622993.8
idn,2016,98521748104.2
idn,2017,109059398152.8
idn,2018,113802217213.39999
idn,2019,121041419468.2
idn,2020,121773041643.39999
ind,1970,100000000
ind,1971,100000000
ind,1972,100000000
ind,1973,139100000
ind,1974,267000000
ind,1975,277000000
ind,1976,295000000
ind,1977,295000000
ind,1978,348000000
ind,1979,335000000
ind,1980,336000000
ind,1981,873000000
ind,1982,1029000000
ind,1983,1185000000
ind,1984,1341000000
ind,1985,1497000000
ind,1986,1388123000
ind,1987,1652372000
ind,1988,1473113000
ind,1989,1551000000
ind,1990,1488016000
ind,1991,1545370000
ind,1992,1204960000
ind,1993,1769970000
ind,1994,6426520000
ind,1995,6618200000
ind,1996,7382036000
ind,1997,9208043000
ind,1998,8409214000
ind,1999,7943879000
ind,2000,15586000000
ind,2001,16924112000
ind,2002,18670394000
ind,2003,47872860000
ind,2004,50843133000
ind,2005,56679772000
ind,2006,73360730000
ind,2007,96980458000
ind,2008,105924840000
ind,2009,118179578000
ind,2010,127289639000
ind,2011,142313869000
ind,2012,173217995000
ind,2013,206950691000
ind,2014,213654172000
ind,2015,229444505000
ind,2016,213247629000
ind,2017,225284025000
ind,2018,231178894000
ind,2019,256729144000
ind,2020,262130771000
irn,1994,0
irn,1995,0
irn,1996,0
irn,1997,0
irn,1998,0
irn,1999,0
irn,2000,0
irn,2001,0
irn,2002,0
irn,2003,0
irn,2004,0
irn,2005,0
irn,2006,0
irn,2007,0
irn,2008,0
irn,2009,0
irn,2010,0
irn,2011,0
irn,2012,0
irn,2013,0
irn,2014,0
irn,2015,0
irn,2016,0
irn,2017,0
irn,2018,1199674000
irn,2019,914686000
irn,2020,893910000
jam,1970,822300000
jam,1971,825400000
jam,1972,823000000
jam,1973,835500000
jam,1974,889900000
jam,1975,903200000
jam,1976,446600000
jam,1977,500000000
jam,1978,85000000
jam,1979,60000000
jam,1980,75000000
jam,1981,25000000
jam,1982,50000000
jam,1983,75000000
jam,1984,70000000
jam,1985,66200000
jam,1986,63900000
jam,1987,58000000
jam,1988,50900000
jam,1989,41954000
jam,1990,33647000
jam,1991,27800000
jam,1992,27800000
jam,1993,28200000
jam,1994,78000000
jam,1995,128000000
jam,1996,123000000
jam,1997,188000000
jam,1998,179133000
jam,1999,166169000
jam,2000,102618000
jam,2001,94067000
jam,2002,85515000
jam,2003,76964000
jam,2004,98412000
jam,2005,389861000
jam,2006,811309000
jam,2007,2172758000
jam,2008,2164206000
jam,2009,3240655000
jam,2010,4307104000
jam,2011,4342862000
jam,2012,3910205000
jam,2013,2820087000
jam,2014,3571196000
jam,2015,1948858000
jam,2016,1855968000
jam,2017,1932095000
jam,2018,5343538000
jam,2019,5922947000
jam,2020,5649536000
jor,2001,56597000
jor,2002,113195000
jor,2003,80885000
jor,2004,48575000
jor,2005,23575000
jor,2006,55000000
jor,2007,111705000
jor,2008,193205000
jor,2009,198205000
jor,2010,1264789000
jor,2011,1501014000
jor,2012,1803253000
jor,2013,2145338000
jor,2014,2112704000
jor,2015,2366620000
jor,2016,2314366000
jor,2017,2460155000
jor,2018,3070704000
jor,2019,3614366000
jor,2020,3905070000
kaz,1994,41196000
kaz,1995,102700000
kaz,1996,202900000
kaz,1997,596000000
kaz,1998,1960356000
kaz,1999,1834534000
kaz,2000,7858878000
kaz,2001,10115876000
kaz,2002,12917669000
kaz,2003,16434747000
kaz,2004,25522920000
kaz,2005,33091376000
kaz,2006,59339917000
kaz,2007,82470179000
kaz,2008,94807566000
kaz,2009,99730529000
kaz,2010,105911638000
kaz,2011,110363682000
kaz,2012,118513024000
kaz,2013,127365227000
kaz,2014,132295188000
kaz,2015,126329416000
kaz,2016,134869481000
kaz,2017,129485737000
kaz,2018,123953857000
kaz,2019,124778519000
kaz,2020,127015459000
ken,1970,87500000
ken,1971,81300000
ken,1972,106700000
ken,1973,206200000
ken,1974,351600000
ken,1975,392300000
ken,1976,414900000
ken,1977,270500000
ken,1978,433300000
ken,1979,437600000
ken,1980,437000000
ken,1981,365500000
ken,1982,384800000
ken,1983,497200000
ken,1984,428300000
ken,1985,519000000
ken,1986,462000000
ken,1987,593000000
ken,1988,648000000
ken,1989,670000000
ken,1990,880000000
ken,1991,987000000
ken,1992,579000000
ken,1993,600000000
ken,1994,530000000
ken,1995,445000000
ken,1996,375000000
ken,1997,325000000
ken,1998,280000000
ken,1999,220000000
ken,2000,175000000
ken,2001,109169000
ken,2002,48824000
ken,2003,23674000
ken,2004,10000000
ken,2005,0
ken,2013,115000000
ken,2014,286200000
ken,2015,734832000
ken,2016,673464000
ken,2017,848628991.5
ken,2018,1020799247.9
ken,2019,817283936.8
ken,2020,820948789.7
kgz,1996,362430000
kgz,1997,392437000
kgz,1998,367770000
kgz,1999,350461000
kgz,2000,290079000
kgz,2001,233513000
kgz,2002,249508000
kgz,2003,198551000
kgz,2004,154321000
kgz,2005,160508000
kgz,2006,270443000
kgz,2007,380084000
kgz,2008,979517000
kgz,2009,1075640000
kgz,2010,1170648000
kgz,2011,2367619000
kgz,2012,2651700000
kgz,2013,3217900000
kgz,2014,3414000000
kgz,2015,3631869000
kgz,2016,3702389000
kgz,2017,3561866000
kgz,2018,3768640000
kgz,2019,3968327000
kgz,2020,3809411000
khm,2009,194415000
khm,2010,442209000
khm,2011,567107000
khm,2012,1489881000
khm,2013,1712935000
khm,2014,1856620000
khm,2015,2362000000
khm,2016,2388290000
khm,2017,2950639000
khm,2018,4055507000
khm,2019,4239000000
khm,2020,4901666000
kna,1984,0
kna,1985,0
kna,1986,0
kna,1987,0
kna,1988,0
kna,1989,0
kna,1990,0
kna,1991,0
kna,1992,0
kna,1993,0
kna,1994,0
kna,1995,0
kna,1996,0
kna,1997,0
kna,1998,0
kna,1999,0
kna,2000,0
kna,2001,0
kna,2002,0
kna,2003,0
kna,2004,0
kna,2005,0
kna,2006,0
kna,2007,0
