geo,time,se_prm_enrl
lka,2002,1729014
lka,2003,1667994
lka,2004,1580072
lka,2005,1610778
lka,2006,1611763
lka,2007,1621617
lka,2008,1631430
lka,2009,1619244
lka,2010,1720806
lka,2011,1735475
lka,2012,1752137
lka,2013,1767322
lka,2014,1777822
lka,2015,1778176
lka,2016,1770517
lka,2017,1746843
lka,2018,1725424
lka,2019,1710466
lso,1970,175420
lso,1971,171454
lso,1972,176404
lso,1973,187459
lso,1974,218038
lso,1975,221922
lso,1976,222004
lso,1977,226019
lso,1978,228523
lso,1979,235604
lso,1980,244838
lso,1981,259046
lso,1982,277945
lso,1983,289590
lso,1984,297484
lso,1985,314003
lso,1986,319128
lso,1987,331857
lso,1988,345524
lso,1989,348818
lso,1990,351632
lso,1991,361144
lso,1992,362657
lso,1993,354275
lso,1994,366935
lso,1995,378011
lso,1996,374628
lso,1997,368895
lso,1998,369535
lso,1999,364951
lso,2000,410745
lso,2001,415007
lso,2002,418668
lso,2003,429720
lso,2004,427009
lso,2005,422278
lso,2006,424855
lso,2007,400943
lso,2008,396041
lso,2009,389424
lso,2010,388681
lso,2011,385437
lso,2012,381690
lso,2013,369469
lso,2014,366048
lso,2015,361637
lso,2016,360756
lso,2017,367931
ltu,1981,172064
ltu,1986,172349
ltu,1989,191655
ltu,1990,193436
ltu,1991,202222
ltu,1992,202970
ltu,1993,210834
ltu,1994,215175
ltu,1995,221569
ltu,1996,223662
ltu,1997,225701
ltu,1998,222278
ltu,1999,219661
ltu,2000,218181
ltu,2001,211650
ltu,2002,197463
ltu,2003,183542
ltu,2004,170216
ltu,2005,158105
ltu,2006,150422
ltu,2007,143814
ltu,2008,135719
ltu,2009,129496
ltu,2010,122458
ltu,2011,115581
ltu,2012,111389
ltu,2013,109028
ltu,2014,108115
ltu,2015,108038
ltu,2016,110193
ltu,2017,113881
ltu,2018,116626
ltu,2019,117676
lux,1970,35976
lux,1971,34530
lux,1972,34527
lux,1973,33846
lux,1974,34490
lux,1975,29749
lux,1976,29430
lux,1977,29032
lux,1978,28465
lux,1979,27510
lux,1980,25604
lux,1981,24628
lux,1982,23838
lux,1983,22780
lux,1984,21979
lux,1986,22003
lux,1987,21959
lux,1988,23375
lux,1991,23465
lux,1994,28205
lux,1995,27082
lux,1996,27844
lux,1997,28437
lux,1998,29094
lux,1999,31492
lux,2000,32458
lux,2001,33266
lux,2002,33966
lux,2003,34081
lux,2004,34603
lux,2005,35016
lux,2006,35431
lux,2007,35668
lux,2008,35630
lux,2010,35187
lux,2011,35099
lux,2012,35397
lux,2013,35250
lux,2014,35435
lux,2015,35920
lux,2016,36626
lux,2017,37452
lux,2018,38173
lux,2019,39146
lva,1981,141376
lva,1982,141731
lva,1983,141364
lva,1984,140803
lva,1985,140815
lva,1986,140744
lva,1987,164377
lva,1988,165140
lva,1989,166072
lva,1990,135722
lva,1991,143338
lva,1992,146250
lva,1993,137095
lva,1994,132059
lva,1995,132465
lva,1996,139925
lva,1997,146653
lva,1998,146650
lva,1999,141408
lva,2000,134919
lva,2001,125634
lva,2002,113923
lva,2003,103359
lva,2004,92453
lva,2005,84369
lva,2006,78796
lva,2007,121345
lva,2008,117129
lva,2009,114236
lva,2010,113691
lva,2011,113668
lva,2012,113410
lva,2013,114089
lva,2014,114660
lva,2015,117303
lva,2016,120308
lva,2017,121506
lva,2018,121674
lva,2019,120787
mac,1971,25052
mac,1972,23659
mac,1973,23095
mac,1974,20205
mac,1975,19777
mac,1976,20758
mac,1977,24700
mac,1978,22560
mac,1979,24145
mac,1989,31917
mac,1990,32935
mac,1991,34972
mac,1992,37872
mac,1993,40665
mac,1999,46893
mac,2000,47262
mac,2001,45663
mac,2002,44368
mac,2003,41917
mac,2004,39872
mac,2005,37401
mac,2006,34739
mac,2007,32932
mac,2008,30487
mac,2009,27483
mac,2010,25326
mac,2011,23785
mac,2012,22646
mac,2013,22231
mac,2014,22862
mac,2015,24252
mac,2016,26436
mac,2017,28438
mac,2018,30169
mac,2019,32530
mac,2020,33961
mar,1971,1175277
mar,1972,1231936
mar,1973,1275857
mar,1974,1337931
mar,1975,1413993
mar,1976,1547647
mar,1977,1667773
mar,1978,1793772
mar,1979,1925187
mar,1980,2051862
mar,1981,2172289
mar,1982,2309696
mar,1983,2442726
mar,1984,2474440
mar,1985,2278734
mar,1986,2279887
mar,1987,2227960
mar,1988,2176847
mar,1989,2110719
mar,1990,2163185
mar,1991,2483691
mar,1992,2578566
mar,1993,2727833
mar,1994,2873883
mar,1995,3006631
mar,1996,3101555
mar,1997,3160907
mar,1998,3254354
mar,1999,3461940
mar,2000,3669605
mar,2001,3842000
mar,2002,4029112
mar,2003,4101157
mar,2004,4070182
mar,2005,4022600
mar,2006,3943831
mar,2007,3939177
mar,2008,3878640
mar,2009,3850994
mar,2010,3945201
mar,2011,4001313
mar,2012,4016934
mar,2013,4021052
mar,2014,4030142
mar,2015,4039392
mar,2016,4101743
mar,2017,4210676
mar,2018,4322623
mar,2019,4432229
mar,2020,4535919
mco,1971,1486
mco,1972,1486
mco,1978,1558
mco,1983,1354
mco,1991,1773
mco,1992,1761
mco,1994,1815
mco,1995,1838
mco,1996,1893
mco,1997,1919
mco,1998,1956
mco,1999,2022
mco,2000,2008
mco,2001,1985
mco,2004,1831
mco,2008,1852
mco,2009,1837
mco,2010,1820
mco,2011,1760
mco,2012,1766
mco,2013,1753
mco,2014,1752
mco,2015,1959
mco,2016,2001
mco,2017,2018
mco,2018,2018
mco,2019,1989
mco,2020,1971
mco,2021,1932
mda,1981,230624
mda,1986,248005
mda,1989,273426
mda,1990,285826
mda,1991,301653
mda,1992,306933
mda,1993,307604
mda,1994,307447
mda,1995,322612
mda,1996,320055
mda,1997,320725
mda,1999,262137
mda,2000,252193
mda,2001,235461
mda,2002,224495
mda,2003,212552
mda,2004,198911
mda,2005,184159
mda,2006,171024
mda,2007,160528
mda,2008,151736
mda,2009,145369
mda,2010,141197
mda,2011,138436
mda,2012,138095
mda,2013,138282
mda,2014,138420
mda,2015,138536
mda,2016,137845
mda,2017,139335
mda,2018,140141
mda,2019,139612
mda,2020,139179
mdg,1971,938015
mdg,1972,1004445
mdg,1973,1030342
mdg,1974,1033993
mdg,1975,1133013
mdg,1976,1210841
mdg,1977,1311179
mdg,1978,1398936
mdg,1979,1454554
mdg,1980,1597596
mdg,1981,1723779
mdg,1982,1731383
mdg,1983,1701601
mdg,1984,1651012
mdg,1985,1625216
mdg,1988,1487728
mdg,1989,1534142
mdg,1990,1512322
mdg,1991,1570721
mdg,1992,1496845
mdg,1993,1490317
mdg,1994,1504668
mdg,1995,1511408
mdg,1996,1638187
mdg,1998,1889885
mdg,1999,2012416
mdg,2000,2208321
mdg,2001,2307500
mdg,2002,2407644
mdg,2003,2856480
mdg,2004,3366470
mdg,2005,3597731
mdg,2006,3698906
mdg,2007,3837343
mdg,2008,4020322
mdg,2009,4323981
mdg,2010,4241916
mdg,2011,4305069
mdg,2012,4402722
mdg,2013,4483030
mdg,2014,4610722
mdg,2015,4763524
mdg,2016,4733726
mdg,2018,4860888
mdg,2019,4648600
mdv,1980,30621
mdv,1982,34090
mdv,1986,39775
mdv,1992,45333
mdv,1993,48321
mdv,1994,50915
mdv,1995,50733
mdv,1996,51220
mdv,1997,50230
mdv,1998,73519
mdv,1999,74050
mdv,2000,73522
mdv,2001,71054
mdv,2002,68242
mdv,2003,66169
mdv,2004,63300
mdv,2005,57873
mdv,2006,54770
mdv,2007,50270
mdv,2008,47082
mdv,2009,44675
mdv,2010,42146
mdv,2011,40201
mdv,2012,38849
mdv,2013,38183
mdv,2014,39570
mdv,2015,42137
mdv,2016,43781
mdv,2017,45326
mdv,2018,47236
mdv,2019,49373
mex,1971,9248290
mex,1972,9711496
mex,1973,10195167
mex,1974,10762665
mex,1975,10999713
mex,1976,11461415
mex,1977,12148221
mex,1978,12560035
mex,1979,13536265
mex,1980,14126414
mex,1981,14666257
mex,1982,14981028
mex,1983,15222916
mex,1984,15376153
mex,1985,15219245
mex,1986,15124160
mex,1987,14994642
mex,1988,14768008
mex,1989,14656357
mex,1990,14493763
mex,1991,14401588
mex,1992,14396993
mex,1993,14425669
mex,1994,14469450
mex,1995,14574202
mex,1996,14623438
mex,1997,14650521
mex,1998,14647797
mex,1999,14697915
mex,2000,14765603
mex,2001,14792528
mex,2002,14843381
mex,2003,14857191
mex,2004,14781327
mex,2005,14700005
mex,2006,14595195
mex,2007,14631498
mex,2008,14699146
mex,2009,14861232
mex,2010,14906476
mex,2011,14934663
mex,2012,14956982
mex,2013,14837204
mex,2014,14627368
mex,2015,14397928
mex,2016,14297027
mex,2017,14182288
mex,2018,14061377
mex,2019,14012770
mhl,1999,8209
mhl,2002,8757
mhl,2003,7602
mhl,2004,8250
mhl,2005,8055
mhl,2006,8270
mhl,2007,8215
mhl,2008,8342
mhl,2009,8398
mhl,2011,8546
mhl,2015,8236
mhl,2016,7941
mhl,2019,7234
mhl,2020,6726
mkd,1993,134260
mkd,1994,133744
mkd,1995,133707
mkd,1996,134597
mkd,1997,133044
mkd,1998,131501
mkd,1999,129633
mkd,2000,126606
mkd,2001,123661
mkd,2002,121109
mkd,2003,116635
mkd,2004,113362
mkd,2005,110149
mkd,2006,105045
mkd,2007,100911
mkd,2008,115082
mkd,2009,112477
mkd,2010,110759
mkd,2012,107278
mkd,2013,109945
mkd,2014,108254
mkd,2015,108827
mkd,2017,109121
mkd,2018,109818
mli,1971,203703
mli,1972,217070
mli,1973,224699
mli,1974,236622
mli,1975,240521
mli,1976,252393
mli,1977,265496
mli,1978,280459
mli,1979,293227
mli,1980,298697
mli,1981,291159
mli,1982,291546
mli,1983,296301
mli,1984,293050
mli,1985,294153
mli,1986,292395
mli,1987,298913
mli,1988,307587
mli,1989,365158
mli,1990,377372
mli,1991,395334
mli,1992,430636
mli,1993,494581
mli,1994,557084
mli,1995,612469
mli,1996,683163
mli,1997,778450
mli,1998,862874
mli,1999,958935
mli,2000,1016575
mli,2001,1127360
mli,2002,1227267
mli,2003,1294672
mli,2004,1396791
mli,2005,1505903
mli,2006,1609979
mli,2007,1716956
mli,2008,1823037
mli,2009,1926242
mli,2010,2018551
mli,2011,2114844
mli,2012,2113857
mli,2013,2068714
mli,2014,2181617
mli,2015,2227082
mli,2016,2356420
mli,2017,2538502
mli,2018,2477081
mlt,1971,40021
mlt,1972,37447
mlt,1973,34644
mlt,1974,32569
mlt,1975,30322
mlt,1976,29834
mlt,1977,30863
mlt,1978,31363
mlt,1979,32218
mlt,1980,32448
mlt,1981,33063
mlt,1982,33187
mlt,1983,33208
mlt,1984,33987
mlt,1985,35411
mlt,1986,36240
mlt,1987,36322
mlt,1988,36564
mlt,1989,36726
mlt,1990,37016
mlt,1991,36899
mlt,1992,35626
mlt,1993,35488
mlt,1994,35366
mlt,1995,35051
mlt,1996,35273
mlt,1997,35374
mlt,1998,35261
mlt,1999,34914
mlt,2000,34261
mlt,2001,33530
mlt,2002,32717
mlt,2003,31710
mlt,2004,31064
mlt,2005,29596
mlt,2006,28922
mlt,2007,27805
mlt,2008,26772
mlt,2009,24674
mlt,2010,24985
mlt,2011,24075
mlt,2012,23567
mlt,2013,23655
mlt,2014,24072
mlt,2015,24624
mlt,2016,25177
mlt,2017,25796
mlt,2018,26532
mlt,2019,26788
mmr,1971,3177739
mmr,1972,3198670
mmr,1973,3300153
mmr,1974,3358693
mmr,1976,3475749
mmr,1977,3564473
mmr,1978,3711464
mmr,1979,3837800
mmr,1980,3968300
mmr,1981,4148342
mmr,1982,4405947
mmr,1983,4537790
mmr,1984,4638735
mmr,1985,4615888
mmr,1986,4710616
mmr,1987,5009850
mmr,1988,5046471
mmr,1989,5202508
mmr,1990,4848158
mmr,1991,5384539
mmr,1992,5869297
mmr,1993,5919339
mmr,1994,5896026
mmr,1995,5530502
mmr,1996,5413752
mmr,1997,5136152
mmr,1999,4732947
mmr,2000,4857955
mmr,2001,4781543
mmr,2002,4778851
mmr,2003,4889325
mmr,2004,4932646
mmr,2005,4948198
mmr,2006,4969445
mmr,2007,5013582
mmr,2008,5109630
mmr,2009,5094623
mmr,2010,5125942
mmr,2014,5177276
mmr,2016,5321524
mmr,2017,5388349
mmr,2018,5299765
mne,2003,37009
mne,2004,36793
mne,2005,37812
mne,2006,38740
mne,2007,39123
mne,2008,39580
mne,2009,37269
mne,2010,35264
mne,2011,38898
mne,2012,38362
mne,2015,37585
mne,2016,37869
mne,2017,38740
mne,2018,39288
mne,2019,39085
mne,2020,38822
mng,1971,146014
mng,1972,153605
mng,1973,125200
mng,1974,127100
mng,1975,127986
mng,1976,129802
mng,1978,137121
mng,1979,138675
mng,1980,141306
mng,1981,145200
mng,1982,146500
mng,1983,150100
mng,1984,152700
mng,1985,153700
mng,1986,153100
mng,1987,155740
mng,1988,157800
mng,1989,162900
mng,1990,165400
mng,1991,166349
mng,1992,154588
mng,1993,138434
mng,1994,142132
mng,1995,158990
mng,1996,176036
mng,1997,234193
mng,1998,244815
mng,1999,251476
mng,2000,253441
mng,2001,250436
mng,2002,241258
mng,2003,238676
mng,2004,235730
mng,2005,251205
mng,2006,249622
mng,2007,239262
mng,2008,239663
mng,2009,252604
mng,2010,273966
mng,2011,265639
mng,2012,256584
mng,2013,245387
mng,2014,239289
mng,2015,251204
mng,2016,274397
mng,2017,290550
mng,2018,311063
mng,2019,327019
moz,1971,496910
moz,1972,449704
moz,1973,577997
moz,1975,672000
moz,1977,1276500
moz,1978,1363000
moz,1979,1426282
moz,1981,1387192
moz,1982,1286714
moz,1983,1162617
moz,1984,1237817
moz,1985,1248074
moz,1986,1260482
moz,1987,1287681
moz,1988,1199669
moz,1989,1210671
moz,1990,1260218
moz,1991,1217364
moz,1992,1199476
moz,1993,1227341
moz,1994,1301833
moz,1995,1415428
moz,1998,2076831
moz,1999,2302313
moz,2000,2543820
moz,2001,2829787
moz,2002,3023321
moz,2004,3569473
moz,2005,3942829
moz,2006,4165580
moz,2007,4560905
moz,2008,4899652
moz,2009,5071878
moz,2010,5277868
moz,2011,5253670
moz,2012,5359019
moz,2013,5567807
moz,2014,5705343
moz,2015,5901996
moz,2016,6042936
moz,2017,6138518
moz,2018,6563376
moz,2019,6940864
moz,2020,7219935
mrt,1971,31945
mrt,1972,34928
mrt,1973,40270
mrt,1974,42153
mrt,1975,44786
mrt,1976,50465
mrt,1977,64611
mrt,1978,72954
mrt,1979,82408
mrt,1980,85151
mrt,1981,90530
mrt,1982,101952
mrt,1983,107390
mrt,1984,119337
mrt,1985,126866
mrt,1986,140871
mrt,1987,150605
mrt,1988,157341
mrt,1989,158800
mrt,1990,155116
mrt,1991,167229
mrt,1992,188580
mrt,1993,219258
mrt,1994,248048
mrt,1995,269173
mrt,1996,289945
mrt,1997,312671
mrt,1998,330199
mrt,1999,346222
mrt,2000,355822
mrt,2001,360677
mrt,2002,375695
mrt,2003,394401
mrt,2004,434181
mrt,2005,443615
mrt,2006,465970
mrt,2007,483776
mrt,2008,473688
mrt,2009,512998
mrt,2010,531383
mrt,2011,535976
mrt,2012,553584
mrt,2013,568953
mrt,2014,592249
mrt,2015,632761
mrt,2016,601364
mrt,2017,616647
mrt,2018,655261
mrt,2019,677458
mus,1970,150402
mus,1971,152331
mus,1972,155624
mus,1973,154830
mus,1974,152417
mus,1975,150573
mus,1976,144325
mus,1977,140905
mus,1978,138318
mus,1979,130185
mus,1980,128758
mus,1981,135462
mus,1982,137004
mus,1983,138790
mus,1984,135391
mus,1985,140714
mus,1986,144697
mus,1987,144130
mus,1988,140135
mus,1989,137929
mus,1990,137491
mus,1991,135233
mus,1992,129738
mus,1993,125543
mus,1994,123167
mus,1995,122895
mus,1996,124589
mus,1997,127109
mus,1998,130505
mus,1999,133489
mus,2000,135237
mus,2001,134085
mus,2002,132432
mus,2003,129616
mus,2004,126226
mus,2005,123562
mus,2006,121387
mus,2007,119310
mus,2008,119022
mus,2009,117922
mus,2010,117432
mus,2011,116068
mus,2012,113634
mus,2013,109097
mus,2014,105447
mus,2015,101633
mus,2016,97300
mus,2017,92989
mus,2018,89642
mus,2019,85730
mus,2021,82514
mwi,1971,314629
mwi,1972,378812
mwi,1973,424983
mwi,1974,482304
mwi,1975,546085
mwi,1976,571389
mwi,1977,583039
mwi,1978,586759
mwi,1979,611983
mwi,1980,667222
mwi,1981,691245
mwi,1982,754588
mwi,1983,736816
mwi,1984,707699
mwi,1985,757334
mwi,1986,794782
mwi,1987,862834
mwi,1988,901327
mwi,1989,1034341
mwi,1990,1144880
mwi,1991,1212337
mwi,1992,1476592
mwi,1993,1589948
mwi,1994,1726325
mwi,1995,2588662
mwi,1996,2604130
mwi,1998,2525323
mwi,1999,2581698
mwi,2000,2694645
mwi,2001,2845836
mwi,2002,2846589
mwi,2004,2841640
mwi,2005,2868038
mwi,2006,2933557
mwi,2007,2943248
mwi,2008,3197928
mwi,2009,3250111
mwi,2010,3417404
mwi,2011,3564199
mwi,2012,3687625
mwi,2013,3951611
mwi,2014,4096614
mwi,2015,4204502
mwi,2016,4280527
mwi,2017,4433977
mwi,2018,4441839
mwi,2019,4593328
mys,1970,1684263
mys,1975,1893323
mys,1977,1929914
mys,1978,1968304
mys,1979,1986141
mys,1980,2008973
mys,1981,2034256
mys,1982,2072393
mys,1983,2120050
mys,1984,2148748
mys,1985,2199096
mys,1987,2274453
mys,1988,2338418
mys,1989,2397816
mys,1990,2455525
mys,1991,2540623
mys,1992,2626297
mys,1993,2693632
mys,1994,2744993
mys,1995,2799744
mys,1996,2856613
mys,1998,2887753
mys,1999,2911773
mys,2000,3025977
mys,2001,3033019
mys,2002,3009009
mys,2003,3056266
mys,2004,3159376
mys,2005,3202008
mys,2006,3217329
mys,2007,3221408
mys,2008,3225487
mys,2009,3229566
mys,2010,3233645
mys,2011,3237724
mys,2012,3241803
mys,2013,3245882
mys,2014,3178364
mys,2015,3107870
mys,2016,3101007
mys,2017,3084630
mys,2018,3068441
mys,2019,3066391
nam,1986,294985
nam,1987,308802
nam,1988,311645
nam,1989,307407
nam,1990,314105
nam,1991,341701
nam,1992,349167
nam,1993,352900
nam,1994,367669
nam,1995,368222
nam,1996,373276
nam,1997,379891
nam,1998,386446
nam,1999,383267
nam,2000,389434
nam,2001,397459
nam,2002,404783
nam,2003,408912
nam,2004,403412
nam,2005,404198
nam,2006,402529
nam,2007,409508
nam,2008,407402
nam,2009,406920
nam,2010,406535
nam,2012,415454
nam,2013,425242
nam,2017,476360
nam,2018,490719
ncl,1970,21632
ncl,1971,23050
ncl,1972,23467
ncl,1973,24220
ncl,1974,24844
ncl,1975,24943
ncl,1976,25834
ncl,1977,25633
ncl,1978,26784
ncl,1979,26484
ncl,1980,26630
ncl,1981,26779
ncl,1982,26513
ncl,1983,24434
ncl,1984,24410
ncl,1985,22517
ncl,1986,22237
ncl,1987,22366
ncl,1988,22818
ncl,1989,23052
ncl,1990,22958
ncl,1991,22325
ncl,1992,21865
ncl,1993,22080
ncl,1994,22308
ner,1971,88594
ner,1972,94509
ner,1973,100892
ner,1974,110437
ner,1975,120984
ner,1976,142182
ner,1977,159515
ner,1978,176397
ner,1979,187251
ner,1980,209865
ner,1981,228855
ner,1982,236183
ner,1983,241929
ner,1984,249926
ner,1985,251420
ner,1986,275902
ner,1987,293512
ner,1988,300964
ner,1989,324760
ner,1990,344623
ner,1991,368732
ner,1992,370117
ner,1993,386056
ner,1994,410929
ner,1995,426929
ner,1996,440622
ner,1997,464267
ner,1998,482065
ner,1999,529806
ner,2000,579486
ner,2001,656589
ner,2002,760987
ner,2003,857592
ner,2004,980033
ner,2005,1064056
ner,2006,1126073
ner,2007,1235065
ner,2008,1389194
ner,2009,1554102
ner,2010,1726452
ner,2011,1910166
ner,2012,2050656
ner,2013,2166268
ner,2014,2277021
ner,2015,2444979
ner,2016,2611352
ner,2017,2768305
ner,2019,2666748
nga,1970,3515827
nga,1971,3894539
nga,1972,4391197
nga,1973,4662400
nga,1976,4889857
nga,1977,6165547
nga,1978,8100324
nga,1979,9867961
nga,1980,10798550
nga,1981,12117483
nga,1982,13760030
nga,1983,14311608
nga,1984,14654798
nga,1985,14383487
nga,1986,13025287
nga,1987,12914870
nga,1988,12690798
nga,1989,12721087
nga,1990,13607249
nga,1991,13776854
nga,1992,14805937
nga,1993,15870280
nga,1994,16190947
nga,1995,15741078
nga,1996,14078473
nga,1999,17907008
nga,2000,19151442
nga,2001,19041224
nga,2002,19806082
nga,2003,20600796
nga,2004,21395510
nga,2005,22115432
nga,2006,22861884
nga,2007,21513996
nga,2008,20008142
nga,2009,20957642
nga,2010,21558460
nga,2011,23668904
nga,2012,24822374
nga,2013,26167544
nga,2014,25801196
nga,2016,25591180
nga,2018,27889388
nic,1970,285285
nic,1971,301580
nic,1972,305690
nic,1973,318887
nic,1974,324579
nic,1975,341533
nic,1976,362103
nic,1977,368284
nic,1978,369640
nic,1979,411515
nic,1980,472167
nic,1982,509240
nic,1983,536656
nic,1984,534317
nic,1985,561551
nic,1986,556684
nic,1987,583725
nic,1988,599957
nic,1989,595612
nic,1990,632882
nic,1991,674045
nic,1992,703854
nic,1993,737476
nic,1994,765972
nic,1995,764587
nic,1996,762712
nic,1997,777917
nic,1998,783090
nic,1999,830206
nic,2000,838437
nic,2001,868070
nic,2002,923391
nic,2003,927217
nic,2004,941957
nic,2005,945089
nic,2006,966206
nic,2007,952964
nic,2008,944341
nic,2010,923745
nld,1971,1462376
nld,1972,1464484
nld,1973,1461544
nld,1974,1454971
nld,1975,1448177
nld,1976,1453467
nld,1977,1448084
nld,1978,1434705
nld,1979,1413277
nld,1980,1379866
nld,1981,1333342
nld,1982,1269868
nld,1983,1201512
nld,1984,1139955
nld,1985,1094980
nld,1986,1109590
nld,1987,1096868
nld,1988,1092707
nld,1989,1086208
nld,1990,1082081
nld,1991,1082022
nld,1992,1040158
nld,1993,1046192
nld,1994,1172534
nld,1995,1189112
nld,1996,1207896
nld,1997,1230987
nld,1998,1254247
nld,1999,1268093
nld,2000,1278581
nld,2001,1282041
nld,2002,1287069
nld,2003,1290625
nld,2004,1283014
nld,2005,1277990
nld,2006,1277478
nld,2007,1280571
nld,2008,1285543
nld,2009,1290029
nld,2010,1294015
nld,2011,1291665
nld,2012,1277199
nld,2015,1208038
nld,2016,1192268
nld,2017,1181893
nld,2018,1175018
nld,2019,1170170
nld_curacao,2013,20812
nld_curacao,2020,12922
nor,1971,385628
nor,1972,386496
nor,1973,375004
nor,1974,380728
nor,1975,386559
nor,1976,390129
nor,1977,396194
nor,1978,396672
nor,1979,396132
nor,1980,394510
nor,1981,390186
nor,1982,383599
nor,1983,372705
nor,1984,361581
nor,1985,347316
nor,1986,335373
nor,1987,325577
nor,1988,317228
nor,1989,312384
nor,1990,310600
nor,1991,309432
nor,1992,308516
nor,1993,307461
nor,1994,309889
nor,1995,314062
nor,1996,320752
nor,1997,330619
nor,1998,401652
nor,1999,411878
nor,2000,419805
nor,2001,426475
nor,2002,429445
nor,2003,432618
nor,2004,432345
nor,2005,429652
nor,2006,429680
nor,2007,430747
nor,2008,429585
nor,2009,426769
nor,2010,424052
nor,2011,423333
nor,2012,423351
nor,2013,424993
nor,2014,425917
nor,2015,430864
nor,2016,438387
nor,2017,444638
nor,2018,447355
nor,2019,448655
npl,1970,389825
npl,1972,393269
npl,1973,418155
npl,1974,470365
npl,1975,542524
npl,1976,643835
npl,1977,769049
npl,1978,875494
npl,1979,1012530
npl,1980,1067912
npl,1981,1388001
npl,1982,1474698
npl,1983,1626437
npl,1984,1747857
npl,1985,1812098
npl,1986,1857658
npl,1987,1952504
npl,1988,2108739
npl,1989,2526147
npl,1990,2788644
npl,1991,2884275
npl,1992,3034710
npl,1993,3091684
npl,1994,3191614
npl,1995,3263050
npl,1996,3447607
npl,1997,3460756
npl,1999,3587665
npl,2000,3780314
npl,2001,3623150
npl,2002,3853618
npl,2003,3928684
npl,2004,4025692
npl,2005,4030045
npl,2006,4502697
npl,2007,4515059
npl,2008,4418713
npl,2009,4782313
npl,2010,4900665
npl,2011,4951956
npl,2012,4782885
npl,2013,4576693
npl,2014,4401780
npl,2015,4335355
npl,2016,4264942
npl,2017,4135253
npl,2019,3970016
nru,1971,1118
nru,1972,1315
nru,1973,1330
nru,1974,1392
nru,1985,1451
nru,1998,1663
nru,2000,1589
nru,2001,1618
nru,2002,1566
nru,2003,1375
nru,2004,1529
nru,2005,1812
nru,2006,1393
nru,2007,1235
nru,2008,1254
nru,2012,1304
nru,2014,1578
nru,2016,1808
nru,2019,1856
nru,2020,1475
nzl,1970,400445
nzl,1971,396878
nzl,1972,394199
nzl,1973,391467
nzl,1974,388996
nzl,1975,391399
nzl,1976,393695
nzl,1977,394517
nzl,1978,393536
nzl,1979,390221
nzl,1980,381262
nzl,1981,367986
nzl,1982,359011
nzl,1983,346797
nzl,1984,337956
nzl,1985,329337
nzl,1986,320373
nzl,1987,317470
nzl,1988,312998
nzl,1989,312773
nzl,1990,318568
nzl,1991,316107
nzl,1992,317286
nzl,1993,322984
nzl,1994,331666
nzl,1995,345236
nzl,1996,348098
nzl,1997,357569
nzl,1998,362413
nzl,1999,360621
nzl,2000,359555
nzl,2001,355532
nzl,2002,354421
nzl,2003,356442
nzl,2004,353062
nzl,2005,352845
nzl,2006,350810
nzl,2007,349080
nzl,2008,348160
nzl,2009,347674
nzl,2010,348492
nzl,2011,347349
nzl,2012,347594
nzl,2013,353285
nzl,2014,360206
nzl,2015,368306
nzl,2016,377073
nzl,2017,384251
nzl,2018,388279
nzl,2019,387996
omn,1971,3478
omn,1972,15332
omn,1973,24411
omn,1974,35290
omn,1975,48649
omn,1976,54611
omn,1977,62630
omn,1978,70751
omn,1979,78136
omn,1980,83703
omn,1981,91895
omn,1982,102011
omn,1983,117295
omn,1984,135815
omn,1985,156947
omn,1986,177541
omn,1987,197735
omn,1988,215416
omn,1989,232181
omn,1990,247128
omn,1991,262989
omn,1992,277370
omn,1993,289911
omn,1994,297209
omn,1995,301999
omn,1996,307050
omn,1997,311955
omn,1998,313516
omn,1999,315557
omn,2000,315976
omn,2001,316889
omn,2002,316633
omn,2003,314064
omn,2005,312121
omn,2006,303345
omn,2007,294927
omn,2008,289717
omn,2009,302037
omn,2011,295581
omn,2012,299471
omn,2013,320324
omn,2014,337038
omn,2015,350544
omn,2016,368141
omn,2017,384001
omn,2018,278745
omn,2019,290045
omn,2020,303890
pak,1971,3992834
pak,1972,4119577
pak,1973,4460497
pak,1974,4813134
pak,1975,4988873
pak,1976,5236203
pak,1977,5527860
pak,1978,5015479
pak,1979,5131360
pak,1980,5213092
pak,1981,5473578
pak,1982,5741490
pak,1983,6179400
pak,1984,6412000
pak,1985,6828000
pak,1986,7094059
pak,1987,7638781
pak,1988,7958529
pak,1989,8272550
pak,1990,8614857
pak,2000,13987198
pak,2001,14204954
pak,2002,14489107
pak,2003,15093960
pak,2004,16207286
pak,2005,17257948
pak,2006,16687658
pak,2007,17979190
pak,2008,18175800
pak,2009,18468096
pak,2010,18756348
pak,2011,18050718
pak,2012,18119160
pak,2013,18150234
pak,2014,19431564
pak,2015,19846822
pak,2016,21550582
pak,2017,21686452
pak,2018,22931304
pak,2019,23587996
pan,1970,255287
pan,1971,287565
pan,1972,305651
pan,1973,319124
pan,1974,328460
pan,1975,334607
pan,1976,339034
pan,1977,340515
pan,1978,343455
pan,1979,340222
pan,1980,337522
pan,1981,335239
pan,1982,336740
pan,1983,335651
pan,1984,339101
pan,1985,340135
pan,1986,343616
pan,1987,346137
pan,1988,345202
pan,1989,350277
pan,1990,351021
pan,1991,350104
pan,1992,353154
pan,1993,357402
pan,1994,358367
pan,1995,361877
pan,1996,371250
pan,1999,393030
pan,2000,400408
pan,2001,408249
pan,2002,419904
pan,2003,419903
pan,2004,429837
