geo,time,se_prm_enrl
cmr,1972,930131
cmr,1973,967561
cmr,1974,1014135
cmr,1975,1074021
cmr,1976,1122900
cmr,1977,1146437
cmr,1978,1202841
cmr,1979,1254065
cmr,1980,1302974
cmr,1981,1379205
cmr,1982,1443728
cmr,1983,1535582
cmr,1984,1563852
cmr,1985,1634428
cmr,1986,1705319
cmr,1987,1795254
cmr,1988,1875221
cmr,1989,1881884
cmr,1990,1946301
cmr,1991,1964146
cmr,1992,1915148
cmr,1994,1892778
cmr,1995,1896722
cmr,1996,1786340
cmr,1997,1921186
cmr,1998,2023809
cmr,1999,2133707
cmr,2000,2237083
cmr,2001,2689052
cmr,2002,2741627
cmr,2003,2798523
cmr,2004,2979011
cmr,2005,2977781
cmr,2006,2998135
cmr,2007,3120357
cmr,2008,3201477
cmr,2009,3350662
cmr,2010,3510396
cmr,2011,3585173
cmr,2012,3848611
cmr,2014,4142775
cmr,2015,4369988
cmr,2016,4481235
cmr,2017,4371381
cmr,2018,4201988
cmr,2019,4399897
cod,1971,3088011
cod,1972,3181242
cod,1973,3292020
cod,1974,3363384
cod,1975,3429076
cod,1976,3544498
cod,1977,3644578
cod,1978,3789530
cod,1979,3919395
cod,1980,4054758
cod,1981,4195699
cod,1982,4342470
cod,1983,4495346
cod,1984,4654613
cod,1985,4522363
cod,1986,4650756
cod,1987,4156029
cod,1988,4356516
cod,1990,3429633
cod,1991,4562430
cod,1992,4622758
cod,1993,4870933
cod,1994,4939297
cod,1995,5417506
cod,1998,4827679
cod,1999,4022411
cod,2002,5455391
cod,2007,8839888
cod,2008,9973365
cod,2009,10244086
cod,2010,10572422
cod,2011,11082501
cod,2012,12004804
cod,2013,12600876
cod,2014,13534625
cod,2015,13763196
cod,2018,16807014
cog,1971,241101
cog,1972,262111
cog,1973,277384
cog,1974,293138
cog,1975,307194
cog,1976,319101
cog,1977,330456
cog,1978,345736
cog,1979,358761
cog,1980,383018
cog,1981,390676
cog,1982,406835
cog,1983,422874
cog,1984,443143
cog,1985,458237
cog,1986,475805
cog,1987,498588
cog,1988,491034
cog,1989,495015
cog,1990,492143
cog,1991,493918
cog,1992,492286
cog,1993,512060
cog,1994,505925
cog,1995,518400
cog,1996,497305
cog,1997,499485
cog,1998,427735
cog,1999,276451
cog,2000,418707
cog,2001,500921
cog,2002,525093
cog,2003,509507
cog,2004,584370
cog,2005,597304
cog,2006,617010
cog,2007,621702
cog,2008,628081
cog,2009,671683
cog,2010,705093
cog,2011,727020
cog,2012,734493
cog,2018,783448
col,1970,3286052
col,1971,3466262
col,1972,3570446
col,1973,3733193
col,1974,3791543
col,1975,3911244
col,1976,4058044
col,1977,4160527
col,1978,4265598
col,1979,4337607
col,1980,4168200
col,1981,4217800
col,1982,3930303
col,1983,3983141
col,1984,4009423
col,1985,4039533
col,1986,4002543
col,1987,4114954
col,1988,4160580
col,1989,4205657
col,1990,4246658
col,1991,4310970
col,1992,4525959
col,1993,4599132
col,1994,4648335
col,1995,4692614
col,1996,4916934
col,1998,5136274
col,1999,5162260
col,2000,5221018
col,2001,5131463
col,2002,5193055
col,2004,5259033
col,2005,5298257
col,2006,5296190
col,2007,5292476
col,2008,5285523
col,2009,5299258
col,2010,5084972
col,2011,4924346
col,2012,4742456
col,2013,4708466
col,2014,4542644
col,2015,4479218
col,2016,4448238
col,2017,4351705
col,2018,4303833
col,2019,4263988
com,1971,15047
com,1972,15580
com,1973,20086
com,1974,23194
com,1975,28614
com,1976,35818
com,1977,42338
com,1979,49940
com,1981,59709
com,1983,61469
com,1984,61905
com,1985,62265
com,1986,66084
com,1987,62404
com,1988,64737
com,1989,66326
com,1990,67825
com,1991,72824
com,1992,75577
com,1993,73827
com,1994,77837
com,1996,78527
com,1998,85983
com,1999,82789
com,2000,93421
com,2002,104274
com,2003,104274
com,2004,103809
com,2007,104518
com,2008,111115
com,2011,116564
com,2013,120186
com,2014,120381
com,2017,121517
com,2018,124240
cpv,1971,27908
cpv,1972,34421
cpv,1973,42766
cpv,1974,49424
cpv,1975,52555
cpv,1976,64794
cpv,1977,60386
cpv,1978,59498
cpv,1979,58825
cpv,1980,58111
cpv,1981,57587
cpv,1982,56332
cpv,1983,52909
cpv,1984,55751
cpv,1985,56692
cpv,1986,57909
cpv,1987,60226
cpv,1988,62727
cpv,1989,65377
cpv,1990,67761
cpv,1991,69833
cpv,1994,78173
cpv,1998,91777
cpv,1999,92523
cpv,2000,91636
cpv,2001,90640
cpv,2002,89809
cpv,2003,87843
cpv,2004,85138
cpv,2005,82985
cpv,2006,81434
cpv,2007,78801
cpv,2008,76299
cpv,2009,73548
cpv,2010,71134
cpv,2011,69115
cpv,2012,67903
cpv,2013,67745
cpv,2014,67023
cpv,2015,65580
cpv,2016,64326
cpv,2017,63582
cpv,2018,64127
cpv,2019,62596
cri,1970,349378
cri,1971,356152
cri,1972,365545
cri,1973,373901
cri,1974,367901
cri,1975,361303
cri,1976,365957
cri,1977,367026
cri,1978,359680
cri,1979,353894
cri,1980,348674
cri,1981,348616
cri,1982,342373
cri,1983,343800
cri,1984,350658
cri,1985,362877
cri,1986,380384
cri,1987,393305
cri,1988,409621
cri,1989,422102
cri,1990,435205
cri,1991,453297
cri,1992,471049
cri,1993,484958
cri,1994,495879
cri,1995,507037
cri,1996,518603
cri,1997,525273
cri,1998,529637
cri,1999,569513
cri,2000,551465
cri,2001,552302
cri,2002,545509
cri,2004,558084
cri,2005,542087
cri,2006,546542
cri,2007,536436
cri,2008,534816
cri,2009,531665
cri,2010,520609
cri,2011,506961
cri,2012,494720
cri,2013,480125
cri,2014,475731
cri,2015,473447
cri,2016,475756
cri,2017,472421
cri,2018,483770
cri,2019,497065
cri,2020,492761
cub,1971,1530376
cub,1972,1631187
cub,1973,1733208
cub,1974,1778724
cub,1975,1799857
cub,1976,1795752
cub,1977,1747738
cub,1978,1693942
cub,1979,1626386
cub,1980,1550323
cub,1981,1468538
cub,1982,1409765
cub,1983,1363078
cub,1984,1282989
cub,1985,1174453
cub,1986,1077213
cub,1987,1000971
cub,1988,936914
cub,1989,899936
cub,1990,885576
cub,1991,887737
cub,1992,917889
cub,1993,942431
cub,1994,983459
cub,1995,1007769
cub,1996,1074153
cub,1997,1094868
cub,1998,1081085
cub,1999,1074097
cub,2000,1045578
cub,2001,1006888
cub,2002,971542
cub,2003,925335
cub,2004,906293
cub,2005,895045
cub,2006,889834
cub,2007,883132
cub,2008,871444
cub,2009,868477
cub,2010,852744
cub,2011,828293
cub,2012,803194
cub,2013,772023
cub,2014,763364
cub,2015,745733
cub,2016,735405
cub,2017,733770
cub,2018,741269
cub,2019,750567
cub,2020,759803
cym,1972,1623
cym,1973,1686
cym,1974,1932
cym,1975,1897
cym,1976,1933
cym,1977,2234
cym,1978,2101
cym,1979,2113
cym,1980,2109
cym,1981,2123
cym,1999,3231
cym,2000,3435
cym,2001,3549
cym,2002,3579
cym,2004,3361
cym,2005,3240
cym,2006,3461
cym,2007,3706
cym,2008,3736
cym,2011,3985
cym,2012,4033
cym,2013,3950
cym,2018,4299
cym,2020,4534
cyp,1971,69160
cyp,1972,66027
cyp,1973,64186
cyp,1974,63446
cyp,1975,56649
cyp,1976,56602
cyp,1977,55366
cyp,1978,55166
cyp,1979,54309
cyp,1980,50579
cyp,1981,48701
cyp,1982,46095
cyp,1983,46198
cyp,1984,46653
cyp,1985,47381
cyp,1986,50990
cyp,1987,54254
cyp,1988,56530
cyp,1989,58720
cyp,1990,60841
cyp,1991,62962
cyp,1992,63454
cyp,1993,64313
cyp,1994,64907
cyp,1995,64884
cyp,1996,64660
cyp,1997,64761
cyp,1999,64248
cyp,2000,63952
cyp,2001,63637
cyp,2002,63717
cyp,2003,62868
cyp,2004,61731
cyp,2005,61247
cyp,2006,59710
cyp,2007,57785
cyp,2008,56799
cyp,2009,55837
cyp,2010,54806
cyp,2011,54371
cyp,2012,54272
cyp,2013,54069
cyp,2014,53129
cyp,2015,53773
cyp,2016,54541
cyp,2017,55862
cyp,2018,57079
cyp,2019,58473
cze,1971,672455
cze,1972,689139
cze,1973,697540
cze,1974,700364
cze,1975,691700
cze,1976,676554
cze,1977,672390
cze,1978,682519
cze,1979,699852
cze,1981,647029
cze,1982,683089
cze,1983,712249
cze,1984,721209
cze,1985,708522
cze,1986,694659
cze,1987,668890
cze,1988,633509
cze,1989,599705
cze,1990,566762
cze,1991,545814
cze,1992,537996
cze,1993,528750
cze,1994,538612
cze,1995,538743
cze,1996,541671
cze,1997,659263
cze,1998,662647
cze,1999,654511
cze,2000,644956
cze,2001,630680
cze,2002,603843
cze,2003,566581
cze,2004,534366
cze,2005,502831
cze,2006,473269
cze,2007,462820
cze,2008,459899
cze,2009,460486
cze,2010,463357
cze,2011,468273
cze,2012,477413
cze,2013,491828
cze,2014,510613
cze,2015,534932
cze,2016,557455
cze,2017,575980
cze,2018,583522
cze,2019,581823
deu,1991,3431385
deu,1992,3438052
deu,1993,3582582
deu,1994,3639717
deu,1995,3727157
deu,1996,3804887
deu,1997,3859490
deu,1998,3865724
deu,1999,3767460
deu,2000,3655859
deu,2001,3519051
deu,2002,3373176
deu,2003,3303737
deu,2004,3305386
deu,2005,3306136
deu,2006,3329349
deu,2007,3311285
deu,2008,3236158
deu,2009,3150822
deu,2010,3067521
deu,2011,2989678
deu,2012,2936751
deu,2013,2890468
deu,2014,2862690
deu,2015,2879394
deu,2016,2895195
deu,2017,2954775
deu,2018,2987112
deu,2019,2996959
dji,1971,6422
dji,1972,6968
dji,1973,7781
dji,1974,8524
dji,1975,9306
dji,1976,9764
dji,1977,10198
dji,1978,12782
dji,1979,14121
dji,1980,15227
dji,1981,16841
dji,1982,18896
dji,1983,20433
dji,1984,21847
dji,1985,22533
dji,1986,25212
dji,1987,27136
dji,1988,28844
dji,1989,29833
dji,1990,31378
dji,1991,31706
dji,1992,33251
dji,1993,30589
dji,1994,33005
dji,1995,35024
dji,1996,36223
dji,1997,36896
dji,1998,37217
dji,1999,38194
dji,2000,38191
dji,2001,42392
dji,2002,44321
dji,2003,46364
dji,2004,48713
dji,2005,50651
dji,2006,53745
dji,2007,56667
dji,2008,56395
dji,2009,55546
dji,2011,60992
dji,2012,63612
dji,2013,63368
dji,2014,64319
dji,2015,62940
dji,2016,61755
dji,2017,61846
dji,2018,62979
dji,2019,68701
dji,2020,69134
dji,2021,70324
dma,1971,17808
dma,1972,17758
dma,1973,17533
dma,1974,17048
dma,1975,17675
dma,1976,17166
dma,1977,17570
dma,1978,17402
dma,1979,16540
dma,1980,15601
dma,1981,14815
dma,1982,14803
dma,1984,13283
dma,1986,12340
dma,1987,12772
dma,1988,12600
dma,1990,12690
dma,1991,12836
dma,1992,12120
dma,1993,12795
dma,1994,12822
dma,1995,12627
dma,1999,12044
dma,2000,11774
dma,2001,11430
dma,2002,10984
dma,2003,10460
dma,2004,9872
dma,2005,9441
dma,2006,8912
dma,2007,8643
dma,2008,8369
dma,2009,8231
dma,2010,8138
dma,2011,8138
dma,2012,8144
dma,2013,7851
dma,2014,7695
dma,2015,7535
dma,2016,7323
dma,2019,6144
dma,2020,6185
dnk,1971,443031
dnk,1972,451643
dnk,1973,467405
dnk,1974,482465
dnk,1975,487329
dnk,1976,490891
dnk,1977,472134
dnk,1978,461838
dnk,1979,448370
dnk,1980,442931
dnk,1981,434635
dnk,1982,432127
dnk,1983,431946
dnk,1984,426766
dnk,1985,415148
dnk,1986,402707
dnk,1987,391895
dnk,1988,380049
dnk,1989,363031
dnk,1990,350201
dnk,1991,340267
dnk,1992,327024
dnk,1993,323651
dnk,1994,326619
dnk,1995,328875
dnk,1996,336690
dnk,1998,360683
dnk,1999,371694
dnk,2000,384197
dnk,2001,395870
dnk,2002,415205
dnk,2004,419806
dnk,2005,414103
dnk,2006,415793
dnk,2007,415793
dnk,2008,410400
dnk,2009,406622
dnk,2010,403344
dnk,2011,470807
dnk,2012,470711
dnk,2013,469568
dnk,2014,467484
dnk,2015,468536
dnk,2016,471787
dnk,2017,472523
dnk,2018,468362
dnk,2019,461874
dom,1971,764085
dom,1972,823553
dom,1973,833439
dom,1974,836942
dom,1975,867592
dom,1976,911142
dom,1977,934769
dom,1978,946869
dom,1979,1032508
dom,1980,1069117
dom,1981,1105730
dom,1982,1149805
dom,1983,1092838
dom,1984,1121851
dom,1985,1205582
dom,1986,1219681
dom,1991,1073189
dom,1992,1090637
dom,1993,1122294
dom,1994,1121819
dom,1995,1121000
dom,1996,1171518
dom,1997,1170445
dom,1998,1267254
dom,1999,1315342
dom,2000,1363609
dom,2002,1399844
dom,2003,1374624
dom,2004,1281885
dom,2005,1289745
dom,2006,1234450
dom,2007,1355085
dom,2008,1305661
dom,2009,1333468
dom,2010,1317802
dom,2011,1310199
dom,2012,1283515
dom,2013,1291154
dom,2014,1267930
dom,2015,1307128
dom,2016,1287118
dom,2017,1253342
dom,2018,1226414
dom,2019,1300211
dom,2020,1223677
dza,1971,1887148
dza,1972,2057048
dza,1973,2244844
dza,1974,2409367
dza,1975,2525365
dza,1976,2663248
dza,1977,2785264
dza,1978,2894084
dza,1979,2972242
dza,1980,3061252
dza,1981,3118827
dza,1982,3178912
dza,1983,3241924
dza,1984,3336536
dza,1985,3414705
dza,1986,3481288
dza,1987,3635332
dza,1988,3801651
dza,1989,3911388
dza,1990,4027612
dza,1991,4189152
dza,1992,4357352
dza,1993,4436363
dza,1994,4515274
dza,1995,4548827
dza,1996,4617728
dza,1997,4674947
dza,1998,4719137
dza,1999,4778870
dza,2000,4843313
dza,2001,4720950
dza,2002,4691870
dza,2003,4612574
dza,2004,4507703
dza,2005,4361744
dza,2006,4196580
dza,2007,4086925
dza,2008,3942242
dza,2009,3252664
dza,2010,3312440
dza,2011,3363236
dza,2012,3451588
dza,2013,3608812
dza,2014,3765307
dza,2015,3925429
dza,2016,4118362
dza,2017,4283207
dza,2018,4429994
dza,2019,4580288
dza,2020,4852322
ecu,1971,984000
ecu,1972,1018800
ecu,1973,1065000
ecu,1974,1129600
ecu,1975,1164223
ecu,1976,1216233
ecu,1977,1256418
ecu,1978,1307158
ecu,1979,1404201
ecu,1980,1450109
ecu,1981,1534258
ecu,1982,1589997
ecu,1983,1633516
ecu,1984,1677364
ecu,1985,1700755
ecu,1986,1738549
ecu,1987,1789982
ecu,1988,1822252
ecu,1989,1827920
ecu,1990,1842953
ecu,1991,1846338
ecu,1992,2019850
ecu,1993,1986753
ecu,1994,1751123
ecu,1995,1777304
ecu,1996,1812255
ecu,1997,1888172
ecu,1998,1882945
ecu,1999,1899466
ecu,2000,1925420
ecu,2001,1955060
ecu,2002,1982636
ecu,2003,1987465
ecu,2004,1989665
ecu,2005,1997624
ecu,2006,2006430
ecu,2007,2039168
ecu,2008,2008015
ecu,2009,2098874
ecu,2010,2114197
ecu,2011,2128039
ecu,2012,2089088
ecu,2013,2068184
ecu,2014,2093835
ecu,2015,1998135
ecu,2016,1951188
ecu,2017,1929416
ecu,2018,1932261
ecu,2019,1904379
ecu,2020,1876429
egy,1971,3794911
egy,1972,3928634
egy,1973,4046863
egy,1974,3989861
egy,1975,4145454
egy,1976,4181198
egy,1977,4217845
egy,1978,4290364
egy,1979,4375272
egy,1980,4537233
egy,1981,4662816
egy,1982,4876462
egy,1983,5181611
egy,1984,5509852
egy,1985,5856704
egy,1986,6214250
egy,1987,6613503
egy,1988,7034617
egy,1989,7343716
egy,1990,6578126
egy,1991,6964306
egy,1992,6541725
egy,1993,6791128
egy,1994,7732308
egy,1995,7313038
egy,1996,8185030
egy,1997,8243137
egy,1999,8086230
egy,2000,7947488
egy,2001,7856340
egy,2002,7855433
egy,2003,7874308
egy,2004,7928380
egy,2005,9563627
egy,2006,9794591
egy,2007,9988181
egy,2009,10407187
egy,2010,10542138
egy,2011,10266010
egy,2012,10945595
egy,2013,11102706
egy,2014,11128030
egy,2016,11764161
egy,2017,12161376
egy,2018,12643289
egy,2019,13265036
eri,1989,128504
eri,1990,115869
eri,1991,109087
eri,1992,150870
eri,1993,184492
eri,1994,207099
eri,1995,224287
eri,1996,241725
eri,1997,240737
eri,1999,261963
eri,2000,295941
eri,2001,298691
eri,2002,330278
eri,2003,359299
eri,2004,374997
eri,2005,377512
eri,2006,364263
eri,2007,331855
eri,2008,314034
eri,2009,300129
eri,2010,286021
eri,2011,311737
eri,2012,334245
eri,2013,396398
eri,2014,361604
eri,2015,361684
eri,2017,347009
eri,2018,349753
esp,1971,3559425
esp,1972,3719113
esp,1973,3589080
esp,1974,3667516
esp,1975,3692600
esp,1976,3653320
esp,1977,3624136
esp,1978,3601948
esp,1979,3605324
esp,1980,3608854
esp,1981,3609623
esp,1982,3633713
esp,1983,3633906
esp,1984,3607755
esp,1985,3569744
esp,1986,3483948
esp,1987,3412939
esp,1988,3246655
esp,1989,3116889
esp,1990,2961953
esp,1991,2820497
esp,1992,2662490
esp,1993,2582343
esp,1994,2471084
esp,1995,2364910
esp,1996,2799960
esp,1997,2702553
esp,1998,2633678
esp,1999,2579908
esp,2000,2539995
esp,2001,2505203
esp,2002,2490744
esp,2003,2488319
esp,2004,2497513
esp,2005,2484903
esp,2006,2501205
esp,2007,2555757
esp,2008,2625414
esp,2009,2684078
esp,2010,2720989
esp,2011,2772909
esp,2012,2816584
esp,2013,2934648
esp,2014,2960626
esp,2015,3010404
esp,2016,3027751
esp,2017,3042396
esp,2018,3043396
esp,2019,3038332
est,1981,131705
est,1982,133655
est,1983,134854
est,1984,135649
est,1985,136956
est,1986,138573
est,1987,148545
est,1988,153202
est,1989,153395
est,1990,128132
est,1991,127389
est,1992,126050
est,1993,122111
est,1994,120667
est,1995,121404
est,1996,125718
est,1997,126800
est,1998,127823
est,1999,126671
est,2000,123406
est,2001,117289
est,2002,108637
est,2003,100171
est,2004,92098
est,2005,85539
est,2006,79589
est,2007,76026
est,2008,74629
est,2009,73563
est,2010,72955
est,2011,73054
est,2012,74249
est,2013,75644
est,2014,77215
est,2015,79594
est,2016,82824
est,2017,85617
est,2018,88107
est,2019,89618
eth,1971,655427
eth,1972,716729
eth,1973,762686
eth,1974,859831
eth,1975,959822
eth,1976,1084307
eth,1977,1176636
eth,1978,1143207
eth,1979,1377703
eth,1980,1811251
eth,1981,2130716
eth,1982,2374362
eth,1983,2511050
eth,1984,2497114
eth,1985,2407380
eth,1986,2448778
eth,1987,2736517
eth,1988,2884033
eth,1989,2855846
eth,1990,2662214
eth,1991,2466464
eth,1992,2063636
eth,1993,1855894
eth,1994,2283638
eth,1995,2722192
eth,1996,3380068
eth,1997,4007694
eth,1998,5092770
eth,1999,5167582
eth,2000,5847259
eth,2001,6650841
eth,2002,7213043
eth,2003,7623074
eth,2004,8269663
eth,2005,10019729
eth,2006,10971581
eth,2007,12174719
eth,2008,13379059
eth,2009,13570558
eth,2010,13635289
eth,2011,14297969
eth,2012,14532477
eth,2014,15733276
eth,2015,16198047
eth,2020,20419152
fin,1971,386230
fin,1972,379611
fin,1973,380865
fin,1974,393242
fin,1975,406058
fin,1976,453737
fin,1977,438804
fin,1978,422638
fin,1979,406921
fin,1980,390492
fin,1981,373347
fin,1982,365418
fin,1983,365965
fin,1984,369047
fin,1985,373583
fin,1986,379339
fin,1987,386914
fin,1988,389485
fin,1989,388756
fin,1990,389067
fin,1991,390587
fin,1992,392695
fin,1993,392537
fin,1994,390892
fin,1995,387306
fin,1996,384369
fin,1997,380932
fin,1998,381078
fin,1999,382746
fin,2000,388063
fin,2001,392150
fin,2002,393267
fin,2003,392741
fin,2004,387934
fin,2005,381785
fin,2006,372128
fin,2007,364902
fin,2008,357403
fin,2009,351095
fin,2010,347060
fin,2011,345615
fin,2012,347245
fin,2013,348432
fin,2014,351766
fin,2015,355231
fin,2016,359635
fin,2017,363990
fin,2018,368852
fin,2019,371103
fji,1970,97103
fji,1971,100508
fji,1972,102874
fji,1973,105659
fji,1974,105893
fji,1975,104950
fji,1976,103396
fji,1977,101986
fji,1978,101149
fji,1979,99119
fji,1980,98890
fji,1981,99418
fji,1983,102319
fji,1984,105176
fji,1985,109032
fji,1986,112422
fji,1987,114740
fji,1991,122008
fji,1992,121397
fji,1994,121290
fji,1995,118631
fji,1996,115666
fji,1997,115965
fji,1998,116410
fji,1999,115945
fji,2000,114710
fji,2001,115312
fji,2002,114267
fji,2003,113432
fji,2004,113449
fji,2006,109702
fji,2007,103641
fji,2008,102543
fji,2009,100967
fji,2011,101384
fji,2012,102778
fji,2013,105037
fji,2015,108727
fji,2016,110127
fji,2019,121666
fra,1971,4939683
fra,1972,4853725
fra,1973,4759935
fra,1974,4724128
fra,1975,4670406
fra,1976,4601550
fra,1977,4568134
fra,1978,4618436
fra,1979,4647552
fra,1980,4650954
fra,1981,4610361
fra,1982,4535613
fra,1983,4387003
fra,1984,4259598
fra,1985,4126435
fra,1986,4115846
fra,1987,4118403
fra,1988,4151664
fra,1989,4176391
fra,1990,4163161
fra,1991,4149143
fra,1992,4109797
fra,1993,4060408
fra,1994,4078370
fra,1995,4071599
fra,1996,4065005
fra,1997,4004704
fra,1998,3979453
fra,1999,3944227
fra,2000,3884560
fra,2001,3837902
fra,2002,3807739
fra,2003,3791555
fra,2004,3783197
fra,2005,4015490
fra,2006,4051861
fra,2007,4105628
fra,2008,4139284
fra,2009,4152622
fra,2010,4159086
fra,2011,4171826
fra,2012,4155596
fra,2013,4171003
fra,2014,4188552
fra,2015,4255988
fra,2016,4284172
fra,2017,4309942
fra,2018,4302412
fra,2019,4299109
fro,1971,5539
fsm,1971,22622
fsm,1972,23096
fsm,1973,24055
fsm,1974,23605
fsm,1975,23649
fsm,1976,23321
fsm,1977,24212
fsm,1978,24331
fsm,1979,24332
fsm,2004,19105
fsm,2005,18793
fsm,2007,18512
fsm,2014,14307
fsm,2015,13758
fsm,2016,13819
fsm,2019,13819
fsm,2020,12805
gab,1971,100625
gab,1972,105601
gab,1973,110466
gab,1974,114172
gab,1975,121407
gab,1976,128552
gab,1977,130398
gab,1978,140632
gab,1979,141569
gab,1980,148520
gab,1981,155081
gab,1982,160349
gab,1983,165559
gab,1984,172201
gab,1985,178813
gab,1986,183607
gab,1987,191280
gab,1988,195049
gab,1989,207023
gab,1992,210000
gab,1994,229713
gab,1995,247018
gab,1996,250693
gab,1997,256171
gab,1999,265244
gab,2001,265714
gab,2002,281871
gab,2003,279816
gab,2011,317946
gbr,1971,5806349
gbr,1972,5880238
gbr,1973,5888063
gbr,1974,5876761
gbr,1975,5811517
gbr,1976,5725167
gbr,1977,5636473
gbr,1978,5495784
gbr,1979,5326864
gbr,1980,5133710
gbr,1981,4910724
gbr,1982,4688572
gbr,1983,4474000
gbr,1984,4368700
gbr,1985,4275000
gbr,1986,4296000
gbr,1987,4322000
gbr,1988,4370000
gbr,1989,4414966
gbr,1990,4487000
gbr,1991,4532500
gbr,1992,4559500
gbr,1998,4664429
gbr,1999,4661234
gbr,2000,4631623
gbr,2001,4596110
gbr,2002,4536143
gbr,2003,4488162
gbr,2004,4685733
gbr,2005,4634991
gbr,2006,4517618
gbr,2007,4409184
gbr,2008,4465021
gbr,2009,4416474
gbr,2010,4421903
gbr,2011,4419840
gbr,2012,4523583
gbr,2013,4622158
gbr,2014,4509479
gbr,2015,4621192
gbr,2016,4721647
gbr,2017,4820283
gbr,2018,4892502
gbr,2019,4919259
geo,1981,322292
geo,1986,311458
geo,1991,352393
geo,1992,344447
geo,1993,309153
geo,1994,301732
geo,1995,291175
geo,1996,288509
geo,1997,293325
geo,1998,301022
geo,1999,302488
geo,2000,298352
geo,2001,277119
geo,2002,255029
geo,2003,239298
geo,2004,363951
geo,2005,338222
geo,2006,326597
geo,2007,322249
geo,2008,311265
geo,2009,298935
geo,2010,289137
geo,2011,285539
geo,2012,287245
geo,2013,287343
geo,2014,285329
geo,2015,288541
geo,2016,291447
geo,2017,301094
geo,2018,305368
geo,2019,316542
geo,2020,325016
gha,1971,966906
gha,1972,975042
gha,1973,1025872
gha,1974,1035163
gha,1975,1072032
gha,1976,1180449
gha,1977,1237557
gha,1978,1270770
gha,1979,1320757
gha,1980,1371730
gha,1981,1443000
gha,1982,1504732
gha,1983,1504982
gha,1984,1481398
gha,1985,1550624
gha,1986,1505819
gha,1987,1565236
gha,1988,1581870
gha,1989,1705843
gha,1990,1703074
gha,1991,1945422
gha,1992,2011602
gha,1993,2047288
gha,1994,2138635
gha,1995,2154646
gha,1996,2197172
gha,1997,2333347
gha,1999,2377444
gha,2000,2560886
gha,2001,2446417
gha,2002,2586434
gha,2003,2524237
gha,2004,2678912
gha,2005,2929536
gha,2006,3130575
gha,2007,3367157
gha,2008,3625178
gha,2009,3659116
gha,2011,3860381
gha,2012,4062026
gha,2013,4105913
gha,2014,4117152
gha,2015,4342315
gha,2016,4358176
gha,2017,4393061
gha,2018,4401194
gha,2019,4549875
gha,2020,4584381
gib,1971,3382
gib,1972,3821
gib,1973,2812
gib,1974,2823
gib,1975,2759
gib,1976,2808
gib,1977,2677
gib,1978,2778
gib,1979,2737
gib,1980,2702
gib,1981,2750
gib,1982,2844
gib,1983,2852
gib,1984,2934
gib,1985,2830
gib,1997,2729
gib,1999,2607
gib,2000,2366
gib,2001,2377
gib,2008,3211
gib,2009,3255
gib,2016,2796
gib,2017,2834
gib,2019,2889
gib,2020,2880
gin,1971,191287
gin,1972,163982
gin,1973,190576
gin,1974,196411
gin,1975,203143
gin,1976,198849
gin,1977,225727
gin,1978,237999
gin,1979,252100
gin,1980,262833
gin,1981,257547
gin,1982,249905
gin,1983,247702
gin,1984,246129
gin,1985,287804
gin,1986,276438
gin,1987,270140
gin,1988,288914
gin,1989,302809
gin,1990,310064
gin,1991,346807
gin,1992,359406
gin,1993,421869
gin,1994,471792
gin,1995,544729
gin,1996,584161
gin,1997,649835
gin,1998,674732
gin,1999,726561
gin,2000,790497
gin,2001,853623
gin,2002,997645
gin,2003,1073458
gin,2004,1147388
gin,2005,1206743
gin,2006,1258038
gin,2007,1317791
gin,2008,1364491
gin,2009,1389685
gin,2010,1453355
gin,2011,1536722
gin,2012,1599839
gin,2013,1666156
gin,2014,1729630
gin,2016,1776560
gin,2020,2107661
gmb,1971,17140
gmb,1972,17463
gmb,1973,19421
gmb,1974,20724
gmb,1975,22424
gmb,1976,24617
gmb,1977,25513
gmb,1978,27560
gmb,1979,32220
gmb,1980,37468
gmb,1981,47101
gmb,1982,53000
gmb,1983,58356
gmb,1984,64531
gmb,1985,69512
gmb,1986,72917
gmb,1987,74455
gmb,1988,75093
gmb,1989,73673
gmb,1990,77767
gmb,1991,86307
gmb,1992,90645
gmb,1993,97262
gmb,1994,105471
gmb,1995,113241
gmb,1996,124513
gmb,1997,133409
gmb,1998,141567
gmb,1999,170371
gmb,2000,174626
gmb,2001,181835
gmb,2002,182562
gmb,2003,196426
gmb,2004,204731
gmb,2005,205347
gmb,2006,207474
gmb,2007,218638
gmb,2008,220931
gmb,2009,224058
gmb,2010,229013
gmb,2011,228495
gmb,2012,244033
gmb,2013,255957
gmb,2014,274903
gmb,2015,293503
gmb,2016,308729
gmb,2017,329828
gmb,2018,350323
gmb,2019,374678
gmb,2020,393057
gnb,1971,27974
gnb,1972,32896
gnb,1973,41437
gnb,1974,49360
gnb,1975,75634
gnb,1976,81890
gnb,1978,83139
gnb,1979,80590
gnb,1980,76709
gnb,1981,74539
gnb,1982,74803
gnb,1983,74359
gnb,1984,74979
gnb,1985,76268
gnb,1987,77004
gnb,1988,75892
gnb,1989,79035
gnb,1992,79882
gnb,1993,79611
gnb,1994,91103
gnb,1995,100369
gnb,1996,106338
gnb,1997,117033
gnb,1998,125287
gnb,2000,150041
gnb,2001,181655
gnb,2004,232292
gnb,2005,252488
gnb,2006,269287
gnb,2010,278890
gnq,1971,31600
gnq,1974,35977
gnq,1981,44499
gnq,1982,45428
