geo,time,se_ter_enrr_fe
blr,2009,89.1432
blr,2010,94.59196
blr,2011,101.82048
blr,2012,107.92172
blr,2013,108.1111
blr,2014,105.10836
blr,2015,102.6146
blr,2016,99.74855
blr,2017,98.34385
blr,2018,95.09214
blr,2020,92.33138
blz,1971,1.45568
blz,1972,1.11901
blz,1974,1.31449
blz,1975,1.11688
blz,2001,18.1911
blz,2002,20.71158
blz,2003,19.4279
blz,2004,18.58242
blz,2005,19.64816
blz,2006,21.31478
blz,2007,22.56836
blz,2008,23.5508
blz,2009,27.9654
blz,2010,26.86474
blz,2011,27.30625
blz,2012,30.29557
blz,2013,30.03308
blz,2014,29.90883
blz,2015,28.67228
blz,2016,29.93244
blz,2017,30.48455
blz,2018,30.48693
blz,2019,31.31575
blz,2020,32.22591
bmu,1979,7.99581
bmu,1980,9.2688
bmu,1981,10.61947
bmu,2006,40.22319
bmu,2007,37.10145
bmu,2008,35.39055
bmu,2009,47.19807
bmu,2010,41.37597
bmu,2011,43.14968
bmu,2012,42.1131
bmu,2013,41.94037
bmu,2014,36.93416
bmu,2015,35.26949
bmu,2017,22.46104
bmu,2018,22.90533
bra,1999,17.84189
bra,2001,20.12967
bra,2002,23.47139
bra,2003,26.39838
bra,2004,27.52865
bra,2005,29.26808
bra,2007,34.40194
bra,2008,40.17341
bra,2009,42.16417
bra,2011,49.34314
bra,2012,51.91662
bra,2013,54.13417
bra,2014,57.89121
bra,2015,58.80435
bra,2016,59.05105
bra,2017,59.72615
bra,2018,61.59023
bra,2019,64.34653
brb,1971,2.95362
brb,1972,3.93662
brb,1973,4.55426
brb,1974,4.91765
brb,1981,15.43056
brb,1984,17.56471
brb,1985,19.14179
brb,1989,19.87523
brb,1990,20.15621
brb,1992,30.40519
brb,1999,49.04191
brb,2000,59.438
brb,2001,57.0273
brb,2007,81.60109
brb,2009,104.26209
brb,2010,95.81395
brb,2011,90.57161
brn,1977,2.24304
brn,1979,2.73943
brn,1983,0.98684
brn,1984,3.82403
brn,1986,3.04435
brn,1987,4.52698
brn,1992,6.1177
brn,1993,6.32489
brn,1994,6.62083
brn,1998,12.38164
brn,1999,15.32957
brn,2000,15.70012
brn,2001,17.05333
brn,2002,17.05947
brn,2003,17.91217
brn,2004,19.37466
brn,2005,19.3951
brn,2006,19.13672
brn,2007,19.5752
brn,2008,21.12547
brn,2009,21.67991
brn,2010,20.37801
brn,2011,22.48696
brn,2012,28.98388
brn,2013,32.0404
brn,2014,41.09151
brn,2015,39.92528
brn,2016,40.27507
brn,2017,42.00012
brn,2018,38.4215
brn,2019,38.76975
brn,2020,39.36457
btn,1978,0.19164
btn,1979,0.42238
btn,1980,0.39176
btn,1983,0.24848
btn,1999,1.96086
btn,2005,3.74644
btn,2006,3.78741
btn,2007,3.96266
btn,2008,4.90635
btn,2009,4.94325
btn,2010,5.51626
btn,2011,7.36334
btn,2012,7.91529
btn,2013,9.43436
btn,2015,12.92022
btn,2017,14.05499
btn,2018,15.49214
btn,2019,15.51912
btn,2020,16.97265
bwa,1970,0
bwa,1971,0
bwa,1972,0.20569
bwa,1973,0.23036
bwa,1974,0.29589
bwa,1975,0.4421
bwa,1976,0.50304
bwa,1977,0.58184
bwa,1978,0.66282
bwa,1979,0.7787
bwa,1980,0.86133
bwa,1981,0.89534
bwa,1982,0.94787
bwa,1983,1.06627
bwa,1984,1.15904
bwa,1985,1.74355
bwa,1987,2.32345
bwa,1991,3.42899
bwa,1993,4.22119
bwa,1994,4.37158
bwa,1995,4.73631
bwa,1996,5.13457
bwa,1998,5.67613
bwa,1999,6.09998
bwa,2000,6.88353
bwa,2001,7.40639
bwa,2002,8.0579
bwa,2003,9.43485
bwa,2004,9.44388
bwa,2005,9.19283
bwa,2006,9.68346
bwa,2014,30.01804
bwa,2015,34.61948
bwa,2016,30.35431
bwa,2017,29.24466
bwa,2018,31.25288
bwa,2019,29.93086
bwa,2020,31.94718
caf,1979,0.3017
caf,1980,0.25191
caf,1981,0.14596
caf,1982,0.26408
caf,1983,0.12093
caf,1984,0.21864
caf,1986,0.24588
caf,1988,0.31052
caf,1990,0.4619
caf,1991,0.40808
caf,1992,0.41949
caf,1999,0.62119
caf,2000,0.61852
caf,2006,0.51262
caf,2008,1.23658
caf,2009,1.54665
caf,2010,1.3082
caf,2012,1.60102
can,1976,43.58521
can,1989,79.13031
can,1990,100.01295
can,1991,105.74599
can,1992,108.20711
can,1993,95.36432
can,1994,96.92187
can,1995,97.7591
can,1996,97.124
can,1998,67.88715
can,1999,69.19255
can,2000,67.96275
can,2002,68.89677
can,2007,73.95901
can,2008,74.44554
can,2009,73.92633
can,2010,71.82283
can,2011,73.63206
can,2012,73.58981
can,2013,74.91763
can,2014,75.26596
can,2015,74.48037
can,2016,76.38456
can,2017,79.29239
can,2018,80.57796
can,2019,86.50887
che,1977,8.46522
che,1978,8.9794
che,1979,9.5992
che,1980,10.36852
che,1981,11.1887
che,1982,11.77124
che,1983,12.2318
che,1984,12.83707
che,1985,13.58409
che,1986,14.04789
che,1987,14.74031
che,1988,15.02001
che,1989,15.84198
che,1990,17.63656
che,1991,18.79492
che,1992,19.94409
che,1993,21.15235
che,1994,22.47959
che,1995,23.40962
che,1996,24.44518
che,1998,29.07492
che,1999,30.98196
che,2000,32.37542
che,2001,34.18686
che,2002,35.72403
che,2003,39.30223
che,2004,41.33825
che,2005,42.50475
che,2006,44.00523
che,2007,45.36828
che,2008,48.61576
che,2009,50.34146
che,2010,52.65946
che,2011,54.25391
che,2012,55.48953
che,2013,56.61547
che,2014,57.71653
che,2015,58.53498
che,2016,58.63094
che,2017,60.32979
che,2018,62.31203
che,2019,64.56804
chl,1970,6.52116
chl,1971,8.03108
chl,1972,9.86182
chl,1975,12.44243
chl,1976,10.35611
chl,1977,9.89582
chl,1978,9.68873
chl,1979,8.72799
chl,1980,10.69498
chl,1983,12.38315
chl,1984,13.14107
chl,1985,13.89367
chl,1986,15.24521
chl,1987,16.136
chl,1993,24.00474
chl,1994,24.86442
chl,1995,25.31659
chl,1996,26.83865
chl,1997,28.03912
chl,1998,29.84909
chl,1999,33.74387
chl,2000,33.81147
chl,2002,38.91332
chl,2003,42.19605
chl,2004,42.79312
chl,2005,48.26503
chl,2006,48.15148
chl,2007,54.16067
chl,2008,57.53768
chl,2009,62.75647
chl,2010,70.32853
chl,2011,75.75654
chl,2012,80.23166
chl,2013,84.24253
chl,2014,87.45525
chl,2015,89.94314
chl,2016,92.58558
chl,2017,94.66281
chl,2018,97.89286
chl,2019,100.35812
chn,1974,0.21417
chn,1975,0.33047
chn,1976,0.37896
chn,1977,0.43283
chn,1978,0.422
chn,1979,0.47941
chn,1980,0.56056
chn,1994,2.47345
chn,2003,13.94749
chn,2004,16.58445
chn,2005,18.08854
chn,2006,19.62175
chn,2007,20.28364
chn,2008,20.85634
chn,2009,22.87581
chn,2010,24.95607
chn,2011,26.78327
chn,2012,30.26018
chn,2013,34.55895
chn,2014,45.75697
chn,2015,50.17866
chn,2016,52.7417
chn,2017,53.97915
chn,2018,55.88122
chn,2019,59.46992
chn,2020,63.92701
civ,1971,0.33943
civ,1972,0.34809
civ,1973,0.4066
civ,1974,0.42933
civ,1976,0.46705
civ,1977,0.56363
civ,1979,0.72759
civ,1980,0.81132
civ,1987,1.02094
civ,1994,2.03316
civ,1995,2.13516
civ,1997,3.53829
civ,1999,3.5403
civ,2007,5.99197
civ,2008,5.9827
civ,2009,5.72048
civ,2010,5.16145
civ,2011,2.72639
civ,2013,6.2351
civ,2014,6.04756
civ,2015,6.90346
civ,2016,7.24935
civ,2017,7.6355
civ,2019,8.50932
cmr,1971,0.07521
cmr,1972,0.11126
cmr,1973,0.17264
cmr,1974,0.2081
cmr,1975,0.28548
cmr,2002,3.95518
cmr,2003,3.98484
cmr,2004,3.96243
cmr,2005,4.6362
cmr,2006,5.70614
cmr,2007,6.39111
cmr,2008,6.96915
cmr,2009,7.97536
cmr,2010,10.00334
cmr,2011,10.22344
cmr,2012,11.41226
cmr,2013,13.33969
cmr,2014,14.25631
cmr,2015,15.10736
cmr,2016,11.68883
cmr,2017,11.44435
cmr,2018,13.40384
cod,1971,0.07184
cod,1972,0.10249
cod,1974,0.17578
cod,2007,2.344
cod,2008,2.97883
cod,2009,3.19054
cod,2011,5.02359
cod,2012,5.87524
cod,2013,4.33428
cod,2016,4.73101
cog,1971,0.15061
cog,1972,0.17156
cog,1975,0.38507
cog,1976,0.47712
cog,1977,0.67725
cog,1978,0.85219
cog,1980,1.28517
cog,1981,1.3688
cog,1982,1.44708
cog,1983,1.48856
cog,1984,1.6999
cog,1985,1.74598
cog,1986,1.75333
cog,1988,2.12681
cog,1989,1.47284
cog,1990,1.56776
cog,1991,1.65767
cog,1992,1.90054
cog,1999,1.49904
cog,2000,2.40778
cog,2001,1.01179
cog,2002,1.19139
cog,2003,2.13855
cog,2009,2.16834
cog,2011,6.42889
cog,2012,7.71339
cog,2013,7.9931
cog,2017,10.1462
col,1970,2.26613
col,1974,4.35193
col,1975,5.13346
col,1977,6.58089
col,1978,7.04272
col,1979,7.41016
col,1980,7.87436
col,1981,9.00493
col,1982,9.61058
col,1984,10.98805
col,1985,11.42548
col,1986,12.16392
col,1987,12.76283
col,1988,13.21467
col,1989,14.64624
col,1991,15.54814
col,1995,16.75532
col,1996,18.46024
col,1997,22.1274
col,1998,23.46497
col,1999,24.28099
col,2000,25.32753
col,2001,26.38031
col,2002,26.33903
col,2004,29.17589
col,2005,31.90497
col,2006,34.11875
col,2007,35.28257
col,2008,35.96286
col,2009,38.52225
col,2010,41.34383
col,2011,45.1512
col,2012,48.16623
col,2013,52.15952
col,2014,55.21668
col,2015,57.43417
col,2016,59.74896
col,2017,60.83253
col,2018,59.72434
col,2019,59.04464
com,1990,0.20212
com,1992,0.34621
com,1999,1.18204
com,2000,1.23025
com,2003,2.70727
com,2009,4.90223
com,2010,4.92626
com,2011,7.03765
com,2012,8.05181
com,2013,8.12646
com,2014,8.04879
cpv,2000,2.04807
cpv,2001,1.74305
cpv,2002,4.16798
cpv,2003,5.03891
cpv,2004,6.57364
cpv,2005,7.8808
cpv,2006,9.05909
cpv,2007,10.81223
cpv,2008,13.66965
cpv,2009,17.45392
cpv,2010,20.3214
cpv,2011,23.87553
cpv,2012,23.91381
cpv,2013,27.2081
cpv,2014,28.54298
cpv,2015,27.45799
cpv,2016,28.9306
cpv,2017,29.34471
cpv,2018,28.34652
cri,1970,7.74833
cri,1971,8.71308
cri,1972,9.29626
cri,2004,29.49298
cri,2011,51.08759
cri,2012,53.54599
cri,2013,54.00439
cri,2014,57.8923
cri,2015,60.28377
cri,2016,59.41439
cri,2017,63.17331
cri,2018,60.86441
cri,2019,63.61806
cub,1971,2.81779
cub,1972,3.33318
cub,1973,3.96525
cub,1974,4.92757
cub,1975,6.10376
cub,1977,11.2112
cub,1979,15.1642
cub,1980,16.30857
cub,1981,16.11277
cub,1982,16.99904
cub,1983,16.73489
cub,1984,17.91623
cub,1985,19.58017
cub,1986,21.7131
cub,1987,24.49416
cub,1988,25.51728
cub,1989,25.16668
cub,1990,24.63443
cub,1991,24.60986
cub,1992,23.20893
cub,1993,20.69319
cub,1994,18.72826
cub,1995,16.18587
cub,1996,15.48381
cub,1997,15.52967
cub,1998,15.98273
cub,1999,21.97748
cub,2000,23.91041
cub,2001,26.64546
cub,2002,29.78005
cub,2003,37.31493
cub,2004,68.02564
cub,2005,78.48503
cub,2006,107.21414
cub,2007,136.79951
cub,2008,146.83803
cub,2009,143.19978
cub,2010,118.6249
cub,2011,101.22367
cub,2012,77.80103
cub,2013,62.12298
cub,2015,42.50212
cub,2016,40.00702
cub,2017,50.50682
cub,2018,51.00784
cub,2019,55.50774
cub,2020,60.81452
cym,2006,28.9793
cym,2007,29.77566
cym,2008,40.30809
cyp,1971,1.14908
cyp,1972,1.49636
cyp,1973,1.44079
cyp,1974,1.26311
cyp,1978,1.94007
cyp,1979,2.12867
cyp,1980,2.11864
cyp,1981,2.51883
cyp,1982,2.42996
cyp,1983,2.57931
cyp,1984,3.23986
cyp,1985,3.74384
cyp,1986,4.94666
cyp,1987,5.43218
cyp,1988,7.08323
cyp,1989,8.87872
cyp,1990,10.54645
cyp,1991,11.14632
cyp,1992,11.66877
cyp,1993,14.03892
cyp,1994,16.13178
cyp,1995,19.05696
cyp,1996,22.4985
cyp,1997,22.99959
cyp,1999,23.3286
cyp,2000,22.20189
cyp,2001,24.92529
cyp,2002,28.03539
cyp,2003,32.50782
cyp,2004,35.49476
cyp,2005,35.33074
cyp,2006,34.20442
cyp,2007,36.06191
cyp,2008,41.71082
cyp,2009,48.46208
cyp,2010,45.62976
cyp,2011,47.29882
cyp,2012,49.71835
cyp,2013,53.69162
cyp,2014,62.59883
cyp,2015,69.39547
cyp,2016,73.41246
cyp,2017,82.35413
cyp,2018,84.4955
cyp,2019,91.09998
cze,1971,6.52693
cze,1972,6.1073
cze,1973,6.28836
cze,1974,6.96897
cze,1975,7.90866
cze,1976,8.96783
cze,1977,10.50656
cze,1978,11.72128
cze,1979,12.32141
cze,1980,13.25706
cze,1981,14.09238
cze,1982,14.48691
cze,1983,14.66432
cze,1984,14.2662
cze,1985,13.88013
cze,1986,13.85121
cze,1987,14.07056
cze,1988,14.24045
cze,1989,14.45528
cze,1990,14.18881
cze,1991,14.33329
cze,1992,13.15396
cze,1993,12.99381
cze,1994,19.05388
cze,1995,20.16348
cze,1996,20.57521
cze,1997,22.99537
cze,1998,23.36936
cze,1999,25.91668
cze,2000,28.87741
cze,2001,30.74016
cze,2002,36.10584
cze,2003,38.36927
cze,2004,45.83536
cze,2005,52.03001
cze,2006,55.21698
cze,2007,60.76435
cze,2008,66.22352
cze,2009,71.04753
cze,2010,74.8885
cze,2011,77.27
cze,2012,77.35479
cze,2013,76.7636
cze,2014,76.91578
cze,2015,75.68125
cze,2016,74.81392
cze,2017,75.2737
cze,2018,74.52981
cze,2019,76.57493
deu,1992,30.07924
deu,1993,33.91385
deu,1994,36.84908
deu,1995,40.27406
deu,1996,42.82923
deu,1997,44.69546
deu,2013,59.43399
deu,2014,63.94287
deu,2015,67.04391
deu,2016,69.46286
deu,2017,70.70689
deu,2018,71.48545
deu,2019,74.34446
dji,1976,0
dji,1981,0
dji,1986,0
dji,1991,0
dji,1992,0.05788
dji,1993,0.12175
dji,1994,0.13463
dji,1996,0.20696
dji,1997,0.22989
dji,1999,0.26249
dji,2000,0.25386
dji,2001,0.57723
dji,2002,0.90163
dji,2003,1.03383
dji,2004,1.40697
dji,2005,1.92386
dji,2006,2.03334
dji,2007,2.21827
dji,2008,2.28347
dji,2009,2.99078
dji,2010,3.08424
dji,2011,4.56802
dma,1981,0.34146
dma,1984,1.19389
dma,1985,0.959
dma,1989,1.35654
dma,1991,5.22586
dma,1992,11.32898
dma,1993,7.25008
dnk,1971,14.26949
dnk,1972,18.81984
dnk,1973,22.54017
dnk,1974,24.8673
dnk,1976,27.46259
dnk,1977,29.15249
dnk,1978,30.53273
dnk,1979,27.16333
dnk,1980,28.20974
dnk,1981,28.35169
