geo,time,se_ter_enrr_fe
kor,1988,21.37673
kor,1989,21.88541
kor,1990,23.11765
kor,1991,24.44591
kor,1992,26.43913
kor,1993,31.25512
kor,1994,31.80037
kor,1995,34.86862
kor,1996,38.8821
kor,1997,53.56849
kor,1998,47.89232
kor,1999,52.29659
kor,2000,56.10294
kor,2001,58.92216
kor,2002,61.53387
kor,2003,63.65265
kor,2004,66.83379
kor,2005,70.9446
kor,2006,76.55595
kor,2007,82.08671
kor,2008,85.41397
kor,2009,86.80551
kor,2010,86.81078
kor,2011,85.59628
kor,2012,83.19102
kor,2013,82.11578
kor,2014,81.89217
kor,2015,81.95525
kor,2016,82.19882
kor,2017,82.8425
kor,2018,84.94791
kor,2019,88.15934
kwt,1971,4.2735
kwt,1972,5.52878
kwt,1973,6.68755
kwt,1974,8.52071
kwt,1975,8.90797
kwt,1976,11.03739
kwt,1977,12.50744
kwt,1978,14.52072
kwt,1979,13.86062
kwt,1980,14.08118
kwt,1981,14.78683
kwt,1982,14.81206
kwt,1983,16.01314
kwt,1984,15.422
kwt,1985,16.50313
kwt,1986,17.60848
kwt,1987,17.49629
kwt,1988,17.32112
kwt,1989,17.31668
kwt,1990,15.93129
kwt,1992,15.86645
kwt,1993,17.63557
kwt,1994,20.21945
kwt,1995,25.7855
kwt,1996,29.94414
kwt,1997,31.11229
kwt,1999,33.20581
kwt,2001,30.80952
kwt,2002,30.09047
kwt,2003,29.16327
kwt,2004,28.09773
kwt,2014,68.93841
kwt,2015,76.50117
kwt,2016,81.53469
kwt,2017,77.46966
kwt,2018,76.13706
kwt,2019,76.47448
kwt,2020,81.78085
lao,1971,0.06567
lao,1972,0.07083
lao,1973,0.05905
lao,1974,0.12913
lao,1975,0.16458
lao,1980,0.19633
lao,1981,0.28336
lao,1982,0.57777
lao,1983,0.74484
lao,1985,1.01373
lao,1986,1.05723
lao,1988,1.01106
lao,1990,0.74171
lao,1993,0.79658
lao,1994,0.72554
lao,1995,0.95679
lao,1996,1.4642
lao,1997,1.5756
lao,1998,1.23203
lao,1999,1.52769
lao,2000,1.84503
lao,2001,2.29077
lao,2002,2.98963
lao,2003,3.55678
lao,2004,4.38712
lao,2005,6.44694
lao,2006,7.21419
lao,2007,9.59452
lao,2008,11.56532
lao,2009,14.45276
lao,2010,14.37842
lao,2011,14.9919
lao,2012,15.87804
lao,2013,17.71403
lao,2014,17.65301
lao,2015,17.66563
lao,2016,17.1716
lao,2017,16.0495
lao,2018,15.51763
lao,2019,15.25498
lao,2020,14.38116
lbn,1971,10.16064
lbn,1972,10.21972
lbn,1980,23.39479
lbn,1981,21.61456
lbn,1982,19.94022
lbn,1983,20.61266
lbn,1985,20.60387
lbr,1970,0.41835
lbr,1971,0.40307
lbr,1972,0.53429
lbr,1973,0.63468
lbr,1975,0.75594
lbr,1979,1.31951
lbr,1987,1.23781
lbr,1999,3.25738
lbr,2000,14.00986
lbr,2010,6.57833
lbr,2012,9.15192
lby,1971,0.68144
lby,1972,0.84084
lby,1973,1.17892
lby,1974,1.41475
lby,1975,1.86189
lby,1976,2.23374
lby,1977,2.43331
lby,1978,2.56146
lby,1979,2.70275
lby,1980,3.12251
lby,1981,3.90834
lby,1982,4.41782
lby,1983,4.81674
lby,1992,13.98129
lby,1999,51.90462
lby,2000,48.20777
lby,2001,55.12979
lby,2002,61.70382
lby,2003,63.63853
lca,1977,2.81139
lca,1978,2.6669
lca,1979,2.91342
lca,1980,2.69927
lca,1981,2.39111
lca,1982,3.28456
lca,1983,2.83061
lca,1984,2.89474
lca,1985,2.29484
lca,1987,2.85633
lca,1988,2.9721
lca,1993,7.31067
lca,1996,29.0379
lca,2004,21.25598
lca,2005,19.02582
lca,2006,15.90988
lca,2007,12.02367
lca,2008,21.84271
lca,2009,25.13349
lca,2010,17.825
lca,2011,20.56317
lca,2012,13.75149
lca,2013,18.09859
lca,2014,22.26636
lca,2015,21.41597
lca,2016,25.06278
lca,2017,26.50514
lca,2018,18.6856
lca,2019,20.8814
lca,2020,22.0086
lie,2003,11.35496
lie,2004,13.25864
lie,2005,14.02214
lie,2006,18.07116
lie,2007,20.15066
lie,2008,24.83537
lie,2009,22.52592
lie,2010,27.35761
lie,2011,29.93513
lie,2012,30.07246
lie,2014,24.14105
lie,2015,21.88919
lie,2016,24.75158
lie,2017,27.35507
lie,2018,27.59091
lie,2019,29.88403
lka,1970,0.89115
lka,1971,0.902
lka,1973,0.84131
lka,1974,0.82266
lka,1975,0.8018
lka,1977,0.8117
lka,1978,0.81439
lka,1979,2.05117
lka,1981,2.44172
lka,1983,3.24957
lka,1984,3.29029
lka,1985,3.00507
lka,1986,3.10195
lka,1994,3.14891
lka,2010,20.87313
lka,2011,19.10599
lka,2012,21.02698
lka,2013,22.91369
lka,2014,21.67235
lka,2015,23.93362
lka,2016,22.90363
lka,2017,22.82258
lka,2018,23.44222
lka,2019,26.01554
lka,2020,26.67253
lso,1970,0.26901
lso,1971,0.24661
lso,1973,0.37568
lso,1974,0.43333
lso,1975,0.38205
lso,1977,0.74348
lso,1978,0.86059
lso,1979,0.9295
lso,1981,0.9705
lso,1982,1.03331
lso,1983,1.02279
lso,1984,0.95543
lso,1985,1.25704
lso,1986,1.32533
lso,1987,1.68522
lso,1988,1.85187
lso,1989,1.7642
lso,1990,1.37632
lso,1991,1.40778
lso,1992,2.23307
lso,1993,2.41807
lso,1994,2.55136
lso,1995,2.50681
lso,1996,2.51227
lso,1999,2.30321
lso,2000,2.3864
lso,2001,2.65465
lso,2002,2.41675
lso,2003,3.10237
lso,2005,3.74373
lso,2006,3.91437
lso,2012,13.63424
lso,2013,12.97684
lso,2014,12.87611
lso,2015,12.23677
lso,2016,12.39755
lso,2017,13.33513
lso,2018,12.39755
ltu,1981,27.57261
ltu,1986,41.53629
ltu,1989,28.8776
ltu,1990,27.47351
ltu,1992,33.1792
ltu,1993,30.87327
ltu,1994,30.70036
ltu,1995,31.11463
ltu,1996,34.36088
ltu,1997,38.89268
ltu,1998,47.03553
ltu,1999,54.05251
ltu,2000,61.89936
ltu,2001,69.81631
ltu,2002,77.30593
ltu,2003,84.97884
ltu,2004,91.51045
ltu,2005,97.53856
ltu,2006,100.45186
ltu,2007,100.37218
ltu,2008,104.03379
ltu,2009,107.20506
ltu,2010,104.55157
ltu,2011,101.42798
ltu,2012,95.52589
ltu,2013,88.28057
ltu,2014,84.18322
ltu,2015,82.67658
ltu,2016,82.54948
ltu,2017,84.00104
ltu,2018,85.70255
ltu,2019,84.4992
lux,1971,1.35087
lux,1972,1.44593
lux,1973,1.82701
lux,1974,1.64129
lux,1975,1.8331
lux,1976,1.52205
lux,1977,1.36536
lux,1978,0.91664
lux,1979,1.23179
lux,1980,1.35341
lux,1981,1.81606
lux,1982,1.67123
lux,1983,2.05377
lux,1984,2.38792
lux,1985,1.96692
lux,1986,1.78755
lux,1987,1.49388
lux,2001,11.01113
lux,2003,13.28258
lux,2006,11.00372
lux,2008,10.40831
lux,2010,19.22441
lux,2012,20.68606
lux,2015,20.82938
lux,2016,20.63326
lux,2017,20.1493
lux,2018,19.96398
lux,2019,19.85625
lva,1981,27.26217
lva,1982,27.30333
lva,1983,27.22037
lva,1984,27.57482
lva,1985,27.69534
lva,1986,28.51873
lva,1987,30.30413
lva,1988,30.43675
lva,1989,31.53485
lva,1990,30.28203
lva,1991,29.06739
lva,1992,28.18357
lva,1997,40.1546
lva,1998,51.01711
lva,1999,63.50237
lva,2000,72.65032
lva,2001,79.81806
lva,2002,84.93142
lva,2003,89.25354
lva,2004,94.5927
lva,2005,97.29243
lva,2006,96.55357
lva,2007,95.54101
lva,2008,95.62019
lva,2009,95.3237
lva,2010,88.43245
lva,2011,84.82514
lva,2012,81.64253
lva,2013,83.75312
lva,2014,83.77707
lva,2015,91.13356
lva,2016,98.10533
lva,2017,105.05897
lva,2018,111.84521
lva,2019,111.01995
mac,1989,19.5932
mac,1990,21.15907
mac,1991,20.22992
mac,1992,20.95855
mac,1993,20.61159
mac,1994,19.71212
mac,1997,26.25599
mac,1999,23.32815
mac,2000,25.01127
mac,2001,38.50571
mac,2002,44.1611
mac,2003,51.64261
mac,2004,48.9961
mac,2005,44.20862
mac,2006,43.1276
mac,2007,44.32935
mac,2008,46.21962
mac,2009,51.69932
mac,2010,54.09354
mac,2011,58.11605
mac,2012,56.65824
mac,2013,64.68257
mac,2014,72.97984
mac,2015,80.82486
mac,2016,89.56997
mac,2017,96.16884
mac,2018,104.46099
mac,2019,115.81184
mac,2020,130.49245
mar,1971,0.485
mar,1972,0.46804
mar,1973,0.53606
mar,1974,0.6322
mar,1975,0.83171
mar,1976,1.04952
mar,1977,1.05909
mar,1978,1.55209
mar,1979,1.64865
mar,1986,5.08927
mar,1987,5.52754
mar,1988,6.07577
mar,1989,6.8107
mar,1990,7.82461
mar,1991,7.611
mar,1992,7.81124
mar,1993,8.44781
mar,1994,8.87486
mar,1995,9.57871
mar,1997,9.79156
mar,1998,7.78296
mar,1999,8.08614
mar,2000,8.60173
mar,2001,8.99376
mar,2002,9.1471
mar,2003,9.50419
mar,2004,10.04115
mar,2005,10.51204
mar,2006,11.60138
mar,2007,11.34145
mar,2008,12.78548
mar,2009,12.82843
mar,2010,13.82102
mar,2011,15.71061
mar,2012,18.68467
mar,2013,22.11936
mar,2014,24.89558
mar,2015,27.78318
mar,2016,30.72886
mar,2017,33.29096
mar,2018,35.69778
mar,2019,39.05136
mar,2020,41.71071
mda,2014,58.29903
mda,2015,59.01328
mda,2016,60.27274
mda,2017,61.89029
mda,2018,63.48577
mda,2019,64.52077
mda,2020,67.46733
mdg,1971,0.68906
mdg,1973,0.74578
mdg,1976,1.26038
mdg,1977,1.14155
mdg,1978,1.28499
mdg,1979,1.37908
mdg,1986,3.0814
mdg,1987,2.91771
mdg,1989,3.04356
mdg,1990,2.99528
mdg,1991,2.88493
mdg,1994,2.56321
mdg,1995,2.15283
mdg,1996,1.97412
mdg,1997,1.77731
mdg,1998,2.00961
mdg,1999,1.96436
mdg,2000,2.01636
mdg,2001,1.84922
mdg,2002,1.87118
mdg,2003,2.02831
mdg,2004,2.44628
mdg,2005,2.52183
mdg,2006,2.67833
mdg,2007,3.07924
mdg,2008,3.09257
mdg,2009,3.31752
mdg,2010,3.50057
mdg,2011,3.91773
mdg,2012,3.96282
mdg,2013,4.15512
mdg,2014,4.61272
mdg,2015,4.56489
mdg,2016,4.62497
mdg,2017,5.09647
mdg,2018,5.21415
mdg,2020,5.43273
mdv,2003,0.2833
mdv,2007,12.95517
mdv,2008,12.98919
mdv,2014,20.05411
mdv,2017,59.77832
mdv,2019,66.51064
mex,1971,2.14639
mex,1972,2.51273
mex,1977,5.25955
mex,1978,6.24684
mex,1980,8.56171
mex,1981,9.30962
mex,1982,10.00769
mex,1983,10.50615
mex,1984,10.87056
mex,1993,12.6971
mex,1994,13.36654
mex,1995,14.06778
mex,1996,15.2785
mex,1997,15.94424
mex,1998,17.04947
mex,1999,18.14763
mex,2000,19.50553
mex,2001,20.45084
mex,2002,21.46165
mex,2003,22.39288
mex,2004,23.28512
mex,2005,23.92174
mex,2006,24.41291
mex,2007,25.04819
mex,2008,25.75689
mex,2009,26.289
mex,2010,27.25701
mex,2011,28.03772
mex,2012,29.16375
mex,2013,29.95729
mex,2014,30.83395
mex,2015,31.56362
mex,2016,38.56783
mex,2017,40.62317
mex,2018,42.309
mex,2019,43.99685
mhl,2002,18.47157
mhl,2012,23.80952
mhl,2019,27.40301
mkd,1989,18.09395
mkd,1990,16.69244
mkd,1991,16.14019
mkd,1992,16.61101
mkd,1993,17.1098
mkd,1994,18.59524
mkd,1995,20.5794
mkd,1996,21.24969
mkd,1997,21.98781
mkd,1998,22.70178
mkd,1999,24.77952
mkd,2000,25.65608
mkd,2001,27.99686
mkd,2002,30.45602
mkd,2003,31.35947
mkd,2004,32.40602
mkd,2005,34.05573
mkd,2006,33.39221
mkd,2007,38.76928
mkd,2008,42.81627
mkd,2009,42.65954
mkd,2010,40.3952
mkd,2012,42.56701
mkd,2013,42.24759
mkd,2014,42.83583
mkd,2015,45.85842
mkd,2017,48.55228
mkd,2018,49.24562
mli,1971,0.02993
mli,1975,0.07826
mli,1976,0.10229
mli,1977,0.12779
mli,1978,0.16777
mli,1979,0.18524
mli,1980,0.19624
mli,1982,0.15724
mli,1983,0.22138
mli,1985,0.29043
mli,1986,0.25634
mli,1987,0.21155
mli,1989,0.1761
mli,1990,0.17379
mli,1991,0.17427
mli,1992,0.22304
mli,1993,0.2808
mli,1995,0.28246
mli,1996,0.35718
mli,1997,0.57083
mli,1998,0.58059
mli,1999,1.20109
mli,2000,1.25172
mli,2001,1.38541
mli,2002,1.3951
mli,2008,3.39174
mli,2009,3.47904
mli,2010,3.5636
mli,2011,3.25185
mli,2012,3.96207
mli,2013,3.76
mli,2014,3.50106
mli,2015,3.23422
mlt,1972,4.87011
mlt,1973,5.36104
mlt,1974,4.70431
mlt,1975,5.43237
mlt,1976,6.21485
mlt,1977,4.93809
mlt,1978,4.24839
mlt,1979,2.40737
mlt,1980,1.60497
mlt,1981,1.65212
mlt,1982,1.39515
mlt,1983,1.5494
mlt,1984,2.46778
mlt,1985,3.23837
mlt,1986,3.85816
mlt,1987,4.12303
mlt,1988,4.44089
mlt,1989,5.44883
mlt,1990,8.99932
mlt,1991,11.40504
mlt,1992,13.7338
mlt,1993,17.85544
mlt,1994,19.66817
mlt,1995,21.30385
mlt,1996,23.22629
mlt,1997,23.85609
mlt,1998,25.92007
mlt,1999,25.19926
mlt,2000,23.81154
mlt,2001,28.67616
mlt,2002,28.97524
mlt,2003,35.64834
mlt,2004,30.72247
mlt,2005,37.20361
mlt,2006,35.69725
mlt,2007,39.55774
mlt,2008,38.44913
mlt,2009,41.02061
mlt,2010,42.94957
mlt,2011,46.12488
mlt,2012,49.10042
mlt,2013,50.55391
mlt,2014,50.68875
mlt,2015,55.02756
mlt,2016,56.54726
mlt,2017,63.17398
mlt,2018,68.76969
mlt,2019,76.18802
mmr,1972,1.2631
mmr,1973,1.3373
mmr,1977,2.458
mmr,1979,3.54622
mmr,1992,4.78373
mmr,1993,6.1158
mmr,1995,6.41645
mmr,1998,8.29512
mmr,2007,12.22353
mmr,2011,16.19707
mmr,2012,14.85785
mmr,2018,21.98387
mne,2001,20.55035
mne,2002,19.42036
mne,2003,20.63104
mne,2004,24.70164
mne,2005,27.24695
mne,2006,31.74316
mne,2007,39.04086
mne,2008,45.85667
mne,2009,55.85345
mne,2010,58.33446
mne,2016,63.88608
mne,2017,66.11125
mne,2018,64.91357
mne,2019,62.408
mne,2020,64.36961
mng,1996,22.41953
mng,1997,25.36368
mng,1998,28.8597
mng,1999,35.00483
mng,2000,38.75805
mng,2001,43.74216
mng,2002,46.0734
mng,2003,48.41948
mng,2004,51.46898
mng,2005,55.90934
mng,2006,58.5832
mng,2007,57.38953
mng,2008,59.38315
mng,2009,62.58965
mng,2010,65.11734
mng,2011,66.50181
mng,2012,69.12226
mng,2013,72.72528
mng,2014,75.22428
mng,2015,78.85986
mng,2016,74.384
mng,2017,75.31888
mng,2018,76.65813
mng,2019,82.00729
moz,1973,0.27756
moz,1977,0.06206
moz,1982,0.04323
moz,1985,0.05687
moz,1987,0.09062
moz,1992,0.19401
moz,1993,0.20577
moz,1994,0.23119
moz,1995,0.23343
moz,1996,0.23537
moz,2000,0.33684
moz,2001,0.34275
moz,2002,0.4146
moz,2003,0.60022
moz,2004,0.7201
moz,2005,0.93981
moz,2006,2.00705
moz,2007,2.33231
moz,2008,2.73669
moz,2009,2.95838
moz,2010,3.66594
moz,2011,3.778
moz,2012,4.08279
moz,2013,4.44917
moz,2014,5.13915
moz,2015,5.58368
moz,2016,6.34235
moz,2017,6.34179
moz,2018,6.53364
mrt,1978,0.07304
mrt,1988,0.7634
mrt,1989,0.80434
mrt,1990,0.69388
mrt,1991,0.76678
mrt,1992,0.85308
mrt,1993,1.06449
mrt,1994,1.22844
mrt,1995,1.20098
mrt,1996,1.30547
mrt,1997,1.21855
mrt,1998,1.26013
mrt,1999,1.44418
mrt,2001,1.16557
mrt,2002,1.29549
mrt,2003,1.38624
mrt,2004,1.5437
mrt,2005,1.46324
mrt,2006,1.71986
mrt,2008,2.17499
mrt,2009,2.20143
mrt,2010,2.49808
mrt,2011,2.76017
mrt,2012,3.05489
mrt,2013,3.29982
mrt,2015,3.72727
mrt,2016,3.57665
mrt,2017,3.33115
mrt,2018,3.50048
mrt,2019,4.36028
mrt,2020,4.4849
mus,1970,0.24013
mus,1971,0.63176
mus,1972,0.4381
mus,1973,0.51093
mus,1974,0.47781
mus,1975,0.34174
mus,1976,0.54089
mus,1977,0.82368
mus,1978,0.76206
mus,1979,0.66416
mus,1980,0.62891
mus,1981,0.52034
mus,1982,0.45929
mus,1983,0.40438
mus,1984,0.41447
mus,1985,0.79398
mus,1986,0.6768
mus,1987,1.0986
mus,1988,1.26514
mus,1989,1.32812
mus,1990,2.26082
mus,1991,2.97925
mus,1994,4.5615
mus,1995,5.61756
mus,1997,6.10455
mus,1999,8.86192
mus,2000,10.16496
mus,2001,18.95408
mus,2002,15.67617
mus,2003,15.87948
mus,2004,17.52521
mus,2005,21.68705
mus,2006,23.67947
mus,2007,26.59927
mus,2008,30.23767
mus,2009,35.01564
mus,2010,36.91036
mus,2011,40.1038
mus,2012,44.43012
mus,2013,44.12455
mus,2014,43.20239
mus,2015,42.51898
mus,2016,43.7994
mus,2017,47.45723
mus,2020,52.60554
mwi,1980,0.24714
mwi,1981,0.25714
mwi,1982,0.2276
mwi,1983,0.22286
mwi,1984,0.20955
mwi,1985,0.21451
mwi,1986,0.21675
mwi,1987,0.23923
mwi,1988,0.22257
mwi,1989,0.18703
mwi,1990,0.28968
mwi,1991,0.29424
mwi,1992,0.2996
mwi,1993,0.27329
mwi,1994,0.32077
mwi,1995,0.3479
mwi,1996,0.36373
mwi,1999,0.17579
mwi,2000,0.19284
mwi,2002,0.24638
mwi,2004,0.35796
mwi,2005,0.3451
mwi,2006,0.33923
mwi,2007,0.3324
mwi,2010,0.53521
mwi,2011,0.63539
mwi,2012,0.68698
mwi,2014,0.74156
mwi,2015,0.88543
mys,1979,2.92497
mys,1980,3.06673
mys,1982,3.73682
mys,1983,3.92842
mys,1984,4.21322
mys,1985,5.20425
mys,1988,6.16101
mys,1989,5.6367
mys,1998,22.33878
mys,1999,22.80255
mys,2000,26.36006
mys,2001,27.51778
mys,2002,30.74564
mys,2003,35.69304
mys,2004,33.9265
mys,2005,31.89058
mys,2006,31.92911
mys,2007,34.41834
mys,2008,38.40127
mys,2009,40.58598
mys,2010,42.99131
mys,2011,41.41298
mys,2012,43.28743
mys,2013,45.21575
mys,2014,45.43081
mys,2015,51.66175
mys,2016,50.57597
mys,2017,47.06639
mys,2018,49.85466
mys,2019,48.74293
nam,1991,3.60404
nam,1994,7.28487
nam,1995,8.2168
nam,1997,5.40887
nam,1998,6.69522
nam,2001,6.46831
nam,2002,6.68867
nam,2003,6.4561
nam,2005,6.23924
nam,2006,5.9303
nam,2008,10.29589
nam,2014,24.46697
nam,2015,25.97564
nam,2016,27.83812
nam,2017,30.26425
nam,2018,31.8548
ner,1971,0
ner,1972,0
ner,1973,0.00513
ner,1974,0.00558
ner,1975,0.0175
ner,1976,0.0253
ner,1977,0.04868
ner,1978,0.05157
ner,1979,0.06596
ner,1980,0.06393
ner,1981,0.10967
ner,1982,0.12131
ner,1983,0.12256
ner,1984,0.18404
ner,1985,0.17799
ner,1987,0.1877
ner,1989,0.18414
ner,1990,0.19589
ner,2003,0.46295
ner,2004,0.44686
ner,2005,0.57298
ner,2006,0.51893
ner,2007,0.52476
ner,2008,0.62504
ner,2009,0.74401
ner,2010,0.7932
ner,2011,0.8397
ner,2012,0.88261
ner,2015,2.12514
ner,2016,2.50417
ner,2017,2.44505
ner,2018,2.56518
ner,2019,3.27414
ner,2020,2.82232
nga,1985,1.77092
nga,1986,1.90789
nga,1987,1.99323
nga,1988,1.96309
nga,1989,2.02466
nga,1999,5.36512
nga,2003,7.8883
nga,2004,8.208
nga,2005,8.67056
nga,2010,8.1243
nga,2011,8.3004
nic,1970,2.90607
nic,1971,2.6588
nic,1972,3.36829
nic,1973,2.97187
nic,1974,3.41716
nic,1975,4.32222
nic,1976,4.54981
nic,1977,4.88643
nic,1982,9.14085
nic,1983,9.42509
nic,1984,8.69558
nic,1985,9.23719
nic,1986,8.45684
nic,1987,8.00723
nic,1990,7.94531
nic,1991,7.44719
nic,1992,8.25004
nic,1995,10.98075
nic,1997,11.43001
nic,2002,18.35017
nld,1971,11.16747
nld,1972,12.40229
nld,1975,14.8663
nld,1976,16.92566
nld,1977,18.25535
nld,1978,19.4258
nld,1979,20.18519
nld,1980,22.64524
nld,1981,23.88315
nld,1982,25.16589
nld,1983,25.85543
nld,1984,26.08814
nld,1985,25.87971
nld,1986,26.6841
nld,1987,26.89025
nld,1988,28.642
nld,1989,29.61307
nld,1990,32.02121
nld,1991,36.16194
nld,1992,39.22685
nld,1993,42.04063
nld,1994,45.7911
nld,1995,45.75843
nld,1996,46.67812
nld,1997,46.65973
nld,1998,47.57135
nld,1999,50.05359
nld,2000,53.23181
nld,2001,55.76016
nld,2002,57.0025
nld,2003,57.94977
nld,2004,59.13864
nld,2005,61.08368
nld,2006,62.31933
nld,2007,62.93993
nld,2008,63.53572
nld,2009,64.58091
nld,2010,67.26598
nld,2011,80.124
nld,2012,80.357
nld,2015,86.12705
nld,2016,85.34627
nld,2017,90.91987
nld,2018,92.85855
nld_curacao,2013,29.58909
nor,1971,9.8564
nor,1972,10.92857
nor,1973,12.58197
nor,1974,14.72015
nor,1975,15.8016
nor,1976,17.09737
nor,1977,21.24856
nor,1978,21.50566
nor,1979,22.43967
nor,1980,24.06988
nor,1981,24.92653
nor,1982,26.34685
nor,1983,28.35911
nor,1984,29.5303
nor,1985,30.55103
nor,1986,31.58432
nor,1987,33.72618
nor,1988,35.35724
nor,1989,37.51202
nor,1990,42.19208
nor,1991,46.01085
nor,1992,50.21715
nor,1993,54.88735
nor,1994,59.37779
nor,1995,60.29708
nor,1996,65.34132
nor,1997,70.39974
nor,1998,72.49405
nor,1999,77.53536
nor,2000,82.38274
nor,2001,84.70467
nor,2002,88.99126
nor,2003,96.05199
nor,2004,95.97978
nor,2005,95.14269
nor,2006,94.49744
nor,2007,92.71358
nor,2008,90.0708
nor,2009,91.17895
nor,2010,91.21774
nor,2011,90.82011
nor,2012,90.52381
nor,2013,92.30117
nor,2014,92.21053
nor,2015,92.93425
nor,2016,96.637
nor,2017,98.72165
nor,2018,99.69018
nor,2019,99.97626
npl,1983,1.27868
npl,1989,2.36855
npl,1990,2.42496
npl,1991,2.85549
npl,2000,2.2888
npl,2002,2.08093
npl,2003,2.4498
npl,2004,3.26113
npl,2005,5.49083
npl,2006,5.69884
npl,2008,8.56242
npl,2009,8.57949
npl,2010,11.29164
npl,2011,11.61579
npl,2013,15.38884
npl,2015,14.53834
npl,2016,11.49555
npl,2017,11.64118
npl,2018,12.82445
npl,2019,13.68988
npl,2020,13.75329
nzl,1970,13.12689
nzl,1971,14.06323
nzl,1972,16.79308
nzl,1973,17.04695
nzl,1974,19.1087
nzl,1975,18.2555
nzl,1976,18.77473
nzl,1979,21.19335
nzl,1980,22.17003
nzl,1981,23.33791
nzl,1982,23.36021
nzl,1983,24.19014
nzl,1984,29.27351
nzl,1985,30.15928
nzl,1986,33.41829
nzl,1987,35.3473
nzl,1988,39.35798
nzl,1989,43.16056
nzl,1990,40.85868
nzl,1991,47.05113
nzl,1992,54.30083
nzl,1993,61.27323
nzl,1994,65.77885
nzl,1995,64.82822
nzl,1996,66.5673
nzl,2013,92.91371
nzl,2014,92.62178
nzl,2015,94.90342
nzl,2016,96.40853
nzl,2017,97.17176
nzl,2018,99.13541
nzl,2019,97.55529
omn,1978,0.00478
omn,1979,0.00458
omn,1980,0.0022
omn,1981,0
omn,1982,0.00202
omn,1983,0.00194
omn,1984,0.05044
omn,1985,0.26486
omn,1986,0.6238
omn,1987,1.34418
omn,1988,2.03795
omn,1989,3.06286
omn,1990,4.01082
omn,1991,4.41086
omn,1992,5.55884
omn,1993,5.72376
omn,1994,6.27334
omn,1995,6.91917
omn,1996,6.14568
omn,1997,6.63708
omn,1998,7.48783
omn,2003,12.54554
omn,2004,17.17735
omn,2005,19.09371
omn,2006,21.34723
omn,2007,23.0195
omn,2009,27.41112
omn,2010,28.48786
omn,2011,33.11747
omn,2013,40.97861
omn,2014,48.94705
omn,2015,54.1962
omn,2016,59.53948
omn,2017,54.81871
omn,2018,55.55291
omn,2019,55.32564
omn,2020,57.38219
pak,1971,1.02471
pak,1972,0.98198
pak,1973,0.98291
pak,1974,1.01449
pak,1975,1.04274
pak,1976,1.05196
pak,1977,1.13526
pak,1978,1.25589
pak,1979,1.20828
pak,1980,1.21505
pak,1986,1.60756
pak,1987,1.57386
pak,1988,1.84937
pak,1990,1.75653
pak,1992,0.89028
pak,2003,2.39876
pak,2004,2.97862
pak,2005,4.57152
pak,2006,4.56527
pak,2007,5.14005
pak,2008,5.08459
pak,2009,6.22182
pak,2011,7.96285
pak,2012,9.18671
pak,2013,9.63351
pak,2014,9.96779
pak,2015,8.58921
pak,2016,8.39577
pak,2017,8.67735
pak,2018,8.32044
pak,2019,12.11792
pan,1970,5.44467
pan,1971,8.85801
pan,1972,10.55599
pan,1973,14.05617
pan,1974,15.42634
pan,1975,15.70637
pan,1976,18.09875
pan,1977,20.07016
pan,1978,19.81399
pan,1979,21.0396
pan,1980,22.54954
pan,1981,22.63987
pan,1982,23.78085
pan,1983,24.45212
pan,1984,26.70039
pan,1985,28.41698
pan,1987,28.51472
pan,1988,24.84561
pan,1994,30.79691
pan,1998,44.34008
pan,1999,47.28482
pan,2000,52.3608
pan,2001,51.97235
pan,2002,51.24837
pan,2003,54.76053
pan,2004,54.50086
pan,2005,52.52237
pan,2006,53.53514
pan,2007,53.35081
pan,2008,52.6873
pan,2009,52.49909
pan,2010,53.70443
pan,2011,51.42041
pan,2012,53.56288
pan,2014,54.83029
pan,2015,57.99223
pan,2016,58.59022
per,1970,6.81798
per,1971,6.68503
per,1972,6.62517
per,1973,7.36615
per,1974,8.0524
per,1975,8.27461
per,1976,7.93979
per,1980,12.12429
per,2001,30.29438
per,2002,31.91894
per,2003,31.93736
per,2004,33.06874
per,2005,33.36123
per,2006,35.57919
per,2016,73.55465
per,2017,72.67321
phl,1971,20.15294
phl,1973,19.38227
phl,1979,25.51982
phl,1980,26.05333
phl,1981,27.59623
phl,1982,28.20603
phl,1992,31.04507
phl,1995,31.71926
phl,1996,33.31399
phl,1998,31.43056
phl,1999,32.20473
phl,2001,31.83328
phl,2002,34.18627
phl,2003,32.74596
phl,2004,31.89332
phl,2005,30.41493
phl,2006,30.9615
phl,2008,32.37835
phl,2009,31.54392
phl,2010,32.91117
phl,2011,34.13121
phl,2012,34.46018
phl,2013,37.46534
phl,2014,40.11325
phl,2017,40.41902
plw,2000,65.39683
plw,2001,51.3468
plw,2002,53.95431
plw,2013,66.40212
png,1980,0.68006
png,1983,0.6383
png,1984,0.75882
png,1985,0.63029
png,1986,0.8187
png,1995,1.76971
png,1996,2.48371
png,1998,1.31601
png,1999,1.2827
pol,1971,12.82701
pol,1972,12.25544
pol,1973,13.44276
pol,1974,15.21503
pol,1975,16.63181
pol,1976,18.35413
pol,1977,19.67054
pol,1978,19.74204
pol,1979,20.01745
pol,1980,19.87956
pol,1981,19.88215
pol,1982,19.3084
pol,1983,18.41468
pol,1984,18.76483
pol,1985,18.98473
pol,1986,19.73289
pol,1987,20.17052
pol,1988,20.94415
pol,1989,22.59612
pol,1990,24.10653
pol,1991,24.56007
pol,1992,24.46577
