geo,time,sl_tlf_cact_ma_ne_zs
mus,2020,84.97
mwi,1975,81.66
mwi,1983,91.63
mwi,1987,80.61
mwi,1998,79.35
mwi,2004,89.1
mwi,2005,83.64
mwi,2011,78.4
mwi,2013,83.41
mwi,2017,56.15
mwi,2020,56.89
mys,1980,81.16
mys,1982,85.35
mys,1983,85.61
mys,1984,85.4
mys,1985,85.56
mys,1986,85.84
mys,1987,85.62
mys,1988,85.62
mys,1989,85.61
mys,1990,85.28
mys,1991,74.84
mys,1992,84.86
mys,1993,86.01
mys,1995,84.33
mys,1996,84.89
mys,1997,84.26
mys,1998,83.28
mys,1999,82.83
mys,2000,81.71
mys,2001,82.34
mys,2002,81.54
mys,2003,82.12
mys,2004,80.88
mys,2005,79.98
mys,2011,79.71
mys,2014,80.58
mys,2015,80.65
mys,2016,80.17
mys,2017,80.06
mys,2018,80.42
mys,2019,80.83
mys,2020,80.65
nam,1960,92.1
nam,1991,68.6
nam,1994,62.13
nam,1997,60.97
nam,2000,62.09
nam,2001,60.07
nam,2004,56.45
nam,2008,61.6
nam,2010,66.01
nam,2012,62.49
nam,2013,65.23
nam,2014,64.81
nam,2016,66
nam,2018,62.7
ncl,1963,78.4
ncl,1969,50.64
ncl,1996,61.31
ncl,2009,73.21
ncl,2014,69.06
ner,1960,53
ner,1977,93.69
ner,1988,87.14
ner,2001,87.35
ner,2005,89.83
ner,2011,91.11
ner,2012,67.17
ner,2014,85.98
ner,2017,39.56
nga,1963,87.97
nga,1983,79.82
nga,1986,78.34
nga,1991,71.2
nga,2004,63.54
nga,2011,64.22
nga,2013,59.09
nga,2019,65.72
nic,1963,91.11
nic,1971,79.55
nic,1977,78.65
nic,1980,51.42
nic,1989,84.79
nic,1990,86.38
nic,1991,87.55
nic,1995,84.46
nic,1996,85.25
nic,1998,86.77
nic,1999,87.52
nic,2000,80.2
nic,2001,80.79
nic,2003,78.5
nic,2004,79
nic,2005,78.8
nic,2006,78.17
nic,2007,77.5
nic,2008,78.8
nic,2012,87.96
nic,2013,87.38
nic,2014,83.34
nld,1960,82.56
nld,1977,71.18
nld,1979,69.65
nld,1980,68.93
nld,1981,68.67
nld,1982,68.83
nld,1983,68.55
nld,1985,67.15
nld,1986,67.41
nld,1987,71.04
nld,1988,70.11
nld,1989,70.23
nld,1990,70.83
nld,1991,70.98
nld,1992,70.34
nld,1993,70.1
nld,1994,70.41
nld,1995,70.4
nld,1996,70.41
nld,1997,71.52
nld,1998,72.19
nld,1999,72.17
nld,2000,73.18
nld,2001,73.51
nld,2002,74.12
nld,2003,73.24
nld,2004,73.08
nld,2005,71.47
nld,2006,71.25
nld,2007,71.91
nld,2008,72.49
nld,2009,72.29
nld,2010,71.16
nld,2011,70.49
nld,2012,70.88
nld,2013,70.81
nld,2014,70.49
nld,2015,70.13
nld,2016,69.65
nld,2017,69.37
nld,2018,69.6
nld,2019,69.87
nld,2020,69.32
nld_curacao,2018,60.43
nld_curacao,2020,59.36
nor,1960,82.6
nor,1970,74.88
nor,1980,79.53
nor,1981,79.35
nor,1982,79.44
nor,1983,78.52
nor,1984,78.46
nor,1985,78.09
nor,1986,78.38
nor,1987,78.66
nor,1988,78.59
nor,1989,77.3
nor,1990,76.5
nor,1991,74.57
nor,1992,74.49
nor,1993,73.9
nor,1994,74.27
nor,1995,74.3
nor,1996,76.02
nor,1997,77.7
nor,1998,78.55
nor,1999,77.77
nor,2000,78.34
nor,2001,78.17
nor,2002,77.7
nor,2003,76.46
nor,2004,76
nor,2005,75.82
nor,2006,75.4
nor,2007,75.83
nor,2008,76.88
nor,2009,75.48
nor,2010,74.87
nor,2011,73.95
nor,2012,74.28
nor,2013,73.73
nor,2014,66.79
nor,2015,67.61
nor,2016,66.87
nor,2017,65.91
nor,2018,66.36
nor,2019,66.13
nor,2020,65.55
npl,1961,94.35
npl,1971,87.78
npl,1981,87.65
npl,1991,79.79
npl,1996,75.2
npl,1999,90.15
npl,2003,91.8
npl,2008,87.73
npl,2013,85.6
npl,2014,86.8
npl,2015,86.3
npl,2017,53.84
nru,1966,93.26
nru,2002,86.79
nru,2011,78.91
nru,2013,81.34
nzl,1986,79.41
nzl,1987,78.49
nzl,1988,76.13
nzl,1989,74.85
nzl,1990,74.33
nzl,1991,73.91
nzl,1992,73.23
nzl,1993,73.2
nzl,1994,73.68
nzl,1995,74.14
nzl,1996,74.48
nzl,1997,74.32
nzl,1998,73.57
nzl,1999,73.44
nzl,2000,73.55
nzl,2001,73.81
nzl,2002,74.53
nzl,2003,73.76
nzl,2004,74.49
nzl,2005,75.03
nzl,2006,75.53
nzl,2007,75.53
nzl,2008,75.04
nzl,2009,74.38
nzl,2010,74.09
nzl,2011,74.17
nzl,2012,73.49
nzl,2013,73.44
nzl,2014,74.33
nzl,2015,74.44
nzl,2016,75.53
nzl,2017,76.5
nzl,2018,76.23
nzl,2019,75.42
nzl,2020,75.44
omn,2000,59.25
omn,2003,76.94
omn,2008,79.18
omn,2013,64.09
omn,2016,87.81
omn,2018,82.3
omn,2020,86.65
pak,1961,54.99
pak,1972,51.95
pak,1976,87.14
pak,1977,87.13
pak,1978,87.2
pak,1979,87.16
pak,1980,87.2
pak,1981,86.59
pak,1982,86.56
pak,1983,85.13
pak,1984,85.14
pak,1985,87.08
pak,1986,85.35
pak,1988,84.89
pak,1989,52.1
pak,1990,84.89
pak,1991,83.53
pak,1992,83.53
pak,1993,82.27
pak,1994,82.59
pak,1995,82.29
pak,1997,83.06
pak,1998,82.47
pak,2000,83.17
pak,2002,82.73
pak,2004,82.72
pak,2006,80.09
pak,2007,79.93
pak,2008,79.38
pak,2009,78.99
pak,2010,78.79
pak,2011,78.63
pak,2013,79.25
pak,2014,78.66
pak,2015,79.73
pak,2018,80.35
pak,2019,79.85
pan,1960,87.1
pan,1970,86.05
pan,1979,80.8
pan,1980,73.75
pan,1983,78.56
pan,1984,78.72
pan,1985,78.84
pan,1986,76.75
pan,1988,78.12
pan,1989,78.62
pan,1990,76.99
pan,1991,77.06
pan,1993,80.51
pan,1994,80.08
pan,1995,81.26
pan,1997,80.4
pan,1998,79.42
pan,1999,79.73
pan,2000,77.4
pan,2001,75.4
pan,2002,79.56
pan,2003,79.36
pan,2004,80.25
pan,2005,79.82
pan,2006,79.43
pan,2007,78.75
pan,2008,80.97
pan,2009,80.91
pan,2010,79.92
pan,2011,78.63
pan,2012,79.73
pan,2013,79.48
pan,2014,79.05
pan,2015,77.96
pan,2016,78.13
pan,2017,77.11
pan,2018,78.27
pan,2019,78.24
pan,2020,74.03
pan,2021,73.56
per,1961,87.39
per,1972,80.33
per,1979,79.33
per,1980,79.16
per,1981,79.18
per,1982,79
per,1984,71.85
per,1986,75.24
per,1987,74.85
per,1989,75.23
per,1990,76.7
per,1991,71.91
per,1992,75.4
per,1993,73.41
per,1994,76.41
per,1995,77.58
per,1997,77.98
per,1998,79.66
per,1999,79.42
per,2000,78.85
per,2001,79.62
per,2002,88.1
per,2003,79.37
per,2004,84.58
per,2005,81.91
per,2006,84.76
per,2007,86.41
per,2008,86.2
per,2009,86.6
per,2010,86.5
per,2011,86.15
per,2012,86.04
per,2013,85.57
per,2014,84.87
per,2015,84.21
per,2016,83.1
per,2017,84.7
per,2018,84.6
per,2019,84.77
per,2020,73.68
phl,1960,82.41
phl,1970,77.95
phl,1975,47.17
phl,1976,48
phl,1978,81.39
phl,1980,45.18
phl,1983,78.98
phl,1985,80.26
phl,1987,83.3
phl,1988,83.2
phl,1989,82.31
phl,1990,81.76
phl,1991,82.47
phl,1992,82.58
phl,1993,81.82
phl,1994,81.63
phl,1995,82.11
phl,1996,82.7
phl,1997,82.38
phl,1998,82.89
phl,1999,81.78
phl,2000,80.35
phl,2001,75.97
phl,2002,80.81
phl,2003,75.46
phl,2004,76.54
phl,2005,75.93
phl,2006,75.45
phl,2007,75.14
phl,2008,75.33
phl,2009,75.27
phl,2010,74.98
phl,2011,75.75
phl,2012,75.21
phl,2013,74.74
phl,2014,75.41
phl,2015,74.29
phl,2016,75.09
phl,2017,73.32
phl,2018,72.48
phl,2019,72.36
phl,2020,66.85
plw,1995,77.2
plw,2000,62.11
plw,2005,75.4
plw,2006,100
plw,2014,73.27
png,1966,93.05
png,1971,88.04
png,2000,73.53
png,2010,48.98
pol,1960,86.12
pol,1970,79.95
pol,1978,76.61
pol,1988,74.3
pol,1992,76.36
pol,1993,75.73
pol,1994,74.95
pol,1995,73.92
pol,1996,73.47
pol,1997,65.77
pol,1998,65.16
pol,1999,64.35
pol,2000,64.17
pol,2001,64.03
pol,2002,62.97
pol,2003,61.91
pol,2004,62.05
pol,2005,62.83
pol,2006,62.14
pol,2007,61.93
pol,2008,62.67
pol,2009,63.42
pol,2010,63.73
pol,2011,64.03
pol,2012,64.28
pol,2013,64.41
pol,2014,64.69
pol,2015,64.58
pol,2016,64.82
pol,2017,65.18
pol,2018,64.95
pol,2019,65
pol,2020,65.06
pri,1960,65.67
pri,1970,56.78
pri,1976,64.91
pri,1977,62.72
pri,1978,62.83
pri,1979,62
pri,1980,52.19
pri,1981,60.02
pri,1982,59.18
pri,1983,58.04
pri,1984,57.74
pri,1985,58.14
pri,1986,57.22
pri,1987,58.72
pri,1988,60.71
pri,1990,60.54
pri,1991,61.86
pri,1992,61.12
pri,1993,62.07
pri,1995,60.42
pri,1996,61.8
pri,1997,62.39
pri,1998,62.42
pri,1999,60
pri,2000,59.06
pri,2002,58.06
pri,2003,58.33
pri,2004,58.88
pri,2005,59.61
pri,2006,58.15
pri,2007,56.84
pri,2008,54.9
pri,2010,51.3
pri,2011,49.3
pri,2012,50.8
pri,2015,49.17
prt,1960,90.98
prt,1970,86.85
prt,1978,80.3
prt,1979,80.5
prt,1980,79.64
prt,1981,78.62
prt,1982,78.13
prt,1984,74.07
prt,1985,72.47
prt,1986,73.4
prt,1987,72.39
prt,1988,71.93
prt,1989,72.28
prt,1990,71.7
prt,1991,72.61
prt,1992,70.83
prt,1993,69.37
prt,1994,68.5
prt,1995,67.84
prt,1996,67.12
prt,1997,67.13
prt,1998,70.22
prt,1999,69.89
prt,2000,69.73
prt,2001,70.22
prt,2002,70.77
prt,2003,69.96
prt,2004,69.52
prt,2005,69.12
prt,2006,69.3
prt,2007,69.15
prt,2008,68.93
prt,2009,67.71
prt,2010,67.22
prt,2011,67.1
prt,2012,66.3
prt,2013,65.12
prt,2014,64.52
prt,2015,64.11
prt,2016,64.1
prt,2017,64.54
prt,2018,64.4
prt,2019,64.39
prt,2020,63.08
pry,1962,92.82
pry,1972,89.74
pry,1982,89.33
pry,1989,85.45
pry,1990,82.98
pry,1991,82.1
pry,1992,83.04
pry,1993,85.1
pry,1994,85.87
pry,1995,91.1
pry,1996,86.4
pry,1998,86.36
pry,1999,84.46
pry,2000,85.3
pry,2001,84.3
pry,2002,85.97
pry,2003,83.96
pry,2004,86.01
pry,2005,85
pry,2006,83.45
pry,2007,83.97
pry,2008,84.98
pry,2009,84.18
pry,2010,82.4
pry,2011,81.69
pry,2012,82.74
pry,2013,82.36
pry,2014,81.95
pry,2015,81.48
pry,2016,83.58
pry,2017,83.65
pry,2018,84.43
pry,2019,84.72
pry,2020,83.43
pse,2000,67.38
pse,2001,62.52
pse,2002,61.09
pse,2003,64.38
pse,2004,62.99
pse,2005,63.91
pse,2006,63.24
pse,2007,64.47
pse,2008,63.73
pse,2009,64.15
pse,2010,65.6
pse,2011,66.75
pse,2012,66.85
pse,2013,67.42
pse,2014,67.33
pse,2015,69.6
pse,2016,69.76
pse,2017,70
pse,2018,68.9
pse,2019,69.83
pse,2020,65.12
pyf,1962,84.12
pyf,1967,43.73
pyf,1983,65.04
pyf,1988,74.21
pyf,1996,70.4
pyf,2002,67.87
pyf,2007,64.68
pyf,2012,63.35
qat,1986,92.99
qat,1997,89.2
qat,2004,91.7
qat,2007,94.94
qat,2009,96.04
qat,2010,95.97
qat,2011,95.72
qat,2012,95.68
qat,2013,93.63
qat,2014,95.94
qat,2015,96.1
qat,2016,99.81
qat,2017,95.64
qat,2018,94.97
qat,2019,95.91
qat,2020,95.75
rou,1966,83.28
rou,1977,75.11
rou,1992,67.46
rou,1995,74.29
rou,1996,72.68
rou,1997,72.83
rou,1998,72.13
rou,1999,71.74
rou,2000,71.15
rou,2001,69.78
rou,2002,64.78
rou,2003,63.32
rou,2004,63.03
rou,2005,61.53
rou,2006,62.62
rou,2007,62.6
rou,2008,62.77
rou,2009,62.82
rou,2010,64.21
rou,2011,62.75
rou,2012,63.62
rou,2013,63.69
rou,2014,64.17
rou,2015,64.47
rou,2016,63.63
rou,2017,64.62
rou,2018,64.94
rou,2019,65.36
rou,2020,65.42
rus,1989,77.36
rus,1992,78.2
rus,1993,75.95
rus,1994,73.47
rus,1995,72.78
rus,1996,71.33
rus,1997,69.3
rus,1998,67.92
rus,1999,71.46
rus,2000,71.5
rus,2001,70.09
rus,2002,70.22
rus,2003,69.89
rus,2004,70.55
rus,2005,71.06
rus,2006,71.28
rus,2007,72.37
rus,2008,73.33
rus,2009,73.41
rus,2010,73.84
rus,2011,74.39
rus,2012,74.7
rus,2013,74.7
rus,2014,75.11
rus,2015,75.53
rus,2016,75.94
rus,2017,71.34
rus,2018,71.32
rus,2019,70.55
rus,2020,70.05
rwa,1978,93.12
rwa,1989,44.6
rwa,1996,87.11
rwa,2000,84.1
rwa,2002,77.61
rwa,2005,81.3
rwa,2012,75.65
rwa,2014,83.44
rwa,2017,60.65
rwa,2018,61.67
rwa,2019,60.61
rwa,2020,63.49
sau,1992,79.96
sau,1999,73.51
sau,2000,75.29
sau,2001,74.48
sau,2002,73.58
sau,2006,74.29
sau,2007,74.49
sau,2008,74.36
sau,2009,74.16
sau,2011,76.49
sau,2012,77.61
sau,2013,78.3
sau,2014,78.19
sau,2015,77.62
sau,2016,78.33
sau,2017,78.41
sau,2018,78.89
sau,2019,80.26
sau,2020,79.79
sdn,1973,89.11
sdn,1983,85.19
sdn,1990,75.67
sdn,1993,74.57
sdn,1996,74.72
sdn,2008,66.2
sdn,2009,73
sdn,2011,70.06
sen,1988,83.1
sen,1991,75.2
sen,2006,68.71
sen,2011,68.13
sen,2015,58.01
sen,2016,62.78
sen,2017,58.04
sen,2018,63.79
sen,2019,64.53
sgp,1970,82.29
sgp,1975,79.31
sgp,1976,78.49
sgp,1977,78.72
sgp,1978,79.82
sgp,1979,80.68
sgp,1980,80.85
sgp,1982,81.53
sgp,1983,81.62
sgp,1984,81.19
sgp,1985,79.91
sgp,1986,79.35
sgp,1987,78.64
sgp,1988,78.48
sgp,1989,78.59
sgp,1991,61.24
sgp,1992,71.77
sgp,1993,71.49
sgp,1994,70.66
sgp,1995,64.72
sgp,1996,68.45
sgp,1997,66.09
sgp,1998,64.19
sgp,2005,74.4
sgp,2012,75.98
sgp,2013,75.8
sgp,2014,75.92
sgp,2015,76.71
sgp,2016,76.18
sgp,2017,75.98
sgp,2018,75.65
sgp,2019,75.39
sgp,2020,75.38
slb,2009,63.48
slb,2013,87.88
sle,1963,86.13
sle,2003,64.61
sle,2004,66.32
sle,2014,57.65
sle,2018,56.65
slv,1961,92.31
slv,1971,90.65
slv,1975,46.03
slv,1978,83.38
slv,1979,84.18
slv,1980,83.25
slv,1990,80.08
slv,1991,77.75
slv,1992,82.5
slv,1993,81.85
slv,1994,82.25
slv,1995,81.76
slv,1996,79.77
slv,1997,79.41
slv,1998,80.3
slv,1999,78.79
slv,2000,78.6
slv,2001,79.1
slv,2002,76.26
slv,2003,78.89
slv,2004,77.49
slv,2005,77.8
slv,2006,78.06
slv,2007,79.24
slv,2008,81.35
slv,2009,81.01
slv,2010,78.33
slv,2011,78.42
slv,2012,78.76
slv,2013,78.23
slv,2014,77.54
slv,2015,76.85
slv,2016,77.35
slv,2017,77.47
slv,2018,76.84
slv,2019,78.02
slv,2020,77.04
smr,1976,78.72
smr,1985,73.07
smr,1986,72.75
smr,1987,72.64
smr,1988,72.41
smr,1989,72.3
smr,1990,72.54
smr,1991,72.67
smr,1992,73.42
smr,1993,73.61
smr,1995,75.78
smr,1996,75.87
smr,1997,75.81
smr,1998,76.04
smr,1999,75.96
smr,2001,81.65
smr,2002,80.68
smr,2003,79.25
smr,2015,82
som,2019,45.91
srb,2004,64.6
srb,2005,63
srb,2006,60.11
srb,2007,59.72
srb,2008,60.37
srb,2009,57.67
srb,2010,55.5
srb,2011,55.58
srb,2012,55.75
srb,2013,57.11
srb,2014,60.66
srb,2015,60.31
srb,2016,61.79
srb,2017,62.21
srb,2018,62.86
srb,2019,62.72
srb,2020,61.94
ssd,2008,76.71
stp,1981,81.44
stp,1991,76.76
stp,2000,62.2
stp,2006,41.55
sur,1964,64.51
sur,1980,54.83
sur,1987,68.21
sur,1989,55.61
sur,1990,68.2
sur,1992,67.07
sur,1993,68.19
sur,1994,64.47
sur,1995,64.23
sur,1999,61.12
sur,2009,75.67
sur,2010,76.94
sur,2011,75.1
sur,2012,73.54
sur,2013,75.68
sur,2014,76.2
sur,2015,72.56
sur,2016,67.34
svk,1991,73.04
svk,1993,69.8
svk,1994,69.14
svk,1995,68.86
svk,1996,68.69
svk,1997,68.32
svk,1998,68.24
svk,1999,67.76
svk,2000,67.93
svk,2001,68.8
svk,2002,67.76
svk,2003,68.16
svk,2004,68.31
svk,2005,68.37
svk,2006,68.26
svk,2007,67.78
svk,2008,68.28
svk,2009,68.12
svk,2010,67.83
svk,2011,68.04
svk,2012,68.37
svk,2013,68.14
svk,2014,68.22
svk,2015,67.89
svk,2016,68.08
svk,2017,67.72
svk,2018,67.81
svk,2019,67.59
svk,2020,66.65
svn,1991,67.72
svn,1993,58.42
svn,1994,64.24
svn,1995,66.24
svn,1996,64.39
svn,1997,64.73
svn,1998,66.25
svn,1999,64.8
svn,2000,63.81
svn,2001,64.65
svn,2002,64.7
svn,2003,63.12
svn,2004,65.49
svn,2005,65.99
svn,2006,65.66
svn,2007,66.38
svn,2008,65.63
svn,2009,65.46
svn,2010,65.28
svn,2011,63.71
svn,2012,63.04
svn,2013,63.08
svn,2014,63.3
svn,2015,62.91
svn,2016,61.32
svn,2017,63.17
svn,2018,63.98
svn,2019,62.96
svn,2020,62.37
swe,1965,74.98
swe,1975,74.29
swe,1976,73.76
swe,1982,77.04
swe,1983,76.67
swe,1984,76.21
swe,1985,76.5
swe,1986,85.72
swe,1987,85.76
swe,1989,86.75
swe,1990,77.49
swe,1991,77
swe,1992,75.41
swe,1993,73.82
swe,1994,73.32
swe,1995,71.97
swe,1996,65.42
swe,1997,65.29
swe,1998,65.59
swe,1999,65.52
swe,2000,64.51
swe,2001,67.02
swe,2002,66.75
swe,2003,66.74
swe,2004,66.64
swe,2005,67.1
swe,2006,67.6
swe,2007,67.8
swe,2008,68.19
swe,2009,67.32
swe,2010,73.88
swe,2011,73.94
swe,2012,73.94
swe,2013,74.25
swe,2014,74.73
swe,2015,74.43
swe,2016,74.44
swe,2017,75.15
swe,2018,75.24
swe,2019,75.6
swe,2020,76.09
swz,1966,83.22
swz,1976,58.82
swz,1986,64.25
swz,1997,49.7
swz,2016,55.85
syc,1960,86.19
syc,1971,86.75
syc,1977,84.86
syc,1994,73.53
syc,2011,68.27
syc,2014,73.55
syc,2015,75.27
syc,2016,73.09
syc,2017,73.87
syc,2018,71.21
syc,2019,70.22
syc,2020,67.69
syr,1960,83.79
syr,1970,78.99
syr,1981,79.06
syr,1983,75.3
syr,1984,78.83
syr,1989,43.36
syr,1991,44.65
syr,1993,80.6
syr,1995,76.47
syr,1997,71.4
syr,1998,83.83
syr,1999,80.65
syr,2000,79.86
syr,2001,83.29
syr,2002,81.57
syr,2003,76.51
syr,2006,74.12
syr,2007,73.58
syr,2008,72.98
syr,2009,71.61
syr,2010,72.18
syr,2011,71.2
tca,1960,92.31
tca,1970,40.3
tca,1980,80.81
tcd,1972,54.33
tcd,1980,91.04
tcd,1988,91.24
tcd,1993,80.99
tcd,2018,72.77
tgo,1960,49.29
tgo,1970,43.14
tgo,1980,83.5
tgo,1981,77.27
tgo,2006,80.68
tgo,2011,80.2
tgo,2015,49.38
tgo,2017,60.6
tha,1976,74.48
tha,1978,88
tha,1979,86.05
tha,1980,87.81
tha,1982,87.91
tha,1984,87.81
tha,1987,87.21
tha,1988,87.59
tha,1989,88.17
tha,1990,87.67
tha,1994,83.83
tha,1996,82.51
tha,1997,82.23
tha,1998,81.53
tha,1999,80.27
tha,2000,80.56
tha,2001,81.44
tha,2003,81.07
tha,2004,81.81
tha,2005,81.51
tha,2006,81.27
tha,2007,81.68
tha,2008,81.49
tha,2009,81.31
tha,2010,79.97
tha,2011,81.09
tha,2012,81.17
tha,2013,78.96
tha,2014,78.69
tha,2015,77.93
tha,2016,76.88
tha,2017,76.18
tha,2018,76.53
tha,2019,75.5
tha,2020,75.43
tjk,1996,32.52
tjk,2003,66.76
tjk,2004,73.99
tjk,2009,57.04
tjk,2016,52.87
tls,2001,78.21
tls,2004,75
tls,2010,55.95
tls,2013,39.64
tls,2016,72.61
ton,1966,84.82
ton,1976,71.84
ton,1984,50.04
ton,1986,69.19
ton,1990,75.61
ton,1994,74.21
ton,2003,46.33
ton,2018,56.18
tto,1960,86.25
tto,1970,81.6
tto,1971,48.77
tto,1974,50.2
tto,1978,53.24
tto,1979,81.62
tto,1980,75.52
tto,1981,81.55
tto,1983,82.02
tto,1985,81.17
tto,1986,79.56
tto,1987,78.52
tto,1988,72.46
tto,1989,71.37
tto,1990,74.34
tto,1991,67.3
tto,1993,73.14
tto,1995,75.47
tto,1996,74.17
tto,1998,75.26
tto,1999,75.02
tto,2000,75.33
tto,2002,74.56
tto,2005,75.26
tto,2006,74.73
tto,2007,75.19
tto,2008,74.53
tto,2009,74.36
tto,2010,72.26
tto,2011,71.55
tto,2012,71.43
tto,2013,71.1
tto,2014,71.65
tto,2015,70.64
tto,2016,68.99
tun,1966,83.49
tun,1975,83.6
tun,1980,79.21
tun,1984,79.04
tun,1989,75.37
tun,1994,73.76
tun,1997,73.45
tun,2003,48.8
tun,2005,67.85
tun,2006,67.29
tun,2007,67.68
tun,2008,67.98
tun,2009,68.7
tun,2010,69.49
tun,2011,70.11
tun,2012,70.32
tun,2013,70.04
tun,2015,68.78
tun,2016,68.5
tun,2017,68.27
tur,1960,93.76
tur,1965,91.94
tur,1970,84.7
tur,1975,85.44
tur,1980,84.55
tur,1985,83.16
tur,1988,81.43
tur,1989,80.64
tur,1990,79.7
tur,1991,80.26
tur,1992,79.64
tur,1993,78.03
tur,1994,78.49
tur,1995,77.78
tur,1996,77.34
tur,1997,76.72
tur,1998,76.74
tur,1999,75.8
tur,2000,73.72
tur,2001,72.87
tur,2002,71.6
tur,2003,70.43
tur,2004,70.31
tur,2005,70.55
tur,2006,68.89
tur,2007,68.83
tur,2008,69.22
tur,2009,69.42
tur,2010,69.92
tur,2011,70.96
tur,2012,70.34
tur,2013,70.87
tur,2014,71.24
tur,2015,71.57
tur,2016,71.97
tur,2017,72.44
tur,2018,72.61
tur,2019,71.96
tur,2020,68.16
tuv,2002,67.45
tuv,2016,71.2
tza,1978,82.84
tza,2001,88.65
tza,2006,89.67
tza,2011,83.29
tza,2012,86.76
tza,2013,82.46
tza,2014,88.12
uga,1991,77.25
uga,2002,83
uga,2003,38.9
uga,2005,78.19
uga,2009,86.56
uga,2012,74.77
uga,2013,88.17
uga,2017,56.13
ukr,1970,54.38
ukr,1979,56.73
ukr,1989,66.71
ukr,1995,73.06
ukr,1998,71.48
ukr,1999,65.74
ukr,2001,67.94
ukr,2002,67.56
ukr,2003,67.26
ukr,2004,66.82
ukr,2005,67.94
ukr,2006,68.24
ukr,2007,68.88
ukr,2008,69.83
ukr,2009,69.2
ukr,2011,70.7
ukr,2012,71.3
ukr,2014,69.28
ukr,2015,69.16
ukr,2016,69.08
ukr,2017,69
ukr,2018,69.04
ukr,2019,64.79
ukr,2020,63.42
ury,1963,81.16
ury,1975,78.37
ury,1984,72.81
ury,1985,70.6
ury,1990,59.32
ury,1991,73.32
ury,1992,72.65
ury,1993,71.76
ury,1994,73.08
ury,1995,73.96
ury,1996,74.79
ury,1998,74.4
ury,1999,72.75
ury,2000,72.91
ury,2001,73.42
ury,2002,71.86
ury,2003,70.38
ury,2004,71.39
ury,2005,70.64
ury,2006,73.76
ury,2007,75.62
ury,2008,74.94
ury,2009,75.59
ury,2010,74.83
ury,2011,76.17
ury,2012,74.98
ury,2013,75.4
ury,2014,75.75
ury,2015,74.41
ury,2016,73.67
ury,2017,72.93
ury,2018,72.13
ury,2019,71.53
ury,2020,68.45
usa,1960,83.3
usa,1961,82.9
usa,1962,82
usa,1963,81.4
usa,1964,81
usa,1965,80.7
usa,1966,80.4
usa,1967,80.4
usa,1968,80.1
usa,1969,79.8
usa,1970,79.7
usa,1971,79.1
usa,1972,78.9
usa,1973,78.8
usa,1974,78.7
usa,1975,77.9
usa,1976,77.5
usa,1977,77.7
usa,1978,77.9
usa,1979,77.8
usa,1980,77.4
usa,1981,77
usa,1982,76.6
usa,1983,76.4
usa,1984,76.4
usa,1985,76.3
usa,1986,76.3
usa,1987,76.2
usa,1988,76.2
usa,1989,76.4
usa,1990,76.4
usa,1991,75.8
usa,1992,75.8
usa,1993,75.4
usa,1994,75.12
usa,1995,75.05
usa,1996,75.03
usa,1997,75.09
usa,1998,74.89
usa,1999,74.72
usa,2000,74.81
usa,2001,74.44
usa,2002,74.1
usa,2003,73.51
usa,2004,73.33
usa,2005,73.32
usa,2006,73.46
usa,2007,73.22
usa,2008,72.95
usa,2009,71.95
usa,2010,71.18
usa,2011,70.48
usa,2012,70.16
usa,2013,69.73
usa,2014,69.21
usa,2015,69.05
usa,2016,69.19
usa,2017,69.07
usa,2018,69.05
usa,2019,69.15
usa,2020,67.66
usa,2021,67.6
uzb,2002,41.88
uzb,2003,41.5
uzb,2004,39.87
uzb,2005,41.07
uzb,2006,41.64
uzb,2009,74.83
uzb,2010,74.63
uzb,2011,74.29
uzb,2012,74.51
uzb,2013,74.52
uzb,2014,75.34
uzb,2015,75.65
uzb,2016,76.09
uzb,2017,76.92
uzb,2019,81.54
uzb,2020,39.92
vct,1960,40.46
vct,1970,37.27
vct,1991,80.77
ven,1961,89.45
ven,1971,80.32
ven,1977,80.91
ven,1979,80.83
ven,1981,80.36
ven,1982,80.25
ven,1983,79.49
ven,1984,80.5
ven,1985,81.1
ven,1986,81.11
ven,1987,81.09
ven,1988,82.16
ven,1989,81.71
ven,1990,80.71
ven,1991,81.39
ven,1992,80.84
ven,1993,79.51
ven,1994,80.98
ven,1995,82.06
ven,1996,82.4
ven,1997,82.74
ven,1998,83.2
ven,2001,82.71
ven,2002,83.64
ven,2005,79.29
ven,2006,79.94
ven,2007,79.35
ven,2008,79.11
ven,2009,78.34
ven,2010,78.39
ven,2011,77.9
ven,2012,77.03
ven,2016,74.83
ven,2017,79.38
ven,2020,65.1
vgb,1960,44.66
vgb,1970,90.21
vgb,1980,86.26
vgb,1991,84.28
vgb,1994,61.05
vir,1960,46.22
vir,1970,51.4
vir,1980,72.15
vir,1990,72.29
vnm,1989,81.51
vnm,1996,79.4
vnm,1997,78.2
vnm,1998,77.5
vnm,1999,76.9
vnm,2000,76.1
vnm,2001,76.8
vnm,2002,76.2
vnm,2003,75.8
vnm,2004,75.49
vnm,2007,78.46
vnm,2009,80.44
vnm,2010,81.05
vnm,2011,81.26
vnm,2012,80.88
vnm,2013,81.66
vnm,2014,81.68
vnm,2015,82.21
vnm,2016,81.45
vnm,2017,81.06
vnm,2018,81.04
vnm,2019,77.17
vnm,2020,75.24
vut,1979,89.36
vut,1989,88.58
vut,1999,43.97
vut,2006,79.71
vut,2009,78.18
vut,2010,70.73
vut,2019,54.18
wsm,1961,87.64
wsm,1966,84.48
wsm,1971,84.83
