geo,time,se_enr_seco_fm_zs
idn,2015,1.00377
idn,2016,1.03071
idn,2017,1.02471
idn,2018,1.02502
ind,1971,0.4224
ind,1972,0.42935
ind,1973,0.43858
ind,1975,0.46198
ind,1976,0.46539
ind,1977,0.47209
ind,1978,0.47901
ind,1980,0.48736
ind,1981,0.5014
ind,1982,0.4972
ind,1983,0.55321
ind,1984,0.51521
ind,1986,0.53752
ind,1987,0.54285
ind,1988,0.55585
ind,1989,0.57031
ind,1993,0.62844
ind,1994,0.64613
ind,1995,0.64692
ind,1996,0.65382
ind,1997,0.67578
ind,1999,0.71321
ind,2000,0.7216
ind,2001,0.72872
ind,2002,0.75681
ind,2003,0.82004
ind,2004,0.82241
ind,2005,0.83893
ind,2006,0.85073
ind,2007,0.87629
ind,2008,0.90001
ind,2009,0.93552
ind,2010,0.9414
ind,2011,0.95581
ind,2012,0.96298
ind,2013,1.02005
ind,2014,1.02313
ind,2015,1.02118
ind,2016,1.02411
ind,2017,1.01507
ind,2018,1.01474
ind,2019,1.0189
ind,2020,0.995
irl,1971,1.07907
irl,1972,1.06326
irl,1973,1.09035
irl,1974,1.08667
irl,1975,1.09826
irl,1976,1.0972
irl,1977,1.10391
irl,1978,1.11332
irl,1979,1.1202
irl,1980,1.13135
irl,1981,1.12218
irl,1982,1.12011
irl,1983,1.1104
irl,1984,1.10777
irl,1985,1.10181
irl,1986,1.10221
irl,1987,1.09921
irl,1988,1.0956
irl,1989,1.09552
irl,1990,1.09789
irl,1991,1.09485
irl,1992,1.08993
irl,1993,1.04266
irl,1994,1.04937
irl,1995,1.05977
irl,1996,1.07476
irl,1997,1.08421
irl,1998,1.06102
irl,1999,1.0658
irl,2000,1.08532
irl,2001,1.08864
irl,2002,1.09447
irl,2003,1.08718
irl,2004,1.07914
irl,2005,1.08877
irl,2006,1.07688
irl,2007,1.06866
irl,2008,1.0669
irl,2009,1.07253
irl,2010,1.06016
irl,2011,1.03835
irl,2012,1.02729
irl,2014,1.02635
irl,2015,1.02812
irl,2016,1.02681
irl,2017,0.98426
irl,2018,1.14052
irl,2019,1.09521
irn,1971,0.53052
irn,1972,0.55511
irn,1973,0.56776
irn,1974,0.5742
irn,1975,0.58509
irn,1976,0.59049
irn,1977,0.60104
irn,1985,0.71471
irn,1988,0.68906
irn,1990,0.7128
irn,1991,0.74646
irn,1992,0.75991
irn,1993,0.78738
irn,1994,0.81049
irn,1995,0.84173
irn,1997,0.89802
irn,1999,0.91652
irn,2000,0.92675
irn,2001,0.9314
irn,2002,0.93918
irn,2003,0.93843
irn,2004,0.96129
irn,2005,0.9644
irn,2006,0.96913
irn,2007,0.99925
irn,2008,0.95873
irn,2009,0.94337
irn,2010,0.9374
irn,2011,0.9359
irn,2012,0.93078
irn,2013,0.93129
irn,2014,0.93135
irn,2015,0.93565
irn,2016,0.954
irn,2017,0.96306
irq,1971,0.42443
irq,1972,0.42738
irq,1973,0.42797
irq,1974,0.43464
irq,1975,0.42276
irq,1976,0.4299
irq,1977,0.45625
irq,1978,0.45616
irq,1979,0.45674
irq,1980,0.46599
irq,1981,0.50256
irq,1982,0.517
irq,1983,0.55267
irq,1984,0.55601
irq,1985,0.57345
irq,1986,0.56935
irq,1987,0.59634
irq,1988,0.62222
irq,1989,0.63712
irq,1993,0.64181
irq,1996,0.63776
irq,1999,0.63349
irq,2000,0.61842
irq,2001,0.60862
irq,2003,0.71634
irq,2004,0.67208
irq,2007,0.74935
isl,1971,0.83263
isl,1975,0.84949
isl,1976,0.85317
isl,1977,0.89121
isl,1980,0.98894
isl,1981,0.91354
isl,1983,0.9251
isl,1984,0.9177
isl,1986,0.92906
isl,1988,0.95579
isl,1989,0.95092
isl,1991,0.9647
isl,1992,0.97214
isl,1993,0.98467
isl,1994,0.98103
isl,1995,0.97185
isl,1996,0.971
isl,1998,1.01855
isl,1999,1.05885
isl,2000,1.07494
isl,2001,1.0658
isl,2002,1.06123
isl,2003,1.06597
isl,2004,1.02587
isl,2005,1.01453
isl,2006,1.02072
isl,2007,1.0491
isl,2008,1.02933
isl,2009,1.0287
isl,2010,1.01619
isl,2011,1.00623
isl,2012,0.9935
isl,2013,1.03961
isl,2014,1.03503
isl,2015,1.00803
isl,2016,1.00184
isl,2017,0.98972
isl,2018,0.98944
isl,2019,0.97068
isr,1973,1.05692
isr,1974,1.08523
isr,1975,1.0974
isr,1976,1.10181
isr,1977,1.09065
isr,1978,1.07744
isr,1979,1.08698
isr,1980,1.10093
isr,1983,1.07894
isr,1984,1.08149
isr,1985,1.07286
isr,1986,1.07401
isr,1987,1.07119
isr,1988,1.06838
isr,1989,1.07169
isr,1990,1.06236
isr,1991,1.05109
isr,1992,1.04346
isr,1993,1.05146
isr,1994,1.04054
isr,1999,0.99282
isr,2000,1.0009
isr,2001,0.99428
isr,2002,0.98624
isr,2003,0.97772
isr,2004,0.99627
isr,2005,0.9941
isr,2006,0.99596
isr,2007,1.0034
isr,2008,1.01671
isr,2009,1.02151
isr,2010,1.02413
isr,2011,1.0203
isr,2012,1.02041
isr,2013,1.01978
isr,2014,1.01539
isr,2015,1.01003
isr,2016,1.01719
isr,2017,1.017
isr,2018,1.01743
isr,2019,1.01716
ita,1971,0.83416
ita,1972,0.84319
ita,1973,0.85494
ita,1974,0.86905
ita,1975,0.88356
ita,1976,0.89363
ita,1977,0.90527
ita,1978,0.92306
ita,1979,0.9383
ita,1980,0.95359
ita,1981,0.96588
ita,1982,0.97745
ita,1983,0.9824
ita,1984,0.98543
ita,1985,0.98825
ita,1986,0.98979
ita,1987,0.99103
ita,1988,0.99111
ita,1989,0.99209
ita,1990,1.00527
ita,1991,0.99771
ita,1992,0.99888
ita,1993,0.99855
ita,1994,0.99831
ita,1995,0.99734
ita,1996,1.00047
ita,1997,0.99977
ita,1998,0.99559
ita,1999,0.9942
ita,2000,0.96247
ita,2001,0.97835
ita,2002,0.9665
ita,2003,0.97512
ita,2004,0.9946
ita,2005,0.99304
ita,2006,0.99079
ita,2007,0.98988
ita,2008,0.99023
ita,2009,0.99219
ita,2010,0.98963
ita,2011,0.98617
ita,2012,0.98859
ita,2013,0.99288
ita,2014,0.99435
ita,2015,0.99713
ita,2016,1.00449
ita,2017,0.99298
ita,2018,0.98626
ita,2019,0.98481
jam,1973,1.11074
jam,1974,1.10934
jam,1975,1.18266
jam,1976,1.17242
jam,1977,1.11369
jam,1979,1.11125
jam,1980,1.13507
jam,1981,1.1463
jam,1983,1.10882
jam,1984,1.09599
jam,1985,1.09443
jam,1986,1.13131
jam,1987,1.07417
jam,1988,1.07846
jam,1989,1.10871
jam,1991,1.07514
jam,1993,1.06111
jam,1999,1.01515
jam,2000,1.02752
jam,2001,1.02621
jam,2002,1.0359
jam,2003,1.0394
jam,2004,1.04453
jam,2005,1.0613
jam,2007,1.06651
jam,2008,1.06451
jam,2009,1.02899
jam,2010,1.08281
jam,2011,1.08381
jam,2013,1.07621
jam,2014,1.07905
jam,2015,1.07118
jam,2016,1.04958
jam,2017,1.05407
jam,2018,1.03192
jam,2019,1.01805
jam,2020,1.00886
jor,1971,0.5864
jor,1972,0.6371
jor,1973,0.65641
jor,1974,0.68722
jor,1975,0.72317
jor,1976,0.74701
jor,1977,0.7795
jor,1978,0.80896
jor,1979,0.8576
jor,1980,0.9064
jor,1981,0.92613
jor,1982,0.97689
jor,1983,0.99791
jor,1984,1.02258
jor,1985,1.0401
jor,1986,1.07523
jor,1987,1.06399
jor,1988,1.07184
jor,1989,1.04746
jor,1990,1.02906
jor,1991,1.02578
jor,1992,1.07128
jor,1993,1.08081
jor,1994,1.07083
jor,1996,1.04077
jor,1999,1.04454
jor,2000,1.04602
jor,2002,1.04033
jor,2003,1.03784
jor,2004,1.02838
jor,2005,1.02969
jor,2006,1.03521
jor,2007,1.03361
jor,2008,1.03242
jor,2010,1.03887
jor,2011,1.03715
jor,2012,1.02777
jor,2013,1.02233
jor,2014,1.03501
jor,2017,1.03153
jor,2018,1.03315
jor,2019,1.02484
jor,2020,1.03022
jpn,1971,1.0117
jpn,1972,1.02152
jpn,1973,1.02175
jpn,1974,1.02173
jpn,1975,1.0223
jpn,1976,1.02324
jpn,1977,1.02156
jpn,1978,1.02165
jpn,1979,1.02162
jpn,1980,1.02217
jpn,1981,1.0241
jpn,1982,1.02406
jpn,1983,1.02429
jpn,1984,1.02348
jpn,1985,1.01765
jpn,1986,1.0187
jpn,1987,1.0187
jpn,1988,1.02036
jpn,1989,1.0225
jpn,1990,1.02494
jpn,1991,1.01666
jpn,1992,1.017
jpn,1993,1.02229
jpn,1994,1.01653
jpn,1995,1.01602
jpn,1998,1.01693
jpn,1999,1.01672
jpn,2016,1.00643
jpn,2017,1.00528
jpn,2018,1.00449
kaz,1993,1.04516
kaz,1997,1.13358
kaz,1998,1.06639
kaz,1999,1.01188
kaz,2000,1.05354
kaz,2006,0.99542
kaz,2010,1.00541
kaz,2011,1.00685
kaz,2012,1.00951
kaz,2013,1.01926
kaz,2014,1.02521
kaz,2015,1.03478
kaz,2016,1.02635
kaz,2017,1.00918
kaz,2018,1.00813
kaz,2019,1.00978
kaz,2020,1.0013
ken,1970,0.45404
ken,1971,0.47416
ken,1972,0.50725
ken,1973,0.53032
ken,1974,0.5527
ken,1975,0.58712
ken,1980,0.70357
ken,1981,0.71981
ken,1982,0.71322
ken,1983,0.7189
ken,1984,0.75094
ken,1985,0.75108
ken,1986,0.78565
ken,1987,0.79289
ken,1988,0.80072
ken,1999,0.95047
ken,2000,0.94465
ken,2001,0.93153
ken,2002,0.94747
ken,2003,1.01466
ken,2004,0.9243
ken,2005,0.94454
ken,2006,0.92447
ken,2007,0.86606
ken,2008,0.90776
ken,2009,0.89648
kgz,1981,0.97512
kgz,1986,0.98036
kgz,1989,0.96304
kgz,1990,1.00526
kgz,1991,1.03475
kgz,1992,1.0352
kgz,1999,1.02822
kgz,2000,1.0348
kgz,2001,1.00617
kgz,2002,1.00756
kgz,2003,1.01156
kgz,2004,1.00875
kgz,2005,1.00348
kgz,2006,1.0031
kgz,2007,1.00207
kgz,2009,1.05003
kgz,2010,0.99673
kgz,2011,1.00397
kgz,2012,0.99889
kgz,2013,1.00828
kgz,2014,1.0072
kgz,2015,1.0137
kgz,2016,0.99855
kgz,2017,0.99791
kgz,2018,0.99983
kgz,2019,0.99841
kgz,2020,0.99986
khm,1971,0.44239
khm,1998,0.53808
khm,1999,0.52946
khm,2000,0.54429
khm,2001,0.56618
khm,2002,0.60328
khm,2003,0.64441
khm,2004,0.70091
khm,2006,0.79549
khm,2007,0.82484
khm,2008,0.85475
khm,2020,1.08494
kir,1970,0.64176
kir,1971,0.62123
kir,1972,0.61291
kir,1973,0.63814
kir,1974,0.70038
kir,1975,0.60244
kir,1977,0.68976
kir,1978,0.8493
kir,1979,0.89563
kir,1980,0.84078
kir,1981,0.94022
kir,1982,0.97214
kir,1983,0.9727
kir,1984,0.91629
kir,1985,1.01272
kir,1986,0.99429
kir,1987,0.98633
kir,1988,1.00274
kir,1989,0.86774
kir,1990,0.99774
kir,1991,1.12332
kir,1992,1.1142
kir,1995,1.23684
kir,1996,1.19624
kir,1998,1.07432
kir,1999,1.20892
kir,2000,1.25209
kir,2001,1.17844
kir,2002,1.1588
kir,2003,1.18613
kir,2004,1.1884
kir,2005,1.14675
kir,2006,1.19189
kir,2007,1.17884
kir,2008,1.1055
kna,1984,0.96927
kna,1985,0.96697
kna,1986,0.98734
kna,1987,1.05517
kna,1988,1.09619
kna,1989,1.08095
kna,1992,1.04092
kna,1993,1.05746
kna,2000,1.12059
kna,2001,1.15662
kna,2002,1.16344
kna,2003,1.23411
kna,2004,1.18351
kna,2005,1.10703
kna,2007,1.03788
kna,2008,1.07898
kna,2009,1.08576
kna,2010,0.97941
kna,2011,0.99976
kna,2012,0.99567
kna,2013,1.1061
kna,2014,0.95991
kna,2015,0.9922
kna,2016,1.03357
kor,1971,0.6459
kor,1972,0.66887
kor,1973,0.68266
kor,1974,0.6963
kor,1975,0.70946
kor,1976,0.72235
kor,1977,0.73835
kor,1978,0.7601
kor,1979,0.78873
kor,1980,0.84327
kor,1981,0.88045
kor,1982,0.89064
kor,1983,0.89985
kor,1984,0.92449
kor,1985,0.94257
kor,1986,0.95602
kor,1987,0.98233
kor,1988,0.95394
kor,1989,0.95844
kor,1990,0.96258
kor,1991,0.97008
kor,1992,0.9748
kor,1993,0.98372
kor,1994,0.97772
kor,1995,0.9985
kor,1996,1.00031
kor,1997,0.99628
kor,1998,0.99591
kor,1999,0.99636
kor,2000,1.00641
kor,2001,1.01582
kor,2002,1.01883
kor,2003,1.02331
kor,2004,1.02427
kor,2005,1.02231
kor,2006,1.01005
kor,2007,1.00316
kor,2008,0.99946
kor,2009,0.99661
kor,2010,0.99458
kor,2011,0.99212
kor,2012,0.99363
kor,2013,0.99484
kor,2014,0.99512
kor,2015,0.99326
kor,2016,0.99202
kor,2017,0.99357
kor,2018,0.99289
kor,2019,0.99372
kwt,1971,0.80302
kwt,1972,0.81928
kwt,1973,0.83188
kwt,1974,0.84531
kwt,1975,0.85606
kwt,1976,0.87328
kwt,1977,0.86631
kwt,1978,0.86515
kwt,1979,0.86581
kwt,1980,0.86236
kwt,1981,0.85143
kwt,1982,0.86645
kwt,1983,0.88507
kwt,1984,0.90755
kwt,1985,0.93122
kwt,1986,0.94538
kwt,1987,0.92833
kwt,1988,0.9203
kwt,1989,0.91814
kwt,1990,0.93367
kwt,1992,0.98998
kwt,1993,0.99452
kwt,1994,1.02256
kwt,1995,1.06101
kwt,1996,1.09832
kwt,1997,1.09969
kwt,1998,1.08252
kwt,1999,1.03756
kwt,2000,1.01655
kwt,2001,1.00973
kwt,2003,1.02778
kwt,2004,1.05962
kwt,2005,1.09477
kwt,2006,1.078
kwt,2007,1.04514
kwt,2008,1.06395
kwt,2009,1.03814
kwt,2010,1.01796
kwt,2011,0.97868
kwt,2012,1.05964
kwt,2013,1.04277
kwt,2014,1.05208
kwt,2015,1.06357
lao,1971,0.36528
lao,1972,0.40636
lao,1973,0.4863
lao,1977,0.49475
lao,1978,0.53306
lao,1979,0.56847
lao,1980,0.63162
lao,1981,0.6428
lao,1986,0.71179
lao,1988,0.71162
lao,1990,0.68552
lao,1992,0.65796
lao,1993,0.63223
lao,1994,0.64794
lao,1995,0.66177
lao,1996,0.66606
lao,1997,0.66837
lao,1998,0.68906
lao,1999,0.69361
lao,2000,0.7007
lao,2001,0.71306
lao,2002,0.72389
lao,2003,0.73546
lao,2004,0.74519
lao,2005,0.75143
lao,2006,0.76866
lao,2007,0.77713
lao,2008,0.79275
lao,2009,0.80638
lao,2010,0.82096
lao,2011,0.84068
lao,2012,0.86104
lao,2013,0.87957
lao,2014,0.90483
lao,2015,0.91805
lao,2016,0.9211
lao,2017,0.92615
lao,2018,0.93376
lao,2019,0.93608
lao,2020,0.94509
lbn,1971,0.6836
lbn,1973,0.77766
lbn,1982,1.0182
lbn,1985,0.96569
lbr,1970,0.28557
lbr,1971,0.2814
lbr,1972,0.2831
lbr,1975,0.3218
lbr,1976,0.30996
lbr,1978,0.38879
lbr,1979,0.3752
lbr,1980,0.38551
lbr,1999,0.65313
lbr,2000,0.73109
lbr,2011,0.81341
lbr,2014,0.77267
lbr,2015,0.7694
lby,1971,0.22399
lby,1972,0.25981
lby,1973,0.31697
lby,1974,0.3888
lby,1975,0.45066
lby,1976,0.51788
lby,1977,0.58028
lby,1978,0.64434
lby,1979,0.68549
lby,1980,0.70864
lby,1981,0.6942
lby,1983,0.73917
lby,1986,0.86316
lby,2002,1.06498
lby,2003,1.06519
lby,2005,1.19187
lby,2006,1.17546
lca,1972,1.1546
lca,1973,1.16948
lca,1977,1.3173
lca,1981,1.26228
lca,1982,1.30945
lca,1983,1.2532
lca,1984,1.336
lca,1985,1.63922
lca,1986,1.63538
lca,1987,1.59548
lca,1990,1.50749
lca,1991,1.44279
lca,1992,1.54399
lca,1993,1.67107
lca,1997,1.25551
lca,1999,1.26157
lca,2000,1.29838
lca,2001,1.25667
lca,2002,1.2822
lca,2003,1.22569
lca,2004,0.96931
lca,2005,1.17582
lca,2006,1.16802
lca,2007,1.11104
lca,2008,1.04684
lca,2009,1.03179
lca,2010,0.98822
lca,2011,0.97291
lca,2012,0.98556
lca,2013,0.9994
lca,2014,0.99359
lca,2015,0.99104
lca,2016,1.00931
lca,2017,1.00673
lca,2018,1.00176
lca,2019,0.97301
lca,2020,0.98069
lie,2003,0.86178
lie,2004,0.88625
lie,2005,0.86889
lie,2006,0.87379
lie,2007,0.88259
lie,2008,0.87419
lie,2009,0.86195
lie,2010,0.85008
lie,2011,0.82758
lie,2012,0.84921
lie,2014,0.80778
lie,2015,0.77813
lie,2016,0.78227
lie,2017,0.81384
lie,2018,0.83125
lie,2019,0.85911
lka,1976,1.06168
lka,1981,1.10273
lka,1982,1.11334
lka,1983,1.10712
lka,1984,1.10909
lka,1985,1.10755
lka,1986,1.11528
lka,1987,1.08946
lka,1988,1.08478
lka,1989,1.08054
lka,1990,1.08065
lka,1991,1.09172
lka,1992,1.08681
lka,1993,1.08429
lka,1994,1.0964
lka,1995,1.08103
lka,2010,1.01269
lka,2011,1.02037
lka,2012,1.04752
lka,2013,1.04643
lka,2016,1.03438
lka,2017,1.05146
lka,2018,1.04683
lso,1970,1.32321
lso,1971,1.1598
lso,1972,1.18186
lso,1973,1.07996
lso,1975,1.21411
lso,1976,1.27229
lso,1977,1.32849
lso,1978,1.34538
lso,1979,1.47013
lso,1980,1.48394
lso,1981,1.50447
lso,1982,1.47146
lso,1983,1.52652
lso,1984,1.47284
lso,1985,1.44237
lso,1986,1.45335
lso,1987,1.47444
lso,1988,1.46682
lso,1989,1.41945
lso,1990,1.44706
lso,1991,1.40881
lso,1992,1.44603
lso,1993,1.45206
lso,1994,1.47707
lso,1996,1.41798
lso,1997,1.39636
lso,1998,1.45266
lso,1999,1.31708
lso,2000,1.28618
lso,2001,1.24988
lso,2002,1.26463
lso,2003,1.26525
lso,2004,1.25811
lso,2005,1.26454
lso,2006,1.2698
lso,2007,1.31799
lso,2008,1.34373
lso,2009,1.38043
lso,2010,1.3883
lso,2011,1.37986
lso,2012,1.37258
lso,2013,1.34275
lso,2014,1.35593
lso,2015,1.34519
lso,2016,1.34838
lso,2017,1.34967
ltu,1993,0.97539
ltu,1995,1.04853
ltu,1996,1.03548
ltu,1997,1.02928
ltu,1998,1.00961
ltu,1999,1.00556
ltu,2000,0.99263
ltu,2001,0.99353
ltu,2002,0.98169
ltu,2003,0.97568
ltu,2004,0.99184
ltu,2005,0.99381
ltu,2006,0.99374
ltu,2007,0.99723
ltu,2008,1.00105
ltu,2009,0.99989
ltu,2010,0.98253
ltu,2011,0.97359
ltu,2012,0.96361
ltu,2013,0.95542
ltu,2014,0.95878
ltu,2015,0.95943
ltu,2016,0.9567
ltu,2017,0.95846
ltu,2018,0.96378
ltu,2019,0.96714
lux,1971,0.93497
lux,1972,0.93969
lux,1973,0.94748
lux,1974,0.9831
lux,1975,0.99299
lux,1976,0.98032
lux,1977,0.99004
lux,1978,0.96896
lux,1979,0.98777
lux,1980,1.01622
lux,1981,0.77659
lux,1982,0.94745
lux,1983,0.92354
lux,1984,0.92037
lux,1986,0.98413
lux,1987,0.99087
lux,1988,1.01767
lux,1992,1.02554
lux,1993,1.05024
lux,1994,1.03933
lux,1995,1.00953
lux,1996,1.03881
lux,1997,1.06521
lux,1998,1.05041
lux,1999,1.04438
lux,2000,1.05836
lux,2001,1.06638
lux,2002,1.06427
lux,2003,1.05399
lux,2004,1.04974
lux,2005,1.05406
lux,2006,1.03762
lux,2007,1.03268
lux,2008,1.02548
lux,2010,1.02994
lux,2011,1.03106
lux,2012,1.03474
lux,2013,1.02517
lux,2014,1.02221
lux,2015,1.03718
lux,2016,1.03115
lux,2017,1.02134
lux,2018,1.02
lux,2019,0.99694
lva,1991,0.99767
lva,1992,1.02721
lva,1993,1.02191
lva,1994,1.07051
lva,1995,1.07282
lva,1996,1.07783
lva,1997,1.07461
lva,1998,1.04285
lva,1999,1.03874
lva,2000,1.02909
lva,2001,1.01448
lva,2002,1.00075
lva,2003,0.99049
lva,2004,0.99089
lva,2005,0.99476
lva,2006,0.99968
lva,2007,1.02083
lva,2008,1.01631
lva,2009,1.00716
lva,2010,0.98664
lva,2011,0.97107
lva,2012,0.97289
lva,2013,0.96929
lva,2014,0.97456
lva,2015,0.97966
lva,2016,0.98496
lva,2017,0.99015
lva,2018,0.98984
lva,2019,0.99943
mac,1971,0.9053
mac,1972,1.1723
mac,1973,1.57623
mac,1974,1.36365
mac,1990,1.06126
mac,1992,1.06027
mac,1993,1.07075
mac,1999,1.07587
mac,2000,1.05546
mac,2001,1.0526
mac,2002,1.01526
mac,2003,0.98943
mac,2004,0.94732
mac,2005,0.93206
mac,2006,0.93262
mac,2007,0.94788
mac,2008,0.96532
mac,2009,0.98213
mac,2010,0.96876
mac,2011,0.96115
mac,2012,0.97479
mac,2013,0.97598
mac,2014,0.97436
mac,2015,0.98511
mac,2016,0.99577
mac,2017,1.00233
mac,2018,0.99744
mac,2019,0.9989
mac,2020,1.00157
mar,1971,0.40382
mar,1972,0.42648
mar,1974,0.48802
mar,1975,0.49633
mar,1976,0.54149
mar,1977,0.56093
mar,1978,0.58916
mar,1979,0.61205
mar,1980,0.62528
mar,1981,0.63216
mar,1982,0.65246
mar,1983,0.67308
mar,1984,0.6834
mar,1985,0.68011
mar,1986,0.66766
mar,1987,0.67049
mar,1988,0.66258
mar,1989,0.66273
mar,1990,0.71599
mar,1991,0.72816
mar,1992,0.71977
mar,1993,0.72948
mar,1994,0.7326
mar,1995,0.74434
mar,1996,0.74707
mar,1997,0.75627
mar,1998,0.77278
mar,1999,0.78808
mar,2000,0.7991
mar,2001,0.80625
mar,2002,0.81134
mar,2003,0.82642
mar,2004,0.83728
mar,2005,0.85286
mar,2006,0.8663
mar,2007,0.8719
mar,2008,0.86793
mar,2009,0.86627
mar,2010,0.87077
mar,2011,0.86277
mar,2012,0.85407
mar,2017,0.8949
mar,2018,0.91497
mar,2019,0.93013
mar,2020,0.95073
mda,2014,1.01402
mda,2015,1.014
mda,2016,1.00547
mda,2017,0.99365
mda,2018,0.99299
mda,2019,0.98526
mda,2020,0.99434
mdg,1971,0.65509
mdg,1972,0.68648
mdg,1974,0.70745
mdg,1988,0.8391
mdg,1989,0.92759
mdg,1990,0.94409
mdg,2005,0.95763
mdg,2006,0.94879
mdg,2007,0.95072
mdg,2008,0.94247
mdg,2009,0.93912
mdg,2011,0.94973
mdg,2012,0.95377
mdg,2014,0.98073
mdg,2015,0.989
mdg,2016,0.99459
mdg,2017,1.01213
mdg,2018,1.02974
mdg,2019,1.03807
mdv,1970,0.56038
mdv,1971,0.70039
mdv,1994,1.0267
mdv,1995,1.04951
mdv,1996,1.03238
mdv,1997,1.05487
mdv,1998,1.04286
mdv,1999,1.06579
mdv,2000,1.07744
mdv,2001,1.07656
mdv,2002,1.15882
mdv,2003,1.12405
mdv,2004,1.14872
mdv,2018,1.01284
mdv,2019,0.9304
mex,1971,0.63324
mex,1972,0.7019
mex,1974,0.69399
mex,1975,0.68665
mex,1976,0.65715
mex,1977,0.79091
mex,1978,0.83402
mex,1979,0.81198
mex,1980,0.81936
mex,1981,0.88656
mex,1982,0.89674
mex,1983,0.8935
mex,1984,0.90857
mex,1985,0.88556
mex,1986,0.92228
mex,1987,0.93198
mex,1988,0.94148
mex,1989,0.95967
mex,1990,0.97156
mex,1991,0.9863
mex,1992,0.95341
mex,1993,0.96881
mex,1994,0.97433
mex,1995,0.97491
mex,1996,0.96842
mex,1997,0.97222
mex,1998,0.98739
mex,1999,1.00492
mex,2000,1.01759
mex,2001,1.02854
mex,2002,1.03848
mex,2003,1.05649
mex,2004,1.04213
mex,2005,1.04304
mex,2006,1.0528
mex,2007,1.06328
mex,2008,1.07455
mex,2009,1.08293
mex,2010,1.07822
mex,2011,1.0723
mex,2012,1.0671
mex,2013,1.05705
mex,2014,1.05658
mex,2015,1.06599
mex,2016,1.07487
mex,2017,1.07511
mex,2018,1.08762
mex,2019,1.09623
mhl,1999,1.06587
mhl,2002,1.04428
mhl,2003,1.08781
mhl,2004,1.05712
mhl,2005,1.01604
mhl,2006,1.02145
mhl,2007,1.01799
mhl,2008,1.0865
mhl,2009,1.04923
mhl,2015,1.07399
mhl,2016,1.06799
mhl,2019,1.07684
mhl,2020,1.10808
mkd,1993,0.98215
mkd,1994,0.98534
mkd,1995,0.98551
mkd,1996,0.98306
mkd,1997,0.98408
mkd,1998,0.97695
mkd,1999,0.97561
mkd,2000,0.9676
mkd,2001,0.96854
mkd,2002,0.97087
mkd,2003,0.97309
mkd,2004,0.96989
mkd,2005,0.96884
mkd,2007,0.96082
mkd,2008,0.95091
mkd,2009,0.95914
mkd,2010,0.97174
mkd,2012,0.98054
mkd,2013,0.97185
mkd,2014,0.9699
mkd,2015,0.98283
mkd,2017,0.97312
mkd,2018,0.97865
mli,1971,0.28781
mli,1972,0.33032
mli,1973,0.31961
mli,1974,0.34044
mli,1976,0.35754
mli,1978,0.38287
mli,1979,0.39242
mli,1980,0.39623
mli,1981,0.41492
mli,1982,0.39811
mli,1983,0.3916
mli,1984,0.4078
mli,1987,0.43668
mli,1988,0.41735
mli,1989,0.49503
mli,1990,0.50071
mli,1991,0.51567
mli,1992,0.45791
mli,1993,0.50536
mli,1994,0.49479
mli,1995,0.49401
mli,1996,0.51846
mli,1997,0.49672
mli,1998,0.51032
mli,1999,0.53328
mli,2000,0.5579
mli,2003,0.54516
mli,2004,0.59523
mli,2005,0.6164
mli,2006,0.61541
mli,2007,0.65799
mli,2008,0.64544
mli,2009,0.65566
mli,2010,0.68739
mli,2011,0.69874
mli,2013,0.78262
mli,2014,0.74114
mli,2015,0.79257
mli,2016,0.74389
mli,2017,0.80834
mli,2018,0.82297
mlt,1971,0.94257
mlt,1972,0.83265
mlt,1973,0.8829
mlt,1974,0.85002
mlt,1975,0.86769
mlt,1976,0.88876
mlt,1977,0.86502
mlt,1978,0.86111
mlt,1979,0.83749
mlt,1980,0.87365
mlt,1981,0.85207
mlt,1982,0.85736
mlt,1983,0.87686
mlt,1984,0.87352
mlt,1985,0.95993
mlt,1986,0.96843
mlt,1987,0.97136
mlt,1988,0.96995
mlt,1989,0.94276
mlt,1990,0.93948
mlt,1991,0.93732
mlt,1992,0.92769
mlt,1993,0.92626
mlt,1994,0.90394
mlt,1995,0.93953
mlt,1996,1.015
mlt,1997,0.97684
mlt,1998,0.97595
mlt,1999,0.92863
mlt,2000,0.97494
mlt,2001,0.95115
mlt,2002,0.98348
mlt,2003,0.99601
mlt,2004,0.94476
mlt,2005,0.96224
mlt,2006,0.98111
mlt,2007,0.95725
mlt,2008,0.96731
mlt,2010,0.89221
mlt,2011,0.99988
mlt,2012,1.02132
mlt,2013,1.02811
mlt,2014,1.0368
mlt,2015,1.06205
mlt,2016,1.04037
mlt,2017,0.99843
mlt,2018,1.00168
mlt,2019,1.00248
mmr,1971,0.60933
mmr,1972,0.6162
mmr,1976,0.76258
mmr,1977,0.7638
mmr,1978,0.78477
mmr,1986,0.85784
mmr,1987,0.86633
mmr,1988,0.88249
mmr,1989,0.89922
mmr,1990,0.91993
mmr,1991,0.95338
mmr,1992,0.97759
mmr,1993,0.98347
mmr,1994,0.98173
mmr,1999,0.97459
mmr,2000,1.04148
mmr,2001,0.93341
mmr,2002,0.92228
mmr,2003,0.9255
mmr,2004,0.9199
mmr,2005,0.96443
mmr,2006,0.9726
mmr,2007,0.99538
mmr,2009,1.01189
mmr,2010,1.04528
mmr,2014,1.0205
mmr,2016,1.09262
mmr,2017,1.09156
mmr,2018,1.08691
mne,2003,1.01295
mne,2004,1.0184
mne,2005,1.0327
