geo,time,se_enr_seco_fm_zs
bdi,2014,0.87443
bdi,2015,0.93665
bdi,2016,0.99486
bdi,2017,1.04895
bdi,2018,1.11448
bdi,2019,1.15231
bdi,2021,1.21477
bel,1971,0.97781
bel,1972,0.97375
bel,1973,0.97988
bel,1974,0.98123
bel,1975,0.99398
bel,1976,0.99597
bel,1977,1.01471
bel,1978,1.02075
bel,1979,1.02075
bel,1980,1.03002
bel,1981,1.03559
bel,1982,1.02957
bel,1983,1.03976
bel,1984,1.02454
bel,1985,1.02614
bel,1986,1.01535
bel,1987,1.01279
bel,1988,1.01037
bel,1989,1.01141
bel,1990,1.01567
bel,1991,1.01522
bel,1992,1.01419
bel,1993,1.06673
bel,1994,1.06899
bel,1995,1.08262
bel,1996,1.07926
bel,1999,1.08024
bel,2000,1.10614
bel,2001,1.11468
bel,2002,1.12234
bel,2003,1.10329
bel,2004,1.0983
bel,2005,1.11912
bel,2006,1.12716
bel,2007,1.13343
bel,2008,1.14633
bel,2009,1.15046
bel,2010,1.1392
bel,2011,1.137
bel,2012,1.13976
bel,2013,1.13605
bel,2014,1.13396
bel,2015,1.1369
bel,2016,1.11991
bel,2017,1.12067
bel,2018,1.12371
bel,2019,1.12826
ben,1971,0.42686
ben,1973,0.43318
ben,1974,0.441
ben,1975,0.48229
ben,1977,0.37832
ben,1985,0.41091
ben,1986,0.39715
ben,1987,0.40271
ben,1999,0.46098
ben,2000,0.45764
ben,2001,0.47231
ben,2002,0.47269
ben,2003,0.46715
ben,2004,0.47118
ben,2011,0.62348
ben,2013,0.67008
ben,2014,0.68971
ben,2015,0.71407
ben,2016,0.75559
ben,2020,0.8093
bfa,1971,0.3986
bfa,1972,0.39107
bfa,1973,0.4254
bfa,1974,0.43834
bfa,1975,0.45416
bfa,1976,0.47285
bfa,1977,0.42249
bfa,1979,0.49699
bfa,1980,0.57869
bfa,1981,0.51524
bfa,1982,0.55394
bfa,1983,0.51727
bfa,1984,0.53273
bfa,1985,0.55001
bfa,1986,0.51752
bfa,1994,0.55646
bfa,1999,0.61775
bfa,2000,0.65623
bfa,2001,0.66247
bfa,2003,0.68363
bfa,2004,0.6952
bfa,2005,0.70755
bfa,2006,0.72426
bfa,2007,0.73274
bfa,2008,0.74175
bfa,2009,0.74466
bfa,2010,0.76359
bfa,2011,0.78013
bfa,2012,0.81135
bfa,2013,0.84646
bfa,2014,0.87329
bfa,2015,0.92169
bfa,2016,0.951
bfa,2017,0.97275
bfa,2018,1.00098
bfa,2019,1.03302
bfa,2020,1.06068
bgd,1973,0.34864
bgd,1976,0.33836
bgd,1977,0.27963
bgd,1979,0.2634
bgd,1980,0.32984
bgd,1981,0.23962
bgd,1984,0.41734
bgd,1985,0.40443
bgd,1986,0.46916
bgd,1987,0.45966
bgd,1988,0.47699
bgd,1989,0.49391
bgd,1990,0.50819
bgd,1998,0.94164
bgd,1999,0.9919
bgd,2000,1.02984
bgd,2001,1.08193
bgd,2002,1.1004
bgd,2003,1.09967
bgd,2004,1.02565
bgd,2005,1.0652
bgd,2006,1.05611
bgd,2007,1.05273
bgd,2008,1.12473
bgd,2009,1.07799
bgd,2010,1.12224
bgd,2011,1.15133
bgd,2012,1.13694
bgd,2013,1.0818
bgd,2015,1.12749
bgd,2016,1.10351
bgd,2017,1.16892
bgd,2018,1.16209
bgd,2019,1.16673
bgd,2020,1.20637
bgr,1971,0.98718
bgr,1972,0.99363
bgr,1973,0.9952
bgr,1974,0.99872
bgr,1975,1.00658
bgr,1976,0.9778
bgr,1977,0.99536
bgr,1978,0.97929
bgr,1979,0.97669
bgr,1980,0.97858
bgr,1981,0.9912
bgr,1982,0.99324
bgr,1983,0.99319
bgr,1984,0.99533
bgr,1985,0.99456
bgr,1986,0.9952
bgr,1987,0.99365
bgr,1988,0.99474
bgr,1989,0.99278
bgr,1990,0.99697
bgr,1991,1.00211
bgr,1992,1.00461
bgr,1993,0.99958
bgr,1994,0.99719
bgr,1995,0.9991
bgr,1996,0.99334
bgr,1997,0.99844
bgr,1998,0.98634
bgr,1999,0.98351
bgr,2000,0.97926
bgr,2001,0.97868
bgr,2002,0.97658
bgr,2003,0.9758
bgr,2004,0.96115
bgr,2005,0.95908
bgr,2006,0.96204
bgr,2007,0.96121
bgr,2008,0.96923
bgr,2009,0.96637
bgr,2010,0.95756
bgr,2011,0.95262
bgr,2012,0.95873
bgr,2013,0.95523
bgr,2014,0.96578
bgr,2015,0.96806
bgr,2016,0.96931
bgr,2017,0.97347
bgr,2018,0.96776
bgr,2019,0.98169
bhr,1971,0.72376
bhr,1972,0.85178
bhr,1973,0.88703
bhr,1974,0.94079
bhr,1975,0.94701
bhr,1976,0.96116
bhr,1977,0.9439
bhr,1978,0.92358
bhr,1979,0.85994
bhr,1980,0.84862
bhr,1981,0.80898
bhr,1982,0.84788
bhr,1983,0.86114
bhr,1984,0.91045
bhr,1985,0.92455
bhr,1986,0.95474
bhr,1987,0.95671
bhr,1988,0.97265
bhr,1989,1.00802
bhr,1990,1.02331
bhr,1991,1.04289
bhr,1992,1.07088
bhr,1993,1.06665
bhr,1994,1.058
bhr,1995,1.0395
bhr,1996,1.04991
bhr,1997,1.08125
bhr,1998,1.07201
bhr,1999,1.06944
bhr,2000,1.04953
bhr,2001,1.07339
bhr,2002,1.12024
bhr,2003,1.12036
bhr,2004,1.10965
bhr,2005,1.10915
bhr,2006,1.09777
bhr,2008,1.08077
bhr,2009,1.04887
bhr,2010,1.01398
bhr,2011,0.97724
bhr,2012,1.01846
bhr,2013,1.01188
bhr,2014,1.00561
bhr,2015,0.99311
bhr,2016,1.00814
bhr,2017,1.03586
bhr,2018,1.06135
bhr,2019,1.089
bhs,1982,1.13286
bhs,1983,1.14575
bhs,1985,1.16208
bhs,1986,1.14491
bhs,1987,1.0963
bhs,1992,1.02424
bhs,1993,1.01625
bhs,1995,0.99936
bhs,1997,1.24909
bhs,1999,0.98659
bhs,2002,1.04071
bhs,2004,0.98782
bhs,2005,0.99189
bhs,2006,0.99409
bhs,2007,1.01889
bhs,2008,1.00701
bhs,2009,1.0105
bhs,2010,1.04109
bhs,2011,1.02214
bhs,2012,1.05325
bhs,2013,1.05263
blr,1971,1.04571
blr,1972,0.99146
blr,1973,0.96188
blr,1974,0.94862
blr,1975,0.98435
blr,1976,1.07636
blr,1977,1.06519
blr,1978,1.06782
blr,1979,1.07093
blr,1980,1.05854
blr,1987,1.04706
blr,1988,1.0467
blr,1989,1.04432
blr,1990,1.0429
blr,1998,1.0441
blr,2008,0.97007
blr,2009,0.96918
blr,2010,0.96793
blr,2011,0.96725
blr,2012,0.96463
blr,2013,0.97503
blr,2014,0.98077
blr,2015,0.98476
blr,2016,0.9835
blr,2017,0.98471
blr,2018,0.98586
blz,1986,1.05806
blz,1987,1.02893
blz,1991,1.05126
blz,1994,1.01122
blz,1995,1.02708
blz,1999,1.07006
blz,2000,1.05394
blz,2001,1.05107
blz,2003,1.04257
blz,2004,1.06445
blz,2005,1.0325
blz,2006,1.046
blz,2007,1.05688
blz,2008,1.0686
blz,2009,1.06852
blz,2010,1.07986
blz,2011,1.06596
blz,2012,1.03051
blz,2013,1.04325
blz,2014,1.04864
blz,2015,1.02732
blz,2016,1.01623
blz,2017,1.05238
blz,2018,1.04133
blz,2019,1.01858
blz,2020,1.03792
bmu,1971,1.16249
bmu,1972,0.99612
bmu,1973,1.15069
bmu,1974,1.1516
bmu,1975,1.15314
bmu,1976,1.10771
bmu,1977,1.10056
bmu,1978,1.09112
bmu,1979,1.01218
bmu,1980,1.00754
bmu,2001,1.06786
bmu,2002,1.08465
bmu,2003,1.13034
bmu,2004,1.16121
bmu,2005,1.13102
bmu,2006,1.08771
bmu,2010,1.17603
bmu,2011,1.17318
bmu,2012,1.16307
bmu,2013,1.16895
bmu,2014,1.14359
bmu,2015,1.12169
bol,1971,0.71622
bol,1998,0.93935
bol,1999,0.93953
bol,2000,0.93012
bol,2001,0.93452
bol,2002,0.93898
bol,2003,0.93948
bol,2004,0.94409
bol,2005,0.95424
bol,2006,0.96486
bol,2007,0.9753
bol,2008,0.98439
bol,2009,0.99603
bol,2010,0.99584
bol,2011,1.00371
bol,2012,0.99692
bol,2013,0.99474
bol,2014,0.99159
bol,2015,0.98532
bol,2016,0.98055
bol,2017,0.97887
bol,2018,0.97911
bol,2019,0.98212
bra,2002,1.07744
bra,2003,1.11107
bra,2004,1.10039
bra,2005,1.10046
bra,2007,1.1234
bra,2008,1.12592
bra,2009,1.11671
bra,2011,1.09909
bra,2012,1.08856
bra,2013,1.0748
bra,2014,1.08667
bra,2015,1.05583
bra,2016,1.04776
bra,2017,1.03127
bra,2018,1.03137
bra,2019,1.05387
brb,1971,1.02516
brb,1972,1.02132
brb,1973,1.01053
brb,1974,1.0018
brb,1975,1.02718
brb,1976,1.1104
brb,1977,1.11572
brb,1978,1.09121
brb,1979,1.09748
brb,1980,1.15774
brb,1981,1.00446
brb,1982,1.07466
brb,1983,1.03365
brb,1984,1.03961
brb,1985,1.02481
brb,1989,1.06922
brb,1990,0.90476
brb,1999,1.05317
brb,2000,1.0379
brb,2001,1.0037
brb,2002,1.0007
brb,2003,1.0107
brb,2004,1.00422
brb,2005,0.9894
brb,2006,1.02136
brb,2007,1.01165
brb,2008,1.02345
brb,2009,1.01518
brb,2010,1.00442
brb,2011,1.03733
brb,2014,1.02834
brb,2015,1.03569
brb,2016,1.04864
brb,2017,1.04185
brb,2018,1.0392
brb,2019,1.04303
brb,2020,1.03186
brn,1970,0.85408
brn,1971,0.88589
brn,1972,0.9043
brn,1973,0.93066
brn,1974,0.93754
brn,1975,0.95428
brn,1976,1.00025
brn,1977,1.02917
brn,1978,1.05275
brn,1979,1.06426
brn,1980,1.05433
brn,1981,1.06541
brn,1982,1.05666
brn,1983,1.07195
brn,1984,1.07464
brn,1991,1.08348
brn,1992,1.10828
brn,1993,1.09534
brn,1994,1.07353
brn,1998,1.06174
brn,1999,1.05778
brn,2000,1.03062
brn,2001,1.00864
brn,2002,0.98663
brn,2003,0.98727
brn,2004,0.9824
brn,2005,0.98499
brn,2006,1.00357
brn,2007,1.00881
brn,2008,1.00286
brn,2009,0.99992
brn,2010,1.00611
brn,2011,1.00138
brn,2012,1.02489
brn,2013,1.03753
brn,2014,1.01714
brn,2015,1.02093
brn,2016,1.02679
brn,2017,1.028
brn,2018,1.02342
brn,2019,1.03385
brn,2020,1.0335
btn,1970,0.03558
btn,1971,0.08184
btn,1972,0.08386
btn,1974,0.10981
btn,1977,0.18989
btn,1983,0.20932
btn,1984,0.21548
btn,1998,0.75956
btn,1999,0.77534
btn,2000,0.79615
btn,2001,0.82794
btn,2005,0.92208
btn,2006,0.94771
btn,2007,0.96145
btn,2008,0.96982
btn,2009,1.02104
btn,2010,1.03573
btn,2011,1.05978
btn,2012,1.07202
btn,2013,1.08073
btn,2014,1.07741
btn,2015,1.06838
btn,2016,1.10613
btn,2017,1.115
btn,2018,1.12989
bwa,1970,0.80001
bwa,1971,0.85298
bwa,1972,0.83328
bwa,1973,0.92539
bwa,1974,1.02284
bwa,1975,1.051
bwa,1976,1.09445
bwa,1977,1.13092
bwa,1978,1.06259
bwa,1979,1.09847
bwa,1980,1.11506
bwa,1981,1.14927
bwa,1983,1.12525
bwa,1984,1.10155
bwa,1985,1.09582
bwa,1986,1.05368
bwa,1987,0.99657
bwa,1988,0.98149
bwa,1989,1.01792
bwa,1990,1.046
bwa,1991,1.11201
bwa,1992,1.10085
bwa,1993,1.08841
bwa,1994,1.0597
bwa,1995,1.08078
bwa,1998,1.07075
bwa,1999,1.05657
bwa,2000,1.05543
bwa,2001,1.04057
bwa,2002,1.04988
bwa,2003,1.0486
bwa,2004,1.04095
bwa,2005,1.02877
bwa,2006,1.05306
bwa,2007,1.05622
bwa,2008,1.09369
caf,1971,0.23028
caf,1972,0.20645
caf,1973,0.19523
caf,1976,0.2172
caf,1977,0.21564
caf,1978,0.26474
caf,1979,0.26744
caf,1980,0.34318
caf,1981,0.35361
caf,1982,0.35202
caf,1986,0.36398
caf,1987,0.39966
caf,1988,0.38033
caf,1989,0.40641
caf,1990,0.39868
caf,1991,0.41158
caf,1992,0.41191
caf,2001,0.53187
caf,2009,0.56504
caf,2011,0.55848
caf,2012,0.52151
caf,2016,0.64967
caf,2017,0.67269
can,1971,0.99152
can,1972,0.9909
can,1973,0.99681
can,1974,1.00863
can,1975,1.01102
can,1976,1.01529
can,1977,1.0181
can,1978,1.02011
can,1979,1.02069
can,1980,1.02514
can,1981,1.02143
can,1982,1.01296
can,1983,1.00094
can,1984,1.00075
can,1985,1.0014
can,1986,1.00078
can,1987,1.00014
can,1988,1.00296
can,1989,1.01758
can,1990,1.00867
can,1991,1.00488
can,1992,0.99959
can,1993,0.99379
can,1994,0.99503
can,1995,1.0009
can,1996,1.00159
can,1998,0.99411
can,1999,1.01728
can,2000,1.01947
can,2005,0.97802
can,2006,0.97992
can,2007,0.97812
can,2008,0.97661
can,2009,0.97686
can,2010,0.97658
can,2011,0.97975
can,2012,0.99767
can,2013,1.0023
can,2014,1.00568
can,2015,1.00886
can,2016,1.01516
can,2017,1.01304
can,2018,1.01071
can,2019,1.00835
che,1978,0.86659
che,1979,0.88527
che,1980,0.89487
che,1981,0.89853
che,1982,0.90268
che,1983,0.9044
che,1984,0.90455
che,1985,0.90954
che,1986,0.91343
che,1987,0.91866
che,1988,0.92464
che,1989,0.93379
che,1990,0.936
che,1991,0.94223
che,1992,0.94238
che,1993,0.92572
che,1994,0.93252
che,1995,0.93672
che,1996,0.94277
che,1998,0.91916
che,1999,0.9288
che,2000,0.9375
che,2001,0.94952
che,2002,0.94365
che,2003,0.94046
che,2004,0.93532
che,2005,0.94056
che,2006,0.94288
che,2007,0.94823
che,2008,0.95361
che,2009,0.95903
che,2010,0.97052
che,2011,0.97489
che,2012,0.97191
che,2013,0.97549
che,2015,0.96536
che,2016,0.96246
che,2017,0.95687
che,2018,0.9511
che,2019,0.94645
chl,1970,1.07606
chl,1971,1.05398
chl,1972,1.05288
chl,1973,1.06486
chl,1974,1.09388
chl,1975,1.08866
chl,1976,1.10822
chl,1977,1.08486
chl,1978,1.07903
chl,1979,1.08983
chl,1980,1.08346
chl,1981,1.09581
chl,1982,1.05344
chl,1983,1.05142
chl,1984,1.04485
chl,1985,1.05068
chl,1986,1.04625
chl,1989,1.04296
chl,1990,1.05185
chl,1991,1.01318
chl,1992,1.02599
chl,1993,1.05372
chl,1998,1.04093
chl,1999,1.03882
chl,2000,1.02254
chl,2002,1.01757
chl,2003,1.01299
chl,2004,1.01419
chl,2005,1.01299
chl,2006,1.02031
chl,2007,1.02558
chl,2008,1.0262
chl,2009,1.02922
chl,2010,1.03084
chl,2011,1.03058
chl,2012,1.03539
chl,2013,1.00963
chl,2014,1.00856
chl,2015,1.00654
chl,2016,1.00613
chl,2017,1.00381
chl,2018,1.00042
chl,2019,0.99243
chn,1976,0.68308
chn,1977,0.71518
chn,1978,0.75278
chn,1979,0.74357
chn,1980,0.71939
chn,1981,0.67961
chn,1982,0.66515
chn,1983,0.67149
chn,1984,0.67987
chn,1985,0.69646
chn,1986,0.69478
chn,1987,0.72709
chn,1988,0.73341
chn,1989,0.74299
chn,1990,0.73681
chn,1991,0.75088
chn,1992,0.77362
chn,1993,0.78781
chn,1994,0.83061
chn,1995,0.85292
chn,1996,0.87416
chn,1997,0.87956
chn,2001,0.93469
chn,2003,0.94294
chn,2006,0.99037
chn,2007,0.99944
chn,2008,1.01292
chn,2009,1.02604
chn,2010,0.99655
civ,1971,0.28361
civ,1972,0.30508
civ,1973,0.30315
civ,1974,0.315
civ,1981,0.4367
civ,1983,0.4206
civ,1984,0.4331
civ,1999,0.53907
civ,2014,0.69108
civ,2015,0.70303
civ,2016,0.71853
civ,2017,0.74361
civ,2018,0.76846
civ,2019,0.79313
civ,2020,0.82645
cmr,1971,0.40292
cmr,1972,0.42525
cmr,1973,0.443
cmr,1974,0.46824
cmr,1975,0.46499
cmr,1976,0.48516
cmr,1977,0.51105
cmr,1978,0.52547
cmr,1979,0.53953
cmr,1980,0.54986
cmr,1981,0.54987
cmr,1982,0.56571
cmr,1983,0.57077
cmr,1984,0.59215
cmr,1985,0.61458
cmr,1986,0.6292
cmr,1987,0.64696
cmr,1988,0.65934
cmr,1989,0.67495
cmr,1990,0.68502
cmr,1991,0.71357
cmr,1992,0.71802
cmr,1995,0.6864
cmr,1997,0.80294
cmr,1998,0.72682
cmr,1999,0.83868
cmr,2001,0.81087
cmr,2002,0.6154
cmr,2003,0.83598
cmr,2004,0.78782
cmr,2005,0.78848
cmr,2006,0.79134
cmr,2007,0.77486
cmr,2008,0.79878
cmr,2009,0.83356
cmr,2011,0.84457
cmr,2012,0.85497
cmr,2013,0.8549
cmr,2014,0.85032
cmr,2015,0.85503
cmr,2016,0.85796
cod,1971,0.27343
cod,1972,0.28908
cod,1973,0.33665
cod,1974,0.37016
cod,1975,0.36204
cod,1976,0.35963
cod,1977,0.35887
cod,1978,0.35955
cod,1979,0.36113
cod,1980,0.36877
cod,1981,0.37678
cod,1982,0.38492
cod,1983,0.39362
cod,1984,0.40287
cod,1985,0.41269
cod,1986,0.42306
cod,1987,0.43369
cod,1988,0.47475
cod,1992,0.48299
cod,1993,0.47133
cod,1994,0.44738
cod,1995,0.6093
cod,2007,0.5343
cod,2008,0.55629
cod,2009,0.56214
cod,2010,0.57728
cod,2011,0.58773
cod,2012,0.59206
cod,2013,0.62031
cod,2014,0.62181
cod,2015,0.63951
cog,1971,0.43014
cog,1972,0.46071
cog,1973,0.52155
cog,1974,0.53931
cog,1975,0.54908
cog,1976,0.5625
cog,1977,0.5897
cog,1978,0.61607
cog,1979,0.62849
cog,1980,0.63853
cog,1981,0.69919
cog,1982,0.70494
cog,1984,0.7024
cog,1985,0.743
cog,1986,0.77158
cog,1987,0.79669
cog,1988,0.80854
cog,1989,0.7996
cog,1990,0.75471
cog,1992,0.75661
cog,1996,0.7439
cog,2002,0.7372
cog,2003,0.68381
cog,2004,0.8411
cog,2012,0.86632
col,1970,0.95329
col,1971,0.96029
col,1972,0.97034
col,1973,0.97975
col,1974,0.99043
col,1975,0.99283
col,1976,1.0042
col,1977,1.00864
col,1978,1.01725
col,1979,1.02174
col,1980,1.02806
col,1981,1.03267
col,1982,1.03056
col,1983,1.14503
col,1984,1.00627
col,1985,1.00389
col,1986,1.00587
col,1987,1.00175
col,1988,1.00219
col,1989,1.00413
col,1991,1.17043
col,1992,1.17814
col,1993,1.14762
col,1995,1.14735
col,1996,1.04561
col,1998,1.11056
col,1999,1.10756
col,2000,1.10176
col,2002,1.10692
col,2004,1.11184
col,2005,1.10879
col,2006,1.11654
col,2007,1.11388
col,2008,1.10294
col,2009,1.10441
col,2010,1.09954
col,2011,1.0909
col,2012,1.09015
col,2013,1.08282
col,2014,1.08041
col,2015,1.07295
col,2016,1.06577
col,2017,1.05735
col,2018,1.05326
col,2019,1.05072
com,1971,0.34355
com,1973,0.29225
com,1981,0.5201
com,1986,0.64571
com,1987,0.67417
com,1999,0.81721
com,2002,0.85127
com,2003,0.83968
com,2004,0.76242
com,2013,1.03762
com,2014,1.06834
com,2017,1.06204
com,2018,1.06648
cpv,1972,0.92865
cpv,1987,0.85255
cpv,1988,0.94282
cpv,1989,0.98707
cpv,1990,1.06589
cpv,1994,0.97838
cpv,2001,1.07377
cpv,2002,1.0551
cpv,2003,1.09995
cpv,2004,1.11072
cpv,2005,1.12637
cpv,2006,1.17934
cpv,2007,1.20568
cpv,2008,1.11761
cpv,2009,1.18922
cpv,2010,1.18525
cpv,2011,1.16323
cpv,2012,1.18004
cpv,2013,1.15307
cpv,2014,1.13719
cpv,2015,1.11571
cpv,2016,1.10442
cpv,2017,1.09839
cpv,2018,1.10311
cpv,2019,1.08632
cri,1970,1.07057
cri,1971,1.08663
cri,1972,1.09931
cri,1973,1.13111
cri,1974,1.1028
cri,1975,1.1089
cri,1976,1.13296
cri,1977,1.14687
cri,1979,1.14837
cri,1980,1.15965
cri,1981,1.13746
cri,1982,1.13006
cri,1983,1.12532
cri,1984,1.09535
cri,1985,1.0931
cri,1986,1.06717
cri,1987,1.0522
cri,1988,1.03795
cri,1989,1.02948
cri,1990,1.04112
cri,1991,1.05298
cri,1992,1.05481
cri,1993,1.07444
cri,1994,1.07571
cri,1995,1.08013
cri,1996,1.09004
cri,1997,1.10323
cri,1998,1.07445
cri,1999,1.08291
cri,2000,1.07487
cri,2001,1.06168
cri,2002,1.06038
cri,2004,1.04326
cri,2005,1.04336
cri,2006,1.04554
cri,2007,1.0348
cri,2008,1.04279
cri,2009,1.04606
cri,2010,1.04221
cri,2011,1.04073
cri,2012,1.04001
cri,2013,1.05905
cri,2014,1.05492
cri,2015,1.04028
cri,2016,1.05419
cri,2017,1.07188
cri,2018,1.07531
cri,2019,1.07575
cri,2020,1.08634
cub,1972,0.96636
cub,1973,0.95102
