geo,time,ne_con_prvt_kd
che,1974,194540823426.23401
che,1975,188854096303.89001
che,1976,190867809520.89401
che,1977,196651194794.52701
che,1978,201016925797.13599
che,1979,203578368884.474
che,1980,208926791438.21701
che,1981,210938777689.04697
che,1982,211470584557.18399
che,1983,214131830079.59201
che,1984,217599984440.94101
che,1985,222247313799.746
che,1986,228473593160.78201
che,1987,235312961099.94296
che,1988,240335613617.55096
che,1989,246410703428.49301
che,1990,250296877121.98697
che,1991,254853470098.591
che,1992,256048721883.43701
che,1993,255097432645.62701
che,1994,258208194370.616
che,1995,260487178735.93896
che,1996,264380260294.12799
che,1997,269785734037.875
che,1998,276103077094.19501
che,1999,282019555141.21503
che,2000,288372110850.78802
che,2001,295207654941.862
che,2002,296352957711.07202
che,2003,297748135444.60602
che,2004,303294675931.90802
che,2005,307291712125.427
che,2006,311966087935.82294
che,2007,318607853329.64502
che,2008,323427239226.93494
che,2009,328460156906.29602
che,2010,334617114473.508
che,2011,339304403044.82202
che,2012,346721824593.09998
che,2013,354567552456.14697
che,2014,358034259366.30493
che,2015,366861510844.27802
che,2016,372841085502
che,2017,377174203652.41907
che,2018,379672212425.08002
che,2019,384833114715.54694
che,2020,370649977945.526
chl,1960,17746848397.0964
chl,1961,18765635249.3209
chl,1962,19532124642.5108
chl,1963,20355271118.6186
chl,1964,20231550549.7978
chl,1965,20211894010.8263
chl,1966,22492861918.4227
chl,1967,23254494990.2196
chl,1968,24142854925.0328
chl,1969,25413707982.8923
chl,1970,25265243300.3073
chl,1971,28589973427.2919
chl,1972,30796130860.0966
chl,1973,28772085479.5281
chl,1974,23514655064.8427
chl,1975,20828878081.1327
chl,1976,20881603856.2563
chl,1977,24224603001.8145
chl,1978,26048267311.5733
chl,1979,27738729663.1249
chl,1980,29658826640.5439
chl,1981,33629794392.8925
chl,1982,28669177716.6771
chl,1983,27025775431.9574
chl,1984,27195515427.3115
chl,1985,26928649004.09809
chl,1986,28306971820.1084
chl,1987,30353030583.7904
chl,1988,32486574009.8788
chl,1989,35782579844.9341
chl,1990,36566881929.6858
chl,1991,39810439957.2793
chl,1992,45300339600.5135
chl,1993,48665306463.0684
chl,1994,52644347630.219
chl,1995,57812264771.9004
chl,1996,63264889551.0862
chl,1997,68079375351.2304
chl,1998,71387934412.604
chl,1999,70678085161.16209
chl,2000,73601934344.64549
chl,2001,75110566467.25299
chl,2002,76718627976.9743
chl,2003,80187195816.131
chl,2004,86825438678.1225
chl,2005,93515845159.5045
chl,2006,100491033233.69
chl,2007,107600506923.80701
chl,2008,112069523558.29201
chl,2009,111103130300.405
chl,2010,122988001971.44501
chl,2011,133073116550.60699
chl,2012,141124938531.82101
chl,2013,147582861136.66101
chl,2014,151525127633.09799
chl,2015,154742149904.16
chl,2016,158930095982.918
chl,2017,164349020149.931
chl,2018,170636235824.86301
chl,2019,172355206226.49301
chl,2020,159432304369.76099
chn,1995,671112325556.00195
chn,1996,748806886647.93311
chn,1997,793312379221.19604
chn,1998,846986975351.26501
chn,1999,926076299702.93103
chn,2000,1033411442248.08997
chn,2001,1105594479068.6499
chn,2002,1206504128671.21997
chn,2003,1280812607434.77002
chn,2004,1384385126856.67993
chn,2005,1537008353255.71997
chn,2006,1694045988968.29004
chn,2007,1927420443902.05005
chn,2008,2096706910590.12012
chn,2009,2306198094933.75977
chn,2010,2573687189112.81006
chn,2011,2960948022272.18018
chn,2012,3233511646358.89014
chn,2013,3520097870397.43018
chn,2014,3843753558313.92969
chn,2015,4178280849169.00977
chn,2016,4551693206150.13965
chn,2017,4985700198057.00977
chn,2018,5400580497069.44922
chn,2019,5747971264150.9502
chn,2020,5604093844512.25
civ,2008,20240592472.5441
civ,2009,21003770543.1066
civ,2010,21972785586.11069
civ,2011,21043047991.7769
civ,2012,23066338353.4189
civ,2013,24040249214.9597
civ,2014,26497255008.4851
civ,2015,30135670522.082
civ,2016,33491947131.6281
civ,2017,35926820015.2331
cmr,1960,3354164729.21715
cmr,1961,3399566462.90434
cmr,1962,3505686639.50013
cmr,1963,3604693084.64964
cmr,1964,3704904909.33017
cmr,1965,3683683552.95642
cmr,1966,3783844667.39984
cmr,1967,3273696060.04127
cmr,1968,3631796137.42484
cmr,1969,3694202141.963
cmr,1970,3741439063.7285
cmr,1971,4087152892.4636
cmr,1972,4023584165.63962
cmr,1973,4000589113.39408
cmr,1974,4374508726.86487
cmr,1975,5120053304.93276
cmr,1976,4749374310.51601
cmr,1977,5686059757.55741
cmr,1978,6317984465.06828
cmr,1979,6792462768.72557
cmr,1980,5824168255.14369
cmr,1981,6906492454.45962
cmr,1982,7873848104.52529
cmr,1983,7815509850.97628
cmr,1984,7863614570.07694
cmr,1985,8321351253.49873
cmr,1986,10326283077.8109
cmr,1987,10798988674.4998
cmr,1988,9525061281.11635
cmr,1989,8254715624.82437
cmr,1990,8079368431.78151
cmr,1991,7884360376.45782
cmr,1992,7107032619.5645
cmr,1993,8249085643.10658
cmr,1994,8613793308.66724
cmr,1995,8666148976.13581
cmr,1996,9138845777.12201
cmr,1997,9851240082.46599
cmr,1998,10475147487.2679
cmr,1999,11110564313.0414
cmr,2000,11911333415.1241
cmr,2001,12523577724.5872
cmr,2002,13017250642.0205
cmr,2003,13910566254.2745
cmr,2004,14724664707.2487
cmr,2005,15523648759.774
cmr,2006,15927482792.9234
cmr,2007,16264754286.9253
cmr,2008,17130407336.318
cmr,2009,17915514894.5814
cmr,2010,18204442937.6141
cmr,2011,18809661527.7767
cmr,2012,19781428512.7151
cmr,2013,20917682979.4543
cmr,2014,22108270317.5821
cmr,2015,23532186266.104
cmr,2016,24097019001.1688
cmr,2017,25230071098.85749
cmr,2018,26522534208.0588
cmr,2019,27597373440.8462
cmr,2020,27723923976.7772
cod,1993,13446843193.8771
cod,1994,14034636280.0386
cod,1995,14263650669.5859
cod,1996,13698492950.3252
cod,1997,12898012480.3157
cod,1998,13671938486.6922
cod,1999,12907139821.44
cod,2000,13067324858.0992
cod,2001,12964387815.3908
cod,2002,11676718771.2746
cod,2003,14433030993.5801
cod,2004,15097265655.7088
cod,2005,16154841360.3442
cod,2006,16172478799.1584
cod,2007,17358886333.5376
cod,2008,17457214755.7176
cod,2009,17847632642.082
cod,2010,19078830055.9831
cod,2011,17903363890.3661
cod,2012,20796059702.4442
cod,2013,23430045602.099
cod,2014,25251629302.4005
cod,2015,26931183895.5275
cod,2016,27578575467.3073
cod,2017,28233706322.2234
cod,2018,27817053253.7266
cod,2019,32642345379.9841
cod,2020,30024920198.499
cog,1960,781727639.3564
cog,1961,773811404.15877
cog,1962,708502540.6035
cog,1963,645172710.32829
cog,1964,657047011.01718
cog,1965,659026086.51773
cog,1966,604766265.84311
cog,1967,578075330.5326
cog,1968,655868495.9392
cog,1969,736202439.90144
cog,1970,774602816.09507
cog,1971,765333759.84618
cog,1972,759056774.87524
cog,1973,744873081.57408
cog,1974,719103068.22903
cog,1975,730740317.41181
cog,1976,862926228.03783
cog,1977,751786677.30739
cog,1978,846692646.91674
cog,1979,748113431.8029
cog,1980,898831089.25197
cog,1981,1073701768.03625
cog,1982,1580482330.95455
cog,1983,1310782075.46761
cog,1984,1405000505.71012
cog,1985,1458475830.5929
cog,1986,1359215441.25252
cog,1987,1377263363.661
cog,1988,1382152345.08274
cog,1989,1387805639.29689
cog,1990,1295242024.21357
cog,1991,1494345412.12542
cog,1992,1157799776.40488
cog,1993,1318122260.64317
cog,1994,1572321963.9982
cog,1995,1867816041.52178
cog,1996,2135052376.30899
cog,1997,2110274353.82148
cog,1998,1185885187.83361
cog,1999,2282980185.14147
cog,2000,2225293113.371
cog,2001,2726533414.78464
cog,2002,2015649172.89788
cog,2003,2249031538.37309
cog,2004,2416095067.02109
cog,2005,2804333733.13716
cog,2006,2988838205.62413
cog,2007,3214009185.10752
cog,2008,3504430364.88157
cog,2009,3588838309.11755
cog,2010,3644813371.97173
cog,2011,3856219531.77839
cog,2012,3936544560.72522
cog,2013,3935060439.60124
cog,2014,4239033437.25653
cog,2015,4474380291.88046
cog,2016,4386320920.61576
cog,2017,3972268853.02497
cog,2018,4155096137.53776
cog,2019,4222712544.09325
cog,2020,4045358617.25352
col,1960,23239548053.3052
col,1961,24831447554.5297
col,1962,26759253885.61
col,1963,28057235353.7089
col,1964,30815676754.164
col,1965,30158470529.3468
col,1966,32300312703.468
col,1967,32985838337.0184
col,1968,35184643445.9369
col,1969,37834852943.8146
col,1970,40228012720.2017
col,1971,43301324268.3655
col,1972,45816828964.4587
col,1973,48039279065.1797
col,1974,50937940105.711
col,1975,52445129204.4023
col,1976,56102937784.7787
col,1977,58368557908.412
col,1978,63270415489.3124
col,1979,65998008596.7261
col,1980,68910462549.14211
col,1981,70918853822.5592
col,1982,71966577739.63161
col,1983,72291338119.46609
col,1984,74361349674.5504
col,1985,75756583319.631
col,1986,78207601674.44431
col,1987,81159463946.5313
col,1988,84193904561.20169
col,1989,86913795133.40669
col,1990,89535523163.8857
col,1991,90942400176.13449
col,1992,93702236454.17999
col,1993,99418054965.0424
col,1994,105306553567.51601
col,1995,111039047411.396
col,1996,112197138136.16
col,1997,114897416099.65601
col,1998,113970234696.664
col,1999,107820119557.965
col,2000,109973425461.22301
col,2001,111676020610.961
col,2002,113909653889.963
col,2003,117261232476.071
col,2004,121791704422.464
col,2005,127190426104.94099
col,2006,135291434431.01401
col,2007,144156881504.22601
col,2008,150088940770.54901
col,2009,152652874163.86301
col,2010,160365827706.08301
col,2011,169187144489.026
col,2012,178718922473.98499
col,2013,186988063558.85101
col,2014,194933339372.983
col,2015,200961682908.98401
col,2016,204144169792.34897
col,2017,208336912081.04599
col,2018,215079728663.634
col,2019,223569521199.845
col,2020,211019089636.60901
com,1980,375296278.02226
com,1981,389801192.67369
com,1982,414684623.84296
com,1983,434676691.80573
com,1984,452543039.51786
com,1985,462862712.56855
com,1986,471505346.80558
com,1987,479228551.86846
com,1988,492107915.73999
com,1989,476455553.47922
com,1990,500713772.81006
com,1991,473697266.09475
com,1992,514108017.09036
com,1993,529561782.49202
com,1994,501618491.10724
com,1995,519727568.11997
com,1996,513014411.14057
com,1997,533690607.87941
com,1998,540536089.20744
com,1999,550936671.92881
com,2000,610702731.23067
com,2001,624949984.92132
com,2002,639478731.1541
com,2003,652934025.50469
com,2004,665467757.55568
com,2005,684349743.62302
com,2006,702463822.35055
com,2007,702869596.15578
com,2008,735201597.57894
com,2009,766815266.34226
com,2010,781384756.43591
com,2011,817328454.98699
com,2012,852473578.80933
com,2013,881457680.29669
com,2014,894679545.65144
com,2015,901330780.98585
com,2016,930391999.45362
com,2017,969451149.67857
com,2018,992832202.08685
com,2019,1028836504.71145
com,2020,1033392151.05477
cpv,2007,871606992.60917
cpv,2008,885666162.73277
cpv,2009,939527537.02626
cpv,2010,927902503.32764
cpv,2011,947974445.46762
cpv,2012,979729427.26907
cpv,2013,997353399.92833
cpv,2014,1009209181.3494
cpv,2015,1041311410.99776
cpv,2016,1066825767.05736
cpv,2017,1143006596.28058
cpv,2018,1160073267.32215
cpv,2019,1228264153.51834
cpv,2020,1089262091.099
cri,1960,3371816786.89043
cri,1961,3965467978.79396
cri,1962,3999182758.2428
cri,1963,4300752142.25773
cri,1964,4524387865.23509
cri,1965,5397244868.8558
cri,1966,5406563023.97985
cri,1967,5693053938.79402
cri,1968,6040536414.4202
cri,1969,6308221597.98402
cri,1970,6927794203.23266
cri,1971,7006574969.2815
cri,1972,7330169083.58964
cri,1973,7633432677.62711
cri,1974,8021406772.79239
cri,1975,8195571563.1111
cri,1976,8537124303.65834
cri,1977,9701385431.15863
cri,1978,10512064926.9516
cri,1979,10763824536.3033
cri,1980,10568482120.7027
cri,1981,9666654125.69625
cri,1982,8738735296.34247
cri,1983,9228023150.85657
cri,1984,9896897267.76156
cri,1985,10322652246.4298
cri,1986,10864799453.6477
cri,1987,11270054491.043
cri,1988,11512326524.2685
cri,1989,12102589296.1269
cri,1990,12604075462.8034
cri,1991,12484125393.081
cri,1992,13687446666.2406
cri,1993,14987780258.5779
cri,1994,15762415562.0226
cri,1995,16111494405.3686
cri,1996,16390560219.893
cri,1997,17178056034.4955
cri,1998,17958000519.5532
cri,1999,18271154098.5158
cri,2000,18447494376.5918
cri,2001,18881213975.0438
cri,2002,19925444321.4124
cri,2003,20895482187.8218
cri,2004,21429202982.22269
cri,2005,22461189052.4343
cri,2006,23619917451.2046
cri,2007,25432137683.5048
cri,2008,26945807038.3858
cri,2009,27019329110.9544
cri,2010,28610890276.8813
cri,2011,30567250863.1609
cri,2012,32784882664.2099
cri,2013,33410108755.71609
cri,2014,35020634074.9718
cri,2015,36658053503.1828
cri,2016,38034064335.3483
cri,2017,40146709341.8087
cri,2018,40929224945.4926
cri,2019,41664527364.6584
cri,2020,39667446414.279
cub,1970,14461128738.6749
cub,1971,15700689351.8883
cub,1972,16458258831.1547
cub,1973,17025601710.0283
cub,1974,17198641086.0395
cub,1975,18821385821.792
cub,1976,19830938412.15129
cub,1977,21568225496.1097
cub,1978,23009539018.5985
cub,1979,23289685478.2442
cub,1980,22075516342.19469
cub,1981,26374979298.6276
cub,1982,28895901183.5187
cub,1983,30536457794.5334
cub,1984,33076705880.3287
cub,1985,32625278581.5083
cub,1986,32941346926.6512
cub,1987,33581287698.5251
cub,1988,34349997235.6536
cub,1989,34892386109.2156
cub,1990,32595232495.73809
cub,1991,29257784671.0136
cub,1992,24036023269.4254
cub,1993,21314323627.4371
cub,1994,22521626517.0562
cub,1995,22852913060.723
cub,1996,23748360096.8367
cub,1997,24297531226.5978
cub,1998,24753920019.36729
cub,1999,26019489903.1633
cub,2000,26563489044.5449
cub,2001,27578766036.1524
cub,2002,28166648715.3002
cub,2003,29913056791.4784
cub,2004,30373677211.1039
cub,2005,30488558043.8993
cub,2006,36193104499.6772
cub,2007,36742118902.5178
cub,2008,36093426178.1795
cub,2009,36417067269.2059
cub,2010,39277333570.0452
cub,2011,39827445061.3299
cub,2012,41123576694.64169
cub,2013,43245659199.4835
cub,2014,45228254744.9968
cub,2015,48554000000
cub,2016,50564806391.22009
cub,2017,51412699031.63329
cub,2018,52566209167.2046
cub,2019,52116402905.1001
cub,2020,47588562169.1414
cyp,1975,1556815688.594
cyp,1976,1814259773.33163
cyp,1977,2145367933.28306
cyp,1978,2383067235.98928
cyp,1979,2524319736.28246
cyp,1980,2667470667.06658
cyp,1981,2713036001.36443
cyp,1982,3024779017.34241
cyp,1983,3244631608.20631
cyp,1984,3390820604.25888
cyp,1985,3591308051.14934
cyp,1986,3653580582.61259
cyp,1987,3852549357.17067
cyp,1988,4257321472.23531
cyp,1989,4551217536.16973
cyp,1990,4958647958.34425
cyp,1991,5450373628.40524
cyp,1992,5623521770.19848
cyp,1993,5362660714.89964
cyp,1994,5729081780.92268
cyp,1995,7394234834.89742
cyp,1996,7668679648.2363
cyp,1997,7859474158.23803
cyp,1998,8426107685.67379
cyp,1999,8778056326.00198
cyp,2000,9482268520.11665
cyp,2001,10007931580.0719
cyp,2002,10316525246.3379
cyp,2003,10766295295.6265
cyp,2004,11540735456.5052
cyp,2005,11991967927.6451
cyp,2006,12461563931.4195
cyp,2007,13676324472.2735
cyp,2008,14799677417.1199
cyp,2009,13833877487.9096
cyp,2010,14466795767.1874
cyp,2011,14339321517.9473
cyp,2012,13944183289.7616
cyp,2013,12967456543.2179
cyp,2014,12959861238.4054
cyp,2015,13364070786.6415
cyp,2016,14050242291.0555
cyp,2017,14727412707.9169
cyp,2018,15483506327.8945
cyp,2019,15941970480.7529
cyp,2020,15152596851.8141
cze,1990,57797349336.8565
cze,1991,45412716215.2548
cze,1992,49414133888.9171
cze,1993,50028780324.2034
cze,1994,52120995904.2634
cze,1995,54509355150.16
cze,1996,58573586056.202
cze,1997,60291722140.3526
cze,1998,60050612327.8622
cze,1999,61970425326.4901
cze,2000,62914172468.1132
cze,2001,64805406778.7997
cze,2002,66810224096.7529
cze,2003,70230723105.8488
cze,2004,72250500533.56369
cze,2005,74835225367.14259
cze,2006,77642807053.2039
cze,2007,80857035418.4664
cze,2008,83278459271.30438
cze,2009,82885878347.47699
cze,2010,84010244422.989
cze,2011,84340505106.96678
cze,2012,83429767772.7527
cze,2013,84188586818.43588
cze,2014,85373159205.24419
cze,2015,88675644087.60609
cze,2016,92030367396.7173
cze,2017,95751897962.29482
cze,2018,99110808476.04048
cze,2019,101773911275.979
cze,2020,94891000558.97148
deu,1970,777776970845.11902
deu,1971,820416373380.88989
deu,1972,864605252829.90784
deu,1973,889431332707.61206
deu,1974,887816690773.75903
deu,1975,920924638643.47595
deu,1976,960412683949.41406
deu,1977,1001250139913.68005
deu,1978,1037164728234.20996
deu,1979,1070997764968.20996
deu,1980,1087166100514.85999
deu,1981,1083115764903.44995
deu,1982,1072221757398.89001
deu,1983,1087305767107.05005
deu,1984,1108535115747.43994
deu,1985,1129066130317.3999
deu,1986,1172223160559.11011
deu,1987,1213983523769.45996
deu,1988,1246246546506.61011
deu,1989,1284096239588.21997
deu,1990,1338286945036.19995
deu,1991,1396667652687.76001
deu,1992,1437573484602.93994
deu,1993,1438640591910.87988
deu,1994,1458915664047.22998
deu,1995,1481502805715.84009
deu,1996,1505157043597.26001
deu,1997,1516361692520.93994
deu,1998,1538237425619.20996
deu,1999,1578254005142.80005
deu,2000,1604220323651.61011
deu,2001,1623428277384.87988
deu,2002,1601018990632.63989
deu,2003,1607777355408.17993
deu,2004,1618092740845.15991
deu,2005,1630364485981.65991
deu,2006,1652240219079.91992
deu,2007,1648327488585.73999
deu,2008,1653840880041.84009
deu,2009,1652418073996.29004
deu,2010,1664156265478.82007
deu,2011,1694924577968.51001
deu,2012,1720357331728.20996
deu,2013,1726582142849.78003
deu,2014,1744722989275.1001
deu,2015,1778514768772.26001
deu,2016,1821910525136.06006
deu,2017,1847698988728.5
deu,2018,1874198860891.28003
deu,2019,1903544356240.30005
deu,2020,1792031476133.08008
dji,2013,1235568954.99545
dji,2014,1350847136.22097
dji,2015,1492710484.41096
dji,2016,1661578765.35959
dji,2017,1837594724.97016
dji,2018,1925728051.50565
dji,2019,2022014454.08093
dji,2020,1920913731.37688
dma,2015,424411111.11111
dnk,1966,59106952915.90111
dnk,1967,63084558339.2574
dnk,1968,65350325773.6532
dnk,1969,69084620633.851
dnk,1970,70798696674.0179
dnk,1971,71392552103.37891
dnk,1972,71428964171.2245
dnk,1973,76833850997.3688
dnk,1974,75091753002.56918
dnk,1975,77451353603.18301
dnk,1976,83357918749.886
dnk,1977,85011596970.911
dnk,1978,86481490542.26628
dnk,1979,87373867644.17149
dnk,1980,85418875648.9173
dnk,1981,84345973306.33099
dnk,1982,85533708987.03758
dnk,1983,87169624328.31459
dnk,1984,90235553229.71489
dnk,1985,94286363040.75821
dnk,1986,101008690673.123
dnk,1987,99085865740.43788
dnk,1988,97269916098.6908
dnk,1989,97579356025.8782
dnk,1990,98360842917.98889
dnk,1991,99956835589.8927
dnk,1992,102521131801.56799
dnk,1993,101638646186.22301
dnk,1994,108405964780.50101
dnk,1995,110225910613.14
dnk,1996,112931969489.47701
dnk,1997,116258591210.202
dnk,1998,118993453249.968
dnk,1999,118850990962.063
dnk,2000,119310522147.248
dnk,2001,119583088644.672
dnk,2002,121312177987.272
dnk,2003,122930785865.33299
dnk,2004,128643655256.034
dnk,2005,133401242095.838
dnk,2006,137333595004.908
dnk,2007,139763084355.73599
dnk,2008,140448471076.39499
dnk,2009,135628118355.52499
dnk,2010,136690910718.632
dnk,2011,137067858863.664
dnk,2012,137770224564.987
dnk,2013,138155160186.85901
dnk,2014,139414307676.92099
dnk,2015,142593719868.01999
dnk,2016,146048076413.48901
dnk,2017,149389938386.87701
dnk,2018,154603537932.702
dnk,2019,156499402325.57101
dnk,2020,154432809944.22
dom,1960,3458981392.41064
dom,1961,3473124658.52891
dom,1962,4220212755.76808
dom,1963,4614330755.15152
dom,1964,4978874967.28297
dom,1965,4238215771.39134
dom,1966,5053501498.12442
dom,1967,5262604629.31623
dom,1968,5329319085.69715
dom,1969,5714053851.95911
dom,1970,6722816054.99815
dom,1971,7037275122.87437
dom,1972,7350783228.41742
dom,1973,8128109242.12279
dom,1974,8692383645.68665
dom,1975,9257010710.9498
dom,1976,9755343925.18596
dom,1977,10312491842.6877
dom,1978,10297537204.9994
dom,1979,10056916147.4925
dom,1980,12076207577.9623
dom,1981,12079944387.7311
dom,1982,12598044286.8937
dom,1983,12940743886.2118
dom,1984,13248266219.23
dom,1985,13019385209.8062
dom,1986,13573146677.5399
dom,1987,15212011540.9391
dom,1988,16371497275.886
dom,1989,17226083768.2017
dom,1990,15660679751.7871
dom,1991,16114839458.8616
dom,1992,18230035487.8041
dom,1993,18996988002.8415
dom,1994,19000086792.0176
dom,1995,20158132390.1263
dom,1996,20881208052.641
dom,1997,22545244706.7485
dom,1998,23241897134.2408
dom,1999,24606222931.9467
dom,2000,25429391746.8319
dom,2001,25820312492.1659
dom,2002,26786130238.9282
dom,2003,26086260595.63
dom,2004,26795554620.50109
dom,2005,30171959740.0367
dom,2006,32909367958.8024
dom,2007,34818460355.5278
dom,2008,36713480101.0438
dom,2009,38767428525.2653
dom,2010,41431881141.2802
dom,2011,43226260824.1049
dom,2012,44047366004.3674
dom,2013,45026548832.9444
dom,2014,47416048159.9104
dom,2015,50467974776.6148
dom,2016,53514034323.159
dom,2017,55841926764.8651
dom,2018,59013489305.3568
dom,2019,61743008294.085
dom,2020,59659397957.6392
dza,1960,8298471238.63792
dza,1961,6302636377.98331
dza,1962,5042109117.63978
dza,1963,8928734868.80969
dza,1964,9769086401.12727
dza,1965,10294306099.2925
dza,1966,8305633484.76566
dza,1967,8344627232.14297
dza,1968,9007517806.85136
dza,1969,9709402168.97654
dza,1970,10762228711.211
dza,1971,11386125540.4487
dza,1972,13374799003.4312
dza,1973,13569766966.2211
dza,1974,16962208304.9983
dza,1975,18872893386.6377
dza,1976,20393644195.7556
dza,1977,22616277712.0337
dza,1978,22616277712.0337
dza,1979,24799919946.2222
dza,1980,27373494834.1934
dza,1981,29785109877.8116
dza,1982,30361045676.7887
dza,1983,32303128199.3501
dza,1984,33988226810.9543
dza,1985,36129145315.5581
dza,1986,35808271788.2035
dza,1987,33767307077.1623
dza,1988,30805395430.7302
dza,1989,34244807223.1437
dza,1990,33038151326.8142
dza,1991,30603731578.5189
dza,1992,32078378477.62189
dza,1993,31267959176.3263
dza,1994,31091163901.3361
dza,1995,31736370513.4107
dza,1996,30973869241.73989
dza,1997,30305457698.7836
dza,1998,30940854463.98429
dza,1999,31854262737.56969
dza,2000,32618765044.088
dza,2001,34163073952.2776
dza,2002,35571912603.8019
dza,2003,37154538988.9696
dza,2004,39511090585.2962
dza,2005,41285041292.4847
dza,2006,42610306152.6373
dza,2007,44865447493.3707
dza,2008,47931685284.02129
dza,2009,50847408077.3768
dza,2010,53687427426.7893
dza,2011,56893800239.2748
dza,2012,59764508614.047
dza,2013,62752734044.7494
dza,2014,65513854342.489
dza,2015,68068894662.3048
dza,2016,70315168185.4808
dza,2017,71580841213.2438
dza,2018,73585104767.72838
dza,2019,75130391967.7005
dza,2020,72951610600.68761
ecu,1960,7245228339.22562
ecu,1961,7628407991.28019
ecu,1962,8145580024.80794
ecu,1963,8381512653.33715
ecu,1964,9101360213.51766
ecu,1965,9331749991.73412
ecu,1966,9397310713.59531
ecu,1967,9709824282.91496
ecu,1968,10171932871.8819
ecu,1969,10726127398.4831
ecu,1970,11653591868.082
ecu,1971,12258547287.2545
ecu,1972,12007992949.651
ecu,1973,12596080020.4101
ecu,1974,14586232021.729
ecu,1975,16641131505.199
ecu,1976,17859659284.1663
ecu,1977,18523553330.4172
ecu,1978,18948435659.1321
ecu,1979,20447351205.2796
ecu,1980,22050983406.8597
ecu,1981,23676435651.604
ecu,1982,24424740862.8237
ecu,1983,23514806384.3989
ecu,1984,23941684975.7473
ecu,1985,24907017513.244
ecu,1986,24968157838.0743
ecu,1987,26559998063.8569
ecu,1988,25820863759.6823
ecu,1989,25858053183.2925
ecu,1990,27445434758.6083
ecu,1991,28555310028.633
ecu,1992,28849702803.7139
ecu,1993,29763088592.1282
ecu,1994,31095899219.0769
ecu,1995,32334844415.2276
ecu,1996,32743775061.1955
ecu,1997,34694873138.1054
ecu,1998,37083207986.7139
ecu,1999,32560400840.9039
ecu,2000,32822211606.203
ecu,2001,35277317118.6805
ecu,2002,37773618747.9743
ecu,2003,38907412332.9591
ecu,2004,41411425571.5603
ecu,2005,43245000592.7934
ecu,2006,45127058301.9742
ecu,2007,47039368811.732
ecu,2008,49580499217.4534
ecu,2009,49089636795.877
ecu,2010,52875648764.2745
ecu,2011,55587383826.6851
ecu,2012,57184466189.9723
ecu,2013,59423564467.7953
ecu,2014,61048007955.26849
ecu,2015,60991910000
ecu,2016,59521731284.9349
ecu,2017,61740414979.1625
ecu,2018,63028970631.2213
ecu,2019,63211100906.451
ecu,2020,58794381872.5882
egy,1960,31322862219.9306
egy,1961,32558537531.21429
egy,1962,34390953602.5814
egy,1963,36585030740.6656
egy,1964,38800204774.3084
egy,1965,40958115805.72089
egy,1966,43447549481.6241
egy,1967,44351702148.4171
egy,1968,45569294406.3649
egy,1969,47043063253.2374
egy,1970,49032359708.5571
egy,1971,50450622609.5078
egy,1972,51852795007.5304
egy,1973,52910170914.2359
egy,1974,52174605066.0929
egy,1975,52005318875.826
egy,1976,58995400648.3827
egy,1977,60439375122.7137
egy,1978,59770758605.3387
egy,1979,56461773978.3298
egy,1980,62808214883.2702
egy,1981,62391853955.0482
egy,1982,63936597435.76489
egy,1983,69290763310.0889
egy,1984,73735647922.98598
egy,1985,77372772968.69341
egy,1986,80524359476.7455
egy,1987,83746569772.09309
egy,1988,87805595716.47859
egy,1989,91803969549.05139
egy,1990,95911983737.59343
egy,1991,99756394512.8206
egy,1992,103033941325.05099
egy,1993,106130060254.283
egy,1994,110605405813.028
egy,1995,114287083967.09801
egy,1996,118846080835.379
egy,1997,123844757198.332
egy,1998,128754845137.91299
egy,1999,134551833770.134
egy,2000,141280710823.84299
egy,2001,146906197127.561
egy,2002,149845415202.914
egy,2003,153330192304.93399
egy,2004,156546909618.70499
egy,2005,164106195331.72198
egy,2006,174667750531.78299
egy,2007,186784052441.728
egy,2008,197488108862.66599
egy,2009,208677138706.19101
egy,2010,217268096610.5
egy,2011,229288509480.76901
egy,2012,244149481006.39001
egy,2013,252295624081.13297
egy,2014,263385938598.88199
egy,2015,271495956873.315
egy,2016,284121575515.52893
egy,2017,296024698103.15698
egy,2018,298928894101.422
egy,2019,301775006179.72101
egy,2020,323837215113.20801
esp,1970,249269322694.84296
esp,1971,261983286384.15897
esp,1972,283727815145.05701
esp,1973,305858010586.73602
esp,1974,321456090902.51001
esp,1975,327242956205.39801
esp,1976,345568651916.35498
esp,1977,350751864540.841
esp,1978,353909861095.81097
esp,1979,358509915964.01001
esp,1980,365915836843.02893
esp,1981,362259941940.34003
esp,1982,362405197148.95502
esp,1983,363814357295.46399
esp,1984,363089969643.32898
esp,1985,371380814704.14093
esp,1986,384017986787.27094
esp,1987,406875818534.828
esp,1988,426777619468.40894
esp,1989,449937279774.19293
esp,1990,465732329694.414
esp,1991,479176893198.53906
esp,1992,489591854088.90997
esp,1993,480276680099.16498
esp,1994,485485103075.55103
esp,1995,493804245153.12494
esp,1996,505907921276.95294
esp,1997,520219528053.12494
esp,1998,543153159502.34399
esp,1999,569214507790.23401
esp,2000,594467021180.85901
esp,2001,617507165867.578
esp,2002,636504245580.85901
esp,2003,651563664045.31201
esp,2004,677998918177.34399
esp,2005,706021885255.85901
esp,2006,734155803623.43701
esp,2007,759075463146.875
esp,2008,753746472733.203
esp,2009,726666591611.71814
esp,2010,729350503294.14001
esp,2011,711394146672.26501
esp,2012,687788150411.328
