geo,time,sh_uhc_nop2_zg
tha,2006,0.04725
tha,2009,0.00999
tha,2017,0.00131
tjk,1999,2.24085
tjk,2003,2.38449
tjk,2007,1.27755
tjk,2009,1.70395
tls,2001,0.59837
tls,2007,0.14274
tls,2011,0.00386
tls,2014,0.54013
tto,2005,0.56192
tun,1995,0.83464
tun,2010,0.33343
tun,2015,0.14612
tur,2002,0.17489
tur,2003,0.15677
tur,2004,0.12886
tur,2005,0.11427
tur,2006,0.11308
tur,2007,0.11143
tur,2008,0.08116
tur,2009,0.07636
tur,2010,0.08742
tur,2011,0.07951
tur,2012,0.04557
tur,2013,0.05849
tur,2014,0.0316
tur,2015,0.03834
tur,2016,0.03034
tza,2000,0.34201
tza,2007,0.69044
tza,2011,0.69186
uga,1996,1.96103
uga,1999,1.90248
uga,2002,1.84133
uga,2009,2.66325
uga,2012,2.12437
uga,2016,2.19375
ukr,2002,0.44867
ukr,2003,0.22543
ukr,2004,0.16351
ukr,2005,0.06238
ukr,2006,0.03714
ukr,2007,0.01627
ukr,2008,0.01947
ukr,2009,0.02289
ukr,2010,0.01616
ukr,2011,0.00895
ukr,2012,0.00665
ukr,2013,0.00717
ukr,2014,0.00814
ury,1995,0.036
ury,2005,0.05022
usa,1995,0.02286
usa,1996,0.02205
usa,1997,0.02708
usa,1998,0.02452
usa,2000,0.00132
usa,2001,0.00064
usa,2002,0
usa,2003,0
usa,2004,0.00028
usa,2005,0.0009
usa,2006,0
usa,2007,0.00077
usa,2008,0.00047
usa,2009,0.00067
usa,2010,0.001
usa,2011,0.00061
usa,2012,0.05317
usa,2013,0
uzb,2000,1.2581
uzb,2002,0.98757
uzb,2003,1.0285
vnm,1992,3.04535
vnm,1997,2.60736
vnm,1998,2.6096
vnm,2002,2.27877
vnm,2004,2.34176
vnm,2006,2.01438
vnm,2008,1.57731
vnm,2010,0.50396
vnm,2012,0.36205
vnm,2014,0.35382
vnm,2016,0.29185
yem,2005,2.54472
yem,2014,2.53848
zaf,1995,0.19871
zaf,2000,0.21915
zaf,2005,0.43355
zaf,2010,0.31631
zmb,2004,0.45711
zmb,2006,0.35054
zmb,2010,0.09091
zwe,2007,0.09378
