geo,time,tm_tax_tcom_br_zs
swz,2015,27.17
swz,2016,27.17
swz,2017,27.42
swz,2018,27.42
swz,2019,27.42
swz,2020,27.42
syc,2015,13.81
syc,2016,13.81
syc,2017,13.81
syc,2018,14.93
syc,2019,14.93
syc,2020,14.93
tcd,1997,80
tcd,2001,80
tcd,2002,80
tcd,2003,80
tcd,2004,80
tcd,2005,80
tcd,2006,80
tcd,2007,80
tcd,2008,80
tcd,2009,80
tcd,2010,80
tcd,2011,80
tcd,2013,80
tcd,2015,80
tcd,2016,80
tgo,1996,80
tgo,1997,80
tgo,1999,80
tgo,2000,80
tgo,2001,80
tgo,2002,80
tgo,2003,80
tgo,2004,80
tgo,2005,80
tgo,2006,80
tgo,2007,80
tgo,2008,80
tgo,2009,80
tgo,2010,80
tgo,2011,80
tgo,2012,80
tgo,2013,80
tgo,2014,80
tgo,2015,80
tgo,2016,80
tgo,2017,80
tgo,2018,80
tgo,2019,80
tgo,2020,80
tha,1995,27.12
tha,1999,27.09
tha,2000,27.09
tha,2001,27.09
tha,2003,33.06
tha,2004,32.7
tha,2005,32.66
tha,2006,32.62
tha,2007,32.37
tha,2008,31.9
tha,2009,31.82
tha,2010,31.81
tha,2011,31.87
tha,2013,30.15
tha,2014,29.97
tha,2015,25
tjk,2010,9.02
tjk,2012,8.79
tjk,2013,8.65
tjk,2014,8.71
tjk,2015,8.68
tjk,2016,8.68
tjk,2017,8.68
tjk,2020,8.5
ton,2009,19.04
ton,2010,19.04
ton,2011,19.04
ton,2012,19.04
ton,2013,19.04
ton,2015,19.15
ton,2016,19.15
ton,2017,19.15
ton,2020,19.17
tto,1996,68.49
tto,1999,69.12
tto,2001,69.12
tto,2002,69.12
tto,2003,69.12
tto,2004,69.25
tto,2005,69.25
tto,2006,69.25
tto,2007,69.15
tto,2008,69.15
tto,2010,69.25
tto,2011,69.25
tto,2012,69.15
tto,2013,69.15
tun,1995,102.53
tun,1998,103.51
tun,2000,103.51
tun,2002,103.51
tun,2003,103.48
tun,2004,103.48
tun,2005,103.48
tun,2006,103.48
tun,2008,102.82
tun,2009,102.82
tun,2010,102.82
tun,2011,102.82
tun,2012,104.65
tun,2013,104.65
tun,2015,104.65
tun,2016,104.65
tur,1995,53.39
tur,1996,54.51
tur,1997,54.51
tur,1998,54.51
tur,1999,54.51
tur,2000,54.51
tur,2001,54.51
tur,2002,55.6
tur,2003,55.6
tur,2004,55.67
tur,2005,55.62
tur,2006,55.61
tur,2007,56.52
tur,2008,56.51
tur,2009,56.51
tur,2010,56.51
tur,2011,56.51
tur,2013,57.46
tur,2015,57.58
tur,2016,57.58
tur,2017,57.61
tur,2018,57.61
tur,2019,57.61
tur,2020,57.61
tza,1997,120
tza,1998,120
tza,2000,120
tza,2003,120
tza,2005,120
tza,2006,120
tza,2007,120
tza,2008,120
tza,2009,120
tza,2010,120
tza,2011,120
tza,2012,120
tza,2013,120
tza,2014,120
tza,2015,120
tza,2016,120
tza,2018,120
tza,2019,120
tza,2020,120
uga,2000,76.64
uga,2001,76.64
uga,2002,76.7
uga,2003,76.7
uga,2004,76.7
uga,2005,76.7
uga,2006,76.7
uga,2007,76.7
uga,2008,76.43
uga,2009,76.43
uga,2010,76.43
uga,2011,76.43
uga,2012,76.25
uga,2013,76.25
uga,2014,76.25
uga,2015,76.25
uga,2016,76.25
uga,2018,76.43
uga,2019,76.43
uga,2020,76.43
ukr,2007,7.64
ukr,2008,7.63
ukr,2009,7.63
ukr,2010,7.63
ukr,2011,7.53
ukr,2012,7.53
ukr,2013,7.53
ukr,2014,7.52
ukr,2015,7.5
ukr,2016,7.5
ukr,2017,7.5
ukr,2018,7.5
ukr,2019,7.5
ukr,2020,7.5
ury,1995,33.75
ury,1996,33.83
ury,1997,33.83
ury,1998,33.83
ury,1999,33.83
ury,2000,33.83
ury,2001,33.83
ury,2002,33.87
ury,2004,33.87
ury,2005,33.87
ury,2006,33.87
ury,2007,33.87
ury,2008,33.76
ury,2009,33.76
ury,2010,33.76
ury,2011,33.76
ury,2012,33.76
ury,2013,33.9
ury,2014,33.9
ury,2015,33.9
ury,2016,33.9
ury,2017,34
ury,2018,34
ury,2019,34
ury,2020,34
usa,1995,4.08
usa,1996,4.08
usa,1997,4.08
usa,1998,4.08
usa,1999,4.08
usa,2000,4.08
usa,2001,4.08
usa,2002,3.69
usa,2003,3.58
usa,2004,3.46
usa,2005,3.37
usa,2006,3.33
usa,2007,3.3
usa,2008,3.18
usa,2009,3.14
usa,2010,3.14
usa,2011,3.14
usa,2012,3.02
usa,2013,2.99
usa,2014,2.99
usa,2015,4.2
usa,2016,4.2
usa,2017,4.23
usa,2018,4.23
usa,2019,4.23
usa,2020,4.23
vct,1996,91.91
vct,1999,92.41
vct,2000,92.41
vct,2001,92.41
vct,2002,92.41
vct,2003,92.41
vct,2006,92.41
vct,2007,92.41
vct,2010,92.58
vct,2011,92.58
vct,2012,93.04
vct,2013,93.04
vct,2015,93.04
vct,2016,93.04
vct,2017,93.04
vct,2018,93.04
vct,2019,93.04
vct,2020,93.04
ven,1995,45.29
ven,1997,45.62
ven,1998,45.62
ven,1999,45.62
ven,2000,45.62
ven,2001,45.62
ven,2002,45.62
ven,2003,45.62
ven,2004,45.62
ven,2005,45.62
ven,2006,45.2
ven,2007,45.2
ven,2008,45.2
ven,2009,45.2
ven,2010,45.2
ven,2011,45.2
ven,2012,45.2
ven,2013,45.2
ven,2014,44.83
ven,2015,44.83
ven,2016,44.83
ven,2017,44.97
ven,2018,44.97
ven,2019,44.97
ven,2020,44.97
vnm,2007,13.37
vnm,2008,13.58
vnm,2009,13.58
vnm,2010,13.58
vnm,2012,13.59
vnm,2013,13.59
vnm,2014,13.59
vnm,2015,13.59
vnm,2016,13.59
vnm,2017,13.59
vnm,2018,13.68
vnm,2019,13.68
vnm,2020,13.68
vut,2012,45.05
vut,2015,46.04
vut,2016,46.04
vut,2017,45.98
vut,2020,45.98
wsm,2011,28.6
wsm,2012,28.11
wsm,2013,28.47
wsm,2014,27.69
wsm,2015,25.3
wsm,2016,25.3
wsm,2017,25.3
wsm,2018,25.3
wsm,2020,25.3
yem,2015,27.02
yem,2016,27.02
yem,2017,26.9
zaf,1996,26.07
zaf,1997,27
zaf,1999,27
zaf,2000,27
zaf,2001,27
zaf,2002,26.86
zaf,2003,26.86
zaf,2004,26.86
zaf,2005,26.86
zaf,2006,26.86
zaf,2007,27.16
zaf,2008,27.16
zaf,2009,27.16
zaf,2010,27.16
zaf,2011,27.16
zaf,2012,27.32
zaf,2013,27.32
zaf,2014,27.32
zaf,2015,27.32
zaf,2016,27.32
zaf,2017,27.54
zaf,2018,27.54
zaf,2019,27.54
zaf,2020,27.54
zmb,1997,120.52
zmb,2001,120.52
zmb,2002,120.52
zmb,2003,120.52
zmb,2004,120.56
zmb,2005,120.56
zmb,2006,120.56
zmb,2007,120.55
zmb,2008,120.55
zmb,2009,120.55
zmb,2010,120.55
zmb,2011,120.55
zmb,2012,120.45
zmb,2013,120.45
zmb,2015,120.45
zmb,2016,120.45
zmb,2018,120.44
zmb,2020,120.44
zwe,1996,121.08
zwe,1997,121.99
zwe,1998,121.99
zwe,1999,121.99
zwe,2000,121.99
zwe,2001,121.99
zwe,2002,121.28
zwe,2003,121.28
zwe,2007,117.02
zwe,2010,117.02
zwe,2011,118.31
zwe,2012,118.31
zwe,2015,111.58
zwe,2016,111.58
