geo,time,se_ter_enrr
arm,2016,51.08019
arm,2017,52.25153
arm,2018,54.57048
arm,2019,51.48753
arm,2020,50.81661
asm,1971,0
asm,1989,19.48135
atg,2009,15.05298
atg,2010,16.72623
atg,2011,15.05922
atg,2012,24.83026
aus,1970,15.81655
aus,1971,17.09435
aus,1972,18.38301
aus,1973,19.59013
aus,1974,21.81735
aus,1975,23.2816
aus,1976,24.0753
aus,1977,24.43743
aus,1978,24.78084
aus,1979,25.00352
aus,1980,25.15469
aus,1981,25.58523
aus,1982,25.64088
aus,1983,26.36246
aus,1984,27.00481
aus,1985,27.91073
aus,1986,29.51505
aus,1987,29.68459
aus,1988,31.49957
aus,1989,32.65396
aus,1990,35.35955
aus,1991,38.31347
aus,1992,39.70084
aus,1993,65.56422
aus,1994,66.97922
aus,1995,70.68857
aus,1996,75.64778
aus,1997,80.90665
aus,2015,118.61086
aus,2016,120.96571
aus,2017,113.14216
aus,2018,107.80805
aus,2019,115.95204
aut,1971,12.19837
aut,1972,13.66956
aut,1973,15.1084
aut,1974,15.99359
aut,1975,16.67404
aut,1976,18.54498
aut,1977,19.28278
aut,1978,19.72423
aut,1979,20.42885
aut,1980,21.36817
aut,1981,22.30216
aut,1982,22.46463
aut,1983,22.98781
aut,1984,23.9428
aut,1985,25.52486
aut,1986,26.70454
aut,1987,27.81727
aut,1988,29.37026
aut,1989,30.58759
aut,1990,32.53644
aut,1991,34.69429
aut,1992,37.61071
aut,1993,39.76938
aut,1994,42.2646
aut,1995,44.97695
aut,1996,47.49055
aut,1997,49.56702
aut,1998,52.39628
aut,2007,63.04729
aut,2008,65.8869
aut,2009,68.11265
aut,2010,75.62378
aut,2011,78.49945
aut,2012,78.93891
aut,2013,79.6554
aut,2014,79.1587
aut,2015,80.71942
aut,2016,83.45495
aut,2017,85.05714
aut,2018,86.68835
aut,2019,86.47553
aze,1981,24.03103
aze,1986,23.87732
aze,1988,25.20772
aze,1989,24.48164
aze,1990,24.19891
aze,1991,24.75928
aze,1992,25.23917
aze,1993,22.22588
aze,1994,19.355
aze,1995,18.38257
aze,1996,18.08035
aze,1997,17.58492
aze,2006,19.78946
aze,2007,19.3646
aze,2008,19.04789
aze,2009,19.05771
aze,2010,19.26004
aze,2011,19.64731
aze,2012,20.43846
aze,2013,21.44043
aze,2014,23.15973
aze,2015,25.4832
aze,2016,25.92642
aze,2017,27.06741
aze,2018,27.7085
aze,2019,31.5402
aze,2020,35.24844
bdi,1971,0.1717
bdi,1972,0.17462
bdi,1973,0.16412
bdi,1974,0.24056
bdi,1975,0.24669
bdi,1976,0.29472
bdi,1979,0.44885
bdi,1980,0.45203
bdi,1981,0.46246
bdi,1982,0.50203
bdi,1984,0.5707
bdi,1985,0.58989
bdi,1986,0.64396
bdi,1987,0.62619
bdi,1988,0.74076
bdi,1989,0.74124
bdi,1990,0.70239
bdi,1991,0.78731
bdi,1992,0.85172
bdi,1993,0.95941
bdi,1998,0.94588
bdi,1999,1.04488
bdi,2000,1.22362
bdi,2001,1.19844
bdi,2002,1.88244
bdi,2004,2.44521
bdi,2005,2.46322
bdi,2006,2.4537
bdi,2007,2.48913
bdi,2008,2.66849
bdi,2009,2.82033
bdi,2010,3.25461
bdi,2012,3.06924
bdi,2013,3.77758
bdi,2014,4.54625
bdi,2015,5.13304
bdi,2016,3.68108
bdi,2017,3.91797
bdi,2018,4.05766
bdi,2019,3.92357
bdi,2020,4.96803
bel,1971,17.13532
bel,1972,17.54559
bel,1973,19.51744
bel,1974,20.50785
bel,1975,20.80525
bel,1978,24.39679
bel,1979,25.64981
bel,1980,25.11826
bel,1981,24.48595
bel,1982,26.41571
bel,1983,27.14603
bel,1984,28.19136
bel,1985,30.88914
bel,1986,31.67756
bel,1987,32.99661
bel,1988,34.00875
bel,1989,35.55628
bel,1990,37.68367
bel,1991,39.10773
bel,1993,44.85169
bel,1994,47.91451
bel,1995,53.43437
bel,1996,55.44696
bel,1999,57.12717
bel,2000,58.16906
bel,2001,58.85634
bel,2002,59.38278
bel,2003,59.83446
bel,2004,61.02287
bel,2005,61.08548
bel,2006,61.65359
bel,2007,61.20013
bel,2008,62.08624
bel,2009,65.26769
bel,2010,67.82901
bel,2011,69.84253
bel,2012,71.19202
bel,2013,72.11549
bel,2014,72.9974
bel,2015,74.55976
bel,2016,75.89064
bel,2017,79.66173
bel,2018,78.90117
bel,2019,80.13817
ben,1971,0.12877
ben,1972,0.23621
ben,1973,0.4305
ben,1974,0.70971
ben,1975,0.68632
ben,1976,0.74316
ben,1977,0.98976
ben,1978,1.09576
ben,1979,0.97329
ben,1980,1.06028
ben,1981,1.45707
ben,1982,1.73175
ben,1983,1.87917
ben,1984,1.94499
ben,1985,2.01416
ben,1986,2.41411
ben,1987,2.29047
ben,1988,2.22248
ben,1989,2.36404
ben,1990,2.15538
ben,1991,2.46031
ben,1992,2.31566
ben,1993,2.09527
ben,1994,2.14401
ben,1995,2.14355
ben,1996,2.11245
ben,1997,2.562
ben,1999,3.26562
ben,2000,3.71153
ben,2001,4.49685
ben,2002,5.32183
ben,2003,5.90655
ben,2004,5.98285
ben,2005,5.91417
ben,2006,6.81086
ben,2007,8.13719
ben,2008,8.04726
ben,2009,10.23199
ben,2010,13.77512
ben,2011,12.85589
ben,2012,13.9552
ben,2013,15.96484
ben,2014,15.95352
ben,2015,13.55343
ben,2016,12.9494
ben,2017,12.27414
ben,2018,12.51699
bfa,1971,0.03754
bfa,1972,0.04693
bfa,1973,0.05495
bfa,1974,0.08602
bfa,1975,0.1012
bfa,1976,0.20179
bfa,1977,0.18334
bfa,1978,0.22276
bfa,1979,0.22923
bfa,1980,0.21322
bfa,1981,0.27835
bfa,1982,0.42615
bfa,1983,0.50091
bfa,1984,0.53962
bfa,1985,0.59314
bfa,1986,0.61182
bfa,1987,0.63895
bfa,1988,0.67857
bfa,1989,0.75443
bfa,1990,0.75606
bfa,1991,0.70098
bfa,1992,0.93005
bfa,1993,1.08194
bfa,1994,1.05425
bfa,1995,1.09778
bfa,1996,1.05427
bfa,1997,0.96924
bfa,1999,0.99913
bfa,2001,1.15666
bfa,2002,1.41178
bfa,2003,1.60116
bfa,2005,2.30734
bfa,2006,2.44097
bfa,2007,2.61219
bfa,2008,3.18105
bfa,2009,3.53374
bfa,2010,3.57942
bfa,2011,4.14652
bfa,2012,4.55887
bfa,2013,4.77675
bfa,2014,5.07697
bfa,2015,5.06383
bfa,2016,5.56196
bfa,2017,6.0034
bfa,2018,6.50187
bfa,2019,7.09613
bfa,2020,7.84373
bgd,1970,2.13339
bgd,1972,2.44963
bgd,1973,2.56056
bgd,1974,3.35886
bgd,1976,2.79823
bgd,1977,3.00669
bgd,1978,2.39063
bgd,1979,3.36555
bgd,1980,3.24599
bgd,1981,3.09603
bgd,1982,3.80131
bgd,1983,4.67838
bgd,1984,5.04444
bgd,1985,5.11443
bgd,1986,4.98486
bgd,1987,4.32374
bgd,1988,3.7182
bgd,1989,3.67474
bgd,1990,4.20896
bgd,1999,5.63344
bgd,2000,5.63134
bgd,2001,6.65154
bgd,2002,6.34442
bgd,2003,6.39096
bgd,2004,5.88915
bgd,2005,6.4467
bgd,2006,7.3612
bgd,2007,7.93297
bgd,2008,8.88409
bgd,2009,10.85809
bgd,2011,13.69156
bgd,2012,13.801
bgd,2013,13.53042
bgd,2014,13.86508
bgd,2015,13.78741
bgd,2016,17.87436
bgd,2017,18.15146
bgd,2018,20.56507
bgd,2019,24.01689
bgd,2020,22.83039
bgr,1971,14.25056
bgr,1972,15.5041
bgr,1973,17.13919
bgr,1974,18.03173
bgr,1975,19.05385
bgr,1976,19.43024
bgr,1977,19.74671
bgr,1978,21.97376
bgr,1979,18.23545
bgr,1980,17.05952
bgr,1981,16.10189
bgr,1982,15.63684
bgr,1983,15.4118
bgr,1984,15.9854
bgr,1985,17.02923
bgr,1986,18.70066
bgr,1987,20.75403
bgr,1988,22.54715
bgr,1989,25.01055
bgr,1990,26.15537
bgr,1991,30.98032
bgr,1992,30.37959
bgr,1993,31.83337
bgr,1994,33.58517
bgr,1995,36.40219
bgr,1996,40.94532
bgr,1997,42.96567
bgr,1998,42.78302
bgr,1999,44.83276
bgr,2000,44.12976
bgr,2001,42.78108
bgr,2002,40.88225
bgr,2003,41.62207
bgr,2004,42.55524
bgr,2005,45.36802
bgr,2006,47.15087
bgr,2007,50.58833
bgr,2008,51.91331
bgr,2009,54.23545
bgr,2010,57.79518
bgr,2011,59.02869
bgr,2012,61.35998
bgr,2013,64.19198
bgr,2014,67.56356
bgr,2015,70.30154
bgr,2016,71.24574
bgr,2017,71.03066
bgr,2018,71.52152
bgr,2019,73.37917
bhr,1971,1.51356
bhr,1972,1.43224
bhr,1973,1.43247
bhr,1974,2.2393
bhr,1975,2.23843
bhr,1976,2.19489
bhr,1977,3.52076
bhr,1978,3.25162
bhr,1979,2.76427
bhr,1980,3.22312
bhr,1981,4.67865
bhr,1982,5.88692
bhr,1985,12.1615
bhr,1986,12.71715
bhr,1987,9.54413
bhr,1988,13.29313
bhr,1991,17.22944
bhr,1992,16.95249
bhr,1993,17.55382
bhr,1994,16.76971
bhr,1995,16.56093
bhr,1996,17.60574
bhr,1999,21.64746
bhr,2003,27.94311
bhr,2005,23.95824
bhr,2006,22.79489
bhr,2011,43.96669
bhr,2012,43.19741
bhr,2013,39.54289
bhr,2014,41.32924
bhr,2015,43.27575
bhr,2016,46.56614
bhr,2017,47.14588
bhr,2018,50.4819
bhr,2019,55.62851
bhr,2020,60.31586
bhs,1977,30.12882
bhs,1978,27.53321
bhs,1979,25.74971
bhs,1980,18.71913
bhs,1981,16.35368
bhs,1982,15.20021
bhs,1983,11.63673
bhs,1984,13.54841
bhs,1985,15.00076
bhs,1986,17.44437
bhs,1987,19.35408
bhs,1988,20.9262
bhs,1995,15.05818
bih,2000,20.97106
bih,2001,22.97824
bih,2002,23.34466
bih,2011,42.04271
bih,2012,44.60209
bih,2013,46.33041
bih,2014,49.20698
bih,2015,50.18599
bih,2016,50.78257
bih,2017,47.82963
bih,2018,43.45912
bih,2019,40.19035
bih,2020,37.91998
blr,1971,40.97263
blr,1976,37.26009
blr,1980,38.38587
blr,1981,39.68625
blr,1982,39.96981
blr,1983,41.18185
blr,1984,42.57104
blr,1985,44.4088
blr,1986,45.58386
blr,1987,46.69733
blr,1988,47.64348
blr,1989,48.20013
blr,1990,49.51083
blr,1991,48.20178
blr,1992,44.27216
blr,1993,43.66906
blr,1994,41.68539
blr,1995,40.71275
blr,1996,44.90518
blr,1997,45.57012
blr,1998,49.65984
blr,1999,52.65364
blr,2000,55.08984
blr,2001,57.51347
blr,2002,60.09337
blr,2003,62.86723
blr,2004,65.01206
blr,2005,67.57421
blr,2006,69.71343
blr,2007,71.66675
blr,2008,71.22473
blr,2009,74.45922
blr,2010,79.57814
blr,2011,86.13762
blr,2012,92.07143
blr,2013,93.54328
blr,2014,91.50016
blr,2015,89.56716
blr,2016,88.18458
blr,2017,88.45143
blr,2018,87.42909
blr,2019,93.39632
blr,2020,86.59693
blz,1971,1.03272
blz,1972,0.84559
blz,1974,0.89547
blz,1975,0.94171
blz,2001,14.66573
blz,2002,16.50701
blz,2003,15.83844
blz,2004,15.40245
blz,2005,16.02117
blz,2006,17.01988
blz,2007,18.18182
blz,2008,19.09912
blz,2009,22.41008
blz,2010,21.86788
blz,2011,21.90514
blz,2012,24.32075
blz,2013,24.16824
blz,2014,24.00411
blz,2015,23.25367
blz,2016,24.21411
blz,2017,24.65664
blz,2018,24.54084
blz,2019,24.9911
blz,2020,25.60012
bmu,1979,7.48264
bmu,1980,9.67412
bmu,1981,10.28069
bmu,2006,29.01057
bmu,2007,25.9357
bmu,2008,26.22478
bmu,2009,32.91566
bmu,2010,30.74873
bmu,2011,32.01658
bmu,2012,31.61019
bmu,2013,30.3114
bmu,2014,28.23649
bmu,2015,25.14212
bmu,2017,17.83355
bmu,2018,19.02726
bra,1999,16.08416
bra,2001,18.15428
bra,2002,20.69567
bra,2003,23.21699
bra,2004,24.49124
bra,2005,25.98963
bra,2007,30.78669
bra,2008,35.5621
bra,2009,37.0384
bra,2011,43.45983
bra,2012,45.17754
bra,2013,47.05737
bra,2014,50.17645
bra,2015,51.32004
bra,2016,50.73449
bra,2017,51.57071
bra,2018,53.25735
bra,2019,55.1363
brb,1971,3.20629
brb,1972,4.20897
brb,1973,5.09931
brb,1974,5.54165
brb,1981,14.42057
brb,1982,17.57671
brb,1984,18.63226
brb,1985,19.3693
brb,1989,16.81525
brb,1990,16.75686
brb,1991,26.12538
brb,1992,27.3953
brb,1993,25.51108
brb,1999,34.96663
brb,2000,40.57286
brb,2001,39.82133
brb,2007,59.73393
brb,2009,75.69624
brb,2010,69.80744
brb,2011,65.42534
brn,1977,1.95742
brn,1979,2.17153
brn,1983,1.01334
brn,1984,2.8869
brn,1986,2.92059
brn,1987,4.34163
brn,1992,5.3119
brn,1993,5.4181
brn,1994,5.61863
brn,1998,9.65255
brn,1999,11.96783
brn,2000,12.68709
brn,2001,14.24075
brn,2002,13.91759
brn,2003,14.00622
brn,2004,14.68594
brn,2005,14.56069
brn,2006,14.50456
brn,2007,15.01222
brn,2008,15.73895
brn,2009,16.76596
brn,2010,15.45914
brn,2011,17.40432
brn,2012,22.42971
brn,2013,24.3401
brn,2014,32.02042
brn,2015,31.30059
brn,2016,31.92415
brn,2017,33.56496
brn,2018,31.2118
brn,2019,31.47384
brn,2020,31.9933
btn,1978,0.40715
btn,1979,0.74305
btn,1980,0.87942
btn,1983,0.71989
btn,1999,2.67416
btn,2005,5.039
btn,2006,5.30335
btn,2007,5.70472
btn,2008,6.75873
btn,2009,6.49166
btn,2010,7.24678
btn,2011,8.91947
btn,2012,9.50961
btn,2013,10.90072
btn,2015,14.12414
btn,2017,14.78161
btn,2018,15.55451
btn,2019,15.5683
btn,2020,16.44733
bwa,1970,0
bwa,1971,0
bwa,1972,0.36309
bwa,1973,0.41721
bwa,1974,0.46239
bwa,1975,0.7079
bwa,1976,0.75629
bwa,1977,0.86257
bwa,1978,1.02122
bwa,1979,1.1121
bwa,1980,1.34461
bwa,1981,1.436
bwa,1982,1.59144
bwa,1983,1.66149
bwa,1984,1.87738
bwa,1985,2.05344
bwa,1986,2.39967
bwa,1987,2.64737
bwa,1991,4.33633
bwa,1993,5.03866
bwa,1994,5.47642
bwa,1995,5.20505
bwa,1996,5.62719
bwa,1998,6.14023
bwa,1999,6.52502
bwa,2000,7.35285
bwa,2001,7.93669
bwa,2002,8.27391
bwa,2003,9.63696
bwa,2004,10.21485
bwa,2005,9.92902
bwa,2006,10.89706
bwa,2007,11.11516
bwa,2008,15.47852
bwa,2009,23.68351
bwa,2010,20.84838
bwa,2011,18.5427
bwa,2012,22.83048
bwa,2013,28.24711
bwa,2014,27.30731
bwa,2015,30.23934
bwa,2016,25.91087
bwa,2017,24.85997
bwa,2018,26.71712
bwa,2019,25.08139
bwa,2020,26.08892
caf,1971,0.10641
caf,1974,0.24636
caf,1975,0.26153
caf,1976,0.40928
caf,1977,0.44025
caf,1978,0.57929
caf,1979,0.82236
caf,1980,1.11819
caf,1981,0.88529
caf,1982,1.26317
caf,1983,1.03157
caf,1984,1.11068
caf,1985,1.1236
caf,1986,1.14799
caf,1987,1.04795
caf,1988,1.16442
caf,1989,1.28342
caf,1990,1.42908
caf,1991,1.54084
caf,1992,1.43028
caf,1999,1.94581
caf,2000,1.9174
caf,2004,1.72571
caf,2006,1.14202
caf,2008,2.34291
caf,2009,2.53539
caf,2010,2.67115
caf,2011,3.13708
caf,2012,2.9803
can,1976,48.03857
can,1986,70.59153
can,1989,83.08904
can,1990,90.52835
can,1991,95.54934
can,1992,97.61021
can,1993,88.22052
can,1994,90.09745
can,1995,90.5424
can,1996,89.21377
can,1998,59.50188
can,1999,60.25187
can,2000,59.11446
can,2002,59.54659
can,2007,63.60006
can,2008,63.7674
can,2009,63.06577
can,2010,61.65585
can,2011,63.46732
can,2012,63.98077
can,2013,65.3323
can,2014,65.61291
can,2015,64.78696
can,2016,66.43918
can,2017,68.92251
can,2018,70.11302
can,2019,75.69882
che,1971,10.04365
che,1972,10.58008
che,1973,11.37128
che,1974,12.42974
che,1975,13.19722
che,1976,13.88919
che,1977,15.75527
che,1978,16.41097
che,1979,17.21065
che,1980,17.91974
che,1981,18.55678
che,1982,18.85587
che,1983,18.84466
che,1984,19.43014
che,1985,21.09674
che,1986,21.64961
che,1987,22.68453
che,1988,23.38271
che,1989,24.00201
che,1990,25.60501
che,1991,26.8573
che,1992,28.1335
che,1993,29.22532
che,1994,30.46475
che,1995,31.3387
che,1996,32.39654
che,1998,35.2897
che,1999,36.99367
che,2000,37.77896
che,2001,39.77228
che,2002,40.94655
che,2003,44.03967
che,2004,45.60078
che,2005,45.80415
che,2006,46.5378
che,2007,47.24253
che,2008,48.83328
che,2009,50.14809
che,2010,52.93773
che,2011,54.48452
che,2012,55.52047
che,2013,56.27015
che,2014,57.22972
che,2015,57.70735
che,2016,58.04695
che,2017,59.56299
che,2018,61.37745
che,2019,63.30806
chl,1970,8.42936
chl,1971,10.44299
chl,1972,12.67716
chl,1973,14.1505
chl,1974,13.65225
chl,1975,13.79782
chl,1976,12.17424
chl,1977,11.77925
chl,1978,11.51806
chl,1979,11.01303
chl,1980,12.36781
chl,1982,13.07453
chl,1983,14.60267
chl,1984,15.34016
chl,1985,15.98257
chl,1986,17.30162
chl,1987,18.0979
chl,1988,18.95202
chl,1991,21.15908
chl,1992,24.01112
chl,1993,26.18572
chl,1994,26.92556
chl,1995,27.43599
chl,1996,29.20949
chl,1997,30.10981
chl,1998,32.00794
chl,1999,35.36762
chl,2000,35.3763
chl,2002,40.37825
chl,2003,43.46954
chl,2004,43.93025
chl,2005,49.36884
chl,2006,48.23467
chl,2007,53.95667
chl,2008,56.73127
chl,2009,60.9115
chl,2010,67.86343
chl,2011,72.27679
chl,2012,75.93107
chl,2013,79.95629
chl,2014,82.84638
chl,2015,85.26672
chl,2016,87.18814
chl,2017,88.46442
chl,2018,90.89631
chl,2019,93.10113
chn,1970,0.12821
chn,1973,0.20639
chn,1974,0.33842
chn,1975,0.47586
chn,1976,0.56507
chn,1977,0.63722
chn,1978,0.7063
chn,1979,0.96615
chn,1980,1.13033
chn,1981,1.78178
chn,1984,2.01843
chn,1985,2.4366
chn,1986,2.97223
chn,1987,3.11257
chn,1988,3.08206
chn,1989,2.99196
chn,1990,2.97256
chn,1991,2.89146
chn,1992,2.80566
chn,1993,2.88969
chn,1994,3.61141
chn,1995,4.39014
chn,1996,4.91532
chn,1997,5.35011
chn,1998,5.86393
chn,1999,6.39428
chn,2000,7.59041
chn,2001,9.78911
chn,2002,12.62848
chn,2003,15.45268
chn,2004,17.69126
chn,2005,19.087
chn,2006,20.21919
chn,2007,20.52122
chn,2008,20.68412
chn,2009,22.44306
chn,2010,24.19849
chn,2011,25.64785
chn,2012,28.72567
chn,2013,32.43367
chn,2014,42.43073
chn,2015,46.04043
chn,2016,48.01902
chn,2017,49.07326
chn,2018,50.60444
chn,2019,53.76491
chn,2020,58.4201
civ,1971,1.12315
civ,1972,1.10344
civ,1973,1.25743
civ,1974,1.26225
civ,1976,1.3042
civ,1977,1.50885
civ,1978,1.69185
civ,1979,1.9794
civ,1980,2.19117
civ,1981,2.86265
civ,1982,2.62656
civ,1984,2.43519
civ,1985,2.43484
civ,1987,2.72353
civ,1992,2.84567
civ,1993,3.41767
civ,1994,4.29367
civ,1995,4.28322
civ,1997,6.57524
civ,1999,6.65377
civ,2007,9.00826
civ,2008,8.50841
civ,2009,8.35795
civ,2010,7.67225
civ,2011,3.42073
civ,2013,8.23078
civ,2014,8.31519
civ,2015,8.79438
civ,2016,8.94925
civ,2017,9.34137
civ,2019,9.9526
cmr,1971,0.48609
cmr,1972,0.60615
cmr,1973,0.76805
cmr,1974,0.92213
cmr,1975,1.04805
cmr,1979,1.61697
cmr,1980,1.81054
cmr,1981,1.61186
cmr,1982,1.67036
cmr,1983,1.74069
cmr,1984,1.93817
cmr,1985,2.13187
cmr,1987,2.40061
cmr,1988,2.57117
cmr,1989,2.56016
cmr,1990,2.91888
cmr,1991,3.22106
cmr,1999,4.91421
cmr,2000,4.64524
cmr,2001,4.6557
cmr,2002,5.08507
cmr,2003,5.12258
cmr,2004,5.09329
cmr,2005,5.8506
cmr,2006,6.8095
cmr,2007,7.26151
cmr,2008,7.88311
cmr,2009,9.0476
cmr,2010,11.15702
cmr,2011,12.07216
cmr,2012,13.09234
cmr,2013,15.29166
cmr,2014,16.28087
cmr,2015,16.96239
cmr,2016,12.47753
cmr,2017,12.76025
cmr,2018,14.26727
cod,1971,0.66489
cod,1972,0.79528
cod,1973,0.837
cod,1974,0.93762
cod,1975,1.04615
cod,1976,1.20071
cod,1977,1.20256
cod,1978,1.23556
cod,1979,1.25424
cod,1980,1.14168
cod,1981,1.18122
cod,1982,1.3698
cod,1983,1.28996
cod,1984,1.47204
cod,1985,1.44231
cod,1986,1.4815
cod,1987,1.61428
cod,1988,1.81275
cod,1989,2.04731
cod,1990,2.15049
cod,1991,2.50274
cod,1995,2.51231
cod,1999,1.45589
cod,2006,4.49342
cod,2007,4.52037
cod,2008,5.68827
cod,2009,6.74201
cod,2011,8.13955
cod,2012,8.26458
cod,2013,6.93433
cod,2016,6.60334
cog,1971,1.57278
cog,1972,1.2636
cog,1973,1.72887
cog,1974,2.04779
cog,1975,2.31802
cog,1976,2.42399
cog,1977,2.74341
cog,1978,3.21445
cog,1979,3.72304
cog,1980,4.52204
cog,1981,4.62503
cog,1982,5.46743
cog,1983,5.59903
cog,1984,5.69785
cog,1985,5.73856
cog,1986,5.65411
cog,1987,5.61604
cog,1988,5.92629
cog,1989,4.89491
cog,1990,4.80439
cog,1991,4.71373
cog,1992,5.13014
cog,1993,5.67186
cog,1999,3.57831
cog,2000,5.07898
cog,2001,4.253
cog,2002,3.7782
cog,2003,3.7622
cog,2009,6.25566
cog,2011,8.72515
cog,2012,10.00407
cog,2013,9.31913
cog,2017,12.66688
col,1970,4.24705
col,1971,4.72131
col,1972,5.32317
col,1973,5.72088
col,1974,6.24666
col,1975,7.11062
col,1976,7.52815
col,1977,8.53539
col,1978,8.81997
col,1979,9.01662
col,1980,8.85468
col,1981,10.13028
col,1982,10.47474
col,1983,10.92078
col,1984,11.46858
col,1985,11.75689
col,1986,12.48498
col,1987,12.97144
col,1988,13.67795
col,1989,14.23343
col,1990,14.65401
col,1991,15.34537
col,1992,15.98506
col,1993,16.15123
col,1994,16.7002
col,1995,16.66974
col,1996,17.91042
col,1997,21.10671
col,1998,23.67216
col,1999,23.29743
col,2000,24.492
col,2001,25.34747
col,2002,25.43061
col,2004,28.13663
col,2005,30.69216
col,2006,32.69948
col,2007,33.74994
col,2008,36.07695
col,2009,37.51899
col,2010,39.41332
col,2011,43.03231
col,2012,45.3073
col,2013,48.73311
col,2014,51.41638
col,2015,53.28214
col,2016,55.48425
col,2017,56.43403
col,2018,55.32749
col,2019,54.97652
com,1990,0.6901
com,1992,0.60753
com,1993,0.60698
com,1996,0.84345
com,1999,1.37175
com,2000,1.45456
com,2003,3.1002
com,2007,4.13892
com,2009,5.89785
com,2010,5.78296
com,2011,8.00801
com,2012,8.68938
com,2013,8.75743
com,2014,8.99478
cpv,1999,1.75304
cpv,2000,2.01489
cpv,2001,1.71254
cpv,2002,4.07566
cpv,2003,4.73109
cpv,2004,6.18607
cpv,2005,7.6257
cpv,2006,8.54635
cpv,2007,9.70494
cpv,2008,12.04436
cpv,2009,15.15341
cpv,2010,18.00976
cpv,2011,20.71314
cpv,2012,20.59732
cpv,2013,22.94644
cpv,2014,23.97116
cpv,2015,23.06306
cpv,2016,24.00533
cpv,2017,24.3977
cpv,2018,23.61651
cri,1970,8.74957
cri,1971,9.66464
cri,1972,10.37571
cri,1973,11.41809
cri,1978,20.51036
cri,1979,20.77428
cri,1980,20.14137
cri,1981,20.83317
cri,1982,20.46287
cri,1983,20.22411
cri,1984,20.6335
cri,1985,21.91722
