geo,time,gc_nld_totl_cn
tha,1999,-417095000000
tha,2000,-91662500000
tha,2001,-112642161200
tha,2002,-391444409205.91998
tha,2003,87505352793.3501
tha,2004,73237429257.25
tha,2005,176980568895.04001
tha,2006,149531659510.42001
tha,2007,11220307561.5598
tha,2008,45200000000
tha,2009,-275345360000
tha,2010,-62927252000
tha,2011,-119960535708.96001
tha,2012,-145118576195.67999
tha,2013,39394774518.80569
tha,2014,-112747839047.162
tha,2015,-6449288136.10986
tha,2016,41980227351.5439
tha,2017,-114991542299.59
tha,2018,-71451060304.916
tha,2019,2345553324.88037
tjk,1998,-33358000
tjk,1999,-26399000
tjk,2000,-14420000
tjk,2001,-3878000
tjk,2003,-217710000
tjk,2004,-407868000
tls,2010,1643566899.78
tls,2011,2486953062.41
tls,2012,2715190563.57
tls,2013,2371500000
tls,2014,938729364
tls,2015,128688537
tls,2016,-866978987.826
tls,2017,-194276631.65554
tls,2018,-43902302.1
tls,2019,116564670.86445
tto,2001,1083287300
tto,2002,-33000000
tto,2003,1595500000
tto,2004,1610400000
tto,2005,5779600000
tto,2006,2140200000
tto,2007,909100000
tto,2008,3771000000
tto,2009,-6009600000
tto,2010,-2091400000
tto,2011,-4467900000
tto,2012,-2206100000
tto,2013,-5080200000
tto,2014,-3245200000
tto,2015,-2254100000
tto,2016,-10342100000
tto,2017,-10342100000
tto,2018,-5411800000
tun,1972,21700000
tun,1973,2900000
tun,1974,10400000
tun,1975,-300000
tun,1976,-34900000
tun,1977,-90000000
tun,1978,-58000000
tun,1979,-41600000
tun,1980,13800000
tun,1981,-19300000
tun,1982,-156800000
tun,1983,-287500000
tun,1984,-152600000
tun,1985,-227300000
tun,1986,-293100000
tun,1987,-279300000
tun,1988,-245500000
tun,1989,-353500000
tun,1990,-346300000
tun,1991,-563400000
tun,1992,-299100000
tun,1993,-355200000
tun,1994,-79100000
tun,1995,-417700000
tun,1996,-495900000
tun,1997,-568600000
tun,1998,6700000
tun,1999,-602400000
tun,2000,-706900000
tun,2001,-673600000
tun,2002,-704100000
tun,2003,-764300000
tun,2004,-981200000
tun,2005,-1176900000
tun,2006,-1117000000
tun,2007,-992700000
tun,2008,-339100000
tun,2009,-864392000
tun,2010,-866250000
tun,2011,-2481100000
tun,2012,-3560600000
tur,1972,-4900
tur,1973,-5000
tur,1974,-5300
tur,1975,-3900
tur,1976,-10500
tur,1977,-42500
tur,1978,-36400
tur,1979,-113300
tur,1980,-159800
tur,1981,-80400
tur,1983,-481700
tur,1984,-1813700
tur,1985,-2048300
tur,1986,-1241600
tur,1987,-2328200
tur,1988,-3836400
tur,1989,-7470900
tur,1990,-11743900
tur,1991,-33265500
tur,1992,-47186000
tur,1993,-132796000
tur,1994,-150462000
tur,1995,-316263000
tur,1996,-1237990000
tur,1997,-2288155000
tur,1998,-4105362000
tur,2008,-13627341430.2221
tur,2009,-53376243381.0279
tur,2010,-33755355963.7986
tur,2011,-12164417936.5779
tur,2012,-3044856525.87079
tur,2013,3860988486.17542
tur,2014,5458745222.82422
tur,2015,11790873481.2974
tur,2016,-36668465667.3192
tur,2017,-79480496872.4655
tur,2018,-77373348646.6265
tur,2019,-123456759876.565
tur,2020,-229309721815.49799
tza,2009,10664477000
tza,2010,10664477000
tza,2011,-811690752500
tza,2012,-1520620573300
tza,2013,-896669238000
tza,2014,-2288333040810
tza,2015,-1003085639000
tza,2016,-775192211947.59985
tza,2017,-1759543195146.47998
tza,2018,-377185675358.164
uga,2015,-1934849341908.3501
uga,2016,-2249265117530.77979
uga,2017,-2663752485935.91992
uga,2018,-3211664613180.66016
uga,2019,-4553832144000.60938
ukr,1999,-2727800000
ukr,2000,-1012400000
ukr,2001,-1619700000
ukr,2002,726954444
ukr,2003,-505138492.77
ukr,2004,-11016384844.34
ukr,2005,-6019300000
ukr,2006,-5623500000
ukr,2007,-6415100000
ukr,2008,-13907475000
ukr,2009,-51196500000
ukr,2010,-70609600000
ukr,2011,-30184798000
ukr,2012,-57123120000
ukr,2013,-63458289611
ukr,2014,-76705500000
ukr,2015,-29696200000
ukr,2016,-61458600000
ukr,2017,-41514100000
ukr,2018,-60831344181.65009
ukr,2019,-68380700000
ury,1972,-28000
ury,1973,-28000
ury,1974,-170000
ury,1975,-358000
ury,1976,-254000
ury,1977,-138000
ury,1978,-145000
ury,1979,573000
ury,1980,389000
ury,1981,-1410000
ury,1982,-10653000
ury,1983,-6166000
ury,1984,-13860000
ury,1985,-9090000
ury,1986,-2469000
ury,1987,-11254000
ury,1988,-40137000
ury,1989,-135000000
ury,1990,59000000
ury,1991,218000000
ury,1992,256000000
ury,1993,-304000000
ury,1994,-2308000000
ury,1995,-1467000000
ury,1996,-2379000000
ury,1997,-2198000000
ury,1998,-2009000000
ury,1999,-8882000000
ury,2000,-8322000000
ury,2001,-11126167080.56
ury,2002,-12715184415.458
ury,2003,-14417896272.377
ury,2004,-9522778024.25
ury,2005,-6474513365.67
ury,2006,-4284132192.386
ury,2007,-8437665573.0737
ury,2008,-5800279257.67923
ury,2009,-10536278278.91
ury,2010,-7255068190.45401
ury,2011,-5142861377.57208
ury,2012,-21025964120.036
ury,2013,-17736411470.029
ury,2014,-30837161501.301
ury,2015,-40830125135.65
ury,2016,-58299573378.587
ury,2017,-51174120650.39
ury,2018,-38126438518.8101
ury,2019,-60398705723.92
usa,1972,-17290000000
usa,1973,-14400000000
usa,1974,-1560000000
usa,1975,-40420000000
usa,1976,-63780000000
usa,1977,-42760000000
usa,1978,-41000000000
usa,1979,-17500000000
usa,1980,-50560000000
usa,1981,-47750000000
usa,1982,-104970000000
usa,1983,-189160000000
usa,1984,-163390000000
usa,1985,-185610000000
usa,1986,-209330000000
usa,1987,-144140000000
usa,1988,-156120000000
usa,1989,-147900000000
usa,1990,-218640000000
usa,1991,-269130000000
usa,1992,-288430000000
usa,1993,-253530000000
usa,1994,-203390000000
usa,1995,-151170000000
usa,1996,-111480000000
usa,1997,-19820000000
usa,1998,72560000000
usa,1999,123930000000
usa,2000,228970000000
usa,2001,1479899999.99976
usa,2002,-310933900000
usa,2003,-467245400000
usa,2004,-467533500000
usa,2005,-395955600000
usa,2006,-290917700000
usa,2007,-352985100000
usa,2008,-774163400000
usa,2009,-1475310700000
usa,2010,-1503965700000
usa,2011,-1395585300000
usa,2012,-1187252800000
usa,2013,-697334400000
usa,2014,-653204200000
usa,2015,-584379500000
usa,2016,-717010100000
usa,2017,-539950800000
usa,2018,-1000578200000
usa,2019,-1137378700000
usa,2020,-3251557600000
uzb,2011,7278571900000
uzb,2012,11212849700000
uzb,2013,6757933205690
uzb,2014,7227855510710
uzb,2015,5809830407640.58984
uzb,2016,8892733852027.90039
uzb,2017,4406717412395.2998
uzb,2018,11556094986636.19922
uzb,2019,2659629643811.39014
vct,2000,-4149000
vct,2001,-15424000
vct,2002,-13694000
vct,2003,-23730000
vct,2004,-15698000
vct,2005,-55377870
vct,2006,-55048615
vct,2007,-45822220
vct,2008,-11959242
vct,2009,-30897511
vct,2010,-52588740
vct,2011,-49135271
vct,2012,-38474800
vct,2013,-120121039
vct,2014,-40450000
vct,2015,-26220000
vct,2016,45770000
vct,2017,-35140000
vut,1990,952300000
vut,1995,392000000
vut,1996,-195000000
vut,1997,-218000000
vut,1998,-85000000
vut,1999,-46000000
vut,2009,-534900000
vut,2010,-1700600000
vut,2011,-1649200000
vut,2012,-1104216833
vut,2013,-176031768
vut,2014,771115205
vut,2015,6768786886
vut,2016,6168789357
vut,2017,-1639858607
vut,2018,6431621773.5
vut,2019,5719487310
wsm,2012,-142281245.31924
wsm,2013,-68824958.9466
wsm,2014,-83744993.44342
wsm,2015,-70074539.0675
wsm,2016,14973548.57477
wsm,2017,-24637200.338
wsm,2018,27540903.75901
wsm,2019,101954708.34199
zaf,1972,-61000000
zaf,1973,251000000
zaf,1974,21000000
zaf,1975,-327000000
zaf,1976,-773000000
zaf,1977,-683000000
zaf,1978,-454000000
zaf,1979,-425000000
zaf,1980,890000000
zaf,1981,-828000000
zaf,1982,-1763000000
zaf,1983,-4113000000
zaf,1984,-3883000000
zaf,1985,-3929000000
zaf,1986,-7778000000
zaf,1987,-9838000000
zaf,1988,-10141000000
zaf,1989,-1682000000
zaf,1990,-10281000000
zaf,1991,-11978000000
zaf,1992,-32582000000
zaf,1993,-38858000000
zaf,1994,-26389000000
zaf,1995,-29926000000
zaf,1996,-32746954000
zaf,1997,-26177700000
zaf,1998,-22389000000
zaf,1999,-14744700000
zaf,2000,-18080700000
zaf,2001,-9350000000
zaf,2002,-18942000000
zaf,2003,-33751035000
zaf,2004,-27800000000
zaf,2005,-2973000000
zaf,2006,16086000000
zaf,2007,21699000000
zaf,2008,-15385000000
zaf,2009,-123291000000
zaf,2010,-108935641243.72099
zaf,2011,-137849072549
zaf,2012,-166485602776.80499
zaf,2013,-199465338551.20496
zaf,2014,-145160091715.59201
zaf,2015,-194365127674.82697
zaf,2016,-163573788320.54999
zaf,2017,-236411370968.02301
zaf,2018,-328455505566.12903
zaf,2019,-294059319402.34302
zmb,1998,-186800000
zmb,1999,-29600000
zmb,2001,240558261.197
zmb,2002,-274453559.75182
zmb,2003,218117192.24176
zmb,2004,514146414.35099
zmb,2005,-1490757802.79273
zmb,2006,844500000
zmb,2007,1204951098.88374
zmb,2008,-167900840.34391
zmb,2009,-573700818.22179
zmb,2010,-1095309882.12534
zmb,2011,-1148212293.068
zmb,2012,309685165
zmb,2013,-6675430336.4
zmb,2014,-9451900909.25
zmb,2015,-14722627879.57
zmb,2016,-12238520924.46
zmb,2017,-12998643146.72
zmb,2018,-24158276576.5799
zmb,2019,-23657438813.78
zwe,2009,17515599.14881
zwe,2010,322337811.76
zwe,2011,116323079.02
zwe,2012,-77358437.2
zwe,2015,-605195940.12
zwe,2016,-1758703932
zwe,2017,-2593589793
zwe,2018,-2522637828
