geo,time,ic_reg_cost_pc_fe_zs
usa,2016,1.1
usa,2017,1.1
usa,2018,1
usa,2019,1
uzb,2003,14.4
uzb,2004,12.8
uzb,2005,11.5
uzb,2006,11.7
uzb,2007,11.9
uzb,2008,8.1
uzb,2009,10.1
uzb,2010,10.8
uzb,2011,5.3
uzb,2012,3.8
uzb,2013,3.5
uzb,2014,3.3
uzb,2015,3.4
uzb,2016,3.2
uzb,2017,3.1
uzb,2018,3.1
uzb,2019,2.2
vct,2005,35.7
vct,2006,33.8
vct,2007,29.2
vct,2008,26.8
vct,2009,21
vct,2010,21.2
vct,2011,22.3
vct,2012,17.9
vct,2013,17.2
vct,2014,16.7
vct,2015,16.5
vct,2016,16.1
vct,2017,15.8
vct,2018,15.4
vct,2019,13.9
ven,2003,43.9
ven,2004,37.9
ven,2005,28.8
ven,2006,25.4
ven,2007,10
ven,2008,26.8
ven,2009,24
ven,2010,30.2
ven,2011,26.1
ven,2012,27.7
ven,2013,35.6
ven,2014,49.9
ven,2015,89
ven,2016,136.8
ven,2017,352.2
ven,2018,393
ven,2019,211.8
vnm,2003,31.9
vnm,2004,30.6
vnm,2005,27.6
vnm,2006,24.3
vnm,2007,20
vnm,2008,16.8
vnm,2009,13.3
vnm,2010,12.1
vnm,2011,10.7
vnm,2012,8.8
vnm,2013,7.7
vnm,2014,5.3
vnm,2015,4.9
vnm,2016,4.6
vnm,2017,6.5
vnm,2018,6.1
vnm,2019,5.6
vut,2003,66.9
vut,2004,81.8
vut,2005,83.5
vut,2006,78
vut,2007,69.9
vut,2008,69.7
vut,2009,53.5
vut,2010,48.2
vut,2011,47.1
vut,2012,47.2
vut,2013,46.2
vut,2014,46.2
vut,2015,44.2
vut,2016,44.3
vut,2017,44.4
vut,2018,42
vut,2019,42.5
wsm,2003,52.3
wsm,2004,48.7
wsm,2005,46.4
wsm,2006,45.5
wsm,2007,41.3
wsm,2008,39.8
wsm,2009,9.9
wsm,2010,9.8
wsm,2011,9.7
wsm,2012,9.5
wsm,2013,9.6
wsm,2014,9.4
wsm,2015,8
wsm,2016,7.7
wsm,2017,7.3
wsm,2018,7.2
wsm,2019,6.9
yem,2003,257
yem,2004,269.3
yem,2005,240.2
yem,2006,228
yem,2007,178.8
yem,2008,93
yem,2009,83
yem,2010,82.1
yem,2011,83.8
yem,2012,71.9
yem,2013,66.1
yem,2014,66.3
yem,2015,68
yem,2016,82.2
yem,2017,73.5
yem,2018,118.8
yem,2019,40.2
zaf,2003,9.4
zaf,2004,9.1
zaf,2005,8.6
zaf,2006,6.9
zaf,2007,7.1
zaf,2008,6
zaf,2009,5.9
zaf,2010,6
zaf,2011,0.3
zaf,2012,0.3
zaf,2013,0.3
zaf,2014,0.3
zaf,2015,0.3
zaf,2016,0.2
zaf,2017,0.2
zaf,2018,0.2
zaf,2019,0.2
zmb,2003,33.2
zmb,2004,31.7
zmb,2005,30.3
zmb,2006,29.9
zmb,2007,30.5
zmb,2008,28.6
zmb,2009,28.4
zmb,2010,27.9
zmb,2011,26.9
zmb,2012,27
zmb,2013,32.6
zmb,2014,33.7
zmb,2015,34.3
zmb,2016,34.7
zmb,2017,34.2
zmb,2018,32.8
zmb,2019,34
zwe,2003,371.3
zwe,2004,314.8
zwe,2005,223.5
zwe,2006,179.9
zwe,2007,676.1
zwe,2008,596.7
zwe,2009,353.8
zwe,2010,198.3
zwe,2011,156.5
zwe,2012,126.9
zwe,2013,128.9
zwe,2014,120
zwe,2015,118.4
zwe,2016,121.5
zwe,2017,110
zwe,2018,110.7
zwe,2019,76.6
