geo,time,tm_tax_manf_sm_ar_zs
omn,2013,3.39
omn,2014,3.33
omn,2015,3.29
omn,2016,3.18
omn,2017,3.36
omn,2018,3.36
omn,2019,3.16
omn,2020,3.15
pak,1995,51.29
pak,1998,46.51
pak,1999,24.77
pak,2000,24.21
pak,2001,20.63
pak,2002,17.49
pak,2003,17.12
pak,2004,16.36
pak,2005,14.74
pak,2006,14.89
pak,2007,14.99
pak,2008,14.22
pak,2009,14.78
pak,2010,14.87
pak,2011,14.46
pak,2012,14.28
pak,2013,14.74
pak,2014,13.9
pak,2015,13.02
pak,2016,12.71
pak,2018,12.81
pak,2019,12.8
pak,2020,12.04
pan,1997,11.54
pan,1998,7.96
pan,1999,7.88
pan,2000,7.7
pan,2001,7.52
pan,2002,7.49
pan,2003,7.32
pan,2004,7.34
pan,2005,6.95
pan,2006,7.17
pan,2007,6.97
pan,2008,6.87
pan,2009,7.34
pan,2010,7.08
pan,2011,6.93
pan,2012,6.82
pan,2013,6.42
pan,2015,7.06
pan,2020,5.48
per,1993,17.89
per,1995,16.23
per,1997,13.1
per,1998,13.03
per,1999,12.98
per,2000,12.97
per,2001,11.79
per,2002,10.11
per,2003,9.44
per,2004,9.65
per,2005,9.06
per,2006,8.5
per,2007,8.43
per,2008,4.6
per,2009,4.62
per,2010,4.82
per,2011,3.22
per,2013,2.96
per,2014,2.89
per,2015,2.89
per,2017,1.45
per,2018,1.32
per,2019,1.34
per,2020,1.2
phl,1988,28.09
phl,1989,28.09
phl,1990,19.32
phl,1992,19.33
phl,1993,21.59
phl,1994,20.92
phl,1995,19.41
phl,1996,13.94
phl,1997,12.19
phl,1998,10.05
phl,1999,9.21
phl,2000,7.02
phl,2001,6.71
phl,2002,5.05
phl,2003,4.25
phl,2004,4.98
phl,2005,4.95
phl,2006,4.94
phl,2007,4.86
phl,2008,4.89
phl,2009,4.87
phl,2010,4.87
phl,2011,3.84
phl,2012,3.75
phl,2013,3.72
phl,2015,3.66
phl,2016,4.77
phl,2017,3.57
phl,2018,3.73
phl,2019,3.39
phl,2020,3.25
plw,2005,3.19
plw,2006,3.19
plw,2010,4.47
plw,2011,4.36
plw,2012,4.35
plw,2015,3.69
plw,2016,4.16
plw,2017,3.8
plw,2018,4.17
plw,2019,4.96
plw,2020,4.35
png,1997,18.55
png,1999,18.5
png,2000,5.7
png,2001,5.7
png,2002,5.76
png,2003,4.9
png,2004,5.06
png,2005,5.07
png,2006,4.15
png,2007,3.72
png,2008,3.65
png,2009,3.72
png,2010,3.56
png,2012,3.12
png,2013,3.12
png,2018,2.44
png,2019,2.6
png,2020,2.69
pol,1988,2.55
pol,1989,2.84
pol,1990,5.86
pol,1991,4.32
pol,1992,3.3
pol,1993,3.14
pol,1994,3.95
pol,1995,4.23
pol,1996,2.82
pol,1997,2.23
pol,1998,2.86
pol,1999,3.31
pol,2000,2.3
pol,2001,3.04
pol,2002,1.75
pol,2003,1.68
pol,2004,1.76
pol,2005,1.7
pol,2006,1.8
pol,2007,1.67
pol,2008,1.59
pol,2009,1.6
pol,2010,2
pol,2011,1.51
pol,2012,1.5
pol,2013,1.47
pol,2014,2.07
pol,2015,2.03
pol,2016,1.75
pol,2017,1.87
pol,2018,1.81
pol,2019,1.79
pol,2020,1.6
prt,1988,2.55
prt,1989,2.84
prt,1990,5.86
prt,1991,4.32
prt,1992,3.3
prt,1993,3.14
prt,1994,3.95
prt,1995,4.23
prt,1996,2.82
prt,1997,2.23
prt,1998,2.86
prt,1999,3.31
prt,2000,2.3
prt,2001,3.04
prt,2002,1.75
prt,2003,1.68
prt,2004,1.76
prt,2005,1.7
prt,2006,1.8
prt,2007,1.67
prt,2008,1.59
prt,2009,1.6
prt,2010,2
prt,2011,1.51
prt,2012,1.5
prt,2013,1.47
prt,2014,2.07
prt,2015,2.03
prt,2016,1.75
prt,2017,1.87
prt,2018,1.81
prt,2019,1.79
prt,2020,1.6
pry,1991,15.43
pry,1994,8.77
pry,1995,9.9
pry,1996,11.61
pry,1997,11.79
pry,1998,12.04
pry,1999,10.88
pry,2000,13.59
pry,2001,13.66
pry,2002,13.48
pry,2003,13.54
pry,2004,9.93
pry,2005,8.57
pry,2006,7.31
pry,2007,8.18
pry,2008,8.6
pry,2009,8.1
pry,2010,8.46
pry,2011,8.53
pry,2012,8.48
pry,2013,8.33
pry,2014,8.25
pry,2015,8.22
pry,2016,8.45
pry,2017,8.27
pry,2018,8.3
pry,2019,8.3
pry,2020,7.59
pse,2013,1.5
pse,2014,1.76
pse,2015,1.71
pse,2016,2.18
pse,2017,1.37
pyf,2008,7.22
pyf,2009,7.25
pyf,2011,7.1
pyf,2012,6.24
pyf,2013,6.12
pyf,2014,6.11
pyf,2015,7.96
pyf,2016,7.93
pyf,2017,6.89
pyf,2018,6.89
pyf,2019,6.99
pyf,2020,7.3
qat,2002,4.01
qat,2003,4.94
qat,2004,4.93
qat,2005,4.11
qat,2006,4.09
qat,2007,4.13
qat,2008,4.04
qat,2009,4.28
qat,2010,4.66
qat,2011,4.66
qat,2012,4.29
qat,2013,4.31
qat,2014,4
qat,2015,3.8
qat,2016,3.8
qat,2017,3.91
qat,2018,3.96
qat,2019,4.13
qat,2020,4.11
rou,1988,2.55
rou,1989,2.84
rou,1990,5.86
rou,1991,4.32
rou,1992,3.3
rou,1993,3.14
rou,1994,3.95
rou,1995,4.23
rou,1996,2.82
rou,1997,2.23
rou,1998,2.86
rou,1999,3.31
rou,2000,2.3
rou,2001,3.04
rou,2002,1.75
rou,2003,1.68
rou,2004,1.76
rou,2005,1.7
rou,2006,1.8
rou,2007,1.67
rou,2008,1.59
rou,2009,1.6
rou,2010,2
rou,2011,1.51
rou,2012,1.5
rou,2013,1.47
rou,2014,2.07
rou,2015,2.03
rou,2016,1.75
rou,2017,1.87
rou,2018,1.81
rou,2019,1.79
rou,2020,1.6
rus,1993,9.5
rus,1994,11.86
rus,1996,12.39
rus,1997,14.59
rus,2001,12.09
rus,2002,11.78
rus,2005,11.51
rus,2007,10.12
rus,2008,10.1
rus,2009,10.13
rus,2010,6.99
rus,2011,8.46
rus,2012,8.15
rus,2013,8
rus,2014,7.35
rus,2015,5.42
rus,2016,5.31
rus,2017,5.05
rus,2018,4.86
rus,2019,5.25
rus,2020,4.95
rwa,1993,35.64
rwa,2000,11.04
rwa,2001,9.99
rwa,2002,24.4
rwa,2003,9.4
rwa,2005,19.64
rwa,2006,19.98
rwa,2008,19.25
rwa,2009,11.1
rwa,2010,10.76
rwa,2011,10.06
rwa,2012,10.25
rwa,2013,10.57
rwa,2014,10.5
rwa,2015,10.62
rwa,2016,11.05
rwa,2018,10.58
rwa,2019,11.15
rwa,2020,11.16
sau,1994,12.39
sau,1999,12.36
sau,2000,12.56
sau,2001,12.55
sau,2002,6.63
sau,2003,6.71
sau,2004,6.67
sau,2005,4.28
sau,2006,4.28
sau,2007,4.1
sau,2008,3.62
sau,2009,3.55
sau,2011,4.85
sau,2012,4.2
sau,2013,4.2
sau,2014,4.11
sau,2015,5.17
sau,2017,4.18
sau,2020,4.68
sdn,1996,4.49
sdn,2002,21.78
sdn,2006,11.17
sdn,2008,13.89
sdn,2009,13.81
sdn,2010,12.24
sdn,2011,12.13
sdn,2020,0
sen,2001,13.79
sen,2002,13.71
sen,2003,13.82
sen,2004,13.82
sen,2005,13.85
sen,2006,13.37
sen,2007,13.32
sen,2008,13.32
sen,2009,13.31
sen,2010,13.29
sen,2011,13.17
sen,2012,12.98
sen,2013,12.98
sen,2014,13.03
sen,2015,12.57
sen,2016,12.62
sen,2017,12.71
sen,2018,12.59
sen,2019,12.42
sen,2020,12.41
sgp,1989,0.48
sgp,1995,0
sgp,1996,0
sgp,1997,0
sgp,1998,0
sgp,1999,0
sgp,2000,0
sgp,2001,0
sgp,2002,0
sgp,2003,0
sgp,2004,0
sgp,2005,0
sgp,2006,0
sgp,2007,0
sgp,2008,0
sgp,2009,0
sgp,2010,0
sgp,2011,0
sgp,2012,0
sgp,2013,0
sgp,2014,0
sgp,2015,0
sgp,2016,0
sgp,2017,0
sgp,2018,0
sgp,2019,0
sgp,2020,0
slb,2008,9.57
slb,2015,8.55
slb,2016,8.51
slb,2017,8.55
slb,2018,8.72
slb,2019,10.6
slb,2020,10.9
sle,2004,14.29
sle,2006,13.84
sle,2010,12.37
sle,2011,12.35
sle,2012,12.4
sle,2020,12.61
slv,1995,9.63
slv,1996,8.29
slv,1997,7.66
slv,1998,5.24
slv,1999,6.56
slv,2000,6.9
slv,2001,7
slv,2002,5.56
slv,2003,6.82
slv,2004,5.82
slv,2005,6.18
slv,2006,4.97
slv,2007,4.86
slv,2008,3.7
slv,2009,3.62
slv,2010,4.66
slv,2011,4.83
slv,2012,4.01
slv,2013,4.2
slv,2014,3.93
slv,2015,3.74
slv,2017,3.56
slv,2018,3.31
slv,2019,3.21
slv,2020,3.26
srb,2001,8.89
srb,2002,9.61
srb,2005,7.75
srb,2007,7.31
srb,2008,7.39
srb,2009,5.02
srb,2010,4.41
srb,2011,3.78
srb,2013,7.51
srb,2015,2.58
srb,2016,2.61
srb,2017,2.68
srb,2018,2.63
stp,2013,9.87
stp,2014,9.86
stp,2015,9.87
stp,2016,9.83
stp,2018,9.58
stp,2019,9.79
sur,1996,20.19
sur,1999,16.26
sur,2000,11.3
sur,2007,10.22
sur,2009,11.02
sur,2010,11.02
sur,2011,10.83
sur,2012,10.11
sur,2013,10.11
sur,2018,10.03
sur,2019,9.85
sur,2020,9.85
svk,1988,2.55
svk,1989,2.84
svk,1990,5.86
svk,1991,4.32
svk,1992,3.3
svk,1993,3.14
svk,1994,3.95
svk,1995,4.23
svk,1996,2.82
svk,1997,2.23
svk,1998,2.86
svk,1999,3.31
svk,2000,2.3
svk,2001,3.04
svk,2002,1.75
svk,2003,1.68
svk,2004,1.76
svk,2005,1.7
svk,2006,1.8
svk,2007,1.67
svk,2008,1.59
svk,2009,1.6
svk,2010,2
svk,2011,1.51
svk,2012,1.5
svk,2013,1.47
svk,2014,2.07
svk,2015,2.03
svk,2016,1.75
svk,2017,1.87
svk,2018,1.81
svk,2019,1.79
svk,2020,1.6
svn,1988,2.55
svn,1989,2.84
svn,1990,5.86
svn,1991,4.32
svn,1992,3.3
svn,1993,3.14
svn,1994,3.95
svn,1995,4.23
svn,1996,2.82
svn,1997,2.23
svn,1998,2.86
svn,1999,3.31
svn,2000,2.3
svn,2001,3.04
svn,2002,1.75
svn,2003,1.68
svn,2004,1.76
svn,2005,1.7
svn,2006,1.8
svn,2007,1.67
svn,2008,1.59
svn,2009,1.6
svn,2010,2
svn,2011,1.51
svn,2012,1.5
svn,2013,1.47
svn,2014,2.07
svn,2015,2.03
svn,2016,1.75
svn,2017,1.87
svn,2018,1.81
svn,2019,1.79
svn,2020,1.6
swe,1988,2.55
swe,1989,2.84
swe,1990,5.86
swe,1991,4.32
swe,1992,3.3
swe,1993,3.14
swe,1994,3.95
swe,1995,4.23
swe,1996,2.82
swe,1997,2.23
swe,1998,2.86
swe,1999,3.31
swe,2000,2.3
swe,2001,3.04
swe,2002,1.75
swe,2003,1.68
swe,2004,1.76
swe,2005,1.7
swe,2006,1.8
swe,2007,1.67
swe,2008,1.59
swe,2009,1.6
swe,2010,2
swe,2011,1.51
swe,2012,1.5
swe,2013,1.47
swe,2014,2.07
swe,2015,2.03
swe,2016,1.75
swe,2017,1.87
swe,2018,1.81
swe,2019,1.79
swe,2020,1.6
swz,2001,0.63
swz,2002,8.96
swz,2004,11.36
swz,2005,11.18
swz,2006,9.75
swz,2007,10.02
swz,2008,9.78
swz,2009,10.79
swz,2010,10.22
swz,2011,10.71
swz,2012,7.96
swz,2013,3.81
swz,2014,4.16
swz,2015,4.85
swz,2016,4.76
swz,2017,3.2
swz,2018,2.04
swz,2019,7.33
swz,2020,7.33
syc,2000,25.19
syc,2001,25.36
syc,2005,8.46
syc,2006,4.9
syc,2007,4.79
syc,2015,1.79
syc,2016,2.05
syc,2017,1.92
syc,2018,0.75
syc,2019,0.78
syc,2020,0.78
syr,2002,14.71
syr,2009,11.44
syr,2010,12.09
syr,2013,15.14
syr,2020,9.03
tcd,1995,16.48
tcd,1997,16.48
tcd,2001,17.18
tcd,2002,17
tcd,2003,16.96
tcd,2004,16.71
tcd,2005,17.51
tcd,2006,17.52
tcd,2007,16.56
tcd,2008,16.72
tcd,2009,16.84
tcd,2010,16.87
tcd,2011,16.78
tcd,2013,17.16
tcd,2015,17
tcd,2016,17.94
tgo,1996,15.45
tgo,1997,15.72
tgo,1999,15.65
tgo,2000,14.18
tgo,2001,14.19
tgo,2002,14.13
tgo,2003,14.43
tgo,2004,14.44
tgo,2005,14.46
tgo,2006,14.11
tgo,2007,13.87
tgo,2008,13.87
tgo,2009,13.84
tgo,2010,13.41
tgo,2011,13.48
tgo,2012,12.88
tgo,2013,12.55
tgo,2014,12.55
tgo,2015,11.33
tgo,2016,11.62
tgo,2017,12.68
tgo,2018,12.35
tgo,2019,11.26
tgo,2020,11.26
tha,1989,41.1
tha,1991,42.12
tha,1993,43.6
tha,1995,20.44
tha,1999,43.11
tha,2000,16.15
tha,2001,14.5
tha,2003,13.34
tha,2004,11.21
tha,2005,10.15
tha,2006,10.43
tha,2007,9.95
tha,2008,10.23
tha,2009,10.42
tha,2010,10.31
tha,2011,10.72
tha,2013,11.02
tha,2014,7.75
tha,2015,7.28
tjk,2006,4.73
tjk,2010,4.64
tjk,2012,4.89
tjk,2013,5.21
tjk,2014,4.97
tjk,2015,5.87
tjk,2016,5.22
tjk,2017,5.14
tjk,2020,5.16
tkm,1998,0
tkm,2002,3.8
tls,2011,2.5
tls,2012,2.5
tls,2013,2.5
tls,2014,2.5
tls,2015,2.5
tls,2016,2.5
tls,2020,2.53
ton,2009,10.62
ton,2010,10.75
ton,2011,10.66
ton,2012,11
ton,2013,11
ton,2015,11.2
ton,2016,11.21
ton,2017,11.19
ton,2020,10.19
tto,1991,17.48
tto,1992,17.78
tto,1996,11.12
tto,1999,18.11
tto,2001,8.78
tto,2002,8.96
tto,2003,8.9
tto,2004,9.35
tto,2005,9.3
tto,2006,9.04
tto,2007,7.69
tto,2008,7.64
tto,2010,10.75
tto,2011,10.75
tto,2012,10.55
tto,2013,10.55
tun,1990,28.33
tun,1992,28.75
tun,1995,29.77
tun,1998,29.67
tun,2000,27.09
tun,2002,28.73
tun,2003,24.48
tun,2004,24.9
tun,2005,12.1
tun,2006,22.16
tun,2008,21.32
tun,2009,21.27
tun,2010,18.15
tun,2011,15.69
tun,2012,14.94
tun,2013,6.16
tun,2015,5.97
tun,2016,9.32
tur,1993,7.47
tur,1995,8.57
tur,1996,3.32
tur,1997,5.76
tur,1998,3.2
tur,1999,6.18
tur,2000,2.34
tur,2001,2.1
tur,2002,2.03
tur,2003,1.73
tur,2004,2.28
tur,2005,1.4
tur,2006,1.27
tur,2007,1.4
tur,2008,1.39
tur,2009,1.22
tur,2010,1.2
tur,2011,1.18
tur,2013,1.1
tur,2015,1.2
tur,2016,1.07
tur,2017,1.38
tur,2018,1.41
tur,2019,1.33
tur,2020,1.38
tuv,2010,7.37
tuv,2017,8.21
tza,1993,14.82
tza,1997,21.4
tza,1998,20.71
tza,2000,17.72
tza,2003,15.06
tza,2005,12.21
tza,2006,11.98
tza,2007,12.08
tza,2008,12.53
tza,2009,12.45
tza,2010,12.49
tza,2011,12.3
tza,2012,12.53
tza,2013,12.52
tza,2014,12.43
tza,2015,11.32
tza,2016,11.59
tza,2018,11.68
tza,2019,11.69
tza,2020,11.67
uga,1994,16.27
uga,2000,8.1
uga,2001,7.89
uga,2002,7.64
uga,2003,7.25
uga,2004,6.86
uga,2005,11.95
uga,2006,11.72
uga,2007,11.64
uga,2008,11.7
uga,2009,11.81
uga,2010,11.78
uga,2011,11.46
uga,2012,11.54
uga,2013,11.37
uga,2014,11.48
uga,2015,11.17
uga,2016,11.22
uga,2018,11.54
uga,2019,11.74
uga,2020,12.02
ukr,1995,7.23
ukr,1997,7.8
ukr,2002,7.66
ukr,2006,4.84
ukr,2007,5.38
ukr,2008,4.96
ukr,2009,4.01
ukr,2010,4.31
ukr,2011,4
ukr,2012,4.03
ukr,2013,4.56
ukr,2014,4.14
ukr,2015,3.95
ukr,2016,4.32
ukr,2017,2.39
ukr,2018,2.12
ukr,2019,1.91
ukr,2020,2.02
ury,1992,6.85
ury,1995,12.86
ury,1996,13.23
ury,1997,13.45
ury,1998,15.61
ury,1999,15.73
ury,2000,13.62
ury,2001,13.5
ury,2002,14.92
ury,2004,11.87
ury,2005,10.16
ury,2006,9.96
ury,2007,9.82
ury,2008,9.91
ury,2009,9.88
ury,2010,9.93
ury,2011,10.08
ury,2012,10.04
ury,2013,10.13
ury,2014,10.1
ury,2015,10.08
ury,2016,10.22
ury,2017,10.29
ury,2018,10.24
ury,2019,10.2
ury,2020,10.2
usa,1989,5.78
usa,1990,5.68
usa,1991,5.8
usa,1992,5.72
usa,1993,5.59
usa,1995,4.89
usa,1996,4.67
usa,1997,4.53
usa,1998,4.64
usa,1999,4.01
usa,2000,4.02
usa,2001,3.94
usa,2002,4.11
usa,2003,3.63
usa,2004,3.4
usa,2005,3.33
usa,2006,3.23
usa,2007,3.04
usa,2008,3.21
usa,2009,3.09
usa,2010,3.07
usa,2011,3.11
usa,2012,3.09
usa,2013,2.96
usa,2014,3.02
usa,2015,2.88
usa,2016,2.83
usa,2017,2.77
usa,2018,2.77
usa,2019,3.11
usa,2020,2.92
uzb,2001,10.66
uzb,2006,11.98
uzb,2007,12.24
uzb,2008,12.77
uzb,2009,12.01
uzb,2012,12.26
uzb,2014,12.33
uzb,2015,13.52
uzb,2020,6.09
vct,1996,21.01
vct,1999,17.19
vct,2000,17.56
vct,2001,12.24
vct,2002,12.24
vct,2003,12.19
vct,2006,1.87
vct,2007,10.22
vct,2010,11.97
vct,2011,11.81
vct,2012,9.71
vct,2013,9.71
vct,2015,9.22
vct,2016,8.71
vct,2017,8.19
vct,2018,7.98
vct,2019,7.78
vct,2020,7.99
ven,1992,17.23
ven,1995,12.92
ven,1997,12.78
ven,1998,12.92
ven,1999,13.27
ven,2000,13.21
ven,2001,13.34
ven,2002,13.59
ven,2003,13.29
ven,2004,12.51
ven,2005,12.7
ven,2006,12.44
ven,2007,11.89
ven,2008,12.29
ven,2009,12.25
ven,2010,13.14
ven,2011,11.85
ven,2012,11.86
ven,2013,11.68
ven,2014,11.04
ven,2015,11.93
ven,2016,11.21
ven,2017,12.02
ven,2018,11.12
ven,2019,11.97
ven,2020,14.61
vnm,1994,9.85
vnm,1999,12
vnm,2001,13.34
vnm,2002,13.02
vnm,2003,12.23
vnm,2004,12.04
vnm,2005,11.24
vnm,2006,11.36
vnm,2007,11.76
vnm,2008,7.57
vnm,2009,7.53
vnm,2010,7.08
vnm,2012,6.93
vnm,2013,6.5
vnm,2014,6.43
vnm,2015,6.03
vnm,2016,6.14
vnm,2017,6.24
vnm,2018,6.02
vnm,2019,5.41
vnm,2020,5.31
vut,2002,16.46
vut,2003,16.21
vut,2004,16.23
vut,2005,16.21
vut,2006,15.81
vut,2007,16.53
vut,2008,16.7
vut,2009,16.69
vut,2012,10.32
vut,2015,9.08
vut,2016,8.98
vut,2017,8.66
vut,2020,9.95
wsm,2011,11.49
wsm,2012,11.4
wsm,2013,11.42
wsm,2014,11.41
wsm,2015,11.35
wsm,2016,11.4
wsm,2017,11.35
wsm,2018,11.39
wsm,2020,11.07
yem,2000,12.97
yem,2006,6.28
yem,2009,5.19
yem,2011,5.07
yem,2012,5
yem,2013,5.07
yem,2015,5.3
yem,2016,5.27
yem,2017,5.68
zaf,1988,13.98
zaf,1990,12.23
zaf,1991,11.89
zaf,1993,17.3
zaf,1996,16.09
zaf,1997,11.05
zaf,1999,9.93
zaf,2000,9.59
zaf,2001,9.85
zaf,2002,8.47
zaf,2003,8.6
zaf,2004,9.63
zaf,2005,9.1
zaf,2006,8.67
zaf,2007,8.23
zaf,2008,7.82
zaf,2009,7.81
zaf,2010,7.52
zaf,2011,7.31
zaf,2012,7.33
zaf,2013,6.67
zaf,2014,6.61
zaf,2015,6.6
zaf,2016,6.74
zaf,2017,7
zaf,2018,7.09
zaf,2019,7.53
zaf,2020,7.49
zmb,1993,24.71
zmb,1997,15.14
zmb,2001,16.34
zmb,2002,13.62
zmb,2003,14.61
zmb,2004,16.59
zmb,2005,14.49
zmb,2006,15.89
zmb,2007,15.21
zmb,2008,11.41
zmb,2009,11.22
zmb,2010,11.4
zmb,2011,10.68
zmb,2012,11.1
zmb,2013,10.11
zmb,2015,10.5
zmb,2016,14.92
zmb,2018,10.51
zmb,2020,11.48
zwe,1996,41.15
zwe,1997,25.14
zwe,1998,20.94
zwe,1999,25.34
zwe,2000,21.7
zwe,2001,19
zwe,2002,17.82
zwe,2003,16.28
zwe,2007,18.6
zwe,2010,16.48
zwe,2011,12.09
zwe,2012,17.17
zwe,2015,12.97
zwe,2016,9.78
