geo,time,tm_tax_manf_sm_ar_zs
bfa,2020,10.98
bgd,1989,109.33
bgd,1994,85.32
bgd,1998,27.86
bgd,1999,22.38
bgd,2000,22.3
bgd,2001,20.81
bgd,2002,20.97
bgd,2003,19.52
bgd,2004,18.22
bgd,2005,15.33
bgd,2006,15.14
bgd,2007,14.19
bgd,2008,13.46
bgd,2009,13.94
bgd,2010,13.75
bgd,2011,13.7
bgd,2012,13.31
bgd,2013,12.67
bgd,2015,11.82
bgd,2016,12.88
bgd,2019,11.96
bgd,2020,12.26
bgr,1988,2.55
bgr,1989,2.84
bgr,1990,5.86
bgr,1991,4.32
bgr,1992,3.3
bgr,1993,3.14
bgr,1994,3.95
bgr,1995,4.23
bgr,1996,2.82
bgr,1997,2.23
bgr,1998,2.86
bgr,1999,3.31
bgr,2000,2.3
bgr,2001,3.04
bgr,2002,1.75
bgr,2003,1.68
bgr,2004,1.76
bgr,2005,1.7
bgr,2006,1.8
bgr,2007,1.67
bgr,2008,1.59
bgr,2009,1.6
bgr,2010,2
bgr,2011,1.51
bgr,2012,1.5
bgr,2013,1.47
bgr,2014,2.07
bgr,2015,2.03
bgr,2016,1.75
bgr,2017,1.87
bgr,2018,1.81
bgr,2019,1.79
bgr,2020,1.6
bhr,1999,8.38
bhr,2000,8.31
bhr,2001,8.34
bhr,2002,5.07
bhr,2003,5.01
bhr,2004,5.01
bhr,2005,4.31
bhr,2006,4.22
bhr,2007,3.81
bhr,2008,3.8
bhr,2009,3.83
bhr,2010,4.69
bhr,2011,3.85
bhr,2012,3.85
bhr,2013,4.11
bhr,2014,3.87
bhr,2015,3.77
bhr,2016,3.75
bhr,2017,3.93
bhr,2018,3.36
bhr,2019,3.77
bhr,2020,3.76
bhs,1999,30.75
bhs,2002,30.03
bhs,2006,29.34
bhs,2010,35.53
bhs,2011,35.28
bhs,2013,32.59
bhs,2014,32.54
bhs,2015,30.22
bhs,2016,28.5
bhs,2018,25.63
bih,2001,5.48
bih,2006,8.13
bih,2007,7.22
bih,2008,6.97
bih,2009,3.97
bih,2010,3.56
bih,2011,3.18
bih,2012,3.07
bih,2013,2.96
bih,2014,2.99
bih,2015,2.53
bih,2016,2.61
bih,2017,2.84
bih,2018,2.9
bih,2019,2.83
bih,2020,2.89
blr,1996,12.46
blr,1997,13.23
blr,2000,10.88
blr,2001,10.74
blr,2002,11.65
blr,2008,9.47
blr,2009,9.48
blr,2010,7.49
blr,2011,7.5
blr,2012,7.47
blr,2013,7.45
blr,2014,6.76
blr,2015,6.04
blr,2016,5.05
blr,2017,4.86
blr,2018,5.1
blr,2019,5.25
blr,2020,5.13
blz,1996,20.15
blz,1999,17.56
blz,2001,11.65
blz,2002,11.93
blz,2003,11.86
blz,2006,11.17
blz,2007,11.04
blz,2008,11.16
blz,2009,11.63
blz,2010,11.63
blz,2011,11.02
blz,2012,10.57
blz,2013,10.8
blz,2014,10.8
blz,2015,10.7
blz,2016,10.2
blz,2017,10.36
blz,2018,10.13
blz,2019,10.17
blz,2020,9.99
bmu,2007,19.8
bmu,2008,19.79
bmu,2009,19.74
bmu,2010,19.35
bmu,2011,19.41
bmu,2012,18.96
bmu,2013,19.11
bmu,2014,18.8
bmu,2015,19.09
bmu,2016,18.81
bmu,2017,20.48
bmu,2018,21.01
bmu,2019,21.7
bmu,2020,19.95
bol,1993,9.71
bol,1994,9.96
bol,1995,9.64
bol,1996,9.57
bol,1997,9.57
bol,1998,9.56
bol,1999,9.46
bol,2000,9.16
bol,2001,9.21
bol,2002,9.81
bol,2003,8.98
bol,2004,7.72
bol,2005,7.16
bol,2006,6.48
bol,2007,6.21
bol,2008,6.22
bol,2009,7.49
bol,2010,9.85
bol,2011,9.22
bol,2012,9.44
bol,2013,10.16
bol,2014,10.24
bol,2015,10.24
bol,2016,10.24
bol,2017,10.43
bol,2018,10.1
bol,2019,10.1
bol,2020,10.11
bra,1989,44.42
bra,1990,34.91
bra,1991,28.74
bra,1992,23.88
bra,1993,16.64
bra,1994,15.29
bra,1995,13.84
bra,1996,15.43
bra,1997,15
bra,1998,17.73
bra,1999,16.47
bra,2000,17.21
bra,2001,15.35
bra,2002,15.15
bra,2003,14.79
bra,2004,13.61
bra,2005,12.74
bra,2006,12.56
bra,2007,12.6
bra,2008,13.63
bra,2009,13.87
bra,2010,13.9
bra,2011,14.01
bra,2012,14.31
bra,2013,15.34
bra,2014,14.31
bra,2015,14.21
bra,2016,14.13
bra,2017,13.96
bra,2018,14.01
bra,2019,13.99
bra,2020,14.11
brb,1996,22.05
brb,1999,18.97
brb,2000,18.94
brb,2001,12.97
brb,2002,12.95
brb,2003,13.08
brb,2004,14.02
brb,2006,13.77
brb,2007,13.42
brb,2010,12.28
brb,2011,12.32
brb,2012,10.87
brb,2013,9.79
brb,2020,8.73
brn,1992,3.46
brn,1996,4.54
brn,1997,4.54
brn,1998,4.51
brn,1999,4.3
brn,2000,4.2
brn,2001,4.04
brn,2002,3.62
brn,2003,3.49
brn,2004,3.56
brn,2005,3.67
brn,2006,3.68
brn,2007,3.57
brn,2008,3.48
brn,2009,3.1
brn,2010,4.38
brn,2011,2.56
brn,2014,1.38
brn,2016,1.39
brn,2017,0.17
brn,2018,0.17
brn,2019,0.17
brn,2020,0.17
btn,1996,16.77
btn,2002,17
btn,2004,18.27
btn,2005,18.24
btn,2007,9.44
btn,2015,10.58
btn,2019,7.21
btn,2020,7.5
bwa,2001,7.02
bwa,2002,8.17
bwa,2004,7.69
bwa,2005,7.4
bwa,2006,7.45
bwa,2007,7.45
bwa,2008,7.4
bwa,2009,7.3
bwa,2010,7.92
bwa,2011,7.5
bwa,2012,6.74
bwa,2013,4.72
bwa,2014,7.39
bwa,2015,7.9
bwa,2016,8.57
bwa,2017,4.13
bwa,2018,3.21
bwa,2019,7.64
bwa,2020,8.15
caf,1995,16.9
caf,1997,16.9
caf,2001,18.03
caf,2002,18.2
caf,2003,18.87
caf,2004,18.87
caf,2005,19.15
caf,2006,18.77
caf,2007,17.37
caf,2008,17.31
caf,2009,17.31
caf,2010,17.31
caf,2011,16.48
caf,2012,17.92
caf,2013,15.76
caf,2015,15.81
caf,2016,15.81
caf,2017,15.81
can,1989,10.64
can,1993,9.83
can,1995,9.51
can,1996,7.99
can,1997,6.86
can,1998,5.11
can,1999,4.8
can,2000,4.67
can,2001,5.11
can,2002,4.75
can,2003,4.33
can,2004,4.12
can,2005,4.12
can,2006,3.99
can,2007,3.98
can,2008,3.99
can,2009,3.93
can,2010,3.18
can,2011,3.1
can,2012,2.98
can,2013,2.81
can,2014,2.77
can,2015,2.86
can,2016,2.65
can,2017,1.64
can,2018,1.65
can,2019,1.49
can,2020,1.47
che,1990,3.72
che,1993,4.37
che,1995,6.59
che,1996,1.89
che,1997,1.52
che,1998,1.41
che,1999,1.09
che,2000,1.2
che,2001,1.71
che,2002,1.72
che,2003,1.67
che,2004,1.2
che,2005,1.27
che,2006,1.87
che,2007,1.06
che,2008,1.07
che,2009,1.09
che,2010,0.89
che,2011,0.95
che,2012,1.74
che,2013,0.98
che,2014,0.9
che,2015,0.91
che,2016,0.89
che,2017,0.88
che,2018,0.85
che,2019,0.74
che,2020,0.89
chl,1992,10.99
chl,1993,10.99
chl,1994,10.99
chl,1995,10.67
chl,1996,10.99
chl,1997,10.99
chl,1998,10.99
chl,1999,9.99
chl,2000,9
chl,2001,8
chl,2002,6.99
chl,2003,5.89
chl,2004,4.93
chl,2005,4.91
chl,2006,2.3
chl,2007,2.97
chl,2008,2.78
chl,2009,2.74
chl,2010,2.73
chl,2011,2.7
chl,2012,2.68
chl,2013,5.99
chl,2015,1.16
chl,2016,5.99
chl,2017,1.02
chl,2018,1.03
chl,2019,1.02
chl,2020,1.02
chn,1992,40.75
chn,1993,38.27
chn,1994,34.13
chn,1996,21.7
chn,1997,16.59
chn,1998,17.15
chn,1999,16.29
chn,2000,16.23
chn,2001,15.29
chn,2002,12.14
chn,2003,10.68
chn,2004,9.82
chn,2005,9.31
chn,2006,8.9
chn,2007,8.95
chn,2008,8.71
chn,2009,8.1
chn,2010,8.07
chn,2011,8.16
chn,2014,7.78
chn,2015,7.83
chn,2016,7.84
chn,2017,8.35
chn,2018,7.5
chn,2019,5.21
chn,2020,5.13
civ,1993,4.88
civ,1996,4.82
civ,2001,13.2
civ,2002,13.28
civ,2003,13.3
civ,2004,13.24
civ,2005,13.29
civ,2006,13.14
civ,2007,12.9
civ,2008,12.9
civ,2009,12.82
civ,2010,12.68
civ,2011,12.58
civ,2012,12.62
civ,2013,12.62
civ,2014,12.68
civ,2015,12.14
civ,2016,11.74
civ,2017,12.3
civ,2018,11.93
civ,2019,11.65
civ,2020,11.66
cmr,1994,18.01
cmr,1995,17.64
cmr,2001,18.22
cmr,2002,18.02
cmr,2003,18.67
cmr,2004,18.67
cmr,2005,18.66
cmr,2006,18.67
cmr,2007,18.35
cmr,2008,18.28
cmr,2009,18.51
cmr,2010,18.28
cmr,2011,18.53
cmr,2012,18.44
cmr,2013,18.3
cmr,2014,18.34
cmr,2019,18.14
cod,2003,12.84
cod,2006,12.82
cod,2007,12.7
cod,2008,12.69
cod,2009,12.65
cod,2010,11.83
cod,2014,11.56
cod,2019,11.93
cod,2020,11.53
cog,1994,19.92
cog,1997,17.37
cog,2001,19.01
cog,2002,18.99
cog,2003,19.28
cog,2004,19.28
cog,2005,19.41
cog,2006,19.28
cog,2007,17.83
cog,2008,17.78
cog,2009,17.78
cog,2010,17.78
cog,2011,17.78
cog,2013,17.93
cog,2014,17.87
cog,2015,12.42
col,1991,5.86
col,1992,12.04
col,1994,12.51
col,1995,13.96
col,1996,12.17
col,1997,12.3
col,1998,12.28
col,1999,12.38
col,2000,12.73
col,2001,12.77
col,2002,12.79
col,2003,12.74
col,2004,11.76
col,2005,11.94
col,2006,11.33
col,2007,10.88
col,2008,10.86
col,2009,10.77
col,2010,11.28
col,2011,6.72
col,2012,5.39
col,2013,5.49
col,2014,4.99
col,2015,4.51
col,2016,4.6
col,2017,4.37
col,2018,3.14
col,2019,2.76
col,2020,2.42
com,2008,10.02
com,2010,10.11
com,2011,10.11
com,2012,7.28
com,2013,12.52
com,2014,9.92
com,2015,12.64
com,2017,11.5
com,2018,12.63
com,2019,13.16
com,2020,12.85
cpv,2005,15.38
cpv,2006,15.22
cpv,2007,15.15
cpv,2008,15.15
cpv,2009,15.34
cpv,2010,14.6
cpv,2011,14.74
cpv,2012,14.48
cpv,2013,14.83
cpv,2015,14.49
cpv,2019,14.13
cpv,2020,13.2
cri,1995,9.39
cri,1996,11.46
cri,1997,7.8
cri,1998,6.01
cri,1999,5.32
cri,2000,4.64
cri,2001,5.6
cri,2002,6.66
cri,2003,5.92
cri,2004,6.09
cri,2005,6.61
cri,2006,5.95
cri,2007,5.8
cri,2008,5.71
cri,2009,4.33
cri,2010,4.38
cri,2011,4.39
cri,2012,4.27
cri,2013,4.21
cri,2014,4.1
cri,2016,3.68
cri,2018,3.33
cri,2019,3.09
cri,2020,2.92
cub,1993,13.97
cub,1996,12.13
cub,1997,12.06
cub,1998,12.13
cub,1999,12
cub,2000,11.85
cub,2001,12.1
cub,2002,11.94
cub,2003,12.1
cub,2004,11.33
cub,2005,11.18
cub,2006,11.14
cub,2007,11.16
cub,2008,11.08
cub,2009,10.66
cub,2010,10.53
cub,2011,10.57
cub,2012,10.56
cub,2013,10.1
cub,2015,9.65
cub,2016,10.01
cub,2017,9.8
cub,2019,10.4
cub,2020,10.4
cym,2016,21.4
cyp,1988,2.55
cyp,1989,2.84
cyp,1990,5.86
cyp,1991,4.32
cyp,1992,3.3
cyp,1993,3.14
cyp,1994,3.95
cyp,1995,4.23
cyp,1996,2.82
cyp,1997,2.23
cyp,1998,2.86
cyp,1999,3.31
cyp,2000,2.3
cyp,2001,3.04
cyp,2002,1.75
cyp,2003,1.68
cyp,2004,1.76
cyp,2005,1.7
cyp,2006,1.8
cyp,2007,1.67
cyp,2008,1.59
cyp,2009,1.6
cyp,2010,2
cyp,2011,1.51
cyp,2012,1.5
cyp,2013,1.47
cyp,2014,2.07
cyp,2015,2.03
cyp,2016,1.75
cyp,2017,1.87
cyp,2018,1.81
cyp,2019,1.79
cyp,2020,1.6
cze,1988,2.55
cze,1989,2.84
cze,1990,5.86
cze,1991,4.32
cze,1992,3.3
cze,1993,3.14
cze,1994,3.95
cze,1995,4.23
cze,1996,2.82
cze,1997,2.23
cze,1998,2.86
cze,1999,3.31
cze,2000,2.3
cze,2001,3.04
cze,2002,1.75
cze,2003,1.68
cze,2004,1.76
cze,2005,1.7
cze,2006,1.8
cze,2007,1.67
cze,2008,1.59
cze,2009,1.6
cze,2010,2
cze,2011,1.51
cze,2012,1.5
cze,2013,1.47
cze,2014,2.07
cze,2015,2.03
cze,2016,1.75
cze,2017,1.87
cze,2018,1.81
cze,2019,1.79
cze,2020,1.6
deu,1988,2.55
deu,1989,2.84
deu,1990,5.86
deu,1991,4.32
deu,1992,3.3
deu,1993,3.14
deu,1994,3.95
deu,1995,4.23
deu,1996,2.82
deu,1997,2.23
deu,1998,2.86
deu,1999,3.31
deu,2000,2.3
deu,2001,3.04
deu,2002,1.75
deu,2003,1.68
deu,2004,1.76
deu,2005,1.7
deu,2006,1.8
deu,2007,1.67
deu,2008,1.59
deu,2009,1.6
deu,2010,2
deu,2011,1.51
deu,2012,1.5
deu,2013,1.47
deu,2014,2.07
deu,2015,2.03
deu,2016,1.75
deu,2017,1.87
deu,2018,1.81
deu,2019,1.79
deu,2020,1.6
dji,1998,31.49
dji,1999,31.49
dji,2002,32.68
dji,2005,28.8
dji,2006,30.8
dji,2009,20.04
dji,2011,20.62
dji,2012,20.62
dji,2014,20.13
dma,1996,20.78
dma,1997,15.07
dma,1998,15.11
dma,1999,17.4
dma,2000,14.62
dma,2001,12.5
dma,2002,13.02
dma,2003,13.17
dma,2006,10.9
dma,2007,10.59
dma,2010,12.16
dma,2011,9.32
dma,2012,10
dma,2013,9.73
dma,2015,11.66
dma,2016,9.17
dma,2017,8.86
dma,2020,8.66
dnk,1988,2.55
dnk,1989,2.84
dnk,1990,5.86
dnk,1991,4.32
dnk,1992,3.3
dnk,1993,3.14
dnk,1994,3.95
dnk,1995,4.23
dnk,1996,2.82
dnk,1997,2.23
dnk,1998,2.86
dnk,1999,3.31
dnk,2000,2.3
dnk,2001,3.04
dnk,2002,1.75
dnk,2003,1.68
dnk,2004,1.76
dnk,2005,1.7
dnk,2006,1.8
dnk,2007,1.67
dnk,2008,1.59
dnk,2009,1.6
dnk,2010,2
dnk,2011,1.51
dnk,2012,1.5
dnk,2013,1.47
dnk,2014,2.07
dnk,2015,2.03
dnk,2016,1.75
dnk,2017,1.87
dnk,2018,1.81
dnk,2019,1.79
dnk,2020,1.6
dom,1996,9.8
dom,1997,15.29
dom,1998,9.8
dom,1999,9.8
dom,2000,19.83
dom,2001,9.88
dom,2002,10.49
dom,2003,10.54
dom,2004,10.5
dom,2005,9.99
dom,2006,9.24
dom,2007,7.33
dom,2008,8.65
dom,2010,7.53
dom,2011,8.64
dom,2012,8.83
dom,2013,8.71
dom,2015,7.5
dom,2016,7.14
dom,2017,5.94
dom,2018,5.96
dom,2020,5.71
dza,1993,21.55
dza,1997,24.9
dza,1998,24.23
dza,2001,22.19
dza,2002,18.93
dza,2003,18.34
dza,2005,16.37
dza,2006,16.05
dza,2007,16.21
dza,2008,16.07
dza,2009,14.2
dza,2014,11.82
dza,2015,11.9
dza,2016,12
dza,2017,12.11
dza,2018,12.27
dza,2019,12.27
dza,2020,12.31
ecu,1993,9.31
ecu,1994,11.89
ecu,1995,12.54
ecu,1996,11.72
ecu,1997,11.4
ecu,1998,11.88
ecu,1999,13.63
ecu,2000,11.72
ecu,2001,12.06
ecu,2002,12.01
ecu,2003,11.85
ecu,2004,11.65
ecu,2005,11.88
ecu,2006,9.89
ecu,2007,10.13
ecu,2008,9.14
ecu,2009,8.04
ecu,2010,9.16
ecu,2011,7.47
ecu,2012,7.27
ecu,2014,6.97
ecu,2015,10.66
ecu,2016,11.16
ecu,2017,9.64
ecu,2018,9.67
ecu,2019,9.69
ecu,2020,9.05
egy,1995,24.12
egy,1998,19.17
egy,1999,21.62
egy,2000,21.63
egy,2001,21.65
egy,2002,43.72
egy,2003,19.85
egy,2004,14.07
egy,2005,11.37
egy,2006,13.59
egy,2007,11.1
egy,2008,9.45
egy,2009,9.32
egy,2010,8.21
egy,2011,7.77
egy,2012,7.27
egy,2013,7.37
egy,2014,5.84
egy,2015,5.5
egy,2016,5.34
egy,2017,6.63
egy,2018,6.63
egy,2019,4.85
eri,2002,10.03
eri,2006,9.61
esp,1988,2.55
esp,1989,2.84
esp,1990,5.86
esp,1991,4.32
esp,1992,3.3
esp,1993,3.14
esp,1994,3.95
esp,1995,4.23
esp,1996,2.82
esp,1997,2.23
esp,1998,2.86
esp,1999,3.31
esp,2000,2.3
esp,2001,3.04
esp,2002,1.75
esp,2003,1.68
esp,2004,1.76
esp,2005,1.7
esp,2006,1.8
esp,2007,1.67
esp,2008,1.59
esp,2009,1.6
esp,2010,2
esp,2011,1.51
esp,2012,1.5
esp,2013,1.47
esp,2014,2.07
esp,2015,2.03
esp,2016,1.75
esp,2017,1.87
esp,2018,1.81
esp,2019,1.79
esp,2020,1.6
est,1988,2.55
est,1989,2.84
est,1990,5.86
est,1991,4.32
est,1992,3.3
est,1993,3.14
est,1994,3.95
est,1995,4.23
est,1996,2.82
est,1997,2.23
est,1998,2.86
est,1999,3.31
est,2000,2.3
est,2001,3.04
est,2002,1.75
est,2003,1.68
est,2004,1.76
est,2005,1.7
est,2006,1.8
est,2007,1.67
est,2008,1.59
est,2009,1.6
est,2010,2
est,2011,1.51
est,2012,1.5
est,2013,1.47
est,2014,2.07
est,2015,2.03
est,2016,1.75
est,2017,1.87
est,2018,1.81
est,2019,1.79
est,2020,1.6
eth,1995,29.01
eth,2001,19.31
eth,2002,19.42
eth,2006,18.66
eth,2008,18.05
eth,2009,18.08
eth,2010,18.03
eth,2011,18.08
eth,2012,17.97
eth,2015,17.81
eth,2018,17.77
fin,1988,2.55
fin,1989,2.84
fin,1990,5.86
fin,1991,4.32
fin,1992,3.3
fin,1993,3.14
fin,1994,3.95
fin,1995,4.23
fin,1996,2.82
fin,1997,2.23
fin,1998,2.86
fin,1999,3.31
fin,2000,2.3
fin,2001,3.04
fin,2002,1.75
fin,2003,1.68
fin,2004,1.76
fin,2005,1.7
fin,2006,1.8
fin,2007,1.67
fin,2008,1.59
fin,2009,1.6
fin,2010,2
fin,2011,1.51
fin,2012,1.5
fin,2013,1.47
fin,2014,2.07
fin,2015,2.03
fin,2016,1.75
fin,2017,1.87
fin,2018,1.81
fin,2019,1.79
fin,2020,1.6
fji,2003,8.62
fji,2004,9.31
fji,2006,9.63
fji,2007,10.35
fji,2008,12.05
fji,2009,12.47
fji,2010,12.8
fji,2011,14.35
fji,2012,12.95
fji,2013,12.86
fji,2015,11.61
fji,2017,12.19
fji,2018,12.36
fji,2019,12.01
fji,2020,11.92
fra,1988,2.55
fra,1989,2.84
fra,1990,5.86
fra,1991,4.32
fra,1992,3.3
fra,1993,3.14
fra,1994,3.95
fra,1995,4.23
fra,1996,2.82
fra,1997,2.23
fra,1998,2.86
fra,1999,3.31
fra,2000,2.3
fra,2001,3.04
fra,2002,1.75
fra,2003,1.68
fra,2004,1.76
fra,2005,1.7
fra,2006,1.8
fra,2007,1.67
fra,2008,1.59
fra,2009,1.6
fra,2010,2
fra,2011,1.51
fra,2012,1.5
fra,2013,1.47
fra,2014,2.07
fra,2015,2.03
fra,2016,1.75
fra,2017,1.87
fra,2018,1.81
fra,2019,1.79
fra,2020,1.6
gab,1995,19.66
gab,1998,19.23
gab,2000,19.16
gab,2001,19.04
gab,2002,18.27
gab,2003,19.3
gab,2004,19.3
gab,2005,19.17
gab,2007,18.35
gab,2008,18.39
gab,2009,18.07
gab,2010,18.13
gab,2011,18.18
gab,2012,18.26
gab,2013,18.29
gab,2015,17.81
gab,2016,18.66
gab,2019,18.43
gbr,2000,2.68
gbr,2001,3.43
gbr,2002,2.31
gbr,2003,2.19
gbr,2004,2.21
gbr,2005,2.35
gbr,2006,2.35
gbr,2007,2.22
gbr,2008,2.08
gbr,2009,2.1
gbr,2010,2.52
gbr,2011,1.98
gbr,2012,1.98
gbr,2013,1.94
gbr,2014,2.44
gbr,2015,2.4
gbr,2016,2.16
gbr,2017,2.21
gbr,2018,2.01
gbr,2019,2.11
gbr,2020,1.82
geo,1999,9.46
geo,2001,9.44
geo,2002,9.39
geo,2003,7.07
geo,2004,6.91
geo,2005,6.38
geo,2006,5.3
geo,2007,0.15
geo,2008,0.14
geo,2009,0.12
geo,2010,0.15
geo,2011,0.78
geo,2012,0.86
geo,2013,0.82
geo,2015,0.31
geo,2016,0.81
geo,2020,0.18
gha,1993,13.08
gha,2000,13.34
gha,2001,11.88
gha,2002,11.88
gha,2003,11.88
gha,2007,12.49
gha,2008,12.45
gha,2009,12.45
gha,2010,12.29
gha,2013,11.93
gha,2016,11.82
gha,2017,11.72
gha,2018,11.78
gha,2019,11.83
gha,2020,12.32
gin,1998,6.2
gin,2004,6.23
gin,2005,13.76
gin,2008,13.24
gin,2009,12.99
gin,2010,13.23
gin,2012,13.25
gin,2017,12.59
gin,2018,12.21
gin,2019,11.86
gin,2020,12.37
gmb,2003,13.82
gmb,2007,19.19
gmb,2008,19.2
gmb,2009,19.27
gmb,2010,15.52
gmb,2011,15.53
gmb,2012,15.53
gmb,2013,15.57
gmb,2018,13.13
gmb,2020,13.07
gnb,2001,15.03
gnb,2002,15.03
gnb,2003,13.59
gnb,2004,13.78
gnb,2005,13.56
gnb,2006,13.29
gnb,2007,13.48
gnb,2008,13.23
gnb,2009,12.97
