geo,time,gc_xpn_intp_rv_zs
vut,2017,2.98776
vut,2018,2.47561
vut,2019,2.09648
wsm,2012,2.71692
wsm,2013,2.76158
wsm,2014,2.43636
wsm,2015,2.95728
wsm,2016,2.7294
wsm,2017,2.41351
wsm,2018,2.29643
wsm,2019,1.98095
zaf,1972,7.04097
zaf,1973,7.19235
zaf,1974,6.04224
zaf,1975,5.76152
zaf,1976,6.98755
zaf,1977,7.31675
zaf,1978,8.0393
zaf,1979,8.33333
zaf,1980,7.74413
zaf,1981,9.61083
zaf,1982,10.39637
zaf,1983,12.10352
zaf,1984,13.5567
zaf,1985,13.61867
zaf,1986,14.68704
zaf,1987,15.54637
zaf,1988,15.29961
zaf,1989,14.72999
zaf,1990,15.3764
zaf,1991,16.77214
zaf,1992,19.92096
zaf,1993,20.58374
zaf,1994,20.14853
zaf,1995,21.56619
zaf,1996,20.63339
zaf,1997,21.66472
zaf,1998,21.38917
zaf,1999,19.78277
zaf,2000,19.09885
zaf,2001,16.96837
zaf,2002,15.13096
zaf,2003,13.67122
zaf,2004,12.26353
zaf,2005,10.78916
zaf,2006,9.4488
zaf,2007,8.28266
zaf,2008,7.75822
zaf,2009,8.30962
zaf,2010,8.67576
zaf,2011,9.17813
zaf,2012,9.7458
zaf,2013,9.7895
zaf,2014,9.90111
zaf,2015,10.24019
zaf,2016,11.12963
zaf,2017,11.97425
zaf,2018,12.63374
zaf,2019,12.4895
zmb,1990,7.12653
zmb,1991,31.90421
zmb,1992,15.07451
zmb,1993,12.90622
zmb,1998,13.46317
zmb,1999,14.05877
zmb,2001,5.27469
zmb,2002,14.46219
zmb,2003,19.74804
zmb,2004,21.09321
zmb,2005,17.88971
zmb,2006,7.65764
zmb,2007,4.66853
zmb,2008,9.15267
zmb,2009,8.2642
zmb,2010,9.49201
zmb,2011,4.43068
zmb,2012,7.61304
zmb,2013,9.01882
zmb,2014,15.45407
zmb,2015,19.76154
zmb,2016,24.83981
zmb,2017,24.14989
zmb,2018,33.2073
zmb,2019,44.4539
zwe,2009,2.23368
zwe,2010,1.31673
zwe,2011,1.17425
zwe,2012,0.62471
zwe,2015,2.30351
zwe,2016,4.03312
zwe,2017,6.02499
zwe,2018,13.47328
