geo,time,ne_gdi_ftot_cn
atg,2011,637000000
atg,2012,717000000
atg,2013,757000000
atg,2014,842346600
atg,2015,863594000
atg,2016,1054352300
atg,2017,1290814400
atg,2018,1603191500
atg,2019,1908198700
atg,2020,2132984500
aus,1960,5028000000
aus,1961,5323000000
aus,1962,5299000000
aus,1963,5685000000
aus,1964,6386000000
aus,1965,7213000000
aus,1966,7868000000
aus,1967,8544000000
aus,1968,9488000000
aus,1969,10279000000
aus,1970,11614000000
aus,1971,12371000000
aus,1972,13396000000
aus,1973,14483000000
aus,1974,17192000000
aus,1975,18418000000
aus,1976,21846000000
aus,1977,24807000000
aus,1978,27651000000
aus,1979,31685000000
aus,1980,35548000000
aus,1981,43264000000
aus,1982,50916000000
aus,1983,50289000000
aus,1984,55635000000
aus,1985,63624000000
aus,1986,73407000000
aus,1987,79988000000
aus,1988,90110000000
aus,1989,105691000000
aus,1990,111942000000
aus,1991,102039000000
aus,1992,96671000000
aus,1993,104330000000
aus,1994,111824000000
aus,1995,124434000000
aus,1996,127739000000
aus,1997,133805000000
aus,1998,148246000000
aus,1999,157783000000
aus,2000,171882000000
aus,2001,164137000000
aus,2002,183780000000
aus,2003,209212000000
aus,2004,230112000000
aus,2005,249971000000
aus,2006,277776000000
aus,2007,298373000000
aus,2008,332793000000
aus,2009,348181000000
aus,2010,352562000000
aus,2011,369114000000
aus,2012,411296000000
aus,2013,427996000000
aus,2014,429754000000
aus,2015,425718000000
aus,2016,420218000000
aus,2017,422148000000
aus,2018,449424000000
aus,2019,453985000000
aus,2020,448759000000
aut,1970,7906805000
aut,1971,9511273000
aut,1972,11790235000
aut,1973,12608742000
aut,1974,14297013000
aut,1975,14231923000
aut,1976,15353586000
aut,1977,17503761000
aut,1978,17223982000
aut,1979,19089444000
aut,1980,21062192000
aut,1981,22369904000
aut,1982,21687354000
aut,1983,22293820000
aut,1984,22917740000
aut,1985,24842637000
aut,1986,25935244000
aut,1987,27573859000
aut,1988,29810015000
aut,1989,32213739000
aut,1990,34892827000
aut,1991,38993172000
aut,1992,40553492000
aut,1993,41065914000
aut,1994,44201043000
aut,1995,44680350000
aut,1996,47080660000
aut,1997,47972470000
aut,1998,50009910000
aut,1999,50879560000
aut,2000,54708210000
aut,2001,54682770000
aut,2002,53352090000
aut,2003,55897670000
aut,2004,57173610000
aut,2005,58569670000
aut,2006,60530350000
aut,2007,65079310000
aut,2008,68377390000
aut,2009,64559330000
aut,2010,63903980000
aut,2011,69691230000
aut,2012,72172660000
aut,2013,74629550000
aut,2014,75492740000
aut,2015,78137780000
aut,2016,82594160000
aut,2017,87274820000
aut,2018,92834860000
aut,2019,99219490000
aut,2020,95768390000
aze,1990,59400
aze,1991,61200
aze,1992,1051600
aze,1993,6579500
aze,1994,98391400
aze,1995,333800000
aze,1996,795400000
aze,1997,1168300000
aze,1998,1221900000
aze,1999,1076300000
aze,2000,1091600000
aze,2001,1216300000
aze,2002,2066100000
aze,2003,3779200000
aze,2004,4922800000
aze,2005,5172900000
aze,2006,5567800000
aze,2007,6069000000
aze,2008,7457000000
aze,2009,6700000000
aze,2010,7714500000
aze,2011,10508900000
aze,2012,12292800000
aze,2013,15007400000
aze,2014,16187800000
aze,2015,15131400000
aze,2016,15127200000
aze,2017,16752500000
aze,2018,16574300000
aze,2019,17304300000
aze,2020,17028100000
bdi,1960,612500000
bdi,1961,700000000
bdi,1962,787500000
bdi,1963,700000000
bdi,1964,700000000
bdi,1965,743200000
bdi,1966,979700000
bdi,1967,1077300000
bdi,1968,1316400000
bdi,1969,1384500000
bdi,1970,848900000
bdi,1971,1121500000
bdi,1972,1137100000
bdi,1973,1391800000
bdi,1974,1767900000
bdi,1975,3069000000
bdi,1976,3515000000
bdi,1977,5517390000
bdi,1978,7709100000
bdi,1979,10504700000
bdi,1980,11494000000
bdi,1981,11830900000
bdi,1982,13799700000
bdi,1983,19440000000
bdi,1984,20784000000
bdi,1985,19854000000
bdi,1986,19181200000
bdi,1987,30079000000
bdi,1988,22962000000
bdi,1989,29279000000
bdi,1990,29553000000
bdi,1991,31568000000
bdi,1992,22994000000
bdi,1993,25298000000
bdi,1994,16247000000
bdi,1995,16098800000
bdi,1996,22008800000
bdi,1997,20900000000
bdi,1998,27100000000
bdi,1999,26800000000
bdi,2000,17447000000
bdi,2001,32531000000
bdi,2002,30335000000
bdi,2003,66844000000
bdi,2004,104259000000
bdi,2005,221108652000
bdi,2006,225472900000
bdi,2007,216951500000
bdi,2008,254352700000
bdi,2009,402687000000
bdi,2010,411681900000
bdi,2011,435498100000
bdi,2012,498956900000
bdi,2013,511634800000
bdi,2014,602639700000
bdi,2015,602177300000
bdi,2016,458211700000
bdi,2017,492781484600
bdi,2018,601194068500
bdi,2019,681772063900
bdi,2020,709928494400
bel,1970,8911874000
bel,1971,9492002000
bel,1972,10268661000
bel,1973,11695952000
bel,1974,14554427000
bel,1975,15917692000
bel,1976,17710954000
bel,1977,18776790000
bel,1978,20164719000
bel,1979,20587428000
bel,1980,22818930000
bel,1981,20780771000
bel,1982,21169945000
bel,1983,20687369000
bel,1984,21928278000
bel,1985,23899722000
bel,1986,24808164000
bel,1987,26420456000
bel,1988,31178384000
bel,1989,36632378000
bel,1990,40789866000
bel,1991,39901438000
bel,1992,41350277000
bel,1993,41084526000
bel,1994,42243153000
bel,1995,44690500000
bel,1996,45396000000
bel,1997,48975800000
bel,1998,50666600000
bel,1999,53711200000
bel,2000,57702800000
bel,2001,59185300000
bel,2002,56554200000
bel,2003,57629700000
bel,2004,63703000000
bel,2005,68685400000
bel,2006,72591500000
bel,2007,80039200000
bel,2008,84833900000
bel,2009,78942100000
bel,2010,80337800000
bel,2011,86511600000
bel,2012,88673000000
bel,2013,87113300000
bel,2014,91908300000
bel,2015,95688900000
bel,2016,100114200000
bel,2017,103601000000
bel,2018,108529900000
bel,2019,115493100000
bel,2020,109320500000
ben,1982,112699998200
ben,1983,69400002600
ben,1984,57300000800
ben,1985,41100001300
ben,1986,59399991300
ben,1987,62799999000
ben,1988,72800002000
ben,1989,59699998700
ben,1990,67352300000
ben,1991,72602900000
ben,1992,79751700000
ben,1993,89413100000
ben,1994,144115600000
ben,1995,190221536600
ben,1996,197363428800
ben,1997,228061072500
ben,1998,250263114700
ben,1999,454018487100
ben,2000,468136232100
ben,2001,511868684200
ben,2002,492103466200
ben,2003,544198832200
ben,2004,525127326400
ben,2005,520850426700
ben,2006,520404632200
ben,2007,666944160200
ben,2008,691686925900
ben,2009,758704199200
ben,2010,832732847100
ben,2011,918463489800
ben,2012,921732357100
ben,2013,1280300562300
ben,2014,1419286349800
ben,2015,1379940000000
ben,2016,1381606000000
ben,2017,1728656547300
ben,2018,2051843632145.77002
ben,2019,2122671220300
ben,2020,2270807352500
bfa,1979,57828995100
bfa,1980,57537585200
bfa,1981,66634264600
bfa,1982,99260604400
bfa,1983,105277751300
bfa,1984,94748270600
bfa,1985,133500002300
bfa,1986,134999998500
bfa,1987,142199996400
bfa,1988,143799992300
bfa,1989,164000006100
bfa,1990,149799993300
bfa,1991,176899997700
bfa,1992,173199999000
bfa,1993,169899999200
bfa,1994,270599995400
bfa,1995,267000004600
bfa,1996,298399989800
bfa,1997,346100006900
bfa,1998,370199986200
bfa,1999,356556493800
bfa,2000,347655184100
bfa,2001,319280187000
bfa,2002,335710016500
bfa,2003,395858006000
bfa,2004,449485692400
bfa,2005,500297397800
bfa,2006,543701456900
bfa,2007,663674596000
bfa,2008,729333865800
bfa,2009,835210276500
bfa,2010,1006577759800
bfa,2011,1201968405500
bfa,2012,1420827051500
bfa,2013,1559275140200
bfa,2014,1284728212300
bfa,2015,1339407000000
bfa,2016,1539669000000
bfa,2017,1710630000000
bfa,2018,1778658000000
bfa,2019,2028530059400
bgd,1980,40542489700
bgd,1981,56765000000
bgd,1982,64461000000
bgd,1983,69297000000
bgd,1984,77974000000
bgd,1985,91699000000
bgd,1986,105668000000
bgd,1987,116552000000
bgd,1988,130493000000
bgd,1989,148940000000
bgd,1990,171102000000
bgd,1991,186731000000
bgd,1992,206868572200
bgd,1993,224998434000
bgd,1994,249193301400
bgd,1995,291610900500
bgd,1996,393731000000
bgd,1997,449421000000
bgd,1998,502001000000
bgd,1999,560102000000
bgd,2000,639268000000
bgd,2001,704287000000
bgd,2002,765003000000
bgd,2003,859626000000
bgd,2004,957922000000
bgd,2005,1103151000000
bgd,2006,1261028793900
bgd,2007,1439292983400
bgd,2008,1647290162900
bgd,2009,1847715179100
bgd,2010,2093272404600
bgd,2011,2511291713500
bgd,2012,2982253005100
bgd,2013,3403697416300
bgd,2014,3839936000000
bgd,2015,4378651000000
bgd,2016,5138386000000
bgd,2017,6028302000000
bgd,2018,7029355000000
bgd,2019,8026695000000
bgd,2020,8346312000000
bgr,1980,7289000
bgr,1981,7690000
bgr,1982,7973000
bgr,1983,7974000
bgr,1984,8111700
bgr,1985,8612800
bgr,1986,9290900
bgr,1987,9817300
bgr,1988,10260000
bgr,1989,10328000
bgr,1990,9651900
bgr,1991,24635000
bgr,1992,32577000
bgr,1993,38722000
bgr,1994,72327000
bgr,1995,212637000
bgr,1996,97377000
bgr,1997,1842522000
bgr,1998,3861515000
bgr,1999,4070823000
bgr,2000,4705622000
bgr,2001,5969870000
bgr,2002,6465308000
bgr,2003,7256189000
bgr,2004,8631967000
bgr,2005,12067052000
bgr,2006,14708946000
bgr,2007,17961831000
bgr,2008,24024680000
bgr,2009,20330553000
bgr,2010,16611737000
bgr,2011,16906117000
bgr,2012,17456182000
bgr,2013,17423358000
bgr,2014,17722225000
bgr,2015,18684393000
bgr,2016,17554274000
bgr,2017,18794898000
bgr,2018,20623642000
bgr,2019,22403809000
bgr,2020,22981117000
bhr,1980,356899800
bhr,1981,380500000
bhr,1982,451899900
bhr,1983,576100100
bhr,1984,647000100
bhr,1985,463600000
bhr,1986,370100000
bhr,1987,287300000
bhr,1988,269100000
bhr,1989,287800000
bhr,1990,301000000
bhr,1991,343500000
bhr,1992,386200000
bhr,1993,454200000
bhr,1994,417500000
bhr,1995,381100000
bhr,1996,284100000
bhr,1997,285900000
bhr,1998,326200000
bhr,1999,338000000
bhr,2000,558460000
bhr,2001,572870000
bhr,2002,833680000
bhr,2003,981580000
bhr,2004,1113190000
bhr,2005,1542280000
bhr,2006,2052510000
bhr,2007,2741300000
bhr,2008,3337410000
bhr,2009,2178610000
bhr,2010,2518130000
bhr,2011,2279410000
bhr,2012,3102860000
bhr,2013,3029800000
bhr,2014,3213800000
bhr,2015,2810420000
bhr,2016,3122700000
bhr,2017,3781290000
bhr,2018,4191300000
bhr,2019,4216760000
bhs,1977,81300000
bhs,1978,85900000
bhs,1979,135300000
bhs,1980,212900000
bhs,1981,238900000
bhs,1982,298700000
bhs,1983,310700000
bhs,1984,326500000
bhs,1985,407800000
bhs,1986,425200000
bhs,1987,508100000
bhs,1989,877900000
bhs,1990,811370000
bhs,1991,790590000
bhs,1992,812400000
bhs,1993,659620000
bhs,1994,787950000
bhs,1995,872290000
bhs,1996,999170000
bhs,1997,1780500000
bhs,1998,2129300000
bhs,1999,2126600000
bhs,2000,2261100000
bhs,2001,2112900000
bhs,2002,2033600000
bhs,2003,2043900000
bhs,2004,1993600000
bhs,2005,2571600000
bhs,2006,3288500000
bhs,2007,3119700000
bhs,2008,2977400000
bhs,2009,2672600000
bhs,2010,2694900000
bhs,2011,2856600000
bhs,2012,3249300000
bhs,2013,2969600000
bhs,2014,3379200000
bhs,2015,2794600000
bhs,2016,2968800000
bhs,2017,3270900000
bhs,2018,3216700000
bhs,2019,3332400000
bhs,2020,2142000000
bih,1995,328179900
bih,1996,1426908500
bih,1997,2178669800
bih,1998,2359180500
bih,1999,2055839900
bih,2000,3608275584.32653
bih,2001,3602257941.71222
bih,2002,3959233760.66943
bih,2003,3999305852.9948
bih,2004,4206469155.25531
bih,2005,5059238954.52184
bih,2006,4559160656.29286
bih,2007,6043801705.24913
bih,2008,7341921767.63771
bih,2009,5878819535.01712
bih,2010,5265736382.25932
bih,2011,5764825778.25787
bih,2012,5733991972.03745
bih,2013,5629875443.22563
bih,2014,6263399150.07098
bih,2015,6038904230.87624
bih,2016,6195286193.74712
bih,2017,6886054749.94929
bih,2018,7609870144.08315
bih,2019,8129136728.90111
bih,2020,7590843502.85063
blr,1990,95
blr,1991,200
blr,1992,2300
blr,1993,33400
blr,1994,591800
blr,1995,2998400
blr,1996,4043800
blr,1997,9255500
blr,1998,18210300
blr,1999,79667100
blr,2000,230185900
blr,2001,389300000
blr,2002,574643800
blr,2003,868350000
blr,2004,1265660000
blr,2005,1725360000
blr,2006,2351120000
blr,2007,3048690000
blr,2008,4322520000
blr,2009,5049560000
blr,2010,6618690000
blr,2011,11578800000
blr,2012,18299220000
blr,2013,24940790000
blr,2014,26771950000
blr,2015,25763040000
blr,2016,24155100000
blr,2017,27661600000
blr,2018,32081300000
blr,2019,36424200000
blr,2020,36435300000
blz,1980,85284302.18514
blz,1981,92424774.65691
blz,1982,78121585.25085
blz,1983,69126118.03428
blz,1984,82919619.10327
blz,1985,70352464.925
blz,1986,76902975.56448
blz,1987,114872338.80017
blz,1988,156249940.55551
blz,1989,192224072.21741
blz,1990,203743802.35573
blz,1991,244100000
blz,1992,270355100
blz,1993,317530200
blz,1994,238757800
blz,1995,269231600
blz,1996,260571800
blz,1997,260959400
blz,1998,258974800
blz,1999,360406300
blz,2000,476983600
blz,2001,438407500
blz,2002,421417500
blz,2003,374746000
blz,2004,373239500
blz,2005,412195100
blz,2006,450357500
blz,2007,485279700
blz,2008,652084300
blz,2009,511724200
blz,2010,427344100
blz,2011,452886500
blz,2012,456316300
blz,2013,561496300
blz,2014,590926800
blz,2015,704106500
blz,2016,766028600
blz,2017,691700100
blz,2018,744207600
blz,2019,796775800
blz,2020,729832131.48044
bmu,2010,865343000
bmu,2011,794297000
bmu,2012,702521000
bmu,2013,704322000
bmu,2014,775746000
bmu,2015,791397000
bmu,2016,883410000
bmu,2017,983043000
bmu,2018,968986000
bmu,2019,1110091000
bmu,2020,851200000
bol,1970,1792
bol,1971,1951
bol,1972,2623
bol,1973,4519
bol,1974,6550
bol,1975,9055
bol,1976,10685
bol,1977,12414
bol,1978,16389
bol,1979,17420
bol,1980,19000
bol,1981,23000
bol,1982,54000
bol,1983,157000
bol,1984,2936000
bol,1985,342232000
bol,1986,1018308000
bol,1987,1079769000
bol,1988,1372429000
bol,1989,1522167000
bol,1990,1939425000
bol,1991,2771102000
bol,1992,3591711000
bol,1993,4075936000
bol,1994,4104405000
bol,1995,5007244000
bol,1996,6072066000
bol,1997,7899405000
bol,1998,10840874000
bol,1999,9196540000
bol,2000,9288698000
bol,2001,7491257000
bol,2002,8870584000
bol,2003,7839532000
bol,2004,8137288000
bol,2005,10006046000
bol,2006,13116888000
bol,2007,16625264000
bol,2008,20818126000
bol,2009,20059668000
bol,2010,22849078000
bol,2011,31526856000
bol,2012,34366837000
bol,2013,40379932000
bol,2014,47839840000
bol,2015,48732719000
bol,2016,48479144000
bol,2017,55124327000
bol,2018,56139901000
bol,2019,53621558000
bol,2020,39358300000
bra,1970,0.01331
bra,1971,0.0187
bra,1972,0.02562
bra,1973,0.03791
bra,1974,0.05919
bra,1975,0.08903
bra,1976,0.1332
bra,1977,0.19351
bra,1978,0.29287
bra,1979,0.5064
bra,1980,1.03127
bra,1981,2.04618
bra,1982,3.93964
bra,1983,7.73055
bra,1984,23.708
bra,1985,85.2055
bra,1986,254.23801
bra,1987,935.70599
bra,1988,7151.1001
bra,1989,114497
bra,1990,2386394.90909
bra,1991,10917239.27273
bra,1992,118085504.72727
bra,1993,2718362909.09091
bra,1994,72453282000
bra,1995,143219547560.806
bra,1996,159333524836.638
bra,1997,182067075576.26697
bra,1998,185859419169.582
bra,1999,185088011450.95599
bra,2000,219487663000
bra,2001,242336980000
bra,2002,266883735000
bra,2003,285261518000
bra,2004,339087078000
bra,2005,370218886000
bra,2006,414673545000
bra,2007,489532027000
bra,2008,602845578000
bra,2009,636675775000
bra,2010,797946000000
bra,2011,901927000000
bra,2012,997460000000
bra,2013,1114944000000
bra,2014,1148453000000
bra,2015,1069397000000
bra,2016,973271000000
bra,2017,958779000000
bra,2018,1057409000000
bra,2019,1134199930000
bra,2020,1223733421793.68994
brb,1975,151487000
brb,1976,231341000
brb,1977,235352000
brb,1978,252276000
brb,1979,299000000
brb,1980,395300000
brb,1981,517900000
brb,1982,454400000
brb,1983,415100000
brb,1984,379700000
brb,1985,364300000
brb,1986,427200000
brb,1987,459900000
brb,1988,534900000
brb,1989,645200000
brb,1990,607300000
brb,1991,514200000
brb,1992,324000000
brb,1993,383900000
brb,1994,456200000
brb,1995,520000000
brb,1996,598200000
brb,1997,770200000
brb,1998,1062900000
brb,1999,1129100000
brb,2000,1100600000
brb,2001,999300000
brb,2002,1096800000
brb,2003,1178200000
brb,2004,1316000000
brb,2005,1435500000
brb,2006,1784000000
brb,2007,1762298400
brb,2008,1737267400
brb,2009,1496777500
brb,2010,1421635100
brb,2011,1569668500
brb,2012,1472350800
brb,2013,1526576100
brb,2014,1533954800
brb,2015,1576832500
brb,2016,1564685600
brb,2017,1537316400
brb,2018,1434984400
brb,2019,1617109600
brb,2020,1500000000
brn,1989,1082000000
brn,1990,1192000000
brn,1991,1319000000
brn,1992,1585000000
brn,1993,1967000000
brn,1994,1789000000
brn,1995,2460000000
brn,1996,2980000000
brn,1997,2739000000
brn,1998,2292000000
brn,1999,1667000000
brn,2000,1340598100
brn,2001,1468771400
brn,2002,2217748000
brn,2003,1711775200
brn,2004,1787177100
brn,2005,1801284700
brn,2006,1907400000
brn,2007,2398500000
brn,2008,2788900000
brn,2009,2739600000
brn,2010,4398000000
brn,2011,6039000000
brn,2012,7799000000
brn,2013,8933000000
brn,2014,5909000000
brn,2015,6227000000
brn,2016,5412252400
brn,2017,5792614500
brn,2018,7483412400
brn,2019,7075661200
brn,2020,6688327240.68609
btn,1980,332332400
btn,1981,415379600
btn,1982,494494000
btn,1983,647090100
btn,1984,697621600
btn,1985,919325100
btn,1986,1030309700
btn,1987,1168617600
btn,1988,1508000000
btn,1989,1573500000
btn,1990,1186129306.32479
btn,1991,1878905800
btn,1992,2539746500
btn,1993,2958061200
btn,1994,3479337300
btn,1995,3986232200
btn,1996,4059188100
btn,1997,4179738700
btn,1998,5124350000
btn,1999,6882916200
btn,2000,9956784400
btn,2001,13424265600
btn,2002,15902535700
btn,2003,17183038500
btn,2004,20163428500
btn,2005,18801265900
btn,2006,18872088700
btn,2007,15921990000
btn,2008,22879930800
btn,2009,28269936901.2324
btn,2010,44359976669.1497
btn,2011,57785347086.8552
btn,2012,66252818927.9119
btn,2013,48934227501.7427
btn,2014,64001831445.9736
btn,2015,71635666436.0679
btn,2016,82142781125.60539
btn,2017,83125279643.2847
btn,2018,78966181760.76529
btn,2019,67062559732.4682
btn,2020,57907382377.749
bwa,1965,7650000
bwa,1966,8550000
bwa,1967,9450000
bwa,1968,9900000
bwa,1969,13600000
bwa,1970,23800000
bwa,1971,41750000
bwa,1972,58750000
bwa,1973,71950000
bwa,1974,68450000
bwa,1975,69900000
bwa,1976,80650000
bwa,1977,97000000
bwa,1978,140850000
bwa,1979,210300000
bwa,1980,284600000
bwa,1981,321450000
bwa,1982,336200000
bwa,1983,350150000
bwa,1984,424200000
bwa,1985,484200000
bwa,1986,585250000
bwa,1987,908300000
bwa,1988,1448650000
bwa,1989,1953400000
bwa,1990,2281850000
bwa,1991,2492550000
bwa,1992,2585050000
bwa,1993,2716264500
bwa,1994,2959500000
bwa,1995,3537900000
bwa,1996,3708600000
bwa,1997,4797000000
bwa,1998,5691100000
bwa,1999,6766400000
bwa,2000,7424800000
bwa,2001,8311000000
bwa,2002,9454900000
bwa,2003,10416736900
bwa,2004,11703707200
bwa,2005,12860479900
bwa,2006,15486626400
bwa,2007,19061458500
bwa,2008,22851621000
bwa,2009,25645458800
bwa,2010,29201508400
bwa,2011,33640640300
bwa,2012,39803502000
bwa,2013,41925140600
bwa,2014,35319900000
bwa,2015,37145800000
bwa,2016,40314000000
bwa,2017,40293800000
bwa,2018,45852200000
bwa,2019,51901000000
bwa,2020,48189200000
caf,1977,14499999700
caf,1978,12500000800
caf,1979,16699998200
caf,1980,11699998700
caf,1981,15199998000
caf,1982,15700000800
caf,1983,26300002300
caf,1984,33800003600
caf,1985,48179000000
caf,1986,49998000000
caf,1987,46401000000
caf,1988,37104000000
caf,1989,41183000000
caf,1990,46336000000
caf,1991,47315000000
caf,1992,45355000000
caf,1993,35702000000
caf,1994,56402000000
caf,1995,72677000000
caf,1996,34520500000
caf,1997,42903000000
caf,1998,47081000000
caf,1999,79765000000
caf,2000,72092000000
caf,2001,69952000000
caf,2002,66507000000
caf,2003,42427000000
caf,2004,45707000000
caf,2005,69588000000
caf,2006,78160000000
caf,2007,86950000000
caf,2008,113163000000
caf,2009,125635000000
caf,2010,171069000000
caf,2011,154106000000
caf,2012,138019000000
caf,2013,53050000000
caf,2014,197930000000
caf,2015,206261000000
caf,2016,225795000000
caf,2017,291662000000
caf,2018,308587000000
caf,2019,187193627000
caf,2020,248400709400
can,1961,9297000000
can,1962,9824000000
can,1963,10486000000
can,1964,12220000000
can,1965,14270000000
can,1966,16603000000
can,1967,17132000000
can,1968,17492000000
can,1969,19197000000
can,1970,20146000000
can,1971,22862000000
can,1972,25195000000
can,1973,30192000000
can,1974,37198000000
can,1975,43194000000
can,1976,49001000000
can,1977,52985000000
can,1978,57838000000
can,1979,67030000000
can,1980,77023000000
can,1981,92162000000
can,1982,87607000000
can,1983,88575000000
can,1984,93135000000
can,1985,103538000000
can,1986,110785000000
can,1987,125550000000
can,1988,141858000000
can,1989,154204000000
can,1990,150956000000
can,1991,142205000000
can,1992,139271000000
can,1993,139372000000
can,1994,153597000000
can,1995,152580000000
can,1996,161707000000
can,1997,184101000000
can,1998,193327000000
can,1999,203502000000
can,2000,216781000000
can,2001,230644000000
can,2002,238438000000
can,2003,251104000000
can,2004,278827000000
can,2005,310435000000
can,2006,342494000000
can,2007,368210000000
can,2008,388891000000
can,2009,350517000000
can,2010,390875000000
can,2011,417091000000
can,2012,447559000000
can,2013,460101000000
can,2014,486542000000
can,2015,474732000000
can,2016,461262000000
can,2017,485847000000
can,2018,503355000000
can,2019,514911000000
can,2020,513348000000
che,1970,38567009000
che,1971,46557049000
che,1972,53534810000
che,1973,59052110000
che,1974,60095297000
che,1975,52012530000
che,1976,45173860000
che,1977,46727049000
che,1978,50212067000
che,1979,53449810000
che,1980,62591219000
che,1981,67861616000
che,1982,68231407000
che,1983,71927673000
che,1984,76248462000
che,1985,81846035000
che,1986,88059400000
che,1987,92359525000
che,1988,103556260000
che,1989,113592794000
che,1990,121153657000
che,1991,121262648000
che,1992,111100399000
che,1993,106350612000
che,1994,109990464000
che,1995,111060400000
che,1996,107183240000
che,1997,109146615000
che,1998,116988783000
che,1999,120637176000
che,2000,128042822000
che,2001,127770180000
che,2002,127888286000
che,2003,126188506000
che,2004,133355368000
che,2005,138371237000
che,2006,146291770000
che,2007,156798767000
che,2008,160922296000
che,2009,149060202000
che,2010,153867892000
che,2011,157942522000
che,2012,163861300000
che,2013,165932258000
che,2014,170105054000
che,2015,170578963000
che,2016,174088165000
che,2017,180176873000
che,2018,183963746000
che,2019,185414813000
che,2020,181795180000
chl,1960,669274.7187
chl,1961,777122.76827
chl,1962,922053.47126
chl,1963,1499035.33641
chl,1964,2169520.7436
chl,1965,2937398.76453
