geo,time,ne_con_govt_cn
bgr,1983,4620100
bgr,1984,4791900
bgr,1985,5402800
bgr,1986,5834100
bgr,1987,6163900
bgr,1988,6259400
bgr,1989,6544300
bgr,1990,8255000
bgr,1991,25828000
bgr,1992,40835000
bgr,1993,56360000
bgr,1994,90347000
bgr,1995,195793000
bgr,1996,302897000
bgr,1997,2311131000
bgr,1998,4854162000
bgr,1999,4910044000
bgr,2000,5564539000
bgr,2001,6001643000
bgr,2002,6533750000
bgr,2003,7368100000
bgr,2004,7977358000
bgr,2005,8535306000
bgr,2006,9728291000
bgr,2007,10596167000
bgr,2008,12493142000
bgr,2009,12250107000
bgr,2010,12358161000
bgr,2011,12858491000
bgr,2012,13050221000
bgr,2013,14050907000
bgr,2014,14164729000
bgr,2015,14411369000
bgr,2016,14864481000
bgr,2017,16003304000
bgr,2018,18049931000
bgr,2019,20109971000
bgr,2020,23377257000
bhr,1980,150900000
bhr,1981,188600000
bhr,1982,233300000
bhr,1983,254500000
bhr,1984,302200100
bhr,1985,312800000
bhr,1986,312399900
bhr,1987,310900000
bhr,1988,339200000
bhr,1989,356699900
bhr,1990,385100000
bhr,1991,406000000
bhr,1992,426200000
bhr,1993,435500000
bhr,1994,440000000
bhr,1995,458500000
bhr,1996,464300000
bhr,1997,465100000
bhr,1998,482800000
bhr,1999,518200000
bhr,2000,552340000
bhr,2001,582550000
bhr,2002,637350000
bhr,2003,721060000
bhr,2004,763350000
bhr,2005,844000000
bhr,2006,884420000
bhr,2007,988610000
bhr,2008,1091730000
bhr,2009,1205590000
bhr,2010,1249860000
bhr,2011,1497050000
bhr,2012,1785400000
bhr,2013,1902790000
bhr,2014,2024330000
bhr,2015,2064760000
bhr,2016,2073930000
bhr,2017,2217660000
bhr,2018,2315580000
bhr,2019,2280320000
bhs,1977,109300000
bhs,1978,128400000
bhs,1979,143800000
bhs,1980,167000000
bhs,1981,197300000
bhs,1982,208900000
bhs,1983,238000000
bhs,1984,264000000
bhs,1985,289100000
bhs,1986,300100000
bhs,1987,326400000
bhs,1989,415270000
bhs,1990,407120000
bhs,1991,440580000
bhs,1992,427270000
bhs,1993,397990000
bhs,1994,482680000
bhs,1995,476200000
bhs,1996,516870000
bhs,1997,635500000
bhs,1998,650800000
bhs,1999,705500000
bhs,2000,747400000
bhs,2001,802400000
bhs,2002,846300000
bhs,2003,862300000
bhs,2004,907700000
bhs,2005,959200000
bhs,2006,1041000000
bhs,2007,1072200000
bhs,2008,1177300000
bhs,2009,1265000000
bhs,2010,1263700000
bhs,2011,1385600000
bhs,2012,1403100000
bhs,2013,1344200000
bhs,2014,1339200000
bhs,2015,1454400000
bhs,2016,1382400000
bhs,2017,1577700000
bhs,2018,1579000000
bhs,2019,1798900000
bhs,2020,1578100000
bih,2000,2907834880.59615
bih,2001,2967381300.59109
bih,2002,3277108201.83096
bih,2003,3357781654.51574
bih,2004,3504591174.44978
bih,2005,3822411705.10843
bih,2006,4206963564.45356
bih,2007,4753195437.55536
bih,2008,5635027153.23295
bih,2009,5818111453.49867
bih,2010,5866177089.72896
bih,2011,6056795558.37733
bih,2012,6127048709.77502
bih,2013,6112458826.48893
bih,2014,6254486696
bih,2015,6289042592
bih,2016,6268899557
bih,2017,6362438818
bih,2018,6611738000
bih,2019,6862174254.7876
bih,2020,7128951000
blr,1990,103
blr,1991,200
blr,1992,1400
blr,1993,18200
blr,1994,365000
blr,1995,2494800
blr,1996,3942600
blr,1997,7454700
blr,1998,13948200
blr,1999,59019300
blr,2000,177913000
blr,2001,370130000
blr,2002,549670000
blr,2003,781730000
blr,2004,1029990000
blr,2005,1352440000
blr,2006,1522510000
blr,2007,1799810000
blr,2008,2144790000
blr,2009,2287680000
blr,2010,2731100000
blr,2011,4131940000
blr,2012,7429350000
blr,2013,9007220000
blr,2014,11083090000
blr,2015,13416130000
blr,2016,14862500000
blr,2017,16552600000
blr,2018,19252500000
blr,2019,22692900000
blr,2020,24857300000
blz,1980,61197688.44015
blz,1981,64712271.68727
blz,1982,68428697.45027
blz,1983,72358557.54484
blz,1984,76514109.50464
blz,1985,80908314.81349
blz,1986,85554879.33323
blz,1987,90468296.05334
blz,1988,95663890.29568
blz,1989,101157867.51536
blz,1990,106967363.84677
blz,1991,116400000
blz,1992,140167100
blz,1993,166168900
blz,1994,177588700
blz,1995,177127400
blz,1996,181394200
blz,1997,190154200
blz,1998,197499400
blz,1999,197891800
blz,2000,214811300
blz,2001,228288100
blz,2002,266848000
blz,2003,289607000
blz,2004,295326200
blz,2005,322004300
blz,2006,345170800
blz,2007,388120000
blz,2008,420898400
blz,2009,425255600
blz,2010,445589500
blz,2011,458724900
blz,2012,470355800
blz,2013,490503800
blz,2014,510996400
blz,2015,543792000
blz,2016,603036700
blz,2017,618378100
blz,2018,680257100
blz,2019,731169300
blz,2020,655648394.4
bmu,2010,916649000
bmu,2011,886595000
bmu,2012,899708000
bmu,2013,882953000
bmu,2014,823230000
bmu,2015,832027000
bmu,2016,837000000
bmu,2017,830432000
bmu,2018,844669000
bmu,2019,897696000
bmu,2020,897500000
bol,1960,387
bol,1961,450
bol,1962,492
bol,1963,553
bol,1964,614
bol,1965,827
bol,1966,924
bol,1967,977
bol,1968,1078
bol,1969,1154
bol,1970,1172
bol,1971,1345
bol,1972,1699
bol,1973,2490
bol,1974,3948
bol,1975,5043
bol,1976,5929
bol,1977,7574
bol,1978,9541
bol,1979,13592
bol,1980,15000
bol,1981,19000
bol,1982,42000
bol,1983,113000
bol,1984,2575000
bol,1985,249897000
bol,1986,718931000
bol,1987,994015000
bol,1988,1230370000
bol,1989,1515736000
bol,1990,1815415000
bol,1991,2310153000
bol,1992,2833313000
bol,1993,3270271000
bol,1994,3749673000
bol,1995,4375144000
bol,1996,5002609000
bol,1997,5789967000
bol,1998,6657606000
bol,1999,7126099000
bol,2000,7550039000
bol,2001,8458061000
bol,2002,9050972000
bol,2003,10227322000
bol,2004,11320187000
bol,2005,12304214000
bol,2006,13169692000
bol,2007,14481703000
bol,2008,16024963000
bol,2009,17904501000
bol,2010,19069871000
bol,2011,22901891000
bol,2012,25152783000
bol,2013,29324083000
bol,2014,33532605000
bol,2015,39894677000
bol,2016,40945394000
bol,2017,44117490000
bol,2018,48789229000
bol,2019,51269962000
bol,2020,49960896000
bra,1960,0.00015
bra,1961,0.00022
bra,1962,0.00033
bra,1963,0.00062
bra,1964,0.00113
bra,1965,0.00164
bra,1966,0.00244
bra,1967,0.00342
bra,1968,0.00465
bra,1969,0.006
bra,1970,0.008
bra,1971,0.01042
bra,1972,0.01358
bra,1973,0.01844
bra,1974,0.02528
bra,1975,0.03887
bra,1976,0.06231
bra,1977,0.08545
bra,1978,0.12733
bra,1979,0.21461
bra,1980,0.41418
bra,1981,0.83127
bra,1982,1.83891
bra,1983,4.11927
bra,1984,11.6316
bra,1985,49.6167
bra,1986,142.133
bra,1987,510.276
bra,1988,3963.63989
bra,1989,65963.60156
bra,1990,2227868.72727
bra,1991,10791095.27273
bra,1992,109366908.72727
bra,1993,2490117454.54545
bra,1994,62387918000
bra,1995,147749381748.439
bra,1996,168822877271.646
bra,1997,185993431226.36301
bra,1998,201177177894.49399
bra,1999,215178395977.22198
bra,2000,225043750194.33496
bra,2001,254510461820.19901
bra,2002,294923728257.05902
bra,2003,327741617415.85901
bra,2004,361549348230.60895
bra,2005,410023443584.30096
bra,2006,458733169347.65802
bra,2007,515299071418.64697
bra,2008,585868021614.72717
bra,2009,654963511590.58105
bra,2010,738966000000
bra,2011,817038000000
bra,2012,892180000000
bra,2013,1007275000000
bra,2014,1106874000000
bra,2015,1185776000000
bra,2016,1277645000000
bra,2017,1327758000000
bra,2018,1393480000000
bra,2019,1487164159000
bra,2020,1526283480000
brb,1975,134751000
brb,1976,151363000
brb,1977,172071000
brb,1978,189671000
brb,1979,210300000
brb,1980,258200000
brb,1981,321200000
brb,1982,329000000
brb,1983,346100000
brb,1984,387600000
brb,1985,456300000
brb,1986,468800000
brb,1987,497500000
brb,1988,537300000
brb,1989,614100000
brb,1990,574400000
brb,1991,542600000
brb,1992,476800000
brb,1993,518500000
brb,1994,524500000
brb,1995,549900000
brb,1996,632100000
brb,1997,652900000
brb,1998,760600000
brb,1999,771600000
brb,2000,828500000
brb,2001,841300000
brb,2002,909500000
brb,2003,1241400000
brb,2004,1217300000
brb,2005,1275500000
brb,2006,1223700000
brb,2007,1216555900
brb,2008,1274921600
brb,2009,1416236300
brb,2010,1397584100
brb,2011,1440854400
brb,2012,1402827600
brb,2013,1383541800
brb,2014,1347661000
brb,2015,1285850700
brb,2016,1297156600
brb,2017,1210211400
brb,2018,1202117800
brb,2019,1179944500
brn,1974,452000000
brn,1975,479000000
brn,1976,326000000
brn,1977,317000000
brn,1978,188000000
brn,1979,235000000
brn,1980,876000000
brn,1981,404000000
brn,1982,504000000
brn,1983,768000000
brn,1989,1415000000
brn,1990,1405000000
brn,1991,1444000000
brn,1992,1590000000
brn,1993,1714000000
brn,1994,1687000000
brn,1995,1795000000
brn,1996,1819000000
brn,1997,1942000000
brn,1998,2025000000
brn,1999,2231000000
brn,2000,2670751900
brn,2001,2950284800
brn,2002,2842793200
brn,2003,2749548500
brn,2004,2934316800
brn,2005,2920368500
brn,2006,3291900000
brn,2007,4175400000
brn,2008,3496400000
brn,2009,3635500000
brn,2010,4140000000
brn,2011,4364000000
brn,2012,4389000000
brn,2013,4565000000
brn,2014,4640000000
brn,2015,4455464800
brn,2016,4129553600
brn,2017,4434324100
brn,2018,4418095800
brn,2019,4601169500
brn,2020,4212499855.37892
btn,1980,244065000
btn,1981,244235000
btn,1982,279135000
btn,1983,341715000
btn,1984,452910000
btn,1985,505605000
btn,1986,471870000
btn,1987,460220000
btn,1988,498440000
btn,1989,879000000
btn,1990,854000000
btn,1991,775100000
btn,1992,935200000
btn,1993,1178500000
btn,1994,1263000000
btn,1995,1773000000
btn,1996,2332900000
btn,1997,2913900000
btn,1998,3039100000
btn,1999,3273200000
btn,2000,4330959500
btn,2001,4841126800
btn,2002,5390425500
btn,2003,5919540700
btn,2004,6649720900
btn,2005,7911505100
btn,2006,8644247700
btn,2007,9454774300
btn,2008,10372570400
btn,2009,13082071400
btn,2010,14487848200
btn,2011,17047835700
btn,2012,18691145600
btn,2013,18274000000
btn,2014,20194040000
btn,2015,23465545100
btn,2016,25061386300
btn,2017,26814844900
btn,2018,28643420000
btn,2019,32602610000
btn,2020,35878690000
bwa,1960,3934200
bwa,1961,4572200
bwa,1962,5316500
bwa,1963,6060800
bwa,1964,7017700
bwa,1965,8400000
bwa,1966,9700000
bwa,1967,10850000
bwa,1968,11250000
bwa,1969,11500000
bwa,1970,12950000
bwa,1971,14850000
bwa,1972,16950000
bwa,1973,24600000
bwa,1974,35800000
bwa,1975,49850000
bwa,1976,69200000
bwa,1977,88050000
bwa,1978,103300000
bwa,1979,129700000
bwa,1980,175950000
bwa,1981,222900000
bwa,1982,272250000
bwa,1983,332350000
bwa,1984,402950000
bwa,1985,487450000
bwa,1986,627200000
bwa,1987,887450000
bwa,1988,1155250000
bwa,1989,1408250000
bwa,1990,1702200000
bwa,1991,1931200000
bwa,1992,2305750000
bwa,1993,2822150000
bwa,1994,3273000000
bwa,1995,3941400000
bwa,1996,4221100000
bwa,1997,5165200000
bwa,1998,6087200000
bwa,1999,6951800000
bwa,2000,7354000000
bwa,2001,7531200000
bwa,2002,7702000000
bwa,2003,8183188500
bwa,2004,8631078800
bwa,2005,9846280100
bwa,2006,10070546500
bwa,2007,11815363300
bwa,2008,15206644300
bwa,2009,15492877300
bwa,2010,17161965800
bwa,2011,19407320300
bwa,2012,21195572100
bwa,2013,23214749000
bwa,2014,40622000000
bwa,2015,43362700000
bwa,2016,46819000000
bwa,2017,48124000000
bwa,2018,49981900000
bwa,2019,56323000000
bwa,2020,60998600000
caf,1960,5299998200
caf,1961,5800001000
caf,1962,6200000000
caf,1963,6200000000
caf,1964,7800000000
caf,1965,8199999000
caf,1966,8299999000
caf,1967,8899998000
caf,1968,9500000300
caf,1969,9799999500
caf,1970,10500001800
caf,1971,10500001800
caf,1972,11000000500
caf,1973,11799998500
caf,1974,13499998200
caf,1975,13900001300
caf,1976,14599999500
caf,1977,15400001500
caf,1978,19399995400
caf,1979,23300001800
caf,1980,25500000300
caf,1981,28300001300
caf,1982,39100006400
caf,1983,42399993900
caf,1984,39699996700
caf,1985,58781000000
caf,1986,60580000000
caf,1987,63032000000
caf,1988,60777000000
caf,1989,62198000000
caf,1990,60328000000
caf,1991,64619000000
caf,1992,64006000000
caf,1993,55221000000
caf,1994,77898000000
caf,1995,83029000000
caf,1996,66538459500
caf,1997,64881000000
caf,1998,65402000000
caf,1999,104511000000
caf,2000,106029000000
caf,2001,95699000000
caf,2002,95559000000
