geo,time,ny_tax_nind_cn
aut,2004,26249920000
aut,2005,28186910000
aut,2006,28748440000
aut,2007,30373310000
aut,2008,31347130000
aut,2009,31373060000
aut,2010,32263150000
aut,2011,33724660000
aut,2012,35104820000
aut,2013,35285980000
aut,2014,35915900000
aut,2015,37231550000
aut,2016,38655220000
aut,2017,39945060000
aut,2018,41007160000
aut,2019,42227660000
aut,2020,39057020000
aze,1990,25500
aze,1991,30300
aze,1992,413600
aze,1993,1536400
aze,1994,7320200
aze,1995,165200000
aze,1996,275000000
aze,1997,233500000
aze,1998,141700000
aze,1999,149200000
aze,2000,291200000
aze,2001,418300000
aze,2002,486200000
aze,2003,549800000
aze,2004,615700000
aze,2005,974100000
aze,2006,1064900000
aze,2007,1922900000
aze,2008,2879200000
aze,2009,2943700000
aze,2010,3006500000
aze,2011,3183000000
aze,2012,3550800000
aze,2013,4036800000
aze,2014,4601800000
aze,2015,5036900000
aze,2016,5109900000
aze,2017,5184300000
aze,2018,6385500000
aze,2019,7518400000
aze,2020,7195600000
bdi,1960,350000000
bdi,1961,350000000
bdi,1962,350000000
bdi,1963,350000000
bdi,1964,612500000
bdi,1965,801000000
bdi,1966,882000000
bdi,1967,960000000
bdi,1968,1173000000
bdi,1969,1162000000
bdi,1970,1593800000
bdi,1971,1437100000
bdi,1972,1504700000
bdi,1973,1664200000
bdi,1974,1995300000
bdi,1975,2204600000
bdi,1976,3172800000
bdi,1977,6378500000
bdi,1978,6106200000
bdi,1979,7887700000
bdi,1980,6220400000
bdi,1981,4518200000
bdi,1982,6805900000
bdi,1983,6618300000
bdi,1984,10752000000
bdi,1985,12597000000
bdi,1986,14078000000
bdi,1987,11555000000
bdi,1988,16891000000
bdi,1989,21588000000
bdi,1990,16730000000
bdi,1991,22289000000
bdi,1992,23299995900
bdi,1993,23599998200
bdi,1994,30207004000
bdi,1995,31771994800
bdi,1996,17659100000
bdi,1997,38104350300
bdi,1998,29101685000
bdi,1999,2421318600
bdi,2000,51594337800
bdi,2001,40661790800
bdi,2002,41150065400
bdi,2003,64479485200
bdi,2004,78538008200
bdi,2005,99127000000
bdi,2006,109308000000
bdi,2007,117243000000
bdi,2008,157832000000
bdi,2009,186709000000
bdi,2010,230901000000
bdi,2011,295814000000
bdi,2012,335850000000
bdi,2013,382192000000
bdi,2014,435900000000
bdi,2015,399597000000
bdi,2016,419940000000
bdi,2017,610297000000
bdi,2018,582918000000
bdi,2019,678365000000
bdi,2020,976971060500
bel,1970,1852941000
bel,1971,2119884000
bel,1972,2360526000
bel,1973,2987980000
bel,1974,4144304000
bel,1975,4929386000
bel,1976,6231880000
bel,1977,6855310000
bel,1978,7504982000
bel,1979,7980989000
bel,1980,8454721000
bel,1981,9066226000
bel,1982,9941558000
bel,1983,10468188000
bel,1984,10943690000
bel,1985,11528608000
bel,1986,11750508000
bel,1987,13214848000
bel,1988,14254815000
bel,1989,16121031000
bel,1990,16630277000
bel,1991,17089417000
bel,1992,18182559000
bel,1993,19070162000
bel,1994,20638805000
bel,1995,20746300000
bel,1996,22058600000
bel,1997,23485600000
bel,1998,24509300000
bel,1999,26130200000
bel,2000,27751000000
bel,2001,27530700000
bel,2002,28695200000
bel,2003,29334400000
bel,2004,31974300000
bel,2005,33208900000
bel,2006,35128900000
bel,2007,37030000000
bel,2008,37759100000
bel,2009,36961100000
bel,2010,38793100000
bel,2011,39857600000
bel,2012,41106100000
bel,2013,41911400000
bel,2014,42420900000
bel,2015,43399800000
bel,2016,46052600000
bel,2017,48015800000
bel,2018,49856600000
bel,2019,51260400000
bel,2020,47089100000
ben,1999,541614505800
ben,2000,559576805700
ben,2001,422916570800
ben,2002,511276066500
ben,2003,514164515700
ben,2004,524988981200
ben,2005,473655228100
ben,2006,476743140100
ben,2007,489055552000
ben,2008,511197989300
ben,2009,504317130000
ben,2010,547403567100
ben,2011,457878161200
ben,2012,477943019800
ben,2013,498322153800
ben,2014,553700499200
ben,2015,537408000000
ben,2016,584313000000
ben,2017,590202540000
ben,2018,672830895600
ben,2019,740757414200
ben,2020,784031705100
bfa,1960,2702615300
bfa,1961,2852458800
bfa,1962,3833667300
bfa,1963,3863657700
bfa,1964,4613092400
bfa,1965,4908215800
bfa,1966,4260276200
bfa,1967,2575511800
bfa,1968,2683235800
bfa,1969,2960747500
bfa,1970,3409612000
bfa,1971,5804058100
bfa,1972,5640857600
bfa,1973,6927864300
bfa,1974,8120566300
bfa,1975,9657911300
bfa,1976,13459905500
bfa,1977,17698607100
bfa,1978,18824159200
bfa,1979,10927694800
bfa,1980,13352037400
bfa,1981,14388987900
bfa,1982,18164097000
bfa,1983,13201858600
bfa,1984,13434530800
bfa,1985,25458999300
bfa,1986,34403999700
bfa,1987,26272000000
bfa,1988,36051001300
bfa,1989,36671000600
bfa,1990,34519998500
bfa,1991,40618000400
bfa,1992,40194998300
bfa,1993,32962000900
bfa,1994,76262203400
bfa,1995,86764699600
bfa,1996,101270896600
bfa,1997,117792096300
bfa,1998,125645496300
bfa,1999,132093075500
bfa,2000,115360137000
bfa,2001,141305445000
bfa,2002,160675626700
bfa,2003,178680860300
bfa,2004,215091520400
bfa,2005,275906772800
bfa,2006,243838071200
bfa,2007,271308061700
bfa,2008,298043295800
bfa,2009,353325367300
bfa,2010,384184397000
bfa,2011,456648179900
bfa,2012,580877555700
bfa,2013,710775224200
bfa,2014,611392858500
bfa,2015,624982000000
bfa,2016,729935000000
bfa,2017,844211000000
bfa,2018,870452000000
bfa,2019,910515944100
bfa,2020,844831862300
bgd,1980,7030000000
bgd,1981,8441000000
bgd,1982,8801000000
bgd,1983,9622000000
bgd,1984,10517000000
bgd,1985,13057000000
bgd,1986,14158000000
bgd,1987,16899000000
bgd,1988,19537000000
bgd,1989,22823000000
bgd,1990,27693000000
bgd,1991,31455000000
bgd,1992,40415000000
bgd,1993,46386000000
bgd,1994,47675000000
bgd,1995,60798000000
bgd,1996,93556000000
bgd,1997,102114000000
bgd,1998,111609000000
bgd,1999,117461000000
bgd,2000,119112000000
bgd,2001,145310000000
bgd,2002,157272000000
bgd,2003,185048000000
bgd,2004,197296000000
bgd,2005,224179000000
bgd,2006,247249102000
bgd,2007,264393692000
bgd,2008,298320849000
bgd,2009,301522306000
bgd,2010,362405664900
bgd,2011,466974386600
bgd,2012,565684072000
bgd,2013,576618652400
bgd,2014,631739000000
bgd,2015,708149000000
bgd,2016,855521000000
bgd,2017,1058923000000
bgd,2018,1221555000000
bgd,2019,1225915000000
bgd,2020,1134217000000
bgr,1980,339300
bgr,1981,676700
bgr,1982,-21600
bgr,1983,31300
bgr,1984,50600
bgr,1985,150800
bgr,1986,585400
bgr,1987,-1211900
bgr,1988,-1881100
bgr,1989,-1217400
bgr,1990,-1917400
bgr,1991,12437000
bgr,1992,20534000
bgr,1993,36168000
bgr,1994,72937000
bgr,1995,97132000
bgr,1996,180719000
bgr,1997,1647670000
bgr,1998,2874574000
bgr,1999,2829720000
bgr,2000,3469394000
bgr,2001,3695098000
bgr,2002,3755829000
bgr,2003,4664867000
bgr,2004,5916455000
bgr,2005,7031355000
bgr,2006,8359271000
bgr,2007,9589250000
bgr,2008,11543131000
bgr,2009,9589278000
bgr,2010,9520275000
bgr,2011,10317664000
bgr,2012,10747058000
bgr,2013,11340173000
bgr,2014,11165480000
bgr,2015,12211010000
bgr,2016,13246195000
bgr,2017,14384715000
bgr,2018,14686184000
bgr,2019,16443442000
bgr,2020,15974430000
bhr,1980,40300000
bhr,1981,50200000
bhr,1982,60400000
bhr,1983,62700000
bhr,1984,58500000
bhr,2006,68580000
bhr,2007,80060000
bhr,2008,98650000
bhr,2009,83310000
bhr,2010,101000000
bhr,2011,92110000
bhr,2012,114160000
bhr,2013,115080000
bhr,2014,88600000
bhr,2015,109220000
bhr,2016,98150000
bhr,2017,126280000
bhr,2018,155170000
bhr,2019,412750000
bhr,2020,360300000
bhs,1979,125900000
bhs,1980,146600000
bhs,1981,152600000
bhs,1982,157000000
bhs,1983,179000000
bhs,1984,254000000
bhs,1985,303100000
bhs,1986,322800000
bhs,1987,335400000
bhs,1989,432935000
bhs,1990,425262000
bhs,1991,454804000
bhs,1992,476032000
bhs,1993,410432000
bhs,1994,497920000
bhs,1995,523457000
bhs,1996,555122000
bhs,1997,562560000
bhs,1998,617120000
bhs,1999,538770000
bhs,2000,713670000
bhs,2001,575130000
bhs,2002,615260000
bhs,2003,560190000
bhs,2004,561690000
bhs,2005,585700000
bhs,2006,830350000
bhs,2007,786940000
bhs,2008,778900000
bhs,2009,677860000
bhs,2010,638860000
bhs,2011,711050000
bhs,2012,959900000
bhs,2013,890700000
bhs,2014,940100000
bhs,2015,1297300000
bhs,2016,1282500000
bhs,2017,1305800000
bhs,2018,1439500000
bhs,2019,1756900000
bhs,2020,1007100000
bih,1994,0
bih,1995,0
bih,1996,750446900
bih,1997,1139746200
bih,1998,1296703900
bih,1999,1539353000
bih,2000,1952787000
bih,2001,2132367000
bih,2002,2516034000
bih,2003,2677931000
bih,2004,2814456000
bih,2005,3167103469.76521
bih,2006,4143290319
bih,2007,4681555961.64711
bih,2008,4750724444.37173
bih,2009,4240772021.10069
bih,2010,4540688000
bih,2011,4731547598.8624
bih,2012,4759959886
bih,2013,4631499000
bih,2014,4831645000
bih,2015,5006770000
bih,2016,5240428033
bih,2017,5405767924.96
bih,2018,5715686094
bih,2019,6003057865.49
bih,2020,5435492000
blr,1990,11
blr,1991,100
blr,1992,400
blr,1993,6100
blr,1994,167400
blr,1995,1177700
blr,1996,2171100
blr,1997,4675400
blr,1998,9163700
blr,1999,40125500
blr,2000,132710000
blr,2001,220470000
blr,2002,365560000
blr,2003,562020000
blr,2004,715600000
blr,2005,911870000
blr,2006,1060700000
blr,2007,1377610000
blr,2008,1884310000
blr,2009,1930600000
blr,2010,2087100000
blr,2011,3619600000
blr,2012,6732300000
blr,2013,7958000000
blr,2014,9400200000
blr,2015,11942600000
blr,2016,12935200000
blr,2017,14007400000
blr,2018,17533100000
blr,2019,17571100000
blr,2020,18809700000
blz,1978,20700000
blz,1979,26700000
blz,1980,39638211.68578
blz,1981,36801375.11014
blz,1982,35485483.35764
blz,1983,35780146.23473
blz,1984,40640065.46789
blz,1985,42138406.01553
blz,1986,50802301.89764
blz,1987,59576797.27061
blz,1988,79518612.03766
blz,1989,91062938.45531
blz,1990,107865180.81408
blz,1991,117901000
blz,1992,131844000
blz,1993,144454900
blz,1994,157331600
blz,1995,163525300
blz,1996,177357900
blz,1997,185102500
blz,1998,202379500
blz,1999,187625900
blz,2000,208575400
blz,2001,236909200
blz,2002,263656900
blz,2003,272376300
blz,2004,288974700
blz,2005,301186700
blz,2006,334413600
blz,2007,358779600
blz,2008,362431400
blz,2009,330188700
blz,2010,365124200
blz,2011,381846800
blz,2012,407516700
blz,2013,445214900
blz,2014,479126500
blz,2015,555251600
blz,2016,600621000
blz,2017,617715800
blz,2018,642586200
blz,2019,667826500
blz,2020,383283445.08454
bmu,1996,142035000
bmu,1997,147994000
bmu,1998,155563000
bmu,1999,173688000
bmu,2000,183751000
bmu,2001,184618000
bmu,2002,188241000
bmu,2003,196994000
bmu,2004,216072000
bmu,2005,231305000
bmu,2010,278353000
bmu,2011,269837000
bmu,2012,249564000
bmu,2013,278188000
bmu,2014,254563000
bmu,2015,281929000
bmu,2016,290550000
bmu,2017,321956000
bmu,2018,321332000
bmu,2019,316479000
bol,1970,743
bol,1971,677
bol,1972,776
bol,1973,1099
bol,1974,1441
bol,1975,2096
bol,1976,1742
bol,1977,2073
bol,1978,2491
bol,1979,2607
bol,1980,12000
bol,1981,15000
bol,1982,31000
bol,1983,75000
bol,1984,1027000
bol,1985,178128000
bol,1986,579358000
bol,1987,716303000
bol,1988,899218000
bol,1989,1069694000
bol,1990,1279718000
bol,1991,1731641000
bol,1992,2228822000
bol,1993,2518119000
bol,1994,3020659000
bol,1995,3864926000
bol,1996,5025729000
bol,1997,5609619000
bol,1998,6525628000
bol,1999,5890966000
bol,2000,7065029000
bol,2001,6928093000
bol,2002,7394668000
bol,2003,7993067000
bol,2004,9293979000
bol,2005,13849553000
bol,2006,19429554000
bol,2007,22927690000
bol,2008,27123699000
bol,2009,23562557000
bol,2010,26423082087.9173
bol,2011,36459857628.856
bol,2012,44974218137.3003
bol,2013,52894208000.0918
bol,2014,56997488374.6044
bol,2015,51640613974.9
bol,2016,42730880343.3766
bol,2017,45930359571.8065
bol,2018,48713226238.4083
bol,2019,46207872106.5023
bol,2020,37495839463.6368
bra,1960,0.00015
bra,1961,0.00018
bra,1962,0.00029
bra,1963,0.00048
bra,1964,0.00081
bra,1965,0.00164
bra,1966,0.00331
bra,1967,0.00411
bra,1968,0.00662
bra,1969,0.00898
bra,1970,0.01128
bra,1971,0.01357
bra,1972,0.01871
bra,1973,0.02526
bra,1974,0.03396
bra,1975,0.04277
bra,1976,0.07058
bra,1977,0.10764
bra,1978,0.15159
bra,1979,0.22325
bra,1980,0.43491
bra,1981,0.91346
bra,1982,1.85496
bra,1983,4.33376
bra,1984,12.40397
bra,1985,45.179
bra,1986,146.45911
bra,1987,419.44501
bra,1988,3028.3999
bra,1989,3861.31
bra,1990,1616604
bra,1991,7328003.63636
bra,1992,75642154.90909
bra,1993,1460932000
bra,1994,39998025000
bra,1995,95206185702.2571
bra,1996,107465961809.099
bra,1997,115346487217.121
bra,1998,120408135719.00999
bra,1999,145792908823.18799
bra,2000,167765685000
bra,2001,195333598000
bra,2002,218572609000
bra,2003,247233152000
bra,2004,295769101000
bra,2005,327766101000
bra,2006,360159938000
bra,2007,400734670000
bra,2008,483325381000
bra,2009,483276517000
bra,2010,585340000000
bra,2011,658526000000
bra,2012,723628000000
bra,2013,789471000000
bra,2014,820742000000
bra,2015,845786000000
bra,2016,855109000000
bra,2017,918879000000
bra,2018,1003596000000
bra,2019,1037266876000
bra,2020,1007094790000
brb,1975,111798000
brb,1976,85442000
brb,1977,103511000
brb,1978,127615000
brb,1979,152200000
brb,1980,194700000
brb,1981,198400000
brb,1982,205800000
brb,1983,213700000
brb,1984,228200000
brb,1985,229300000
brb,1986,348700000
brb,1987,414800000
brb,1988,431600000
brb,1989,517500000
brb,1990,431500000
brb,1991,434000000
brb,1992,444000000
brb,1993,507000000
brb,1994,515400000
brb,1995,587800000
brb,1996,603600000
brb,1997,689300000
brb,1998,901800000
brb,1999,935100000
brb,2000,933100000
brb,2001,986900000
brb,2002,949600000
brb,2003,1026600000
brb,2004,1120000000
brb,2005,1241200000
brb,2006,1245533100
brb,2007,1245533100
brb,2008,1281849300
brb,2009,1158900000
brb,2010,1186847500
brb,2011,1359122000
brb,2012,1244827800
brb,2013,1295264000
brb,2014,1232300000
brb,2015,1330230000
brb,2016,1476280000
brb,2017,1635500000
brb,2018,1633780000
brb,2019,1596171200
brn,2010,-353189100
brn,2011,-373426200
brn,2012,-378727000
brn,2013,-442194400
brn,2014,-335459400
brn,2015,-337146400
brn,2016,-231343600
brn,2017,-277696000
brn,2018,-292816000
brn,2019,-308511500
brn,2020,-298406316.32016
btn,1980,17900000
btn,1981,21200000
btn,1982,23600000
btn,1983,34800000
btn,1984,45600000
btn,1985,41800000
btn,1986,43000000
btn,1987,76700000
btn,1988,82800000
btn,1989,73700000
btn,1990,134000000
btn,1991,159000000
btn,1992,176000000
btn,1993,185000000
btn,1994,351000000
btn,1995,358000000
btn,1996,359000000
btn,1997,506000000
btn,1998,546000000
btn,1999,621000000
btn,2000,423850000
btn,2001,480230000
btn,2002,815080000
btn,2003,920430000
btn,2004,1211260000
btn,2005,1317900000
btn,2006,1337566500
btn,2007,1442516200
btn,2008,1613118200
btn,2009,1704885500
btn,2010,2895000000
btn,2011,3922370000
btn,2012,5813000000
btn,2013,5495000000
btn,2014,6515650000
btn,2015,5729340000
btn,2016,6863020000
btn,2017,8086670000
btn,2018,9839676100
btn,2019,8370130000
btn,2020,4596960000
bwa,1960,0
bwa,1961,0
bwa,1962,0
bwa,1963,0
bwa,1964,0
bwa,1965,0
bwa,1966,0
bwa,1975,20500000
bwa,1976,26050000
bwa,1977,35050000
bwa,1978,51250000
bwa,1979,81800000
bwa,1980,111300000
bwa,1981,119700000
bwa,1982,125350000
bwa,1983,148450000
bwa,1984,160000000
bwa,1985,154200000
bwa,1986,184450000
bwa,1987,223800000
bwa,1988,266800000
bwa,1989,337400000
bwa,1990,475400000
bwa,1991,729050000
bwa,1992,961600000
bwa,1993,982055000
bwa,1994,871701300
bwa,1995,682644300
bwa,1996,983286100
bwa,1997,1213000000
bwa,1998,1454157700
bwa,1999,1977415900
bwa,2000,2409052600
bwa,2001,2358074900
bwa,2002,2068984900
bwa,2003,2961191600
bwa,2004,4609060800
bwa,2005,5092045300
bwa,2006,5415323900
bwa,2007,6840998800
bwa,2008,8115444100
bwa,2009,8947094900
bwa,2010,9244361000
bwa,2011,10205336600
bwa,2012,10892347900
bwa,2013,11968589100
bwa,2014,8966550000
bwa,2015,9623650000
bwa,2016,9505450000
bwa,2017,9833330000
bwa,2018,9999930000
bwa,2019,9841190000
bwa,2020,9991340000
caf,1960,999999900
caf,1961,1100000100
caf,1962,1399999600
caf,1963,1600000000
caf,1964,1999999700
caf,1965,2100000000
caf,1966,2500000000
caf,1967,2600000000
caf,1968,6274848000
caf,1969,5282771000
caf,1970,5469637900
caf,1971,6070788500
caf,1972,6346479600
caf,1973,7843775600
caf,1974,633982000
caf,1975,5651896200
caf,1976,6603133500
caf,1977,8332870100
caf,1978,8680636300
caf,1979,6267839200
caf,1980,9899998700
caf,1981,11099968000
caf,1982,14100330800
caf,1983,13700712300
caf,1984,18699993600
caf,1985,31596000000
caf,1986,26500000000
caf,1987,23403300000
caf,1988,24392100000
caf,1989,27333000000
caf,1990,31908700000
caf,1991,24698000000
caf,1992,23424000000
caf,1993,19966000000
caf,1994,23477000000
caf,1995,29287872900
caf,1996,15584447400
caf,1997,33600000000
caf,1998,42400000000
caf,1999,40700000000
caf,2000,32510000000
caf,2001,30524000000
caf,2002,35105000000
caf,2003,30900000000
caf,2004,37300000000
caf,2005,35309000000
caf,2006,36328000000
caf,2007,46400000000
caf,2008,50399900000
caf,2009,60700000000
caf,2010,71000000000
caf,2011,55400000000
caf,2012,71632000000
caf,2013,32701000000
caf,2014,44335000000
caf,2015,42259000000
caf,2016,51500000000
caf,2017,55269000000
caf,2018,76900000000
caf,2019,88736422500
caf,2020,73245877500
can,1970,7215363000
can,1971,7920515000
can,1972,9147272000
can,1973,10506764000
can,1974,12390971000
can,1975,10559650000
can,1976,13116863000
can,1977,14291770000
can,1978,14854855000
can,1979,15584894000
can,1980,15149359000
can,1981,22765000000
can,1982,23324000000
can,1983,23245000000
can,1984,25396000000
can,1985,28621000000
can,1986,34240000000
can,1987,38639000000
can,1988,44935000000
can,1989,51090000000
can,1990,49858000000
can,1991,51313000000
can,1992,53369000000
can,1993,55380000000
can,1994,57313000000
can,1995,60348000000
can,1996,61353000000
can,1997,66395000000
can,1998,69745000000
can,1999,74194000000
can,2000,78615000000
can,2001,78894000000
can,2002,88613000000
can,2003,89286000000
can,2004,93991000000
can,2005,97708000000
can,2006,100693000000
can,2007,104607000000
can,2008,101996000000
can,2009,102215000000
can,2010,106997000000
can,2011,111709000000
can,2012,116773000000
can,2013,120319000000
can,2014,127145000000
can,2015,133628000000
can,2016,139429000000
can,2017,149108000000
can,2018,152293000000
can,2019,153256000000
can,2020,135135000000
che,1980,4571925000
che,1981,5189569000
che,1982,5354367000
che,1983,5537427000
che,1984,6193770000
che,1985,6740943000
che,1986,7318928000
che,1987,7805352000
che,1988,8303947000
che,1989,9089334000
che,1990,9928410000
che,1991,9008888000
che,1992,8536464000
che,1993,9336102000
che,1994,9763282000
che,1995,12417839000
che,1996,12196837000
che,1997,13103153000
che,1998,14279474000
che,1999,18006888000
che,2000,20750337000
che,2001,19846512000
che,2002,18166552000
che,2003,18129770000
che,2004,19137501000
che,2005,19381730000
che,2006,20847125000
che,2007,22328187000
che,2008,22722340000
che,2009,21224369000
che,2010,22501465000
che,2011,22331576000
che,2012,21075244000
che,2013,21261142000
che,2014,21422415000
che,2015,20980178000
che,2016,20295582000
che,2017,20953346000
che,2018,20354591000
che,2019,19855043000
che,2020,19377202000
chl,1960,130382.88394
chl,1961,150290.00209
chl,1962,177123.90727
chl,1963,248339.30676
chl,1964,311236.99924
chl,1965,467428.65062
chl,1966,857517.3554
chl,1967,1173935.52925
chl,1968,1425399.73566
chl,1969,1931270.34591
chl,1970,3408690.64186
chl,1971,3335890.01331
chl,1972,5992306.82883
chl,1973,32781318.33347
chl,1974,341548374.49878
chl,1975,1376251031.44103
chl,1976,5183486514.424
chl,1977,14621778074.9781
chl,1978,26089375448.5631
chl,1979,44322299205.0534
chl,1980,62950599563.2635
chl,1981,81708743635.7352
chl,1982,61387910945.6114
chl,1983,92054582162.679
chl,1984,143071798645.66199
chl,1985,211688185141.63101
chl,1986,410617908139.46802
chl,1987,548991879775.52698
chl,1988,592094051292.46704
chl,1989,724117115594.52991
chl,1990,1004924406679.71997
chl,1991,1295006703500
chl,1992,1729932447900
chl,1993,2219360326500
chl,1994,2482347958700
chl,1995,2956193133100
chl,1996,2987728200214.66016
chl,1997,3211572513000.47021
chl,1998,3593409422143.75
chl,1999,3481105358082.68945
chl,2000,3824226110666.76953
chl,2001,4012591394970.32959
chl,2002,4357607822701.9502
chl,2003,4396920404341.43994
chl,2004,4966133484069.88965
chl,2005,5841539152426.16992
chl,2006,6407344630379.83008
chl,2007,7125715833732.72949
chl,2008,7959740424644.50879
chl,2009,7604693138649.63867
