geo,time,ic_tax_paym
bhr,2015,13
bhr,2016,13
bhr,2017,14
bhr,2018,14
bhr,2019,3
bhs,2007,19
bhs,2008,19
bhs,2009,19
bhs,2010,19
bhs,2011,19
bhs,2012,19
bhs,2013,19
bhs,2014,19
bhs,2015,19
bhs,2016,31
bhs,2017,31
bhs,2018,20
bhs,2019,20
bih,2005,55
bih,2006,55
bih,2007,55
bih,2008,55
bih,2009,55
bih,2010,55
bih,2011,55
bih,2012,44
bih,2013,40
bih,2014,45
bih,2015,45
bih,2016,34
bih,2017,33
bih,2018,33
bih,2019,33
blr,2005,125
blr,2006,125
blr,2007,124
blr,2008,112
blr,2009,107
blr,2010,82
blr,2011,18
blr,2012,10
blr,2013,10
blr,2014,7
blr,2015,7
blr,2016,7
blr,2017,7
blr,2018,7
blr,2019,7
blz,2005,41
blz,2006,41
blz,2007,41
blz,2008,40
blz,2009,40
blz,2010,40
blz,2011,29
blz,2012,29
blz,2013,29
blz,2014,29
blz,2015,29
blz,2016,29
blz,2017,29
blz,2018,29
blz,2019,29
bol,2005,42
bol,2006,42
bol,2007,42
bol,2008,42
bol,2009,42
bol,2010,42
bol,2011,42
bol,2012,42
bol,2013,42
bol,2014,42
bol,2015,42
bol,2016,42
bol,2017,42
bol,2018,42
bol,2019,42
bra,2013,9.61
bra,2014,9.61
bra,2015,9.61
bra,2016,9.61
bra,2017,9.61
bra,2018,9.61
bra,2019,9.61
brb,2011,27
brb,2012,27
brb,2013,27
brb,2014,27
brb,2015,28
brb,2016,28
brb,2017,29
brb,2018,29
brb,2019,28
brn,2006,15
brn,2007,15
brn,2008,15
brn,2009,15
brn,2010,16
brn,2011,28
brn,2012,28
brn,2013,28
brn,2014,28
brn,2015,19
brn,2016,16
brn,2017,15
brn,2018,5
brn,2019,5
btn,2005,18
btn,2006,18
btn,2007,18
btn,2008,18
btn,2009,18
btn,2010,18
btn,2011,18
btn,2012,18
btn,2013,18
btn,2014,18
btn,2015,18
btn,2016,18
btn,2017,18
btn,2018,18
btn,2019,18
bwa,2005,34
bwa,2006,34
bwa,2007,34
bwa,2008,34
bwa,2009,34
bwa,2010,34
bwa,2011,34
bwa,2012,34
bwa,2013,34
bwa,2014,34
bwa,2015,34
bwa,2016,34
bwa,2017,34
bwa,2018,34
bwa,2019,34
caf,2005,66
caf,2006,54
caf,2007,54
caf,2008,54
caf,2009,54
caf,2010,54
caf,2011,54
caf,2012,56
caf,2013,56
caf,2014,56
caf,2015,56
caf,2016,56
caf,2017,56
caf,2018,56
caf,2019,56
can,2005,9
can,2006,9
can,2007,9
can,2008,9
can,2009,9
can,2010,8
can,2011,8
can,2012,8
can,2013,8
can,2014,8
can,2015,8
can,2016,8
can,2017,8
can,2018,8
can,2019,8
che,2005,20
che,2006,19
che,2007,19
che,2008,19
che,2009,19
che,2010,19
che,2011,19
che,2012,19
che,2013,19
che,2014,19
che,2015,19
che,2016,19
che,2017,19
che,2018,19
che,2019,19
chl,2005,8
chl,2006,8
chl,2007,8
chl,2008,8
chl,2009,8
chl,2010,7
chl,2011,7
chl,2012,7
chl,2013,7
chl,2014,7
chl,2015,7
chl,2016,7
chl,2017,7
chl,2018,7
chl,2019,7
chn,2013,9
chn,2014,9
chn,2015,9
chn,2016,9
chn,2017,9
chn,2018,7
chn,2019,7
civ,2005,67
civ,2006,67
civ,2007,67
civ,2008,67
civ,2009,67
civ,2010,65
civ,2011,63
civ,2012,63
civ,2013,63
civ,2014,63
civ,2015,63
civ,2016,63
civ,2017,63
civ,2018,63
civ,2019,25
cmr,2005,45
cmr,2006,45
cmr,2007,45
cmr,2008,45
cmr,2009,44
cmr,2010,44
cmr,2011,44
cmr,2012,44
cmr,2013,44
cmr,2014,44
cmr,2015,44
cmr,2016,44
cmr,2017,44
cmr,2018,44
cmr,2019,44
cod,2005,40
cod,2006,40
cod,2007,40
cod,2008,40
cod,2009,40
cod,2010,40
cod,2011,40
cod,2012,40
cod,2013,40
cod,2014,50
cod,2015,52
cod,2016,52
cod,2017,52
cod,2018,52
cod,2019,52
cog,2005,61
cog,2006,61
cog,2007,61
cog,2008,61
cog,2009,61
cog,2010,61
cog,2011,61
cog,2012,61
cog,2013,49
cog,2014,49
cog,2015,50
cog,2016,50
cog,2017,50
cog,2018,50
cog,2019,50
col,2005,70
col,2006,70
col,2007,70
col,2008,32
col,2009,21
col,2010,21
col,2011,10
col,2012,10
col,2013,10
col,2014,11
col,2015,11
col,2016,12
col,2017,12
col,2018,11
col,2019,10
com,2005,33
com,2006,33
com,2007,33
com,2008,33
com,2009,33
com,2010,33
com,2011,33
com,2012,33
com,2013,33
com,2014,33
com,2015,33
com,2016,33
com,2017,33
com,2018,33
com,2019,33
cpv,2005,44
cpv,2006,44
cpv,2007,44
cpv,2008,44
cpv,2009,44
cpv,2010,31
cpv,2011,31
cpv,2012,30
cpv,2013,30
cpv,2014,30
cpv,2015,30
cpv,2016,30
cpv,2017,30
cpv,2018,30
cpv,2019,30
cri,2005,43
cri,2006,43
cri,2007,43
cri,2008,43
cri,2009,43
cri,2010,43
cri,2011,32
cri,2012,24
cri,2013,24
cri,2014,24
cri,2015,10
cri,2016,10
cri,2017,10
cri,2018,10
cri,2019,10
cyp,2008,29
cyp,2009,29
cyp,2010,29
cyp,2011,29
cyp,2012,30
cyp,2013,31
cyp,2014,30
cyp,2015,28
cyp,2016,28
cyp,2017,28
cyp,2018,27
cyp,2019,16
cze,2005,27
cze,2006,12
cze,2007,12
cze,2008,12
cze,2009,12
cze,2010,12
cze,2011,8
cze,2012,8
cze,2013,8
cze,2014,8
cze,2015,8
cze,2016,8
cze,2017,8
cze,2018,8
cze,2019,8
deu,2005,12
deu,2006,12
deu,2007,12
deu,2008,12
deu,2009,12
deu,2010,12
deu,2011,12
deu,2012,9
deu,2013,9
deu,2014,9
deu,2015,9
deu,2016,9
deu,2017,9
deu,2018,9
deu,2019,9
dji,2005,23
dji,2006,23
dji,2007,23
dji,2008,23
dji,2009,23
dji,2010,36
dji,2011,36
dji,2012,35
dji,2013,35
dji,2014,35
dji,2015,35
dji,2016,35
dji,2017,35
dji,2018,35
dji,2019,35
dma,2005,37
dma,2006,37
dma,2007,37
dma,2008,37
dma,2009,37
dma,2010,37
dma,2011,37
dma,2012,37
dma,2013,37
dma,2014,37
dma,2015,37
dma,2016,37
dma,2017,37
dma,2018,37
dma,2019,37
dnk,2005,10
dnk,2006,10
dnk,2007,10
dnk,2008,10
dnk,2009,10
dnk,2010,10
dnk,2011,10
dnk,2012,10
dnk,2013,10
dnk,2014,10
dnk,2015,10
dnk,2016,10
dnk,2017,10
dnk,2018,10
dnk,2019,10
dom,2005,75
dom,2006,63
dom,2007,62
dom,2008,7
dom,2009,7
dom,2010,7
dom,2011,7
dom,2012,7
dom,2013,7
dom,2014,7
dom,2015,7
dom,2016,7
dom,2017,7
dom,2018,7
dom,2019,7
dza,2005,39
dza,2006,39
dza,2007,27
dza,2008,27
dza,2009,27
dza,2010,27
dza,2011,27
dza,2012,27
dza,2013,27
dza,2014,27
dza,2015,27
dza,2016,27
dza,2017,27
dza,2018,27
dza,2019,27
ecu,2005,8
ecu,2006,8
ecu,2007,8
ecu,2008,8
ecu,2009,8
ecu,2010,8
ecu,2011,8
ecu,2012,8
ecu,2013,8
ecu,2014,8
ecu,2015,8
ecu,2016,8
ecu,2017,10
ecu,2018,8
ecu,2019,8
egy,2005,42
egy,2006,41
egy,2007,36
egy,2008,29
egy,2009,29
egy,2010,29
egy,2011,29
egy,2012,29
egy,2013,29
egy,2014,29
egy,2015,29
egy,2016,29
egy,2017,29
egy,2018,29
egy,2019,27
eri,2005,30
eri,2006,30
eri,2007,30
eri,2008,30
eri,2009,30
eri,2010,30
eri,2011,30
eri,2012,30
eri,2013,30
eri,2014,30
eri,2015,30
eri,2016,30
eri,2017,30
eri,2018,30
eri,2019,30
esp,2005,8
esp,2006,8
esp,2007,9
esp,2008,9
esp,2009,9
esp,2010,9
esp,2011,9
esp,2012,9
esp,2013,9
esp,2014,9
esp,2015,9
esp,2016,8
esp,2017,9
esp,2018,9
esp,2019,9
est,2005,7
est,2006,7
est,2007,7
est,2008,7
est,2009,7
est,2010,7
est,2011,8
est,2012,9
est,2013,8
est,2014,8
est,2015,8
est,2016,8
est,2017,8
est,2018,8
est,2019,8
eth,2005,29
eth,2006,29
eth,2007,29
eth,2008,29
eth,2009,29
eth,2010,29
eth,2011,29
eth,2012,29
eth,2013,29
eth,2014,29
eth,2015,29
eth,2016,29
eth,2017,29
eth,2018,29
eth,2019,29
fin,2005,20
fin,2006,20
fin,2007,20
fin,2008,20
fin,2009,8
fin,2010,8
fin,2011,8
fin,2012,8
fin,2013,8
fin,2014,8
fin,2015,8
fin,2016,8
fin,2017,8
fin,2018,8
fin,2019,8
fji,2005,33
fji,2006,33
fji,2007,33
fji,2008,33
fji,2009,33
fji,2010,33
fji,2011,33
fji,2012,34
fji,2013,38
fji,2014,39
fji,2015,39
fji,2016,38
fji,2017,38
fji,2018,38
fji,2019,38
fra,2005,21
fra,2006,21
fra,2007,21
fra,2008,9
fra,2009,9
fra,2010,9
fra,2011,9
fra,2012,9
fra,2013,9
fra,2014,9
fra,2015,9
fra,2016,9
fra,2017,9
fra,2018,9
fra,2019,9
fsm,2005,21
fsm,2006,21
fsm,2007,21
fsm,2008,21
fsm,2009,21
fsm,2010,21
fsm,2011,21
fsm,2012,21
fsm,2013,21
fsm,2014,21
fsm,2015,21
fsm,2016,21
fsm,2017,21
fsm,2018,21
fsm,2019,21
gab,2005,26
gab,2006,26
gab,2007,26
gab,2008,26
gab,2009,26
gab,2010,26
gab,2011,26
gab,2012,26
gab,2013,26
gab,2014,26
gab,2015,26
gab,2016,26
gab,2017,26
gab,2018,50
gab,2019,50
gbr,2005,8
gbr,2006,8
gbr,2007,8
gbr,2008,8
gbr,2009,8
gbr,2010,8
gbr,2011,8
gbr,2012,8
gbr,2013,8
gbr,2014,8
gbr,2015,8
gbr,2016,8
gbr,2017,8
gbr,2018,8
gbr,2019,9
geo,2005,46
geo,2006,33
geo,2007,30
geo,2008,30
geo,2009,30
geo,2010,30
geo,2011,5
geo,2012,5
geo,2013,5
geo,2014,5
geo,2015,5
geo,2016,5
geo,2017,5
geo,2018,5
geo,2019,5
gha,2005,37
gha,2006,37
gha,2007,33
gha,2008,33
gha,2009,33
gha,2010,33
gha,2011,33
gha,2012,32
gha,2013,32
gha,2014,32
gha,2015,32
gha,2016,32
gha,2017,31
gha,2018,31
gha,2019,36
gin,2005,57
gin,2006,57
gin,2007,57
gin,2008,57
gin,2009,57
gin,2010,57
gin,2011,57
gin,2012,57
gin,2013,57
gin,2014,57
gin,2015,57
gin,2016,33
gin,2017,33
gin,2018,33
gin,2019,33
gmb,2005,48
gmb,2006,48
gmb,2007,48
gmb,2008,48
gmb,2009,48
gmb,2010,48
gmb,2011,48
gmb,2012,48
gmb,2013,48
gmb,2014,49
gmb,2015,49
gmb,2016,49
gmb,2017,49
gmb,2018,49
gmb,2019,49
gnb,2005,46
gnb,2006,46
gnb,2007,46
gnb,2008,46
gnb,2009,46
gnb,2010,46
gnb,2011,46
gnb,2012,46
gnb,2013,46
gnb,2014,46
gnb,2015,46
gnb,2016,46
gnb,2017,46
gnb,2018,46
gnb,2019,46
gnq,2005,46
gnq,2006,46
gnq,2007,46
gnq,2008,46
gnq,2009,46
gnq,2010,46
gnq,2011,46
gnq,2012,46
gnq,2013,46
gnq,2014,46
gnq,2015,46
gnq,2016,46
gnq,2017,46
gnq,2018,46
gnq,2019,46
grc,2005,19
grc,2006,19
grc,2007,19
grc,2008,8
grc,2009,8
grc,2010,8
grc,2011,8
grc,2012,8
grc,2013,8
grc,2014,8
grc,2015,8
grc,2016,8
grc,2017,8
grc,2018,8
grc,2019,8
grd,2005,42
grd,2006,42
grd,2007,42
grd,2008,42
grd,2009,42
grd,2010,42
grd,2011,42
grd,2012,42
grd,2013,42
grd,2014,42
grd,2015,42
grd,2016,42
grd,2017,42
grd,2018,42
grd,2019,42
gtm,2005,38
gtm,2006,38
gtm,2007,38
gtm,2008,38
gtm,2009,24
gtm,2010,24
gtm,2011,21
gtm,2012,21
gtm,2013,7
gtm,2014,8
gtm,2015,8
gtm,2016,8
gtm,2017,8
gtm,2018,8
gtm,2019,8
guy,2005,35
guy,2006,35
guy,2007,35
guy,2008,35
guy,2009,35
guy,2010,35
guy,2011,35
guy,2012,35
guy,2013,35
guy,2014,35
guy,2015,35
guy,2016,35
guy,2017,35
guy,2018,35
guy,2019,35
hkg,2005,4
hkg,2006,4
hkg,2007,4
hkg,2008,4
hkg,2009,4
hkg,2010,3
hkg,2011,3
hkg,2012,3
hkg,2013,3
hkg,2014,3
hkg,2015,3
hkg,2016,3
hkg,2017,3
hkg,2018,3
hkg,2019,3
hnd,2005,58
hnd,2006,58
hnd,2007,58
hnd,2008,58
hnd,2009,58
hnd,2010,58
hnd,2011,58
hnd,2012,58
hnd,2013,59
hnd,2014,59
hnd,2015,59
hnd,2016,59
hnd,2017,59
hnd,2018,59
hnd,2019,59
hrv,2005,40
hrv,2006,40
hrv,2007,40
hrv,2008,33
hrv,2009,33
hrv,2010,34
hrv,2011,34
hrv,2012,34
hrv,2013,12
hrv,2014,12
hrv,2015,12
hrv,2016,13
hrv,2017,13
hrv,2018,12
hrv,2019,12
hti,2005,47
hti,2006,47
hti,2007,47
hti,2008,47
hti,2009,47
hti,2010,47
hti,2011,47
hti,2012,47
hti,2013,47
hti,2014,47
hti,2015,47
hti,2016,47
hti,2017,47
hti,2018,47
hti,2019,47
hun,2005,13
hun,2006,13
hun,2007,14
hun,2008,14
hun,2009,14
hun,2010,14
hun,2011,13
hun,2012,12
hun,2013,12
hun,2014,11
hun,2015,11
hun,2016,11
hun,2017,11
hun,2018,11
hun,2019,11
idn,2013,53
idn,2014,53
idn,2015,42
idn,2016,42
idn,2017,42
idn,2018,42
idn,2019,26
ind,2013,41.11
ind,2014,41.11
ind,2015,41.11
ind,2016,33.11
ind,2017,13.94
ind,2018,11.94
ind,2019,10.94
irl,2005,9
irl,2006,9
irl,2007,9
irl,2008,9
irl,2009,9
irl,2010,9
irl,2011,9
irl,2012,9
irl,2013,9
irl,2014,9
irl,2015,9
irl,2016,9
irl,2017,9
irl,2018,9
irl,2019,9
irn,2005,22
irn,2006,22
irn,2007,22
irn,2008,22
irn,2009,22
irn,2010,20
irn,2011,20
irn,2012,20
irn,2013,20
irn,2014,20
irn,2015,20
irn,2016,20
irn,2017,20
irn,2018,20
irn,2019,20
irq,2005,15
irq,2006,15
irq,2007,15
irq,2008,15
irq,2009,15
irq,2010,15
irq,2011,15
irq,2012,15
irq,2013,15
irq,2014,15
irq,2015,15
irq,2016,15
irq,2017,15
irq,2018,15
irq,2019,15
isl,2005,42
isl,2006,25
isl,2007,25
isl,2008,25
isl,2009,25
isl,2010,25
isl,2011,24
isl,2012,24
isl,2013,21
isl,2014,21
isl,2015,21
isl,2016,21
isl,2017,21
isl,2018,21
isl,2019,21
isr,2005,29
isr,2006,29
isr,2007,28
isr,2008,28
isr,2009,28
isr,2010,28
isr,2011,28
isr,2012,28
isr,2013,28
isr,2014,28
isr,2015,28
isr,2016,28
isr,2017,28
isr,2018,28
isr,2019,6
ita,2005,14
ita,2006,14
ita,2007,14
ita,2008,14
ita,2009,14
ita,2010,14
ita,2011,14
ita,2012,13
ita,2013,13
ita,2014,13
ita,2015,14
ita,2016,14
ita,2017,14
ita,2018,14
ita,2019,14
jam,2005,72
jam,2006,72
jam,2007,72
jam,2008,72
jam,2009,72
jam,2010,72
jam,2011,72
jam,2012,36
jam,2013,36
jam,2014,36
jam,2015,37
jam,2016,12
jam,2017,12
jam,2018,11
jam,2019,11
jor,2005,26
jor,2006,26
jor,2007,26
jor,2008,26
jor,2009,26
jor,2010,26
jor,2011,25
jor,2012,25
jor,2013,25
jor,2014,25
jor,2015,25
jor,2016,25
jor,2017,25
jor,2018,23
jor,2019,9
jpn,2013,18
jpn,2014,19
jpn,2015,19
jpn,2016,19
jpn,2017,19
jpn,2018,19
jpn,2019,19
kaz,2005,7
kaz,2006,7
kaz,2007,7
kaz,2008,7
kaz,2009,7
kaz,2010,8
kaz,2011,7
kaz,2012,7
kaz,2013,8
kaz,2014,8
kaz,2015,9
kaz,2016,9
kaz,2017,9
kaz,2018,10
kaz,2019,10
ken,2005,52
ken,2006,52
ken,2007,51
ken,2008,51
ken,2009,51
ken,2010,51
ken,2011,51
ken,2012,51
ken,2013,51
ken,2014,40
ken,2015,41
ken,2016,41
ken,2017,36
ken,2018,35
ken,2019,24
kgz,2005,76
kgz,2006,76
kgz,2007,76
kgz,2008,76
kgz,2009,76
kgz,2010,48
kgz,2011,64
kgz,2012,64
kgz,2013,64
kgz,2014,63
kgz,2015,63
kgz,2016,63
kgz,2017,63
kgz,2018,63
kgz,2019,26
khm,2005,39
khm,2006,39
khm,2007,39
khm,2008,39
khm,2009,39
khm,2010,39
khm,2011,39
khm,2012,40
khm,2013,40
khm,2014,40
khm,2015,40
khm,2016,40
khm,2017,40
khm,2018,40
khm,2019,40
kir,2005,7
kir,2006,7
kir,2007,7
kir,2008,7
kir,2009,7
kir,2010,7
kir,2011,7
kir,2012,7
kir,2013,7
kir,2014,7
kir,2015,10
kir,2016,11
kir,2017,11
kir,2018,11
kir,2019,11
kna,2005,28
kna,2006,28
kna,2007,27
kna,2008,27
kna,2009,27
kna,2010,27
kna,2011,39
kna,2012,39
kna,2013,39
kna,2014,39
kna,2015,39
kna,2016,39
kna,2017,39
kna,2018,39
kna,2019,39
kor,2005,15
kor,2006,15
kor,2007,15
kor,2008,15
kor,2009,15
kor,2010,15
kor,2011,13
kor,2012,11
kor,2013,11
kor,2014,11
kor,2015,12
kor,2016,12
kor,2017,12
kor,2018,12
kor,2019,12
kos,2009,33
kos,2010,33
kos,2011,33
kos,2012,33
kos,2013,33
kos,2014,33
kos,2015,32
kos,2016,10
kos,2017,10
kos,2018,10
kos,2019,10
kwt,2005,12
kwt,2006,12
kwt,2007,12
kwt,2008,12
kwt,2009,12
kwt,2010,12
kwt,2011,12
kwt,2012,12
kwt,2013,12
kwt,2014,12
kwt,2015,12
kwt,2016,12
kwt,2017,12
kwt,2018,12
kwt,2019,12
lao,2005,34
lao,2006,34
lao,2007,34
lao,2008,34
lao,2009,34
lao,2010,34
lao,2011,34
lao,2012,34
lao,2013,34
lao,2014,35
lao,2015,35
lao,2016,35
lao,2017,35
lao,2018,35
lao,2019,35
lbn,2005,20
lbn,2006,20
lbn,2007,20
lbn,2008,20
lbn,2009,20
lbn,2010,20
lbn,2011,20
lbn,2012,20
lbn,2013,20
lbn,2014,20
lbn,2015,20
lbn,2016,20
lbn,2017,20
lbn,2018,20
lbn,2019,20
lbr,2006,33
lbr,2007,33
lbr,2008,33
lbr,2009,33
lbr,2010,33
lbr,2011,33
lbr,2012,33
lbr,2013,33
lbr,2014,33
lbr,2015,33
lbr,2016,33
lbr,2017,33
lbr,2018,33
lbr,2019,33
lby,2012,19
lby,2013,19
lby,2014,19
lby,2015,19
lby,2016,19
lby,2017,19
lby,2018,19
lby,2019,19
lca,2005,35
lca,2006,35
lca,2007,35
lca,2008,35
lca,2009,35
lca,2010,35
lca,2011,35
lca,2012,35
lca,2013,35
lca,2014,35
lca,2015,35
lca,2016,35
lca,2017,35
lca,2018,35
lca,2019,35
lie,2018,34
lie,2019,34
lka,2005,58
lka,2006,59
lka,2007,59
lka,2008,59
lka,2009,59
lka,2010,71
lka,2011,71
lka,2012,61
lka,2013,58
lka,2014,47
lka,2015,47
lka,2016,47
lka,2017,47
lka,2018,36
lka,2019,36
lso,2005,33
lso,2006,33
lso,2007,33
lso,2008,32
lso,2009,32
lso,2010,32
lso,2011,32
lso,2012,32
lso,2013,32
lso,2014,32
lso,2015,32
lso,2016,32
lso,2017,32
lso,2018,32
lso,2019,32
ltu,2005,11
ltu,2006,11
ltu,2007,12
ltu,2008,12
ltu,2009,12
ltu,2010,11
ltu,2011,11
ltu,2012,11
ltu,2013,11
ltu,2014,11
ltu,2015,11
ltu,2016,11
ltu,2017,11
ltu,2018,10
ltu,2019,10
lux,2006,23
lux,2007,23
lux,2008,23
lux,2009,23
lux,2010,23
lux,2011,23
lux,2012,23
lux,2013,23
lux,2014,23
lux,2015,23
lux,2016,23
lux,2017,23
lux,2018,23
lux,2019,23
lva,2005,29
lva,2006,7
lva,2007,7
lva,2008,7
lva,2009,7
lva,2010,7
lva,2011,7
lva,2012,7
lva,2013,7
lva,2014,7
lva,2015,7
lva,2016,7
lva,2017,7
lva,2018,7
lva,2019,7
mar,2005,28
mar,2006,28
mar,2007,28
mar,2008,28
mar,2009,28
mar,2010,28
mar,2011,17
mar,2012,17
mar,2013,6
mar,2014,6
mar,2015,6
mar,2016,6
mar,2017,6
mar,2018,6
mar,2019,6
mda,2005,53
mda,2006,53
mda,2007,53
mda,2008,53
mda,2009,49
mda,2010,49
mda,2011,49
mda,2012,49
mda,2013,32
mda,2014,21
mda,2015,21
mda,2016,10
mda,2017,10
mda,2018,10
mda,2019,10
mdg,2005,27
mdg,2006,26
mdg,2007,26
mdg,2008,25
mdg,2009,23
mdg,2010,23
mdg,2011,23
mdg,2012,23
mdg,2013,23
mdg,2014,23
mdg,2015,23
mdg,2016,23
mdg,2017,23
mdg,2018,23
mdg,2019,23
mdv,2005,3
mdv,2006,3
mdv,2007,3
mdv,2008,3
mdv,2009,3
mdv,2010,3
mdv,2011,3
mdv,2012,17
mdv,2013,30
mdv,2014,30
mdv,2015,30
mdv,2016,30
mdv,2017,17
mdv,2018,17
mdv,2019,17
mex,2013,6
mex,2014,6
mex,2015,6
mex,2016,6
mex,2017,6
mex,2018,6
mex,2019,6
mhl,2005,9
mhl,2006,9
mhl,2007,9
mhl,2008,9
mhl,2009,9
mhl,2010,9
mhl,2011,9
mhl,2012,9
mhl,2013,9
mhl,2014,9
mhl,2015,9
mhl,2016,9
mhl,2017,9
mhl,2018,9
mhl,2019,9
mkd,2005,43
mkd,2006,43
mkd,2007,40
mkd,2008,40
mkd,2009,40
mkd,2010,40
mkd,2011,40
mkd,2012,29
mkd,2013,29
mkd,2014,7
mkd,2015,7
mkd,2016,7
mkd,2017,7
mkd,2018,7
mkd,2019,7
mli,2005,59
mli,2006,59
mli,2007,59
mli,2008,59
mli,2009,59
mli,2010,59
mli,2011,59
mli,2012,45
mli,2013,35
mli,2014,35
mli,2015,35
mli,2016,35
mli,2017,35
mli,2018,35
mli,2019,35
mlt,2011,7
mlt,2012,7
mlt,2013,7
mlt,2014,7
mlt,2015,7
mlt,2016,8
mlt,2017,8
mlt,2018,8
mlt,2019,8
mmr,2012,31
mmr,2013,31
mmr,2014,31
mmr,2015,31
mmr,2016,31
mmr,2017,31
mmr,2018,31
mmr,2019,31
mne,2006,89
mne,2007,89
mne,2008,89
mne,2009,89
mne,2010,77
mne,2011,42
mne,2012,40
mne,2013,40
mne,2014,40
mne,2015,29
mne,2016,18
mne,2017,18
mne,2018,18
mne,2019,18
mng,2005,41
mng,2006,41
mng,2007,41
mng,2008,41
mng,2009,41
mng,2010,41
mng,2011,41
mng,2012,41
mng,2013,41
mng,2014,41
mng,2015,41
mng,2016,19
mng,2017,19
mng,2018,19
mng,2019,19
moz,2005,37
moz,2006,37
moz,2007,37
moz,2008,37
moz,2009,37
moz,2010,37
moz,2011,37
moz,2012,37
moz,2013,37
moz,2014,37
moz,2015,37
moz,2016,37
moz,2017,37
moz,2018,37
moz,2019,37
mrt,2005,37
mrt,2006,37
mrt,2007,37
mrt,2008,37
mrt,2009,37
mrt,2010,37
mrt,2011,37
mrt,2012,37
mrt,2013,37
mrt,2014,49
mrt,2015,49
mrt,2016,45
mrt,2017,33
mrt,2018,33
mrt,2019,33
mus,2005,8
mus,2006,8
mus,2007,8
