geo,time,ne_con_prvt_pp_kd
aus,2018,651407262357.172
aus,2019,661252479180.04895
aus,2020,640562131156.64001
aut,1990,153431841457.54199
aut,1991,158027106039.94199
aut,1992,163525333881.526
aut,1993,163698544974.505
aut,1994,167042935516.30399
aut,1995,168466851687.517
aut,1996,173417991715.35699
aut,1997,174146490846.77499
aut,1998,179205927119.22699
aut,1999,183538294890.52701
aut,2000,189258139693.496
aut,2001,191682404346.11496
aut,2002,192989630419.61496
aut,2003,196353153174.63101
aut,2004,200910290227.11301
aut,2005,205427603959.48801
aut,2006,209725957262.88696
aut,2007,212040754034.03696
aut,2008,214047336313.77301
aut,2009,215868133987.10599
aut,2010,218014708371.68201
aut,2011,220947179760.63199
aut,2012,222100354087.013
aut,2013,221924855218.90799
aut,2014,222598793071.866
aut,2015,223684937437.02802
aut,2016,227141660820.73495
aut,2017,231585815081.17801
aut,2018,234082770550.98599
aut,2019,235639740270.24301
aut,2020,215683459352.46097
aze,2017,83178284242.05838
bdi,1997,3536652361.35626
bdi,1998,3842336324.89454
bdi,1999,3745393779.97913
bdi,2000,3701863021.92818
bdi,2001,3730588620.5522
bdi,2002,4037619700.96817
bdi,2003,3906085272.26799
bdi,2004,4062328683.1587
bdi,2005,4577197565.69801
bdi,2006,5054505872.98191
bdi,2007,4980511447.96293
bdi,2008,5153168847.99082
bdi,2009,5169320944.9376
bdi,2010,5156176389.29014
bdi,2011,5561314186.08984
bdi,2012,5781145711.5026
bdi,2013,6390003219.7834
bdi,2014,6630942675.09158
bdi,2015,6495018959.99974
bdi,2016,6384614575.01012
bdi,2017,6394691424.86252
bdi,2018,6618505624.915
bdi,2019,6817060793.78817
bdi,2020,6846889362.21039
bel,1990,174196070220.63101
bel,1991,179457308279.922
bel,1992,182881641804.60696
bel,1993,182061707957.82199
bel,1994,186421972512.90799
bel,1995,189360066885.98495
bel,1996,193077925335.23901
bel,1997,196037968351.23199
bel,1998,202191748342.88599
bel,1999,206463302139.76096
bel,2000,212279094999.66501
bel,2001,214281427335.90497
bel,2002,215591972439.26697
bel,2003,217139591373.61401
bel,2004,219450336967.57697
bel,2005,222619811295.56601
bel,2006,226571001575.41696
bel,2007,231311512517.595
bel,2008,234491971427.36496
bel,2009,235862629956.30301
bel,2010,242959876884.29999
bel,2011,245062518972.85696
bel,2012,248658702054.67999
bel,2013,252809425451.95401
bel,2014,254204950177.013
bel,2015,258234360335.92599
bel,2016,262288757400.651
bel,2017,267251857011.02496
bel,2018,272442252967.50101
bel,2019,277360086444.15802
bel,2020,254518553951.401
ben,1990,8569152237.44242
ben,1991,9382034518.39139
ben,1992,9928751991.12778
ben,1993,10454011379.2893
ben,1994,9898574193.11003
ben,1995,10317070367.7665
ben,1996,10908331435.3351
ben,1997,11455857796.6754
ben,1998,12080184339.1279
ben,1999,12722554693.7472
ben,2000,13680868516.9054
ben,2001,14281021505.1312
ben,2002,14897889256.7412
ben,2003,15301452957.8801
ben,2004,15919974363.3916
ben,2005,16251050168.7276
ben,2006,16960167546.2588
ben,2007,17598076158.8266
ben,2008,18361439288.3124
ben,2009,18881553214.5489
ben,2010,19268318437.2764
ben,2011,19990023974.5961
ben,2012,20372659882.4653
ben,2013,21197379065.1988
ben,2014,21978472309.3992
ben,2015,23132580735.0024
ben,2016,23580012166.9967
ben,2017,24405312592.8415
ben,2018,25259498533.591
ben,2019,26143580982.0793
ben,2020,26988018648.1926
bfa,1990,7510368326.77491
bfa,1991,7905777927.77478
bfa,1992,7961968709.20904
bfa,1993,8491922943.63661
bfa,1994,6791648473.63825
bfa,1995,7942618157.10124
bfa,1996,9399314395.74324
bfa,1997,9629484141.24474
bfa,1998,10904444341.5558
bfa,1999,12747540485.3316
bfa,2000,12811399518.0194
bfa,2001,12975169427.4491
bfa,2002,13672156496.6295
bfa,2003,14376305146.4827
bfa,2004,15323308629.0478
bfa,2005,16160670260.3977
bfa,2006,16850618781.1495
bfa,2007,17129382942.0152
bfa,2008,18370558681.5059
bfa,2009,18560877776.98109
bfa,2010,19568708130.14149
bfa,2011,20675465809.1796
bfa,2012,22633655218.30009
bfa,2013,24067691155.8619
bfa,2014,24386738864.3861
bfa,2015,25287782952.8952
bfa,2016,26363328878.98989
bfa,2017,27297108056.3694
bfa,2018,27944379912.9897
bfa,2019,28764573333.0397
bgd,1990,158281548459.323
bgd,1991,157779935584.01001
bgd,1992,164005439504.56799
bgd,1993,169589859148.76001
bgd,1994,175800787900.465
bgd,1995,182386703201.32401
bgd,1996,182210949503.77496
bgd,1997,184124492181.289
bgd,1998,187234776910.74097
bgd,1999,194707020087.96097
bgd,2000,204393969763.944
bgd,2001,212840846674.93097
bgd,2002,215090970653.69296
bgd,2003,223805821903.58801
bgd,2004,237165817786.23001
bgd,2005,253131341687.71097
bgd,2006,270971149411.436
bgd,2007,291114860367.71802
bgd,2008,302702061562.77698
bgd,2009,309639201164.74103
bgd,2010,323895082588.09497
bgd,2011,344921311099.14398
bgd,2012,359112273280.41693
bgd,2013,377525444677.09698
bgd,2014,392647556224.06897
bgd,2015,415488373585.65106
bgd,2016,427962394675.78198
bgd,2017,459743014223.13
bgd,2018,510419896521.24298
bgd,2019,530452361249.67603
bgd,2020,558183402986.297
bgr,1990,66411699975.4551
bgr,1991,49775644696.3126
bgr,1992,48581029416.5427
bgr,1993,47172179349.0347
bgr,1994,45096603701.4852
bgr,1995,53468534786.5614
bgr,1996,55298479067.9552
bgr,1997,37434281426.4935
bgr,1998,36404896164.33929
bgr,1999,38988223862.89529
bgr,2000,42496590776.4995
bgr,2001,45756032706.0357
bgr,2002,48356935295.6475
bgr,2003,51510365606.9695
bgr,2004,56382823927.77409
bgr,2005,60494920711.6459
bgr,2006,65640830117.6075
bgr,2007,73112324342.03699
bgr,2008,75643982512.3877
bgr,2009,72501663089.96358
bgr,2010,74226026308.9398
bgr,2011,75705707784.5285
bgr,2012,78543112973.69299
bgr,2013,75494838834.19981
bgr,2014,76549257233.54558
bgr,2015,78707792068.11049
bgr,2016,80457018468.04289
bgr,2017,82492744343.1152
bgr,2018,85562025073.3201
bgr,2019,90663565987.69449
bgr,2020,90297647379.993
bhr,2000,11467447052.4535
bhr,2001,12321059470.161
bhr,2002,12406386851.8597
bhr,2003,12813892819.6149
bhr,2004,13000236083.0864
bhr,2005,13356387608.1526
bhr,2006,13514062677.2439
bhr,2007,14165643331.4057
bhr,2008,17732745493.9649
bhr,2009,19675636431.2142
bhr,2010,22470221048.7519
bhr,2011,23957355415.49969
bhr,2012,24228179558.86729
bhr,2013,26625021196.1059
bhr,2014,26443756943.4498
bhr,2015,27122594955.6542
bhr,2016,27064129897.8236
bhr,2017,27418024084.74969
bhr,2018,27795958922.8686
bhr,2019,27407809629.6654
bhs,1990,4873703385.20856
bhs,1991,4662820136.43696
bhs,1992,4430000650.15971
bhs,1993,4416333048.14087
bhs,1994,4513154973.76245
bhs,1995,4843058623.00623
bhs,1996,5154839529.81878
bhs,1997,5814336446.57759
bhs,1998,5810920993.29885
bhs,1999,6278017997.7728
bhs,2000,6422943205.96488
bhs,2001,6470634125.61693
bhs,2002,6702103446.55004
bhs,2003,6643085571.67413
bhs,2004,6537891540.32347
bhs,2005,7065386108.42717
bhs,2006,7273255997.94839
bhs,2007,7361411355.59775
bhs,2008,7104287542.38166
bhs,2009,6400115628.4013
bhs,2010,6464980296.17811
bhs,2011,6332549472.15544
bhs,2012,6574863339.65721
bhs,2013,6452466615.66249
bhs,2014,6736132553.08711
bhs,2015,6886605460.81387
bhs,2016,7009619667.88724
bhs,2017,7496013018.56877
bhs,2018,7533264614.92252
bhs,2019,7150531236.06814
bhs,2020,6750025922.35658
bih,2000,20578009784.5394
bih,2001,21537837158.9033
bih,2002,22716399256.9593
bih,2003,23737986385.46609
bih,2004,24517834047.6656
bih,2005,25704758517.07529
bih,2006,26656530640.9291
bih,2007,28081281990.8939
bih,2008,29499726173.6682
bih,2009,28239794096.432
bih,2010,28265705970.2996
bih,2011,28220872288.5032
bih,2012,28036623703.67229
bih,2013,28050895147.9521
bih,2014,28589756151.5707
bih,2015,29049501357.931
bih,2016,29689115471.9869
bih,2017,30015196305.9199
bih,2018,30605113174.9185
bih,2019,31301433811.5525
bih,2020,30483656659.6014
blr,1990,25485318902.49409
blr,1991,23895657893.6363
blr,1992,22585922384.5783
blr,1993,21479839367.5149
blr,1994,18476184444.757
blr,1995,16322710415.3839
blr,1996,17193147190.1292
blr,1997,19062234913.7916
blr,1998,21587505731.98429
blr,1999,23550973866.46009
blr,2000,25371018958.6304
blr,2001,29761809635.1906
blr,2002,33047581270.4215
blr,2003,35424543402.7348
blr,2004,38754730483.3226
blr,2005,44429178180.37569
blr,2006,50073614003.5718
blr,2007,56768003025.6422
blr,2008,66038935856.5299
blr,2009,66039067523.527
blr,2010,72281147161.3499
blr,2011,73876955599.3188
blr,2012,81772143201.62219
blr,2013,90482447047.0247
blr,2014,94356382694.75348
blr,2015,92167474283.52708
blr,2016,89227886659.5959
blr,2017,93405099723.8553
blr,2018,100797514459.491
blr,2019,105878601509.23199
blr,2020,104289300391.185
blz,1990,404970075.57458
blz,1991,448610263.52308
blz,1992,787338175.52642
blz,1993,798919339.77846
blz,1994,843543179.55573
blz,1995,882769974.63333
blz,1996,896549478.5267
blz,1997,917070084.37828
blz,1998,979062216.81331
blz,1999,1061290163.19106
blz,2000,1150884334.90087
blz,2001,1258931174.0981
blz,2002,1338966288.11823
blz,2003,1388138397.49609
blz,2004,1386236144.36244
blz,2005,1349886111.60518
blz,2006,1318836139.34788
blz,2007,1354250307.24828
blz,2008,1331061375.76353
blz,2009,1380689002.84551
blz,2010,1452906294.26871
blz,2011,1520514549.28284
blz,2012,1539409946.3749
blz,2013,1616073575.97801
blz,2014,1631733023.83879
blz,2015,1703277773.24187
blz,2016,1796058702.00468
blz,2017,1721819957.42566
blz,2018,1675414091.31861
blz,2019,1619673472.65363
blz,2020,1517660282.81634
bmu,2014,2192865723.37681
bmu,2015,2211407429.04234
bmu,2016,2363096240.15368
bmu,2017,2229507665.52536
bmu,2018,2144148980.30552
bmu,2019,2108807461.86032
bmu,2020,1882005239.04204
bol,1990,24620179597.6032
bol,1991,25438402930.8367
bol,1992,26342876538.7744
bol,1993,27218755618.0087
bol,1994,28017253579.9982
bol,1995,28842931485.7082
bol,1996,29784908189.0677
bol,1997,31401930239.16249
bol,1998,33051543746.4977
bol,1999,33964560866.96469
bol,2000,34746815991.708
bol,2001,35187836713.132
bol,2002,35907308739.8541
bol,2003,36583772819.9155
bol,2004,37648360024.8883
bol,2005,38901810918.4644
bol,2006,40485590221.4586
bol,2007,42173708649.0643
bol,2008,44486057295.1082
bol,2009,46120093774.2582
bol,2010,47954570507.97009
bol,2011,50449841048.5292
bol,2012,52773332466.3338
bol,2013,55901320987.3773
bol,2014,58931241218.8993
bol,2015,61995378846.3623
bol,2016,64101643750.2796
bol,2017,67134149095.7757
bol,2018,70021795017.98151
bol,2019,72595712829.5045
bol,2020,66713450177.3684
bra,1990,795192986446.62195
bra,1991,861007113454.57104
bra,1992,855449022054.66492
bra,1993,894272064939.59302
bra,1994,960835858891.12671
bra,1995,1043676275140.72998
bra,1996,1075653781085.08997
bra,1997,1108278079285.94995
bra,1998,1100298325720.61011
bra,1999,1104460287473.38989
bra,2000,1148999110982.07007
bra,2001,1157861416592.8501
bra,2002,1173131837785.91992
bra,2003,1166726622678
bra,2004,1212503072761.95996
bra,2005,1266118477128.33008
bra,2006,1333029032462.72998
bra,2007,1418026571837.30005
bra,2008,1509691569348.22998
bra,2009,1576969411370.70996
bra,2010,1675204704347.69995
bra,2011,1755923765193.45996
bra,2012,1817371451361.34009
bra,2013,1880453208459.5
bra,2014,1922769409184.02002
bra,2015,1860923671001.17993
bra,2016,1789516320414.33008
bra,2017,1824912273487.66968
bra,2018,1868087915640.34009
bra,2019,1909024641485.57007
bra,2020,1804897328589.12964
brb,2017,3240784987.40412
brn,1990,1952507652.77555
brn,1991,1919692461.98372
brn,1992,2349186186.91788
brn,1993,2753585975.54422
brn,1994,2539321726.6737
brn,1995,2418677336.50879
brn,1996,2693746394.05832
brn,1997,3042167228.44078
brn,1998,2743934407.4392
brn,1999,2665756916.93638
brn,2000,2479448924.59314
brn,2001,2583916715.10719
brn,2002,2602223515.00793
brn,2003,3013631300.68974
brn,2004,3383163822.97791
brn,2005,3364039880.9077
brn,2006,3489516319.17792
brn,2007,3559393587.79913
brn,2008,3621935580.20138
brn,2009,3802612540.98471
brn,2010,3870761494.09227
brn,2011,4080204674.54554
brn,2012,4433651531.52246
brn,2013,4701116169.73021
brn,2014,4526684962.27321
brn,2015,4763356783.77159
brn,2016,4700607725.71365
brn,2017,4922634473.28105
brn,2018,5029827197.14851
brn,2019,5328402218.42813
brn,2020,5611674321.25298
btn,1990,805980431.07693
btn,1991,948952355.6924
btn,1992,1092346536.44764
btn,1993,855727452.55175
btn,1994,766980884.16277
btn,1995,818058943.21881
btn,1996,950063866.37494
btn,1997,990208337.6748
btn,1998,1227987469.12672
btn,1999,1170423760.47121
btn,2000,1108611831.1487
btn,2001,1031937978.60969
btn,2002,1238463421.84313
btn,2003,1446893024.53275
btn,2004,1573731991.725
btn,2005,1925620998.77393
btn,2006,1233204171.35698
btn,2007,2155217352.91327
btn,2008,1971214553.92353
btn,2009,2189622627.10061
btn,2010,2315047364.20773
btn,2011,2453151883.16034
btn,2012,2390035942.48265
btn,2013,3878191976.53231
btn,2014,3564024090.62216
btn,2015,3920234709.38307
btn,2016,3848313261.99798
btn,2017,4075196188.46782
btn,2018,4621332318.58292
btn,2019,4967275749.92859
btn,2020,4572509532.51709
bwa,1990,3536156326.63477
bwa,1991,3888503798.654
bwa,1992,3838646646.61397
bwa,1993,3748433736.45825
bwa,1994,3836587143.46846
bwa,1995,4486533655.67194
bwa,1996,4729998438.08423
bwa,1997,5366220928.8897
bwa,1998,5478198658.5167
bwa,1999,5480352076.39413
bwa,2000,5409128583.61188
bwa,2001,5167752937.94636
bwa,2002,5423720400.27395
bwa,2003,5495962748.97733
bwa,2004,5665008527.18007
bwa,2005,6275440207.01927
bwa,2006,7357832786.89246
bwa,2007,8461034132.98046
bwa,2008,9921285372.92072
bwa,2009,10470217720.1603
bwa,2010,11372644282.6497
bwa,2011,12268448603.0575
bwa,2012,12102251732.4255
bwa,2013,13324028205.5651
bwa,2014,13437231133.5427
bwa,2015,13583314652.2474
bwa,2016,13791331152.57
bwa,2017,13941145077.1559
bwa,2018,14549283675.6915
bwa,2019,15057731814.2984
bwa,2020,14652230512.0248
caf,2009,4989714063.5174
caf,2010,4837080325.65535
caf,2011,4839173700.74201
caf,2012,5257090045.22329
caf,2013,2842613699.4682
caf,2014,2913472338.72697
caf,2015,2967724472.26474
caf,2016,3231644277.65306
caf,2017,3253582567.57128
caf,2018,3687360794.42059
caf,2019,3702347054.51857
caf,2020,4845768295.89839
can,1990,457478590255.974
can,1991,452382390423.76495
can,1992,459361772118.00598
can,1993,467896791396.43298
can,1994,481423194172.48297
can,1995,492227694520.88495
can,1996,506842982401.99597
can,1997,531622418084.40894
can,1998,546173835019.65997
can,1999,567669626605.10205
can,2000,590739683721.69104
can,2001,604945949281.29297
can,2002,629134165784.54602
can,2003,646398273180.41199
can,2004,666184891782.25806
can,2005,692349026564.54395
can,2006,721412554211.49292
can,2007,753247321666.927
can,2008,775778156999.5249
can,2009,776436728683.12402
can,2010,804277896570.84399
can,2011,822597724421.12805
can,2012,838193806665.69397
can,2013,860219198472.96912
can,2014,882397104045.82996
can,2015,902877914198.68604
can,2016,921875352059.323
can,2017,955799041322.92493
can,2018,980018374501.18701
can,2019,996246824541.87195
can,2020,933922682507.3219
che,1990,176435699025.28699
che,1991,179647667453.51901
che,1992,180490207267.022
che,1993,179819638047.069
che,1994,182012431763.716
che,1995,183618900866.27496
che,1996,186363156303.97601
che,1997,190173505635.966
che,1998,194626636857.34
che,1999,198797196042.88199
che,2000,203275148864.76001
che,2001,208093562956.83401
che,2002,208900893423.77701
che,2003,209884362181.00201
che,2004,213794150266.66199
che,2005,216611683920.86301
che,2006,219906678141.71497
che,2007,224588496522.73199
che,2008,227985709182.508
che,2009,231533441615.70901
che,2010,235873516189.27496
che,2011,239177612689.08801
che,2012,244406195525.93201
che,2013,249936693931.64801
che,2014,252380395443.39999
che,2015,258602775454.27399
che,2016,262817811801.27097
che,2017,265872251547.45999
che,2018,267633112206.38501
che,2019,271271061723.33301
che,2020,261273287563.44901
chl,1990,54747681400.5059
chl,1991,59603913929.1695
chl,1992,67823353507.4874
chl,1993,72861358499.7823
chl,1994,78818751271.67769
chl,1995,86556120887.1958
chl,1996,94719752798.20711
chl,1997,101927967466.343
chl,1998,106881519090.87399
chl,1999,105818737726.714
chl,2000,110196304396.69299
chl,2001,112455017922.17
chl,2002,114862596434.769
chl,2003,120055712088.965
chl,2004,129994443150.758
chl,2005,140011273220.84399
chl,2006,150454476311.784
chl,2007,161098730893.29999
chl,2008,167789711528.422
chl,2009,166342834261.388
chl,2010,184136781499.85297
chl,2011,199236144932.84201
chl,2012,211291276824.28296
chl,2013,220960033650.71301
chl,2014,226862367641.285
chl,2015,231678871019.755
chl,2016,237949034772.93399
chl,2017,246062210361.69901
chl,2018,255475385959.48001
chl,2019,258049016493.96896
chl,2020,238700937678.20401
chn,1995,1041015599305.98999
chn,1996,1161533800206.15991
chn,1997,1230569802465.81006
chn,1998,1313828729071.81006
chn,1999,1436510457976.79004
chn,2000,1603006517560.66992
chn,2001,1714975355673.15991
chn,2002,1871504323115.01001
chn,2003,1986770102937.28003
chn,2004,2147429659127.54004
chn,2005,2384175660426.47021
chn,2006,2627769202415.83984
chn,2007,2989774844115.68945
chn,2008,3252368520111.25977
chn,2009,3577326925007.39014
chn,2010,3992250491571.18018
chn,2011,4592961509633.83984
chn,2012,5015756582340.29004
chn,2013,5460303222909.21973
chn,2014,5962351251376.05957
chn,2015,6481263086120.25977
chn,2016,7060492633527.12988
chn,2017,7733715329010.48926
chn,2018,8377269092918.59863
chn,2019,8916134486706.58789
chn,2020,8692954800492.81934
civ,2008,46717697817.5472
civ,2009,48479203688.9728
civ,2010,50715805805.29569
civ,2011,48569860717.9363
civ,2012,53239855820.1334
civ,2013,55487758068.6673
civ,2014,61158820037.5097
civ,2015,69556716330.7861
civ,2016,77303402434.44478
civ,2017,82923379011.4496
cmr,1990,20221125409.9921
cmr,1991,19733057267.5433
cmr,1992,17787553458.7336
cmr,1993,20645895371.08689
cmr,1994,21558689422.4483
cmr,1995,21689725719.0035
cmr,1996,22872796075.84529
cmr,1997,24655783782.2926
cmr,1998,26217305574.8989
cmr,1999,27807633263.26649
cmr,2000,29811806309.0167
cmr,2001,31344137588.09389
cmr,2002,32579707182.3293
cmr,2003,34815506574.1523
cmr,2004,36853040454.7607
cmr,2005,38852745860.3396
cmr,2006,39863465782.0869
cmr,2007,40707592304.477
cmr,2008,42874157552.8761
cmr,2009,44839132727.6098
cmr,2010,45562264769.6695
cmr,2011,47077012007.08929
cmr,2012,49509160291.6546
cmr,2013,52352989517.11929
cmr,2014,55332803605.2018
cmr,2015,58896594910.3596
cmr,2016,60310264019.2575
cmr,2017,63146078322.9214
cmr,2018,66380868126.0627
cmr,2019,69070986679.9187
cmr,2020,69387718647.19679
cod,1993,30804967417.2587
cod,1994,32151524866.18769
cod,1995,32676167022.4449
cod,1996,31381464252.7
cod,1997,29547667692.3279
cod,1998,31320631433.0408
cod,1999,29568577242.7619
cod,2000,29935540310.8868
cod,2001,29699724945.0835
cod,2002,26749842777.4775
cod,2003,33064195296.9281
cod,2004,34585870446.2008
cod,2005,37008638723.6958
cod,2006,37049043800.2006
cod,2007,39766949029.9414
cod,2008,39992206646.0058
cod,2009,40886603204.0058
cod,2010,43707116217.55129
cod,2011,41014276239.436
cod,2012,47641065810.3652
cod,2013,53675184647.516
cod,2014,57848195794.1877
cod,2015,61695836743.87489
cod,2016,63178926565.5785
cod,2017,64679746077.5456
cod,2018,63725248132.2443
cod,2019,74779364298.02209
cod,2020,68783183910.53349
cog,1990,2977036028.56797
cog,1991,3434663211.86091
cog,1992,2661133273.7741
cog,1993,3029624878.31164
cog,1994,3613887634.76344
cog,1995,4293063030.99896
cog,1996,4907289702.10085
cog,1997,4850338905.04285
cog,1998,2725685905.7436
cog,1999,5247292889.37296
cog,2000,5114702618.3404
cog,2001,6266773357.54042
cog,2002,4632848607.82186
cog,2003,5169263962.99378
cog,2004,5553249453.38641
cog,2005,6445592718.27738
cog,2006,6869665170.95984
cog,2007,7387207148.42693
cog,2008,8054722793.75316
cog,2009,8248729385.87283
cog,2010,8377384707.19739
cog,2011,8863289073.05345
cog,2012,9047911329.51219
cog,2013,9044500166.21278
cog,2014,9743163851.31136
cog,2015,10284094466.8471
cog,2016,10081695288.9272
cog,2017,9130021470.53854
cog,2018,9550239007.35782
cog,2019,9705651258.25372
cog,2020,9298013905.43507
col,1990,184711761135.42999
col,1991,187614148047.91599
col,1992,193307689575.89801
col,1993,205099421685.83896
col,1994,217247392780.12296
col,1995,229073526097.76501
col,1996,231462666963.50101
col,1997,237033339703.96799
col,1998,235120564709.341
col,1999,222432878768.47198
col,2000,226875148290.10101
col,2001,230387601643.76199
col,2002,234995586520.78101
col,2003,241909892277.28799
col,2004,251256254731.229
col,2005,262393816166.203
col,2006,279106194248.172
col,2007,297395609267.82294
col,2008,309633446000.36401
col,2009,314922839927.802
col,2010,330834661091.02301
col,2011,349033035333.26001
col,2012,368697090851.54895
col,2013,385756326771.43298
col,2014,402147428721.53601
col,2015,414583899877.526
col,2016,421149369494.99597
col,2017,429798995752.43903
col,2018,443709424618.79199
col,2019,461223864425.74493
col,2020,435332327356.02094
com,1990,1045401825.77445
com,1991,988996136.57654
com,1992,1073366639.57798
com,1993,1105631369.3363
com,1994,1047290717.61454
com,1995,1085099268.52768
com,1996,1071083383.7167
com,1997,1114251626.72218
com,1998,1128543781.37666
com,1999,1150258359.15834
com,2000,1275039323.666
com,2001,1304785070.29663
com,2002,1335118523.58417
com,2003,1363210799.14011
com,2004,1389379015.55712
com,2005,1428801263.91723
com,2006,1466620257.52652
com,2007,1467467441.48644
com,2008,1534970943.79482
com,2009,1600974694.51876
com,2010,1631393213.78383
com,2011,1706437301.10643
com,2012,1779814105.59244
com,2013,1840327784.7814
com,2014,1867932701.86691
com,2015,1881819305.23161
com,2016,1942493991.0405
com,2017,2024042590.61107
com,2018,2072858094.0053
com,2019,2148028711.91793
com,2020,2157540095.99302
cpv,2007,1808961888.72555
cpv,2008,1838140753.92095
cpv,2009,1949926425.90098
cpv,2010,1925799447.69373
cpv,2011,1967457418.16875
cpv,2012,2033362754.33872
cpv,2013,2069940128.24562
cpv,2014,2094546007.88362
cpv,2015,2161172033.68357
cpv,2016,2214125369.43989
cpv,2017,2372233574.03768
cpv,2018,2407654305.79341
cpv,2019,2549179919.21013
cpv,2020,2260690456.06562
cri,1990,19445102408.9788
cri,1991,19260047868.755
cri,1992,21116487514.5302
cri,1993,23122594185.6188
cri,1994,24317672940.06969
cri,1995,24856218895.1224
cri,1996,25286751333.4822
cri,1997,26501670809.86729
cri,1998,27704940373.7495
cri,1999,28188062156.9089
cri,2000,28460113429.2244
cri,2001,29129240017.17369
cri,2002,30740240053.12429
cri,2003,32236778669.4301
cri,2004,33060183411.4563
cri,2005,34652293430.0867
cri,2006,36439936835.1722
cri,2007,39235763320.7162
cri,2008,41570996532.0578
cri,2009,41684423671.925
cri,2010,44139825494.37
cri,2011,47158026397.8289
cri,2012,50579306887.9423
cri,2013,51543882624.8921
cri,2014,54028541643.1279
cri,2015,56554691900.0015
cri,2016,58677550623.4586
