geo,time,ne_gdi_totl_cd
ben,2010,1488285042.49139
ben,2011,1760394251.78133
ben,2012,1701988835.90311
ben,2013,2361100082.68887
ben,2014,2558279480.82995
ben,2015,2360978309.46174
ben,2016,2396371212.15189
ben,2017,3043370106.57586
ben,2018,3763351883.83718
ben,2019,3688560583.94534
ben,2020,4012092636.89527
bfa,1960,28153525.90651
bfa,1961,30311210.01745
bfa,1962,33051939.91035
bfa,1963,34680445.88036
bfa,1964,39551345.72815
bfa,1965,36844317.47374
bfa,1966,34590062.0486
bfa,1967,36162710.78683
bfa,1968,38079461.24791
bfa,1969,45965964.07302
bfa,1970,47078279.51278
bfa,1971,71753346.29834
bfa,1972,99966819.90385
bfa,1973,139212989.68277
bfa,1974,191713050.47222
bfa,1975,217173380.13717
bfa,1976,223087354.49392
bfa,1977,221295339.82661
bfa,1978,270311143.20521
bfa,1979,286752522.0758
bfa,1980,291370697.88091
bfa,1981,250942987.47109
bfa,1982,314513818.81601
bfa,1983,274164010.95873
bfa,1984,206815778.54282
bfa,1985,356348052.25447
bfa,1986,410042095.44221
bfa,1987,455545172.20199
bfa,1988,491525555.63539
bfa,1989,533841903.8
bfa,1990,586561291.06664
bfa,1991,666059576.35208
bfa,1992,647923339.89946
bfa,1993,622610469.03793
bfa,1994,514877714.4718
bfa,1995,569307864.15423
bfa,1996,645207508.55631
bfa,1997,670460063.69359
bfa,1998,678072856.46048
bfa,1999,586276507.03938
bfa,2000,432512258.52145
bfa,2001,432164404.12088
bfa,2002,487267134.6026
bfa,2003,732888718.59056
bfa,2004,845998738.00105
bfa,2005,1079520412.5719
bfa,2006,1055771865.31441
bfa,2007,1391777192.45427
bfa,2008,1959468236.54709
bfa,2009,1889197446.53019
bfa,2010,2223149085.99392
bfa,2011,2672585854.04816
bfa,2012,3096666404.86074
bfa,2013,3187632373.25967
bfa,2014,2685738664.92708
bfa,2015,2296231620.58532
bfa,2016,2668768233.03728
bfa,2017,3112253763.71271
bfa,2018,3454357890.4539
bfa,2019,3592902011.56831
bgd,1960,294722550.79092
bgd,1961,372370589.37269
bgd,1962,609282225.79373
bgd,1963,524266062.50468
bgd,1964,644988995.20846
bgd,1965,677861868.90245
bgd,1966,580660081.09753
bgd,1967,776763927.47315
bgd,1968,1059300812.08153
bgd,1969,1059584249.57027
bgd,1970,1020193438.63523
bgd,1971,720086513.05823
bgd,1972,295402700
bgd,1973,704516103.32862
bgd,1974,922776098.41828
bgd,1975,1195666122.12708
bgd,1976,1002743730.63973
bgd,1977,1112122954.10472
bgd,1978,1533618895.50265
bgd,1979,1743936511.16951
bgd,1980,2619023882.42894
bgd,1981,3473990208.07834
bgd,1982,3216616766.46707
bgd,1983,2916540404.0404
bgd,1984,3118960000
bgd,1985,3526884615.38462
bgd,1986,3522266666.66667
bgd,1987,3759741935.48387
bgd,1988,4182467846.44857
bgd,1989,4639875609.96842
bgd,1990,5200668451.80243
bgd,1991,5230560224.08964
bgd,1992,5487230031.83024
bgd,1993,5952339523.80952
bgd,1994,6214296793.01746
bgd,1995,7254002500
bgd,1996,9626674816.62592
bgd,1997,10525081967.2131
bgd,1998,11057290748.8987
bgd,1999,11649376039.9334
bgd,2000,12706579208.9048
bgd,2001,13052020014.8258
bgd,2002,13320616402.5771
bgd,2003,14846735751.2953
bgd,2004,16271819262.7824
bgd,2005,17937414634.1463
bgd,2006,18776485912.7457
bgd,2007,20841195821.0252
bgd,2008,24009476211.9225
bgd,2009,26855388461.7397
bgd,2010,30256903105.2292
bgd,2011,35273774915.9694
bgd,2012,37689448672.3874
bgd,2013,42581720212.9776
bgd,2014,49406990433.6694
bgd,2015,56351771702.4379
bgd,2016,65655283268.8713
bgd,2017,76187937682.70351
bgd,2018,85595865206.41089
bgd,2019,95522687351.5397
bgd,2020,98430338903.2963
bgr,1980,6744615384.61539
bgr,1981,7051428571.42857
bgr,1982,6601333333.33333
bgr,1983,5447777777.77778
bgr,1984,5842111111.11111
bgr,1985,5523578947.36842
bgr,1986,7264705882.35294
bgr,1987,9246307692.30769
bgr,1988,7763176470.58824
bgr,1989,7280166666.66667
bgr,1990,5279500000
bgr,1991,2472983870.96774
bgr,1992,2058608247.42268
bgr,1993,1655000000
bgr,1994,910701107.01107
bgr,1995,3365505952.38095
bgr,1996,142287802.13603
bgr,1997,1100750341.87526
bgr,1998,2812034196.77346
bgr,1999,2704166077.16167
bgr,2000,2522820609.42872
bgr,2001,3028328832.33396
bgr,2002,3367343765.04574
bgr,2003,4667580077.33595
bgr,2004,6129671131.99162
bgr,2005,8285641318.84887
bgr,2006,11020906817.1615
bgr,2007,14932194541.6375
bgr,2008,20116997232.8173
bgr,2009,14846582782.3985
bgr,2010,11414082848.2469
bgr,2011,12319307500.8887
bgr,2012,11884432325.887
bgr,2013,11725137757.8719
bgr,2014,12276722968.3896
bgr,2015,10660807073.226
bgr,2016,10226568438.914
bgr,2017,11724968020.7433
bgr,2018,14078532890.7664
bgr,2019,14470783056.6686
bgr,2020,13102819437.1613
bhr,1980,1417352348.10295
bhr,1981,1443085638.29787
bhr,1982,1322606382.97872
bhr,1983,1638031648.93617
bhr,1984,1663031914.89362
bhr,1985,1301861702.12766
bhr,1986,812765957.44681
bhr,1987,863563829.78723
bhr,1988,747872340.42553
bhr,1989,951861702.12766
bhr,1990,694946808.51064
bhr,1991,1320212765.95745
bhr,1992,1397606382.97872
bhr,1993,951861702.12766
bhr,1994,1093085106.38298
bhr,1995,854521276.59574
bhr,1996,878989361.70213
bhr,1997,1107712765.95745
bhr,1998,1324734042.55319
bhr,1999,523404255.31915
bhr,2000,1502180851.06383
bhr,2001,1410106382.97872
bhr,2002,2239867021.2766
bhr,2003,2628696808.51064
bhr,2004,2698404255.31915
bhr,2005,4269281914.89362
bhr,2006,5623218085.10638
bhr,2007,7543191489.3617
bhr,2008,8985478723.40425
bhr,2009,5997127659.57447
bhr,2010,7016250000
bhr,2011,6446808510.6383
bhr,2012,8654813829.78723
bhr,2013,8440930851.06383
bhr,2014,8962765957.44681
bhr,2015,7927473404.25532
bhr,2016,9397765957.44681
bhr,2017,11686276595.7447
bhr,2018,13180718085.1064
bhr,2019,12726223404.2553
bhs,1977,89200000
bhs,1978,94400000
bhs,1979,146200000
bhs,1980,244200000
bhs,1981,268800000
bhs,1982,338800000
bhs,1983,352300000
bhs,1984,333700000
bhs,1985,444900000
bhs,1986,455500000
bhs,1987,510100000
bhs,1989,964520000
bhs,1990,931270000
bhs,1991,913340000
bhs,1992,866210000
bhs,1993,721660000
bhs,1994,842800000
bhs,1995,948290000
bhs,1996,1100520000
bhs,1997,1841400000
bhs,1998,2194300000
bhs,1999,2209300000
bhs,2000,2437900000
bhs,2001,2235300000
bhs,2002,2150000000
bhs,2003,2153100000
bhs,2004,2100000000
bhs,2005,2688900000
bhs,2006,3407700000
bhs,2007,3239700000
bhs,2008,3100500000
bhs,2009,2800300000
bhs,2010,2825400000
bhs,2011,3039600000
bhs,2012,3360000000
bhs,2013,3062500000
bhs,2014,3505500000
bhs,2015,2915900000
bhs,2016,3087800000
bhs,2017,3406800000
bhs,2018,3370400000
bhs,2019,3488900000
bhs,2020,2244300000
bih,1995,373000000
bih,1996,1148237971.8235
bih,1997,1542162908.71345
bih,1998,1564345797.57913
bih,1999,1312004302.83224
bih,2000,1655036516.61279
bih,2001,1797058719.15014
bih,2002,2073949877.2577
bih,2003,2523168394.13417
bih,2004,3036672900.92899
bih,2005,3225452349.86992
bih,2006,3251764084.04853
bih,2007,4708586338.52037
bih,2008,6057785807.5554
bih,2009,4165407899.93235
bih,2010,3385330924.06209
bih,2011,4139108089.68863
bih,2012,3863817641.78379
bih,2013,3858637536.11946
bih,2014,4180994456.62889
bih,2015,3559836802.34403
bih,2016,3888410039.37054
bih,2017,4514245671.81751
bih,2018,4998628496.58109
bih,2019,5088325376.91429
bih,2020,4576845508.56344
blr,1990,5740000000
blr,1991,6000000000
blr,1992,5370370370.37037
blr,1993,6677685950.41322
blr,1994,4917757636.79087
blr,1995,3458209607.99208
blr,1996,3470692307.69231
blr,1997,3791634570.94438
blr,1998,4066098681.92855
blr,1999,2877642953.12782
blr,2000,3234992623.92387
blr,2001,2935611510.79137
blr,2002,3236544946.95701
blr,2003,4448805460.75085
blr,2004,6634861111.11111
blr,2005,8597214484.67966
blr,2006,11893426573.4266
blr,2007,15435927306.617
blr,2008,22872378277.1536
blr,2009,18754242749.73149
blr,2010,23264585431.3528
blr,2011,22984763819.0955
blr,2012,23051709247.9309
blr,2013,29303367117.1171
blr,2014,27459555946.7919
blr,2015,16391460504.8349
blr,2016,12635806192.1994
blr,2017,15340061067.1221
blr,2018,16856105221.8296
blr,2019,18775408738.8852
blr,2020,15830873913.7564
blz,1980,46148810.01573
blz,1981,49226883.59573
blz,1982,35123491.37837
blz,1983,37577555.28441
blz,1984,49826574.70162
blz,1985,46065331.22388
blz,1986,46633691.93627
blz,1987,58974177.69972
blz,1988,77017604.30202
blz,1989,109154346.48956
blz,1990,102635983.70112
blz,1991,122050000
blz,1992,135177550
blz,1993,158765100
blz,1994,119378900
blz,1995,134615800
blz,1996,130559350
blz,1997,132000200
blz,1998,131363000
blz,1999,180176750
blz,2000,263826600
blz,2001,216127300
blz,2002,222209150
blz,2003,202940600
blz,2004,206834450
blz,2005,232868150
blz,2006,234913200
blz,2007,253056650
blz,2008,350269950
blz,2009,255031450
blz,2010,184795950
blz,2011,251243250
blz,2012,227208150
blz,2013,285698150
blz,2014,321013400
blz,2015,370253250
blz,2016,380564300
blz,2017,335300050
blz,2018,327203800
blz,2019,352237900
blz,2020,364916065.74022
bmu,2010,865343000
bmu,2011,794297000
bmu,2012,702521000
bmu,2013,704322000
bmu,2014,775746000
bmu,2015,791397000
bmu,2016,883410000
bmu,2017,983043000
bmu,2018,968986000
bmu,2019,1110091000
bmu,2020,851200000
bol,1970,166666666.66667
bol,1971,184427609.42761
bol,1972,253253102.67018
bol,1973,257871064.46777
bol,1974,306246876.56172
bol,1975,553623188.4058
bol,1976,524137931.03448
bol,1977,618290854.57271
bol,1978,928085957.02149
bol,1979,921027480.84869
bol,1980,774877650.89723
bol,1981,938009787.92822
bol,1982,874020823.54612
bol,1983,716660190.82157
bol,1984,1213682790.64131
bol,1985,1046651470.69852
bol,1986,536849362.10951
bol,1987,587323648.92815
bol,1988,642782439.24025
bol,1989,546466890.56649
bol,1990,610002363.95442
bol,1991,832363011.78573
bol,1992,942775028.84246
bol,1993,949878783.61586
bol,1994,859576452.76485
bol,1995,1023668520.71746
bol,1996,1201061758.56225
bol,1997,1555965780.40843
bol,1998,2005974120.2519
bol,1999,1555262198.05932
bol,2000,1523673485.88987
bol,2001,1161670072.19725
bol,2002,1288172942.81729
bol,2003,1069464434.92793
bol,2004,966983744.95968
bol,2005,1361089374.04694
bol,2006,1587839507.71381
bol,2007,1992516940.08559
bol,2008,2926800906.29015
bol,2009,2942815384.61538
bol,2010,3341816523.43694
bol,2011,4748407524.86666
bol,2012,4786641099.85528
bol,2013,5830709117.22142
bol,2014,6940351085.3835
bol,2015,6692861505.06512
bol,2016,7147105933.42981
bol,2017,8334527785.81766
bol,2018,8297786107.09117
bol,2019,8127949927.6411
bol,2020,5794426483.35745
bra,1960,2984287125.54907
bra,1961,3254003977.98811
bra,1962,3906482215.26138
bra,1963,4433909873.4278
bra,1964,3945920611.76361
bra,1965,4363220210.12389
bra,1966,5383556739.78939
bra,1967,5175745046.02096
bra,1968,6408490804.50458
bra,1969,8372887332.97774
bra,1970,8694949202.08942
bra,1971,10390955066.7027
bra,1972,12393184513.7359
bra,1973,18427695392.8517
bra,1974,26692655164.1699
bra,1975,33202202646.75109
bra,1976,35293372834.9106
bra,1977,38879499001.1146
bra,1978,46130434386.0675
bra,1979,51213073778.9867
bra,1980,54869959137.338
bra,1981,60840759336.8964
bra,1982,59417401686.2414
bra,1983,33915348956.0437
bra,1984,32901534612.3669
bra,1985,42806695570.1552
bra,1986,51195732297.9863
bra,1987,65594463167.8794
bra,1988,75061422882.20441
bra,1989,93360241356.81667
bra,1990,78800407098.32318
bra,1991,67729751060.0723
bra,1992,62140863966.237
bra,1993,76776247331.0966
bra,1994,116346111133.37399
bra,1995,133035784045.83701
bra,1996,146842676174.134
bra,1997,156892667226.06299
bra,1998,156890961763.15399
bra,1999,104275116879.325
bra,2000,123900152772.968
bra,2001,104951363486.304
bra,2002,88954581990.0997
bra,2003,94099719413.8741
bra,2004,119886907198.61099
bra,2005,153404560763.09399
bra,2006,197340023960.23401
bra,2007,276898627101.74103
bra,2008,366633469488.63898
bra,2009,313330874700.28497
bra,2010,481555898904.62
bra,2011,571009433555.97498
bra,2012,527983499473.28198
bra,2013,536447669291.698
bra,2014,504677961460.336
bra,2015,313794410623.06
bra,2016,268807146959.01096
bra,2017,301801148436.04102
bra,2018,289361941361.63
bra,2019,289241450971.95502
bra,2020,222559210856.32199
brb,1975,77327360.03168
brb,1976,117732807.66544
brb,1977,118871835.75842
brb,1978,126525132.99856
brb,1979,157758663.55094
brb,1980,210958086.80953
brb,1981,261025207.57719
brb,1982,223984487.64481
brb,1983,209466514.1948
brb,1984,185949385.96927
brb,1985,184855566.05181
brb,1986,210659772.28658
