geo,time,sh_mlr_incd_p3
mwi,2010,379.39163
mwi,2011,364.94365
mwi,2012,320.18231
mwi,2013,287.10225
mwi,2014,261.83418
mwi,2015,240.83992
mwi,2016,224.84831
mwi,2017,217.94284
mwi,2018,208.46768
mwi,2019,205.87244
mwi,2020,228.45328
mys,2000,13.69413
mys,2001,13.47584
mys,2002,11.37933
mys,2003,6.41529
mys,2004,6.10743
mys,2005,5.4193
mys,2006,5.05115
mys,2007,3.78738
mys,2008,5.57259
mys,2009,5.36776
mys,2010,4.6033
mys,2011,3.45015
mys,2012,3.14949
mys,2013,0.87211
mys,2014,0.49889
mys,2015,0.19986
mys,2016,0.21672
mys,2017,0.06832
mys,2018,0
mys,2019,0
mys,2020,0
nam,2000,54.63231
nam,2001,71.08775
nam,2002,47.89939
nam,2003,45.298
nam,2004,69.6661
nam,2005,42.44484
nam,2006,43.57037
nam,2007,12.97379
nam,2008,7.45653
nam,2009,4.91699
nam,2010,1.53996
nam,2011,1.8062
nam,2012,3.13816
nam,2013,4.42453
nam,2014,14.28626
nam,2015,8.19178
nam,2016,17.12457
nam,2017,46.74943
nam,2018,25.84059
nam,2019,2.88127
nam,2020,10.04437
ner,2000,363.22851
ner,2001,353.20623
ner,2002,327.12953
ner,2003,294.67355
ner,2004,299.26183
ner,2005,307.45958
ner,2006,304.83919
ner,2007,313.59491
ner,2008,352.14587
ner,2009,379.54556
ner,2010,414.34813
ner,2011,428.11758
ner,2012,429.71858
ner,2013,416.62508
ner,2014,409.30486
ner,2015,403.91506
ner,2016,387.56779
ner,2017,364.33023
ner,2018,344.92689
ner,2019,326.57804
ner,2020,324.10617
nga,2000,418.03864
nga,2001,407.76185
nga,2002,392.93925
nga,2003,391.65512
nga,2004,401.15367
nga,2005,407.78547
nga,2006,410.96143
nga,2007,412.43504
nga,2008,413.09249
nga,2009,400.17577
nga,2010,373.25874
nga,2011,350.50236
nga,2012,328.05376
nga,2013,308.18472
nga,2014,297.34328
nga,2015,292.54242
nga,2016,293.92358
nga,2017,297.96193
nga,2018,299.02061
nga,2019,300.44254
nga,2020,313.75807
nic,2000,13.53653
nic,2001,5.91063
nic,2002,4.27744
nic,2003,3.68267
nic,2004,3.73005
nic,2005,3.5434
nic,2006,1.63831
nic,2007,0.70367
nic,2008,0.39008
nic,2009,0.30782
nic,2010,0.34458
nic,2011,0.45446
nic,2012,0.59892
nic,2013,0.55588
nic,2014,0.53929
nic,2015,1.06242
nic,2016,2.88442
nic,2017,4.97527
nic,2018,7.14268
nic,2019,5.85101
nic,2020,11.49668
npl,2000,6.90484
npl,2001,7.89221
npl,2002,11.87304
npl,2003,10.00704
npl,2004,4.7126
npl,2005,4.82128
npl,2006,4.7005
npl,2007,5.50315
npl,2008,4.00515
npl,2009,3.28598
npl,2010,3.85085
npl,2011,2.35836
npl,2012,1.74384
npl,2013,1.30084
npl,2014,0.62559
npl,2015,0.55726
npl,2016,0.42368
npl,2017,0.33536
npl,2018,0.33547
npl,2019,0.05587
npl,2020,0.02897
omn,2000,0.00265
omn,2001,0.00087
omn,2002,0.00257
omn,2003,0.00251
omn,2004,0
omn,2005,0
omn,2006,0
omn,2007,0.00151
omn,2008,0
omn,2009,0
omn,2010,0
omn,2011,0
omn,2012,0
omn,2013,0
omn,2014,0
omn,2015,0
omn,2016,0
omn,2017,0
omn,2018,0
omn,2019,0
omn,2020,0
pak,2000,6.64067
pak,2001,7.23123
pak,2002,6.57258
pak,2003,6.14409
pak,2004,4.4383
pak,2005,5.36287
pak,2006,5.27809
pak,2007,5.06382
pak,2008,4.52623
pak,2009,5.88598
pak,2010,8.19587
pak,2011,10.57424
pak,2012,8.97569
pak,2013,7.54787
pak,2014,7.15264
pak,2015,5.0628
pak,2016,4.99903
pak,2017,4.01157
pak,2018,3.3815
pak,2019,3.00778
pak,2020,2.50026
pan,2000,0.37215
pan,2001,0.32686
pan,2002,0.77561
pan,2003,1.52648
pan,2004,1.69624
pan,2005,1.19841
pan,2006,0.53365
pan,2007,0.40375
pan,2008,0.23018
pan,2009,0.23652
pan,2010,0.12486
pan,2011,0.10374
pan,2012,0.24343
pan,2013,0.19943
pan,2014,0.26628
pan,2015,0.14977
pan,2016,0.20714
pan,2017,0.20161
pan,2018,0.19526
pan,2019,0.40481
pan,2020,0.55244
per,2000,9.07114
per,2001,9.98196
per,2002,12.11555
per,2003,10.4008
per,2004,10.63505
per,2005,9.88003
per,2006,7.253
per,2007,5.62837
per,2008,4.86783
per,2009,4.60136
per,2010,3.31965
per,2011,2.69048
per,2012,3.48923
per,2013,5.35906
per,2014,7.10221
per,2015,9.7185
per,2016,5.99646
per,2017,5.87503
per,2018,4.65254
per,2019,3.58131
per,2020,2.29691
phl,2000,1.76571
phl,2001,1.21348
phl,2002,1.4938
phl,2003,2.08355
phl,2004,1.85436
phl,2005,1.65884
phl,2006,2.01787
phl,2007,2.17157
phl,2008,1.41353
phl,2009,1.09606
phl,2010,0.98061
phl,2011,0.43094
phl,2012,0.33958
phl,2013,0.30509
phl,2014,0.24529
phl,2015,0.4705
phl,2016,0.28758
phl,2017,0.27093
phl,2018,0.17599
phl,2019,0.21558
phl,2020,0.67606
png,2000,250.06011
png,2001,241.61408
png,2002,202.64319
png,2003,214.2253
png,2004,268.83075
png,2005,217.63177
png,2006,222.91339
png,2007,183.77917
png,2008,169.19182
png,2009,218.81854
png,2010,147.63453
png,2011,120.31992
png,2012,161.52084
png,2013,182.35096
png,2014,203.08585
png,2015,109.12085
png,2016,146.15573
png,2017,145.79491
png,2018,151.25773
png,2019,128.17807
png,2020,164.3138
prk,2000,10.11711
prk,2001,12.79923
prk,2002,10.84666
prk,2003,1.79901
prk,2004,1.70786
prk,2005,0.7208
prk,2006,0.73598
prk,2007,0.50767
prk,2008,1.74988
prk,2009,1.53395
prk,2010,1.41042
prk,2011,1.73959
prk,2012,2.25626
prk,2013,1.48
prk,2014,1.0767
prk,2015,0.71407
prk,2016,0.5093
prk,2017,0.46355
prk,2018,0.37067
prk,2019,0.18649
prk,2020,0.18071
pry,2000,35.76069
pry,2001,13.86735
pry,2002,13.94928
pry,2003,6.86435
pry,2004,3.36403
pry,2005,1.79332
pry,2006,3.86612
pry,2007,6.20997
pry,2008,1.5576
pry,2009,0.36052
pry,2010,0.08892
pry,2011,0.00439
pry,2012,0
pry,2013,0
pry,2014,0
pry,2015,0
pry,2016,0
pry,2017,0
pry,2018,0
pry,2019,0
pry,2020,0
rwa,2000,250.03882
rwa,2001,238.60408
rwa,2002,190.42962
rwa,2003,151.75455
rwa,2004,129.9129
rwa,2005,157.40751
rwa,2006,154.4617
rwa,2007,90.63843
rwa,2008,71.77896
rwa,2009,158.10042
rwa,2010,107.55341
rwa,2011,37.94796
rwa,2012,61.27074
rwa,2013,112.34507
rwa,2014,207.43396
rwa,2015,315.37885
rwa,2016,418.87974
rwa,2017,724.5674
rwa,2018,498.67294
rwa,2019,363.58007
rwa,2020,230.54345
sau,2000,3.99183
sau,2001,1.80979
sau,2002,1.49529
sau,2003,0.95831
sau,2004,0.66481
sau,2005,0.55506
sau,2006,0.65119
sau,2007,0.23147
sau,2008,0.02941
sau,2009,0.02719
sau,2010,0.0132
sau,2011,0.03047
sau,2012,0.03511
sau,2013,0.01412
sau,2014,0.01211
sau,2015,0.03267
sau,2016,0.10465
sau,2017,0.06675
sau,2018,0.02259
sau,2019,0.01384
sau,2020,0.02976
sdn,2000,92.77145
sdn,2001,86.3527
sdn,2002,66.65404
sdn,2003,61.08878
sdn,2004,55.37405
sdn,2005,54.65162
sdn,2006,52.67852
sdn,2007,46.51382
sdn,2008,38.63531
sdn,2009,34.62976
sdn,2010,32.72939
sdn,2011,32.56288
sdn,2012,33.06529
sdn,2013,34.93929
sdn,2014,38.57276
sdn,2015,42.21243
sdn,2016,53.25982
sdn,2017,53.7765
sdn,2018,59.18903
sdn,2019,65.59086
sdn,2020,73.39838
sen,2000,306.24223
sen,2001,273.64449
sen,2002,223.62013
sen,2003,202.76128
sen,2004,138.99806
sen,2005,125.26435
sen,2006,121.26902
sen,2007,99.26733
sen,2008,52.37665
sen,2009,32.89096
sen,2010,60.47494
sen,2011,48.89758
sen,2012,53.26776
sen,2013,61.78316
sen,2014,38.56819
sen,2015,69.34407
sen,2016,45.62846
sen,2017,52.25297
sen,2018,66.08033
sen,2019,41.24976
sen,2020,49.92938
slb,2000,623.15378
slb,2001,681.25535
slb,2002,649.78577
slb,2003,540.46707
slb,2004,744.16417
slb,2005,614.79779
slb,2006,591.85974
slb,2007,319.14509
slb,2008,186.86137
slb,2009,147.64818
slb,2010,174.94862
slb,2011,116.90972
slb,2012,94.86017
slb,2013,94.92146
slb,2014,52.39088
slb,2015,66.67381
slb,2016,137.26859
slb,2017,164.51024
slb,2018,134.11168
slb,2019,212.79795
slb,2020,167.67278
sle,2000,469.99697
sle,2001,473.00534
sle,2002,465.02536
sle,2003,444.05732
sle,2004,428.58817
sle,2005,408.43509
sle,2006,392.09022
sle,2007,397.63485
sle,2008,425.29093
sle,2009,447.06416
sle,2010,448.07093
sle,2011,441.33003
sle,2012,429.62831
sle,2013,414.09693
sle,2014,400.79317
sle,2015,391.76738
sle,2016,386.24089
sle,2017,369.6118
sle,2018,361.87687
sle,2019,347.47703
sle,2020,328.19016
slv,2000,0.62999
slv,2001,0.30087
slv,2002,0.09667
slv,2003,0.06986
slv,2004,0.09159
slv,2005,0.05453
slv,2006,0.0397
slv,2007,0.03227
slv,2008,0.02651
slv,2009,0.0168
slv,2010,0.01354
slv,2011,0.00555
slv,2012,0.01027
slv,2013,0.00472
slv,2014,0.0047
slv,2015,0.00389
slv,2016,0.0093
slv,2017,0
slv,2018,0
slv,2019,0
slv,2020,0
som,2000,125.58393
som,2001,125.96053
som,2002,126.18816
som,2003,120.99838
som,2004,119.9914
som,2005,136.56424
som,2006,120.06768
som,2007,100.56315
som,2008,63.09934
som,2009,38.43658
som,2010,43.70154
som,2011,35.61274
som,2012,35.71599
som,2013,41.76122
som,2014,47.70203
som,2015,55.74833
som,2016,56.0155
som,2017,55.72852
som,2018,51.46188
som,2019,49.13941
som,2020,52.2015
ssd,2000,367.16432
ssd,2001,357.1814
ssd,2002,336.60755
ssd,2003,318.78832
ssd,2004,306.66303
ssd,2005,305.74842
ssd,2006,305.23166
ssd,2007,299.46998
ssd,2008,293.15256
ssd,2009,286.08031
ssd,2010,285.69644
ssd,2011,290.85797
ssd,2012,287.80031
ssd,2013,285.73833
ssd,2014,276.30541
ssd,2015,271.00065
ssd,2016,266.54786
ssd,2017,277.78368
ssd,2018,278.79065
ssd,2019,281.2589
ssd,2020,286.88661
stp,2000,224.7582
stp,2001,290.72948
stp,2002,343.07223
stp,2003,283.60759
stp,2004,302.3755
stp,2005,115.18873
stp,2006,31.82909
stp,2007,14.55829
stp,2008,36.5704
stp,2009,35.14956
stp,2010,15.19083
stp,2011,45.75089
stp,2012,66.61571
stp,2013,48.12158
stp,2014,8.96146
stp,2015,10.30892
stp,2016,11.01264
stp,2017,10.81193
stp,2018,13.91732
stp,2019,12.70414
stp,2020,8.82
sur,2000,163.33132
sur,2001,227.35086
sur,2002,180.23166
sur,2003,152.38386
sur,2004,114.89934
sur,2005,123.7766
sur,2006,44.07016
sur,2007,14.62232
sur,2008,27.31153
sur,2009,32.34407
sur,2010,22.66126
sur,2011,10.05756
sur,2012,7.11766
sur,2013,9.01837
sur,2014,4.90706
sur,2015,0.98082
sur,2016,0.91091
sur,2017,0.22549
sur,2018,0.34088
sur,2019,1.10636
sur,2020,1.69658
swz,2000,2.8133
swz,2001,4.91526
swz,2002,2.34812
swz,2003,1.19421
swz,2004,1.99749
swz,2005,0.96687
swz,2006,0.53429
swz,2007,0.28773
swz,2008,0.19729
swz,2009,0.358
swz,2010,0.89886
swz,2011,1.26263
swz,2012,1.35341
swz,2013,2.39225
swz,2014,1.26873
swz,2015,1.02869
swz,2016,0.80149
swz,2017,1.39706
swz,2018,2.15617
swz,2019,0.74344
swz,2020,0.71727
syr,2000,0.00037
syr,2001,0.00376
syr,2002,0.00088
syr,2003,0.00011
syr,2004,0.00006
syr,2005,0
syr,2006,0
syr,2007,0
syr,2008,0
syr,2009,0
syr,2010,0
syr,2011,0
syr,2012,0
syr,2013,0
syr,2014,0
syr,2015,0
syr,2016,0
syr,2017,0
syr,2018,0
syr,2019,0
syr,2020,0
tcd,2000,267.05186
tcd,2001,268.38245
tcd,2002,233.8405
tcd,2003,228.38149
tcd,2004,221.90968
tcd,2005,223.1305
tcd,2006,225.94951
tcd,2007,226.15398
tcd,2008,227.21914
tcd,2009,233.78409
tcd,2010,233.51838
tcd,2011,217.64247
tcd,2012,202.39032
tcd,2013,190.39309
tcd,2014,188.70974
tcd,2015,189.65726
tcd,2016,192.73192
tcd,2017,196.32109
tcd,2018,206.10521
tcd,2019,203.26119
tcd,2020,206.27835
tgo,2000,445.78392
tgo,2001,441.94067
tgo,2002,444.37661
tgo,2003,453.68305
tgo,2004,465.79904
tgo,2005,461.28701
tgo,2006,445.59813
tgo,2007,422.67295
tgo,2008,378.96613
tgo,2009,335.35557
tgo,2010,318.57192
tgo,2011,316.85132
tgo,2012,341.31398
tgo,2013,367.1621
tgo,2014,364.96709
tgo,2015,352.47151
tgo,2016,320.32828
tgo,2017,273.56129
tgo,2018,244.91884
tgo,2019,229.14313
tgo,2020,228.8581
tha,2000,6.5764
tha,2001,5.26889
tha,2002,3.66474
tha,2003,3.04964
tha,2004,2.16402
tha,2005,2.39919
tha,2006,2.42573
tha,2007,2.64183
tha,2008,2.26291
tha,2009,2.32192
tha,2010,2.54727
tha,2011,1.94321
tha,2012,3.64302
tha,2013,3.2172
tha,2014,3.17381
tha,2015,0.61522
tha,2016,0.56754
tha,2017,0.43356
tha,2018,0.30946
tha,2019,0.24205
tha,2020,0.22702
tjk,2000,9.18193
tjk,2001,5.39571
tjk,2002,2.86969
tjk,2003,2.48435
tjk,2004,1.61241
tjk,2005,1.01824
tjk,2006,0.58128
tjk,2007,0.26919
tjk,2008,0.13205
tjk,2009,0.06667
tjk,2010,0.04455
tjk,2011,0.03034
tjk,2012,0.01065
tjk,2013,0.00149
tjk,2014,0.00073
tjk,2015,0
tjk,2016,0
tjk,2017,0
tjk,2018,0
tjk,2019,0
tkm,2000,0.08176
tkm,2001,0.02697
tkm,2002,0.06007
tkm,2003,0.02313
tkm,2004,0.00981
tkm,2005,0.00324
tkm,2006,0.0032
tkm,2007,0
tkm,2008,0
tkm,2009,0
tkm,2010,0
tkm,2011,0
tkm,2012,0
tkm,2013,0
tkm,2014,0
tkm,2015,0
tkm,2016,0
tkm,2017,0
tkm,2018,0
tkm,2019,0
tls,2000,151.88145
tls,2001,151.88178
tls,2002,120.2537
tls,2003,75.80451
tls,2004,256.04713
tls,2005,164.27314
tls,2006,171.85199
tls,2007,117.66619
tls,2008,135.16078
tls,2009,102.18572
tls,2010,99.74107
tls,2011,31.29624
tls,2012,7.26352
tls,2013,1.55991
tls,2014,0.51427
tls,2015,0.09777
tls,2016,0.09767
tls,2017,0.01881
tls,2018,0
tls,2019,0
tls,2020,0.00323
tur,2000,2.78109
tur,2001,2.59126
tur,2002,2.41448
tur,2003,2.14674
tur,2004,1.21725
tur,2005,0.47216
tur,2006,0.17811
tur,2007,0.0692
tur,2008,0.03627
tur,2009,0.0082
tur,2010,0
tur,2011,0
tur,2012,0
tur,2013,0
tur,2014,0
tur,2015,0
tur,2016,0
tur,2017,0
tur,2019,0
tza,2000,339.9335
tza,2001,328.41909
tza,2002,302.44597
tza,2003,283.71471
tza,2004,267.09582
tza,2005,248.37839
tza,2006,226.71293
tza,2007,198.62618
tza,2008,171.066
tza,2009,151.10389
tza,2010,137.37315
tza,2011,127.43378
tza,2012,124.63892
tza,2013,134.51853
tza,2014,144.90892
tza,2015,140.3043
tza,2016,131.2826
tza,2017,123.57074
tza,2018,114.925
tza,2019,111.84003
tza,2020,120.17332
uga,2000,487.22552
uga,2001,507.97438
uga,2002,500.15256
uga,2003,484.12468
uga,2004,449.82469
uga,2005,433.64529
uga,2006,421.31038
uga,2007,415.41355
uga,2008,417.96071
uga,2009,423.05133
uga,2010,409.43666
uga,2011,394.67972
uga,2012,376.55597
uga,2013,332.34441
uga,2014,294.28238
uga,2015,253.51478
uga,2016,283.13713
uga,2017,294.90326
uga,2018,262.69158
uga,2019,262.69156
uga,2020,283.81753
uzb,2000,5.087
uzb,2001,3.06675
uzb,2002,2.90983
uzb,2003,2.8739
uzb,2004,2.53097
uzb,2005,3.85969
uzb,2006,2.72347
uzb,2007,1.10278
uzb,2008,0.25338
uzb,2009,0
uzb,2010,0.10521
uzb,2011,0
uzb,2012,0
uzb,2013,0
uzb,2014,0
uzb,2015,0
uzb,2016,0
uzb,2017,0
uzb,2018,0
uzb,2019,0
ven,2000,2.93621
ven,2001,1.93407
ven,2002,2.79111
ven,2003,2.93602
ven,2004,4.23009
ven,2005,4.00863
ven,2006,3.25048
ven,2007,3.58446
ven,2008,2.71257
ven,2009,2.99147
ven,2010,4.07209
ven,2011,3.70848
ven,2012,4.2131
ven,2013,6.1891
ven,2014,7.06182
ven,2015,10.61511
ven,2016,18.88678
ven,2017,32.82832
ven,2018,32.90131
ven,2019,32.78327
ven,2020,16.2993
vnm,2000,3.41999
vnm,2001,3.11135
vnm,2002,2.18757
vnm,2003,1.59247
vnm,2004,0.92392
vnm,2005,0.6572
vnm,2006,0.69946
vnm,2007,0.44512
vnm,2008,0.28179
vnm,2009,0.35604
vnm,2010,0.35414
vnm,2011,0.3085
vnm,2012,0.36018
vnm,2013,0.31039
vnm,2014,0.28199
vnm,2015,0.16519
vnm,2016,0.0728
vnm,2017,0.07867
vnm,2018,0.05364
vnm,2019,0.05264
vnm,2020,0.0231
vut,2000,125.2514
vut,2001,98.84308
vut,2002,189.01442
vut,2003,214.55066
vut,2004,200.38898
vut,2005,122.43767
vut,2006,107.02074
vut,2007,124.44866
vut,2008,119.14108
vut,2009,64.65749
vut,2010,88.78315
vut,2011,47.93166
vut,2012,33.64261
vut,2013,20.75305
vut,2014,9.19708
vut,2015,2.91006
vut,2016,15.00758
vut,2017,7.93698
vut,2018,3.98736
vut,2019,3.49137
vut,2020,2.96272
yem,2000,93.98675
yem,2001,101.93009
yem,2002,109.94666
yem,2003,97.0978
yem,2004,75.89993
yem,2005,77.35435
yem,2006,90.10859
yem,2007,62.12439
yem,2008,38.25232
yem,2009,48.35524
yem,2010,75.82274
yem,2011,51.64892
yem,2012,54.56605
yem,2013,43.20229
yem,2014,35.27508
yem,2015,30.07637
yem,2016,37.75155
yem,2017,41.63531
yem,2018,47.40648
yem,2019,44.78734
yem,2020,40.5684
zaf,2000,4.0171
zaf,2001,5.81638
zaf,2002,3.39083
zaf,2003,2.88083
zaf,2004,2.83327
zaf,2005,1.61965
zaf,2006,2.49498
zaf,2007,1.28808
zaf,2008,1.56611
zaf,2009,1.20292
zaf,2010,1.5737
zaf,2011,1.89717
zaf,2012,1.2532
zaf,2013,1.61026
zaf,2014,2.14597
zaf,2015,0.89535
zaf,2016,0.76911
zaf,2017,3.94968
zaf,2018,1.65073
zaf,2019,0.5287
zaf,2020,0.7525
zmb,2000,397.11147
zmb,2001,404.15398
zmb,2002,371.45388
zmb,2003,348.52364
zmb,2004,301.79347
zmb,2005,258.44838
zmb,2006,222.49312
zmb,2007,193.43679
zmb,2008,172.55988
zmb,2009,165.21903
zmb,2010,168.47548
zmb,2011,180.51195
zmb,2012,200.34859
zmb,2013,227.61347
zmb,2014,232.31858
zmb,2015,219.32274
zmb,2016,205.96874
zmb,2017,185.24722
zmb,2018,178.83968
zmb,2019,174.39869
zmb,2020,186.89862
zwe,2000,113.03278
zwe,2001,113.03279
zwe,2002,113.03282
zwe,2003,113.03288
zwe,2004,113.03279
zwe,2005,113.03287
zwe,2006,113.03282
zwe,2007,175.12047
zwe,2008,74.72573
zwe,2009,90.14505
zwe,2010,109.79371
zwe,2011,70.67823
zwe,2012,57.21868
zwe,2013,81.95161
zwe,2014,101.89351
zwe,2015,97.61003
zwe,2016,68.37583
zwe,2017,118.8244
zwe,2018,55.82633
zwe,2019,67.87406
zwe,2020,98.50933
