geo,time,gc_nfn_totl_cn
moz,2011,29849730284.56
moz,2012,30585889743.2
moz,2013,50888005485
mus,1973,38300000
mus,1974,53900000
mus,1975,120100000
mus,1976,129300000
mus,1977,225600000
mus,1978,239800000
mus,1979,238600000
mus,1980,255000000
mus,1981,335200000
mus,1982,293800000
mus,1983,262600000
mus,1984,229700000
mus,1985,424000000
mus,1986,417900000
mus,1987,577700000
mus,1988,716900000
mus,1989,1016900000
mus,1990,1399900000
mus,1991,1584800000
mus,1992,1987200000
mus,1993,2045900000
mus,1994,2267900000
mus,1995,2260500000
mus,1996,2374100000
mus,1997,2784200000
mus,1998,1938000000
mus,1999,1263000000
mus,2000,1937000000
mus,2001,3670000000
mus,2002,4301800000
mus,2003,6245200000
mus,2004,5869600000
mus,2005,4648200000
mus,2006,4977600000
mus,2007,4464600000
mus,2008,5159900000
mus,2009,6267300000
mus,2010,9360800000
mus,2011,11054400000
mus,2012,12195800000
mus,2013,14149455000
mus,2014,11860000000
mus,2015,3729300000
mus,2016,6239975000
mwi,2009,48770132357
mwi,2010,62385997043
mwi,2011,66850673235
mwi,2012,78170162224
mwi,2013,109444283482.33299
mwi,2014,113351582358.40601
mwi,2015,156618951698.39401
mwi,2016,194670672249.754
mwi,2017,273830616571.41101
mys,1996,7949000000
mys,1997,9954000000
mys,1998,11530000000
mys,1999,14713400000
mys,2000,18140000000
mys,2001,26183400000
mys,2002,34566000000
mys,2003,39115000000
mys,2004,29415000000
mys,2005,30605000000
mys,2006,35463190000
mys,2007,40455149983.29
mys,2008,43075662838.14
mys,2009,47875905477.82
mys,2010,50965975320.89
mys,2011,47582440000
mys,2012,46748124000
mys,2013,41887995000
mys,2014,39426210000
mys,2015,40319400000
mys,2016,40728100000
nam,1991,320800000
nam,1992,440700000
nam,1999,917500000
nam,2000,920221156
nam,2001,1027827801
nam,2002,1093019410.23
nam,2003,1141297631.34
nam,2004,1140198000
nam,2005,1237718000
nam,2006,1644750000
nam,2007,1870860813.26
nam,2008,2928314692.72
nam,2009,3628655796.12
nam,2010,3705067031.99
nam,2011,4111155175
nam,2012,3524181682
nam,2013,5111147839.91
nam,2014,8657273815.54
nam,2015,9065814019.73
nam,2016,6344526700
nic,1990,3090000
nic,1991,141230000
nic,1992,301430000
nic,1993,262890000
nic,1994,559580000
nic,1995,700790000
nic,1996,1017200000
nic,1997,930830000
nic,1998,1247720000
nic,1999,2353630000
nic,2000,2998710000
nic,2001,2573000000
nic,2002,2416312000
nic,2003,3420230000
nic,2004,4252598000
nic,2005,4415000000
nic,2006,3225000000
nic,2007,3926234000
nic,2008,3448130000
nic,2009,3634446000
nic,2010,3715029000
nic,2011,3867473000
nic,2012,4718734000
nic,2013,5548690000
nic,2014,7104290000
nic,2015,8270380000
nic,2016,10297300000
nld,1973,1129912738.06445
nld,1974,1107223727.25994
nld,1975,1329576033.14411
nld,1976,1315962626.6614
nld,1977,1179828561.83436
nld,1978,1275122407.21329
nld,1979,1456634493.64935
nld,1980,1674448997.37261
nld,1981,1747053831.94703
nld,1982,1547390536.86737
nld,1983,1633608777.9245
nld,1984,1996632950.79661
nld,1985,1683524601.69442
nld,1986,1502012515.25836
nld,1987,1393105263.39673
nld,1988,1252433396.40878
nld,1989,1311424824.5005
nld,1990,1488399108.77566
nld,1991,1533777130.38467
nld,1992,1443021087.16664
nld,1993,1760667238.42974
nld,1994,2110078004.81915
nld,1995,5184684422.84771
nld,1996,5583840997.57416
nld,1997,6083182664.79977
nld,1998,5124606091.55494
nld,1999,7059667413.4848
nld,2000,4809187379.17811
nld,2001,8909837960.9727
nld,2002,9767421937.27432
nld,2003,9762071326.61889
nld,2004,8973759213.77737
nld,2005,7878866748.09244
nld,2006,8856523802.00521
nld,2007,9230555474.95327
nld,2008,10271252245.8435
nld,2009,10839224829.385
nld,2010,11192882450.3555
nld,2011,10732477817.5203
nld,2012,9953584328.76513
nld,2013,5836066843.00854
nld,2014,9266189781.88365
nld,2015,9537596029.45144
nld,2016,10545022110.647
nor,1972,1688000000
nor,1973,1724000000
nor,1974,2038000000
nor,1975,2274000000
nor,1976,2656000000
nor,1977,3163000000
nor,1978,3462000000
nor,1979,3146000000
nor,1980,3930000000
nor,1981,4304000000
nor,1982,4494000000
nor,1983,5179000000
nor,1984,5711000000
nor,1985,6910000000
nor,1986,7477000000
nor,1987,9012000000
nor,1988,10603000000
nor,1989,12875000000
nor,1990,13049000000
nor,1991,15054000000
nor,1992,16138000000
nor,1993,14032000000
nor,1994,13600000000
nor,1995,23140000000
nor,1996,24376000000
nor,1997,25616000000
nor,1998,29003000000
nor,1999,28284000000
nor,2000,25806000000
nor,2001,24167000000
nor,2002,32853000000
nor,2003,34643000000
nor,2004,37880000000
nor,2005,40252000000
nor,2006,46269000000
nor,2007,51397000000
nor,2008,58384000000
nor,2009,64151000000
nor,2010,56481000000
nor,2011,61862000000
nor,2012,63615000000
nor,2013,72675000000
nor,2014,83618000000
nor,2015,88027000000
nor,2016,92990000000
npl,2010,46138389000
npl,2011,49263814000
npl,2012,51271770000
npl,2013,54263510000
npl,2014,66484717000
npl,2015,88423890552.22998
npl,2016,122279716338.85001
npl,2017,207832877723.04001
nzl,1972,186000000
nzl,1973,210000000
nzl,1974,307000000
nzl,1975,288000000
nzl,1976,290000000
nzl,1977,319000000
nzl,1978,344000000
nzl,1979,330000000
nzl,1980,377000000
nzl,1981,446000000
nzl,1982,513000000
nzl,1983,563000000
nzl,1984,606000000
nzl,1985,850000000
nzl,1986,835000000
nzl,1987,931000000
nzl,1988,831000000
nzl,2002,2947425000
nzl,2003,2347692000
nzl,2004,2772480000
nzl,2005,3387963000
nzl,2006,3677000000
nzl,2007,3799000000
nzl,2008,3754000000
nzl,2009,4033206152.13371
nzl,2010,4099459972.22701
nzl,2011,3607829276.03202
nzl,2012,3621554379.33577
nzl,2013,3708277545.54894
nzl,2014,4363903186.3321
nzl,2015,4834476090.34159
nzl,2016,5279080756.33806
pak,1997,68106000000
pak,1998,69764000000
pak,1999,69025000000
pak,2000,68044000000
pak,2001,55370000000
pak,2002,83776000000
pak,2003,79084000000
pak,2004,91364000000
pak,2005,121097000000
pak,2006,226306000000
pak,2007,227272000000
pak,2008,261442000000
pak,2009,271380000000
pak,2010,319687000000
pak,2011,220685000000
per,1972,10
per,1973,8
per,1974,14
per,1975,14
per,1976,18
per,1977,35
per,1978,42
per,1979,92
per,1980,178
per,1981,353
per,1982,543
per,1983,910
per,1984,1989
per,1985,4337
per,1986,8289
per,1987,12959
per,1988,48000
per,1989,1717000
per,1990,59510000
per,1991,362000000
per,1992,670000000
per,1993,1952000000
per,1994,3048000000
per,1995,1536200000
per,1996,-1711100000
per,1997,2460300000
per,1998,3790900000
per,1999,4099600000
per,2000,3180800000
per,2001,2250300000
per,2002,1456200000
per,2003,2936100000
per,2004,2698800000
per,2005,3365600000
per,2006,3045801827.49837
per,2007,3593339920.10367
per,2008,4512581182.40929
per,2009,6365475718.1144
per,2010,8611235082.3713
per,2011,9530973468.8882
per,2012,8343860175.94499
per,2013,8794888961.02746
per,2014,11431444682.2931
per,2015,10389367355.2733
per,2016,6434326324.97762
phl,1990,26415000000
phl,1991,35697000000
phl,1992,44747000000
phl,1993,36154000000
phl,2000,87300000000
phl,2001,75771000000
phl,2002,93300000000
phl,2003,77569000000
phl,2004,93785000000
phl,2005,90433000000
phl,2006,99200000000
phl,2007,145300000000
phl,2008,172200000000
phl,2009,207900000000
phl,2010,223000000000
phl,2011,159100000000
phl,2012,234495000000
phl,2013,261841000000
phl,2014,275985000000
phl,2015,345294000000
phl,2016,493005000000
plw,2008,14943780
plw,2009,10740664
plw,2010,20095431
plw,2011,14534474
plw,2012,17438605
plw,2013,9733237
plw,2014,10996607
plw,2015,13479607
plw,2016,16815062
png,1990,107110000
png,1991,191140000
png,1992,120920000
png,1993,128820000
png,1994,55768000
png,1995,107353000
png,1996,42485000
png,1997,143213000
png,1998,265710000
png,1999,136910000
png,2000,22236000
png,2001,168945000
png,2002,354905000
png,2014,3027500000
png,2015,1907450126.72278
png,2016,1608700038.62355
pol,1984,1180000
pol,1985,2020000
pol,1986,3140000
pol,1987,4940000
pol,1988,16910000
pol,1994,2362000000
pol,1995,5101000000
pol,1996,6930000000
pol,1997,8610000000
pol,1998,10220000000
pol,1999,2034000000
pol,2000,1275000000
pol,2001,9156000000
pol,2002,10153000000
pol,2003,11232000000
pol,2004,13470000000
pol,2005,16899000000
pol,2006,19734000000
pol,2007,29098000000
pol,2008,32833000000
pol,2009,32798000000
pol,2010,39748000000
pol,2011,49198000000
pol,2012,40390000000
pol,2013,31696000000
pol,2014,34438700000
pol,2015,40589400000
pol,2016,38492000000
prt,1975,28930278.02995
prt,1976,66838918.20712
prt,1978,65841322.41298
prt,1979,84296844.6045
prt,1980,108239143.66377
prt,1981,142157400.6644
prt,1982,154627348.0911
prt,1983,179567242.9445
prt,1984,224459053.68063
prt,1985,213485499.94513
prt,1986,363623666.96262
prt,1987,422262347.74194
prt,1988,489121217.86494
prt,1989,800570624.79425
prt,1990,979140271.94461
prt,1995,2537506000
prt,1996,2954701000
prt,1997,3479796000
prt,1998,3521547000
prt,1999,3462458000
prt,2000,2898463000
prt,2001,3599452000
prt,2002,2662840000
prt,2003,3413315000
prt,2004,4077394000
prt,2005,3406284000
prt,2006,3247555000
prt,2007,2862454000
prt,2008,1848278000
prt,2009,4449416000
prt,2010,6385480759.22176
prt,2011,3619171589.61489
prt,2012,2253239528.65733
prt,2013,1768114427.20944
prt,2014,1831246567.88469
prt,2015,2294238507.71264
prt,2016,1228389890.34648
pry,2005,1037800000000
pry,2006,1194400000000
pry,2007,1331645135763
pry,2008,1165062662562
pry,2009,1903615873689
pry,2010,2158430337142
pry,2011,2456281173788
pry,2012,2943031897051
pry,2013,3526490000000
pry,2014,3946525898366
pry,2015,4324604154162
pry,2016,5077250475827
pry,2017,6079822324367
pse,2005,11302445.95227
pse,2006,2672920.68764
pse,2007,2190793.79762
pse,2008,20865154.65719
pse,2009,12680313.94349
pse,2010,7472615.93742
pse,2011,57407917.35558
pse,2012,34594528.68332
pse,2013,31576142.4615
pse,2014,40042396.57061
pse,2015,35672262.38036
rou,1980,26200
rou,1981,19000
rou,1982,21900
rou,1983,5900
rou,1984,5800
rou,1985,3800
rou,1986,4400
rou,1987,4400
rou,1988,5300
rou,1989,5800
rou,1990,126000
rou,1991,2023000
rou,1992,7464000
rou,1993,31634000
rou,1994,108685000
rou,1995,254000000
rou,1996,352400000
rou,1997,490500000
rou,1998,460900000
rou,1999,996700000
rou,2000,2661200000
rou,2001,2966900000
rou,2002,4091100000
rou,2003,5573300000
rou,2004,5287300000
rou,2005,6702800000
rou,2006,12235000000
rou,2007,14954305984.9651
rou,2008,22350803526.86309
rou,2009,19623111762.8668
rou,2010,18865945715.333
rou,2011,14604106703.3609
rou,2012,13578872347.5394
rou,2013,15202200000
rou,2014,14374900000
rou,2015,16443100000
rou,2016,13769500000
rus,1994,5244000000
rus,1995,5244000000
rus,1998,17506000000
rus,1999,41369000000
rus,2000,77808000000
rus,2001,159060000000
rus,2002,235337000000
rus,2003,308892792800
rus,2004,35093262540
rus,2005,263326000000
rus,2006,495800000000
rus,2007,1313900000000
rus,2008,3354100000000
rus,2009,650000000000
rus,2010,1432300000000
rus,2011,3131600000000
rus,2012,2028900000000
rus,2013,1768300000000
rus,2014,2083763229129.11011
rus,2015,2874916165089.12939
rus,2016,2173533000000
rwa,1990,13402000000
rwa,1991,17794000000
rwa,1992,14198000000
rwa,2014,634237998758
rwa,2015,694053546076.43896
rwa,2016,632409684094.45496
sau,2010,169890000000
sau,2011,242805000000
sau,2012,203868000000
sau,2013,262861000000
sau,2014,319443000000
sau,2015,210313000000
sau,2016,134155172648.10001
sen,2015,725460519495
sgp,1972,81000000
sgp,1973,-7000000
sgp,1974,79000000
sgp,1975,71000000
sgp,1976,414000000
sgp,1977,509000000
sgp,1978,623000000
sgp,1979,473000000
sgp,1980,808000000
sgp,1981,515000000
sgp,1982,432000000
sgp,1983,1208000000
sgp,1984,2388000000
sgp,1985,-752000000
sgp,1986,-2388000000
sgp,1987,2113000000
sgp,1988,999000000
sgp,1989,796000000
sgp,1990,-1571000000
sgp,1991,-1391000000
sgp,1992,-2217000000
sgp,1993,-3411000000
sgp,1994,-5959000000
sgp,1995,-6660000000
sgp,1996,-6227000000
sgp,1997,-10466000000
sgp,1998,463000000
sgp,1999,972000000
sgp,2000,-1774000000
sgp,2001,1111000000
sgp,2002,796000000
sgp,2003,969000000
sgp,2004,1021000000
sgp,2005,-1675000000
sgp,2006,-3082000000
sgp,2007,-10945000000
sgp,2008,-4714000000
sgp,2009,3346000000
sgp,2010,-10130000000
sgp,2011,-16962300000
sgp,2012,-12403900000
sgp,2013,-12284900000
sgp,2014,-8904500000
sgp,2015,-9005700000
sgp,2016,-4474080791.3
slb,2011,136808672.2885
slb,2012,354832941.42
slb,2013,1059506513.41
slb,2014,953581622.45
slb,2015,1116397935.02
slb,2016,1081483828.05
slv,1998,264660000
slv,1999,161850000
slv,2000,180410000
slv,2001,236600000
slv,2002,420900000
slv,2003,391600000
slv,2004,363700000
slv,2005,521800000
slv,2006,384900000
slv,2007,322500000
slv,2008,310300000
slv,2009,285900000
slv,2010,275800000
slv,2011,415666235.27
slv,2012,258611614.84
slv,2013,499300000
slv,2014,537625542.93
slv,2015,426080539.81
slv,2016,318229422.65
smr,1995,5700000000
smr,2002,2984581.2
smr,2003,23342758.84
smr,2004,27691626.08
smr,2005,26618652.01
smr,2006,31962457.9
smr,2007,35121371.67
srb,2007,67984400000
srb,2008,51933291000
srb,2009,42079000000
srb,2010,53702450000
srb,2011,55232555000
srb,2012,66393475000
svk,1995,558790000
svk,1996,485878000
svk,1997,1337668000
svk,1998,1182566000
svk,1999,820648000
svk,2000,971448000
svk,2001,1168877000
svk,2002,1026016000
svk,2003,962136000
svk,2004,1053898000
svk,2005,1214580000
svk,2006,1428888000
svk,2007,1373381000
svk,2008,1607919000
svk,2009,1694381000
svk,2010,1516414000
svk,2011,1691019000
svk,2012,1748789000
svk,2013,1951210000
svk,2014,2189638000
svk,2015,3877281000
svk,2016,2257217000
svn,1994,155232849.27391
svn,1995,317660000
svn,1996,351060000
svn,1997,358240000
svn,1998,382970000
svn,1999,425630000
svn,2000,410670000
svn,2001,400630000
svn,2002,526400000
svn,2003,603190000
svn,2004,709080000
svn,2005,657910000
svn,2006,824980000
svn,2007,1027830000
svn,2008,1016490000
svn,2009,973560000
svn,2010,912660000
svn,2011,847840000
svn,2012,788590000
svn,2013,928010000
svn,2014,841480000
svn,2015,1060310000
svn,2016,736930000
swe,1972,3290000000
swe,1973,3850000000
swe,1974,3950000000
swe,1975,4170000000
swe,1976,5070000000
swe,1977,5890000000
swe,1978,5940000000
swe,1979,5680000000
swe,1980,6360000000
swe,1981,6060000000
swe,1982,6780000000
swe,1983,7390000000
swe,1984,8320000000
swe,1985,5730000000
swe,1986,6590000000
swe,1987,7360000000
swe,1988,7910000000
swe,1989,6690000000
swe,1990,8520000000
swe,1991,8030000000
swe,1992,7860000000
swe,1993,8370000000
swe,1994,-9840000000
swe,1995,60698000000
swe,1996,54020000000
swe,1997,53013000000
swe,1998,39807000000
swe,1999,57865000000
swe,2000,56695000000
swe,2001,61375000000
swe,2002,66740000000
swe,2003,70304000000
swe,2004,74541000000
swe,2005,74607000000
swe,2006,77890000000
swe,2007,79740000000
swe,2008,82701000000
swe,2009,85144000000
swe,2010,92066000000
swe,2011,90162000000
swe,2012,91444000000
swe,2013,89282000000
swe,2014,88372000000
swe,2015,88809000000
swe,2016,92873000000
syc,1985,118200000
syc,1986,177900000
syc,1987,80700000
syc,1988,88200000
syc,1989,162700000
syc,1993,246300000
syc,1994,117800000
syc,1995,42500000
syc,1996,183800000
syc,1997,239500000
syc,1998,363300000
syc,1999,405300000
syc,2000,383500000
syc,2005,209955002
syc,2006,310770000
syc,2007,328127550
syc,2008,240242978
syc,2009,335225854.81
syc,2010,470490892.84
syc,2011,626188159.47
syc,2012,664800792.95
syc,2013,662312388.3
syc,2014,691705887.43
syc,2015,806839208
syc,2016,906158389.62
tgo,2004,16960940000
tgo,2005,48459393800
tgo,2006,40153989547
tgo,2007,24069315704
tgo,2008,49900000000
tgo,2009,92169400000
tgo,2010,100700388744
tgo,2011,144250000000
tgo,2012,175066617316
tgo,2013,162221000000
tgo,2015,277714189998
tgo,2016,332377336389.48798
tha,1972,7076000000
tha,1973,6198000000
tha,1974,6102000000
tha,1975,6266000000
tha,1976,9517000000
tha,1977,14476000000
tha,1978,16518000000
tha,1979,17755000000
tha,1980,22760000000
tha,1981,27376000000
tha,1982,32282000000
tha,1983,31189000000
tha,1984,29676000000
tha,1985,37197000000
tha,1986,36085000000
tha,1987,33529000000
tha,1988,31807000000
tha,1989,33890000000
tha,1990,50229000000
tha,1991,71628000000
tha,1992,90956000000
tha,1993,134576000000
tha,1994,177254000000
tha,1995,204851000000
tha,1996,239040000000
tha,1997,334258000000
tha,1998,277450000000
tha,1999,223620000000
tha,2000,195850000000
tha,2001,171407800000
tha,2002,164121177632
tha,2003,133283658283.57001
tha,2004,124582520000
tha,2005,190124123939.34
tha,2006,196672255057.16
tha,2007,184468710000
tha,2008,168800000000
tha,2009,231425410000
tha,2010,291942282000
tha,2011,232597897879.67999
tha,2012,257423182969.79999
tha,2013,261022202475.74496
tha,2014,264074522817.202
tha,2015,374082703368.78998
tha,2016,215697379954.07599
tls,2010,282866515.475
tls,2011,633387549.646
tls,2012,549456009.663
tls,2013,357600000
tls,2014,431537067
tls,2015,324300594
tls,2016,660941044.12829
ton,2013,64125657.89
ton,2014,27706437.01
ton,2015,50807437.08
ton,2016,83240783.63
tto,2001,729500000
tto,2002,665700000
tto,2003,911800000
tto,2004,1346500000
tto,2005,2277900000
tto,2006,3958600000
tto,2007,7213700000
tto,2008,8903900000
tto,2009,7569900000
tto,2010,5242000000
tto,2011,6942900000
tto,2012,4623800000
tto,2014,6648900000
tun,1972,31300000
tun,1973,43400000
tun,1974,58500000
tun,1975,94600000
tun,1976,110700000
tun,1977,139300000
tun,1978,170900000
tun,1979,163500000
tun,1980,184400000
tun,1981,253600000
tun,1982,345800000
tun,1983,396400000
tun,1984,451600000
tun,1985,439900000
tun,1986,461400000
tun,1987,423800000
tun,1988,355500000
tun,1989,367000000
tun,1990,448500000
tun,1991,538400000
tun,1992,599800000
tun,1993,678300000
tun,1994,662500000
tun,1995,742700000
tun,1996,839800000
tun,1997,902200000
tun,1998,545400000
tun,1999,1064400000
tun,2000,1169400000
tun,2001,1332800000
tun,2002,1319600000
tun,2003,1343300000
tun,2004,1338200000
tun,2005,1247600000
tun,2006,1420900000
tun,2007,1430800000
tun,2008,1554000000
tun,2009,1497500000
tun,2010,1537300000
tun,2011,1507500000
tun,2012,1320400000
tur,1972,9200
tur,1973,9200
tur,1974,16000
tur,1975,21000
tur,1976,38300
tur,1977,61200
tur,1978,73800
tur,1979,89900
tur,1980,151000
tur,1981,281400
tur,1983,455900
tur,1984,667900
tur,1985,998400
tur,1986,1275700
tur,1987,1922600
tur,1988,2671000
tur,1989,4606900
tur,1990,6933000
tur,1991,10610200
tur,1992,18163000
tur,1993,33645000
tur,1994,47895000
tur,1995,89578000
tur,1996,230199000
tur,1997,648017000
tur,1998,774590000
tur,2008,19238658572
tur,2009,18984062666
tur,2010,22177440575
tur,2011,24717863793
tur,2012,31294108089
tur,2013,26923379870
tur,2014,33647399001.72
tur,2015,52776093908.9694
tur,2016,115370697453.82001
tza,2009,1133155942000
tza,2010,1133155942000
tza,2011,945319797000
tza,2012,1905721619000
tza,2013,1498092129000
tza,2014,588103360000
tza,2015,390776508000
tza,2016,209053101947.60001
tza,2017,291739076547.67999
uga,2015,3376832276568.43018
uga,2016,3557266538789.27979
ukr,1999,639800000
ukr,2000,2330600000
ukr,2001,2242000000
ukr,2002,3047157600
ukr,2003,3549065985
ukr,2004,5190200000
ukr,2005,3541100000
ukr,2006,4155800000
ukr,2007,6329500000
ukr,2008,7621700000
ukr,2009,3616400000
ukr,2010,6128400000
ukr,2011,7913718000
ukr,2012,8491120000
ukr,2013,7039289611
ukr,2014,3705300000
ukr,2015,2700400000
ukr,2016,14932400000
ury,1972,15000
ury,1973,37000
ury,1974,94000
ury,1975,90000
ury,1976,269000
ury,1977,476000
ury,1978,698000
ury,1979,1318000
ury,1980,1524000
ury,1981,2137000
ury,1982,2704000
ury,1983,3007000
ury,1984,2827000
ury,1985,3861000
ury,1986,7221000
ury,1987,21035000
ury,1988,46370000
ury,1989,88000000
ury,1990,151000000
ury,1991,248000000
ury,1992,389000000
ury,1993,977000000
ury,1994,2052000000
ury,1995,2052000000
ury,1996,2195000000
ury,1997,2382000000
ury,1998,3063000000
ury,1999,2573000000
ury,2000,3157000000
ury,2001,4387556468.09187
ury,2002,3700792573.306
ury,2003,4074042445.818
ury,2004,5645856000
ury,2005,5542217000
ury,2006,6625884192.985
ury,2007,8517593319.32668
ury,2008,11576485705.9512
ury,2009,11213645283.891
ury,2010,11213645283.891
ury,2011,13589502717.3481
ury,2012,15073151772.622
ury,2013,16571467973
ury,2014,18439305365.581
ury,2015,17939000000
ury,2016,21700000000
usa,1972,3520000000
usa,1973,3250000000
usa,1974,2850000000
usa,1975,3990000000
usa,1976,5170000000
usa,1977,5970000000
usa,1978,7860000000
usa,1979,9000000000
usa,1980,9430000000
usa,1981,13910000000
usa,1982,13460000000
usa,1983,13820000000
usa,1984,14820000000
usa,1985,14900000000
usa,1986,14320000000
usa,1987,16190000000
usa,1988,17450000000
usa,1989,17440000000
usa,1990,18690000000
usa,1991,19580000000
usa,1992,21440000000
usa,1993,22310000000
usa,1994,23090000000
usa,1995,17280000000
usa,1996,26450000000
usa,1997,22070000000
usa,1998,27800000000
usa,1999,37650000000
usa,2000,42650000000
usa,2001,157022000000
usa,2002,174940000000
usa,2003,189971000000
usa,2004,203889000000
usa,2005,213592000000
usa,2006,216471000000
usa,2007,240953000000
usa,2008,247737000000
usa,2009,268288000000
usa,2010,290479000000
usa,2011,284627000000
usa,2012,273585000000
usa,2013,256856000000
usa,2014,251056000000
usa,2015,223701000000
usa,2016,248569000000
uzb,2011,1592921800000
uzb,2012,2525919100000
uzb,2013,3285890000000
uzb,2014,3863582045030
uzb,2015,4328880081150.10938
uzb,2016,4884366630519.7998
vct,2000,33708000
vct,2001,47134000
vct,2002,53032000
vct,2003,73942000
vct,2004,71199000
vct,2005,81153000
vct,2006,97633108
vct,2007,130564492
vct,2008,115342108
vct,2009,104554648
vct,2010,77395371
vct,2011,52660215
vct,2012,48776854
vct,2013,117463483
vct,2014,113665581
vut,1990,0
vut,1995,-15000000
vut,1996,66000000
vut,1997,-1000000
vut,1998,359000000
vut,1999,258000000
vut,2009,4162900000
vut,2010,3306800000
vut,2011,3481600000
vut,2012,1137480000
vut,2013,728900000
vut,2014,548300000
vut,2015,1065008000
vut,2016,3089775000
zaf,1972,442000000
zaf,1973,452000000
zaf,1974,581000000
zaf,1975,725000000
zaf,1976,812000000
zaf,1977,851000000
zaf,1978,870000000
zaf,1979,962000000
zaf,1980,1206000000
zaf,1981,1543000000
zaf,1982,1613000000
zaf,1983,1807000000
zaf,1984,2042000000
zaf,1985,2541000000
zaf,1986,3238000000
zaf,1987,2942000000
zaf,1988,3348000000
zaf,1989,3326000000
zaf,1990,4251000000
zaf,1991,4849000000
zaf,1992,4374000000
zaf,1993,4671000000
zaf,1994,2849000000
zaf,1995,4944000000
zaf,1996,4752000000
zaf,1997,5374500000
zaf,1998,5723100000
zaf,1999,4436100000
zaf,2000,4702900000
zaf,2001,6562000000
zaf,2002,6748000000
zaf,2003,7905635000
zaf,2004,7776000000
zaf,2005,10461000000
zaf,2006,11305000000
zaf,2007,12300000000
zaf,2008,15695000000
zaf,2009,14984999000
zaf,2010,18529160650.5
zaf,2011,23566798692
zaf,2012,32208085025.2863
zaf,2013,32215926929.955
zaf,2014,38345803659.8913
zaf,2015,44964411899.568
zaf,2016,38938798949.2888
zmb,1998,425100000
zmb,1999,570500000
zmb,2001,264519171.887
zmb,2002,562748257.7872
zmb,2003,943093854.08318
zmb,2004,639666125.21236
zmb,2005,2117146000
zmb,2006,776700000
zmb,2008,759645361.50467
zmb,2009,2071777871.57565
zmb,2010,3010805887.7511
zmb,2011,5215260000
zmb,2012,413804000
zmb,2013,4575442000
zmb,2014,5511626000
zmb,2015,5667228000
zmb,2016,3301104000
zwe,2009,11992724
zwe,2010,73402730
zwe,2011,108716816.15
zwe,2012,108716816.2
