geo,time,gc_nfn_totl_cn
aze,1998,152901200
aze,1999,134559400
aze,2008,4506500000
aze,2009,3645800000
aze,2010,4466200000
aze,2011,7374600000
aze,2012,7192100000
aze,2013,8496200000
aze,2014,7773700000
aze,2015,6604700000
bdi,1981,9011000000
bdi,1991,12111000000
bdi,1992,12629000000
bdi,1993,8956000000
bdi,1994,7379000000
bdi,1995,17127000000
bdi,1996,15584000000
bel,1995,803200000
bel,1996,869100000
bel,1997,885900000
bel,1998,846100000
bel,1999,909700000
bel,2000,899400000
bel,2001,765700000
bel,2002,714900000
bel,2003,731400000
bel,2004,718100000
bel,2005,683900000
bel,2006,-216700000
bel,2007,964300000
bel,2008,1384400000
bel,2009,1445700000
bel,2010,1264600000
bel,2011,1523000000
bel,2012,1609800000
bel,2013,1373600000
bel,2014,978500000
bel,2015,902900000
bel,2016,1008700000
bfa,2002,200798936462
bfa,2003,229010027320
bfa,2004,288896978541
bfa,2005,323017478693
bfa,2006,360913873691
bfa,2007,383308623953
bfa,2008,325066705240
bfa,2009,457364172339
bfa,2010,552353000000
bfa,2011,535133000000
bfa,2012,625077000000
bfa,2013,858442000000
bfa,2014,554129085460.60205
bfa,2015,500951626565.59601
bfa,2016,526400000000
bgd,2001,55959380000
bgd,2002,55567770000
bgd,2003,67383790000
bgd,2004,79999010000
bgd,2005,93699142000
bgd,2006,96605020000
bgd,2007,86878533000
bgd,2008,81901844000
bgd,2009,103119488000
bgd,2010,135249695000
bgd,2011,156516200000
bgd,2012,209407600000
bgd,2013,258722400000
bgd,2014,345144700000
bgd,2015,354082500000
bgd,2016,412320000000
bgr,1990,-128000
bgr,1991,965000
bgr,1992,2167000
bgr,1993,3054000
bgr,1994,1614000
bgr,1995,5060000
bgr,1996,6450000
bgr,1997,178930000
bgr,1998,678070000
bgr,1999,865563000
bgr,2000,918059000
bgr,2001,1022644000
bgr,2002,929797000
bgr,2003,943683000
bgr,2004,1123378000
bgr,2005,1238084000
bgr,2006,1576163000
bgr,2007,2330746000
bgr,2008,2645967000
bgr,2009,2196237000
bgr,2010,2347029000
bgr,2011,1887589000
bgr,2012,1661640000
bgr,2013,1521412000
bgr,2014,1641911000
bgr,2015,1585091000
bgr,2016,1423922000
bhr,1974,17300000
bhr,1975,33200000
bhr,1976,82800000
bhr,1977,91600000
bhr,1978,79700000
bhr,1979,51800000
bhr,1980,69500000
bhr,1981,93400000
bhr,1982,111800000
bhr,1983,118600000
bhr,1984,112400000
bhr,1985,87900000
bhr,1986,76100000
bhr,1987,67200000
bhr,1988,62000000
bhr,1989,64200000
bhr,1990,73500000
bhr,1991,60200000
bhr,1992,71200000
bhr,1993,71200000
bhr,1994,77900000
bhr,1995,58500000
bhr,1996,53900000
bhr,1997,59000000
bhr,1998,66400000
bhr,1999,77100000
bhr,2000,69800000
bhr,2001,92400000
bhr,2002,165400000
bhr,2003,147000000
bhr,2004,103000000
bhs,1990,31300000
bhs,1991,25500000
bhs,1992,29200000
bhs,1993,43000000
bhs,1994,46400000
bhs,1995,53500000
bhs,1996,60000000
bhs,1997,116270000
bhs,1998,74229000
bhs,1999,90387000
bhs,2000,89126000
bhs,2001,88200000
bhs,2002,94200000
bhs,2003,67800000
bhs,2004,97700000
bhs,2005,96700000
bhs,2006,138481000
bhs,2007,156323000
bhs,2008,170876000
bhs,2009,139566000
bhs,2010,152466000
bhs,2011,194040000
bhs,2012,210978000
bhs,2013,231081000
bhs,2014,247215000
bhs,2015,273438000
bhs,2016,230067000
bih,2005,220548872.19
bih,2006,290924858.78
bih,2007,408480199.45
bih,2008,454263437.58
bih,2009,520061628.62
bih,2010,397705643.99
bih,2011,550794486.7
bih,2012,584316964.6
bih,2013,909468085.8
bih,2014,1027580495.98
bih,2015,422040376.07
bih,2016,543893228.7
blr,1992,480
blr,1993,5160
blr,1994,93460
blr,1995,478030
blr,1996,890930
blr,1997,2088820
blr,1998,2911500
blr,1999,10767010
blr,2000,29895000
blr,2001,41766000
blr,2002,21415000
blr,2003,81979920
blr,2004,117344900
blr,2005,214915800
blr,2006,259204900
blr,2007,307238968.2
blr,2008,333405485.7
blr,2009,300228400
blr,2010,266599852.94891
blr,2011,290140000
blr,2012,729240000
blr,2013,869678000
blr,2014,845521960
blr,2015,746363083.13
blr,2016,767493701.12
blz,1990,90494000
blz,1991,125823000
blz,1992,140823000
blz,1993,119725000
blz,1994,99437000
blz,1995,73051000
blz,1996,75245000
blz,1997,56630000
blz,1998,70529000
blz,1999,110935000
blz,2000,160784000
blz,2001,226410000
blz,2002,192658000
blz,2003,128463000
blz,2004,134613000
blz,2005,75087000
blz,2006,99558000
blz,2007,96550000
blz,2008,126049000
blz,2009,75261000
blz,2010,106029000
blz,2011,147507000
blz,2012,136615000
blz,2013,213815000
blz,2014,242016000
bol,1986,99000000
bol,1987,22900000
bol,1988,249800000
bol,1989,270400000
bol,1990,338300000
bol,1991,441500000
bol,1992,556700000
bol,1993,862800000
bol,1994,1071300000
bol,1995,991200000
bol,1996,1437900000
bol,1997,972300000
bol,1998,1106000000
bol,1999,1273700000
bol,2000,1606800000
bol,2001,975470000
bol,2002,1138407502.41
bol,2003,1344219138.64
bol,2004,1813800000
bol,2005,2912191797.83
bol,2006,2610234912.37
bol,2007,3050497102.86
bra,1980,0.07273
bra,1981,0.10909
bra,1982,0.25455
bra,1984,1.05455
bra,1985,3.2
bra,1986,25.01818
bra,1989,-6336.69091
bra,1990,-921345.45455
bra,1991,-2487345.45455
bra,1992,-21357090.90909
bra,1993,-602690909.09091
bra,1994,-11282300000
bra,1997,-2869800000
bra,1998,-20910452.79
bra,1999,-202372610.13
bra,2000,-111812175.15
bra,2001,-181278870.52
bra,2002,-133305060.83
bra,2003,5197706606.3024
bra,2004,9837984042.23
bra,2005,13263949138.762
bra,2006,16800700000
bra,2007,21562500000
bra,2008,27909600000
bra,2009,33880300000
bra,2010,29750702511.6073
bra,2011,21628889224.8121
bra,2012,22438397259.9904
bra,2013,29191103634.6858
bra,2014,32533938953.364
bra,2015,22017436223.939
bra,2016,20118116907.4914
brb,2003,249491000
brb,2004,325600000
brb,2005,174208000
brb,2006,104560148.09
brb,2007,535756541
brb,2008,123478291
brb,2009,73410491
brb,2010,58601719
brb,2011,44606248
brb,2012,57489371
brb,2013,90783006
brb,2014,84552045
brb,2015,82691249
btn,1983,466200000
btn,1984,442600000
btn,1985,652900000
btn,1986,635200000
btn,1988,773500000
btn,1989,610900000
btn,1990,642800000
btn,1991,614700000
btn,1992,857500000
btn,1993,924800000
btn,1994,1133700000
btn,1995,1588300000
btn,1996,1455200000
btn,1997,1956400000
btn,1998,1844200000
btn,1999,3933100000
btn,2000,4476400000
btn,2001,6103000000
btn,2002,4918686000
btn,2003,4492230000
btn,2004,4319490000
btn,2005,3661366000
btn,2006,5067300000
btn,2007,5773196000
btn,2008,6684033000
btn,2009,6060689000
btn,2010,9542351876
btn,2011,10639182562
btn,2012,14550450414
btn,2013,14740956170
btn,2014,10499151027
btn,2015,11273750000
btn,2016,16200505000
bwa,1990,471930000
bwa,1991,460700000
bwa,1992,513900000
bwa,1993,577700000
bwa,1994,674500000
bwa,1995,731200000
bwa,1996,1070700000
bwa,2006,3011990000
bwa,2007,4825170000
bwa,2008,9050080000
bwa,2009,10464020000
bwa,2010,9616260000
bwa,2011,8028680000
bwa,2012,6828080000
bwa,2013,6736526666.66667
bwa,2014,10140210000
bwa,2015,10313720000
bwa,2016,12723430000
caf,2004,7923900000
caf,2008,36493895471.136
caf,2009,41255042599.9999
caf,2010,75406229417
caf,2011,39304160917.1199
caf,2012,89208198630
can,1990,6017000000
can,1991,6058000000
can,1992,6492000000
can,1993,6722000000
can,1994,6564000000
can,1995,6089000000
can,1996,4395000000
can,1997,5255000000
can,1998,5051000000
can,1999,5532000000
can,2000,5905000000
can,2001,5108000000
can,2002,5985000000
can,2003,5974000000
can,2004,6350000000
can,2005,6888000000
can,2006,7080000000
can,2007,7217000000
can,2008,4600000000
can,2009,9018000000
can,2010,9553000000
can,2011,9208000000
can,2012,9931000000
can,2013,8898000000
can,2014,2433000000
can,2015,6613000000
can,2016,9959000000
can,2017,10179000000
che,1972,418000000
che,1973,415000000
che,1974,518000000
che,1975,329000000
che,1976,331000000
che,1977,279000000
che,1978,357000000
che,1979,333000000
che,1980,302000000
che,1981,309000000
che,1982,321000000
che,1983,343000000
che,1984,528000000
che,1990,4155185773.85
che,1991,4273452674.48
che,1992,4267645723.51
che,1993,3969652510.43
che,1994,4108231827.56
che,1995,4253952706.44
che,1996,3885573883.2
che,1997,3648254204.9
che,1998,3638112311.5
che,1999,3563341250.11
che,2000,2878113823.01
che,2001,3237137400.71
che,2002,3498621531.89
che,2003,3431576274.7
che,2004,3659070645.91
che,2005,3653035083.71
che,2006,3748477956.18
che,2007,3805890786.75
che,2008,5866411390.82
che,2009,5721578602.31
che,2010,5639783437.57
che,2011,6141812161.97
che,2012,5245635811.28
che,2013,6089491915.75
che,2014,6051717865.05
che,2015,6040044417.58
che,2016,6222802623.37
chl,1972,20000000
chl,1973,70000000
chl,1974,690000000
chl,1975,1670000000
chl,1976,2720000000
chl,1977,7880000000
chl,1978,15350000000
chl,1979,14540000000
chl,1980,18700000000
chl,1981,19380000000
chl,1982,20520000000
chl,1983,27870000000
chl,1984,39580000000
chl,1985,66950000000
chl,1986,86570000000
chl,1987,88540000000
chl,1988,125770000000
chl,1989,143130000000
chl,1990,171930000000
chl,1991,254860000000
chl,1992,367880000000
chl,1993,519420000000
chl,1994,635000000000
chl,1995,714050000000
chl,1996,875310000000
chl,1997,967770000000
chl,1998,1055020000000
chl,1999,1030520000000
chl,2000,896810000000
chl,2001,967940000000
chl,2002,1013040000000
chl,2003,1001560000000
chl,2004,1030610000000
chl,2005,1183000000000
chl,2006,1356000000000
chl,2007,1776254000000
chl,2008,1991822000000
chl,2009,2424560000000
chl,2010,2317675615500
chl,2011,2583096000000
chl,2012,2641172000000
chl,2013,2679320000000
chl,2014,2946444261544.8999
chl,2015,3616133235639.52002
chl,2016,3531199386628.87012
chn,2013,36500000000
chn,2014,33500000000
chn,2015,24215000000
civ,2003,215700000000
civ,2004,260500000000
civ,2005,234300000000
civ,2006,239000000000
civ,2007,249300000000
civ,2008,300300000000
civ,2009,300569000000
civ,2010,342574000000
civ,2011,281829000000
civ,2012,612240000000
civ,2013,927215000000
civ,2014,983800000000
civ,2015,589992516601
civ,2016,744659975419
cod,1972,0.00017
cod,1973,0.0004
cod,1974,0.00067
cod,1975,0.00032
cod,1976,0.00067
cod,1977,0.00068
cod,1978,0.00071
cod,1979,0.00145
cod,1980,0.00287
cod,1981,0.00605
cod,1982,0.00666
cod,1988,0.12959
cod,1989,0.24538
cog,2001,205400000000
cog,2002,191400000000
cog,2003,105596400000
cog,2004,225404000000
cog,2005,226522000000
cog,2006,351400000000
cog,2007,360095000000
cog,2008,434175000000
cog,2009,405106000000
cog,2010,541235000000
cog,2011,952411722601
cog,2012,1480688488323
cog,2013,1612100000000
cog,2014,2079100000000
cog,2015,1025400000000
cog,2016,575700000000
col,1998,3166237300000
col,1999,3026152821341.25
col,2000,3510623488308.3999
col,2003,1801754213000
col,2008,18092169000000
col,2009,21962716000000
col,2010,8247005000000
col,2011,6781468000000
col,2012,-14040744980000
col,2013,13826669000000
col,2014,13220816000000
col,2015,11438932000000
col,2016,-4257815123537
cpv,2005,6993369705.44911
cpv,2006,8492412271.95038
cpv,2007,6411585268
cpv,2008,11480714898.0589
cpv,2009,13263142422
cpv,2012,20879254838
cri,1973,270000000
cri,1974,430000000
cri,1975,480000000
cri,1976,770000000
cri,1977,830000000
cri,1978,800000000
cri,1979,1240000000
cri,1980,1430000000
cri,1981,1660000000
cri,1982,1730000000
cri,1983,3370000000
cri,1984,4560000000
cri,1985,4530000000
cri,1986,5320000000
cri,1987,4670000000
cri,1988,4520000000
cri,1989,6860000000
cri,1990,7110000000
cri,1991,8820000000
cri,1992,11550000000
cri,1993,16130000000
cri,1994,20780000000
cri,1995,24210000000
cri,1996,27390000000
cri,1997,40610000000
cri,1998,42090000000
cri,1999,65940000000
cri,2000,75100000000
cri,2001,73000000000
cri,2002,109720000000
cri,2003,64500000000
cri,2004,91960000000
cri,2005,96146000000
cri,2006,109900000000
cri,2007,181900000000
cri,2008,577306635886.94995
cri,2009,351147031938.18799
cri,2010,289103822916.58197
cri,2011,286315676479.34497
cri,2012,323305569898.52002
cri,2013,366795000000
cri,2014,571222176060.00195
cyp,1972,12558220.59411
cyp,1973,13805499.64632
cyp,1974,9739028.21584
cyp,1975,11721005.88784
cyp,1976,23749560.03513
cyp,1977,30173901.4547
cyp,1978,37213339.39317
cyp,1979,53222934.89887
cyp,1980,58502513.35272
cyp,1981,62261436.52375
cyp,1982,57733642.7041
cyp,1983,70394379.3847
cyp,1984,85020007.72288
cyp,1985,80543471.94647
cyp,1986,107881095.00849
cyp,1987,104310117.99602
cyp,1988,113194845.49117
cyp,1989,120986068.06385
cyp,1990,239676080.49731
cyp,1991,220291803.09777
cyp,1992,250711105.8844
cyp,1993,267759928.17556
cyp,1994,299960015.48233
cyp,1995,532741929.42109
cyp,1996,655590373.05604
cyp,1997,674384988.91118
cyp,1998,383410163.44481
cyp,1999,452608521.82055
cyp,2000,505575166.50321
cyp,2001,526078383.79972
cyp,2002,614925658.75129
cyp,2003,737603242.24209
cyp,2004,747854850.89035
cyp,2005,684807457.70357
cyp,2006,723250990.13453
cyp,2007,691129283.03666
cyp,2008,818078370.13091
cyp,2009,629900000
cyp,2010,687400000
cyp,2011,599500000
cyp,2012,409200000
cyp,2013,123600000
cyp,2014,259300000
cyp,2015,292400000
cyp,2016,378500000
cze,1993,13894000000
cze,1994,21247000000
cze,1995,44129000000
cze,1996,32687000000
cze,1997,30704000000
cze,1998,38831000000
cze,1999,45931000000
cze,2000,61030000000
cze,2001,58058000000
cze,2002,65843000000
cze,2003,156221000000
cze,2004,81193000000
cze,2005,102070000000
cze,2006,102857000000
cze,2007,105778000000
cze,2008,123044000000
cze,2009,113743000000
cze,2010,97090000000
cze,2011,85755000000
cze,2012,85261000000
cze,2013,71328000000
cze,2014,66503000000
cze,2015,119133000000
cze,2016,87592000000
deu,1972,3527913980.25391
deu,1973,3487010629.75821
deu,1974,3962512079.27069
deu,1975,4356206827.79178
deu,1976,3757995326.79221
deu,1977,4044318780.26209
deu,1978,4177254669.37311
deu,1979,4340868071.3559
deu,1980,4555610661.45831
deu,1981,4105673806.00563
deu,1982,4095447968.38171
deu,1983,4253948451.55254
deu,1984,4207932182.24488
deu,1985,4432900609.97121
deu,1986,4376658503.03963
deu,1987,4397110178.28748
deu,1988,4310190558.48412
deu,1989,4443126447.59514
deu,1990,4795917845.62053
deu,1991,13195000000
deu,1992,14043000000
deu,1993,13512000000
deu,1994,12183000000
deu,1995,12108127255.354
deu,1996,11702251360.1863
deu,1997,10215185235.1563
deu,1998,11783516677.0741
deu,1999,13072010866.2041
deu,2000,-38207458287.6428
deu,2001,12874180382.55
deu,2002,12445656180.0889
deu,2003,13844938950.3555
deu,2004,12665830698.119
deu,2005,14540837341.7369
deu,2006,15442948741.9864
deu,2007,13445249550.6557
deu,2008,15053739304.054
deu,2009,18204614814.48849
deu,2010,13843538540.0347
deu,2011,19291685325.7285
deu,2012,20380362260.6824
deu,2013,18699902782.7071
deu,2014,17566698796.5293
deu,2015,19268940693.7173
deu,2016,20594050556.0323
dnk,1972,1833000000
dnk,1973,1829000000
dnk,1974,2062000000
dnk,1975,2451000000
dnk,1976,1831000000
dnk,1977,2435000000
dnk,1978,2102000000
dnk,1979,2224000000
dnk,1980,-520000000
dnk,1981,3072000000
dnk,1982,5008000000
dnk,1983,5171000000
dnk,1984,3793000000
dnk,1985,4774000000
dnk,1986,2394000000
dnk,1987,3660000000
dnk,1988,3949000000
dnk,1989,4081000000
dnk,1990,5245000000
dnk,1991,6455000000
dnk,1992,9112000000
dnk,1993,7586000000
dnk,1994,8249000000
dnk,1995,18777000000
dnk,1996,20136000000
dnk,1997,19636000000
dnk,1998,18580000000
dnk,1999,19977000000
dnk,2000,20476000000
dnk,2001,17701000000
dnk,2002,19747000000
dnk,2003,19444000000
dnk,2004,21401000000
dnk,2005,19943000000
dnk,2006,22965000000
dnk,2007,30241000000
dnk,2008,29223000000
dnk,2009,27931000000
dnk,2010,32323000000
dnk,2011,31605000000
dnk,2012,38674000000
dnk,2013,38802000000
dnk,2014,43576000000
dnk,2015,41094000000
dnk,2016,45721000000
dom,1972,120300000
dom,1973,150900000
dom,1974,204200000
dom,1975,284300000
dom,1976,216700000
dom,1978,215800000
dom,1979,145200000
dom,1980,179200000
dom,1981,207100000
dom,1982,160800000
dom,1983,143100000
dom,1984,208500000
dom,1985,278900000
dom,1986,357200000
dom,1987,1301300000
dom,1988,2244000000
dom,1989,2522000000
dom,1990,2797500000
dom,1991,3768000000
dom,1992,4677400000
dom,1993,6924700000
dom,1994,8676400000
dom,1995,8382100000
dom,1996,9340100000
dom,1997,6919500000
dom,1998,6787800000
dom,1999,9471400000
dom,2000,8260400000
dom,2001,10381600000
dom,2002,11625040253.76
dom,2003,9714762523.69
dom,2004,20773002402.41
dom,2005,22465960586.5813
dom,2006,32624584439.25529
dom,2007,44216859985.2732
dom,2008,65210377616.487
dom,2009,46522268196.73409
dom,2010,59816019112.044
dom,2011,64213337117.63
dom,2012,123208824933
dom,2013,75296704572.979
dom,2014,62340210419.911
dom,2015,73023011114.0668
dom,2016,63575860239.5255
egy,1975,164000000
egy,1976,736000000
egy,1977,280000000
egy,1978,451000000
egy,1979,354000000
egy,1981,689000000
egy,1982,582000000
egy,1983,776000000
egy,1984,973000000
egy,1985,932000000
egy,1986,1360000000
egy,1987,1303000000
egy,1988,1738000000
egy,1989,1671000000
egy,1990,2281000000
egy,1991,2409000000
egy,1992,1782000000
egy,1993,1894000000
egy,1994,7894000000
egy,1995,8586000000
egy,1996,9100000000
egy,1997,10438000000
egy,2002,18403000000
egy,2003,19203000000
egy,2004,20692000000
egy,2005,20162700000
egy,2006,17829000000
egy,2007,21113500000
egy,2008,34297000000
egy,2009,43480000000
egy,2010,48464000000
egy,2011,40026000000
egy,2012,35959000000
egy,2013,39629000000
egy,2014,52921000000
egy,2015,61750000000
esp,1972,409890255.18974
esp,1973,435733775.67824
esp,1974,530092676.0665
esp,1975,670729508.4923
esp,1976,679143677.95367
esp,1977,1015109444.30421
esp,1978,1018715516.93051
esp,1979,1024124625.86997
esp,1980,1191807002.99304
esp,1981,1563833495.6066
esp,1982,1950284278.72537
esp,1983,2199704302.04464
esp,1984,1546404144.57947
esp,1985,2193093168.89642
esp,1986,2326517856.06962
esp,1987,2883055064.729
esp,1988,3105429543.351
esp,1989,4334499296.81584
esp,1990,5355017850.0595
esp,1991,6005913959.10714
esp,1992,4747394612.5275
esp,1993,5114011996.2016
esp,1994,4434267306.14355
esp,1995,8445000000
esp,1996,6155000000
esp,1997,6926000000
esp,1998,6217000000
esp,1999,6882000000
esp,2000,7498000000
esp,2001,7894000000
esp,2002,8702000000
esp,2003,9425000000
esp,2004,11965000000
esp,2005,12256000000
esp,2006,13251000000
esp,2007,15074000000
esp,2008,16691000000
esp,2009,16291000000
esp,2010,15306000000
esp,2011,13136000000
esp,2012,9446000000
esp,2013,7721000000
esp,2014,6880000000
esp,2015,8152000000
esp,2016,6966000000
est,1991,82510.91614
est,1995,114468295.93424
est,1996,122091929.28516
est,1997,141523284.3533
est,1998,183294589.95277
est,1999,166247126.43678
est,2000,179686287.31343
est,2001,200117739.17299
est,2002,305652752.29358
est,2003,316726895.66422
est,2004,251158179.78783
est,2005,336071365.67536
est,2006,436975325.23851
est,2007,629367774.96687
est,2008,712421448.68185
est,2009,617835150.25575
est,2010,326496089.12189
est,2011,374680036.66634
est,2012,791669634.95575
est,2013,611503553.74055
est,2014,741967382.65712
est,2015,773623292.8455
est,2016,729279532.3285
eth,1990,765800000
eth,1991,711100000
eth,1992,349300000
eth,1993,882500000
eth,1994,1731300000
eth,1995,2255200000
eth,1996,2494300000
eth,1997,2689200000
eth,1998,2192500000
eth,1999,1634400000
eth,2001,3883900000
eth,2002,3310700000
eth,2003,4042300000
eth,2004,4869500000
eth,2005,5941700000
eth,2006,6607400000
eth,2007,8325100000
eth,2008,9376100000
eth,2009,14187200000
eth,2010,22684900000
eth,2011,29892620000
eth,2012,19240700000
eth,2013,35800612454.27
fin,1972,242022426.17811
fin,1973,248918131.16304
fin,1974,281714776.82303
fin,1975,354708336.90733
fin,1976,342094242.42271
fin,1977,387504982.56732
fin,1978,352858269.71625
fin,1979,445698005.123
fin,1980,506750222.42853
fin,1981,569484318.99868
fin,1982,632218415.56882
fin,1983,832698423.91094
fin,1984,729599224.99004
fin,1985,754995601.88572
fin,1986,833202987.69033
fin,1987,854562854.35094
fin,1988,1011818565.59245
fin,1989,1048988097.34044
fin,1990,1068666084.73644
fin,1991,1051679104.16383
fin,1992,978180980.30015
fin,1993,809320302.13279
fin,1994,820757081.13217
fin,1995,2364014698.65841
fin,1996,2479409552.93539
fin,1997,2787276577.73989
fin,1998,2798378168.59721
fin,1999,2745452165.96897
fin,2000,2583184265.95334
fin,2001,2315874972.55446
fin,2002,2622079516.83821
fin,2003,2767502810.87792
fin,2004,3183088611.59106
fin,2005,2979207746.20632
fin,2006,2628330659.9286
fin,2007,3086829320.59333
fin,2008,3176442639.94991
fin,2009,3300330914.08395
fin,2010,3008590739.6104
fin,2011,3175089805.03298
fin,2012,3531872366.48491
fin,2013,3608088375.73689
fin,2014,3544253905.91318
fin,2015,3094497430.93729
fin,2016,3326068610.30296
fji,1990,47760000
fji,1991,95850000
fji,1992,88840000
fji,1993,58780000
fji,1994,64740000
fji,1995,52970000
fji,1996,69510000
fji,2005,145020000
fji,2006,116848553
fji,2010,194700000
fji,2011,238200000
fji,2012,234650000
fji,2013,196000000
fji,2014,260463104.07
fji,2015,307775483.28
fra,1972,1737918796.50648
fra,1973,1311061548.24173
fra,1974,1692184091.33526
fra,1975,2423939374.07483
fra,1976,1997082125.81008
fra,1977,1737918796.50648
fra,1978,2317225062.00864
fra,1979,2622123096.48346
fra,1980,4360041892.98994
fra,1981,4039898956.79138
fra,1982,4969837961.93958
fra,1983,5716838146.40289
fra,1984,5549144227.44174
fra,1985,6463838330.8662
fra,1986,7317552827.3957
fra,1987,6182264996.0287
fra,1988,6738246561.89354
fra,1989,8293226537.71513
fra,1990,11936758049.6892
fra,1991,11052553749.7123
fra,1992,11189757865.2259
fra,1993,9070716525.62592
fra,1994,9207920641.13959
fra,1995,25273000000
fra,1996,26055000000
fra,1997,22641000000
fra,1998,25565000000
fra,1999,25030000000
fra,2000,25182000000
fra,2001,26789000000
fra,2002,28928000000
fra,2003,29676000000
fra,2004,30115000000
fra,2005,30492000000
fra,2006,29556000000
fra,2007,30008000000
fra,2008,31227000000
fra,2009,35728000000
fra,2010,38331000000
fra,2011,34924000000
fra,2012,35144000000
fra,2013,34560000000
fra,2014,33838000000
fra,2015,33316000000
fra,2016,34567000000
fsm,2008,15369908.7441
fsm,2009,41010184.437
fsm,2010,55185898
fsm,2011,57845334
fsm,2012,61473000
fsm,2013,40384116
fsm,2014,22767991
fsm,2015,19174177
fsm,2016,38213165
gbr,1972,677000000
gbr,1973,809000000
gbr,1974,970000000
gbr,1975,1239000000
gbr,1976,1405000000
gbr,1977,1344000000
gbr,1978,1321000000
gbr,1979,1528000000
gbr,1980,1804000000
gbr,1981,1801000000
gbr,1982,2312000000
gbr,1983,2841000000
gbr,1984,2613000000
gbr,1985,3716000000
gbr,1986,3403000000
gbr,1987,3992000000
gbr,1988,4297000000
gbr,1989,5709000000
gbr,1990,7515000000
gbr,1991,8281000000
gbr,1992,8055000000
gbr,1993,7595000000
gbr,1994,7189000000
gbr,1995,13185000000
gbr,1996,11598000000
