geo,time,tm_tax_manf_sm_fn_zs
vnm,2005,16.62
vnm,2006,16.62
vnm,2007,16.62
vnm,2008,9.88
vnm,2009,9.48
vnm,2010,9.1
vnm,2012,8.67
vnm,2013,8.62
vnm,2014,8.7
vnm,2015,8.69
vnm,2016,8.74
vnm,2017,8.74
vnm,2018,8.74
vnm,2019,8.75
vnm,2020,8.75
vut,2002,14.17
vut,2003,13.8
vut,2004,13.89
vut,2005,13.92
vut,2006,13.87
vut,2007,13.98
vut,2008,13.94
vut,2009,13.93
vut,2012,7.87
vut,2015,7.84
vut,2016,7.84
vut,2017,7.81
vut,2020,7.81
wsm,2011,10.55
wsm,2012,10.55
wsm,2013,10.55
wsm,2014,10.55
wsm,2015,10.51
wsm,2016,10.51
wsm,2017,10.51
wsm,2018,10.51
wsm,2020,10.53
yem,2000,12.19
yem,2006,6.14
yem,2009,6.04
yem,2011,6.04
yem,2012,6.01
yem,2013,6.01
yem,2015,6.06
yem,2016,6.06
yem,2017,6.07
zaf,1988,17.98
zaf,1990,11.83
zaf,1991,11.49
zaf,1993,18.63
zaf,1996,16.15
zaf,1997,11.06
zaf,1999,10.2
zaf,2000,8.81
zaf,2001,9.08
zaf,2002,7.94
zaf,2003,7.94
zaf,2004,8.55
zaf,2005,8.54
zaf,2006,8.51
zaf,2007,8.25
zaf,2008,8.24
zaf,2009,8.24
zaf,2010,8.13
zaf,2011,8.13
zaf,2012,8.1
zaf,2013,8.11
zaf,2014,8.11
zaf,2015,8.12
zaf,2016,8.19
zaf,2017,8.4
zaf,2018,8.46
zaf,2019,10
zaf,2020,8.43
zmb,1993,25.98
zmb,1997,13.62
zmb,2001,13.66
zmb,2002,11.7
zmb,2003,13.28
zmb,2004,13.53
zmb,2005,13.18
zmb,2006,13.35
zmb,2007,13.08
zmb,2008,13.01
zmb,2009,12.72
zmb,2010,12.44
zmb,2011,12.46
zmb,2012,12.4
zmb,2013,11.76
zmb,2015,11.69
zmb,2016,13.59
zmb,2018,11.9
zmb,2020,12.76
zwe,1996,42.7
zwe,1997,24.93
zwe,1998,21.95
zwe,1999,24.9
zwe,2000,21.6
zwe,2001,19.8
zwe,2002,15.78
zwe,2003,15.46
zwe,2007,16.72
zwe,2010,14.24
zwe,2011,14.25
zwe,2012,14.36
zwe,2015,15.34
zwe,2016,12.01
