geo,time,ip_tmk_resd
prk,1985,7220
prk,1986,6531
prk,1987,6515
prk,1988,3367
prk,1989,2061
prk,1990,11704
prk,1991,13722
prk,1992,14239
prt,1980,2702
prt,1981,2930
prt,1982,2386
prt,1983,2344
prt,1984,2344
prt,1985,2420
prt,1986,3041
prt,1987,2838
prt,1988,4223
prt,1989,4969
prt,1990,5060
prt,1991,4533
prt,1992,4839
prt,1993,4842
prt,1994,4347
prt,1995,3841
prt,1996,4040
prt,1997,4744
prt,1998,3508
prt,1999,5962
prt,2000,8046
prt,2001,7192
prt,2002,6930
prt,2003,7566
prt,2004,8125
prt,2005,8592
prt,2006,11904
prt,2007,15289
prt,2008,15508
prt,2009,15416
prt,2010,16603
prt,2011,15616
prt,2012,14297
prt,2013,14643
prt,2014,17490
prt,2015,16548
prt,2016,16233
prt,2017,17822
prt,2018,18906
prt,2019,19050
pry,1981,1211
pry,1982,1369
pry,1983,1267
pry,1984,936
pry,1985,1917
pry,1988,1556
pry,1989,3897
pry,1992,5296
pry,1993,5958
pry,2000,5949
pry,2001,6004
pry,2002,5838
pry,2003,6877
pry,2004,8158
pry,2005,8890
pry,2006,8434
pry,2007,9363
pry,2008,11526
pry,2009,10904
pry,2010,13140
pry,2018,12085
qat,1981,20
qat,1982,17
qat,1983,20
qat,1984,10
qat,1985,4
qat,1986,15
qat,1987,9
qat,1988,25
qat,1989,57
qat,2011,656
qat,2012,485
qat,2013,797
qat,2014,1405
qat,2017,1117
qat,2019,1333
rou,1980,363
rou,1981,184
rou,1982,202
rou,1983,269
rou,1984,268
rou,1985,254
rou,1986,263
rou,1987,351
rou,1988,511
rou,1989,544
rou,1990,654
rou,1991,1348
rou,1992,976
rou,1993,1115
rou,1994,2767
rou,1995,3114
rou,1996,3037
rou,1997,4369
rou,1998,4039
rou,1999,2625
rou,2000,4241
rou,2001,5374
rou,2002,6026
rou,2003,6841
rou,2004,10298
rou,2005,11121
rou,2006,12720
rou,2007,10989
rou,2008,10316
rou,2009,9049
rou,2010,8753
rou,2011,8389
rou,2012,7741
rou,2013,8862
rou,2014,8165
rou,2015,8067
rou,2016,8262
rou,2017,7922
rou,2018,8226
rou,2019,8586
rus,1992,9312
rus,1993,18028
rus,1994,14419
rus,1995,11829
rus,1996,13513
rus,1997,15998
rus,1998,15583
rus,1999,18254
rus,2000,30338
rus,2001,39801
rus,2002,29280
rus,2003,20648
rus,2004,23578
rus,2005,26460
rus,2006,29590
rus,2007,31503
rus,2008,30024
rus,2009,26455
rus,2010,32758
rus,2011,33256
rus,2012,34859
rus,2013,34634
rus,2014,34189
rus,2015,34314
rus,2016,41529
rus,2017,46602
rus,2018,49132
rus,2019,58626
rwa,1980,1
rwa,1981,8
rwa,1982,2
rwa,1983,15
rwa,1984,18
rwa,1985,17
rwa,1987,20
rwa,1988,22
rwa,1989,10
rwa,1990,16
rwa,1991,9
rwa,1992,3
rwa,1994,1
rwa,1998,4
rwa,1999,5
rwa,2000,2
rwa,2001,29
rwa,2002,17
rwa,2003,179
rwa,2004,40
rwa,2005,21
rwa,2006,26
rwa,2007,14
rwa,2012,109
rwa,2014,102
rwa,2015,246
rwa,2016,194
rwa,2017,255
rwa,2018,318
rwa,2019,316
sau,1989,456
sau,2014,4897
sau,2015,7423
sau,2017,17092
sau,2018,18563
sau,2019,23411
sdn,1980,139
sdn,1982,135
sdn,1984,81
sdn,1985,113
sdn,1998,738
sdn,1999,1070
sdn,2000,573
sdn,2001,397
sdn,2002,491
sdn,2003,419
sdn,2004,478
sdn,2005,533
sdn,2006,792
sdn,2007,634
sdn,2008,571
sdn,2009,974
sdn,2010,934
sdn,2011,915
sdn,2012,847
sdn,2013,223
sdn,2014,1616
sdn,2015,1333
sdn,2016,1332
sdn,2017,1558
sdn,2018,1780
sdn,2019,1647
sgp,1980,2072
sgp,1981,2410
sgp,1983,2664
sgp,1984,2140
sgp,1998,2243
sgp,1999,3477
sgp,2000,5187
sgp,2001,3282
sgp,2002,3344
sgp,2003,4254
sgp,2004,4840
sgp,2005,5071
sgp,2006,4854
sgp,2007,5393
sgp,2008,4203
sgp,2009,4108
sgp,2010,4334
sgp,2011,4242
sgp,2012,4608
sgp,2013,4804
sgp,2014,5641
sgp,2015,5393
sgp,2016,5861
sgp,2017,6484
sgp,2018,6305
sgp,2019,6489
sle,1980,10
sle,1981,24
sle,1982,5
sle,1984,32
sle,1995,25
sle,2012,150
sle,2013,122
sle,2014,350
sle,2016,113
sle,2017,300
sle,2018,480
sle,2019,200
slv,1980,228
slv,1981,498
slv,1982,575
slv,1983,818
slv,1984,755
slv,1989,581
slv,1990,1535
slv,1991,1883
slv,1992,1739
slv,1993,1834
slv,1994,1681
slv,1995,1730
slv,1997,1699
slv,2015,4419
slv,2016,3621
slv,2017,5026
slv,2018,4040
slv,2019,4857
smr,1999,5
smr,2000,51
smr,2001,80
smr,2002,79
smr,2003,103
smr,2004,81
smr,2005,95
smr,2006,63
smr,2013,81
smr,2014,94
smr,2015,101
smr,2016,102
smr,2017,68
smr,2018,110
smr,2019,98
som,1983,12
som,1984,10
srb,2006,1858
srb,2007,2104
srb,2008,2055
srb,2009,1373
srb,2010,1380
srb,2011,1133
srb,2012,1112
srb,2013,1335
srb,2014,1172
srb,2015,1340
srb,2016,1445
srb,2017,1313
srb,2018,1412
srb,2019,1298
stp,2005,8
stp,2006,1
stp,2008,1
stp,2009,8
stp,2010,2
stp,2011,6
stp,2012,19
stp,2013,5
stp,2014,13
stp,2015,6
stp,2016,24
stp,2017,15
stp,2018,8
stp,2019,7
sur,1981,20
sur,1982,10
sur,1996,69
sur,2001,97
sur,2002,51
sur,2003,46
sur,2004,64
sur,2005,131
sur,2006,108
sur,2007,119
sur,2008,91
sur,2009,215
sur,2010,154
sur,2011,200
sur,2012,234
sur,2013,218
sur,2014,210
sur,2015,159
sur,2016,155
sur,2017,183
sur,2018,154
svk,1993,856
svk,1994,1248
svk,1995,1602
svk,1996,1651
svk,1997,1857
svk,1998,1719
svk,1999,1679
svk,2000,2083
svk,2001,2158
svk,2002,2350
svk,2003,2306
svk,2004,2911
svk,2005,2739
svk,2006,2828
svk,2007,2889
svk,2008,2878
svk,2009,2192
svk,2010,2236
svk,2011,2333
svk,2012,2218
svk,2013,2446
svk,2014,2507
svk,2015,2537
svk,2016,2480
svk,2017,2334
svk,2018,2237
svk,2019,2317
svn,1992,372
svn,1993,487
svn,1994,783
svn,1995,644
svn,1996,770
svn,1997,700
svn,1998,757
svn,1999,940
svn,2000,1044
svn,2001,1009
svn,2002,1086
svn,2003,1260
svn,2004,1615
svn,2005,1399
svn,2006,1521
svn,2007,1493
svn,2008,1657
svn,2009,1406
svn,2010,1596
svn,2011,1410
svn,2018,1235
swe,1980,2954
swe,1981,3493
swe,1982,4107
swe,1983,4775
swe,1984,5216
swe,1985,5179
swe,1986,5334
swe,1987,5380
swe,1988,5631
swe,1989,5959
swe,1990,5421
swe,1991,5032
swe,1992,5354
swe,1993,6367
swe,1994,6882
swe,1995,7545
swe,1996,7850
swe,1997,7957
swe,1998,7408
swe,1999,7494
swe,2000,7784
swe,2001,6580
swe,2002,7161
swe,2003,6761
swe,2004,7684
swe,2005,8694
swe,2006,8985
swe,2007,10512
swe,2008,10955
swe,2009,9625
swe,2010,9930
swe,2011,9289
swe,2012,8750
swe,2013,8209
swe,2014,7946
swe,2015,8352
swe,2016,8531
swe,2017,8649
swe,2018,7289
swe,2019,7739
swz,1980,3
syc,1982,1
syc,1983,4
syc,1985,12
syc,1987,3
syc,1988,7
syc,1989,7
syc,1990,3
syc,1991,31
syc,1992,3
syc,1995,16
syc,1996,12
syc,2003,16
syc,2011,91
syc,2013,106
syc,2016,13
syc,2017,58
syc,2018,67
syc,2019,105
syr,1980,174
syr,1981,205
syr,1982,214
syr,2017,8211
syr,2018,6993
syr,2019,8771
tha,1980,3270
tha,1981,3382
tha,1982,4342
tha,1983,4609
tha,1984,4587
tha,1985,4910
tha,1986,5546
tha,1987,6557
tha,1988,7543
tha,1989,7565
tha,1990,7024
tha,1991,7190
tha,1992,7212
tha,1993,9190
tha,1994,8962
tha,1995,9711
tha,1996,10012
tha,1997,9526
tha,1998,10034
tha,1999,13601
tha,2000,15495
tha,2001,16712
tha,2002,21518
tha,2003,23335
tha,2004,26414
tha,2005,24275
tha,2006,21171
tha,2007,20140
tha,2008,21950
tha,2009,24734
tha,2010,24781
tha,2011,23457
tha,2012,27508
tha,2013,27881
tha,2014,27517
tha,2015,33347
tha,2016,33252
tha,2017,26511
tha,2018,28141
tha,2019,26701
tjk,1994,38
tjk,1995,9
tjk,1996,22
tjk,1997,36
tjk,1998,18
tjk,1999,68
tjk,2000,35
tjk,2001,45
tjk,2002,25
tjk,2003,48
tjk,2004,63
tjk,2005,83
tjk,2006,148
tjk,2007,170
tjk,2008,259
tjk,2009,205
tjk,2010,194
tjk,2011,161
tjk,2012,141
tjk,2013,137
tjk,2015,109
tjk,2016,103
tjk,2019,323
tkm,1996,80
tkm,1997,23
tkm,1998,12
tkm,1999,109
tkm,2000,79
tkm,2001,46
tkm,2002,103
tkm,2003,113
tkm,2004,87
tkm,2005,62
tkm,2006,146
ton,1982,1
ton,1991,1
ton,2002,1
ton,2016,3
ton,2017,6
ton,2018,2
tto,1980,73
tto,1982,83
tto,1994,303
tto,1995,361
tto,1996,240
tto,1997,233
tto,1998,258
tto,1999,229
tto,2000,366
tto,2002,340
tto,2012,356
tto,2013,311
tto,2014,368
tto,2015,380
tto,2016,408
tto,2017,322
tto,2018,346
tto,2019,389
tun,1980,115
tun,1981,211
tun,1983,133
tun,1984,128
tun,1985,227
tun,1986,357
tun,1989,259
tun,1990,315
tun,1991,425
tun,1993,639
tun,1994,602
tun,1995,818
tun,1996,984
tun,1997,760
tun,1998,812
tun,1999,872
tun,2000,890
tun,2001,1020
tun,2002,940
tun,2003,935
tun,2004,1020
tun,2005,952
tun,2006,1263
tun,2007,1505
tun,2008,1360
tun,2011,1675
tun,2012,1849
tun,2013,2219
tun,2014,2382
tun,2015,2320
tun,2016,2622
tun,2017,2800
tur,1980,2143
tur,1981,1986
tur,1982,3496
tur,1984,4015
tur,1985,3558
tur,1986,3740
tur,1987,3790
tur,1988,4051
tur,1989,6359
tur,1990,8143
tur,1991,8616
tur,1992,9743
tur,1993,12251
tur,1994,11675
tur,1995,12815
tur,1996,15860
tur,1997,16118
tur,1998,14632
tur,1999,18277
tur,2000,21188
tur,2001,20289
tur,2002,28534
tur,2003,30507
tur,2004,38524
tur,2005,48981
tur,2006,54788
tur,2007,58715
tur,2008,60598
tur,2009,59820
tur,2010,73142
tur,2011,103750
tur,2012,97304
tur,2013,93342
tur,2014,97139
tur,2015,95914
tur,2016,94574
tur,2017,106099
tur,2018,105549
tur,2019,119411
tza,1980,62
tza,1982,27
tza,1988,98
tza,1989,98
tza,1998,62
tza,1999,95
tza,2000,21
tza,2001,43
tza,2002,63
tza,2003,16
tza,2004,26
tza,2005,15
tza,2006,55
tza,2007,47
uga,1980,6
uga,1981,8
uga,1982,8
uga,1983,17
uga,1984,25
uga,1985,18
uga,1987,26
uga,1988,18
uga,1989,14
uga,1990,27
uga,1991,45
uga,1992,26
uga,2000,228
uga,2001,140
uga,2002,258
uga,2003,266
uga,2004,389
uga,2005,413
uga,2006,325
uga,2007,325
uga,2008,498
uga,2009,423
uga,2013,725
uga,2014,1076
uga,2015,1046
uga,2016,1291
uga,2017,1359
ukr,1992,703
ukr,1994,2707
ukr,1995,1915
ukr,1996,1378
ukr,1997,2204
ukr,1998,3041
ukr,1999,3323
ukr,2000,4423
ukr,2001,6854
ukr,2002,9514
ukr,2003,11684
ukr,2004,11527
ukr,2005,13184
ukr,2006,17170
ukr,2007,19889
ukr,2008,18498
ukr,2009,14751
ukr,2010,16711
ukr,2011,16837
ukr,2012,17946
ukr,2013,19774
ukr,2014,15144
ukr,2015,21246
ukr,2016,26065
ukr,2017,26276
ukr,2018,27330
ukr,2019,29829
ury,1985,2754
ury,1986,3809
ury,1987,2643
ury,1988,2196
ury,1989,2012
ury,1990,2572
ury,1991,3907
ury,1992,4200
ury,1993,3355
ury,1994,2818
ury,1995,2534
ury,1996,3067
ury,1997,2993
ury,1998,2958
ury,1999,3230
ury,2000,4310
ury,2001,3571
ury,2002,2739
ury,2003,3529
ury,2004,4406
ury,2005,3834
ury,2006,4266
ury,2007,3804
ury,2008,4405
ury,2009,3862
ury,2010,2430
ury,2011,2458
ury,2012,2178
ury,2013,2304
ury,2014,2239
ury,2015,2217
ury,2016,2066
ury,2017,2263
ury,2018,2284
ury,2019,2512
usa,1980,41300
usa,1981,46411
usa,1982,57561
usa,1983,48343
usa,1984,54053
usa,1985,53577
usa,1986,56679
usa,1987,58294
usa,1988,63788
usa,1989,77394
usa,1990,106693
usa,1991,105051
usa,1992,110071
usa,1993,131797
usa,1994,139713
usa,1995,163787
usa,1996,183925
usa,1997,198953
usa,1998,207429
usa,1999,229721
usa,2000,251220
usa,2001,181713
usa,2002,181693
usa,2003,191906
usa,2004,213518
usa,2005,224300
usa,2006,233355
usa,2007,256472
usa,2008,246263
usa,2009,225045
usa,2010,236864
usa,2011,256841
usa,2012,261959
usa,2013,270225
usa,2014,283290
usa,2015,303233
usa,2016,300552
usa,2017,330498
usa,2018,342150
usa,2019,351823
uzb,1993,696
uzb,1994,901
uzb,1995,1490
uzb,1996,867
uzb,1997,614
uzb,1998,581
uzb,1999,596
uzb,2000,662
uzb,2001,690
uzb,2002,756
uzb,2003,454
uzb,2004,438
uzb,2005,349
uzb,2006,643
uzb,2007,1382
uzb,2008,1204
uzb,2009,1431
uzb,2010,1750
uzb,2011,1720
uzb,2012,2007
uzb,2013,1523
uzb,2014,1884
uzb,2015,2260
uzb,2016,2688
uzb,2017,3195
uzb,2018,3183
uzb,2019,3586
vct,2013,7
vct,2014,18
vct,2015,4
vct,2017,2
vct,2018,12
vct,2019,15
ven,1980,6168
ven,1981,7518
ven,1982,8818
ven,1983,8703
ven,1984,9310
ven,1985,13397
ven,1986,14963
ven,1987,16337
ven,1989,16230
ven,1990,17706
ven,1991,21427
ven,1992,20322
ven,1993,17190
ven,1994,8965
ven,1996,15486
ven,1997,13770
ven,2000,13313
ven,2002,11902
ven,2003,12135
ven,2004,15950
ven,2005,19897
ven,2006,20848
ven,2007,20399
ven,2008,16103
ven,2009,13727
ven,2010,13338
ven,2011,14894
ven,2012,16428
ven,2013,15029
ven,2014,13275
ven,2015,12945
ven,2016,16463
ven,2017,18414
vnm,1984,28
vnm,1985,41
vnm,1986,73
vnm,1988,169
vnm,1989,255
vnm,1990,890
vnm,1991,1747
vnm,1992,1595
vnm,1993,2270
vnm,1994,1419
vnm,1995,2217
vnm,1996,2323
vnm,1997,1645
vnm,1998,1614
vnm,1999,2380
vnm,2000,3483
vnm,2001,3095
vnm,2002,6560
vnm,2003,8599
vnm,2004,10641
vnm,2005,12884
vnm,2006,16071
vnm,2007,19653
vnm,2008,20832
vnm,2009,22378
vnm,2010,21215
vnm,2011,22376
vnm,2012,22813
vnm,2013,24629
vnm,2014,26563
vnm,2015,30476
vnm,2016,34971
vnm,2017,35520
vnm,2018,37476
vnm,2019,43652
wsm,1993,32
wsm,1995,12
wsm,1996,3
wsm,1999,8
wsm,2003,11
wsm,2004,11
wsm,2006,64
wsm,2007,29
wsm,2012,23
wsm,2014,21
wsm,2015,15
wsm,2016,22
wsm,2017,21
wsm,2018,28
wsm,2019,35
yem,1998,479
yem,1999,314
yem,2000,387
yem,2001,283
yem,2002,842
yem,2003,1025
yem,2004,1120
yem,2005,1312
yem,2006,1867
yem,2007,2441
yem,2008,2772
yem,2010,2080
yem,2011,2191
yem,2013,1876
yem,2014,2020
yem,2015,1323
yem,2016,2561
yem,2017,2941
yem,2018,4044
yem,2019,4331
zaf,1980,4950
zaf,1981,5889
zaf,1982,5635
zaf,1983,4615
zaf,1984,5071
zaf,1986,5833
zaf,1987,7689
zaf,1988,7373
zaf,1989,6328
zaf,1990,7528
zaf,1991,7051
zaf,1992,6961
zaf,1993,7501
zaf,1994,7783
zaf,1995,9044
zaf,1996,10223
zaf,1997,11218
zaf,1998,14599
zaf,1999,14153
zaf,2000,13509
zaf,2001,12959
zaf,2002,12535
zaf,2003,14676
zaf,2004,14982
zaf,2005,16985
zaf,2006,20017
zaf,2007,17080
zaf,2008,16032
zaf,2009,16134
zaf,2010,18040
zaf,2011,19522
zaf,2012,20499
zaf,2013,20871
zaf,2014,20475
zaf,2015,21594
zaf,2016,22676
zaf,2017,22381
zaf,2018,22542
zaf,2019,21583
zmb,1980,28
zmb,1981,11
zmb,1982,29
zmb,1983,19
zmb,1984,25
zmb,1985,25
zmb,1986,33
zmb,1987,34
zmb,1988,33
zmb,1989,15
zmb,1990,14
zmb,1991,45
zmb,1992,25
zmb,1993,41
zmb,1995,105
zmb,1996,67
zmb,1998,144
zmb,1999,189
zmb,2001,213
zmb,2002,195
zmb,2003,258
zmb,2004,314
zmb,2005,240
zmb,2006,255
zmb,2007,247
zmb,2008,358
zmb,2009,524
zmb,2010,378
zmb,2011,470
zmb,2012,633
zmb,2013,398
zmb,2014,527
zmb,2015,682
zmb,2016,793
zmb,2017,1072
zmb,2018,1190
zmb,2019,1083
zwe,1980,274
zwe,1981,177
zwe,1982,189
zwe,1983,99
zwe,1984,142
zwe,1985,206
zwe,1986,245
zwe,1987,269
zwe,1988,286
zwe,1989,321
zwe,1990,372
zwe,1991,425
zwe,1992,303
zwe,1993,315
zwe,1994,600
zwe,1995,508
zwe,1996,411
zwe,1999,1
zwe,2001,1
zwe,2012,426
zwe,2013,323
zwe,2014,310
zwe,2015,285
zwe,2016,155
