geo,time,ip_tmk_resd
bel,1991,12457
bel,1992,13321
bel,1993,13894
bel,1994,15874
bel,1995,18632
bel,1996,20442
bel,1997,20487
bel,1998,20917
bel,1999,22968
bel,2000,22959
bel,2001,21392
bel,2002,21021
bel,2003,21744
bel,2004,20836
bel,2005,26579
bel,2006,24010
bel,2007,22950
bel,2008,21848
bel,2009,20107
bel,2010,20850
bel,2011,21142
bel,2012,20167
bel,2013,19688
bel,2014,19086
bel,2015,20661
bel,2016,20120
bel,2017,20179
bel,2018,19296
bel,2019,19071
bfa,1998,5
bfa,1999,1
bfa,2000,5
bfa,2001,15
bfa,2003,35
bfa,2004,42
bfa,2005,30
bfa,2010,34
bgd,1980,781
bgd,1981,815
bgd,1982,989
bgd,1983,1448
bgd,1984,1591
bgd,1985,1728
bgd,1986,1485
bgd,1987,1228
bgd,1988,1456
bgd,1989,1817
bgd,1990,2008
bgd,1991,1998
bgd,1992,2734
bgd,1993,2697
bgd,1994,2870
bgd,1995,2751
bgd,1996,2915
bgd,1997,4175
bgd,1998,3785
bgd,1999,4027
bgd,2000,4639
bgd,2001,4082
bgd,2002,4134
bgd,2003,4623
bgd,2004,4365
bgd,2005,6093
bgd,2006,5566
bgd,2007,5572
bgd,2008,6474
bgd,2009,7447
bgd,2010,7857
bgd,2011,8632
bgd,2012,8294
bgd,2013,8001
bgd,2014,7930
bgd,2015,9322
bgd,2016,8580
bgd,2017,9247
bgd,2018,7960
bgd,2019,8043
bgr,1980,42
bgr,1981,165
bgr,1982,130
bgr,1983,137
bgr,1984,175
bgr,1985,275
bgr,1986,164
bgr,1987,160
bgr,1988,164
bgr,1989,230
bgr,1990,382
bgr,1991,1105
bgr,1992,1252
bgr,1993,1410
bgr,1994,2520
bgr,1995,2859
bgr,1996,2243
bgr,1997,2665
bgr,1998,2163
bgr,1999,3210
bgr,2000,3256
bgr,2001,3508
bgr,2002,4043
bgr,2003,5225
bgr,2004,5974
bgr,2005,6757
bgr,2006,7677
bgr,2007,6868
bgr,2008,6315
bgr,2009,4578
bgr,2010,4308
bgr,2011,4058
bgr,2012,3840
bgr,2013,3680
bgr,2014,4205
bgr,2015,4096
bgr,2016,4234
bgr,2017,4150
bgr,2018,3969
bgr,2019,3721
bhr,1980,46
bhr,1981,58
bhr,1982,61
bhr,1983,20
bhr,1984,36
bhr,1985,86
bhr,1986,74
bhr,1990,112
bhr,1991,95
bhr,1992,189
bhr,1993,182
bhr,1994,164
bhr,1995,170
bhr,1996,154
bhr,1997,87
bhr,1998,198
bhr,1999,169
bhr,2000,215
bhr,2001,177
bhr,2002,289
bhr,2003,382
bhr,2004,300
bhr,2005,323
bhr,2006,411
bhr,2007,340
bhr,2008,503
bhr,2009,343
bhr,2011,269
bhr,2012,310
bhr,2013,429
bhr,2014,415
bhr,2015,380
bhr,2016,371
bhr,2017,253
bhr,2018,305
bhr,2019,347
bhs,1980,21
bhs,1981,34
bhs,1982,33
bhs,1984,24
bhs,1985,40
bhs,1986,60
bhs,1988,71
bhs,1990,48
bhs,1991,12
bhs,1992,53
bhs,2012,45
bhs,2013,55
bhs,2014,170
bhs,2015,191
bhs,2016,425
bhs,2017,199
bih,1999,84
bih,2000,104
bih,2001,152
bih,2003,179
bih,2004,267
bih,2005,295
bih,2006,320
bih,2007,335
bih,2008,416
bih,2010,298
bih,2011,243
bih,2012,224
bih,2013,276
bih,2014,257
bih,2015,326
bih,2016,328
bih,2017,289
bih,2018,361
bih,2019,374
blr,1993,729
blr,1994,1032
blr,1995,844
blr,1996,1068
blr,1997,1209
blr,1998,1173
blr,1999,1150
blr,2000,1344
blr,2001,1885
blr,2002,1733
blr,2003,1972
blr,2004,2410
blr,2005,2510
blr,2006,2797
blr,2007,3666
blr,2008,3487
blr,2009,3703
blr,2010,3921
blr,2011,3649
blr,2012,4302
blr,2013,3989
blr,2014,2055
blr,2015,1726
blr,2016,1768
blr,2017,1954
blr,2018,1872
blr,2019,2023
blz,1988,9
blz,1989,10
blz,2001,8
blz,2002,46
blz,2003,74
blz,2004,81
blz,2005,71
blz,2006,39
blz,2007,38
blz,2008,35
blz,2011,137
blz,2012,120
blz,2013,77
blz,2014,103
blz,2015,120
blz,2016,98
blz,2017,71
blz,2018,120
blz,2019,138
bol,1980,79
bol,1981,161
bol,1982,149
bol,1983,158
bol,1984,98
bol,1985,99
bol,1986,121
bol,1987,251
bol,1988,271
bol,1989,230
bol,1990,214
bol,1991,365
bol,1992,351
bol,1993,203
bol,1994,310
bol,1995,350
bol,1996,677
bol,1997,803
bol,1998,744
bol,1999,767
bol,2000,662
bol,2001,846
bol,2002,845
bol,2003,1040
bol,2004,1135
bol,2005,1275
bol,2006,1688
bol,2007,1873
bol,2010,1678
bol,2011,2287
bol,2012,2642
bol,2013,2649
bol,2014,2467
bol,2016,3000
bol,2017,3491
bra,1980,42432
bra,1981,29630
bra,1982,27894
bra,1983,24441
bra,1984,28443
bra,1985,49254
bra,1986,72904
bra,1987,99485
bra,1988,76092
bra,1989,63743
bra,1990,57769
bra,1991,50621
bra,1992,41064
bra,1993,55257
bra,1994,48742
bra,1995,64822
bra,1996,56481
bra,1998,60511
bra,1999,75882
bra,2000,86960
bra,2001,84643
bra,2002,80782
bra,2003,81832
bra,2004,80169
bra,2005,83099
bra,2006,77645
bra,2007,83944
bra,2008,99570
bra,2009,94361
bra,2010,104168
bra,2011,122671
bra,2012,120530
bra,2013,132330
bra,2014,127925
bra,2015,130720
bra,2016,137878
bra,2017,159192
bra,2018,176063
bra,2019,218764
brb,1980,43
brb,1981,42
brb,1984,31
brb,1985,29
brb,1999,127
brb,2001,132
brb,2002,183
brb,2003,143
brb,2004,291
brb,2005,179
brb,2006,339
brb,2007,167
brb,2008,297
brb,2009,168
brb,2010,135
brb,2011,142
brb,2012,196
brb,2013,223
brb,2014,246
brb,2015,159
brb,2016,202
brb,2017,21
brb,2019,232
brn,1986,2
brn,1988,5
brn,1989,10
brn,1990,9
brn,1991,3
brn,1992,15
brn,1993,14
brn,1994,3
brn,1995,18
brn,1996,30
brn,1997,104
brn,1998,55
brn,1999,25
brn,2000,31
brn,2001,28
brn,2002,37
brn,2003,41
brn,2004,51
brn,2005,56
brn,2006,24
brn,2007,52
brn,2008,40
brn,2009,35
brn,2010,33
brn,2011,19
brn,2012,53
brn,2013,41
brn,2014,101
brn,2016,102
brn,2017,121
brn,2018,141
brn,2019,180
btn,1997,5
btn,1998,1
btn,2000,3
btn,2001,1
btn,2002,12
btn,2003,4
btn,2004,7
btn,2005,1
btn,2006,14
btn,2007,18
btn,2011,8
btn,2012,24
btn,2013,13
btn,2015,2
btn,2016,15
btn,2017,11
bwa,1982,4
bwa,2011,329
bwa,2012,411
bwa,2013,358
bwa,2014,359
bwa,2015,418
bwa,2016,519
bwa,2017,464
bwa,2018,606
bwa,2019,603
can,1980,9106
can,1981,10556
can,1982,9772
can,1983,10415
can,1984,12396
can,1985,12894
can,1986,12694
can,1987,11837
can,1988,15262
can,1989,15181
can,1990,13948
can,1991,12253
can,1992,12573
can,1993,13068
can,1994,14391
can,1995,14938
can,1996,17895
can,1997,18519
can,1998,18189
can,1999,20502
can,2000,22080
can,2001,17314
can,2002,17068
can,2003,18072
can,2004,17719
can,2005,18777
can,2006,19949
can,2007,21101
can,2008,20040
can,2009,18663
can,2010,20449
can,2011,21337
can,2012,21741
can,2013,21449
can,2014,21348
can,2015,22589
can,2016,23652
can,2017,25853
can,2018,27320
can,2019,28608
che,1980,2757
che,1981,2809
che,1982,2952
che,1983,3161
che,1984,3109
che,1985,3204
che,1986,3360
che,1987,3645
che,1988,3867
che,1989,3998
che,1990,3596
che,1991,3311
che,1992,3707
che,1993,6845
che,1994,5963
che,1995,9879
che,1996,6386
che,1997,6515
che,1998,6812
che,1999,7327
che,2000,9043
che,2001,7684
che,2004,9307
che,2005,9432
che,2006,9758
che,2007,11818
che,2008,11938
che,2009,11935
che,2010,11176
che,2011,10920
che,2012,11441
che,2013,11433
che,2014,11683
che,2015,12386
che,2016,11747
che,2017,12715
che,2018,12774
che,2019,12644
chl,1980,14900
chl,1983,6279
chl,1984,6915
chl,1986,10630
chl,1989,9033
chl,1990,13604
chl,1991,16326
chl,1992,18745
chl,1993,21104
chl,1994,19344
chl,1995,19790
chl,1996,19613
chl,1997,21566
chl,1998,18676
chl,1999,19028
chl,2000,23657
chl,2001,21887
chl,2002,22392
chl,2003,22318
chl,2004,23168
chl,2005,26383
chl,2006,23400
chl,2007,23454
chl,2008,23507
chl,2009,27279
chl,2010,30133
chl,2011,25254
chl,2012,23577
chl,2013,23876
chl,2014,22906
chl,2015,22995
chl,2016,24944
chl,2017,28403
chl,2018,25850
chl,2019,25898
chn,1982,17000
chn,1983,19120
chn,1984,26487
chn,1985,43445
chn,1986,45031
chn,1987,40014
chn,1988,41683
chn,1989,43202
chn,1990,50853
chn,1991,59124
chn,1992,79837
chn,1993,107758
chn,1994,117186
chn,1995,144610
chn,1996,122057
chn,1997,118578
chn,1998,129395
chn,1999,140621
chn,2000,181717
chn,2001,229784
chn,2002,321041
chn,2003,405627
chn,2004,527606
chn,2005,593388
chn,2006,669279
chn,2007,604978
chn,2008,590545
chn,2009,741785
chn,2010,973514
chn,2011,1273859
chn,2012,1502582
chn,2013,1733387
chn,2014,1997058
cod,1980,31
cod,1981,37
cod,1982,104
cod,1983,181
cod,1984,364
cod,1986,90
cod,1988,90
cod,1994,250
cod,1995,189
cod,1996,312
col,1980,2377
col,1981,2439
col,1984,2768
col,1986,2468
col,1987,5138
col,1988,6152
col,1989,6575
col,1990,7543
col,1991,7807
col,1992,6348
col,1993,8167
col,1994,8147
col,1995,6722
col,1996,6683
col,1997,6991
col,1998,6419
col,1999,5802
col,2000,6965
col,2001,7804
col,2002,8180
col,2003,8880
col,2004,10679
col,2005,11877
col,2006,13270
col,2007,14118
col,2008,13885
col,2009,12681
col,2010,15772
col,2011,16976
col,2012,18591
col,2013,15538
col,2014,15386
col,2015,17969
col,2016,17764
col,2017,17432
col,2018,18011
col,2019,19955
cpv,1992,1
cpv,2016,94
cpv,2017,89
cpv,2018,133
cpv,2019,91
cri,1980,605
cri,1981,632
cri,1982,779
cri,1983,922
cri,1986,430
cri,1987,500
cri,1988,485
cri,1989,756
cri,1990,1042
cri,1991,1754
cri,1992,2072
cri,1993,2430
cri,1994,4183
cri,1995,3838
cri,1996,3990
cri,1997,3822
cri,1998,4370
cri,1999,5061
cri,2000,4038
cri,2001,4421
cri,2002,4248
cri,2003,4229
cri,2004,4444
cri,2005,4511
cri,2006,5398
cri,2007,5872
cri,2010,5767
cri,2011,6759
cri,2012,6002
cri,2014,5120
cri,2015,5985
cri,2016,6797
cri,2017,7902
cri,2018,5117
cri,2019,7101
cub,1980,49
cub,1981,41
cub,1982,69
cub,1983,132
cub,1984,115
cub,1985,116
cub,1987,132
cub,1988,321
cub,1989,448
cub,1990,160
cub,1991,183
cub,1992,180
cub,1993,220
cub,1994,574
cub,1995,847
cub,1996,674
cub,1999,740
cub,2000,716
cub,2001,522
cub,2002,509
cub,2003,343
cub,2004,379
cub,2005,262
cub,2006,199
cub,2007,268
cub,2008,292
cub,2009,211
cub,2011,256
cub,2012,778
cub,2013,494
cub,2014,690
cub,2015,626
cub,2016,656
cub,2017,703
cub,2018,826
cub,2019,1156
cyp,1980,258
cyp,1981,376
cyp,1982,420
cyp,1983,429
cyp,1984,595
cyp,1985,300
cyp,1986,368
cyp,1990,675
cyp,1991,600
cyp,1992,491
cyp,2004,528
cyp,2005,462
cyp,2006,566
cyp,2007,543
cyp,2008,617
cyp,2010,768
cyp,2011,655
cyp,2012,794
cyp,2013,643
cyp,2014,741
cyp,2015,696
cyp,2016,1056
cyp,2018,1074
cze,1993,5809
cze,1994,7238
cze,1995,8222
cze,1996,7272
cze,1997,6627
cze,1998,6073
cze,1999,7379
cze,2000,7643
cze,2001,8100
cze,2002,8114
cze,2003,8885
cze,2004,9365
cze,2005,9279
cze,2006,9553
cze,2007,9157
cze,2008,8267
cze,2009,7235
cze,2010,7795
cze,2011,8092
cze,2012,8208
cze,2013,8302
cze,2014,7643
cze,2015,7850
cze,2016,7439
cze,2017,7439
cze,2018,7047
cze,2019,7141
deu,1980,16487
deu,1981,16317
deu,1982,16375
deu,1983,17424
deu,1984,18061
deu,1985,20024
deu,1986,20551
deu,1987,21283
deu,1988,23707
deu,1989,24491
deu,1994,36781
deu,1995,38312
deu,1996,43298
deu,1997,51086
deu,1998,63269
deu,1999,71572
deu,2000,81979
deu,2001,63656
deu,2002,53826
deu,2003,58736
deu,2004,62577
deu,2005,67223
deu,2006,68819
deu,2007,72799
deu,2008,70082
deu,2009,65723
deu,2010,65516
deu,2011,60614
deu,2012,56714
deu,2013,57049
deu,2014,63027
deu,2015,65263
deu,2016,65293
deu,2017,67470
deu,2018,65686
deu,2019,68291
dji,2013,17
dma,1986,58
dma,1987,79
dma,1988,57
dma,1989,52
dma,1990,55
dma,1991,70
dma,1992,72
dma,1993,82
dma,1994,156
dma,1995,148
dma,1996,167
dma,1997,147
dma,1998,182
dma,1999,109
dma,2000,104
dma,2001,32
dma,2002,118
dma,2003,166
dma,2004,134
dma,2005,171
dma,2006,161
dma,2007,128
dma,2016,10
dma,2018,8
dma,2019,2
dnk,1980,1918
dnk,1981,2240
dnk,1982,2556
dnk,1983,2809
dnk,1984,3112
dnk,1985,3273
dnk,1986,4174
dnk,1987,3888
dnk,1988,3374
dnk,1989,3281
dnk,1990,3289
dnk,1991,3083
dnk,1992,2928
dnk,1993,2721
dnk,1994,3098
dnk,1995,3376
dnk,1996,3187
dnk,1997,3155
dnk,1998,3389
dnk,1999,3442
dnk,2000,3788
dnk,2001,3632
dnk,2002,3928
dnk,2003,3761
dnk,2004,4167
dnk,2005,4576
dnk,2006,4277
dnk,2007,4432
dnk,2008,4153
dnk,2009,3244
dnk,2010,3401
dnk,2011,3061
dnk,2012,2803
dnk,2013,2795
dnk,2014,2694
dnk,2015,2851
dnk,2016,2674
dnk,2017,2554
dnk,2018,2392
dnk,2019,2421
dom,1983,790
dom,2002,3699
dom,2003,2631
dom,2004,4057
dom,2005,3920
dom,2006,4084
dom,2007,3830
dom,2008,4071
dom,2009,4233
dom,2010,4186
dom,2011,4733
dom,2012,5237
dom,2013,5248
dom,2014,5624
dom,2015,6122
dom,2016,6599
dom,2017,7326
dom,2018,7244
dom,2019,7028
dza,1980,313
dza,1981,107
dza,1982,160
dza,1983,294
dza,1984,174
dza,1985,236
dza,1986,543
dza,1987,375
dza,1988,290
dza,1989,477
dza,1990,461
dza,1991,480
dza,1992,460
dza,1993,667
dza,1994,518
dza,1995,662
dza,1996,691
dza,1997,559
dza,1998,765
dza,1999,945
dza,2000,1237
dza,2001,1418
dza,2002,1333
dza,2003,1488
dza,2004,1266
dza,2005,1676
dza,2006,2235
dza,2010,2070
dza,2011,2294
dza,2012,2332
dza,2013,1261
dza,2014,4929
dza,2015,3968
dza,2016,4130
dza,2017,4707
dza,2018,5469
dza,2019,5169
ecu,1980,839
ecu,1981,691
ecu,1986,1328
ecu,1987,904
ecu,1988,1213
ecu,1989,589
ecu,1990,2399
ecu,1991,1919
ecu,1992,2227
ecu,1993,2913
ecu,1994,6482
ecu,1995,5763
ecu,1996,4710
ecu,1997,3975
ecu,1998,4619
ecu,1999,3798
ecu,2000,4145
ecu,2001,4938
ecu,2002,5150
ecu,2003,5857
ecu,2004,7339
ecu,2005,11593
ecu,2006,11034
ecu,2007,6078
ecu,2008,7652
ecu,2009,7925
ecu,2010,8750
ecu,2013,11739
ecu,2014,15006
ecu,2015,10247
ecu,2016,9254
ecu,2017,8262
ecu,2018,11435
ecu,2019,12270
egy,1980,550
egy,1981,617
egy,1982,624
egy,1983,600
egy,1984,581
egy,2000,5007
egy,2001,5397
egy,2002,5814
egy,2003,4580
egy,2004,4340
egy,2005,6367
egy,2006,9327
egy,2007,10666
egy,2008,10151
egy,2009,10273
egy,2010,14079
egy,2011,10124
egy,2012,10773
egy,2013,9940
egy,2014,11390
egy,2015,12327
egy,2016,12856
egy,2017,14645
egy,2018,16227
egy,2019,17887
esp,1980,29932
esp,1981,27558
esp,1982,28099
esp,1983,17450
esp,1984,21347
esp,1985,34655
esp,1986,39559
esp,1987,47344
esp,1988,59085
esp,1989,68054
esp,1990,60955
esp,1991,59466
esp,1992,54077
esp,1993,52224
esp,1994,52513
esp,1995,57210
esp,1996,56322
esp,1997,63245
esp,1998,65893
esp,1999,70835
esp,2000,82309
esp,2001,73937
esp,2002,66473
esp,2003,51757
esp,2004,52723
esp,2005,54271
esp,2006,55559
esp,2007,55909
esp,2008,47851
esp,2009,40828
esp,2010,41767
esp,2011,42755
esp,2012,42737
esp,2013,45530
esp,2014,48585
esp,2015,49433
esp,2016,50574
esp,2017,50651
esp,2018,50834
esp,2019,49116
est,1992,384
est,1993,1521
est,1994,543
est,1995,589
est,1996,513
est,1997,666
est,1998,637
est,1999,707
est,2000,884
est,2001,901
est,2002,1017
est,2003,1058
est,2004,1241
est,2005,1266
est,2006,1284
est,2007,1538
est,2008,1426
est,2009,1043
est,2010,1067
est,2011,888
est,2012,857
est,2013,995
est,2014,1116
est,2015,1092
est,2016,975
est,2017,1060
est,2018,1377
est,2019,1176
eth,1984,15
eth,1986,14
eth,1988,34
eth,1989,128
eth,1990,177
eth,1991,156
eth,1993,235
eth,1994,345
eth,1995,239
eth,1998,324
eth,1999,302
eth,2000,346
eth,2001,283
eth,2002,355
eth,2003,227
eth,2004,321
eth,2005,211
eth,2006,227
eth,2007,426
eth,2011,380
eth,2012,930
eth,2013,1201
eth,2014,1274
eth,2015,865
eth,2016,1073
eth,2017,1083
eth,2018,542
fin,1980,993
fin,1981,999
fin,1982,1138
fin,1983,1090
fin,1984,1150
fin,1985,1630
fin,1986,1901
fin,1987,1964
fin,1988,1744
fin,1989,2399
fin,1990,1981
fin,1991,1686
fin,1992,1577
fin,1993,1737
fin,1994,1733
fin,1995,1891
fin,1996,2004
fin,1997,2247
fin,1998,2370
fin,1999,2620
fin,2000,2907
fin,2001,2880
fin,2002,2831
fin,2003,2457
fin,2004,2598
fin,2005,2821
fin,2006,3258
fin,2007,3504
fin,2008,3847
fin,2009,3165
fin,2010,3336
fin,2011,3404
fin,2012,3377
fin,2013,3477
fin,2014,2950
fin,2015,2968
fin,2016,3438
fin,2017,3050
fin,2018,2886
fin,2019,2850
fji,1980,84
fji,1981,86
fji,1985,132
fji,1986,137
fra,1980,36581
fra,1981,26953
fra,1982,27201
fra,1983,29469
fra,1984,32465
fra,1985,40281
fra,1986,47756
fra,1987,56423
fra,1988,65583
fra,1989,67093
fra,1990,67772
fra,1991,59956
fra,1992,50408
fra,1993,51992
fra,1994,53989
fra,1995,56847
fra,1996,46400
fra,1997,47793
fra,1998,71493
fra,1999,80025
fra,2000,89861
fra,2001,60514
fra,2002,58043
fra,2003,57786
fra,2004,62333
fra,2005,63715
fra,2006,66509
fra,2007,70441
fra,2008,70111
fra,2009,76540
fra,2010,85638
fra,2011,85715
fra,2012,82717
fra,2013,82632
fra,2014,82466
fra,2015,86964
fra,2016,84037
fra,2017,86315
fra,2018,90581
fra,2019,95100
gbr,1980,9933
gbr,1981,11215
gbr,1982,10787
gbr,1983,12008
gbr,1984,11761
gbr,1985,12628
gbr,1986,24155
gbr,1987,18745
gbr,1988,20157
gbr,1989,21030
gbr,1990,20014
gbr,1991,16014
gbr,1992,16814
gbr,1993,16951
gbr,1994,19876
gbr,1995,19474
gbr,1996,20400
gbr,1997,21954
gbr,1998,21011
gbr,1999,22048
gbr,2000,25438
gbr,2001,20827
gbr,2002,21705
gbr,2003,21273
gbr,2004,22470
gbr,2005,24184
gbr,2006,26765
gbr,2007,29003
gbr,2008,25511
gbr,2009,25182
gbr,2010,26814
gbr,2011,31273
gbr,2012,35239
gbr,2013,42167
gbr,2014,46388
gbr,2015,49223
gbr,2016,54073
gbr,2017,63158
gbr,2018,66833
gbr,2019,68782
geo,1992,207
geo,1993,234
geo,1994,117
geo,1995,108
geo,1996,190
geo,1997,146
geo,1998,167
geo,1999,214
geo,2000,296
geo,2001,218
geo,2002,202
geo,2003,241
geo,2004,368
geo,2005,507
geo,2006,402
geo,2007,554
geo,2008,759
geo,2009,621
geo,2010,641
geo,2011,841
geo,2012,753
geo,2013,805
geo,2014,915
geo,2015,1092
geo,2016,1480
geo,2017,1661
geo,2018,1371
geo,2019,1445
gha,1980,55
gha,1981,36
gha,1982,24
gha,1985,62
gha,1987,79
gha,1989,42
gha,1990,57
gha,1991,78
gha,1992,101
gha,1993,197
gha,1994,171
gha,2015,883
gha,2016,900
gha,2017,928
gha,2018,833
gin,1991,20
gmb,1981,2
gmb,1982,1
gmb,1984,3
gmb,1985,2
gmb,1998,3
gmb,1999,36
gmb,2000,24
gmb,2001,7
gmb,2002,17
gmb,2003,7
gmb,2004,20
gmb,2005,22
gmb,2006,22
gmb,2007,42
gmb,2008,7
gmb,2009,17
gmb,2010,16
gmb,2011,30
gmb,2012,23
gmb,2013,56
gmb,2014,45
gmb,2015,45
gmb,2016,69
gmb,2017,54
gmb,2018,53
gmb,2019,105
gnb,2001,2
gnb,2002,5
gnb,2005,4
gnb,2006,5
gnb,2007,6
gnb,2011,11
gnb,2012,12
gnb,2013,14
grc,1980,2556
grc,1981,2489
grc,1982,2423
grc,1983,2730
grc,1984,3283
grc,1985,2326
grc,1987,3074
grc,1993,3723
grc,1994,4703
grc,1995,4959
grc,1996,3827
grc,1997,4669
grc,1998,4972
grc,1999,5214
grc,2000,6603
grc,2001,5879
grc,2002,5290
grc,2005,5872
grc,2007,6416
grc,2008,6412
grc,2010,4010
grc,2011,4065
grd,2013,40
grd,2014,4
grd,2015,9
grd,2016,12
grd,2017,41
grd,2018,19
gtm,1982,2713
gtm,1986,1108
gtm,1987,4271
gtm,1988,1861
gtm,1989,4590
gtm,1990,3042
gtm,1991,3835
gtm,1992,3817
gtm,1993,3757
gtm,1994,5774
gtm,1995,4592
gtm,1996,4357
gtm,1997,6310
gtm,1998,5726
gtm,1999,4538
gtm,2000,4658
gtm,2001,3048
gtm,2002,2550
gtm,2003,2255
gtm,2004,2053
gtm,2005,5344
gtm,2006,5652
gtm,2007,5955
gtm,2008,3658
gtm,2009,3387
gtm,2010,3778
gtm,2017,6215
gtm,2018,6513
gtm,2019,6977
guy,1982,7
guy,1983,13
guy,1984,15
guy,1985,10
guy,1987,29
guy,1988,11
guy,1989,47
guy,1990,13
guy,2012,11
guy,2013,16
guy,2014,20
guy,2016,45
guy,2017,62
guy,2018,69
hkg,1983,2143
hkg,1984,2465
hkg,1985,2485
hkg,1986,2571
hkg,1987,2938
hkg,1988,3089
hkg,1989,2823
hkg,1990,3214
hkg,1991,3778
hkg,1992,5977
hkg,1993,4921
hkg,1994,4651
hkg,1995,4410
hkg,1996,4088
hkg,1997,4116
hkg,1998,4206
hkg,1999,5066
hkg,2000,7598
hkg,2001,5458
hkg,2002,5903
hkg,2003,7374
hkg,2004,8173
hkg,2005,7487
hkg,2006,8058
hkg,2007,7902
hkg,2008,8081
hkg,2009,9454
hkg,2010,10902
hkg,2011,11703
hkg,2012,13204
hkg,2013,13596
hkg,2014,15173
hkg,2015,14376
hkg,2016,13336
hkg,2017,14509
