geo,time,se_prm_enrr
alb,2005,100.67604
alb,2006,97.87571
alb,2007,96.34563
alb,2008,95.6825
alb,2009,93.10456
alb,2010,93.49047
alb,2011,95.00608
alb,2012,97.58513
alb,2013,99.98391
alb,2014,104.10804
alb,2015,105.54298
alb,2016,105.55386
alb,2017,107.0466
alb,2018,106.99342
alb,2019,104.81274
alb,2020,100.15192
and,1975,88.56911
and,1983,106.44266
are,1971,80.06475
are,1972,86.03885
are,1973,87.62931
are,1974,85.57173
are,1975,84.66589
are,1976,94.42565
are,1977,99.13986
are,1978,97.79495
are,1979,93.83697
are,1980,91.53472
are,1981,88.50283
are,1982,92.6396
are,1983,93.19243
are,1984,93.85443
are,1985,93.48904
are,1986,94.30541
are,1987,95.78287
are,1988,98.87886
are,1989,103.49555
are,1990,107.33933
are,1991,107.83801
are,1992,102.85788
are,1993,100.09402
are,1994,100.34235
are,1995,101.06363
are,1996,98.07547
are,1997,93.89538
are,1998,90.36123
are,2007,101.58983
are,2012,99.94344
are,2013,98.66689
are,2014,103.07352
are,2015,111.54276
are,2016,108.67271
are,2017,108.39706
are,2019,114.41236
are,2020,115.35168
arg,1970,105.82131
arg,1971,106.50629
arg,1972,106.03831
arg,1973,105.59223
arg,1974,106.32186
arg,1975,106.09989
arg,1976,105.75306
arg,1977,106.66186
arg,1978,106.2771
arg,1979,106.76658
arg,1980,106.89577
arg,1981,107.60801
arg,1982,107.837
arg,1984,106.02872
arg,1985,106.17438
arg,1986,107.02452
arg,1987,107.39181
arg,1988,107.96635
arg,1990,106.91243
arg,1991,108.99739
arg,1994,110.97087
arg,1996,110.22022
arg,1997,107.0863
arg,1998,111.54166
arg,1999,114.49687
arg,2000,115.69413
arg,2001,116.25017
arg,2002,116.79843
arg,2003,114.49467
arg,2004,115.80605
arg,2005,115.29915
arg,2006,117.2033
arg,2007,118.05111
arg,2008,118.59346
arg,2009,117.90598
arg,2010,116.97576
arg,2011,115.61473
arg,2012,114.22717
arg,2013,112.01195
arg,2014,111.45967
arg,2015,111.30341
arg,2016,110.73918
arg,2017,109.74146
arg,2018,109.65917
arg,2019,109.5163
arm,1991,104.3455
arm,1992,101.14099
arm,1993,104.568
arm,1994,96.50575
arm,1995,92.42475
arm,1996,93.2753
arm,1997,126.90023
arm,1998,129.16405
arm,1999,133.57149
arm,2000,98.66373
arm,2001,102.13005
arm,2002,95.37494
arm,2003,94.19894
arm,2004,94.92137
arm,2005,95.44106
arm,2006,100.1558
arm,2007,113.28762
arm,2008,114.51868
arm,2009,110.84678
arm,2010,99.06499
arm,2011,98.47586
arm,2012,98.91774
arm,2013,98.44946
arm,2014,96.86599
arm,2015,95.00365
arm,2016,94.5179
arm,2017,94.08352
arm,2018,92.71525
arm,2019,91.84506
arm,2020,91.23544
asm,1982,98.66862
asm,1983,98.3477
asm,1984,101.64557
asm,1985,105.08242
asm,1986,103.0222
asm,1987,100.37261
asm,1988,99.19822
asm,1989,98.72846
asm,1990,98.89273
asm,1991,92.58214
asm,1992,87.2993
atg,1971,71.00992
atg,1972,89.29406
atg,1974,88.18997
atg,1975,87.56103
atg,1976,92.25513
atg,1977,91.74374
atg,1978,87.47202
atg,1979,83.75252
atg,1984,110.24673
atg,1992,102.40088
atg,1995,112.85639
atg,2000,127.596
atg,2007,114.57859
atg,2008,114.20387
atg,2009,111.48903
atg,2010,112.29296
atg,2011,110.57349
atg,2012,108.03018
atg,2014,106.04671
atg,2015,104.99062
atg,2017,103.66896
atg,2018,105.02127
aus,1971,111.19781
aus,1972,110.64366
aus,1973,110.00005
aus,1974,105.23748
aus,1975,108.18442
aus,1976,109.15713
aus,1977,111.21833
aus,1978,112.32667
aus,1979,111.89935
aus,1980,111.07188
aus,1981,109.6986
aus,1982,108.57697
aus,1983,107.21483
aus,1984,106.43613
aus,1985,104.89013
aus,1986,105.43827
aus,1987,105.86022
aus,1988,106.48903
aus,1989,106.6846
aus,1990,106.37172
aus,1991,106.09681
aus,1992,105.974
aus,1993,105.87717
aus,1994,105.82989
aus,1995,101.29127
aus,1996,101.58029
aus,1997,101.18403
aus,1998,100.92862
aus,1999,100.65884
aus,2000,100.72193
aus,2001,100.63978
aus,2002,101.54878
aus,2003,101.67431
aus,2004,102.26413
aus,2005,102.73932
aus,2006,103.30405
aus,2007,105.18305
aus,2008,105.14112
aus,2009,105.30213
aus,2010,105.61943
aus,2011,105.68968
aus,2012,105.98445
aus,2013,105.99385
aus,2014,105.45709
aus,2015,101.59991
aus,2016,100.74441
aus,2017,100.33898
aus,2018,100.16059
aus,2019,99.72715
aut,1971,103.29578
aut,1972,102.76067
aut,1973,101.15191
aut,1974,100.04668
aut,1975,99.6858
aut,1976,99.2475
aut,1977,99.49437
aut,1978,97.31035
aut,1979,96.7834
aut,1980,96.23175
aut,1981,96.39433
aut,1982,97.27445
aut,1983,97.0768
aut,1984,97.07764
aut,1985,96.60672
aut,1986,99.10386
aut,1987,100.93278
aut,1988,103.76162
aut,1989,105.55528
aut,1990,105.30173
aut,1991,104.12055
aut,1992,103.90969
aut,1993,103.31158
aut,1994,102.41308
aut,1995,102.36504
aut,1996,102.39691
aut,1997,102.8261
aut,1998,103.63034
aut,1999,103.78485
aut,2000,103.67232
aut,2001,102.94747
aut,2002,101.25148
aut,2003,100.46382
aut,2004,100.72132
aut,2005,100.83262
aut,2006,101.55929
aut,2007,101.67125
aut,2008,100.72594
aut,2009,100.20248
aut,2010,99.78978
aut,2011,99.7387
aut,2012,100.59906
aut,2013,101.21012
aut,2014,101.62819
aut,2015,101.99748
aut,2016,102.26436
aut,2017,103.11315
aut,2018,103.31685
aut,2019,103.10493
aze,1981,112.86656
aze,1986,120.91886
aze,1989,114.49995
aze,1990,114.62942
aze,1991,113.95951
aze,1992,112.5404
aze,1993,111.24918
aze,1994,113.01393
aze,1995,113.20013
aze,1996,93.50836
aze,1997,94.54734
aze,1998,92.87744
aze,1999,95.48014
aze,2000,97.20749
aze,2001,98.861
aze,2002,98.34943
aze,2003,96.21324
aze,2004,97.26133
aze,2005,95.52697
aze,2006,94.21666
aze,2007,94.7712
aze,2008,94.07247
aze,2009,95.06857
aze,2010,93.7623
aze,2011,95.57363
aze,2012,97.95531
aze,2013,100.50045
aze,2014,106.05989
aze,2015,106.60149
aze,2016,106.43174
aze,2017,103.2941
aze,2018,99.7221
aze,2019,97.93535
aze,2020,95.80747
bdi,1971,28.02779
bdi,1972,27.11586
bdi,1973,23.42507
bdi,1974,21.37853
bdi,1975,21.62042
bdi,1976,21.49478
bdi,1977,21.62426
bdi,1978,23.15824
bdi,1979,23.42643
bdi,1980,25.35236
bdi,1981,27.66345
bdi,1982,31.97952
bdi,1983,39.24034
bdi,1984,44.35523
bdi,1985,48.79425
bdi,1986,52.82966
bdi,1987,59.26838
bdi,1988,66.72789
bdi,1989,68.08557
bdi,1990,68.61555
bdi,1991,70.36089
bdi,1992,66.95545
bdi,1993,65.94578
bdi,1995,49.31856
bdi,1996,38.41837
bdi,1997,39.77454
bdi,1998,47.49435
bdi,1999,56.22756
bdi,2000,58.00494
bdi,2001,60.86331
bdi,2002,65.64197
bdi,2003,71.1733
bdi,2004,76.26712
bdi,2005,80.97311
bdi,2006,102.9003
bdi,2007,115.30829
bdi,2008,122.94315
bdi,2009,131.52274
bdi,2010,137.1701
bdi,2011,140.8289
bdi,2012,139.17043
bdi,2013,136.63232
bdi,2014,134.29948
bdi,2015,130.90343
bdi,2016,128.04205
bdi,2017,123.85962
bdi,2018,121.42156
bdi,2019,118.96024
bdi,2021,115.12304
bel,1971,108.42098
bel,1972,107.24074
bel,1973,101.25906
bel,1974,103.58981
bel,1975,103.86289
bel,1976,104.68372
bel,1977,104.96783
bel,1978,104.80211
bel,1979,104.07689
bel,1980,104.03979
bel,1981,103.48176
bel,1982,102.84063
bel,1983,99.70972
bel,1984,98.88648
bel,1985,98.27522
bel,1986,98.80319
bel,1987,99.95233
bel,1988,101.18807
bel,1989,101.55944
bel,1990,101.05853
bel,1991,100.28592
bel,1992,98.92967
bel,1993,102.45771
bel,1994,101.82412
bel,1995,101.79541
bel,1996,102.01518
bel,1999,103.82362
bel,2000,104.83442
bel,2001,104.07656
bel,2002,103.16723
bel,2003,102.36091
bel,2004,100.80021
bel,2005,100.46234
bel,2006,100.73419
bel,2007,101.53422
bel,2008,102.15756
bel,2009,102.12756
bel,2010,101.92424
bel,2011,101.9468
bel,2012,102.25605
bel,2013,103.82197
bel,2014,103.64806
bel,2015,103.15581
bel,2016,103.31777
bel,2017,103.90557
bel,2018,103.3507
bel,2019,102.61951
ben,1971,34.7633
ben,1972,37.6952
ben,1973,41.48698
ben,1974,39.68721
ben,1975,46.1922
ben,1976,47.99075
ben,1977,49.98651
ben,1978,50.80705
ben,1979,56.85902
ben,1980,58.25693
ben,1981,60.34757
ben,1982,64.6779
ben,1983,66.25
ben,1984,64.19849
ben,1985,64.3068
ben,1986,62.36633
ben,1987,62.69434
ben,1988,61.62556
ben,1989,61.09798
ben,1990,51.25493
ben,1991,58.21984
ben,1992,61.4146
ben,1993,66.49934
ben,1994,66.89444
ben,1995,70.24485
ben,1996,72.65391
ben,1997,76.38223
ben,1998,79.42969
ben,1999,79.58431
ben,2000,82.52927
ben,2001,90.73641
ben,2002,96.16322
ben,2003,99.79704
ben,2004,103.72226
ben,2005,100.83883
ben,2006,101.2934
ben,2008,113.18831
ben,2009,118.43397
ben,2010,120.15201
ben,2011,122.72604
ben,2012,127.21515
ben,2013,128.7361
ben,2014,129.59567
ben,2015,132.46684
ben,2016,130.90228
ben,2017,126.64611
ben,2018,121.95825
ben,2019,116.70859
ben,2020,114.15109
bfa,1971,12.20559
bfa,1972,12.72924
bfa,1973,13.05107
bfa,1974,13.52604
bfa,1975,14.11697
bfa,1976,14.61451
bfa,1977,15.07216
bfa,1978,15.73085
bfa,1979,16.36039
bfa,1980,17.29208
bfa,1981,18.48386
bfa,1982,20.06353
bfa,1983,21.83787
bfa,1984,23.34259
bfa,1985,25.56905
bfa,1986,27.77662
bfa,1987,29.78625
bfa,1988,30.31633
bfa,1989,31.49873
bfa,1990,32.5255
bfa,1991,33.72297
bfa,1992,34.41491
bfa,1993,35.47658
bfa,1994,36.77636
bfa,1995,38.83546
bfa,1996,40.96957
bfa,1998,43.31879
bfa,1999,44.28435
bfa,2000,45.01737
bfa,2001,46.43783
bfa,2002,47.05757
bfa,2003,49.31104
bfa,2004,53.8744
bfa,2005,58.32719
bfa,2006,62.06521
bfa,2007,67.6691
bfa,2008,73.22384
bfa,2009,77.61482
bfa,2010,78.01417
bfa,2011,81.59491
bfa,2012,84.09261
bfa,2013,85.7184
bfa,2014,87.33791
bfa,2015,88.36616
bfa,2016,91.11084
bfa,2017,93.65313
bfa,2018,96.09037
bfa,2019,94.53571
bfa,2020,92.62789
bgd,1970,56.2669
bgd,1971,52.05381
bgd,1972,64.52816
bgd,1973,76.71962
bgd,1974,75.04343
bgd,1975,79.98328
bgd,1976,81.35031
bgd,1977,75.5715
bgd,1978,74.02332
bgd,1979,72.82371
bgd,1980,71.61141
bgd,1981,70.34065
bgd,1982,71.59104
bgd,1983,73.02713
bgd,1984,71.79938
bgd,1985,69.88837
bgd,1986,69.50491
bgd,1987,68.42335
bgd,1988,80.45109
bgd,1989,80.41992
bgd,1990,83.79701
bgd,2005,101.64781
bgd,2006,102.41615
bgd,2007,101.62025
bgd,2008,99.54293
bgd,2009,102.92757
bgd,2010,105.97455
bgd,2017,114.98866
bgd,2018,116.46634
bgd,2020,119.55645
bgr,1971,105.83178
bgr,1972,104.00017
bgr,1973,101.80757
bgr,1974,99.55495
bgr,1975,96.19118
bgr,1976,98.15102
bgr,1977,100.28105
bgr,1978,102.96703
bgr,1979,103.49345
bgr,1980,101.23397
bgr,1981,100.5986
bgr,1982,103.34317
bgr,1983,104.48956
bgr,1984,106.34603
bgr,1985,107.07598
bgr,1986,104.715
bgr,1987,105.6414
bgr,1988,103.47107
bgr,1989,101.31786
bgr,1990,94.68268
bgr,1991,93.58344
bgr,1992,93.5828
bgr,1993,94.46318
bgr,1994,95.5591
bgr,1995,97.58339
bgr,1996,101.09829
bgr,1997,102.30318
bgr,1998,103.17219
bgr,1999,103.3301
bgr,2000,103.45403
bgr,2001,104.4846
bgr,2002,103.39814
bgr,2003,104.63383
bgr,2004,105.12685
bgr,2005,103.3586
bgr,2006,103.41791
bgr,2007,106.84427
bgr,2008,108.87175
bgr,2009,109.68893
bgr,2010,108.33101
bgr,2011,103.58486
bgr,2012,100.32917
bgr,2013,98.05494
bgr,2014,96.66216
bgr,2015,94.19827
bgr,2016,91.08322
bgr,2017,89.33377
bgr,2018,87.44221
bgr,2019,85.94416
bhr,1971,106.48933
bhr,1972,109.82366
bhr,1973,111.97061
bhr,1974,113.00489
bhr,1975,115.41491
bhr,1976,112.42638
bhr,1977,110.34
bhr,1978,108.44355
bhr,1979,109.20446
bhr,1980,109.09335
bhr,1981,106.97947
bhr,1982,106.05141
bhr,1983,105.28556
bhr,1984,109.63431
bhr,1985,111.10088
bhr,1986,112.50883
bhr,1987,111.8895
bhr,1988,112.13803
bhr,1989,112.7371
bhr,1990,110.33341
bhr,1991,111.44636
bhr,1992,107.90687
bhr,1993,107.68678
bhr,1994,106.9724
bhr,1995,107.70296
bhr,1996,107.67883
bhr,1997,107.73461
bhr,1998,107.79913
bhr,1999,107.89463
bhr,2000,104.96603
bhr,2001,100.67704
bhr,2002,100.74198
bhr,2003,99.80986
bhr,2004,98.38226
bhr,2005,95.74598
bhr,2006,98.41714
bhr,2011,94.86897
bhr,2012,95.34285
bhr,2013,97.67428
bhr,2014,99.72908
bhr,2015,101.20051
bhr,2016,101.09313
bhr,2017,101.21309
bhr,2018,99.36305
bhr,2019,98.02791
bhs,1971,101.78283
bhs,1972,99.90995
bhs,1973,96.35086
bhs,1974,99.34907
bhs,1975,102.42115
bhs,1976,103.44186
bhs,1977,105.07816
bhs,1978,106.16315
bhs,1979,104.07581
bhs,1980,100.89673
bhs,1981,101.79711
bhs,1982,100.42706
bhs,1983,100.86151
bhs,1984,95.93899
bhs,1985,105.44627
bhs,1986,106.62166
bhs,1990,98.34101
bhs,1991,95.12139
bhs,1992,94.46095
bhs,1993,95.37964
bhs,1994,94.60886
bhs,1995,95.96749
bhs,1996,101.24875
bhs,1997,98.90214
bhs,1998,99.30195
bhs,1999,96.65513
bhs,2002,93.19962
bhs,2004,98.25661
bhs,2005,100.39834
bhs,2006,96.0583
blr,1971,102.07229
blr,1972,101.12632
blr,1973,100.18654
blr,1974,99.01778
blr,1975,98.60719
blr,1976,98.49095
blr,1977,99.34811
blr,1978,100.80039
blr,1979,102.03332
blr,1980,104.01532
blr,1981,105.11163
blr,1982,105.94547
blr,1983,106.36481
blr,1984,107.02503
blr,1985,107.78066
blr,1986,108.844
blr,1987,94.79709
blr,1988,94.83006
blr,1989,94.08791
blr,1990,94.08245
blr,1991,96.21901
blr,1992,95.89096
blr,1993,97.53603
blr,1994,97.38446
blr,1995,98.2466
blr,1996,98.9318
blr,1997,99.97601
blr,1998,102.22544
blr,1999,111.39616
blr,2000,113.71677
blr,2001,114.99931
blr,2002,112.47116
blr,2003,102.3793
blr,2004,99.97945
blr,2005,98.43138
blr,2006,99.36716
blr,2007,101.78973
blr,2008,104.84638
blr,2009,105.94052
blr,2010,104.36969
blr,2011,102.12623
blr,2012,99.81443
blr,2013,98.20725
blr,2014,98.30412
blr,2015,99.14978
blr,2016,101.07704
blr,2017,101.96579
blr,2018,100.50021
blz,1971,113.39387
blz,1972,111.36384
blz,1973,111.06527
blz,1974,110.56518
blz,1976,107.26137
blz,1977,108.47028
blz,1978,108.95895
blz,1980,109.262
blz,1981,106.81453
blz,1982,107.59489
blz,1983,108.53522
blz,1984,113.29095
blz,1985,113.81045
blz,1986,112.52462
blz,1987,113.92671
blz,1988,113.10331
blz,1989,111.55567
blz,1990,112.7353
blz,1991,114.74137
blz,1992,113.81608
blz,1993,115.06528
blz,1994,117.84656
blz,1995,119.6816
blz,1996,123.12451
blz,1997,122.29799
blz,1999,119.06751
blz,2000,115.91097
blz,2001,112.40404
blz,2002,107.26702
blz,2003,111.15116
blz,2004,112.8524
blz,2005,113.27096
blz,2006,113.68493
blz,2007,113.11683
blz,2008,112.33202
blz,2009,113.02994
blz,2010,112.56975
blz,2011,111.40164
blz,2012,113.78447
blz,2013,111.95749
blz,2014,111.55274
blz,2015,112.88833
blz,2016,114.48416
blz,2017,113.23061
blz,2018,111.69688
blz,2019,110.49031
blz,2020,107.6851
bmu,1971,97.30718
bmu,1972,95.19715
bmu,1973,92.78816
bmu,1974,93.22694
bmu,1975,93.79151
bmu,1976,96.78703
bmu,1977,98.20341
bmu,1978,98.95929
bmu,1979,92.79265
bmu,1980,93.72162
bmu,1981,93.12618
bmu,1982,92.84812
bmu,1983,92.20654
bmu,1984,90.81951
bmu,1985,91.3831
bmu,1995,100.81163
bmu,1997,113.2435
bmu,2001,97.15909
bmu,2002,97.03557
bmu,2003,97.40467
bmu,2004,97.17172
bmu,2005,97.54098
bmu,2006,97.41774
bmu,2010,99.31172
bmu,2011,98.37067
bmu,2012,97.21005
bmu,2013,96.80601
bmu,2014,98.06266
bmu,2015,101.14634
bol,1970,88.9309
bol,1971,88.57391
bol,1972,90.00284
bol,1973,92.41235
bol,1974,94.61704
bol,1975,99.43927
bol,1976,101.54596
bol,1977,98.38283
bol,1978,99.20744
bol,1979,100.75862
bol,1980,99.9671
bol,1981,101.53985
bol,1983,103.72649
bol,1984,109.38389
bol,1986,107.4295
bol,1987,114.04511
bol,1989,103.20282
bol,1990,105.71265
bol,1991,107.44686
bol,1992,107.59494
bol,1993,108.48703
bol,1994,110.49408
bol,1995,112.96301
bol,1996,114.11485
bol,1997,115.3264
bol,1998,116.32431
bol,1999,118.30218
bol,2000,118.22122
bol,2001,117.24152
bol,2002,117.82004
bol,2003,116.04538
bol,2004,115.41665
bol,2005,114.81316
bol,2006,113.27957
bol,2007,112.38876
bol,2008,111.0085
bol,2009,107.1726
bol,2010,104.52044
bol,2011,100.68689
bol,2012,98.28176
bol,2013,97.01457
bol,2014,95.90289
bol,2015,95.90844
bol,2016,96.55513
bol,2017,97.52736
bol,2018,98.15092
bol,2019,98.52771
bra,1999,165.64539
bra,2001,150.78555
bra,2002,146.82779
bra,2003,140.54449
bra,2004,133.6963
bra,2005,133.26216
bra,2007,128.17979
bra,2008,132.05521
bra,2009,131.16516
bra,2011,106.98506
bra,2012,108.81902
bra,2013,114.50277
bra,2014,114.8582
bra,2015,113.36997
bra,2016,114.52028
bra,2017,115.97178
bra,2018,114.47653
bra,2019,111.96578
brb,1971,102.3887
brb,1972,100.29967
brb,1973,101.34997
brb,1974,98.59562
brb,1975,104.63755
brb,1976,107.5484
brb,1977,114.57996
brb,1978,116.31311
brb,1979,115.15071
brb,1980,101.40284
brb,1981,98.14097
brb,1982,98.251
brb,1983,99.7862
brb,1984,105.95838
brb,1985,108.68046
brb,1989,119.45409
brb,1990,114.46692
brb,1992,106.28663
brb,1999,102.21819
brb,2000,100.65389
brb,2001,99.27465
brb,2002,96.76539
brb,2003,96.64907
brb,2004,94.95598
brb,2005,96.12875
brb,2006,98.246
brb,2007,99.64702
brb,2008,101.16892
brb,2009,100.45971
brb,2010,99.59562
brb,2011,98.28399
brb,2014,95.19335
brb,2015,95.91724
brb,2016,97.28297
brb,2017,97.76968
brb,2018,99.35135
brb,2019,100.33791
brb,2020,99.65301
brn,1970,129.56644
brn,1971,133.05252
brn,1972,133.82816
brn,1973,131.74072
brn,1974,129.5647
brn,1975,124.89215
brn,1976,124.42579
brn,1977,125.5823
brn,1978,123.98905
brn,1979,107.70338
brn,1980,105.49736
brn,1981,105.26368
brn,1982,101.82227
brn,1983,102.47663
brn,1984,105.10657
brn,1985,104.42412
brn,1986,111.18025
brn,1987,110.75023
brn,1988,114.0832
brn,1989,118.09213
brn,1991,111.09431
brn,1992,111.47164
brn,1993,113.4731
brn,1994,114.80486
brn,1995,113.86791
brn,1996,112.54647
brn,1997,110.34797
brn,1998,112.46375
brn,1999,111.8441
brn,2000,110.18191
brn,2001,107.31913
brn,2002,107.71335
brn,2003,110.65327
brn,2004,111.04673
brn,2005,110.6297
brn,2006,110.30373
brn,2007,109.68696
brn,2008,107.62241
brn,2009,106.92304
brn,2010,106.54217
brn,2011,106.81652
brn,2012,105.93439
brn,2013,106.11103
brn,2014,105.49321
brn,2015,105.52755
brn,2016,107.12282
brn,2017,104.85771
brn,2018,103.15162
brn,2019,100.0995
brn,2020,98.31387
btn,1970,19.77726
btn,1971,19.68002
btn,1972,21.0491
btn,1974,24.10251
btn,1976,29.08155
btn,1977,31.56774
btn,1978,31.67995
btn,1979,35.43567
btn,1980,45.49314
btn,1981,50.71481
btn,1982,53.26612
btn,1983,57.13497
btn,1984,59.37852
btn,1985,59.22606
btn,1986,54.44314
btn,1987,55.28853
btn,1988,57.14758
btn,1991,51.39156
btn,1992,50.63327
btn,1993,55.74014
btn,1994,58.60169
btn,1995,62.5536
btn,1996,66.38708
btn,1997,69.55833
btn,1998,71.38595
btn,1999,73.23359
btn,2000,76.17701
btn,2001,78.63001
btn,2002,81.08417
btn,2003,84.15406
btn,2004,87.9279
btn,2005,91.05958
btn,2006,94.5556
btn,2007,97.91548
btn,2008,100.94379
btn,2009,105.15424
btn,2010,108.21445
btn,2011,110.87698
btn,2012,111.90103
btn,2013,106.94311
btn,2014,105.47682
btn,2015,104.23377
btn,2016,102.66068
btn,2017,101.33414
btn,2018,100.13968
btn,2020,105.81169
bwa,1970,67.17927
bwa,1971,61.41524
bwa,1972,61.69549
bwa,1973,66.98296
bwa,1974,70.12902
bwa,1975,75.89887
bwa,1976,78.94694
bwa,1977,82.90759
bwa,1978,84.2923
bwa,1979,87.15709
bwa,1980,91.94393
bwa,1981,95.41992
bwa,1982,96.98065
bwa,1983,99.51229
bwa,1984,101.69383
bwa,1985,104.49216
bwa,1986,106.19315
bwa,1987,107.73377
bwa,1988,108.98204
bwa,1989,111.01988
bwa,1990,111.03426
bwa,1991,113.45065
bwa,1992,111.66165
bwa,1993,111.08206
bwa,1994,111.28702
bwa,1995,110.42301
bwa,1996,111.30639
bwa,1997,111.73179
bwa,1998,110.54448
bwa,1999,110.26671
bwa,2000,110.42842
bwa,2001,111.41732
bwa,2002,111.52218
bwa,2003,111.34643
bwa,2004,110.88688
bwa,2005,111.14859
bwa,2006,111.46769
bwa,2007,109.83465
bwa,2008,108.49721
bwa,2009,108.20036
bwa,2012,105.08085
bwa,2013,105.00144
bwa,2014,103.71764
bwa,2015,103.23839
caf,1971,65.38929
caf,1972,64.16308
caf,1973,68.10584
caf,1974,68.61594
caf,1975,72.12823
caf,1976,72.37191
caf,1977,74.80898
caf,1978,74.19102
caf,1979,72.91828
caf,1980,71.89366
caf,1981,71.01433
caf,1982,72.85158
caf,1983,73.97745
caf,1984,77.37424
caf,1985,79.80093
caf,1986,78.57953
caf,1987,67.59621
caf,1988,68.55809
caf,1989,69.05865
caf,1990,72.77173
caf,1991,67.10072
caf,1992,58.58323
caf,2001,77.83854
caf,2002,68.23957
caf,2003,67.35007
caf,2004,57.62016
caf,2005,63.89601
caf,2006,63.46093
caf,2007,72.96402
caf,2008,83.7825
caf,2009,85.0827
caf,2010,87.33161
caf,2011,87.6729
caf,2012,87.80936
caf,2016,102.0189
can,1971,102.73197
can,1972,100.70971
can,1973,98.59484
can,1974,97.23221
can,1975,98.0945
can,1976,98.39092
can,1977,99.00692
can,1978,99.55196
can,1979,99.63516
can,1980,99.71363
can,1981,99.47411
can,1982,105.22474
can,1983,104.64002
can,1984,104.07045
can,1985,103.78706
can,1986,104.02469
can,1987,103.95685
can,1988,104.00555
can,1989,104.26819
can,1990,104.28178
can,1991,104.44184
can,1992,103.67415
can,1993,102.6971
can,1994,101.90004
can,1995,101.81008
can,1996,102.81308
can,1998,99.82164
can,1999,100.25747
can,2000,100.78877
can,2004,98.4768
can,2005,97.36457
can,2006,98.88063
can,2007,98.96648
can,2008,98.01331
can,2009,99.0088
can,2010,98.6416
can,2011,98.18937
can,2012,99.51828
can,2013,100.34071
can,2014,101.53666
can,2015,102.48508
can,2016,101.02387
can,2017,100.94368
can,2018,101.50109
can,2019,100.98975
che,1973,93.83506
che,1974,93.20645
che,1975,92.53502
che,1976,91.80296
che,1977,83.26102
che,1978,84.20067
che,1979,83.20396
che,1980,82.61206
che,1981,82.50881
che,1982,82.46972
che,1983,81.89841
che,1984,81.44308
che,1985,81.26602
che,1986,81.62349
che,1987,82.78622
che,1988,84.66439
che,1989,87.19531
che,1990,89.66365
che,1991,90.98531
che,1992,91.26207
che,1993,95.60694
che,1994,94.55491
che,1995,96.06028
che,1996,98.10584
che,1998,105.41258
che,1999,105.88007
che,2000,106.68965
che,2001,105.61872
che,2002,104.62748
che,2003,104.01816
che,2004,103.3387
che,2005,102.30718
che,2006,101.98685
che,2007,102.10811
che,2008,102.54068
che,2009,102.83444
che,2010,102.84946
che,2011,103.11392
che,2012,103.15372
che,2013,103.60148
che,2014,103.48743
che,2015,104.1842
che,2016,104.62911
che,2017,105.19068
che,2018,105.47647
che,2019,105.78728
chl,1970,117.4811
chl,1971,124.43072
chl,1972,125.35666
chl,1973,126.24942
chl,1974,126.32023
