geo,time,iq_spi_pil1
bgr,2009,40
bgr,2010,60
bgr,2011,60
bgr,2012,60
bgr,2013,60
bgr,2014,60
bgr,2015,80
bgr,2016,100
bgr,2017,100
bgr,2018,100
bgr,2019,100
bhr,2004,40
bhr,2005,40
bhr,2006,40
bhr,2007,40
bhr,2008,40
bhr,2009,40
bhr,2010,50
bhr,2011,50
bhr,2012,50
bhr,2013,50
bhr,2014,50
bhr,2015,70
bhr,2016,90
bhr,2017,90
bhr,2018,90
bhr,2019,90
bhs,2004,40
bhs,2005,40
bhs,2006,40
bhs,2007,40
bhs,2008,40
bhs,2009,40
bhs,2010,40
bhs,2011,60
bhs,2012,60
bhs,2013,60
bhs,2014,60
bhs,2015,80
bhs,2016,100
bhs,2017,100
bhs,2018,100
bhs,2019,100
bih,2004,40
bih,2005,40
bih,2006,40
bih,2007,30
bih,2008,30
bih,2009,30
bih,2010,50
bih,2011,60
bih,2012,60
bih,2013,50
bih,2014,50
bih,2015,70
bih,2016,90
bih,2017,80
bih,2018,80
bih,2019,80
blr,2004,40
blr,2005,40
blr,2006,40
blr,2007,40
blr,2008,40
blr,2009,40
blr,2010,40
blr,2011,40
blr,2012,40
blr,2013,40
blr,2014,40
blr,2015,60
blr,2016,90
blr,2017,90
blr,2018,100
blr,2019,100
blz,2004,30
blz,2005,20
blz,2006,20
blz,2007,20
blz,2008,20
blz,2009,20
blz,2010,20
blz,2011,20
blz,2012,40
blz,2013,40
blz,2014,40
blz,2015,60
blz,2016,80
blz,2017,80
blz,2018,80
blz,2019,80
bmu,2004,20
bmu,2005,20
bmu,2006,20
bmu,2007,20
bmu,2008,20
bmu,2009,20
bmu,2010,20
bmu,2011,20
bmu,2012,20
bmu,2013,20
bmu,2014,20
bmu,2015,40
bmu,2016,60
bmu,2017,60
bmu,2018,60
bmu,2019,60
bol,2004,40
bol,2005,40
bol,2006,40
bol,2007,40
bol,2008,40
bol,2009,40
bol,2010,40
bol,2011,50
bol,2012,50
bol,2013,50
bol,2014,50
bol,2015,70
bol,2016,100
bol,2017,100
bol,2018,100
bol,2019,100
bra,2004,40
bra,2005,40
bra,2006,40
bra,2007,40
bra,2008,40
bra,2009,40
bra,2010,40
bra,2011,50
bra,2012,50
bra,2013,50
bra,2014,50
bra,2015,70
bra,2016,90
bra,2017,90
bra,2018,90
bra,2019,90
brb,2004,40
brb,2005,40
brb,2006,40
brb,2007,40
brb,2008,40
brb,2009,40
brb,2010,60
brb,2011,60
brb,2012,60
brb,2013,60
brb,2014,60
brb,2015,80
brb,2016,80
brb,2017,80
brb,2018,80
brb,2019,80
brn,2004,40
brn,2005,40
brn,2006,40
brn,2007,40
brn,2008,40
brn,2009,40
brn,2010,40
brn,2011,50
brn,2012,50
brn,2013,50
brn,2014,60
brn,2015,80
brn,2016,100
brn,2017,100
brn,2018,100
brn,2019,100
btn,2004,20
btn,2005,20
btn,2006,20
btn,2007,20
btn,2008,20
btn,2009,20
btn,2010,40
btn,2011,40
btn,2012,60
btn,2013,50
btn,2014,50
btn,2015,70
btn,2016,70
btn,2017,80
btn,2018,80
btn,2019,80
bwa,2004,20
bwa,2005,20
bwa,2006,20
bwa,2007,20
bwa,2008,20
bwa,2009,30
bwa,2010,40
bwa,2011,40
bwa,2012,40
bwa,2013,20
bwa,2014,20
bwa,2015,40
bwa,2016,46.6
bwa,2017,60
bwa,2018,60
bwa,2019,60
caf,2004,20
caf,2005,20
caf,2006,20
caf,2007,20
caf,2008,20
caf,2009,20
caf,2010,20
caf,2011,20
caf,2012,0
caf,2013,0
caf,2014,0
caf,2015,20
caf,2016,20
caf,2017,20
caf,2018,20
caf,2019,20
can,2004,40
can,2005,40
can,2006,40
can,2007,40
can,2008,40
can,2009,40
can,2010,60
can,2011,60
can,2012,60
can,2013,60
can,2014,60
can,2015,80
can,2016,100
can,2017,100
can,2018,100
can,2019,100
chanisl,2004,20
chanisl,2005,20
chanisl,2006,20
chanisl,2007,20
chanisl,2008,20
chanisl,2009,20
chanisl,2010,20
chanisl,2011,20
chanisl,2012,20
chanisl,2013,20
chanisl,2014,20
chanisl,2015,40
chanisl,2016,60
chanisl,2017,60
chanisl,2018,60
chanisl,2019,60
che,2004,40
che,2005,40
che,2006,40
che,2007,40
che,2008,40
che,2009,40
che,2010,60
che,2011,60
che,2012,60
che,2013,60
che,2014,60
che,2015,80
che,2016,100
che,2017,100
che,2018,100
che,2019,100
chl,2004,40
chl,2005,40
chl,2006,40
chl,2007,40
chl,2008,40
chl,2009,40
chl,2010,60
chl,2011,60
chl,2012,60
chl,2013,60
chl,2014,60
chl,2015,80
chl,2016,100
chl,2017,100
chl,2018,100
chl,2019,100
chn,2004,40
chn,2005,40
chn,2006,40
chn,2007,40
chn,2008,40
chn,2009,40
chn,2010,50
chn,2011,50
chn,2012,50
chn,2013,50
chn,2014,50
chn,2015,70
chn,2016,83.4
chn,2017,83.4
chn,2018,83.4
chn,2019,83.4
civ,2004,30
civ,2005,30
civ,2006,30
civ,2007,30
civ,2008,30
civ,2009,30
civ,2010,30
civ,2011,30
civ,2012,50
civ,2013,40
civ,2014,30
civ,2015,60
civ,2016,90
civ,2017,90
civ,2018,90
civ,2019,90
cmr,2004,20
cmr,2005,20
cmr,2006,20
cmr,2007,30
cmr,2008,30
cmr,2009,30
cmr,2010,40
cmr,2011,40
cmr,2012,40
cmr,2013,30
cmr,2014,40
cmr,2015,60
cmr,2016,80
cmr,2017,80
cmr,2018,80
cmr,2019,80
cod,2004,20
cod,2005,20
cod,2006,20
cod,2007,20
cod,2008,20
cod,2009,20
cod,2010,20
cod,2011,20
cod,2012,50
cod,2013,50
cod,2014,50
cod,2015,70
cod,2016,70
cod,2017,53.4
cod,2018,53.4
cod,2019,60
cog,2004,20
cog,2005,20
cog,2006,20
cog,2007,20
cog,2008,20
cog,2009,20
cog,2010,20
cog,2011,30
cog,2012,50
cog,2013,50
cog,2014,50
cog,2015,70
cog,2016,90
cog,2017,60
cog,2018,60
cog,2019,60
col,2004,40
col,2005,40
col,2006,40
col,2007,40
col,2008,40
col,2009,40
col,2010,60
col,2011,60
col,2012,60
col,2013,60
col,2014,60
col,2015,80
col,2016,100
col,2017,100
col,2018,100
col,2019,100
com,2004,0
com,2005,0
com,2006,0
com,2007,0
com,2008,0
com,2009,0
com,2010,0
com,2011,0
com,2012,0
com,2013,0
com,2014,20
com,2015,40
com,2016,60
com,2017,60
com,2018,60
com,2019,60
cpv,2004,20
cpv,2005,20
cpv,2006,20
cpv,2007,20
cpv,2008,20
cpv,2009,20
cpv,2010,30
cpv,2011,30
cpv,2012,30
cpv,2013,30
cpv,2014,30
cpv,2015,60
cpv,2016,80
cpv,2017,80
cpv,2018,80
cpv,2019,80
cri,2004,40
cri,2005,40
cri,2006,40
cri,2007,40
cri,2008,40
cri,2009,40
cri,2010,50
cri,2011,60
cri,2012,60
cri,2013,60
cri,2014,60
cri,2015,80
cri,2016,100
cri,2017,100
cri,2018,100
cri,2019,100
cub,2004,40
cub,2005,40
cub,2006,40
cub,2007,40
cub,2008,40
cub,2009,40
cub,2010,60
cub,2011,60
cub,2012,60
cub,2013,60
cub,2014,60
cub,2015,70
cub,2016,70
cub,2017,70
cub,2018,70
cub,2019,70
cym,2004,20
cym,2005,20
cym,2006,20
cym,2007,20
cym,2008,20
cym,2009,20
cym,2010,20
cym,2011,20
cym,2012,20
cym,2013,20
cym,2014,20
cym,2015,20
cym,2016,40
cym,2017,40
cym,2018,40
cym,2019,40
cyp,2004,40
cyp,2005,40
cyp,2006,40
cyp,2007,40
cyp,2008,40
cyp,2009,40
cyp,2010,60
cyp,2011,40
cyp,2012,60
cyp,2013,60
cyp,2014,40
cyp,2015,60
cyp,2016,100
cyp,2017,100
cyp,2018,100
cyp,2019,100
cze,2004,40
cze,2005,40
cze,2006,40
cze,2007,40
cze,2008,40
cze,2009,40
cze,2010,60
cze,2011,60
cze,2012,60
cze,2013,60
cze,2014,60
cze,2015,70
cze,2016,90
cze,2017,90
cze,2018,90
cze,2019,90
deu,2004,40
deu,2005,40
deu,2006,40
deu,2007,40
deu,2008,40
deu,2009,40
deu,2010,60
deu,2011,60
deu,2012,60
deu,2013,60
deu,2014,60
deu,2015,80
deu,2016,100
deu,2017,100
deu,2018,100
deu,2019,100
dji,2004,20
dji,2005,20
dji,2006,20
dji,2007,20
dji,2008,20
dji,2009,20
dji,2010,20
dji,2011,20
dji,2012,0
dji,2013,0
dji,2014,0
dji,2015,20
dji,2016,40
dji,2017,40
dji,2018,40
dji,2019,40
dma,2004,0
dma,2005,0
dma,2006,0
dma,2007,0
dma,2008,0
dma,2009,0
dma,2010,0
dma,2011,0
dma,2012,0
dma,2013,0
dma,2014,20
dma,2015,20
dma,2016,40
dma,2017,20
dma,2018,20
dma,2019,20
dnk,2004,40
dnk,2005,40
dnk,2006,40
dnk,2007,40
dnk,2008,40
dnk,2009,40
dnk,2010,60
dnk,2011,60
dnk,2012,60
dnk,2013,60
dnk,2014,60
dnk,2015,70
dnk,2016,90
dnk,2017,90
dnk,2018,90
dnk,2019,90
dom,2004,40
dom,2005,40
dom,2006,40
dom,2007,40
dom,2008,40
dom,2009,40
dom,2010,60
dom,2011,60
dom,2012,60
dom,2013,60
dom,2014,60
dom,2015,80
dom,2016,100
dom,2017,100
dom,2018,100
dom,2019,100
dza,2004,20
dza,2005,20
dza,2006,20
dza,2007,20
dza,2008,20
dza,2009,20
dza,2010,40
dza,2011,40
dza,2012,40
dza,2013,40
dza,2014,40
dza,2015,60
dza,2016,70
dza,2017,70
dza,2018,70
dza,2019,70
ecu,2004,40
ecu,2005,40
ecu,2006,40
ecu,2007,40
ecu,2008,40
ecu,2009,40
ecu,2010,60
ecu,2011,60
ecu,2012,60
ecu,2013,60
ecu,2014,60
ecu,2015,80
ecu,2016,100
ecu,2017,100
ecu,2018,100
ecu,2019,100
egy,2004,20
egy,2005,20
egy,2006,20
egy,2007,20
egy,2008,40
egy,2009,40
egy,2010,50
egy,2011,50
egy,2012,60
egy,2013,60
egy,2014,60
egy,2015,80
egy,2016,100
egy,2017,100
egy,2018,100
egy,2019,100
eri,2004,20
eri,2005,20
eri,2006,20
eri,2007,20
eri,2008,0
eri,2009,0
eri,2010,20
eri,2011,20
eri,2012,20
eri,2013,20
eri,2014,20
eri,2015,20
eri,2016,6.6
eri,2017,6.6
eri,2018,6.6
eri,2019,6.6
esp,2004,40
esp,2005,40
esp,2006,40
esp,2007,40
esp,2008,40
esp,2009,40
esp,2010,60
esp,2011,60
esp,2012,60
esp,2013,60
esp,2014,60
esp,2015,80
esp,2016,100
esp,2017,100
esp,2018,100
esp,2019,100
est,2004,40
est,2005,40
est,2006,40
est,2007,40
est,2008,40
est,2009,40
est,2010,60
est,2011,60
est,2012,60
est,2013,60
est,2014,60
est,2015,80
est,2016,100
est,2017,100
est,2018,100
est,2019,100
eth,2004,40
eth,2005,30
eth,2006,30
eth,2007,30
eth,2008,30
eth,2009,30
eth,2010,30
eth,2011,30
eth,2012,30
eth,2013,50
eth,2014,50
eth,2015,80
eth,2016,90
eth,2017,90
eth,2018,90
eth,2019,90
fin,2004,40
fin,2005,40
fin,2006,40
fin,2007,40
fin,2008,40
fin,2009,40
fin,2010,60
fin,2011,60
fin,2012,60
fin,2013,60
fin,2014,60
fin,2015,80
fin,2016,100
fin,2017,100
fin,2018,100
fin,2019,100
fji,2004,20
fji,2005,20
fji,2006,20
fji,2007,20
fji,2008,30
fji,2009,30
fji,2010,50
fji,2011,50
fji,2012,50
fji,2013,60
fji,2014,50
fji,2015,70
fji,2016,90
fji,2017,80
fji,2018,80
fji,2019,80
fra,2004,40
fra,2005,40
fra,2006,40
fra,2007,40
fra,2008,40
fra,2009,40
fra,2010,60
fra,2011,60
fra,2012,60
fra,2013,60
fra,2014,60
fra,2015,80
fra,2016,100
fra,2017,100
fra,2018,100
fra,2019,100
fro,2004,20
fro,2005,20
fro,2006,20
fro,2007,20
fro,2008,20
fro,2009,20
fro,2010,20
fro,2011,20
fro,2012,20
fro,2013,20
fro,2014,20
fro,2015,40
fro,2016,60
fro,2017,60
fro,2018,60
fro,2019,60
fsm,2004,20
fsm,2005,20
fsm,2006,0
fsm,2007,0
fsm,2008,0
fsm,2009,0
fsm,2010,0
fsm,2011,0
fsm,2012,0
fsm,2013,0
fsm,2014,0
fsm,2015,20
fsm,2016,20
fsm,2017,20
fsm,2018,20
fsm,2019,20
gab,2004,20
gab,2005,20
gab,2006,0
gab,2007,0
gab,2008,0
gab,2009,0
gab,2010,20
gab,2011,20
gab,2012,20
gab,2013,20
gab,2014,20
gab,2015,20
gab,2016,26.6
gab,2017,40
gab,2018,40
gab,2019,40
gbm,2004,20
gbm,2005,20
gbm,2006,20
gbm,2007,20
gbm,2008,20
gbm,2009,20
gbm,2010,20
gbm,2011,20
gbm,2012,20
gbm,2013,20
gbm,2014,20
gbm,2015,20
gbm,2016,40
gbm,2017,60
gbm,2018,60
gbm,2019,60
gbr,2004,40
gbr,2005,40
gbr,2006,40
gbr,2007,40
gbr,2008,40
gbr,2009,40
gbr,2010,60
gbr,2011,60
gbr,2012,60
gbr,2013,60
gbr,2014,60
gbr,2015,80
gbr,2016,100
gbr,2017,100
gbr,2018,100
gbr,2019,100
geo,2004,40
geo,2005,40
geo,2006,40
geo,2007,40
geo,2008,40
geo,2009,40
geo,2010,50
geo,2011,50
geo,2012,50
geo,2013,50
geo,2014,50
geo,2015,70
geo,2016,90
geo,2017,100
geo,2018,100
geo,2019,100
gha,2004,20
gha,2005,30
gha,2006,30
gha,2007,30
gha,2008,30
gha,2009,30
gha,2010,40
gha,2011,30
gha,2012,40
gha,2013,40
gha,2014,40
gha,2015,70
gha,2016,100
gha,2017,100
gha,2018,100
gha,2019,100
gib,2004,20
gib,2005,20
gib,2006,20
gib,2007,20
gib,2008,20
gib,2009,20
gib,2010,20
gib,2011,20
gib,2012,20
gib,2013,20
gib,2014,20
gib,2015,40
gib,2016,60
gib,2017,60
gib,2018,60
gib,2019,60
gin,2004,20
gin,2005,20
gin,2006,20
gin,2007,20
gin,2008,20
gin,2009,20
gin,2010,20
gin,2011,20
gin,2012,40
gin,2013,30
gin,2014,30
gin,2015,50
gin,2016,70
gin,2017,70
gin,2018,56.6
gin,2019,70
gmb,2004,20
gmb,2005,20
gmb,2006,20
gmb,2007,20
gmb,2008,20
gmb,2009,20
gmb,2010,20
gmb,2011,20
gmb,2012,20
gmb,2013,20
gmb,2014,20
gmb,2015,40
gmb,2016,60
gmb,2017,60
gmb,2018,60
gmb,2019,60
gnb,2004,20
gnb,2005,20
gnb,2006,20
gnb,2007,20
gnb,2008,20
gnb,2009,20
gnb,2010,20
gnb,2011,20
gnb,2012,20
gnb,2013,20
gnb,2014,20
gnb,2015,40
gnb,2016,46.6
gnb,2017,60
gnb,2018,60
gnb,2019,60
gnq,2004,20
gnq,2005,20
gnq,2006,20
gnq,2007,0
gnq,2008,0
gnq,2009,20
gnq,2010,0
gnq,2011,20
gnq,2012,20
gnq,2013,20
gnq,2014,20
gnq,2015,20
gnq,2016,20
gnq,2017,0
gnq,2018,0
gnq,2019,0
grc,2004,40
grc,2005,40
grc,2006,40
grc,2007,40
grc,2008,40
grc,2009,40
grc,2010,60
grc,2011,60
grc,2012,60
grc,2013,60
grc,2014,60
grc,2015,80
grc,2016,100
grc,2017,100
grc,2018,100
grc,2019,100
grd,2004,20
grd,2005,0
grd,2006,20
grd,2007,20
grd,2008,0
grd,2009,0
grd,2010,20
grd,2011,20
grd,2012,0
grd,2013,20
grd,2014,20
grd,2015,30
grd,2016,30
grd,2017,50
grd,2018,50
grd,2019,50
grl,2004,20
grl,2005,20
grl,2006,20
grl,2007,20
grl,2008,20
grl,2009,20
grl,2010,20
grl,2011,20
grl,2012,20
grl,2013,20
grl,2014,20
grl,2015,30
grl,2016,50
grl,2017,50
grl,2018,50
grl,2019,50
gtm,2004,20
gtm,2005,20
gtm,2006,30
gtm,2007,30
gtm,2008,30
gtm,2009,30
gtm,2010,50
gtm,2011,50
gtm,2012,40
gtm,2013,40
gtm,2014,50
gtm,2015,70
gtm,2016,90
gtm,2017,90
gtm,2018,90
gtm,2019,80
gum,2004,20
gum,2005,20
gum,2006,20
gum,2007,20
gum,2008,20
gum,2009,20
gum,2010,30
gum,2011,40
gum,2012,40
gum,2013,40
gum,2014,40
gum,2015,60
gum,2016,60
gum,2017,60
gum,2018,60
gum,2019,60
guy,2004,20
guy,2005,20
guy,2006,20
guy,2007,20
guy,2008,20
guy,2009,20
guy,2010,20
guy,2011,20
guy,2012,20
guy,2013,20
guy,2014,20
guy,2015,40
guy,2016,60
guy,2017,40
guy,2018,60
guy,2019,60
hkg,2004,20
hkg,2005,20
hkg,2006,20
hkg,2007,20
hkg,2008,20
hkg,2009,20
hkg,2010,40
hkg,2011,40
hkg,2012,40
hkg,2013,40
hkg,2014,40
hkg,2015,60
hkg,2016,80
hkg,2017,80
hkg,2018,80
hkg,2019,80
hnd,2004,40
hnd,2005,40
hnd,2006,40
hnd,2007,40
hnd,2008,40
hnd,2009,40
hnd,2010,50
hnd,2011,50
hnd,2012,50
hnd,2013,50
hnd,2014,50
hnd,2015,70
hnd,2016,90
hnd,2017,90
hnd,2018,90
hnd,2019,90
hrv,2004,40
hrv,2005,40
hrv,2006,30
hrv,2007,30
hrv,2008,40
hrv,2009,40
hrv,2010,60
hrv,2011,60
hrv,2012,60
hrv,2013,60
hrv,2014,60
hrv,2015,70
hrv,2016,90
hrv,2017,60
hrv,2018,80
hrv,2019,80
hti,2004,20
hti,2005,20
hti,2006,20
hti,2007,20
hti,2008,20
hti,2009,20
hti,2010,30
hti,2011,30
hti,2012,50
hti,2013,50
hti,2014,50
hti,2015,70
hti,2016,90
hti,2017,80
hti,2018,80
hti,2019,80
hun,2004,40
hun,2005,40
hun,2006,40
hun,2007,40
hun,2008,40
hun,2009,40
hun,2010,60
hun,2011,60
hun,2012,60
hun,2013,60
hun,2014,60
hun,2015,80
hun,2016,100
hun,2017,100
hun,2018,100
hun,2019,100
idn,2004,40
idn,2005,40
idn,2006,40
idn,2007,40
idn,2008,40
idn,2009,40
idn,2010,60
idn,2011,60
idn,2012,60
idn,2013,60
idn,2014,60
idn,2015,80
idn,2016,100
idn,2017,100
idn,2018,100
idn,2019,100
ind,2004,30
ind,2005,30
ind,2006,20
ind,2007,20
ind,2008,20
ind,2009,40
ind,2010,40
ind,2011,50
ind,2012,50
ind,2013,50
ind,2014,50
ind,2015,60
ind,2016,80
ind,2017,60
ind,2018,80
ind,2019,80
irl,2004,40
irl,2005,40
irl,2006,40
irl,2007,40
irl,2008,40
irl,2009,40
irl,2010,60
irl,2011,60
irl,2012,60
irl,2013,60
irl,2014,60
irl,2015,80
irl,2016,100
irl,2017,100
irl,2018,100
irl,2019,100
irn,2004,20
irn,2005,30
irn,2006,40
irn,2007,40
irn,2008,40
irn,2009,40
irn,2010,60
irn,2011,60
irn,2012,50
irn,2013,60
irn,2014,40
irn,2015,60
irn,2016,80
irn,2017,80
irn,2018,80
irn,2019,80
irq,2004,20
irq,2005,20
irq,2006,20
irq,2007,20
irq,2008,20
irq,2009,20
irq,2010,20
irq,2011,20
irq,2012,40
irq,2013,40
irq,2014,40
irq,2015,60
irq,2016,60
irq,2017,40
irq,2018,40
irq,2019,30
isl,2004,20
isl,2005,20
isl,2006,20
isl,2007,20
isl,2008,20
isl,2009,20
isl,2010,40
isl,2011,40
isl,2012,40
isl,2013,40
isl,2014,40
isl,2015,60
isl,2016,80
isl,2017,80
isl,2018,80
isl,2019,80
isr,2004,40
isr,2005,40
isr,2006,40
isr,2007,40
isr,2008,40
isr,2009,40
isr,2010,60
isr,2011,60
isr,2012,60
isr,2013,60
isr,2014,60
isr,2015,80
isr,2016,100
isr,2017,100
isr,2018,100
isr,2019,100
ita,2004,40
ita,2005,40
ita,2006,40
ita,2007,40
ita,2008,40
ita,2009,40
ita,2010,60
ita,2011,60
ita,2012,60
ita,2013,60
ita,2014,60
ita,2015,80
ita,2016,100
ita,2017,100
ita,2018,100
ita,2019,100
jam,2004,40
jam,2005,40
jam,2006,40
jam,2007,40
jam,2008,30
jam,2009,30
jam,2010,40
jam,2011,40
jam,2012,40
jam,2013,40
jam,2014,40
jam,2015,60
jam,2016,80
jam,2017,60
jam,2018,60
jam,2019,60
jor,2004,30
jor,2005,20
jor,2006,20
jor,2007,20
jor,2008,20
jor,2009,20
jor,2010,60
jor,2011,60
jor,2012,60
jor,2013,60
jor,2014,50
jor,2015,70
jor,2016,80
jor,2017,80
jor,2018,80
jor,2019,80
jpn,2004,40
jpn,2005,40
jpn,2006,40
jpn,2007,40
jpn,2008,40
jpn,2009,40
jpn,2010,60
jpn,2011,60
jpn,2012,60
jpn,2013,60
jpn,2014,60
jpn,2015,70
jpn,2016,90
jpn,2017,90
jpn,2018,90
jpn,2019,90
kaz,2004,40
kaz,2005,40
kaz,2006,40
kaz,2007,40
kaz,2008,40
kaz,2009,40
kaz,2010,60
kaz,2011,60
kaz,2012,60
kaz,2013,60
kaz,2014,60
kaz,2015,80
kaz,2016,100
kaz,2017,100
kaz,2018,100
kaz,2019,100
ken,2004,20
ken,2005,20
ken,2006,20
ken,2007,20
ken,2008,20
ken,2009,20
ken,2010,20
ken,2011,20
ken,2012,20
ken,2013,20
ken,2014,20
ken,2015,50
ken,2016,80
ken,2017,80
ken,2018,70
ken,2019,70
kgz,2004,40
kgz,2005,40
kgz,2006,40
kgz,2007,40
kgz,2008,40
kgz,2009,40
kgz,2010,60
kgz,2011,60
kgz,2012,60
kgz,2013,60
kgz,2014,60
kgz,2015,80
kgz,2016,100
kgz,2017,100
kgz,2018,100
kgz,2019,100
khm,2004,20
khm,2005,20
khm,2006,20
khm,2007,20
khm,2008,20
khm,2009,20
khm,2010,30
khm,2011,30
khm,2012,40
khm,2013,40
khm,2014,40
khm,2015,60
khm,2016,80
khm,2017,70
khm,2018,70
khm,2019,70
kir,2004,20
kir,2005,20
kir,2006,20
kir,2007,20
kir,2008,20
kir,2009,20
kir,2010,20
kir,2011,20
kir,2012,20
kir,2013,20
kir,2014,20
kir,2015,40
kir,2016,20
kir,2017,20
kir,2018,20
kir,2019,20
kna,2004,0
kna,2005,0
kna,2006,0
kna,2007,0
kna,2008,0
kna,2009,0
kna,2010,0
kna,2011,0
kna,2012,0
kna,2013,0
kna,2014,0
kna,2015,0
kna,2016,20
kna,2017,20
kna,2018,20
kna,2019,20
kor,2004,40
kor,2005,40
kor,2006,40
kor,2007,40
kor,2008,40
kor,2009,40
kor,2010,60
kor,2011,60
kor,2012,60
kor,2013,60
kor,2014,60
kor,2015,80
kor,2016,100
kor,2017,100
kor,2018,100
kor,2019,100
kos,2004,0
kos,2005,20
kos,2006,20
kos,2007,20
kos,2008,20
kos,2009,20
kos,2010,20
kos,2011,20
kos,2012,20
kos,2013,20
kos,2014,20
kos,2015,20
kos,2016,20
kos,2017,40
kos,2018,40
kos,2019,40
kwt,2004,40
kwt,2005,40
kwt,2006,40
kwt,2007,40
