geo,time,iq_spi_pil1
vut,2005,20
vut,2006,20
vut,2007,20
vut,2008,20
vut,2009,20
vut,2010,30
vut,2011,30
vut,2012,30
vut,2013,30
vut,2014,30
vut,2015,40
vut,2016,46.6
vut,2017,46.6
vut,2018,53.4
vut,2019,60
wsm,2004,20
wsm,2005,20
wsm,2006,20
wsm,2007,20
wsm,2008,30
wsm,2009,30
wsm,2010,30
wsm,2011,40
wsm,2012,50
wsm,2013,60
wsm,2014,50
wsm,2015,70
wsm,2016,90
wsm,2017,90
wsm,2018,90
wsm,2019,90
yem,2004,20
yem,2005,20
yem,2006,20
yem,2007,20
yem,2008,20
yem,2009,20
yem,2010,40
yem,2011,40
yem,2012,40
yem,2013,40
yem,2014,50
yem,2015,70
yem,2016,76.6
yem,2017,90
yem,2018,80
yem,2019,80
zaf,2004,20
zaf,2005,20
zaf,2006,20
zaf,2007,20
zaf,2008,20
zaf,2009,20
zaf,2010,60
zaf,2011,50
zaf,2012,50
zaf,2013,50
zaf,2014,60
zaf,2015,80
zaf,2016,83.4
zaf,2017,83.4
zaf,2018,83.4
zaf,2019,76.6
zmb,2004,40
zmb,2005,40
zmb,2006,40
zmb,2007,40
zmb,2008,40
zmb,2009,40
zmb,2010,40
zmb,2011,40
zmb,2012,50
zmb,2013,50
zmb,2014,50
zmb,2015,80
zmb,2016,90
zmb,2017,90
zmb,2018,90
zmb,2019,90
zwe,2004,20
zwe,2005,20
zwe,2006,20
zwe,2007,20
zwe,2008,20
zwe,2009,20
zwe,2010,20
zwe,2011,40
zwe,2012,40
zwe,2013,40
zwe,2014,40
zwe,2015,60
zwe,2016,80
zwe,2017,90
zwe,2018,90
zwe,2019,90
