geo,time,fm_ast_domo_zg_m3
uzb,2014,23.93931
uzb,2015,24.48275
uzb,2016,30.08767
uzb,2017,112.99884
uzb,2018,80.69893
uzb,2019,50.02078
uzb,2020,78.57147
vct,2002,2.12002
vct,2003,1.17616
vct,2004,6.70461
vct,2005,-0.36653
vct,2006,11.51347
vct,2007,9.1889
vct,2008,5.3208
vct,2009,-0.49466
vct,2010,-2.34474
vct,2011,1.5426
vct,2012,2.93023
vct,2013,0.82492
vct,2014,-0.29031
vct,2015,1.50322
vct,2016,0.78567
vct,2017,0.92435
vct,2018,0.10375
vct,2019,-0.06586
vct,2020,1.4051
ven,2002,-0.08054
ven,2003,6.09461
ven,2004,32.24972
ven,2005,34.82522
ven,2006,38.41535
ven,2007,40.30812
ven,2008,17.61373
ven,2009,12.45124
ven,2010,19.02592
ven,2011,52.37955
ven,2012,51.77468
ven,2013,75.38816
vut,2002,2.92218
vut,2003,2.69271
vut,2004,4.09448
vut,2005,6.72596
vut,2006,4.3973
vut,2007,5.54285
vut,2008,18.53792
vut,2009,13.51567
vut,2010,4.83096
vut,2011,7.41454
vut,2012,5.65372
vut,2013,2.32679
vut,2014,10.04228
vut,2015,1.52659
vut,2016,1.31586
vut,2017,3.64828
vut,2018,0.72224
vut,2019,0.30132
vut,2020,0.89176
wsm,2002,9.72954
wsm,2003,5.96685
wsm,2004,9.27349
wsm,2005,20.68479
wsm,2006,23.35716
wsm,2007,9.79031
wsm,2008,11.97189
wsm,2009,3.48395
wsm,2010,4.15804
wsm,2011,9.5972
wsm,2012,-0.54039
wsm,2013,4.76951
wsm,2014,12.83198
wsm,2015,6.64497
wsm,2016,12.35484
wsm,2017,7.2263
wsm,2018,4.22191
wsm,2019,4.68014
wsm,2020,-0.41388
zaf,2002,-11.79194
zaf,2003,20.09716
zaf,2004,12.99415
zaf,2005,20.93431
zaf,2006,27.17139
zaf,2007,23.23323
zaf,2008,15.93886
zaf,2009,0.12436
zaf,2010,6.82115
zaf,2011,5.88375
zaf,2012,10.67967
zaf,2013,6.41042
zaf,2014,9.54248
zaf,2015,11.8416
zaf,2016,5.02925
zaf,2017,6.37529
zaf,2018,6.90067
zaf,2019,6.44057
zaf,2020,5.13962
zmb,2002,-11.42015
zmb,2003,11.67276
zmb,2004,17.6216
zmb,2005,7.9409
zmb,2006,22.68659
zmb,2007,22.56436
zmb,2008,24.59232
zmb,2009,-3.42404
zmb,2010,8.17113
zmb,2011,14.0093
zmb,2012,22.22872
zmb,2013,6.11584
zmb,2014,15.25774
zmb,2015,19.13548
zmb,2016,-5.8438
zmb,2017,3.4303
zmb,2018,9.1705
zmb,2019,8.65403
zmb,2020,4.98716
zwe,2010,70.77016
zwe,2011,49.27597
zwe,2012,27.88436
zwe,2013,2.64298
zwe,2014,3.95194
zwe,2015,2.01105
zwe,2016,-1.52841
zwe,2017,9.51059
zwe,2018,6.14434
zwe,2019,97.22619
zwe,2020,199.1015
