geo,time,ag_lnd_crel_ha
fra,2010,9314258
fra,2011,9242949
fra,2012,9420575
fra,2013,9532772
fra,2014,9605505
fra,2015,9626902
fra,2016,9597185
fra,2017,9406524
fra,2018,9113199
fsm,1991,35
fsm,1992,36
fsm,1993,37
fsm,1994,39
fsm,1995,124
fsm,1996,124
fsm,1997,126
fsm,1998,128
fsm,1999,129
fsm,2000,131
fsm,2001,133
fsm,2002,135
fsm,2003,136
fsm,2004,137
fsm,2005,138
fsm,2006,138
fsm,2007,140
fsm,2008,143
fsm,2009,146
fsm,2010,150
fsm,2011,153
fsm,2012,152
fsm,2013,161
fsm,2014,170
fsm,2015,165
fsm,2016,168
fsm,2017,171
fsm,2018,161
gab,1961,5850
gab,1962,5980
gab,1963,5740
gab,1964,5894
gab,1965,5876
gab,1966,5850
gab,1967,5850
gab,1968,5850
gab,1969,5630
gab,1970,5865
gab,1971,5900
gab,1972,4500
gab,1973,5150
gab,1974,5600
gab,1975,5550
gab,1976,5650
gab,1977,6000
gab,1978,6580
gab,1979,6800
gab,1980,7100
gab,1981,7200
gab,1982,7600
gab,1983,8400
gab,1984,8839
gab,1985,9290
gab,1986,14290
gab,1987,15100
gab,1988,15740
gab,1989,14180
gab,1990,14900
gab,1991,14503
gab,1992,16368
gab,1993,17199
gab,1994,18395
gab,1995,18907
gab,1996,18423
gab,1997,15935
gab,1998,17130
gab,1999,17360
gab,2000,16500
gab,2001,16976
gab,2002,17280
gab,2003,20853
gab,2004,20089
gab,2005,22492
gab,2006,20994
gab,2007,20454
gab,2008,22519
gab,2009,25035
gab,2010,25552
gab,2011,26568
gab,2012,27120
gab,2013,27620
gab,2014,28012
gab,2015,28270
gab,2016,28864
gab,2017,29384
gab,2018,29904
gbr,1961,3060601
gbr,1962,3201027
gbr,1963,3261715
gbr,1964,3427053
gbr,1965,3657704
gbr,1966,3791421
gbr,1967,3826331
gbr,1968,3813396
gbr,1969,3699550
gbr,1970,3717376
gbr,1971,3814169
gbr,1972,3804376
gbr,1973,3756082
gbr,1974,3752402
gbr,1975,3655432
gbr,1976,3685000
gbr,1977,3706043
gbr,1978,3816928
gbr,1979,3872808
gbr,1980,3938550
gbr,1981,3979000
gbr,1982,4030000
gbr,1983,3962000
gbr,1984,4038000
gbr,1985,4021000
gbr,1986,4029000
gbr,1987,3940700
gbr,1988,3901000
gbr,1989,3874255
gbr,1990,3657300
gbr,1991,3499695
gbr,1992,3486261
gbr,1993,3030448
gbr,1994,3041955
gbr,1995,3180707
gbr,1996,3357622
gbr,1997,3513146
gbr,1998,3417892
gbr,1999,3141102
gbr,2000,3348084
gbr,2001,3013619
gbr,2002,3245214
gbr,2003,3056295
gbr,2004,3130046
gbr,2005,2917266
gbr,2006,2863222
gbr,2007,2883382
gbr,2008,3272480
gbr,2009,3075443
gbr,2010,3012536
gbr,2011,3075987
gbr,2012,3139924
gbr,2013,3028452
gbr,2014,3179197
gbr,2015,3099217
gbr,2016,3127630
gbr,2017,3181631
gbr,2018,3105815
geo,1992,248500
geo,1993,227797
geo,1994,233502
geo,1995,233152
geo,1996,252754
geo,1997,404684
geo,1998,369521
geo,1999,365395
geo,2000,305159
geo,2001,349670
geo,2002,355719
geo,2003,347198
geo,2004,330792
geo,2005,338185
geo,2006,202130
geo,2007,198022
geo,2008,223450
geo,2009,196900
geo,2010,173200
geo,2011,183847
geo,2012,172567
geo,2013,222950
geo,2014,186050
geo,2015,185485
geo,2016,171450
geo,2017,149348
geo,2018,146450
gha,1961,534518
gha,1962,520000
gha,1963,497756
gha,1964,514672
gha,1965,480680
gha,1966,594200
gha,1967,639305
gha,1968,608229
gha,1969,649182
gha,1970,999200
gha,1971,956300
gha,1972,834400
gha,1973,884700
gha,1974,930000
gha,1975,804900
gha,1976,843400
gha,1977,768000
gha,1978,645000
gha,1979,924000
gha,1980,939000
gha,1981,843000
gha,1982,822000
gha,1983,835000
gha,1984,1276000
gha,1985,1034000
gha,1986,880100
gha,1987,1126600
gha,1988,1045800
gha,1989,1168600
gha,1990,853000
gha,1991,1176400
gha,1992,1203500
gha,1993,1227200
gha,1994,1200700
gha,1995,1327000
gha,1996,1274130
gha,1997,1262930
gha,1998,1340140
gha,1999,1299931
gha,2000,1306632
gha,2001,1371450
gha,2002,1597603
gha,2003,1461534
gha,2004,1332720
gha,2005,1360035
gha,2006,1438036
gha,2007,1270218
gha,2008,1437191
gha,2009,1570744
gha,2010,1602099
gha,2011,1642866
gha,2012,1634973
gha,2013,1625970
gha,2014,1632045
gha,2015,1504190
gha,2016,1518808
gha,2017,1639636
gha,2018,1916882
gin,1961,343985
gin,1962,349445
gin,1963,350145
gin,1964,363095
gin,1965,357310
gin,1966,351795
gin,1967,358570
gin,1968,354640
gin,1969,369020
gin,1970,376730
gin,1971,384775
gin,1972,392170
gin,1973,400615
gin,1974,410350
gin,1975,420500
gin,1976,431140
gin,1977,447060
gin,1978,462940
gin,1979,484300
gin,1980,506155
gin,1981,518535
gin,1982,531460
gin,1983,548955
gin,1984,588760
gin,1985,604755
gin,1986,623110
gin,1987,628645
gin,1988,653258
gin,1989,688490
gin,1990,729607
gin,1991,773242
gin,1992,819754
gin,1993,865540
gin,1994,892694
gin,1995,928700
gin,1996,973486
gin,1997,1020807
gin,1998,1070825
gin,1999,1123737
gin,2000,1206934
gin,2001,1160412
gin,2002,1241115
gin,2003,1335963
gin,2004,1432422
gin,2005,1531176
gin,2006,1627913
gin,2007,1718070
gin,2008,1870890
gin,2009,1772804
gin,2010,2415040
gin,2011,2450394
gin,2012,2812308
gin,2013,2884400
gin,2014,3005661
gin,2015,3144975
gin,2016,3143904
gin,2017,3223687
gin,2018,3295749
gmb,1961,83994
gmb,1962,89125
gmb,1963,78530
gmb,1964,80559
gmb,1965,80761
gmb,1966,81000
gmb,1967,72500
gmb,1968,85637
gmb,1969,83709
gmb,1970,86327
gmb,1971,87327
gmb,1972,82800
gmb,1973,78500
gmb,1974,55800
gmb,1975,53900
gmb,1976,46600
gmb,1977,47900
gmb,1978,57700
gmb,1979,40100
gmb,1980,52900
gmb,1981,67700
gmb,1982,75800
gmb,1983,54500
gmb,1984,60300
gmb,1985,91960
gmb,1986,79970
gmb,1987,82700
gmb,1988,83710
gmb,1989,86962
gmb,1990,89978
gmb,1991,100287
gmb,1992,78303
gmb,1993,82248
gmb,1994,82735
gmb,1995,96035
gmb,1996,94651
gmb,1997,107925
gmb,1998,103813
gmb,1999,117050
gmb,2000,135900
gmb,2001,156083
gmb,2002,145021
gmb,2003,170681
gmb,2004,191203
gmb,2005,197607
gmb,2006,209731
gmb,2007,188102
gmb,2008,240543
gmb,2009,295702
gmb,2010,321902
gmb,2011,210923
gmb,2012,246366
gmb,2013,237235
gmb,2014,234291
gmb,2015,245069
gmb,2016,262130
gmb,2017,258398
gmb,2018,264277
gnb,1961,97000
gnb,1962,101000
gnb,1963,101000
gnb,1964,120000
gnb,1965,100000
gnb,1966,95000
gnb,1967,83500
gnb,1968,76000
gnb,1969,69000
gnb,1970,69000
gnb,1971,68000
gnb,1972,69500
gnb,1973,76000
gnb,1974,93000
gnb,1975,122000
gnb,1976,140000
gnb,1977,134000
gnb,1978,117000
gnb,1979,127000
gnb,1980,133000
gnb,1981,166000
gnb,1982,233000
gnb,1983,208300
gnb,1984,179000
gnb,1985,127000
gnb,1986,118000
gnb,1987,100000
gnb,1988,84809
gnb,1989,97276
gnb,1990,109273
gnb,1991,110824
gnb,1992,117166
gnb,1993,126253
gnb,1994,136322
gnb,1995,143009
gnb,1996,127759
gnb,1997,126040
gnb,1998,121313
gnb,1999,140023
gnb,2000,162150
gnb,2001,160893
gnb,2002,141900
gnb,2003,133300
gnb,2004,147231
gnb,2005,160332
gnb,2006,159459
gnb,2007,136586
gnb,2008,145611
gnb,2009,139863
gnb,2010,149250
gnb,2011,138106
gnb,2012,165275
gnb,2013,190122
gnb,2014,120280
gnb,2015,151350
gnb,2016,171686
gnb,2017,182576
gnb,2018,163433
grc,1961,1772952
grc,1962,1758547
grc,1963,1644087
grc,1964,1766280
grc,1965,1779520
grc,1966,1716990
grc,1967,1690617
grc,1968,1708430
grc,1969,1635540
grc,1970,1601300
grc,1971,1633500
grc,1972,1565942
grc,1973,1519700
grc,1974,1566300
grc,1975,1549300
grc,1976,1538400
grc,1977,1506100
grc,1978,1543800
grc,1979,1576490
grc,1980,1606400
grc,1981,1618400
grc,1982,1618255
grc,1983,1571900
grc,1984,1533050
grc,1985,1489490
grc,1986,1467152
grc,1987,1475856
grc,1988,1456030
grc,1989,1448664
grc,1990,1470345
grc,1991,1499200
grc,1992,1396100
grc,1993,1367701
grc,1994,1355474
grc,1995,1306674
grc,1996,1318183
grc,1997,1308064
grc,1998,1287094
grc,1999,1248013
grc,2000,1273407
grc,2001,1283550
grc,2002,1287733
grc,2003,1274545
grc,2004,1261582
grc,2005,1252779
grc,2006,1195590
grc,2007,1173584
grc,2008,1232843
grc,2009,1229150
grc,2010,1161764
grc,2011,1120784
grc,2012,1134261
grc,2013,1109712
grc,2014,994750
grc,2015,1019535
grc,2016,938176
grc,2017,853072
grc,2018,799493
grd,1961,630
grd,1962,630
grd,1963,630
grd,1964,630
grd,1965,630
grd,1966,620
grd,1967,620
grd,1968,620
grd,1969,600
grd,1970,600
grd,1971,570
grd,1972,520
grd,1973,450
grd,1974,554
grd,1975,500
grd,1976,540
grd,1977,630
grd,1978,730
grd,1979,606
grd,1980,500
grd,1981,450
grd,1982,470
grd,1983,414
grd,1984,414
grd,1985,410
grd,1986,250
grd,1987,250
grd,1988,250
grd,1989,255
grd,1990,260
grd,1991,265
grd,1992,330
grd,1993,390
grd,1994,350
grd,1995,360
grd,1996,330
grd,1997,300
grd,1998,288
grd,1999,275
grd,2000,304
grd,2001,307
grd,2002,318
grd,2003,318
grd,2004,315
grd,2005,320
grd,2006,300
grd,2007,320
grd,2008,328
grd,2009,333
grd,2010,340
grd,2011,347
grd,2012,350
grd,2013,400
grd,2014,430
grd,2015,354
grd,2016,356
grd,2017,359
grd,2018,363
gtm,1961,694998
gtm,1962,715445
gtm,1963,778597
gtm,1964,795959
gtm,1965,759650
gtm,1966,747690
gtm,1967,789864
gtm,1968,780814
gtm,1969,782095
gtm,1970,757427
gtm,1971,754153
gtm,1972,758295
gtm,1973,570273
gtm,1974,655675
gtm,1975,651477
gtm,1976,727213
gtm,1977,737365
gtm,1978,698389
gtm,1979,630960
gtm,1980,746640
gtm,1981,769250
gtm,1982,746540
gtm,1983,663268
gtm,1984,712590
gtm,1985,772780
gtm,1986,785970
gtm,1987,856670
gtm,1988,734830
gtm,1989,696056
gtm,1990,718498
gtm,1991,763420
gtm,1992,822740
gtm,1993,797481
gtm,1994,684152
gtm,1995,608595
gtm,1996,638183
gtm,1997,639351
gtm,1998,692565
gtm,1999,651413
gtm,2000,653417
gtm,2001,635125
gtm,2002,644491
gtm,2003,642961
gtm,2004,637771
gtm,2005,625533
gtm,2006,619592
gtm,2007,723868
gtm,2008,891456
gtm,2009,858887
gtm,2010,859650
gtm,2011,877053
gtm,2012,885789
gtm,2013,900955
gtm,2014,908503
gtm,2015,916401
gtm,2016,922970
gtm,2017,946309
gtm,2018,927666
gum,1961,50
gum,1962,50
gum,1963,50
gum,1964,50
gum,1965,30
gum,1966,2
gum,1967,4
gum,1968,5
gum,1969,10
gum,1970,10
gum,1971,10
gum,1972,10
gum,1973,10
gum,1974,10
gum,1975,10
gum,1976,10
gum,1977,10
gum,1978,10
gum,1979,10
gum,1980,10
gum,1981,10
gum,1982,10
gum,1983,3
gum,1984,6
gum,1985,5
gum,1986,7
gum,1987,8
gum,1988,9
gum,1989,10
gum,1990,10
gum,1991,10
gum,1992,10
gum,1993,10
gum,1994,11
gum,1995,11
gum,1996,12
gum,1997,12
gum,1998,13
gum,1999,13
gum,2000,14
gum,2001,14
gum,2002,15
gum,2003,15
gum,2004,15
gum,2005,15
gum,2006,16
gum,2007,15
gum,2008,17
gum,2009,18
gum,2010,18
gum,2011,19
gum,2012,20
gum,2013,20
gum,2014,20
gum,2015,22
gum,2016,22
gum,2017,21
gum,2018,21
guy,1961,107461
guy,1962,100060
guy,1963,81519
guy,1964,149581
guy,1965,120530
guy,1966,138360
guy,1967,117929
guy,1968,115822
guy,1969,114202
guy,1970,112100
guy,1971,102990
guy,1972,81867
guy,1973,94625
guy,1974,116977
guy,1975,137035
guy,1976,99685
guy,1977,139000
guy,1978,116700
guy,1979,91316
guy,1980,95974
guy,1981,88770
guy,1982,97691
guy,1983,76616
guy,1984,98266
guy,1985,78879
guy,1986,85292
guy,1987,77242
guy,1988,76389
guy,1989,72330
guy,1990,53262
guy,1991,77434
guy,1992,84117
guy,1993,104256
guy,1994,104178
guy,1995,135749
guy,1996,138082
guy,1997,145325
guy,1998,131394
guy,1999,149153
guy,2000,119122
guy,2001,126115
guy,2002,109123
guy,2003,132400
guy,2004,120100
guy,2005,109900
guy,2006,105100
guy,2007,110500
guy,2008,122800
guy,2009,128530
guy,2010,134570
guy,2011,143537
guy,2012,146308
guy,2013,167711
guy,2014,188314
guy,2015,193916
guy,2016,153153
guy,2017,175169
guy,2018,170286
hkg,1961,14821
hkg,1962,11295
hkg,1963,7877
hkg,1964,8638
hkg,1965,8538
hkg,1966,9469
hkg,1967,6309
hkg,1968,9955
hkg,1969,8067
hkg,1970,6861
hkg,1971,4653
hkg,1972,3803
hkg,1973,3144
hkg,1974,1906
hkg,1975,1975
hkg,1976,1829
hkg,1977,733
hkg,1978,186
hkg,1979,66
hkg,1980,33
hkg,1981,20
hkg,1982,13
hkg,1983,9
hkg,1984,11
hkg,1985,6
hkg,1986,5
hkg,1987,4
hkg,1988,1
hkg,1989,1
hkg,1990,1
hkg,1991,0
hkg,1992,0
hkg,1993,0
hkg,1994,0
hkg,1995,0
hkg,1996,0
hkg,1997,0
hkg,1998,0
hkg,1999,0
hkg,2000,0
hkg,2001,0
hkg,2002,0
hkg,2003,0
hkg,2004,0
hkg,2005,0
hkg,2006,0
hkg,2007,0
hkg,2008,0
hkg,2009,0
hkg,2010,0
hkg,2011,0
hkg,2012,0
hkg,2013,0
hkg,2014,0
hkg,2015,0
hkg,2016,0
hkg,2017,0
hkg,2018,0
hnd,1961,302521
hnd,1962,318926
hnd,1963,314969
hnd,1964,350988
hnd,1965,344171
hnd,1966,325472
hnd,1967,322018
hnd,1968,324851
hnd,1969,327876
hnd,1970,330744
hnd,1971,333638
hnd,1972,336540
hnd,1973,354162
hnd,1974,343757
hnd,1975,407429
hnd,1976,460005
hnd,1977,559630
hnd,1978,556784
hnd,1979,424347
hnd,1980,420711
hnd,1981,418308
hnd,1982,347787
hnd,1983,382421
hnd,1984,449380
hnd,1985,350621
hnd,1986,403842
hnd,1987,392249
hnd,1988,408419
hnd,1989,434230
hnd,1990,465071
hnd,1991,525210
hnd,1992,516753
hnd,1993,520265
hnd,1994,514203
hnd,1995,499625
hnd,1996,496812
hnd,1997,482132
hnd,1998,541593
hnd,1999,480425
hnd,2000,443377
hnd,2001,416706
hnd,2002,431637
hnd,2003,390415
hnd,2004,380335
hnd,2005,368828
hnd,2006,390934
hnd,2007,447161
hnd,2008,392793
hnd,2009,406564
hnd,2010,381161
hnd,2011,371372
hnd,2012,377551
hnd,2013,413829
hnd,2014,361291
hnd,2015,396445
hnd,2016,371103
hnd,2017,414403
hnd,2018,430537
hrv,1992,594024
hrv,1993,643293
hrv,1994,628545
hrv,1995,633234
hrv,1996,613609
hrv,1997,635593
hrv,1998,688437
hrv,1999,627230
hrv,2000,561516
hrv,2001,583987
hrv,2002,578927
hrv,2003,559821
hrv,2004,567051
hrv,2005,543551
hrv,2006,560116
hrv,2007,556418
hrv,2008,561332
hrv,2009,563446
hrv,2010,552508
hrv,2011,543158
hrv,2012,589156
hrv,2013,586869
hrv,2014,497948
hrv,2015,492151
hrv,2016,536172
hrv,2017,466211
hrv,2018,465189
hti,1961,452000
hti,1962,453000
hti,1963,453000
hti,1964,459000
hti,1965,460000
hti,1966,462000
hti,1967,468000
hti,1968,463000
hti,1969,480000
hti,1970,483000
hti,1971,487000
hti,1972,491000
hti,1973,429000
hti,1974,390000
hti,1975,378000
hti,1976,360000
hti,1977,402232
hti,1978,465843
hti,1979,444450
hti,1980,413000
hti,1981,391000
hti,1982,376000
hti,1983,410000
hti,1984,415000
hti,1985,440369
hti,1986,480140
hti,1987,476220
hti,1988,489911
hti,1989,466000
hti,1990,351500
hti,1991,405000
hti,1992,462879
hti,1993,445000
hti,1994,460000
hti,1995,445899
hti,1996,423200
hti,1997,488000
hti,1998,440673
hti,1999,490000
hti,2000,462000
hti,2001,439200
hti,2002,408500
hti,2003,414300
hti,2004,426200
hti,2005,423800
hti,2006,431000
hti,2007,541800
hti,2008,437000
hti,2009,556500
hti,2010,641290
hti,2011,627266
hti,2012,410026
hti,2013,578678
hti,2014,578576
hti,2015,516135
hti,2016,496615
hti,2017,427671
hti,2018,457721
hun,1961,3324307
hun,1962,3344059
hun,1963,3173391
hun,1964,3276286
hun,1965,3229923
hun,1966,3173221
hun,1967,3184112
hun,1968,3281413
hun,1969,3252292
hun,1970,3010051
hun,1971,3135042
hun,1972,3234904
hun,1973,3255330
hun,1974,3259091
hun,1975,3132683
hun,1976,3078339
hun,1977,3004019
hun,1978,3000942
hun,1979,2929285
hun,1980,2914867
hun,1981,2790159
hun,1982,2881298
hun,1983,2907483
hun,1984,2912433
hun,1985,2870587
hun,1986,2882848
hun,1987,2844859
hun,1988,2864563
hun,1989,2816956
hun,1990,2778569
hun,1991,2885819
hun,1992,2745991
hun,1993,2770711
hun,1994,2960322
hun,1995,2780167
hun,1996,2836289
hun,1997,2954451
hun,1998,2862743
hun,1999,2420630
hun,2000,2762701
hun,2001,3080085
hun,2002,2952970
hun,2003,2885811
hun,2004,3001698
hun,2005,2933537
hun,2006,2838236
hun,2007,2764254
hun,2008,2903443
hun,2009,2882230
hun,2010,2599986
hun,2011,2679290
hun,2012,2757920
hun,2013,2816940
hun,2014,2817260
hun,2015,2697704
hun,2016,2565875
hun,2017,2402083
hun,2018,2378196
idn,1961,9319000
idn,1962,10458000
idn,1963,9290000
idn,1964,10626000
idn,1965,9834000
idn,1966,11469000
idn,1967,10063000
idn,1968,11240780
idn,1969,10448440
idn,1970,11073690
idn,1971,10951020
idn,1972,10057690
idn,1973,11836770
idn,1974,11175470
idn,1975,10939970
idn,1976,10463810
idn,1977,10926080
idn,1978,11953780
idn,1979,11397185
idn,1980,11740005
idn,1981,12336878
idn,1982,11049754
idn,1983,12164696
idn,1984,12849826
idn,1985,12342259
idn,1986,13131212
idn,1987,12548627
idn,1988,13543906
idn,1989,13475406
idn,1990,13660449
idn,1991,13190619
idn,1992,14732663
idn,1993,13952314
idn,1994,13843200
idn,1995,15090598
idn,1996,15313299
idn,1997,14495818
idn,1998,15564020
idn,1999,15419561
idn,2000,15293000
idn,2001,14785900
idn,2002,14647996
idn,2003,14835868
idn,2004,15279888
idn,2005,15465047
idn,2006,15132235
idn,2007,15777961
idn,2008,16312468
idn,2009,17044235
idn,2010,17385126
idn,2011,17068335
idn,2012,17403119
idn,2013,17656756
idn,2014,17634326
idn,2015,17904005
idn,2016,19600535
idn,2017,21245184
idn,2018,21675360
ind,1961,92239016
ind,1962,93852008
ind,1963,93571016
ind,1964,94306008
ind,1965,93277016
ind,1966,92729816
ind,1967,96062008
ind,1968,98822912
ind,1969,100872596
ind,1970,100377004
ind,1971,99673104
ind,1972,98043804
ind,1973,103788908
ind,1974,99388716
ind,1975,101366908
ind,1976,101465120
ind,1977,103723620
ind,1978,104340004
ind,1979,103473312
ind,1980,104067000
ind,1981,105508300
ind,1982,101083696
ind,1983,106613208
ind,1984,105175600
ind,1985,104056596
ind,1986,104049212
ind,1987,98573604
ind,1988,103542716
ind,1989,104055700
ind,1990,102536512
ind,1991,100243408
ind,1992,99499504
ind,1993,100066500
ind,1994,100184200
ind,1995,99450800
ind,1996,100300000
ind,1997,100167200
ind,1998,100904200
ind,1999,102091700
ind,2000,102402400
ind,2001,100271100
ind,2002,94470900
ind,2003,98603100
ind,2004,97805700
ind,2005,99519200
ind,2006,99236800
ind,2007,100833500
ind,2008,101155500
ind,2009,97171600
ind,2010,100075800
ind,2011,100625700
ind,2012,98969000
ind,2013,99299950
ind,2014,99988240
ind,2015,99533000
ind,2016,99020000
ind,2017,99170000
ind,2018,98008000
irl,1961,435435
irl,1962,432097
irl,1963,402746
irl,1964,387957
irl,1965,377250
irl,1966,338713
irl,1967,356167
irl,1968,362476
irl,1969,357940
irl,1970,377288
irl,1971,386391
irl,1972,372110
irl,1973,351351
irl,1974,347988
irl,1975,338972
irl,1976,349855
irl,1977,372500
irl,1978,387839
irl,1979,400942
irl,1980,444000
irl,1981,429000
irl,1982,412500
irl,1983,395300
irl,1984,406800
irl,1985,400100
irl,1986,364500
irl,1987,335300
irl,1988,324100
irl,1989,320000
irl,1990,298874
irl,1991,301800
irl,1992,300508
irl,1993,285112
irl,1994,270214
irl,1995,274115
irl,1996,293716
irl,1997,310116
irl,1998,300717
irl,1999,290017
irl,2000,279318
irl,2001,286118
irl,2002,299519
irl,2003,303119
irl,2004,310418
irl,2005,282115
irl,2006,280012
irl,2007,279109
irl,2008,322307
irl,2009,300004
irl,2010,274102
irl,2011,297600
irl,2012,315595
irl,2013,307995
irl,2014,306894
irl,2015,292594
irl,2016,281290
irl,2017,272589
irl,2018,261787
irn,1961,5063000
irn,1962,4983000
irn,1963,4783000
irn,1964,5057000
irn,1965,6397000
irn,1966,7457000
irn,1967,6630000
irn,1968,7535000
irn,1969,7136000
irn,1970,7288000
irn,1971,6925656
irn,1972,7394000
irn,1973,7462000
irn,1974,7633000
irn,1975,8021000
irn,1976,7523870
irn,1977,7182000
irn,1978,7058200
irn,1979,7040321
irn,1980,8044580
irn,1981,9099999
irn,1982,8540938
irn,1983,8529696
irn,1984,8367349
irn,1985,8769721
irn,1986,8768499
irn,1987,9359707
irn,1988,9413821
irn,1989,9459552
irn,1990,9468074
irn,1991,8966845
irn,1992,9392585
irn,1993,9465486
irn,1994,9184780
irn,1995,9004665
irn,1996,8707503
irn,1997,8500366
irn,1998,8785973
irn,1999,6926601
irn,2000,7017438
irn,2001,7732252
irn,2002,8743853
irn,2003,8789102
irn,2004,9096853
irn,2005,9522870
irn,2006,9394627
irn,2007,9810297
irn,2008,7095403
irn,2009,8989037
irn,2010,9016254
irn,2011,8763666
irn,2012,9039256
irn,2013,8893995
irn,2014,8555401
irn,2015,8183283
irn,2016,8451490
irn,2017,9050978
irn,2018,8981199
irq,1961,2039339
irq,1962,2451402
irq,1963,1817699
irq,1964,2179046
irq,1965,2480608
irq,1966,2382202
irq,1967,2472043
irq,1968,2424096
irq,1969,2164583
irq,1970,2086907
irq,1971,1473575
irq,1972,2703420
irq,1973,1702530
irq,1974,2195900
irq,1975,2020209
irq,1976,2165110
irq,1977,1501322
irq,1978,2304070
irq,1979,1928900
irq,1980,2290625
irq,1981,2256525
irq,1982,2355875
irq,1983,2478675
irq,1984,1082953
irq,1985,2976717
irq,1986,2777350
irq,1987,1937925
irq,1988,2462050
irq,1989,1625275
irq,1990,3256300
irq,1991,3342575
irq,1992,3919501
irq,1993,4588136
irq,1994,3571340
irq,1995,3170300
irq,1996,3339580
irq,1997,2769600
irq,1998,2811650
irq,1999,2719504
irq,2000,2490350
irq,2001,2625720
irq,2002,3157390
irq,2003,2910900
irq,2004,2783550
irq,2005,3911030
irq,2006,2848000
irq,2007,2966750
irq,2008,1585596
irq,2009,1493415
irq,2010,2570483
irq,2011,2374286
irq,2012,2066057
irq,2013,2934105
irq,2014,3441479
irq,2015,1288740
irq,2016,1304163
irq,2017,1357793
irq,2018,1666816
isl,2014,1672
isl,2015,1441
isl,2016,2300
isl,2017,2100
isl,2018,1500
isr,1961,154875
isr,1962,131626
isr,1963,131758
isr,1964,161125
isr,1965,155437
isr,1966,130234
isr,1967,147828
isr,1968,150647
isr,1969,145915
isr,1970,130705
isr,1971,137585
isr,1972,145940
isr,1973,132440
isr,1974,149840
isr,1975,143000
isr,1976,140410
isr,1977,137950
isr,1978,124770
isr,1979,121390
isr,1980,130970
isr,1981,133470
isr,1982,122010
isr,1983,134030
isr,1984,105800
isr,1985,107500
isr,1986,116199
isr,1987,115416
isr,1988,108570
isr,1989,114820
isr,1990,113760
isr,1991,104882
isr,1992,104906
isr,1993,98523
isr,1994,97556
isr,1995,98728
isr,1996,94445
isr,1997,95000
isr,1998,100683
isr,1999,73742
isr,2000,74846
isr,2001,98436
isr,2002,100800
isr,2003,92430
isr,2004,89130
isr,2005,104210
isr,2006,102192
isr,2007,103000
isr,2008,81533
isr,2009,80971
isr,2010,79358
isr,2011,74544
isr,2012,82891
isr,2013,80572
isr,2014,82132
isr,2015,71073
isr,2016,61380
isr,2017,61737
isr,2018,68959
ita,1961,6387203
ita,1962,6485855
ita,1963,6299467
ita,1964,6244904
ita,1965,6056518
ita,1966,5991218
ita,1967,5768719
ita,1968,5954460
ita,1969,5922142
ita,1970,5863821
ita,1971,5515115
ita,1972,5335821
ita,1973,5278781
ita,1974,5270970
ita,1975,5124766
ita,1976,5145201
ita,1977,4504694
ita,1978,5138256
ita,1979,5129977
ita,1980,5110637
ita,1981,5006438
ita,1982,5115001
ita,1983,5127063
ita,1984,5074307
ita,1985,4821364
ita,1986,4849747
ita,1987,4693753
ita,1988,4570559
ita,1989,4627087
ita,1990,4413402
ita,1991,4401724
ita,1992,4225437
ita,1993,4075797
ita,1994,4103767
ita,1995,4216267
ita,1996,4223665
ita,1997,4195050
ita,1998,4082355
ita,1999,4173966
ita,2000,4137209
ita,2001,4134297
ita,2002,4284649
ita,2003,4147562
ita,2004,4276507
ita,2005,3995818
ita,2006,3801047
ita,2007,3933244
ita,2008,4037602
ita,2009,3480655
ita,2010,3476388
ita,2011,3438491
ita,2012,3498385
ita,2013,3459869
ita,2014,3392536
ita,2015,3275506
ita,2016,3253985
ita,2017,3140579
ita,2018,3105043
jam,1961,9712
jam,1962,8579
jam,1963,8619
jam,1964,5960
jam,1965,4816
jam,1966,5985
jam,1967,3590
jam,1968,3980
jam,1969,3710
jam,1970,3663
jam,1971,4353
jam,1972,4049
jam,1973,3575
jam,1974,6526
jam,1975,7400
jam,1976,7090
jam,1977,4893
jam,1978,6044
jam,1979,4685
jam,1980,3799
jam,1981,3851
jam,1982,2951
jam,1983,3690
jam,1984,4430
jam,1985,4391
jam,1986,5173
jam,1987,4592
jam,1988,2366
jam,1989,2648
jam,1990,2134
jam,1991,2697
jam,1992,2902
jam,1993,2266
jam,1994,2903
jam,1995,2862
jam,1996,2959
jam,1997,2716
jam,1998,1938
jam,1999,1773
jam,2000,1553
jam,2001,1750
jam,2002,1496
jam,2003,1672
jam,2004,1359
jam,2005,1536
jam,2006,1542
jam,2007,1422
jam,2008,1543
jam,2009,1907
jam,2010,2073
jam,2011,2188
jam,2012,2433
jam,2013,2496
jam,2014,2206
jam,2015,2069
jam,2016,2159
jam,2017,2185
jam,2018,1896
jor,1961,377707
jor,1962,400547
jor,1963,289041
jor,1964,396330
jor,1965,371808
jor,1966,283580
jor,1967,284792
jor,1968,290790
jor,1969,221975
jor,1970,264027
jor,1971,296864
jor,1972,285188
jor,1973,132827
jor,1974,311469
jor,1975,173126
jor,1976,191425
jor,1977,172963
jor,1978,188057
jor,1979,143583
jor,1980,184623
jor,1981,146944
jor,1982,150962
jor,1983,155807
jor,1984,115268
jor,1985,134451
jor,1986,66454
jor,1987,125477
jor,1988,125766
jor,1989,87014
jor,1990,105746
jor,1991,108930
jor,1992,121065
jor,1993,65357
jor,1994,60702
jor,1995,76975
jor,1996,55555
jor,1997,80483
jor,1998,64080
jor,1999,8880
jor,2000,33058
jor,2001,34685
