geo,time,ny_gnp_atls_cd
atg,2008,1302620798.75233
atg,2009,1179903529.07501
atg,2010,1116801930.26816
atg,2011,1103969196.12055
atg,2012,1155839505.54123
atg,2013,1154411974.86136
atg,2014,1180894969.14941
atg,2015,1202388789.00944
atg,2016,1283569996.92309
atg,2017,1366899601.32465
atg,2018,1528529961.72512
atg,2019,1594604632.71806
atg,2020,1346226879.52033
aus,1962,20130016315.9292
aus,1963,21575936062.2446
aus,1964,23521876716.6587
aus,1965,25868330054.43069
aus,1966,27327552861.5007
aus,1967,29957970962.281
aus,1968,32790275052.3801
aus,1969,36510091547.79089
aus,1970,40940737857.2486
aus,1971,44924009712.2291
aus,1972,51217150059.772
aus,1973,62227993822.6848
aus,1974,81629354589.77589
aus,1975,100300590512.619
aus,1976,110392028975.629
aus,1977,114696051447.146
aus,1978,121604764519.399
aus,1979,139283182294.61401
aus,1980,159102485694.526
aus,1981,177115275849.75
aus,1982,183344621122.06601
aus,1983,178091766172.97101
aus,1984,186987091108.93896
aus,1985,189256282601.48199
aus,1986,197102810570.82199
aus,1987,204157147835.54697
aus,1988,233501769880.92801
aus,1989,262108751230.86496
aus,1990,295762315140.83398
aus,1991,314996314763.08002
aus,1992,324301366684.23999
aus,1993,333914097277.38293
aus,1994,336800825828.51501
aus,1995,348548332460.77002
aus,1996,374960882748.422
aus,1997,406080525292.49799
aus,1998,407542623071.15002
aus,1999,405817483568.34497
aus,2000,404723824058.71503
aus,2001,391273949168.138
aus,2002,393562469232.49103
aus,2003,421278006874.28998
aus,2004,514681386031.88495
aus,2005,619754312771.34399
aus,2006,706835658722.72095
aus,2007,777802512986.28003
aus,2008,900082101289.29199
aus,2009,955528161353.21997
aus,2010,1028728032989.69995
aus,2011,1125573695720.27002
aus,2012,1369868613394.82007
aus,2013,1527654488982.81006
aus,2014,1530045767201.32007
aus,2015,1440558868614.77002
aus,2016,1308400113510.57007
aus,2017,1266616319836.38989
aus,2018,1325914770574.33008
aus,2019,1392852404069.97998
aus,2020,1379109792024.02002
aut,1962,7542193505.44714
aut,1963,8160812049.70646
aut,1964,8952334691.99851
aut,1965,9711756127.16677
aut,1966,10733894518.9912
aut,1967,11490052086.3633
aut,1968,12488031184.1324
aut,1969,13757221942.2535
aut,1970,15443421414.5244
aut,1971,17375538464.5143
aut,1972,20827473371.481
aut,1973,27135197432.424
aut,1974,35357094636.4697
aut,1975,41973161483.8511
aut,1976,45227642591.1561
aut,1977,50391969952.5421
aut,1978,56986218163.4384
aut,1979,72612079132.5786
aut,1980,86525729929.8978
aut,1981,84581170381.22169
aut,1982,78645874205.1627
aut,1983,72607743507.95398
aut,1984,70106042140.23199
aut,1985,70825979699.32739
aut,1986,81882181234.02878
aut,1987,104616120040.533
aut,1988,137094988298.442
aut,1989,147034433604.20999
aut,1990,158408233019.37701
aut,1991,169120913207.49301
aut,1992,192283092098.23599
aut,1993,196613461224.48199
aut,1994,207435406526.50296
aut,1995,224071373875.95599
aut,1996,239520714311.99399
aut,1997,235529407795.138
aut,1998,223132048657.62296
aut,1999,216470084051.186
aut,2000,214816150044.87
aut,2001,203661080391.40701
aut,2002,202318764900.16696
aut,2003,228183447035.54697
aut,2004,276660022974.83899
aut,2005,319010043032.46002
aut,2006,343188249990.47302
aut,2007,369508190219.15698
aut,2008,409461060049.59894
aut,2009,410113006802.64899
aut,2010,416108386933.48694
aut,2011,425422859335.47498
aut,2012,422312490253.45099
aut,2013,430137211619.51697
aut,2014,430664017437.79401
aut,2015,410366692305.12897
aut,2016,403990836645.99695
aut,2017,396282377604.40302
aut,2018,433288672902.11298
aut,2019,452976858247.73297
aut,2020,431177954655.48096
aze,1994,603254295.19116
aze,1995,1391472154.87016
aze,1996,1885575181.35692
aze,1997,3237674317.77456
aze,1998,4067990425.17453
aze,1999,4785149622.38024
aze,2000,5110639636.21027
aze,2001,5528126707.14043
aze,2002,6009420582.76588
aze,2003,6888983558.7298
aze,2004,8008547279.33806
aze,2005,10804721582.6185
aze,2006,16262719240.852
aze,2007,23439792585.6344
aze,2008,34126003550.917
aze,2009,43168930631.345
aze,2010,48999343053.7248
aze,2011,51060295469.8447
aze,2012,60210176857.9362
aze,2013,70151076001.0105
aze,2014,73759665997.51711
aze,2015,63780263997.3608
aze,2016,46724600677.3074
aze,2017,40495857044.0472
aze,2018,40589279818.7338
aze,2019,45201078781.7551
aze,2020,45198847825.1339
bdi,1962,206666179.55478
bdi,1963,229705021.2666
bdi,1964,249136186.89627
bdi,1965,218415484.94333
bdi,1966,186278497.78724
bdi,1967,178801235.58462
bdi,1968,176530724.12111
bdi,1969,178807836.95477
bdi,1970,235185344.33884
bdi,1971,250901658.13664
bdi,1972,245081171.32046
bdi,1973,301256262.15611
bdi,1974,348631154.07876
bdi,1975,414529128.47389
bdi,1976,461778313.28214
bdi,1977,545551150.71092
bdi,1978,581439793.95889
bdi,1979,720310248.68017
bdi,1980,896643348.12693
bdi,1981,1074923410.54021
bdi,1982,1034715176.42408
bdi,1983,1019182029.11059
bdi,1984,1009821428.96855
bdi,1985,1131169775.87282
bdi,1986,1201972390.95721
bdi,1987,1294120780.36516
bdi,1988,1302305820.07593
bdi,1989,1210929034.44108
bdi,1990,1187230148.15055
bdi,1991,1225750918.70711
bdi,1992,1192299103.38156
bdi,1993,1044187086.06245
bdi,1994,955734527.50148
bdi,1995,916444361.7213
bdi,1996,868857678.24986
bdi,1997,906257045.78629
bdi,1998,906190364.55293
bdi,1999,866791081.75134
bdi,2000,859340957.83175
bdi,2001,843865403.32983
bdi,2002,862872242.16839
bdi,2003,827371837.09408
bdi,2004,887399105.86112
bdi,2005,995605101.46913
bdi,2006,1175616040.7913
bdi,2007,1332112571.50257
bdi,2008,1516886419.58533
bdi,2009,1667652235.95457
bdi,2010,1895318490.82197
bdi,2011,2104253313.41179
bdi,2012,2314466640.08665
bdi,2013,2477681834.22573
bdi,2014,2603067066.60491
bdi,2015,2651125146.99185
bdi,2016,2729157548.15063
bdi,2017,2807890532.4812
bdi,2018,2789442245.51757
bdi,2019,2781004993.07947
bdi,2020,2782542943.94726
bel,1962,13405546015.7945
bel,1963,14226174724.9565
bel,1964,15668565678.5184
bel,1965,17067196863.0391
bel,1966,18553179286.3821
bel,1967,20097046130.0383
bel,1968,21872541388.0785
bel,1969,24221708058.966
bel,1970,26939395914.1525
bel,1971,29788312229.064
bel,1972,35350537140.9616
bel,1973,45680738547.46169
bel,1974,58593476575.9163
bel,1975,67734022237.7547
bel,1976,74457868971.8877
bel,1977,80808471279.8838
bel,1978,94084075934.97981
bel,1979,115562722036.487
bel,1980,137826291586.867
bel,1981,130079947219.276
bel,1982,110218089875.50999
bel,1983,92902068823.05983
bel,1984,87358379673.0435
bel,1985,86990552702.5463
bel,1986,100256153980.868
bel,1987,129247168084.123
bel,1988,168426362040.138
bel,1989,179183426893.31699
bel,1990,192493996352.75696
bel,1991,205932197393.285
bel,1992,232729156195.68399
bel,1993,236050839568.009
bel,1994,253794929772.07101
bel,1995,274407357627.37201
bel,1996,289994918534.05701
bel,1997,289648046571.82703
bel,1998,270640520218.74097
bel,1999,265718250364.07101
bel,2000,265412943263.01599
bel,2001,251585511594.32901
bel,2002,248630883865.92096
bel,2003,281155909686.13599
bel,2004,342924468510.73901
bel,2005,395908859774.11499
bel,2006,421243770570.43402
bel,2007,454104258521.72095
bel,2008,498712287295.85907
bel,2009,507226125473.88599
bel,2010,513016679102.34003
bel,2011,513215564352.92798
bel,2012,523505955018.91693
bel,2013,534535196101.19
bel,2014,536066329528.36798
bel,2015,513773921719.39697
bel,2016,491770197449.63599
bel,2017,483618170227.91498
bel,2018,526399454920.41907
bel,2019,552145529659.92896
bel,2020,528771099613.82098
ben,1962,233081229.73847
ben,1963,249823244.16991
ben,1964,271737292.68072
ben,1965,292322660.0057
ben,1966,308228097.87034
ben,1967,314614257.8693
ben,1968,333126836.85387
ben,1969,344766354.41856
ben,1970,352437258.15973
ben,1971,347345806.65331
ben,1972,397398713.18987
ben,1973,487765466.00882
ben,1974,599423362.32177
ben,1975,668407887.06227
ben,1976,706757920.06289
ben,1977,787514355.29962
ben,1978,876798040.00062
ben,1979,1113346639.36234
ben,1980,1433291317.28564
ben,1981,1561860098.36277
ben,1982,1427033829.73308
ben,1983,1156983592.88756
ben,1984,1121503707.18936
ben,1985,1114750039.99097
ben,1986,1202357029.30217
ben,1987,1390353352.82555
ben,1988,1698144638.5809
ben,1989,1635602519.9722
ben,1990,1825173515.18725
ben,1991,1953417680.55159
ben,1992,1947363950.65055
ben,1993,2105178994.00122
ben,1994,1894285350.58314
ben,1995,2098301521.59313
ben,1996,2130455504.32992
ben,1997,2374740872.33465
ben,1998,2403760082.84555
ben,1999,2762941305.01499
ben,2000,3285462983.73886
ben,2001,3783167939.56175
ben,2002,3890714803.50519
ben,2003,4536166269.09028
ben,2004,5655950088.02888
ben,2005,6571349689.22837
ben,2006,7082441203.24593
ben,2007,7808105611.52825
ben,2008,8977721470.29501
ben,2009,9725278675.04709
ben,2010,9953915777.32779
ben,2011,10357314482.5216
ben,2012,10942496193.1572
ben,2013,12214954488.2158
ben,2014,13069577667.614
ben,2015,12462818879.0211
ben,2016,12104023692.2275
ben,2017,12203345013.6549
ben,2018,13728467799.943
ben,2019,14803390762.073
ben,2020,15498937116.1709
bfa,1962,387079209.79677
bfa,1963,387900729.33068
bfa,1964,408452161.91713
bfa,1965,428515742.39109
bfa,1966,440441319.9437
bfa,1967,474418549.2952
bfa,1968,488390638.94719
bfa,1969,495557666.78712
bfa,1970,492796325.06216
bfa,1971,503420879.41502
bfa,1972,551659431.39386
bfa,1973,657214216.92731
bfa,1974,829367808.10492
bfa,1975,962066171.59647
bfa,1976,1040581383.30303
bfa,1977,1100289171.51727
bfa,1978,1307248139.648
bfa,1979,1672887509.44137
bfa,1980,2016182956.24795
bfa,1981,2079799061.7729
bfa,1982,2020633832.10222
bfa,1983,1726428962.20172
bfa,1984,1550335254.0803
bfa,1985,1600017104.93656
bfa,1986,1864882116.13122
bfa,1987,2189871407.01215
bfa,1988,2715942777.02336
bfa,1989,2828813240.36693
bfa,1990,2922762696.42452
bfa,1991,3227199409.1085
bfa,1992,3445118321.99765
bfa,1993,3421404947.31585
bfa,1994,2733946238.41348
bfa,1995,2559493169.41878
bfa,1996,2562019956.50198
bfa,1997,2682136860.57605
bfa,1998,2729578616.40289
bfa,1999,3003739848.92816
bfa,2000,3135673592.52601
bfa,2001,3302319479.66328
bfa,2002,3339651432.00184
bfa,2003,4053974395.50022
bfa,2004,5021639926.66863
bfa,2005,6137861272.03951
bfa,2006,6734051049.70465
bfa,2007,7275158333.24268
bfa,2008,8431018213.41935
bfa,2009,9277585154.81283
bfa,2010,10111307041.6281
bfa,2011,10923947196.1676
bfa,2012,12119235785.8839
bfa,2013,13218407263.8723
bfa,2014,13374189110.221
bfa,2015,12719827979.9876
bfa,2016,12626356407.4306
bfa,2017,12947522906.0533
bfa,2018,14844368751.5988
bfa,2019,15694924225.0967
bfa,2020,16152563794.5073
bgd,1973,8399229108.35576
bgd,1974,10948234834.7012
bgd,1975,14726601164.442
bgd,1976,14612255950.6217
bgd,1977,12748203735.7556
bgd,1978,12459885762.845
bgd,1979,15000933835.0456
bgd,1980,18482464846.4267
bgd,1981,21495903580.0191
bgd,1982,20906830880.537
bgd,1983,19631686878.0644
bgd,1984,19385911622.6188
bgd,1985,20469650220.1726
bgd,1986,23034262941.2841
bgd,1987,26554303286.96569
bgd,1988,28686460019.6468
bgd,1989,30263526734.0559
bgd,1990,32618765129.8636
bgd,1991,33713368746.4798
bgd,1992,35343162541.9433
bgd,1993,35844144873.4445
bgd,1994,36601374716.9646
bgd,1995,39239825917.2574
bgd,1996,43235500965.4096
bgd,1997,47648031016.8178
bgd,1998,51007260846.23209
bgd,1999,52908196769.0807
bgd,2000,55712709024.3031
bgd,2001,57006615191.3699
bgd,2002,57885640079.8332
bgd,2003,62202314641.6736
bgd,2004,69524380790.8107
bgd,2005,76597955075.9008
bgd,2006,80892598776.84309
bgd,2007,86321635004.43489
bgd,2008,95700151953.96381
bgd,2009,106129586446.968
bgd,2010,118314359190.562
bgd,2011,133342217808.45799
bgd,2012,146862470186.409
bgd,2013,158833016482.28799
bgd,2014,171249750509.08099
bgd,2015,191313721797.98901
bgd,2016,216290502384.72601
bgd,2017,242749969790.18799
bgd,2018,282036307618.05603
bgd,2019,315420844247.44
bgd,2020,333827770333.61798
bgr,1982,21029650794.1277
bgr,1983,18679756142.8742
bgr,1984,18027947125.2923
bgr,1985,17466578583.0786
bgr,1986,19588769136.6426
bgr,1987,24404178344.7924
bgr,1988,27889860110.0377
bgr,1989,25143313521.8322
bgr,1990,19583467212.1755
bgr,1991,14005767678.5812
bgr,1992,12201065683.6504
bgr,1993,10582125372.5616
bgr,1994,10500067823.3448
bgr,1995,12748662446.9137
bgr,1996,13263972941.957
bgr,1997,12128228398.5139
bgr,1998,11855960469.3213
bgr,1999,12146721709.703
bgr,2000,13562584129.8185
bgr,2001,14192483969.3365
bgr,2002,15421001980.6288
bgr,2003,18444487403.544
bgr,2004,23597331638.8242
bgr,2005,29128952320.29589
bgr,2006,32658173897.1711
bgr,2007,36337167950.814
bgr,2008,45507367496.8388
bgr,2009,49729339559.0676
bgr,2010,51816658806.2171
bgr,2011,53342439812.4788
bgr,2012,54725754546.3163
bgr,2013,55162790187.3338
bgr,2014,55633086275.0869
bgr,2015,53308555835.1754
bgr,2016,52731824712.769
bgr,2017,53879918046.7691
bgr,2018,59916014385.6315
bgr,2019,66240537215.9521
bgr,2020,66791503467.3147
bhr,1982,3287840336.09538
bhr,1983,3628805042.16455
bhr,1984,3790810479.71292
bhr,1985,3314646401.74777
bhr,1986,3132765171.32566
bhr,1987,3458355359.85297
bhr,1988,3628046131.58081
bhr,1989,3686362523.73833
bhr,1990,4497900920.50104
bhr,1991,4994683450.83884
bhr,1992,5171129921.90473
bhr,1993,5380447652.48455
bhr,1994,5321909006.93661
bhr,1995,5852426580.91212
bhr,1996,6244712082.78858
bhr,1997,6133273925.83325
bhr,1998,6178095357.58624
bhr,1999,6284400090.4542
bhr,2000,7269717483.55216
bhr,2001,8019540764.10052
bhr,2002,8864867961.01945
bhr,2003,10077169513.2275
bhr,2004,12089682733.131
bhr,2005,14713723046.3239
bhr,2006,17146154926.9953
bhr,2007,20366230214.6577
bhr,2008,23250102238.276
bhr,2009,22319121664.1292
bhr,2010,23537720533.6013
bhr,2011,23212673261.2075
bhr,2012,28613156266.7933
bhr,2013,31282350546.3857
bhr,2014,32157332383.80569
bhr,2015,30981591728.3138
bhr,2016,30761273467.3951
bhr,2017,31742032640.99789
bhr,2018,34527882737.8061
bhr,2019,36484588996.2953
bhr,2020,33866883599.5187
bhs,1962,188281882.39375
bhs,1963,210284029.49296
bhs,1964,235353815.9397
bhs,1965,266062954.50581
bhs,1966,299223721.05686
bhs,1967,339896179.47351
bhs,1968,389425886.29375
bhs,1969,453681723.33759
bhs,1970,494517977.2176
bhs,1971,541492640.27563
bhs,1972,567006845.57913
bhs,1973,679535213.2552
bhs,1974,710279951.8564
bhs,1975,876724605.23037
bhs,1976,601319732.61697
bhs,1977,663176664.52056
bhs,1978,750413498.01259
bhs,1979,1070542472.61847
bhs,1980,1274477880.52557
bhs,1981,1246649509.33012
bhs,1982,1400928838.26378
bhs,1983,1494485086.20786
bhs,1984,1770748663.59365
bhs,1985,1996436628.08703
bhs,1986,2246851633.69545
bhs,1987,2626461031.86154
bhs,1988,2898852368.40102
bhs,1989,3130723131.16885
bhs,1990,3040510047.84692
bhs,1991,2956545711.49774
bhs,1992,3073669668.81329
bhs,1993,3066883019.30724
bhs,1994,3199907511.15253
bhs,1995,3995583277.41652
bhs,1996,4524381727.67078
bhs,1997,4362559560.34548
bhs,1998,4885306931.42772
bhs,1999,7100424592.57431
bhs,2000,7855582976.062
bhs,2001,8038548294.44533
bhs,2002,8364123666.12771
bhs,2003,8693932489.73068
bhs,2004,9332502852.54449
bhs,2005,9932036863.30333
bhs,2006,10182278481.4864
bhs,2007,10489890865.5093
bhs,2008,10639068961.462
bhs,2009,10143357541.8318
bhs,2010,10067914082.1872
bhs,2011,10080299475.654
bhs,2012,10381999070.5158
bhs,2013,10091680024.5363
bhs,2014,10416754746.191
bhs,2015,10727123109.5577
bhs,2016,10966035784.5756
bhs,2017,11485560963.9811
bhs,2018,12013453661.2374
bhs,2019,12564419861.4066
bhs,2020,10252351172.0143
bih,1996,2875913655.61321
bih,1997,3782196012.27002
bih,1998,4960116456.10225
bih,1999,5240677899.11382
bih,2000,5789624293.23856
bih,2001,6072375309.29898
bih,2002,6574101991.36153
bih,2003,7650178875.46593
bih,2004,10155393866.5451
bih,2005,11522373332.8334
bih,2006,12847196052.8174
bih,2007,14754551658.5226
bih,2008,17762613037.9592
bih,2009,18577015825.4916
bih,2010,18361025738.6456
bih,2011,18340665917.9448
bih,2012,17985619610.8886
bih,2013,18660623752.4037
bih,2014,18451762908.8157
bih,2015,17877274356.4833
bih,2016,17386832596.0869
bih,2017,17158705387.9478
bih,2018,19106770138.7999
bih,2019,20405633481.1277
bih,2020,19938462449.3093
blr,1992,18387784618.7711
blr,1993,16357358511.7938
blr,1994,14914037942.6992
blr,1995,13966248825.0031
blr,1996,14773116555.7468
blr,1997,15584366370.4963
blr,1998,15715944583.2045
blr,1999,14138306590.3348
blr,2000,13766104774.445
blr,2001,12926146560.5346
blr,2002,13638141670.9721
blr,2003,15937601829.8095
blr,2004,21129900246.8092
blr,2005,27219203595.9616
blr,2006,33759602161.1195
blr,2007,41172729097.2472
blr,2008,52095420825.8657
blr,2009,53840616033.095
blr,2010,58336346106.3858
blr,2011,60022482821.74809
blr,2012,62621145141.20989
blr,2013,66403547591.75649
blr,2014,72028850764.45599
blr,2015,63815956049.3666
blr,2016,53365699036.1236
blr,2017,50355259254.7067
blr,2018,54056894139.6782
blr,2019,59972960904.2964
blr,2020,59619132494.7266
blz,1962,31789828.63267
blz,1963,33772556.5778
blz,1964,35977587.10281
blz,1965,39090352.13173
blz,1966,43098505.63257
blz,1967,47247511.06792
blz,1968,48696673.23788
blz,1969,49636626.12635
blz,1970,51620036.29342
blz,1971,56173515.78297
blz,1972,65850449.02344
blz,1973,77516233.64742
blz,1974,95608918.40334
blz,1975,112442977.52359
blz,1976,107821099.24779
blz,1977,117099226.02524
blz,1978,128662105.97433
blz,1979,158196087.82275
blz,1980,205133422.3881
blz,1981,211220402.89853
blz,1982,195610956.87692
blz,1983,179372316.88424
blz,1984,186159782.67832
blz,1985,198229225.56433
blz,1986,229547539.98673
blz,1987,280639803.50975
blz,1988,335542573.2971
blz,1989,380883572.15582
blz,1990,423127553.55945
blz,1991,462894347.55498
blz,1992,520563496.85528
blz,1993,551150277.77001
blz,1994,559917026.14686
blz,1995,592249388.86804
blz,1996,615195213.64468
blz,1997,639870875.77227
blz,1998,640811118.20117
blz,1999,687685831.15222
blz,2000,780037995.23297
blz,2001,798072874.40061
blz,2002,838974401.08088
blz,2003,922029147.13558
blz,2004,985760260.91367
blz,2005,1028056003.93135
blz,2006,1090541872.28543
blz,2007,1098507727.07015
blz,2008,1190383926.45271
blz,2009,1273785815.9432
blz,2010,1252587852.16942
blz,2011,1338213551.98239
blz,2012,1385601088.38005
blz,2013,1444056128.85199
blz,2014,1506788201.43695
blz,2015,1588804476.13632
blz,2016,1599461144.80598
blz,2017,1660272177.07102
blz,2018,1768127768.06068
blz,2019,1829358146.32669
blz,2020,1632468403.54951
bmu,2010,6739210221.81121
bmu,2011,6560076917.15152
bmu,2012,6486349907.8492
bmu,2013,6614504760.55766
bmu,2014,6508284316.16824
bmu,2015,6596440014.57268
bmu,2016,6689406375.36548
bmu,2017,7213810392.16825
bmu,2018,7478205654.45156
bmu,2019,7524883567.13582
bmu,2020,7172754511.54474
bol,1976,2790114807.8604
bol,1977,3054660541.68047
bol,1978,3490234430.15379
bol,1979,4129443830.70152
bol,1980,4580628942.14839
bol,1981,5149282230.43944
bol,1982,4999268471.44106
bol,1983,4973849664.1949
bol,1984,5153886820.7211
bol,1985,5162581523.22395
bol,1986,4672827392.71064
bol,1987,4615380370.25085
bol,1988,4683537118.39512
bol,1989,4826758444.59626
bol,1990,4935699967.73487
bol,1991,5187895352.03736
bol,1992,5500518681.70792
bol,1993,5786270397.5888
bol,1994,6076528713.58884
bol,1995,6481999490.43049
bol,1996,6996581528.75781
bol,1997,7562667182.89145
bol,1998,8000748522.72846
bol,1999,8051803265.07012
bol,2000,8287259661.88602
bol,2001,8178363432.57643
bol,2002,8013344090.32899
bol,2003,8087236435.26905
bol,2004,8660892405.38561
bol,2005,9396877378.2063
bol,2006,10417503109.9376
bol,2007,11706825418.478
bol,2008,14340348813.1805
bol,2009,16050435913.7676
bol,2010,17900898940.1936
bol,2011,20429831901.7954
bol,2012,23313229391.6893
bol,2013,27255049573.2473
bol,2014,30352501120.7314
bol,2015,32208419873.4679
bol,2016,33490607688.642
