geo,time,ne_gdi_totl_kn
aut,2015,81955100000
aut,2016,85615580000
aut,2017,89448500000
aut,2018,94893060000
aut,2019,94727020000
aut,2020,90325640000
aze,1993,128347500
aze,1994,186874000
aze,1995,289841600
aze,1996,612725100
aze,1997,851687900
aze,1998,1047576000
aze,1999,1306180300
aze,2000,1152839200
aze,2001,1301617400
aze,2002,2442582100
aze,2003,4214121700
aze,2004,5269809900
aze,2005,5201200000
aze,2006,5341140100
aze,2007,4844060400
aze,2008,4921543800
aze,2009,4480525800
aze,2010,4673838700
aze,2011,5200569700
aze,2012,5314982200
aze,2013,6348603700
aze,2014,6442482700
bdi,1997,80347375100
bdi,1998,90619076000
bdi,1999,79420878900
bdi,2000,170228698300
bdi,2001,173063348900
bdi,2002,177135973100
bdi,2003,181510363600
bdi,2004,216575314500
bdi,2005,219900408000
bdi,2006,238173672000
bdi,2007,221360496000
bdi,2008,201725426000
bdi,2009,229497760000
bdi,2010,268399020600
bdi,2011,265104463600
bdi,2012,271977650600
bdi,2013,271617534900
bdi,2014,245555291800
bdi,2015,233296670300
bdi,2016,169558705700
bdi,2017,165127917700
bdi,2018,207164701200
bdi,2019,238447128100
bdi,2020,229721783000
bel,1970,35839760000
bel,1971,35106161000
bel,1972,35077938000
bel,1973,39229615000
bel,1974,43265870000
bel,1975,37492272000
bel,1976,40599697000
bel,1977,40906376000
bel,1978,41841470000
bel,1979,41975921000
bel,1980,48348930000
bel,1981,39498325000
bel,1982,36525148000
bel,1983,32467682000
bel,1984,36586123000
bel,1985,35431581000
bel,1986,37403978000
bel,1987,40859651000
bel,1988,48568969000
bel,1989,53844603000
bel,1990,57974973000
bel,1991,55872673000
bel,1992,56894661000
bel,1993,55212556000
bel,1994,57290997000
bel,1995,59647800000
bel,1996,59895600000
bel,1997,64495200000
bel,1998,65485800000
bel,1999,67981700000
bel,2000,72869400000
bel,2001,70899100000
bel,2002,67556900000
bel,2003,67761600000
bel,2004,74957100000
bel,2005,81074600000
bel,2006,84068400000
bel,2007,91404700000
bel,2008,93265600000
bel,2009,85120000000
bel,2010,87010200000
bel,2011,93752000000
bel,2012,92013500000
bel,2013,88529900000
bel,2014,93320500000
bel,2015,98458000000
bel,2016,103531100000
bel,2017,105004000000
bel,2018,109907200000
bel,2019,112230100000
bel,2020,103993000000
ben,1960,75160447836.3768
ben,1961,74501481198.01529
ben,1962,73183147560.1517
ben,1963,79775912515.4572
ben,1964,71864306951.0229
ben,1965,67914999361.99689
ben,1966,70552910422.5126
ben,1967,95608539725.66547
ben,1968,104180894686.658
ben,1969,109455777568.67
ben,1970,102201963638.534
ben,1971,99121446029.2601
ben,1972,143580396883.43701
ben,1973,145430669763.103
ben,1974,213043766733.60696
ben,1975,213212012795.05096
ben,1976,217248958109.87897
ben,1977,199924891459.98199
ben,1978,188768179926.50201
ben,1979,270229472893.73001
ben,1980,369350329605.91101
ben,1981,420313440460.63696
ben,1982,601447645260.34998
ben,1983,352231434332.13202
ben,1984,260012514038.63199
ben,1985,188936428280.63696
ben,1986,279805854401.69501
ben,1987,259562675769.746
ben,1988,273058132776.427
ben,1989,209433783982.548
ben,1990,306220521394.02893
ben,1991,334895845200
ben,1992,326765574100
ben,1993,345718080800
ben,1994,348248799200
ben,1995,481045507200
ben,1996,393120083200
ben,1997,458818248600
ben,1998,430617238500
ben,1999,506207034900
ben,2000,476706957900
ben,2001,584059823600
ben,2002,513263367500
ben,2003,546232747400
ben,2004,582767175600
ben,2005,450762191200
ben,2006,497878736600
ben,2007,651959413100
ben,2008,594632757300
ben,2009,664803797300
ben,2010,722447820500
ben,2011,759390041800
ben,2012,797242001800
ben,2013,1121467647400
ben,2014,1225004803400
ben,2015,1395838000000
ben,2016,1417735000000
ben,2017,1768503107100
ben,2018,2049996403400
ben,2019,2255415030800
ben,2020,2297387559300
bfa,1965,64325066886.5218
bfa,1966,64327539042.6082
bfa,1967,60254894872.7351
bfa,1968,63511321567.2992
bfa,1969,76540318138.0407
bfa,1970,79796739961.4782
bfa,1971,112481449904.929
bfa,1972,143453906738.26801
bfa,1973,167908127825.349
bfa,1974,185837134980.48697
bfa,1975,184207775492.78799
bfa,1976,185837134980.48697
bfa,1977,169537467828.54099
bfa,1978,175241948394.51599
bfa,1979,145780023839.35599
bfa,1980,148762313159.76001
bfa,1981,148461580860.78201
bfa,1982,194130098291.15601
bfa,1983,179066237112.16
bfa,1984,181988903606.98199
bfa,1985,321888303620.66602
bfa,1986,283577461616.23499
bfa,1987,269584144415.36401
bfa,1988,289391688661.52893
bfa,1989,304612889482.78601
bfa,1990,308003175564.33899
bfa,1991,351680830100
bfa,1992,315509927600
bfa,1993,318454375800
bfa,1994,397976010000
bfa,1995,366685379800
bfa,1996,414518645500
bfa,1997,486679732900
bfa,1998,469854224800
bfa,1999,403661920400
bfa,2000,356872696000
bfa,2001,380528104800
bfa,2002,386861368400
bfa,2003,462619386300
bfa,2004,485885993500
bfa,2005,611697214900
bfa,2006,590896794800
bfa,2007,662756113200
bfa,2008,800139578500
bfa,2009,837909390800
bfa,2010,1016865302200
bfa,2011,1127492679500
bfa,2012,1367479976900
bfa,2013,1339466352400
bfa,2014,1193557386800
bfa,2015,1357559000000
bfa,2016,1564177000000
bfa,2017,1764884688200
bfa,2018,1962985059800
bfa,2019,2353645182800
bgd,1960,19337416500
bgd,1961,22966071100
bgd,1962,37179459300
bgd,1963,28444748000
bgd,1964,35640681300
bgd,1965,39865125000
bgd,1966,41556184900
bgd,1967,46910572400
bgd,1968,63293446400
bgd,1969,58303722400
bgd,1970,54176997300
bgd,1971,41128606200
bgd,1972,18243427600
bgd,1973,35844841500
bgd,1974,88655636500
bgd,1975,69072556100
bgd,1976,81679050600
bgd,1977,103098839000
bgd,1978,129709323400
bgd,1979,144468323400
bgd,1980,169674053200
bgd,1981,208455325000
bgd,1982,226361830800
bgd,1983,236575635500
bgd,1984,260129190300
bgd,1985,275538662400
bgd,1986,291006824200
bgd,1987,320951775700
bgd,1988,325868640300
bgd,1989,341919675100
bgd,1990,360777945600
bgd,1991,369650206200
bgd,1992,384463910700
bgd,1993,427385471700
bgd,1994,466865390500
bgd,1995,511722576600
bgd,1996,572882000000
bgd,1997,609887000000
bgd,1998,665467000000
bgd,1999,722608000000
bgd,2000,774041000000
bgd,2001,835459000000
bgd,2002,897451000000
bgd,2003,966172000000
bgd,2004,1045481000000
bgd,2005,1147558000000
bgd,2006,1261028000000
bgd,2007,1351152000000
bgd,2008,1483769000000
bgd,2009,1593392000000
bgd,2010,1729860000000
bgd,2011,1895251000000
bgd,2012,2095536000000
bgd,2013,2207954000000
bgd,2014,2425549000000
bgd,2015,2598219000000
bgd,2016,2829704000000
bgd,2017,3116884000000
bgd,2018,3444211000000
bgd,2019,3734960000000
bgd,2020,3807296000000
bgr,1980,1043197119.96369
bgr,1981,1162135031.52891
bgr,1982,1133979801.77289
bgr,1983,1127315534.57827
bgr,1984,1192909941.44353
bgr,1985,1168783578.02246
bgr,1986,1387769559.58913
bgr,1987,1321763903.55078
bgr,1988,1590873375.38674
bgr,1989,1561542914.05431
bgr,1990,997630231.23049
bgr,1991,829072300
bgr,1992,730554000
bgr,1993,580538400
bgr,1994,512486900
bgr,1995,528721000
bgr,1996,434655000
bgr,1997,4292545000
bgr,1998,7840164000
bgr,1999,8679823000
bgr,2000,9142612000
bgr,2001,10727582000
bgr,2002,11511635000
bgr,2003,13411987000
bgr,2004,14856699000
bgr,2005,18449199000
bgr,2006,22277117000
bgr,2007,25351533000
bgr,2008,29565274000
bgr,2009,22419053000
bgr,2010,18409774000
bgr,2011,17807077000
bgr,2012,18356494000
bgr,2013,17379248000
bgr,2014,18573353000
bgr,2015,18809928000
bgr,2016,17960030000
bgr,2017,19122155000
bgr,2018,21117235000
bgr,2019,21945261000
bgr,2020,20786655000
bhr,2000,956910000
bhr,2001,954490000
bhr,2002,948690000
bhr,2003,1129130000
bhr,2004,1284300000
bhr,2005,1645140000
bhr,2006,2039370000
bhr,2007,2640050000
bhr,2008,3120760000
bhr,2009,2221490000
bhr,2010,2638110000
bhr,2011,2334170000
bhr,2012,2535990000
bhr,2013,2941700000
bhr,2014,3084850000
bhr,2015,2819230000
bhr,2016,3286200000
bhr,2017,3759550000
bhr,2018,4016940000
bhr,2019,3839010000
bhs,1989,1280016357.00334
bhs,1990,1240415303.66936
bhs,1991,1190168000
bhs,1992,1098899300
bhs,1993,894613200
bhs,1994,1042149500
bhs,1995,1170400000
bhs,1996,1347269100
bhs,1997,2400320000
bhs,1998,1930420000
bhs,1999,2293110000
bhs,2000,2555830000
bhs,2001,2301560000
bhs,2002,2395060000
bhs,2003,2510560000
bhs,2004,2304110000
bhs,2005,2811390000
bhs,2006,3356650000
bhs,2007,3246980000
bhs,2008,3004290000
bhs,2009,2608570000
bhs,2010,2417320000
bhs,2011,2775920000
bhs,2012,3360040000
bhs,2013,3001620000
bhs,2014,3394150000
bhs,2015,2788300000
bhs,2016,2932790000
bhs,2017,3207360000
bhs,2018,3123200000
bhs,2019,3180400000
bhs,2020,2032060000
bih,2000,3595835460.01279
bih,2001,4000670009.26852
bih,2002,4351127691.73909
bih,2003,4469490055.31194
bih,2004,4860823018.46595
bih,2005,5178884875.86544
bih,2006,5155229799.06748
bih,2007,6807147577.75256
bih,2008,7874430929.9697
bih,2009,5912855527.27285
bih,2010,4999330224.9597
bih,2011,5610275419.33131
bih,2012,5747940978.58404
bih,2013,5585724173.17936
bih,2014,6093451820.38598
bih,2015,6274568347.81158
bih,2016,7054037733.994
bih,2017,7856998428.03524
bih,2018,8204051036.78426
bih,2019,8725137052.18459
bih,2020,7817319000
blr,1990,10665567292.2468
blr,1991,12297397700
blr,1992,10317517300
blr,1993,9667514400
blr,1994,6825263800
blr,1995,4866412800
blr,1996,5216795100
blr,1997,6046265300
blr,1998,6463459400
blr,1999,5429304600
blr,2000,6227413200
blr,2001,6345354400
blr,2002,6499975100
blr,2003,8180401500
blr,2004,10578364500
blr,2005,11970756100
blr,2006,15840990100
blr,2007,18430844000
blr,2008,23649579900
blr,2009,22920860000
blr,2010,27191700000
blr,2011,29314160000
blr,2012,27342240000
blr,2013,29723100000
blr,2014,28074650000
blr,2015,22942030000
blr,2016,20150400000
blr,2017,21874800000
blr,2018,22972200000
blr,2019,24580254000
blr,2020,22564673200
blz,1980,133533019.55309
blz,1981,134335530.28071
blz,1982,91761233.44544
blz,1983,93727206.21609
blz,1984,122152284.90699
blz,1985,112318870.64479
blz,1986,114878279.55021
blz,1987,145192078.69358
blz,1988,185843174.99199
blz,1989,247685847.62858
blz,1990,230069222.49478
blz,1991,281900000
blz,1992,296181200
blz,1993,337915500
blz,1994,258345600
blz,1995,283015400
blz,1996,272931800
blz,1997,273987100
blz,1998,270021300
blz,1999,363658900
blz,2000,527653200
blz,2001,440927900
blz,2002,442924900
blz,2003,395009800
blz,2004,391301400
blz,2005,430760400
blz,2006,399669300
blz,2007,409352600
blz,2008,547979000
blz,2009,410576500
blz,2010,261190200
blz,2011,360475500
blz,2012,311518500
blz,2013,399672200
blz,2014,458747600
blz,2015,551217300
blz,2016,554472800
blz,2017,524385400
blz,2018,430514100
blz,2019,457827000
blz,2020,494669393.662
bmu,2014,762212580.80557
bmu,2015,771554947.78717
bmu,2016,890763550.4724
bmu,2017,956533814.02287
bmu,2018,940679860.76579
bmu,2019,1050800000
bmu,2020,798000000
bol,1960,715480055.4773
bol,1961,579252652.91442
bol,1962,938709832.78622
bol,1963,952720427.30542
bol,1964,1003508832.43751
bol,1965,1194403182.76157
bol,1966,1245191587.89366
bol,1967,1163755007.25082
bol,1968,1607715721.07789
bol,1969,1510517221.60096
bol,1970,1544668045.7415
bol,1971,1732215915.71603
bol,1972,2310683213.42341
bol,1973,1929958913.39019
bol,1974,1642371352.863
bol,1975,2689283528.51922
bol,1976,2177615557.09381
bol,1977,2361446453.42784
bol,1978,3065016463.9495
bol,1979,2668893273.11995
bol,1980,1917746000
bol,1981,1902760000
bol,1982,1455402000
bol,1983,1293276000
bol,1984,1801460000
bol,1985,2284668000
bol,1986,1587848000
bol,1987,1865966000
bol,1988,1937450000
bol,1989,1644506000
bol,1990,1935324000
bol,1991,2502123000
bol,1992,2635304000
bol,1993,2633483000
bol,1994,2354272000
bol,1995,2644054000
bol,1996,3140810000
bol,1997,4090388000
bol,1998,5256560000
bol,1999,4270318000
bol,2000,3955281000
bol,2001,3264328000
bol,2002,3847377000
bol,2003,3353843000
bol,2004,2956582000
bol,2005,3750886000
bol,2006,3559962000
bol,2007,3953568000
bol,2008,5112492000
bol,2009,5310793000
bol,2010,5690356524.05631
bol,2011,7161407209.75426
bol,2012,6688043305.01149
bol,2013,7761110329.05188
bol,2014,8732028306.20557
bol,2015,8803270896.92438
bol,2016,9671452965.80112
bol,2017,11204631336.776
bol,2018,11154177710.8388
bol,2019,11219410866.9655
bol,2020,8340642519.43751
bra,1970,182313510616.112
bra,1971,210295832802.35001
bra,1972,245446131259.35501
bra,1973,296966922054.59998
bra,1974,336340641096.07397
bra,1975,369081197146.31
bra,1976,395017262810.25
bra,1977,390393047262.88
bra,1978,408927687171.56799
bra,1979,424817324884.52002
bra,1980,463779457514.70203
bra,1981,406315529374.06403
bra,1982,378998499851.73694
bra,1983,317985934766.65698
bra,1984,321911571209
bra,1985,350209668070.73798
bra,1986,430687990028.83801
bra,1987,425780401455.17902
bra,1988,405170267347.52802
bra,1989,410077426824.18097
bra,1990,376872197083.68402
bra,1991,407337834500
bra,1992,380367720600
bra,1993,404428790800
bra,1994,462087268200
bra,1995,495773449000
bra,1996,499732014100
bra,1997,541800026700
bra,1998,540912337200
bra,1999,492904731700
bra,2000,516629180800
bra,2001,523368482000
bra,2002,515812219700
bra,2003,495259618000
bra,2004,537292120500
bra,2005,547803171200
bra,2006,584291180900
bra,2007,654128046200
bra,2008,734500484000
bra,2009,718827163100
bra,2010,847166000000
bra,2011,905061717645.05408
bra,2012,912110130104.9729
bra,2013,965260621555.47595
bra,2014,924487350222.76624
bra,2015,795553720028.20605
bra,2016,699054434592.41504
bra,2017,681177127165.18298
bra,2018,716814668116.46997
bra,2019,740929071603.74512
bra,2020,735174381923.02783
brn,1990,2854391900
brn,1991,3094411900
brn,1992,3653843100
brn,1993,4447755500
brn,1994,4000949000
brn,1995,4340669600
brn,1996,8083135600
brn,1997,5010879400
brn,1998,4362825300
brn,1999,3495060700
brn,2000,2494308100
brn,2001,2660721900
brn,2002,3877457400
brn,2003,3069273800
brn,2004,3155613300
brn,2005,3170610800
brn,2006,3215345000
brn,2007,4068708500
brn,2008,4604507000
brn,2009,4590475100
brn,2010,4427657700
brn,2011,6066049400
brn,2012,7813789200
brn,2013,8747254700
brn,2014,6022061200
brn,2015,6416611000
brn,2016,5704652400
brn,2017,6159849700
brn,2018,7888604600
brn,2019,7542930300
brn,2020,6844156048.32828
btn,1990,3781000000
btn,1991,3331900000
btn,1992,4451300000
btn,1993,5270252500
btn,1994,6530546400
btn,1995,6176630600
btn,1996,5952371600
btn,1997,6065708400
btn,1998,6030253600
btn,1999,7594211400
btn,2000,9603256900
btn,2001,12464193700
btn,2002,14180066400
btn,2003,14321211100
btn,2004,16758637400
btn,2005,14492303600
btn,2006,14179910300
btn,2007,10779408500
btn,2008,16598241300
btn,2009,19330677947.0049
btn,2010,28234641277.7038
btn,2011,31580805440.7121
btn,2012,32694875281.2408
btn,2013,20623878626.2961
btn,2014,26157546068.6371
btn,2015,30468286496.6003
btn,2016,34269187454.63029
btn,2017,33564267165.6313
btn,2018,31609713682.9863
btn,2019,26478330953.71049
btn,2020,22626179143.6018
bwa,1975,2516847363.42534
bwa,1976,2131898492.51692
bwa,1977,2145758436.01527
bwa,1978,2748591598.27963
bwa,1979,3431603998.92443
bwa,1980,4006717274.19207
bwa,1981,4445466644.12105
bwa,1982,4089280802.04596
bwa,1983,3436671069.81476
bwa,1984,4095540139.20881
bwa,1985,3790174252.00877
bwa,1986,3534882940.5758
bwa,1987,2430259906.51772
bwa,1988,4895393297.66731
bwa,1989,10129237567.7578
bwa,1990,11029363965.8099
bwa,1991,9820956158.06927
bwa,1992,8951097645.22007
bwa,1993,9123503601.98064
bwa,1994,8701234609.09761
bwa,1995,9428018738.5275
bwa,1996,9383901240.3698
bwa,1997,9497901827.89576
bwa,1998,16245448329.872
bwa,1999,12358368595.4981
bwa,2000,16592919203.7918
bwa,2001,16194160219.0661
bwa,2002,16635092129.0279
bwa,2003,17224725530.3008
bwa,2004,21346792317.9474
bwa,2005,17866979074.8309
bwa,2006,20498958524.1509
bwa,2007,21884831338.1791
bwa,2008,27859045496.4159
bwa,2009,21602139049.7086
bwa,2010,27941922586.6534
bwa,2011,30613438971.0786
bwa,2012,36442852451.2849
bwa,2013,31836732849.1412
bwa,2014,31228747297.84949
bwa,2015,38339564328.7332
bwa,2016,36283300000
bwa,2017,38192100000
bwa,2018,43501300000
bwa,2019,48419700000
bwa,2020,54871900000
caf,2009,100776000000
caf,2010,132707000000
caf,2011,101734000000
caf,2012,78946000000
caf,2013,57736000000
caf,2014,111003000000
caf,2015,129029000000
caf,2016,191572000000
caf,2017,138003000000
caf,2018,173851055200
caf,2019,157223298600
caf,2020,141464021600
can,1970,97351543000
can,1971,105634613000
can,1972,111962129000
can,1973,125894001000
can,1974,139781123000
can,1975,139512629000
can,1976,148821924000
can,1977,149349962000
can,1978,149983907000
can,1979,170641562000
can,1980,164934566000
can,1981,179182664000
can,1982,139493862000
can,1983,151670205000
can,1984,169301881000
can,1985,184023493000
can,1986,188852546000
can,1987,204483067000
can,1988,227457400000
can,1989,239108095000
can,1990,220049623000
can,1991,203676129000
can,1992,196695775000
can,1993,203861336000
can,1994,222118490000
can,1995,229036216000
can,1996,230375226000
can,1997,267147272000
can,1998,271427392000
can,1999,286077544000
can,2000,309901102000
can,2001,300034772000
can,2002,306910478000
can,2003,335974989000
can,2004,365210255000
can,2005,405920376000
can,2006,429051011000
can,2007,441742831000
can,2008,449354015000
can,2009,387213585000
can,2010,434978464000
can,2011,469665317000
can,2012,486444287000
can,2013,504138859000
can,2014,508270706000
can,2015,474155000000
can,2016,451586412000
can,2017,484705422000
can,2018,489501287000
can,2019,493900507000
can,2020,445409250000
che,1970,98573484000
che,1971,103241779000
che,1972,103696811000
che,1973,106477564000
che,1974,109308876000
che,1975,78518356000
che,1976,74439918000
che,1977,75114040000
che,1978,80540722000
che,1979,92101913000
che,1980,105365263000
che,1981,97309575000
che,1982,98822047000
che,1983,103047788000
che,1984,95570423000
che,1985,98316755000
che,1986,112689047000
che,1987,112908880000
che,1988,115441353000
che,1989,124327917000
che,1990,139184061000
che,1991,127558252000
che,1992,121822863000
che,1993,120898064000
che,1994,126885038000
che,1995,130651387000
che,1996,129746815000
che,1997,124283468000
che,1998,136494887000
che,1999,137889417000
che,2000,139214853000
che,2001,142600035000
che,2002,139954161000
che,2003,141163419000
che,2004,134121046000
che,2005,150882993000
che,2006,157160007000
che,2007,151991877000
che,2008,160517399000
che,2009,164065208000
che,2010,157901687000
che,2011,178508399000
che,2012,166070278000
che,2013,154472996000
che,2014,165718032000
che,2015,166832243000
che,2016,165378749000
che,2017,169760987000
che,2018,174138876000
che,2019,179925426000
che,2020,184369060000
chl,1960,2071181724215.46948
chl,1961,2097814183061.80005
chl,1962,2355207806409.91992
chl,1963,2702873699903.7998
chl,1964,2548854660792.52979
chl,1965,2394835621681.25
chl,1966,2471898620069.91992
chl,1967,2524735707098.35986
chl,1968,2763518696553.87012
chl,1969,2902938014249.37988
chl,1970,3090327845168.1001
chl,1971,3018666208914.93994
chl,1972,2412162763581.27002
chl,1973,2266807295420
chl,1974,2700092800586.50977
chl,1975,2085246657300.97998
chl,1976,1776299438917.01001
chl,1977,2050699331166.9895
chl,1978,2407028795610.8999
chl,1979,2812612265270.58984
chl,1980,3428688421715.68018
chl,1981,4003265003733.58008
chl,1982,2469973382081.02979
chl,1983,2098616365557.16968
chl,1984,2494092335775.18018
chl,1985,2742875867006.31006
chl,1986,2809196180644.54004
chl,1987,3563269955087.41992
chl,1988,3976819544758.08008
chl,1989,5035568273328.9502
chl,1990,5305794901214.11035
chl,1991,5342401142300
chl,1992,6506139389600
chl,1993,7879386805600
chl,1994,7940382705300
chl,1995,10656610171200
chl,1996,10677814174708.40039
chl,1997,12005457297954.90039
chl,1998,12395096679581.30078
chl,1999,10626287575649.5
chl,2000,11693449246274.5
chl,2001,12003879718678.5
chl,2002,12476189504002.09961
chl,2003,13492979705890.19922
chl,2004,15245021684006.09961
chl,2005,18821263237638.60156
chl,2006,19941952704133.39844
chl,2007,22046128259014.80078
chl,2008,26122140065799.19922
chl,2009,22638089170253.5
chl,2010,25610431736416
chl,2011,29746218772178.10156
chl,2012,33102553563276.5
chl,2013,34199262944375.89453
chl,2014,32546209708332.30078
chl,2015,32451729462481.19922
chl,2016,32017809232418
chl,2017,31026256217602.5
chl,2018,32622617893489.5
chl,2019,34059683466603.10156
chl,2020,30148323719991.30078
chn,1995,2943578272900
chn,1996,3326085859300
chn,1997,3493995325000
chn,1998,3791628184000
chn,1999,4031521183200
chn,2000,4324902012500
chn,2001,5237860305900
chn,2002,5920089956900
chn,2003,7328517486400
chn,2004,8735958813800
chn,2005,9668496681600
chn,2006,11156161496700
chn,2007,13109663916900
chn,2008,14931668509000
chn,2009,18047434465400
chn,2010,20913249764100
chn,2011,22759249432400
chn,2012,24466812279200
chn,2013,26759067361600
chn,2014,28758766100800
chn,2015,29782651870900
chn,2016,31938698411600
chn,2017,33958488730700
chn,2018,36253800740600
chn,2019,37698673736900
chn,2020,39665351692600
civ,2008,2931670159100
civ,2009,2153661658200
civ,2010,3523822292200
civ,2011,1204187970000
civ,2012,3838401816700
civ,2013,4729394072600
civ,2014,5754446346600
civ,2015,6361118000000
civ,2016,6673491000000
civ,2017,7018691000000
civ,2018,8132566000000
civ,2019,7763616000000
civ,2020,8414254097800
cmr,1960,246678573153.09399
cmr,1961,253363624018.44296
cmr,1962,267402270592.08896
cmr,1963,281440823997.75293
cmr,1964,305507105259.43201
cmr,1965,423889031728.25598
cmr,1966,511590237585.19696
cmr,1967,459612579562.05493
cmr,1968,463587127206.70306
cmr,1969,442367735995.45801
cmr,1970,584959269223.31702
cmr,1971,714950892826.65503
cmr,1972,766014988582.52991
cmr,1973,817749421989.34595
cmr,1974,750099011453.995
cmr,1975,876774421898.33606
cmr,1976,813104390754.29297
cmr,1977,1116197049771.09009
cmr,1978,1650281068620.13989
cmr,1979,1580597144851.12988
cmr,1980,1755328635582.93994
cmr,1981,2559137521150.12939
cmr,1982,2456478366308.9502
cmr,1983,2674927792035.47998
cmr,1984,2904809211694.25977
cmr,1985,3243952666171.66016
cmr,1986,3191100079869.37988
cmr,1987,2764767624949.41016
cmr,1988,1999165948165.29004
cmr,1989,1559944484086.20996
cmr,1990,1584043304727.62988
cmr,1991,1485964353558.87988
cmr,1992,1252519171001.29004
cmr,1993,1151958500900
cmr,1994,1337798358400
cmr,1995,1304719810400
cmr,1996,1356721810300
