geo,time,se_sec_enrl_vo_fe_zs
jam,1976,48.69407
jam,1977,51.2657
jam,1979,60.28131
jam,1980,60.83284
jam,1981,65.10015
jam,1983,49.91673
jam,1984,49.69441
jam,1985,49.08544
jam,1986,50.35673
jam,1987,50.22515
jam,1991,51.62575
jam,1999,58.37104
jam,2000,58.42451
jam,2001,56.4257
jam,2002,44.24084
jam,2003,42.02128
jor,1971,22.99357
jor,1972,26.68954
jor,1973,27.89001
jor,1974,28.5123
jor,1975,29.48671
jor,1976,29.38985
jor,1977,28.05088
jor,1978,32.07569
jor,1979,33.04554
jor,1980,32.63158
jor,1981,29.91929
jor,1982,31.56826
jor,1983,31.41272
jor,1984,34.62663
jor,1985,35.64735
jor,1986,39.26727
jor,1987,38.5673
jor,1988,41.89604
jor,1989,36.36053
jor,1990,34.97455
jor,1991,34.55947
jor,1992,37.10342
jor,1993,36.06342
jor,1994,35.12245
jor,1995,34.11783
jor,1996,33.46019
jor,1998,36.04443
jor,1999,36.27364
jor,2000,36.73135
jor,2002,35.8113
jor,2003,45.58026
jor,2004,37.21199
jor,2005,35.35494
jor,2006,35.35416
jor,2008,37.57318
jor,2010,39.26728
jor,2011,37.6655
jor,2013,33.92443
jor,2014,34.75245
jor,2017,41.07982
jor,2018,39.71787
jpn,2013,42.7093
jpn,2014,42.65346
jpn,2015,42.6076
jpn,2016,42.68114
jpn,2017,42.59256
kaz,1997,59.62944
kaz,1998,30.3005
kaz,1999,33.63166
kaz,2000,50.76587
kaz,2006,48.73452
kaz,2010,47.64025
kaz,2011,46.4891
kaz,2012,46.64263
kaz,2013,47.69118
kaz,2014,48.03869
kaz,2015,48.0803
kaz,2016,47.7416
kaz,2017,42.63174
kaz,2018,42.49784
kaz,2019,42.71463
ken,1970,28.93733
ken,1971,28.58669
ken,1972,27.1792
ken,1973,27.84615
ken,1974,27.59104
ken,1975,23.01542
ken,1980,36.00309
ken,1981,38.96128
ken,1982,39.82236
ken,1983,40.19637
ken,1984,27.83803
ken,1985,30.36479
ken,1986,33.7636
ken,1987,35.07828
ken,1988,34.90623
ken,1999,38.99823
ken,2000,29.19571
ken,2001,25.34107
ken,2002,30.38052
ken,2003,31.9793
ken,2004,41.95804
ken,2005,51.93559
ken,2006,61.91182
ken,2007,61.9139
ken,2008,59.07331
ken,2009,57.81649
kgz,1981,50
kgz,1986,49.92343
kgz,1989,49.92076
kgz,1990,49.90758
kgz,1991,49.90099
kgz,1992,49.89858
kgz,1999,35.56873
kgz,2000,35.52056
kgz,2001,35.92555
kgz,2002,36.06532
kgz,2003,35.64608
kgz,2004,35.04585
kgz,2005,36.22766
kgz,2006,35.31076
kgz,2007,32.6239
kgz,2009,58.28997
kgz,2010,41.92167
kgz,2011,43.6979
kgz,2012,44.47759
kgz,2013,46.37529
kgz,2014,45.40991
kgz,2015,45.71791
kgz,2016,41.84187
kgz,2017,41.10403
kgz,2018,41.02907
khm,1971,47.70877
khm,1991,18.71724
khm,1998,36.06907
khm,1999,44.09247
khm,2000,38.98621
khm,2001,39.05295
khm,2002,34.1956
khm,2003,33.61767
khm,2004,35.21016
khm,2006,38.89447
khm,2007,46.72304
khm,2008,46.99769
kir,1970,26.23762
kir,1971,26.13065
kir,1972,26.12613
kir,1973,21.07623
kir,1974,19.57447
kir,1975,10.4918
kir,1976,15.87302
kir,1977,25.8547
kir,1978,40.7878
kir,1979,43.94619
kir,1980,41.94201
kir,1981,42.99674
kir,1982,46.61734
kir,1983,46.41638
kir,1984,45.15464
kir,1985,48.08959
kir,1986,44.79026
kir,1987,40.90909
kir,1988,36.82927
kir,1989,19.34426
kir,1990,22.06897
kir,1991,28.50679
kir,1992,45.48611
kir,1995,56.06557
kir,1996,55.97484
kna,1984,24.58101
kna,1985,27.04403
kor,1971,28.8726
kor,1972,30.65358
kor,1973,31.88227
kor,1974,34.55794
kor,1975,34.08417
kor,1976,32.57059
kor,1977,32.99683
kor,1978,34.49864
kor,1979,35.85632
kor,1980,41.60494
kor,1981,43.94766
kor,1982,43.37898
kor,1983,43.96666
kor,1984,46.35564
kor,1985,47.74082
kor,1986,49.56726
kor,1987,52.21403
kor,1988,50.5192
kor,1989,51.4527
kor,1990,52.08066
kor,1991,53.08537
kor,1992,53.40017
kor,1993,53.42342
kor,1994,51.92945
kor,1995,53.56839
kor,1996,53.49782
kor,1997,51.37363
kor,1998,50.60399
kor,1999,49.12504
kor,2000,48.99036
kor,2001,48.8701
kor,2002,48.19034
kor,2003,47.61595
kor,2004,46.88856
kor,2005,46.40952
kor,2006,45.9297
kor,2007,45.98634
kor,2008,45.56075
kor,2009,45.33732
kor,2010,45.16106
kor,2011,44.47422
kor,2012,43.77762
kor,2013,43.26037
kor,2014,42.92178
kor,2015,42.43298
kor,2016,41.6213
kor,2017,41.34715
kwt,1971,47.67316
kwt,1972,46.50699
kwt,1973,39.34156
kwt,1974,25.81206
kwt,1975,26.60803
kwt,1976,14.98494
kwt,1977,10.13514
kwt,1978,8.49598
kwt,1979,3.68794
kwt,1980,0
kwt,1981,0
kwt,1982,0
kwt,1983,0
kwt,1984,5.72363
kwt,1985,8.68085
kwt,1986,7.57967
kwt,1987,10.77283
kwt,1988,9.56938
kwt,1989,9.38586
kwt,1990,13.06413
kwt,1992,21.4511
kwt,1993,19.58296
kwt,1994,33.48457
kwt,1995,34.23221
kwt,1996,28.55696
kwt,1997,31.59316
kwt,1998,35.77236
kwt,1999,21.37309
kwt,2000,38.98673
kwt,2001,39.01345
kwt,2003,40.88434
kwt,2004,46.73222
kwt,2005,51.42388
kwt,2006,8.29146
kwt,2007,10.62581
kwt,2008,6.58904
kwt,2009,10.37649
kwt,2010,8.21229
kwt,2012,60.89077
kwt,2013,36.33285
kwt,2014,36.52287
kwt,2015,58.4055
lao,1971,26.57085
lao,1972,28.59247
lao,1973,27.1096
lao,1977,45.34743
lao,1978,33.63194
lao,1979,34.42605
lao,1980,39.75313
lao,1981,40.02606
lao,1986,33.20757
lao,1988,31.65777
lao,1990,40.92318
lao,1992,39.21688
lao,1993,34.7193
lao,1994,34.90122
lao,1995,34.20525
lao,1996,35.6839
lao,1997,37.36863
lao,1998,37.56244
lao,1999,38.58521
lao,2000,35.55028
lao,2001,32.86887
lao,2002,34.23602
lao,2003,39.58045
lao,2004,34.73541
lao,2005,37.04405
lao,2006,34.50749
lao,2007,35.4718
lao,2008,40.04787
lao,2009,45.26316
lao,2010,42.94574
lao,2011,46.48347
lao,2012,53.98568
lao,2013,52.71486
lao,2014,54.89143
lao,2015,53.21821
lao,2016,51.2691
lao,2017,45.72872
lao,2018,44.91154
lbn,1971,27.47785
lbn,1972,26.51398
lbn,1973,24.77219
lbn,1982,40.4021
lbn,1985,37.95766
lbn,1989,42.1849
lbn,1992,38.49959
lbn,1994,39.65142
lbn,1995,46.83895
lbn,1996,46.89651
lbn,1997,45.45373
lbn,1998,44.57492
lbn,1999,40.20115
lbn,2000,39.68518
lbn,2001,40.51403
lbn,2002,39.67829
lbn,2003,40.08774
lbn,2004,40.02861
lbn,2005,41.17236
lbn,2006,39.66891
lbn,2007,41.03236
lbn,2008,40.09823
lbn,2009,41.68331
lbn,2010,42.02387
lbn,2011,42.62663
lbn,2012,40.41519
lbn,2013,39.64881
lbn,2014,39.51044
lbn,2015,39.5452
lbn,2016,40.2995
lbn,2017,39.18357
lbn,2018,41.00654
lbr,1970,19.02897
lbr,1971,19.94302
lbr,1972,16.40561
lbr,1975,14.237
lbr,1976,13.15476
lbr,1978,12.76715
lbr,1979,18.04251
lbr,1980,24.04464
lbr,1999,30.31592
lbr,2000,40.11583
lbr,2011,50.46968
lby,1971,23.4495
lby,1972,20.65099
lby,1973,28.4511
lby,1974,39.82752
lby,1975,46.21934
lby,1976,47.81557
lby,1977,50.75068
lby,1978,52.10388
lby,1979,51.12282
lby,1980,50.29471
lby,1981,48.42078
lby,1983,45.54922
lby,1986,46.99015
lby,2002,53.07673
lby,2003,53.03338
lca,1972,35.13514
lca,1973,38.84615
lca,1977,43.91691
lca,1981,34.07821
lca,1982,37.82383
lca,1983,38.5
lca,1984,39.81481
lca,1985,100
lca,1986,100
lca,1987,100
lca,1990,99.3994
lca,1991,95.94096
lca,1992,90.40404
lca,1993,95.03722
lca,2003,40
lca,2004,31.14241
lca,2005,40.15852
lca,2006,37.47927
lca,2007,28.87324
lca,2008,31.66667
lca,2009,19.49686
lca,2010,18.75
lca,2011,18.23899
lca,2012,11.53846
lca,2013,12.41379
lca,2014,20.93023
lca,2015,17.71429
lca,2016,19.1358
lca,2017,17.33333
lca,2018,18.24818
lie,2003,36.51182
lie,2004,36.29377
lie,2005,35.83181
lie,2006,34.62867
lie,2007,36.79654
lie,2008,36.38767
lie,2009,38.23038
lie,2010,37.53107
lie,2011,37.12183
lie,2012,37.40586
lie,2014,36.31799
lie,2015,36.17921
lie,2016,36.22937
lie,2017,37.76786
lka,1976,47.84672
lka,2010,42.9398
lka,2011,43.68463
lka,2012,45.28694
lka,2013,45.18282
lka,2016,39.99277
lka,2017,47.63495
lka,2018,44.7844
lso,1970,61.03501
lso,1971,65.26527
lso,1972,72.55075
lso,1973,57.09651
lso,1975,70.40462
lso,1976,66.88494
lso,1977,62.15506
lso,1978,64.4382
lso,1979,66.41182
lso,1980,67.99174
lso,1981,69.47867
lso,1982,66.94306
lso,1983,67.03352
lso,1984,64.14894
lso,1985,63.69792
lso,1986,62.52927
lso,1987,62.06278
lso,1988,63.20922
lso,1989,59.96276
lso,1990,57.50262
lso,1991,55.45784
lso,1992,74.96444
lso,1993,77.38095
lso,1994,86.22449
lso,1996,64.45428
lso,1997,73.38129
lso,1998,49.22919
lso,1999,57.39645
lso,2000,55.03407
lso,2001,49.96288
lso,2002,44.85816
lso,2003,60.30796
lso,2004,49.88386
lso,2005,51.57143
lso,2006,52.6178
lso,2010,79.0938
lso,2012,69.6159
lso,2013,62.68256
lso,2014,59.58527
lso,2015,55.22924
lso,2017,66.58502
ltu,1992,36.49224
ltu,1993,38.18179
ltu,1994,40.84955
ltu,1995,42.07979
ltu,1996,40.04207
ltu,1997,39.19736
ltu,1998,36.22682
ltu,1999,35.96783
ltu,2000,35.86865
ltu,2001,36.01127
ltu,2002,35.80876
ltu,2003,35.35728
ltu,2004,35.02369
ltu,2005,35.53083
ltu,2006,35.18192
ltu,2007,35.3013
ltu,2008,34.97882
ltu,2009,34.23499
ltu,2010,32.94802
ltu,2011,32.91013
ltu,2012,32.92031
ltu,2013,33.48831
ltu,2014,34.20994
ltu,2015,34.49161
ltu,2016,33.7411
ltu,2017,33.73154
lux,1971,50.25313
lux,1972,49.76053
lux,1973,49.24471
lux,1974,49.13301
lux,1975,48.05664
lux,1976,46.4415
lux,1977,43.62262
lux,1978,45.21832
lux,1979,45.34055
lux,1980,46.23686
lux,1981,37.41463
lux,1982,44.52983
lux,1983,43.38007
lux,1986,45.65377
lux,1987,45.93251
lux,1988,46.45707
lux,1992,46.58385
lux,1993,47.09854
lux,1994,46.95824
lux,1995,46.45978
lux,1996,47.27784
lux,1997,48.23359
lux,1998,47.75443
lux,1999,48.01356
lux,2000,48.76993
lux,2001,48.64841
lux,2002,48.35145
lux,2003,47.79374
lux,2004,48.42994
lux,2005,48.56639
lux,2006,48.03081
lux,2007,47.7835
lux,2008,47.70406
lux,2010,47.48582
lux,2011,47.55002
lux,2012,47.90388
lux,2013,47.64577
lux,2014,47.64303
lux,2015,48.40678
lux,2016,48.70741
lux,2017,48.50937
lva,1991,46.3766
lva,1992,46.25912
lva,1993,45.98098
lva,1994,46.26244
lva,1995,45.48236
lva,1996,45.43738
lva,1997,45.58721
lva,1998,40.63515
lva,1999,39.79525
lva,2000,39.43479
lva,2001,39.59109
lva,2002,39.28145
lva,2003,38.90039
lva,2004,38.22865
lva,2005,38.48893
lva,2006,39.16055
lva,2007,40.12133
lva,2008,40.44219
lva,2009,40.61675
lva,2010,39.3535
lva,2011,38.64619
lva,2012,39.2563
lva,2013,39.26864
lva,2014,39.64095
lva,2015,40.26731
lva,2016,40.35155
lva,2017,41.0736
mac,1971,29.41738
mac,1972,41.87117
mac,1973,69.84072
mac,1974,63.81282
mac,1990,5.02152
mac,1991,7.44828
mac,1992,7.42706
mac,1993,10.03501
mac,1995,11.11111
mac,1996,10.6383
mac,1997,10.20408
mac,1999,48.0529
mac,2000,44.88584
mac,2001,45.88378
mac,2002,47.52705
mac,2003,47.55299
mac,2004,47.75767
mac,2005,45.85062
mac,2006,44.00685
mac,2007,43.52694
mac,2008,43.43003
mac,2009,45.31646
mac,2010,43.58773
mac,2011,40.94227
mac,2012,38.91318
mac,2013,40.68536
mac,2014,39.90113
mac,2015,41.23539
mac,2016,38.21596
mac,2017,37.09677
mac,2018,34.50855
mar,1971,20.64273
mar,1972,20.68731
mar,1973,25.04465
mar,1974,31.00538
mar,1975,32.4358
mar,1976,38.97012
mar,1977,39.1619
mar,1978,44.73047
mar,1979,43.88542
mar,1980,39.07388
mar,1981,22.96655
mar,1982,39.12557
mar,1983,46.55387
mar,1984,51.50443
mar,1985,53.23882
mar,1986,35.91353
mar,1987,37.41935
mar,1988,26.1587
mar,1989,27.01362
mar,1990,50.50465
mar,1991,45.79381
mar,1992,46.22355
mar,1993,45.9203
mar,1994,44.0699
mar,1995,44.81102
mar,1996,45.97315
mar,1997,45.69666
mar,1998,45.97632
mar,1999,44.41845
mar,2000,44.35133
mar,2001,44.83078
mar,2002,42.70079
mar,2003,42.49602
mar,2004,39.06607
mar,2005,40.99965
mar,2006,41.53736
mar,2007,42.30395
mar,2008,38.49299
mar,2009,38.1233
mar,2010,38.68329
mar,2011,38.69742
mar,2012,38.43798
mar,2017,33.85807
mar,2018,34.28771
mco,1972,38.42795
mco,1973,38.49206
mco,1974,38.36364
mco,1978,35.8396
mco,1991,36.75676
mco,1992,36
mco,1994,40.44444
mco,1995,41.94831
mco,1996,42.69231
mco,1997,45.64394
mco,1998,44.40154
mco,1999,47.17742
mco,2000,42.31579
mco,2001,43.56223
mco,2008,40.86022
mco,2009,42.98094
mco,2010,45.47135
mco,2011,44.44444
mco,2012,48.22888
mco,2013,40.10554
mco,2014,39.57219
mco,2015,38.78116
mco,2016,37.26115
mco,2017,37.12575
mco,2018,37.66234
mco,2019,38.98305
mda,1990,59.17221
mda,1991,58.83891
mda,1992,59.25309
mda,1993,61.52612
mda,1994,59.41279
mda,1995,45.97926
mda,1996,42.32187
mda,1997,42.79291
mda,1999,36.28218
mda,2000,38.44245
mda,2001,36.00246
mda,2002,36.66246
mda,2003,36.88789
mda,2004,42.71265
mda,2005,44.39112
mda,2006,42.99299
mda,2007,42.90611
mda,2008,42.07966
mda,2009,42.36167
mda,2010,41.52845
mda,2011,40.36777
mda,2012,41.18978
mda,2013,41.66438
mda,2014,41.51439
mda,2015,40.36147
mda,2016,40.36837
mda,2017,39.35319
mda,2018,38.64485
mdg,1971,26.74144
mdg,1972,27.2281
mdg,1974,31.04725
mdg,1988,35.88819
mdg,1989,39.95533
mdg,1990,39.77607
mdg,2005,34.2108
mdg,2006,34.65319
mdg,2007,36.21983
mdg,2008,36.04497
mdg,2011,32.49483
mdg,2012,32.15579
mdg,2014,31.90557
mdg,2015,31.77313
mdg,2016,31.42292
mdg,2017,34.14049
mdg,2018,34.18391
mdv,1971,100
mdv,2000,44.63895
mdv,2001,51.3478
mdv,2003,30.15582
mdv,2004,30.04484
mex,1971,42.60278
mex,1974,65.83799
mex,1975,66.07806
mex,1976,70.61632
mex,1977,65.33525
mex,1978,67.25686
mex,1979,67.0101
mex,1980,67.18321
mex,1981,66.25614
mex,1982,62.86519
mex,1983,62.12983
mex,1984,60.89853
mex,1985,59.75568
mex,1986,62.25417
mex,1987,61.32118
mex,1988,61.78204
mex,1989,63.45978
mex,1990,63.22022
mex,1991,63.33855
mex,1992,53.72622
mex,1993,57.00938
mex,1994,59.30882
mex,1995,58.45693
mex,1996,57.85445
mex,1997,56.54312
mex,1998,55.55374
mex,1999,55.91182
mex,2000,56.10705
mex,2001,55.94077
mex,2002,57.09302
mex,2003,59.25243
mex,2004,57.39665
mex,2005,56.63269
mex,2006,56.0685
mex,2007,55.60036
mex,2008,55.42628
mex,2009,56.41043
mex,2010,56.20958
mex,2011,55.97879
mex,2012,56.3016
mex,2013,52.61918
mex,2014,52.87227
mex,2015,53.57774
mex,2016,54.02772
mex,2017,53.58518
mhl,2007,49.74359
mhl,2015,56.93431
mhl,2016,54.47761
mkd,1993,44.1429
mkd,1994,44.17388
mkd,1995,43.83135
mkd,1996,43.50014
mkd,1997,43.53195
mkd,1998,43.08938
mkd,1999,42.88038
mkd,2000,42.84924
mkd,2001,42.76406
mkd,2002,42.871
mkd,2003,42.85375
mkd,2004,42.75832
mkd,2005,42.54638
mkd,2007,42.43139
mkd,2008,42.02302
mkd,2009,42.73574
mkd,2010,44.00699
mkd,2011,44.16269
mkd,2012,44.06371
mkd,2013,43.21129
mkd,2014,43.25748
mkd,2015,43.98008
mkd,2017,43.67466
mli,1971,18.93863
mli,1972,30.76616
mli,1973,26.83434
mli,1974,31.48073
mli,1976,27.73145
mli,1978,25.33141
mli,1979,27.08752
mli,1980,29.32992
mli,1981,29.05002
mli,1982,31.30055
mli,1983,16.30452
mli,1984,20.56377
mli,1987,29.63426
mli,1988,25.60889
mli,1989,30.18868
mli,1990,25.19642
mli,1991,25.88348
mli,1992,23.95044
mli,1993,32.10287
mli,1994,29.82545
mli,1995,29.85091
mli,1996,38.68828
mli,1997,33.08658
mli,1998,33.12325
mli,1999,40.00149
mli,2000,36.54079
mli,2001,38.65941
mli,2002,39.92601
mli,2003,40.38472
mli,2004,40.52283
mli,2005,40.47303
mli,2006,40.94932
mli,2007,50.90962
mli,2008,41.13622
mli,2009,41.13577
mli,2010,41.13657
mli,2011,41.13616
mli,2013,41.82022
mli,2014,36.19487
mli,2015,41.15142
mli,2016,41.11478
mli,2017,39.97944
mli,2018,40.80944
mlt,1971,21.7551
mlt,1972,15.00536
mlt,1973,6.42518
mlt,1974,8.82051
mlt,1975,10.75621
mlt,1976,16.66287
mlt,1977,19.06741
mlt,1978,21.37821
mlt,1979,17.88396
mlt,1980,21.93172
mlt,1981,21.72648
mlt,1982,21.45793
mlt,1983,19.44603
mlt,1984,18.27382
mlt,1985,19.98371
mlt,1986,20.99717
mlt,1987,29.10741
mlt,1988,29.24981
mlt,1989,27.19477
mlt,1990,25.28066
mlt,1991,21.79468
mlt,1992,18.59473
mlt,1993,15.85484
mlt,1994,14.9668
mlt,1995,14.09237
mlt,1996,14.41675
mlt,1997,8.74965
mlt,1998,8.43628
mlt,1999,9.47794
mlt,2000,19.20639
mlt,2001,20.17699
mlt,2002,27.61146
mlt,2003,28.22407
mlt,2004,27.73919
mlt,2005,31.40643
mlt,2006,34.0635
mlt,2007,35.72241
mlt,2008,34.92647
mlt,2010,33.60788
mlt,2011,38.59797
mlt,2012,38.01418
mlt,2013,41.49688
mlt,2014,41.01101
mlt,2015,40.12567
mlt,2016,41.46341
mlt,2017,41.35716
mmr,1971,24.15062
mmr,1972,24.27194
mmr,1976,41.07761
mmr,1977,40.91004
mmr,1978,42.02544
mmr,1986,38.57812
mmr,1987,42.60549
mmr,1988,40.82674
mmr,1989,47.47837
mmr,1990,42.38388
mmr,1991,44.46743
mmr,1992,41.15041
mmr,1993,44.91959
mmr,1994,39.10239
mmr,2016,21.51192
mmr,2017,19.59635
mmr,2018,17.84159
mne,2003,45.73312
mne,2004,46.07628
mne,2005,46.24733
mne,2006,46.20417
mne,2007,45.66389
mne,2008,46.1666
mne,2009,45.37214
mne,2010,46.07543
mne,2011,45.27393
mne,2012,44.85585
mne,2015,44.15775
mne,2016,44.01757
mne,2017,44.40528
mne,2018,44.5529
mng,1974,62.73463
mng,1975,63.38756
mng,1976,63.75657
mng,1979,65.24833
mng,1980,65.04848
mng,1983,65.21739
mng,1986,49.07041
mng,1991,48.62094
mng,1993,4.9604
mng,1994,49.68236
mng,1995,48.49768
mng,1996,52.07212
mng,1997,52.58224
mng,1998,51.89935
mng,1999,53.87104
mng,2000,50.59994
mng,2001,50.90961
mng,2002,50.71232
mng,2003,49.84615
mng,2004,48.72805
mng,2005,50.19527
mng,2006,46.13218
mng,2009,45.47215
mng,2010,47.14342
mng,2013,42.04384
mng,2014,41.00632
mng,2015,39.25189
mng,2016,38.56941
mng,2017,38.0521
mng,2018,38.38176
moz,1973,31.1003
moz,1978,18.31688
moz,1979,18.1435
moz,1980,16.91035
moz,1981,16.74276
moz,1982,16.17076
moz,1983,17.547
moz,1985,17.51486
moz,1986,16.76881
moz,1987,18.66823
moz,1990,23.43624
moz,1991,22.07857
moz,1992,28.36859
moz,1993,29.42705
moz,1994,29.58539
moz,1995,30.13514
moz,1999,26.23341
moz,2000,27.8296
moz,2001,28.09866
moz,2002,28.05611
moz,2004,27.87373
moz,2005,29.81769
moz,2006,30.77011
moz,2007,30.68284
moz,2008,30.56262
moz,2009,32.58674
moz,2010,33.62437
moz,2011,34.07654
moz,2012,34.11896
moz,2013,34.13128
moz,2014,34.1172
moz,2015,34.27198
moz,2017,32.62083
mrt,1981,12.78317
mrt,1986,12.50445
mrt,1987,21.04701
mrt,1988,9.9015
mrt,1989,11.82735
mrt,1990,13.97575
mrt,1991,12.46612
mrt,1992,18.96745
mrt,1993,21.65053
mrt,1994,27.55259
mrt,1995,27.54663
mrt,1996,29.16667
mrt,1998,30.54929
mrt,1999,31.74792
mrt,2000,32.70978
mrt,2001,35.64718
mrt,2002,34.33703
mrt,2003,44.10355
mrt,2004,42.27082
mrt,2005,38.05283
mrt,2006,33.61689
mrt,2012,36.24868
mrt,2013,36.23188
mrt,2014,43.64345
mrt,2015,39.50851
mrt,2016,39.43951
mrt,2017,39.20516
mrt,2018,41.2656
mus,1971,39.52756
mus,1972,40.3165
mus,1973,38.20225
mus,1974,38.94536
mus,1975,41.57927
mus,1976,43.47319
mus,1977,42.93746
mus,1978,42.66994
mus,1979,47.32704
mus,1980,22.22222
mus,1981,27.27273
mus,1982,21.36499
mus,1983,21.69231
mus,1984,34.17266
mus,1985,37.91908
mus,1986,38.25364
mus,1987,36.03708
mus,1988,30.98739
mus,1989,24.60094
mus,1990,31.72475
mus,1991,31.625
mus,1996,28.94646
mus,1998,27.98826
mus,1999,22.30102
mus,2000,21.0637
mus,2001,22.86499
mus,2002,29.10009
mus,2003,29.73518
mus,2004,29.88291
mus,2005,30.99055
mus,2012,34.09925
mus,2013,33.30502
mus,2014,34.378
mus,2015,35.55147
mus,2016,36.77358
mus,2017,39.84205
mus,2018,35.56239
mwi,1972,29.79516
mwi,1973,26.97023
mwi,1975,20.88959
mwi,1976,5.23605
mwi,1977,21.19253
mwi,1978,15.85302
mwi,1979,17.18016
mwi,1980,17.64706
mwi,1981,24.32
mwi,1982,25.21186
mwi,1983,25.57883
mwi,1984,27.8436
mwi,1985,26.72259
mwi,1986,27.11771
mwi,1987,20.43011
mwi,1988,25.66955
mwi,1989,27.46976
mwi,1990,23.25368
mwi,1991,27.92453
mwi,1993,34.40684
mwi,1994,31.09005
mwi,1995,20.39841
mwi,1996,20.67327
mys,1970,47.30837
mys,1971,47.29285
mys,1972,45.78172
mys,1973,56.08749
mys,1974,58.18352
mys,1976,36.07143
mys,1978,32.01009
mys,1979,30.41968
mys,1980,29.37718
mys,1981,28.27601
mys,1982,29.201
mys,1983,29.4272
mys,1984,28.72572
mys,1985,29.01544
mys,1986,46.39423
mys,1987,41.53052
mys,1988,39.78871
mys,1989,36.5217
mys,1990,49.09716
mys,1991,46.63749
mys,1992,43.46518
mys,1993,26.59486
mys,1994,39.95786
mys,1998,33.13664
mys,1999,43.5441
mys,2000,41.15017
mys,2001,42.94352
mys,2002,42.41585
mys,2003,41.56843
mys,2004,41.94127
mys,2005,43.27673
mys,2006,43.22433
mys,2007,43.62976
mys,2008,43.21958
mys,2009,43.20333
mys,2010,43.09215
mys,2011,42.45854
mys,2012,38.38565
mys,2013,37.99583
mys,2014,41.2747
mys,2016,46.61178
mys,2017,43.13411
mys,2018,44.01866
nam,1989,21.22016
nam,1990,22.2408
nam,1991,16
nam,1992,21.55772
nam,1993,21.39219
nam,1994,38.97059
nam,1995,30.20833
nam,1996,42.68293
nam,1997,51.54639
ncl,1970,35.11175
ncl,1971,35.79545
ncl,1972,39.03869
ncl,1973,36.86975
ncl,1974,40.70916
ncl,1975,41.55348
ncl,1976,41.65309
ncl,1977,44.33028
ncl,1978,43.15094
ncl,1979,43.07692
ncl,1980,52.067
ncl,1981,48.3166
ncl,1982,37.19763
ncl,1983,44.16295
ncl,1984,46.78951
ncl,1985,46.28845
ncl,1986,45.97098
ncl,1987,47.26901
ncl,1988,46.85419
ncl,1989,46.07071
ncl,1990,44.80636
ncl,1991,44.99216
ncl,1992,45
ncl,1993,44.98715
ncl,1994,45
ncl,1995,45.01279
ncl,1996,45.02551
ncl,1997,45.03817
ner,1971,33.38369
ner,1972,25.93918
ner,1973,18.61702
ner,1974,17.75244
ner,1975,23.67021
ner,1976,23.5434
ner,1977,23.9801
ner,1978,24.5828
ner,1979,21.82269
ner,1980,18.61935
ner,1981,24.20247
ner,1982,22.46019
ner,1987,26.54054
ner,1988,23.48643
ner,1989,29.62659
ner,1990,21.20141
ner,1991,30.35936
ner,1992,27.33266
ner,1993,23.17536
ner,1996,17.1188
ner,1997,22.23776
ner,1998,29.6362
ner,1999,39.68954
ner,2000,39.22212
ner,2001,42.52717
ner,2002,34.42982
ner,2003,36.20299
ner,2004,43.23308
ner,2005,39.32292
ner,2006,47.97159
ner,2007,41.01562
ner,2008,35.78711
ner,2009,31.9713
ner,2010,56.56239
ner,2011,60.48131
ner,2012,53.92221
ner,2013,55.13192
ner,2014,58.13811
ner,2015,55.8578
ner,2016,53.78912
ner,2017,49.18524
nga,1970,27.70704
nga,1971,26.76682
nga,1972,21.52182
nga,1973,26.85481
nga,1977,22.62382
nga,1978,23.26124
nga,1979,25.21797
nga,1980,22.904
nga,1981,25.59447
nga,1982,32.25477
nga,1983,26.64856
nga,1984,17.91568
nga,1989,44.98651
nga,1990,44.45659
nic,1970,49.91933
nic,1971,52.85645
nic,1972,48.7545
nic,1973,50.1212
nic,1974,47.81425
nic,1975,57.0749
nic,1977,44.34946
nic,1978,47.13212
nic,1980,58.93554
nic,1982,60.80603
nic,1983,61.65865
nic,1984,63.78303
nic,1985,76.08978
nic,1986,71.21676
nic,1987,66.02041
nic,1988,64.38251
nic,1989,61.48453
nic,1999,56.33803
nic,2000,56.306
nic,2001,57.20461
nic,2002,56.10117
nic,2004,54.17536
nic,2005,54.81399
nic,2006,54.12156
nic,2007,54.56603
nic,2008,55.33594
nic,2010,59.68023
nld,1971,40.83312
nld,1972,41.85462
nld,1973,42.31974
nld,1974,42.0403
nld,1975,41.66697
nld,1976,42.57764
nld,1977,42.18963
nld,1978,42.41638
nld,1979,42.28692
nld,1980,41.7778
nld,1981,41.46912
nld,1982,41.37449
nld,1983,41.50048
nld,1984,41.66328
nld,1985,42.11968
nld,1986,42.79485
nld,1987,42.93121
nld,1988,42.15657
nld,1989,42.31259
nld,1990,41.97542
nld,1991,41.98366
nld,1992,42.34794
nld,1993,43.32925
nld,1994,41.4977
nld,1995,42.86802
nld,1996,42.82302
nld,1997,43.89271
nld,1998,44.44779
nld,1999,44.51705
nld,2000,44.94374
nld,2001,45.82151
nld,2002,45.99997
nld,2003,47.00783
nld,2004,46.5384
nld,2005,46.34956
nld,2006,45.94416
nld,2007,45.8913
nld,2008,45.94514
nld,2009,46.03261
nld,2010,46.14104
nld,2011,46.39087
nld,2012,46.11862
nld,2015,49.21205
nld,2016,49.21633
nld,2017,49.06882
nld_curacao,2013,48.356
nor,1971,45.71414
nor,1972,45.56148
nor,1973,45.5913
