geo,time,se_sec_enrl_vo_fe_zs
bdi,1990,41.53319
bdi,1991,34.88028
bdi,1992,38.33085
bdi,1993,42.05958
bdi,2003,43.6062
bdi,2004,48.6801
bdi,2005,48.68576
bdi,2006,48.98422
bdi,2007,44.26762
bdi,2009,37.56161
bdi,2010,36.02974
bdi,2011,39.06498
bdi,2012,33.07064
bdi,2013,39.65735
bdi,2014,43.2804
bdi,2015,46.96151
bdi,2016,47.19072
bdi,2017,47.04068
bdi,2018,47.70961
bel,1971,49.83848
bel,1972,49.60298
bel,1973,50.03206
bel,1974,50.11701
bel,1975,51.24218
bel,1976,51.60106
bel,1977,52.61859
bel,1984,48.15869
bel,1985,47.7156
bel,1986,47.41395
bel,1987,47.28465
bel,1988,46.92964
bel,1991,43.46538
bel,1993,50.56884
bel,1994,50.47106
bel,1995,50.99359
bel,1996,50.70795
bel,1999,50.47372
bel,2000,51.57237
bel,2001,51.82169
bel,2002,51.75255
bel,2003,51.14448
bel,2004,51.05109
bel,2005,51.87721
bel,2006,52.19229
bel,2007,52.56441
bel,2008,53.04006
bel,2009,53.15208
bel,2010,52.95118
bel,2011,52.96839
bel,2012,53.15871
bel,2013,51.37607
bel,2014,51.25235
bel,2015,51.01477
bel,2016,50.72167
bel,2017,50.54922
ben,1971,13.15789
ben,1973,14.58107
ben,1974,14.77598
ben,1975,14.16016
ben,1977,8.84316
ben,1985,36.80096
ben,1986,35.33921
ben,1987,39.20567
ben,2000,37.17249
ben,2001,36.80995
ben,2002,33.09917
ben,2003,24.7653
ben,2004,41.86513
ben,2011,38.47559
ben,2013,40.18621
ben,2014,39.12897
ben,2015,33.5958
ben,2016,33.8296
bfa,1971,41.69279
bfa,1972,36.48029
bfa,1973,39.49329
bfa,1974,34.26715
bfa,1975,37.01578
bfa,1976,35.4902
bfa,1977,22.63849
bfa,1979,37.32375
bfa,1980,42.21204
bfa,1981,38.65016
bfa,1982,47.85306
bfa,1983,41.14698
bfa,1984,46.34907
bfa,1985,52.27984
bfa,1986,50.22693
bfa,1999,52.68136
bfa,2000,52.22544
bfa,2001,50.75305
bfa,2003,50.19271
bfa,2004,49.65646
bfa,2005,49.21541
bfa,2006,49.49135
bfa,2007,49.40798
bfa,2008,48.55916
bfa,2009,48.59141
bfa,2010,47.45294
bfa,2011,46.10658
bfa,2012,46.38618
bfa,2013,46.87521
bfa,2014,44.19807
bfa,2015,44.14952
bfa,2016,43.22344
bfa,2017,41.31922
bfa,2018,39.13744
bgd,1973,17.71787
bgd,1976,7.16793
bgd,1977,8.0301
bgd,1979,8.85423
bgd,1980,8.40937
bgd,1981,6.93241
bgd,1984,24.57284
bgd,1985,25.38394
bgd,1986,15.72194
bgd,1987,15.20449
bgd,1988,17.0648
bgd,1989,14.08823
bgd,1990,14.01903
bgd,1998,23.41681
bgd,1999,23.82906
bgd,2000,24.75727
bgd,2001,25.23314
bgd,2002,25.59218
bgd,2003,26.45538
bgd,2004,27.0964
bgd,2005,29.70321
bgd,2006,29.24422
bgd,2007,30.05525
bgd,2008,30.05551
bgd,2009,29.86916
bgd,2010,24.72807
bgd,2011,32.87114
bgd,2012,33.31007
bgd,2013,33.28794
bgd,2015,27.36015
bgd,2016,27.59047
bgd,2017,27.31256
bgd,2018,27.64044
bgr,1971,42.07483
bgr,1972,42.32216
bgr,1973,42.38224
bgr,1974,42.38892
bgr,1975,42.31679
bgr,1976,41.76369
bgr,1977,40.61835
bgr,1978,39.32949
bgr,1979,39.23223
bgr,1980,39.24423
bgr,1981,39.8654
bgr,1982,39.32931
bgr,1983,38.55111
bgr,1984,37.2505
bgr,1985,36.66692
bgr,1986,37.32643
bgr,1987,37.66329
bgr,1988,37.81047
bgr,1989,38.27071
bgr,1990,38.49991
bgr,1991,39.1628
bgr,1992,38.41467
bgr,1993,37.5941
bgr,1994,37.65759
bgr,1995,37.54596
bgr,1996,37.42858
bgr,1997,37.82882
bgr,1998,37.19563
bgr,1999,37.09804
bgr,2000,37.29112
bgr,2001,38.30231
bgr,2002,38.92712
bgr,2003,38.78915
bgr,2004,38.24623
bgr,2005,38.07662
bgr,2006,38.17397
bgr,2007,38.14997
bgr,2008,38.67533
bgr,2009,38.91626
bgr,2010,39.13367
bgr,2011,38.78165
bgr,2012,39.12009
bgr,2013,40.20622
bgr,2014,41.53608
bgr,2015,41.36026
bgr,2016,41.16416
bgr,2017,41.41524
bhr,1971,3.97906
bhr,1972,10.25465
bhr,1973,17.18346
bhr,1974,24.3007
bhr,1975,24.36888
bhr,1976,27.67372
bhr,1977,28.23864
bhr,1978,31.45822
bhr,1979,32.95053
bhr,1980,29.93164
bhr,1981,35.16014
bhr,1982,38.39527
bhr,1983,39.6475
bhr,1984,39.11136
bhr,1985,36.58473
bhr,1986,34.99365
bhr,1987,32.80156
bhr,1988,31.09405
bhr,1989,29.5316
bhr,1990,27.24579
bhr,1991,25.9515
bhr,1992,25.69343
bhr,1993,24.87095
bhr,1994,25.50177
bhr,1995,24.8559
bhr,1996,27.54443
bhr,1997,31.15137
bhr,1998,32.65411
bhr,1999,35.23322
bhr,2000,37.85862
bhr,2001,40.29143
bhr,2002,40.54136
bhr,2003,40.54145
bhr,2004,38.57059
bhr,2005,38.65803
bhr,2006,39.23026
bhr,2008,35.6652
bhr,2009,26.62168
bhr,2010,12.60399
bhr,2011,11.68535
bhr,2012,13.70084
bhr,2013,14.04591
bhr,2014,11.54822
bhr,2015,10.24602
bhr,2016,8.40666
bhr,2017,8.25945
bhr,2018,8.13083
bih,2007,45.29495
bih,2008,44.96288
bih,2009,44.91105
bih,2010,44.92799
bih,2011,44.89563
bih,2012,44.83278
bih,2013,44.70979
bih,2014,44.91723
bih,2015,45.39246
bih,2016,45.66547
bih,2017,46.10379
bih,2018,46.05899
blr,1971,51.57171
blr,1972,51.57932
blr,1973,51.5854
blr,1974,51.59039
blr,1975,51.59454
blr,1976,51.59806
blr,1977,51.43345
blr,1978,51.29638
blr,1979,51.17759
blr,1980,51.09389
blr,1981,51.28384
blr,1982,51.45025
blr,1983,51.8018
blr,1984,52.20779
blr,1985,52.27848
blr,1986,52.21538
blr,1987,52.00149
blr,1988,52.06338
blr,1989,52.08024
blr,1990,52.2928
blr,1998,27.63158
blr,2008,35.69737
blr,2009,36.76106
blr,2010,37.82101
blr,2011,37.4065
blr,2012,36.90863
blr,2013,36.74496
blr,2014,37.38259
blr,2015,37.38923
blr,2016,37.14955
blr,2017,37.09222
blr,2018,37.40435
blz,1973,59.90783
blz,1974,55.55556
blz,1977,100
blz,1986,12.87129
blz,1987,16.12903
blz,1991,3.80952
blz,1994,12.65823
blz,1995,22.4
blz,2001,50.41494
blz,2003,59.34579
blz,2004,51.18846
blz,2005,47.69841
blz,2006,39.96305
blz,2007,49.65197
blz,2008,50.41889
blz,2009,48.25228
blz,2010,50.15129
blz,2011,50.03309
blz,2012,45.5814
blz,2013,46.09635
blz,2014,49.67159
blz,2015,39.70182
blz,2016,46.29778
blz,2017,46.19431
blz,2018,47.16752
bmu,1971,48.82075
bmu,1972,31.53527
bmu,1973,52.21843
bmu,1979,33.15217
bmu,1980,37.88546
bol,1971,57.12007
bol,1972,57.30774
bol,1998,57.964
bol,1999,59.41292
bol,2000,47.39291
bol,2001,47.40471
bol,2002,47.48656
bol,2003,47.63855
bol,2004,47.68585
bol,2005,47.83621
bol,2006,48.17212
bol,2007,48.48275
bol,2008,48.78279
bol,2009,49.21814
bol,2010,49.21174
bol,2011,49.50741
bol,2012,49.32377
bol,2013,49.41372
bol,2014,49.36858
bol,2015,49.08433
bol,2016,49.03613
bol,2017,49.00135
bol,2018,49.00427
bra,1970,52.90964
bra,1971,59.88952
bra,1972,59.03009
bra,1973,56.80491
bra,1974,54.97565
bra,1975,44.56722
bra,1976,54.35779
bra,1977,54.17237
bra,1978,54.97811
bra,1998,56.36769
bra,2002,54.16286
bra,2003,73.04363
bra,2004,47.46045
bra,2005,50.31512
bra,2007,57.64266
bra,2008,57.33766
bra,2009,57.15367
bra,2010,57.27749
bra,2011,56.95416
bra,2012,56.08382
bra,2013,57.14336
bra,2014,55.91833
bra,2015,55.35542
bra,2016,54.90768
bra,2017,54.55577
brb,1971,34.11911
brb,1972,36.49635
brb,1973,34.16557
brb,1991,24.84472
brb,2001,23.68421
brb,2002,28.18182
brb,2003,22.93578
brb,2004,14.10256
brb,2005,38.35616
brn,1970,34.35805
brn,1971,32.34624
brn,1972,27.42947
brn,1973,30.93093
brn,1974,34.58647
brn,1975,30.20496
brn,1976,34.52244
brn,1977,36.0799
brn,1978,40.16687
brn,1979,45.58659
brn,1980,40.37404
brn,1981,34.02256
brn,1982,34.74903
brn,1983,38.02947
brn,1984,39.28305
brn,1987,32.23529
brn,1988,37.32782
brn,1991,40.52665
brn,1992,40.61592
brn,1993,42.71507
brn,1994,42.49186
brn,1998,40.53896
brn,1999,39.61039
brn,2000,36.14393
brn,2001,36.01675
brn,2002,36.43862
brn,2003,39.31549
brn,2004,39.93879
brn,2005,40.66445
brn,2006,39.73852
brn,2007,37.43034
brn,2008,37.54668
brn,2009,38.76389
brn,2010,41.04135
brn,2011,43.63636
brn,2012,49.61435
brn,2013,47.22344
brn,2014,44.1302
brn,2015,43.52557
brn,2016,45.55373
brn,2017,45.3712
brn,2018,47.40346
btn,1970,4.36137
btn,1971,1.90476
btn,1972,2.46914
btn,1974,1.22616
btn,1977,3.81471
btn,1983,4.61398
btn,1984,6.71378
btn,1985,6.30942
btn,2001,37.61261
btn,2005,33.65079
btn,2006,32.96296
btn,2007,33.95639
btn,2014,38.79004
btn,2015,29.65143
btn,2016,33.8265
btn,2017,34.89583
btn,2018,34.8705
bwa,1970,41.25387
bwa,1971,44.4898
bwa,1972,44.32863
bwa,1973,44.15863
bwa,1974,47.90914
bwa,1975,46.89214
bwa,1976,49.34326
bwa,1977,51.25
bwa,1978,38.74092
bwa,1979,44.71806
bwa,1980,43.53253
bwa,1981,53.09168
bwa,1983,52.35678
bwa,1984,47.88016
bwa,1985,50.05035
bwa,1986,49.26608
bwa,1987,43.80766
bwa,1988,50.24759
bwa,1989,47.27838
bwa,1990,43.3641
bwa,1991,51.60186
bwa,1992,51.14827
bwa,1993,46.40917
bwa,1994,43.60757
bwa,1995,38.7837
bwa,1998,37.35788
bwa,1999,35.70611
bwa,2000,37.82122
bwa,2001,38.36795
bwa,2002,38.11799
bwa,2003,38.18378
bwa,2004,37.66306
bwa,2005,34.32103
bwa,2006,39.3906
bwa,2007,37.53715
caf,1971,33.24937
caf,1972,31.84143
caf,1973,31.56288
caf,1976,27.56734
caf,1977,21.17452
caf,1978,37.34861
caf,1979,37.39394
caf,1980,45.20949
caf,1981,45.29412
caf,1982,32.91139
caf,1984,46.7424
caf,1985,47.60466
caf,1986,44.98285
caf,1987,43.10507
caf,1988,44.17331
caf,1989,43.94168
caf,1990,41.77575
caf,1991,47.69066
caf,1992,39.13338
caf,2001,37.76925
caf,2009,37.07523
caf,2010,33.95538
caf,2011,37.75926
caf,2012,37.27273
caf,2016,44.21573
caf,2017,42.14411
can,2012,43.11832
can,2013,43.7466
can,2014,44.1217
can,2015,43.45464
can,2016,45.05835
can,2017,45.85005
che,1978,38.55689
che,1979,39.87518
che,1980,40.48105
che,1981,40.59507
che,1982,40.82665
che,1983,41.12043
che,1984,41.14926
che,1985,41.39945
che,1986,41.71647
che,1987,42.31539
che,1988,42.85393
che,1989,43.23861
che,1990,43.17208
che,1991,43.23782
che,1992,43.08737
che,1993,40.28178
che,1994,40.26863
che,1995,39.87639
che,1996,39.77676
che,1998,38.75927
che,1999,39.44244
che,2000,39.27143
che,2001,40.13411
che,2002,39.92155
che,2003,39.98779
che,2004,39.53278
che,2005,39.77802
che,2006,39.54633
che,2007,40.20403
che,2008,40.7375
che,2009,41.1911
che,2010,42.21333
che,2011,42.30537
che,2012,42.26054
che,2013,42.2288
che,2015,42.0606
che,2016,41.84796
che,2017,41.71608
chl,1970,45.89486
chl,1971,44.23137
chl,1972,43.12112
chl,1973,42.62632
chl,1974,43.7463
chl,1975,44.24757
chl,1976,45.32278
chl,1977,45.76924
chl,1978,45.82357
chl,1979,47.20893
chl,1980,47.29053
chl,1981,48.36319
chl,1982,45.50362
chl,1983,48.39776
chl,1984,49.32166
chl,1985,49.64282
chl,1986,49.94097
chl,1988,48.1503
chl,1989,47.92897
chl,1990,47.73881
chl,1991,47.73102
chl,1992,47.19904
chl,1993,47.45024
chl,1994,46.55444
chl,1998,47.47933
chl,1999,47.3612
chl,2000,46.9912
chl,2002,46.93053
chl,2003,45.96104
chl,2004,46.02646
chl,2005,46.19172
chl,2006,46.75661
chl,2007,47.01495
chl,2008,47.31282
chl,2009,47.63586
chl,2010,47.37931
chl,2011,47.46411
chl,2012,47.17495
chl,2013,46.77213
chl,2014,46.56807
chl,2015,46.31531
chl,2016,46.19255
chl,2017,45.93058
chn,1979,33.05893
chn,1980,31.00521
chn,1981,31.82154
chn,1982,35.29767
chn,1983,36.2833
chn,1984,39.03882
chn,1985,39.48422
chn,1986,35.76734
chn,1987,42.57386
chn,1988,42.50981
chn,1989,43.20153
chn,1990,37.68776
chn,1991,38.39105
chn,1992,38.81109
chn,1993,39.44805
chn,1994,45.12688
chn,1995,46.11326
chn,1996,47.16836
chn,1997,45.63304
chn,2003,48.10345
chn,2006,51.05769
chn,2007,50.46374
chn,2008,50.16955
chn,2009,50.03688
chn,2010,45.24974
chn,2011,45.12883
chn,2012,45.18861
chn,2013,45.53823
chn,2014,45.37029
chn,2015,45.42252
chn,2016,44.40042
chn,2017,43.74183
chn,2018,42.7632
civ,1971,22.8762
civ,1972,23.98246
civ,1973,23.13476
civ,1974,25.5143
civ,1981,45.46526
civ,1983,38.58942
civ,1984,44.20051
civ,1999,49.86186
civ,2014,48.29399
civ,2015,49.8616
civ,2016,49.02755
civ,2017,49.57033
civ,2018,48.25795
cmr,1971,34.65002
cmr,1972,34.71994
cmr,1973,34.61174
cmr,1974,36.13221
cmr,1975,35.12531
cmr,1976,35.72951
cmr,1977,37.98063
cmr,1978,38.74656
cmr,1979,38.31558
cmr,1980,39.65768
cmr,1981,39.02025
cmr,1982,39.57804
cmr,1983,39.53282
cmr,1984,39.90265
cmr,1985,40.14035
cmr,1986,41.53345
cmr,1987,42.02684
cmr,1988,41.79478
cmr,1989,40.9346
cmr,1990,40.47201
cmr,1991,41.57693
cmr,1992,43.55039
cmr,1995,41.40091
cmr,1997,39.59822
cmr,1998,39.50395
cmr,1999,39.90354
cmr,2001,37.84506
cmr,2003,40.00026
cmr,2004,40.00029
cmr,2005,40
cmr,2006,39.12167
cmr,2007,40.80159
cmr,2008,38.61258
cmr,2009,37.49749
cmr,2011,36.57067
cmr,2012,37.68904
cmr,2013,37.24211
cmr,2014,37.00491
cmr,2015,37.00586
cmr,2016,36.59785
cod,1971,23.40821
cod,1972,25.20073
cod,1973,30.06503
cod,1974,32.36692
cod,1975,31.16628
cod,1976,30.45095
cod,1977,29.36082
cod,1978,28.37222
cod,1979,27.47763
cod,1988,33.7768
cod,1992,34.23247
cod,1993,33.76857
cod,1994,31.68675
cod,2008,33.47039
cod,2009,33.95036
cod,2010,33.20711
cod,2012,33.83155
cod,2013,34.25617
cod,2014,34.87661
cod,2015,35.35325
cog,1971,31.64784
cog,1972,32.50647
cog,1973,35.86446
cog,1974,32.78801
cog,1975,35.25751
cog,1976,39.08604
cog,1977,45.03588
cog,1978,48.13401
cog,1979,47.12273
cog,1980,45.92221
cog,1981,51.0892
cog,1982,53.47088
cog,1983,38.92577
cog,1984,38.85226
cog,1985,50.9217
cog,1986,51.8654
cog,1987,53.50955
cog,1988,55.59528
cog,1989,54.49932
cog,1990,54.22064
cog,1992,46.43476
cog,1996,44.29142
cog,2002,52.47652
cog,2003,53.00685
cog,2004,48.30905
cog,2012,45.80324
col,1970,65.68703
col,1971,65.28376
col,1972,70.34446
col,1975,50.46945
col,1977,48.85689
col,1978,51.11228
col,1979,49.47548
col,1980,49.92384
col,1981,51.40163
col,1982,51.40066
col,1983,61.63114
col,1984,49.90006
col,1985,50.21952
col,1986,50.38248
col,1987,49.90325
col,1988,50.06441
col,1989,49.81434
col,1991,60.90068
col,1996,55.52214
col,2002,54.87825
col,2004,55.24889
col,2005,54.33307
col,2006,54.06767
col,2007,54.58633
col,2008,53.60311
col,2009,54.24789
col,2010,54.28057
col,2011,54.47837
col,2012,54.32539
col,2013,53.76103
col,2014,53.67762
col,2015,53.57311
col,2016,53.58631
col,2017,53.46824
col,2018,53.25101
com,1971,25
com,1973,26.08696
com,1981,25.18519
com,1986,26.60194
com,1987,25.4491
com,1999,24.5283
com,2002,40.26549
com,2003,10.14493
com,2004,6.54762
com,2013,10.76923
com,2014,8.29146
com,2017,8.29493
cpv,1971,27.33564
cpv,1972,49.11717
cpv,1987,36.51772
cpv,1988,38.18722
cpv,1989,40.73034
cpv,1990,39.76064
cpv,1994,39.01267
cpv,2001,38.51992
cpv,2002,40.02809
cpv,2003,39.43966
cpv,2004,39.45875
cpv,2005,41.15818
cpv,2006,42.30216
cpv,2007,42.66169
cpv,2008,43.57367
cpv,2009,46.03081
cpv,2010,48.49517
cpv,2011,48.53801
cpv,2012,47.95673
cpv,2013,45.67493
cpv,2014,41.78843
cpv,2015,41.86618
cpv,2016,42.56378
cpv,2017,40.74324
cpv,2018,39.10891
cri,1970,35.54851
cri,1971,39.89763
cri,1972,39.91853
cri,1973,47.12957
cri,1974,44.30459
cri,1975,44.4439
cri,1976,45.89402
cri,1977,47.48449
cri,1978,47.99973
cri,1979,49.81729
cri,1980,50.40183
cri,1981,49.52626
cri,1982,50
cri,1983,51.23537
cri,1984,50.10256
cri,1985,49.86859
cri,1986,49.43444
cri,1987,48.92491
cri,1988,48.7094
cri,1989,48.19006
cri,1990,48.0723
cri,1991,48.27029
cri,1992,48.20204
cri,1993,49.00227
cri,1994,48.4361
cri,1995,48.82754
cri,1996,49.11123
cri,1997,50.24506
cri,1998,49.82655
cri,1999,49.81857
cri,2000,50.07363
cri,2001,48.96978
cri,2002,49.82066
cri,2004,50.43004
cri,2005,50.8795
cri,2006,50.26944
cri,2007,50.51534
cri,2008,50.71365
cri,2009,50.73261
cri,2010,50.31666
cri,2011,50.42446
cri,2012,50.57176
cri,2013,51.45154
cri,2014,51.67338
cri,2015,51.11643
cri,2016,51.24468
cri,2017,51.42762
cri,2018,52.25552
cub,1972,37.10459
cub,1973,35.84317
cub,1974,34.24634
cub,1975,35.504
cub,1978,46.41637
cub,1979,49.9638
cub,1980,49.35789
cub,1981,49.91444
cub,1982,50.14954
cub,1983,50.41224
cub,1984,47.31925
cub,1985,47.45925
cub,1986,48.1482
cub,1987,48.2485
cub,1988,48.53803
cub,1989,49.22017
cub,1990,49.73687
cub,1991,50.44583
cub,1992,50.28074
cub,1993,48.44768
cub,1994,47.39818
cub,1995,48.31422
cub,1996,44.05555
cub,1997,47.5489
cub,1999,40.90238
cub,2000,39.98448
cub,2001,41.83921
cub,2002,37.94716
cub,2003,39.18041
cub,2004,42.8144
cub,2005,43.96565
cub,2006,44.39405
cub,2007,42.46653
cub,2008,41.0139
cub,2009,40.16416
cub,2010,38.00173
cub,2011,38.45638
cub,2012,38.47749
cub,2013,38.44565
cub,2014,39.39785
cub,2015,40.30996
cub,2016,40.41653
cub,2017,40.1256
cub,2018,40.38971
cyp,1971,12.72809
cyp,1972,13.16461
cyp,1973,5.83611
cyp,1974,7.14897
cyp,1975,6.61114
cyp,1976,6.31545
cyp,1977,7.05811
cyp,1978,10.48639
cyp,1979,11.03181
cyp,1980,11.26712
cyp,1981,14.17743
cyp,1982,15.62331
cyp,1983,17.49593
cyp,1984,8.08163
cyp,1985,10.37075
cyp,1986,12.05472
cyp,1987,12.18648
cyp,1988,13.46927
cyp,1989,14.69523
cyp,1990,15.70248
cyp,1991,17.22772
cyp,1992,17.33922
cyp,1993,18.05003
cyp,1994,18.5224
cyp,1995,19.4786
cyp,1996,20.34014
cyp,1997,20.48114
cyp,1999,15.98216
cyp,2000,15.71038
cyp,2001,16.25528
cyp,2002,17.03963
cyp,2003,17.51089
cyp,2004,17.70414
cyp,2005,17.47911
cyp,2006,16.8448
cyp,2007,15.43768
cyp,2008,15.07897
cyp,2009,16.00097
cyp,2010,16.47781
cyp,2011,16.63475
cyp,2012,16.93452
cyp,2013,18.55505
cyp,2014,20.42132
cyp,2015,21.8143
cyp,2016,23.08793
cyp,2017,23.34994
cze,1971,49.51191
cze,1972,49.07567
cze,1973,48.97898
cze,1974,48.78305
cze,1975,48.89794
cze,1976,48.935
cze,1977,48.9893
cze,1978,49.02692
cze,1979,49.07275
cze,1980,48.97018
cze,1982,49.90251
cze,1983,49.73822
cze,1984,49.56273
cze,1985,49.60838
cze,1986,49.59768
cze,1987,57.06829
cze,1988,57.20576
cze,1989,42.08029
cze,1990,40.18183
cze,1991,43.38663
cze,1992,47.22488
cze,1993,50.46654
cze,1994,47.37115
cze,1995,48.32247
cze,1996,48.52502
cze,1997,48.88649
cze,1998,49.47826
cze,1999,48.83811
cze,2000,46.95151
cze,2001,47.40984
cze,2002,47.10023
cze,2003,46.81333
cze,2004,46.26857
cze,2005,46.43295
cze,2006,46.4919
cze,2007,46.13754
cze,2008,45.79731
cze,2009,45.44515
cze,2010,44.92097
cze,2011,44.62491
cze,2012,44.54766
cze,2013,45.41385
cze,2014,45.22872
cze,2015,45.36438
cze,2016,45.25483
cze,2017,45.07065
deu,1992,44.12607
deu,1993,43.62789
deu,1994,43.82831
deu,1995,43.69264
deu,1996,43.80632
deu,1997,44.14206
deu,1998,42.90273
deu,1999,43.12037
deu,2000,42.91809
deu,2001,42.96005
deu,2002,42.96659
deu,2003,42.53731
deu,2004,42.27633
deu,2005,42.58165
deu,2006,42.07672
deu,2007,42.03561
deu,2008,41.85292
deu,2009,38.39429
deu,2010,38.75857
deu,2011,38.21952
deu,2012,37.88868
deu,2013,38.11669
deu,2014,38.20723
deu,2015,37.77242
deu,2016,37.23952
deu,2017,35.8685
dji,1971,20.41467
dji,1973,23.24786
dji,1974,24.06417
