geo,time,se_sec_enrr_fe
bdi,2009,16.86162
bdi,2010,19.45407
bdi,2011,22.14746
bdi,2012,24.85687
bdi,2013,29.94064
bdi,2014,36.77586
bdi,2015,42.89834
bdi,2016,47.35601
bdi,2017,50.43093
bdi,2018,51.08968
bdi,2019,48.28493
bdi,2021,52.24766
bel,1971,81.00773
bel,1972,82.53119
bel,1973,83.34034
bel,1974,83.78441
bel,1975,83.67285
bel,1976,83.47497
bel,1977,85.44152
bel,1978,87.81908
bel,1979,89.02944
bel,1980,90.25831
bel,1981,91.70476
bel,1982,93.45476
bel,1983,94.2437
bel,1984,96.4877
bel,1985,99.04016
bel,1986,100.17558
bel,1987,100.40085
bel,1988,101.20368
bel,1989,101.6762
bel,1990,102.19772
bel,1991,102.46524
bel,1992,103.48923
bel,1993,146.08954
bel,1994,149.45731
bel,1995,152.47813
bel,1996,152.0984
bel,1999,147.47707
bel,2000,152.37506
bel,2001,162.36852
bel,2002,165.13026
bel,2003,166.61784
bel,2004,160.76874
bel,2005,169.0976
bel,2006,170.87955
bel,2007,169.72412
bel,2008,169.81589
bel,2009,167.85138
bel,2010,167.30466
bel,2011,166.90495
bel,2012,168.32822
bel,2013,171.39053
bel,2014,172.71198
bel,2015,174.67844
bel,2016,170.35963
bel,2017,167.78577
bel,2018,165.28127
bel,2019,165.744
ben,1971,2.57604
ben,1973,3.87842
ben,1974,4.39464
ben,1975,5.43012
ben,1977,5.09063
ben,1985,11.07611
ben,1986,9.30152
ben,1987,8.70108
ben,1999,13.23306
ben,2000,13.68516
ben,2001,15.1525
ben,2002,16.43561
ben,2003,17.16556
ben,2004,18.44807
ben,2011,37.63613
ben,2013,44.80512
ben,2014,45.80659
ben,2015,48.92763
ben,2016,50.73183
ben,2020,42.43687
bfa,1971,0.72778
bfa,1972,0.73702
bfa,1973,0.83288
bfa,1974,0.98817
bfa,1975,1.06022
bfa,1976,1.11379
bfa,1977,1.12924
bfa,1979,1.41146
bfa,1980,1.81619
bfa,1981,1.79133
bfa,1982,2.09799
bfa,1983,2.03316
bfa,1984,2.22656
bfa,1985,2.69294
bfa,1986,3.06743
bfa,1994,5.90599
bfa,1999,7.4549
bfa,2000,8.23515
bfa,2001,8.45387
bfa,2003,9.78024
bfa,2004,10.8407
bfa,2005,11.8204
bfa,2006,12.60506
bfa,2007,13.64187
bfa,2008,16.0745
bfa,2009,17.28489
bfa,2010,18.9252
bfa,2011,20.84837
bfa,2012,23.19091
bfa,2013,25.96982
bfa,2014,28.267
bfa,2015,32.32059
bfa,2016,34.87191
bfa,2017,37.58081
bfa,2018,40.73
bfa,2019,41.99523
bfa,2020,41.78099
bgd,1973,10.62872
bgd,1976,8.90864
bgd,1977,7.57403
bgd,1979,7.08942
bgd,1980,9.31198
bgd,1981,6.4255
bgd,1984,12.21128
bgd,1985,11.74779
bgd,1986,12.82631
bgd,1987,12.89847
bgd,1988,13.16829
bgd,1989,13.38889
bgd,1990,14.00374
bgd,1998,43.77843
bgd,1999,48.13057
bgd,2000,50.51115
bgd,2001,53.0923
bgd,2002,54.74578
bgd,2003,54.45301
bgd,2004,48.97722
bgd,2005,48.47695
bgd,2006,48.85301
bgd,2007,49.56628
bgd,2008,49.01089
bgd,2009,51.91283
bgd,2010,54.67509
bgd,2011,56.19821
bgd,2012,58.82461
bgd,2013,62.58473
bgd,2015,69.65406
bgd,2016,75.01081
bgd,2017,75.21749
bgd,2018,78.27073
bgd,2019,78.27727
bgd,2020,81.48805
bgr,1971,89.20428
bgr,1972,90.49878
bgr,1973,91.81916
bgr,1974,93.56212
bgr,1975,95.26498
bgr,1976,89.67485
bgr,1977,93.33383
bgr,1978,91.07152
bgr,1979,88.35089
bgr,1980,88.71571
bgr,1981,89.75874
bgr,1982,90.65114
bgr,1983,91.46439
bgr,1984,91.76778
bgr,1985,93.00079
bgr,1986,98.641
bgr,1987,99.6995
bgr,1988,101.42592
bgr,1989,101.85782
bgr,1990,98.64494
bgr,1991,97.80718
bgr,1992,96.00858
bgr,1993,92.8429
bgr,1994,89.92898
bgr,1995,91.69477
bgr,1996,92.31403
bgr,1997,92.17021
bgr,1998,91.04742
bgr,1999,91.16047
bgr,2000,91.78983
bgr,2001,92.81622
bgr,2002,94.13821
bgr,2003,85.66482
bgr,2004,86.93835
bgr,2005,87.31674
bgr,2006,87.95846
bgr,2007,88.40634
bgr,2008,87.99871
bgr,2009,87.18241
bgr,2010,88.21618
bgr,2011,91.4172
bgr,2012,92.64404
bgr,2013,99.06333
bgr,2014,102.28271
bgr,2015,100.5635
bgr,2016,98.07809
bgr,2017,96.82399
bgr,2018,95.18642
bgr,2019,91.51296
bhr,1971,42.34659
bhr,1972,46.22533
bhr,1973,48.51327
bhr,1974,53.34691
bhr,1975,56.9701
bhr,1976,59.14561
bhr,1977,59.8407
bhr,1978,63.24344
bhr,1979,63.31294
bhr,1980,54.20127
bhr,1981,57.60015
bhr,1982,64.53828
bhr,1983,77.78283
bhr,1984,81.44895
bhr,1985,88.61154
bhr,1986,95.11296
bhr,1987,92.19102
bhr,1988,90.39727
bhr,1989,90.76757
bhr,1990,87.95175
bhr,1991,101.56553
bhr,1992,101.95858
bhr,1993,105.22796
bhr,1994,108.21409
bhr,1995,108.23717
bhr,1996,106.8071
bhr,1997,101.2493
bhr,1998,99.43092
bhr,1999,97.83732
bhr,2000,99.95474
bhr,2001,101.49173
bhr,2002,99.88993
bhr,2003,99.91109
bhr,2004,100.61103
bhr,2005,101.45383
bhr,2006,101.13984
bhr,2008,95.53339
bhr,2009,94.24744
bhr,2010,93.50989
bhr,2011,94.19786
bhr,2012,92.53339
bhr,2013,97.26215
bhr,2014,99.22584
bhr,2015,101.80012
bhr,2016,104.28587
bhr,2017,104.07378
bhr,2018,101.69599
bhr,2019,101.52199
bhs,1982,95.05758
bhs,1983,95.36232
bhs,1985,92.71326
bhs,1986,92.26643
bhs,1987,97.16597
bhs,1992,97.0318
bhs,1993,96.6671
bhs,1995,86.80426
bhs,1997,91.21257
bhs,1999,77.00503
bhs,2002,93.71091
bhs,2004,85.64716
bhs,2005,88.09721
bhs,2006,89.41648
bhs,2007,93.98267
bhs,2008,92.4808
bhs,2009,90.71746
bhs,2010,91.15976
bhs,2011,85.91964
bhs,2012,87.98929
bhs,2013,78.86601
blr,1971,92.18036
blr,1972,91.45044
blr,1973,92.14514
blr,1974,93.92403
blr,1975,96.48633
blr,1976,101.36259
blr,1977,100.87773
blr,1978,100.65864
blr,1979,100.81536
blr,1980,101.11701
blr,1987,102.64368
blr,1988,101.87393
blr,1989,100.9806
blr,1990,99.41345
blr,1998,88.56592
blr,2008,110.17749
blr,2009,108.9661
blr,2010,106.41226
blr,2011,105.55345
blr,2012,105.23033
blr,2013,104.0598
blr,2014,104.47162
blr,2015,104.63758
blr,2016,103.90098
blr,2017,102.69452
blr,2018,101.69074
blz,1986,59.4661
blz,1987,61.44739
blz,1991,62.28258
blz,1994,68.77009
blz,1995,68.11322
blz,1999,66.32598
blz,2000,69.78804
blz,2001,72.36389
blz,2003,78.56228
blz,2004,80.72119
blz,2005,77.70024
blz,2006,78.40477
blz,2007,77.40779
blz,2008,77.28723
blz,2009,76.87158
blz,2010,78.21234
blz,2011,78.38279
blz,2012,79.49639
blz,2013,81.77179
blz,2014,81.66027
blz,2015,81.74861
blz,2016,87.70974
blz,2017,86.19941
blz,2018,87.11591
blz,2019,87.18951
blz,2020,86.85411
bmu,1971,86.05878
bmu,1972,78.55843
bmu,1973,89.28318
bmu,1974,84.04737
bmu,1975,85.82218
bmu,1976,85.52497
bmu,1977,95.66996
bmu,1978,94.33114
bmu,1979,93.02408
bmu,1980,97.78843
bmu,2001,79.7676
bmu,2002,79.55315
bmu,2003,82.20653
bmu,2004,85.45089
bmu,2005,83.60711
bmu,2006,78.36198
bmu,2010,83.71763
bmu,2011,82.89521
bmu,2012,82.35294
bmu,2013,83.12078
bmu,2014,82.01604
bmu,2015,81.4513
bol,1971,24.14423
bol,1998,69.49699
bol,1999,74.73953
bol,2000,70.22505
bol,2001,73.24176
bol,2002,78.00396
bol,2003,80.66182
bol,2004,83.57304
bol,2005,84.94076
bol,2006,84.59641
bol,2007,84.5431
bol,2008,84.3306
bol,2009,83.29241
bol,2010,88.52034
bol,2011,86.22298
bol,2012,87.99287
bol,2013,89.65641
bol,2014,89.9939
bol,2015,90.67494
bol,2016,90.51051
bol,2017,89.31303
bol,2018,88.75827
bol,2019,89.15235
bra,2002,114.1204
bra,2003,107.32844
bra,2004,107.35144
bra,2005,106.21454
bra,2007,100.83815
bra,2008,102.60161
bra,2009,102.12363
bra,2011,99.85424
bra,2012,97.46163
bra,2013,106.38494
bra,2014,105.7374
bra,2015,103.40272
bra,2016,104.50201
bra,2017,102.90632
bra,2018,106.66332
bra,2019,106.76099
brb,1971,78.83044
brb,1972,80.21196
brb,1973,80.41186
brb,1974,76.29847
brb,1975,82.4153
brb,1976,83.09546
brb,1977,83.64164
brb,1978,88.61973
brb,1979,89.60777
brb,1980,95.86862
brb,1981,88.4149
brb,1982,89.50822
brb,1983,88.58121
brb,1984,89.92769
brb,1985,92.73288
brb,1989,89.82255
brb,1990,81.10543
brb,1999,109.8193
brb,2000,105.57777
brb,2001,103.7011
brb,2002,104.3707
brb,2003,106.01404
brb,2004,107.95141
brb,2005,107.95629
brb,2006,107.01073
brb,2007,106.00863
brb,2008,105.69862
brb,2009,104.01086
brb,2010,102.13508
brb,2011,105.56267
brb,2014,109.67014
brb,2015,109.46294
brb,2016,109.11047
brb,2017,108.56927
brb,2018,105.75289
brb,2019,104.92616
brb,2020,105.69033
brn,1970,49.59103
brn,1971,51.6614
brn,1972,54.32326
brn,1973,54.94984
brn,1974,55.69609
brn,1975,58.12066
brn,1976,61.10143
brn,1977,59.70503
brn,1978,60.35821
brn,1979,61.5847
brn,1980,62.73211
brn,1981,63.75901
brn,1982,65.24583
brn,1983,68.23506
brn,1984,66.26804
brn,1991,76.23004
brn,1992,77.81372
brn,1993,79.33907
brn,1994,79.04422
brn,1998,83.45706
brn,1999,86.61082
brn,2000,85.94766
brn,2001,85.43287
brn,2002,85.9547
brn,2003,87.80379
brn,2004,91.971
brn,2005,95.84582
brn,2006,97.61925
brn,2007,96.22674
brn,2008,96.15709
brn,2009,98.19987
brn,2010,99.48724
brn,2011,101.50331
brn,2012,107.62744
brn,2013,106.93612
brn,2014,100.47708
brn,2015,97.45723
brn,2016,95.34734
brn,2017,94.26652
brn,2018,94.59945
brn,2019,93.67415
brn,2020,92.90857
btn,1970,0.15895
btn,1971,0.40092
btn,1972,0.49083
btn,1974,0.99016
btn,1977,1.23679
btn,1983,3.7208
btn,1984,4.07985
btn,1998,20.21977
btn,1999,23.1281
btn,2000,26.58593
btn,2001,30.21997
btn,2005,42.71648
btn,2006,46.10555
btn,2007,50.37386
btn,2008,53.86019
btn,2009,60.21135
btn,2010,64.70474
btn,2011,69.24255
btn,2012,74.24222
btn,2013,78.60506
btn,2014,85.85753
btn,2015,86.84084
btn,2016,89.73417
btn,2017,92.75176
btn,2018,95.71011
bwa,1970,6.81327
bwa,1971,8.07936
bwa,1972,8.88783
bwa,1973,12.75178
bwa,1974,14.81219
bwa,1975,16.78584
bwa,1976,18.84162
bwa,1977,20.29471
bwa,1978,20.1468
bwa,1979,20.26099
bwa,1980,21.01413
bwa,1981,23.37839
bwa,1983,23.23021
bwa,1984,27.29708
bwa,1985,30.57324
bwa,1986,31.79756
bwa,1987,32.0829
bwa,1988,31.28327
bwa,1989,37.07873
bwa,1990,41.36841
bwa,1991,51.94157
bwa,1992,51.68495
bwa,1993,56.36004
bwa,1994,54.76337
bwa,1995,63.052
bwa,1998,80.23178
bwa,1999,80.67417
bwa,2000,82.57817
bwa,2001,81.90339
bwa,2002,83.49249
bwa,2003,84.13429
bwa,2004,85.20589
bwa,2005,84.80158
bwa,2006,87.2033
bwa,2007,87.44624
bwa,2008,83.51811
caf,1971,1.66652
caf,1972,1.86549
caf,1973,2.01685
caf,1976,2.85321
caf,1977,2.98667
caf,1978,4.21759
caf,1979,4.39496
caf,1980,6.10575
caf,1981,7.1007
caf,1982,8.26089
caf,1986,8.28303
caf,1987,7.44411
caf,1988,6.43738
caf,1989,6.48251
caf,1990,6.7676
caf,1991,6.97362
caf,1992,5.82503
caf,2001,8.33102
caf,2009,9.83538
caf,2011,12.63396
caf,2012,11.92324
caf,2016,11.841
caf,2017,13.77755
can,1971,95.7922
can,1972,95.26527
can,1973,94.07719
can,1974,92.6144
can,1975,92.26034
can,1976,91.45607
can,1977,91.19276
can,1978,90.29394
can,1979,89.19423
can,1980,88.57348
can,1981,89.23337
can,1982,92.9521
can,1983,95.03043
can,1984,98.13797
can,1985,99.16945
can,1986,99.22439
can,1987,99.11619
can,1988,99.53088
can,1989,100.52705
can,1990,100.24465
can,1991,101.66189
can,1992,102.69246
can,1993,104.27179
can,1994,105.49601
can,1995,105.20122
can,1996,105.56329
can,1998,105.28359
can,1999,103.27723
can,2000,102.93278
can,2005,100.23438
can,2006,100.6695
can,2007,100.74837
can,2008,101.10425
can,2009,101.50361
can,2010,101.15669
can,2011,102.26688
can,2012,109.85607
can,2013,109.61532
can,2014,109.65122
can,2015,110.85762
can,2016,113.38646
can,2017,114.52064
can,2018,114.74768
can,2019,114.82053
che,1978,85.89344
che,1979,87.9055
che,1980,89.22961
che,1981,89.76539
che,1982,89.81854
che,1983,89.87567
che,1984,90.2859
che,1985,90.41271
che,1986,90.24151
che,1987,90.24149
che,1988,90.75092
che,1989,91.58243
che,1990,92.64109
che,1991,94.04873
che,1992,95.43072
che,1993,95.57308
che,1994,98.04667
che,1995,98.16433
che,1996,98.06065
che,1998,91.73931
che,1999,92.22163
che,2000,92.45896
che,2001,92.79279
che,2002,90.92096
che,2003,90.83629
che,2004,91.19076
che,2005,92.46307
che,2006,93.1368
che,2007,93.30357
che,2008,93.55612
che,2009,93.55344
che,2010,94.63527
che,2011,95.15923
che,2012,95.06949
che,2013,97.63217
che,2015,99.63999
che,2016,100.55409
che,2017,100.17495
che,2018,99.94206
che,2019,99.46532
chl,1970,45.62964
chl,1971,51.95391
chl,1972,56.70928
chl,1973,60.47618
chl,1974,62.12755
chl,1975,60.96882
chl,1976,61.764
chl,1977,63.30833
chl,1978,64.69821
chl,1979,67.03002
chl,1980,66.79972
chl,1981,67.87279
chl,1982,66.86305
chl,1983,71.61254
chl,1984,74.12215
chl,1985,77.49267
chl,1986,78.77506
chl,1989,79.26614
chl,1990,75.95974
chl,1991,92.13882
chl,1992,92.54825
chl,1993,74.57637
chl,1998,80.51499
chl,1999,83.06829
chl,2000,86.49053
chl,2002,89.72922
chl,2003,91.87159
chl,2004,93.04033
chl,2005,94.11034
chl,2006,94.20918
chl,2007,93.27168
chl,2008,92.58759
chl,2009,90.28343
chl,2010,91.39967
chl,2011,91.85566
chl,2012,91.08459
chl,2013,100.07972
chl,2014,101.11848
chl,2015,102.11846
chl,2016,102.09368
chl,2017,102.02842
chl,2018,102.38938
chl,2019,103.26454
chn,1976,45.52109
chn,1977,47.53811
chn,1978,46.18073
chn,1979,42.38728
chn,1980,36.03204
chn,1981,31.41473
chn,1982,26.36507
chn,1983,24.2345
chn,1984,23.96144
chn,1985,25.36374
chn,1986,26.63917
chn,1987,29.11325
chn,1988,30.53877
chn,1989,30.966
chn,1990,31.01692
chn,1991,33.29717
chn,1992,36.58657
chn,1993,39.49781
chn,1994,42.16802
chn,1995,46.24687
chn,1996,51.07298
chn,1997,53.68385
chn,2001,57.99494
chn,2003,60.25623
chn,2006,70.96915
chn,2007,76.76522
chn,2008,82.26369
chn,2009,86.60894
chn,2010,88.01268
civ,1971,4.27763
civ,1972,4.95306
civ,1973,5.3525
civ,1974,5.38445
civ,1981,11.95734
civ,1983,11.54486
civ,1984,11.67653
civ,1999,16.84074
civ,2014,31.84249
civ,2015,35.06679
civ,2016,37.67157
civ,2017,41.3305
civ,2018,44.34893
civ,2019,48.31087
civ,2020,51.95542
cmr,1971,4.68902
cmr,1972,5.43132
cmr,1973,6.23761
cmr,1974,6.99406
cmr,1975,7.69216
cmr,1976,8.68978
cmr,1977,9.91976
cmr,1978,10.9176
cmr,1979,11.6245
cmr,1980,12.16472
cmr,1981,12.90081
cmr,1982,13.50003
cmr,1983,14.43397
cmr,1984,15.46105
cmr,1985,16.90869
cmr,1986,17.31155
cmr,1987,19.16007
cmr,1988,20.1603
cmr,1989,20.79205
cmr,1990,21.04462
cmr,1991,22.7448
cmr,1992,23.54021
cmr,1995,21.09488
cmr,1997,21.3842
cmr,1998,20.8512
cmr,1999,23.88607
cmr,2001,28.99038
cmr,2002,21.47622
cmr,2003,27.12238
cmr,2004,23.38941
cmr,2005,23.84635
cmr,2006,20.80397
cmr,2007,28.23361
cmr,2008,32.54714
cmr,2009,36.7865
cmr,2011,44.22703
cmr,2012,47.53411
cmr,2013,49.20771
cmr,2014,52.8349
cmr,2015,54.39524
cmr,2016,55.44308
cod,1971,4.10406
cod,1972,4.98714
cod,1973,5.95453
cod,1974,6.39553
cod,1975,8.12681
cod,1976,8.96893
cod,1977,10.19525
cod,1978,11.63762
cod,1979,13.33951
cod,1980,13.36198
cod,1981,13.41095
cod,1982,13.54777
cod,1983,13.70888
cod,1984,13.88288
cod,1985,14.06118
cod,1986,14.24553
cod,1987,14.48375
cod,1988,16.27413
cod,1992,14.83387
cod,1993,15.5925
cod,1994,15.9155
cod,1995,21.18562
cod,2007,25.45489
cod,2008,28.16463
cod,2009,29.83422
cod,2010,30.13083
cod,2011,32.0372
cod,2012,32.11815
cod,2013,32.82384
cod,2014,34.85867
cod,2015,35.98096
cog,1971,10.36058
cog,1972,12.93125
cog,1973,17.76066
cog,1974,23.19598
cog,1975,27.50322
cog,1976,31.30889
cog,1977,37.2687
cog,1978,41.42965
cog,1979,44.25244
cog,1980,45.92617
cog,1981,55.06575
cog,1982,58.76177
cog,1984,53.30573
cog,1985,53.48967
cog,1986,57.91984
cog,1987,60.15874
cog,1988,56.62272
cog,1989,48.10139
cog,1990,40.87888
cog,1992,40.45353
cog,1996,40.64914
cog,2002,32.50823
cog,2003,32.06715
cog,2004,40.75954
cog,2012,48.81208
col,1970,23.35596
col,1971,25.27494
col,1972,26.81217
col,1973,32.88507
col,1974,35.2867
col,1975,36.38489
col,1976,37.68978
col,1977,40.32386
col,1978,40.50204
col,1979,41.75171
col,1980,42.78298
col,1981,43.79735
col,1982,44.97485
col,1983,47.37246
col,1984,46.38568
col,1985,47.5035
col,1986,52.32509
col,1987,53.00758
col,1988,53.4384
col,1989,53.63567
col,1991,57.90263
col,1992,64.57939
col,1993,66.21939
col,1995,69.04111
col,1996,70.40017
col,1998,77.80242
col,1999,77.97007
col,2000,76.69193
col,2002,78.499
col,2004,83.38509
col,2005,87.22846
col,2006,91.13823
col,2007,94.11922
col,2008,95.32379
col,2009,100.09716
col,2010,102.26938
col,2011,103.55295
col,2012,99.60599
col,2013,100.04417
col,2014,98.73783
col,2015,98.12564
col,2016,98.1057
col,2017,98.4575
col,2018,100.09145
col,2019,103.35463
com,1971,1.83382
com,1973,3.15405
com,1981,19.33919
com,1986,29.96479
com,1987,30.17248
com,1999,30.16968
com,2002,33.32537
com,2003,36.52878
com,2004,37.99908
com,2013,61.10861
com,2014,63.14374
com,2017,57.20885
com,2018,61.41451
cpv,1972,12.00282
cpv,1987,13.79731
cpv,1988,16.69464
cpv,1989,18.43331
cpv,1990,21.73651
cpv,1994,29.37535
cpv,2001,68.53176
cpv,2002,70.75638
cpv,2003,72.5796
cpv,2004,71.85728
cpv,2005,75.27582
cpv,2006,88.70994
cpv,2007,89.44152
cpv,2008,88.99156
cpv,2009,91.28094
cpv,2010,94.3203
cpv,2011,96.75017
cpv,2012,100.75084
cpv,2013,103.5921
cpv,2014,101.32074
cpv,2015,99.95758
cpv,2016,98.37907
cpv,2017,97.01483
cpv,2018,92.49768
cpv,2019,92.68675
cri,1970,28.67265
cri,1971,30.30911
cri,1972,33.39767
cri,1973,39.37155
cri,1974,42.15499
cri,1975,42.7646
cri,1976,43.74181
cri,1977,45.15695
cri,1979,49.54408
cri,1980,50.49999
cri,1981,49.77835
cri,1982,48.72963
cri,1983,46.26408
cri,1984,44.17264
cri,1985,42.80569
cri,1986,43.23014
cri,1987,43.45551
cri,1988,42.92168
cri,1989,43.16934
cri,1990,44.38091
cri,1991,45.75998
cri,1992,47.95907
cri,1993,49.38712
cri,1994,50.63057
cri,1995,52.01996
cri,1996,51.65761
cri,1997,53.02032
cri,1998,60.03617
cri,1999,65.77401
cri,2000,64.34226
cri,2001,68.89801
cri,2002,70.13635
cri,2004,81.22814
cri,2005,83.36053
cri,2006,90.42952
cri,2007,91.40633
cri,2008,93.22031
cri,2009,100.34848
cri,2010,103.21517
cri,2011,105.92268
cri,2012,109.64705
cri,2013,117.7477
cri,2014,123.41101
cri,2015,125.26578
cri,2016,129.21127
cri,2017,133.50656
cri,2018,137.74953
cri,2019,146.64468
cri,2020,148.03421
cub,1972,22.29503
cub,1973,24.56277
