geo,time,sl_tlf_cact_fm_zs
aus,2002,76.94635
aus,2003,78.15219
aus,2004,77.87636
aus,2005,79.02686
aus,2006,79.62376
aus,2007,80.08501
aus,2008,80.62511
aus,2009,81.25874
aus,2010,80.99716
aus,2011,81.5575
aus,2012,81.93233
aus,2013,82.19547
aus,2014,82.66437
aus,2015,83.14848
aus,2016,84.05142
aus,2017,84.66601
aus,2018,85.24415
aus,2019,85.71409
aus,2020,85.96511
aus,2021,86.54798
aut,1990,61.98527
aut,1991,62.5875
aut,1992,64.40152
aut,1993,65.37812
aut,1994,68.92794
aut,1995,70.07194
aut,1996,69.93282
aut,1997,70.50725
aut,1998,71.21792
aut,1999,71.37499
aut,2000,71.72764
aut,2001,72.67866
aut,2002,74.38028
aut,2003,74.44284
aut,2004,76.80102
aut,2005,77.25917
aut,2006,77.90017
aut,2007,78.21634
aut,2008,79.13165
aut,2009,80.28849
aut,2010,80.71517
aut,2011,81.47976
aut,2012,82.17589
aut,2013,82.60909
aut,2014,83.26006
aut,2015,83.3745
aut,2016,83.72334
aut,2017,83.68532
aut,2018,83.31148
aut,2019,83.55673
aut,2020,84.08695
aut,2021,83.753
aze,1990,86.27764
aze,1991,86.32694
aze,1992,87.04341
aze,1993,88.00205
aze,1994,88.94387
aze,1995,89.54391
aze,1996,89.53124
aze,1997,89.32386
aze,1998,88.95067
aze,1999,88.68703
aze,2000,88.29234
aze,2001,88.24734
aze,2002,88.24675
aze,2003,87.83062
aze,2004,88.27277
aze,2005,87.84881
aze,2006,87.04627
aze,2007,85.78973
aze,2008,87.14573
aze,2009,90.15088
aze,2010,91.34556
aze,2011,91.05341
aze,2012,90.33088
aze,2013,90.22912
aze,2014,90.5781
aze,2015,91.03007
aze,2016,90.33262
aze,2017,90.35187
aze,2018,90.70934
aze,2019,90.81776
aze,2020,88.87036
aze,2021,89.64094
bdi,1990,100.54405
bdi,1991,100.6492
bdi,1992,100.76496
bdi,1993,100.89052
bdi,1994,101.02853
bdi,1995,101.17595
bdi,1996,101.33898
bdi,1997,101.51354
bdi,1998,101.70133
bdi,1999,101.74425
bdi,2000,101.78769
bdi,2001,101.8317
bdi,2002,101.87747
bdi,2003,101.92262
bdi,2004,101.9696
bdi,2005,102.01721
bdi,2006,102.06547
bdi,2007,102.11567
bdi,2008,102.16659
bdi,2009,102.21827
bdi,2010,102.2707
bdi,2011,102.32394
bdi,2012,102.37932
bdi,2013,102.4343
bdi,2014,102.49016
bdi,2015,102.40798
bdi,2016,102.36496
bdi,2017,102.37146
bdi,2018,102.42879
bdi,2019,102.53705
bdi,2020,102.53676
bdi,2021,102.08325
bel,1990,59.87796
bel,1991,61.90562
bel,1992,63.61315
bel,1993,65.29204
bel,1994,65.65299
bel,1995,66.2472
bel,1996,66.59988
bel,1997,67.60656
bel,1998,68.70093
bel,1999,70.50367
bel,2000,70.96318
bel,2001,69.19592
bel,2002,70.52769
bel,2003,71.24981
bel,2004,73.38322
bel,2005,74.43771
bel,2006,75.28646
bel,2007,76.16606
bel,2008,77.09063
bel,2009,77.75771
bel,2010,78.4827
bel,2011,78.76357
bel,2012,78.8412
bel,2013,80.05698
bel,2014,81.17613
bel,2015,81.52501
bel,2016,81.35506
bel,2017,82.35265
bel,2018,83.87671
bel,2019,84.28763
bel,2020,84.35731
bel,2021,84.74801
ben,1990,64.33522
ben,1991,64.33275
ben,1992,64.37423
ben,1993,65.88932
ben,1994,67.46526
ben,1995,69.10816
ben,1996,70.82558
ben,1997,72.62435
ben,1998,74.50874
ben,1999,76.49092
ben,2000,78.57947
ben,2001,80.78255
ben,2002,83.11112
ben,2003,84.21214
ben,2004,85.33117
ben,2005,86.46715
ben,2006,87.62308
ben,2007,88.79746
ben,2008,89.99432
ben,2009,91.21033
ben,2010,92.44713
ben,2011,93.70784
ben,2012,93.88619
ben,2013,94.10247
ben,2014,94.34542
ben,2015,94.60757
ben,2016,94.82909
ben,2017,95.08549
ben,2018,95.3772
ben,2019,95.69939
ben,2020,95.69948
ben,2021,95.50269
bfa,1990,89.36204
bfa,1991,89.28242
bfa,1992,88.32162
bfa,1993,87.31929
bfa,1994,86.2762
bfa,1995,85.19505
bfa,1996,84.07237
bfa,1997,82.90873
bfa,1998,81.70668
bfa,1999,80.46549
bfa,2000,79.18687
bfa,2001,77.87063
bfa,2002,76.52062
bfa,2003,75.13467
bfa,2004,73.71741
bfa,2005,72.26881
bfa,2006,70.79108
bfa,2007,71.34004
bfa,2008,71.97139
bfa,2009,72.69243
bfa,2010,73.512
bfa,2011,74.44147
bfa,2012,75.48807
bfa,2013,76.66371
bfa,2014,77.9791
bfa,2015,78.14498
bfa,2016,78.30476
bfa,2017,78.48222
bfa,2018,78.68563
bfa,2019,78.92474
bfa,2020,78.92474
bfa,2021,78.70334
bgd,1990,29.95648
bgd,1991,30.06215
bgd,1992,30.22084
bgd,1993,30.42929
bgd,1994,30.67836
bgd,1995,30.96335
bgd,1996,31.24361
bgd,1997,31.56319
bgd,1998,31.9043
bgd,1999,32.24587
bgd,2000,32.56885
bgd,2001,32.79304
bgd,2002,33.00843
bgd,2003,33.20909
bgd,2004,33.39405
bgd,2005,33.5705
bgd,2006,33.63498
bgd,2007,34.33786
bgd,2008,35.06381
bgd,2009,35.81151
bgd,2010,36.58343
bgd,2011,37.38194
bgd,2012,38.2063
bgd,2013,39.05967
bgd,2014,39.94174
bgd,2015,40.85498
bgd,2016,41.80122
bgd,2017,45.06021
bgd,2018,45.26007
bgd,2019,45.38194
bgd,2020,43.97164
bgd,2021,44.26011
bgr,1990,88.52852
bgr,1991,88.58997
bgr,1992,88.66632
bgr,1993,87.57918
bgr,1994,86.47256
bgr,1995,85.34569
bgr,1996,84.19945
bgr,1997,83.0365
bgr,1998,81.85578
bgr,1999,80.66063
bgr,2000,79.45289
bgr,2001,81.86164
bgr,2002,82.21464
bgr,2003,80.68401
bgr,2004,81.01354
bgr,2005,80.11626
bgr,2006,81.80277
bgr,2007,81.58927
bgr,2008,80.85591
bgr,2009,80.54246
bgr,2010,80.36685
bgr,2011,81.07231
bgr,2012,81.43935
bgr,2013,81.40877
bgr,2014,80.89739
bgr,2015,80.9196
bgr,2016,80.15375
bgr,2017,80.29716
bgr,2018,79.47637
bgr,2019,79.2974
bgr,2020,78.78355
bgr,2021,78.45808
bhr,1990,33.35847
bhr,1991,33.14062
bhr,1992,33.40868
bhr,1993,34.31095
bhr,1994,35.22083
bhr,1995,36.02246
bhr,1996,36.94378
bhr,1997,37.82923
bhr,1998,38.64619
bhr,1999,39.5858
bhr,2000,40.53171
bhr,2001,41.31003
bhr,2002,42.25126
bhr,2003,43.20069
bhr,2004,44.15731
bhr,2005,45.1214
bhr,2006,46.09071
bhr,2007,47.06659
bhr,2008,48.04572
bhr,2009,49.02959
bhr,2010,50.0172
bhr,2011,49.22464
bhr,2012,49.43759
bhr,2013,49.65226
bhr,2014,49.8661
bhr,2015,50.08103
bhr,2016,50.35286
bhr,2017,50.7216
bhr,2018,51.24698
bhr,2019,51.7143
bhr,2020,50.52562
bhr,2021,50.71291
bhs,1990,81.52239
bhs,1991,81.77762
bhs,1992,82.03183
bhs,1993,82.28661
bhs,1994,82.54117
bhs,1995,88.53551
bhs,1996,85.46354
bhs,1997,88.79119
bhs,1998,86.94118
bhs,1999,85.31903
bhs,2000,86.15377
bhs,2001,87.02489
bhs,2002,88.00466
bhs,2003,88.00719
bhs,2004,88.016
bhs,2005,88.02891
bhs,2006,88.04735
bhs,2007,88.07238
bhs,2008,88.10143
bhs,2009,88.1383
bhs,2010,90.3865
bhs,2011,92.79982
bhs,2012,87.508
bhs,2013,91.72217
bhs,2014,92.01408
bhs,2015,92.22929
bhs,2016,92.41791
bhs,2017,92.44432
bhs,2018,92.60097
bhs,2019,92.77646
bhs,2020,90.53967
bhs,2021,91.80399
bih,1990,57.43594
bih,1991,57.74826
bih,1992,57.90126
bih,1993,57.93088
bih,1994,57.73911
bih,1995,57.49459
bih,1996,57.28841
bih,1997,57.14724
bih,1998,56.95199
bih,1999,56.54283
bih,2000,56.32767
bih,2001,56.1622
bih,2002,55.97625
bih,2003,55.84399
bih,2004,55.65766
bih,2005,55.42604
bih,2006,55.29798
bih,2007,54.17276
bih,2008,56.14502
bih,2009,57.50262
bih,2010,58.98893
bih,2011,59.10506
bih,2012,58.12853
bih,2013,58.93387
bih,2014,60.39584
bih,2015,60.94092
bih,2016,58.62082
bih,2017,61.26442
bih,2018,59.26618
bih,2019,64.13674
bih,2020,61.55267
bih,2021,61.61678
blr,1990,80.00307
blr,1991,80.03288
blr,1992,80.30208
blr,1993,80.54911
blr,1994,80.9742
blr,1995,81.39271
blr,1996,81.26625
blr,1997,80.84176
blr,1998,80.55226
blr,1999,80.43515
blr,2000,80.56901
blr,2001,80.70276
blr,2002,80.83699
blr,2003,80.96993
blr,2004,81.10428
blr,2005,81.23706
blr,2006,81.37099
blr,2007,81.50485
blr,2008,81.63958
blr,2009,81.77255
blr,2010,81.90668
blr,2011,82.03882
blr,2012,82.17189
blr,2013,82.30591
blr,2014,82.43852
blr,2015,82.57232
blr,2016,82.70452
blr,2017,82.03383
blr,2018,80.63246
blr,2019,81.39649
blr,2020,80.64147
blr,2021,80.28212
blz,1990,41.7975
blz,1991,42.83877
blz,1992,43.90408
blz,1993,44.3889
blz,1994,44.22988
blz,1995,45.61648
blz,1996,47.01796
blz,1997,48.43151
blz,1998,50.38164
blz,1999,49.68587
blz,2000,50.33256
blz,2001,50.98136
blz,2002,51.63482
blz,2003,52.29047
blz,2004,52.95003
blz,2005,53.61283
blz,2006,54.27809
blz,2007,54.94558
blz,2008,55.6163
blz,2009,56.29003
blz,2010,56.96582
blz,2011,57.64531
blz,2012,58.32541
blz,2013,59.00866
blz,2014,59.54134
blz,2015,60.71281
blz,2016,61.89177
blz,2017,61.41158
blz,2018,61.84518
blz,2019,61.98579
blz,2020,60.41233
blz,2021,61.10199
bol,1990,69.62796
bol,1991,70.15122
bol,1992,70.17634
bol,1993,70.62496
bol,1994,71.14276
bol,1995,71.66235
bol,1996,72.08717
bol,1997,72.61216
bol,1998,72.5729
bol,1999,72.53232
bol,2000,72.4913
bol,2001,73.30762
bol,2002,74.11897
bol,2003,74.92454
bol,2004,75.72438
bol,2005,76.51673
bol,2006,77.30497
bol,2007,74.79941
bol,2008,76.01367
bol,2009,76.7106
bol,2010,76.05111
bol,2011,75.39466
bol,2012,72.46755
bol,2013,73.66193
bol,2014,75.00552
bol,2015,68.65278
bol,2016,73.22126
bol,2017,75.68864
bol,2018,79.44913
bol,2019,75.29311
bol,2020,73.66685
bol,2021,81.51734
bra,1990,50.6152
bra,1991,50.77893
bra,1992,52.58549
bra,1993,54.42892
bra,1994,56.31136
bra,1995,58.22972
bra,1996,58.22649
bra,1997,58.88695
bra,1998,60.25669
bra,1999,61.87188
bra,2000,63.86612
bra,2001,65.87964
bra,2002,67.58916
bra,2003,68.22789
bra,2004,69.31725
bra,2005,70.59599
bra,2006,70.73732
bra,2007,70.85197
bra,2008,70.48357
bra,2009,71.15073
bra,2010,70.15282
bra,2011,69.14458
bra,2012,69.40857
bra,2013,69.33954
bra,2014,69.63492
bra,2015,70.59554
bra,2016,70.85429
bra,2017,72.45691
bra,2018,73.00428
bra,2019,73.91076
bra,2020,70.79265
bra,2021,71.96659
brb,1990,79.55033
brb,1991,79.4681
brb,1992,80.09531
brb,1993,81.02464
brb,1994,81.94292
brb,1995,84.27959
brb,1996,83.67438
brb,1997,84.12677
brb,1998,83.64347
brb,1999,82.27895
brb,2000,83.13924
brb,2001,83.97883
brb,2002,83.97321
brb,2003,85.12604
brb,2004,85.38426
brb,2005,85.71941
brb,2006,85.32259
brb,2007,83.34432
brb,2008,85.25818
brb,2009,85.9003
brb,2010,86.21113
brb,2011,86.73612
brb,2012,84.87305
brb,2013,86.06376
brb,2014,89.36976
brb,2015,90.20928
brb,2016,89.22742
brb,2017,88.19473
brb,2018,87.37932
brb,2019,89.61544
brb,2020,87.57645
brb,2021,87.96115
brn,1990,56.03221
brn,1991,56.48268
brn,1992,57.89101
brn,1993,59.31345
brn,1994,60.75079
brn,1995,62.19996
brn,1996,63.66179
brn,1997,65.13613
brn,1998,66.61979
brn,1999,68.11465
brn,2000,69.62024
brn,2001,71.13317
brn,2002,71.43997
brn,2003,71.75315
brn,2004,72.07148
brn,2005,72.39758
brn,2006,72.72974
brn,2007,73.07064
brn,2008,73.41737
brn,2009,73.77201
brn,2010,74.13528
brn,2011,74.50532
brn,2012,75.58447
brn,2013,76.72739
brn,2014,77.93594
brn,2015,79.21447
brn,2016,80.5684
brn,2017,82.00108
brn,2018,78.7885
brn,2019,75.68575
brn,2020,74.95966
brn,2021,74.74392
btn,1990,71.72484
btn,1991,71.75529
btn,1992,71.82003
btn,1993,71.91303
btn,1994,72.01246
btn,1995,72.12363
btn,1996,72.94333
btn,1997,73.94782
btn,1998,75.08874
btn,1999,76.34606
btn,2000,77.70648
btn,2001,79.35588
btn,2002,81.07529
btn,2003,82.79798
btn,2004,84.45384
btn,2005,85.98542
btn,2006,86.96171
btn,2007,87.9259
btn,2008,88.864
btn,2009,89.75245
btn,2010,87.72185
btn,2011,86.98724
btn,2012,96.28368
btn,2013,81.69186
btn,2014,77.20731
btn,2015,78.58925
btn,2016,78.50578
btn,2017,78.19212
btn,2018,77.73737
btn,2019,77.26713
btn,2020,76.17779
btn,2021,76.59836
bwa,1990,62.04113
bwa,1991,62.60918
bwa,1992,63.16449
bwa,1993,63.75145
bwa,1994,64.43533
bwa,1995,65.24647
bwa,1996,65.96486
bwa,1997,66.84393
bwa,1998,67.83897
bwa,1999,69.75731
bwa,2000,71.78386
bwa,2001,73.04324
bwa,2002,74.31208
bwa,2003,75.5902
bwa,2004,76.87538
bwa,2005,78.16924
bwa,2006,79.47275
bwa,2007,79.6804
bwa,2008,79.89798
bwa,2009,80.12545
bwa,2010,79.70861
bwa,2011,80.56112
bwa,2012,81.42186
bwa,2013,82.28635
bwa,2014,83.15564
bwa,2015,84.02941
bwa,2016,84.90844
bwa,2017,85.79442
bwa,2018,86.68254
bwa,2019,87.57813
bwa,2020,86.14987
bwa,2021,86.39099
caf,1990,80.36234
caf,1991,80.33114
caf,1992,80.35883
caf,1993,80.43036
caf,1994,80.54593
caf,1995,80.70374
caf,1996,80.67033
caf,1997,80.66805
caf,1998,80.70451
caf,1999,80.78613
caf,2000,80.91185
caf,2001,80.75503
caf,2002,80.6748
caf,2003,80.64829
caf,2004,80.64987
caf,2005,80.66563
caf,2006,80.44628
caf,2007,80.25766
caf,2008,80.11703
caf,2009,80.04683
caf,2010,80.06614
caf,2011,79.67695
caf,2012,79.36486
caf,2013,79.13406
caf,2014,78.97323
caf,2015,78.86732
caf,2016,79.12313
caf,2017,79.44284
caf,2018,79.81326
caf,2019,80.21173
caf,2020,79.4414
caf,2021,79.65176
can,1990,76.85293
can,1991,77.86456
can,1992,78.31097
can,1993,78.65201
can,1994,78.68664
can,1995,79.32644
can,1996,79.63053
can,1997,80.00775
can,1998,80.94835
can,1999,81.37839
can,2000,82.10129
can,2001,82.67613
can,2002,83.42693
can,2003,84.30817
can,2004,84.72168
can,2005,84.69855
can,2006,85.56416
can,2007,86.17262
can,2008,86.00344
can,2009,86.81622
can,2010,87.21331
can,2011,87.05968
can,2012,87.48204
can,2013,87.72346
can,2014,87.22967
can,2015,86.7137
can,2016,87.20649
can,2017,87.62845
can,2018,88.02504
can,2019,87.66068
can,2020,86.69969
can,2021,87.18114
chanisl,1990,64.47018
chanisl,1991,64.25779
chanisl,1992,64.64781
chanisl,1993,64.12923
chanisl,1994,63.93178
chanisl,1995,64.3498
chanisl,1996,65.51891
chanisl,1997,66.22902
chanisl,1998,66.71993
chanisl,1999,67.71297
chanisl,2000,68.0936
chanisl,2001,69.92819
chanisl,2002,73.71668
chanisl,2003,75.12469
chanisl,2004,75.55307
chanisl,2005,74.59881
chanisl,2006,73.89954
chanisl,2007,72.68782
chanisl,2008,73.45938
chanisl,2009,75.38831
chanisl,2010,75.94692
chanisl,2011,73.57956
chanisl,2012,74.0444
chanisl,2013,74.41302
chanisl,2014,74.65748
chanisl,2015,75.07072
chanisl,2016,75.71139
chanisl,2017,76.3521
chanisl,2018,76.77438
chanisl,2019,77.3151
chanisl,2020,76.94571
chanisl,2021,76.7795
che,1990,70.90893
che,1991,70.24871
che,1992,71.20812
che,1993,70.92748
che,1994,70.94926
che,1995,70.66959
che,1996,72.17125
che,1997,72.42748
che,1998,74.11489
che,1999,74.38025
che,2000,74.10355
che,2001,76.00723
che,2002,77.30354
che,2003,77.43154
che,2004,77.80762
che,2005,79.0157
che,2006,79.23668
che,2007,79.09699
che,2008,81.22209
che,2009,81.83111
che,2010,80.68382
che,2011,81.05198
che,2012,81.66148
che,2013,82.40955
che,2014,83.49025
che,2015,83.91247
che,2016,84.34979
che,2017,84.07311
che,2018,84.7385
che,2019,85.51311
che,2020,85.17388
che,2021,84.902
chl,1990,42.28471
chl,1991,43.13007
chl,1992,44.44196
chl,1993,45.18248
chl,1994,45.73042
chl,1995,46.83677
chl,1996,47.68251
chl,1997,49.12987
chl,1998,49.67293
chl,1999,50.28967
chl,2000,50.49459
chl,2001,49.73646
chl,2002,49.84954
chl,2003,51.94182
chl,2004,54.42957
chl,2005,55.9008
chl,2006,56.63191
chl,2007,57.95023
chl,2008,60.26734
chl,2009,61.58758
chl,2010,62.90456
chl,2011,65.11246
chl,2012,66.19482
chl,2013,66.47624
chl,2014,67.59471
chl,2015,67.49018
chl,2016,67.40358
chl,2017,68.10776
chl,2018,69.61198
chl,2019,70.5697
chl,2020,67.03211
chl,2021,67.38982
chn,1990,85.8749
chn,1991,85.79579
chn,1992,85.71496
chn,1993,85.63457
chn,1994,85.55565
chn,1995,85.47615
chn,1996,85.39812
chn,1997,85.3183
chn,1998,85.24096
chn,1999,85.16286
chn,2000,85.08621
chn,2001,84.74909
chn,2002,84.40889
chn,2003,84.06437
chn,2004,83.71517
chn,2005,83.36125
chn,2006,83.00473
chn,2007,82.64312
chn,2008,82.27848
chn,2009,81.91064
chn,2010,81.5373
chn,2011,81.74412
chn,2012,81.94698
chn,2013,82.17994
chn,2014,82.43167
chn,2015,82.69586
chn,2016,82.97664
chn,2017,83.28772
chn,2018,83.62018
chn,2019,83.94815
chn,2020,83.01061
chn,2021,82.93444
civ,1990,57.96782
civ,1991,58.0619
civ,1992,58.24569
civ,1993,58.49686
civ,1994,58.78605
civ,1995,59.09148
civ,1996,59.10776
civ,1997,59.15796
civ,1998,59.24139
civ,1999,59.59634
civ,2000,59.97124
civ,2001,60.366
civ,2002,60.78336
civ,2003,61.22179
civ,2004,61.68423
civ,2005,62.17059
civ,2006,62.68206
civ,2007,63.22037
civ,2008,63.78499
civ,2009,64.37897
civ,2010,65.00314
civ,2011,65.65802
civ,2012,66.34498
civ,2013,67.06555
civ,2014,67.82192
civ,2015,68.61481
civ,2016,69.44607
civ,2017,70.31662
civ,2018,70.62543
civ,2019,70.92538
civ,2020,70.92572
civ,2021,70.76264
cmr,1990,90.0147
cmr,1991,89.93757
cmr,1992,89.91741
cmr,1993,89.951
cmr,1994,90.04698
cmr,1995,90.20552
cmr,1996,90.31152
cmr,1997,90.48153
cmr,1998,90.7042
cmr,1999,90.95994
cmr,2000,91.22637
cmr,2001,91.38583
cmr,2002,91.55107
cmr,2003,91.72002
cmr,2004,91.89599
cmr,2005,92.07459
cmr,2006,92.1345
cmr,2007,92.22835
cmr,2008,90.35586
cmr,2009,88.23452
cmr,2010,85.85647
cmr,2011,85.89883
cmr,2012,85.95657
cmr,2013,86.03411
cmr,2014,86.1415
cmr,2015,86.28645
cmr,2016,86.42628
cmr,2017,86.60734
cmr,2018,86.82786
cmr,2019,87.08149
cmr,2020,87.0815
cmr,2021,86.88124
cod,1990,97.6105
cod,1991,97.36261
cod,1992,97.16759
cod,1993,97.02236
cod,1994,96.96644
cod,1995,97.05554
cod,1996,96.8335
cod,1997,96.73931
cod,1998,96.75384
cod,1999,96.82013
cod,2000,96.88116
cod,2001,96.72457
cod,2002,96.61727
cod,2003,96.53921
cod,2004,96.48895
cod,2005,96.46514
cod,2006,95.60381
cod,2007,94.70101
cod,2008,93.75953
cod,2009,92.77684
cod,2010,91.75573
cod,2011,90.69628
cod,2012,89.59729
cod,2013,89.53067
cod,2014,89.52908
cod,2015,89.59799
cod,2016,89.59655
cod,2017,89.69345
cod,2018,89.87864
cod,2019,90.13803
cod,2020,88.41857
cod,2021,88.6252
cog,1990,92.00637
cog,1991,92.43556
cog,1992,92.92769
cog,1993,93.45312
cog,1994,93.96375
cog,1995,94.43882
cog,1996,94.84983
cog,1997,95.23026
cog,1998,95.57673
cog,1999,95.90263
cog,2000,96.21192
cog,2001,96.33966
cog,2002,96.48874
cog,2003,96.63393
cog,2004,96.73982
cog,2005,96.78643
cog,2006,96.89827
cog,2007,96.96631
cog,2008,97.006
cog,2009,97.06562
cog,2010,97.18078
cog,2011,96.78891
cog,2012,96.51194
cog,2013,96.33725
cog,2014,96.24586
cog,2015,96.23175
cog,2016,96.37513
cog,2017,96.61338
cog,2018,96.94465
cog,2019,97.36165
cog,2020,95.3458
cog,2021,96.23843
col,1990,61.50132
col,1991,61.60668
col,1992,62.03559
col,1993,62.68872
col,1994,63.43715
col,1995,64.13027
col,1996,64.31658
col,1997,64.78259
col,1998,64.8325
col,1999,64.10164
col,2000,64.51313
col,2001,64.76798
col,2002,64.30039
col,2003,65.72243
col,2004,64.46718
col,2005,63.82555
col,2006,64.35905
col,2007,62.82839
col,2008,63.61563
col,2009,66.40152
col,2010,68.35435
col,2011,68.89398
col,2012,70.44838
col,2013,70.78384
col,2014,70.75835
col,2015,71.34817
col,2016,71.44057
col,2017,71.47455
col,2018,70.8294
col,2019,70.29032
col,2020,66.23666
col,2021,66.90171
com,1990,58.35202
com,1991,58.3243
com,1992,58.38554
com,1993,58.53421
com,1994,58.77934
com,1995,59.12355
com,1996,59.48912
com,1997,59.92283
com,1998,60.42992
com,1999,61.00796
com,2000,61.65306
com,2001,62.20744
com,2002,62.82717
com,2003,63.48841
com,2004,64.15001
com,2005,63.45547
com,2006,62.77861
com,2007,62.12078
com,2008,61.47752
com,2009,60.85213
com,2010,60.24215
com,2011,59.64893
com,2012,59.06831
com,2013,58.50453
com,2014,57.95497
com,2015,58.31906
com,2016,58.616
com,2017,58.98651
com,2018,59.4193
com,2019,59.88803
com,2020,58.71077
com,2021,58.8972
cpv,1990,48.5103
cpv,1991,49.11673
cpv,1992,49.77654
cpv,1993,50.48756
cpv,1994,51.24715
cpv,1995,52.05533
cpv,1996,52.89909
cpv,1997,53.78594
cpv,1998,54.719
cpv,1999,55.69596
cpv,2000,56.71586
cpv,2001,57.76779
cpv,2002,58.85464
cpv,2003,59.97069
cpv,2004,61.10421
cpv,2005,62.25459
cpv,2006,63.32754
cpv,2007,64.40888
cpv,2008,65.4965
cpv,2009,66.59627
cpv,2010,67.70926
cpv,2011,69.05569
cpv,2012,70.44687
cpv,2013,71.88682
cpv,2014,73.37203
cpv,2015,74.90366
cpv,2016,76.44114
cpv,2017,78.02178
cpv,2018,78.06837
cpv,2019,77.00885
cpv,2020,74.83335
cpv,2021,76.02301
cri,1990,39.97755
cri,1991,41.61384
cri,1992,41.16872
cri,1993,41.85012
