geo,time,tm_tax_mrch_sm_ar_zs
chn,2011,8.13
chn,2014,7.74
chn,2015,7.82
chn,2016,7.88
chn,2017,8.46
chn,2018,7.56
chn,2019,5.39
chn,2020,5.32
civ,1993,4.88
civ,1996,4.81
civ,2001,13.42
civ,2002,13.59
civ,2003,13.59
civ,2004,13.62
civ,2005,13.64
civ,2006,13.45
civ,2007,13.22
civ,2008,13.22
civ,2009,13.13
civ,2010,13.02
civ,2011,12.94
civ,2012,12.88
civ,2013,12.88
civ,2014,12.91
civ,2015,12.55
civ,2016,12.19
civ,2017,12.84
civ,2018,12.51
civ,2019,12.13
civ,2020,12.13
cmr,1994,18.45
cmr,1995,18.1
cmr,2001,18.65
cmr,2002,18.52
cmr,2003,19.19
cmr,2004,19.19
cmr,2005,19.16
cmr,2006,19.21
cmr,2007,18.78
cmr,2008,18.72
cmr,2009,18.95
cmr,2010,18.72
cmr,2011,18.87
cmr,2012,18.88
cmr,2013,18.75
cmr,2014,18.91
cmr,2019,18.56
cod,2003,13.14
cod,2006,13.05
cod,2007,12.94
cod,2008,12.92
cod,2009,12.9
cod,2010,11.87
cod,2014,11.65
cod,2019,12.02
cod,2020,11.57
cog,1994,20.49
cog,1997,17.41
cog,2001,19.64
cog,2002,19.62
cog,2003,19.89
cog,2004,19.89
cog,2005,19.97
cog,2006,19.89
cog,2007,18.24
cog,2008,18.2
cog,2009,18.2
cog,2010,18.2
cog,2011,18.2
cog,2013,18.51
cog,2014,18.44
cog,2015,12.91
col,1991,5.98
col,1992,12.02
col,1994,12.48
col,1995,13.81
col,1996,12.24
col,1997,12.36
col,1998,12.39
col,1999,12.46
col,2000,12.76
col,2001,12.79
col,2002,12.8
col,2003,12.75
col,2004,11.74
col,2005,11.91
col,2006,11.23
col,2007,10.8
col,2008,10.78
col,2009,10.69
col,2010,11.25
col,2011,6.79
col,2012,5.52
col,2013,5.66
col,2014,5.15
col,2015,5
col,2016,5.04
col,2017,4.39
col,2018,3.2
col,2019,2.85
col,2020,2.52
com,2008,8.88
com,2010,9.07
com,2011,9.07
com,2012,7.34
com,2013,11.85
com,2014,9.9
com,2015,12
com,2017,10.8
com,2018,12
com,2019,12.47
com,2020,12.17
cpv,2005,15.42
cpv,2006,15.26
cpv,2007,15.27
cpv,2008,15.27
cpv,2009,15.48
cpv,2010,14.87
cpv,2011,15.02
cpv,2012,14.78
cpv,2013,15.13
cpv,2015,14.82
cpv,2019,14.51
cpv,2020,13.71
cri,1995,9.7
cri,1996,11.67
cri,1997,8.08
cri,1998,6.41
cri,1999,5.75
cri,2000,5.02
cri,2001,6.04
cri,2002,7.03
cri,2003,6.18
cri,2004,6.34
cri,2005,6.98
cri,2006,6.14
cri,2007,6.04
cri,2008,5.9
cri,2009,4.54
cri,2010,4.53
cri,2011,4.54
cri,2012,4.4
cri,2013,4.34
cri,2014,4.19
cri,2016,3.81
cri,2018,3.47
cri,2019,3.22
cri,2020,3.05
cub,1993,13.75
cub,1996,12.03
cub,1997,11.96
cub,1998,12.03
cub,1999,11.91
cub,2000,11.82
cub,2001,12.09
cub,2002,11.9
cub,2003,12.13
cub,2004,11.33
cub,2005,11.12
cub,2006,11.11
cub,2007,11.13
cub,2008,11.04
cub,2009,10.7
cub,2010,10.58
cub,2011,10.63
cub,2012,10.65
cub,2013,10.27
cub,2015,9.85
cub,2016,10.17
cub,2017,9.95
cub,2019,10.52
cub,2020,10.6
cym,2016,23.03
cyp,1988,3.14
cyp,1989,3.49
cyp,1990,6.01
cyp,1991,4.71
cyp,1992,3.88
cyp,1993,3.54
cyp,1994,4.21
cyp,1995,5.73
cyp,1996,4.22
cyp,1997,3.47
cyp,1998,3.9
cyp,1999,4.31
cyp,2000,3.3
cyp,2001,4.26
cyp,2002,2.57
cyp,2003,2.54
cyp,2004,2.64
cyp,2005,2.68
cyp,2006,2.75
cyp,2007,2.53
cyp,2008,2.37
cyp,2009,2.44
cyp,2010,2.78
cyp,2011,2.3
cyp,2012,2.28
cyp,2013,2.21
cyp,2014,2.76
cyp,2015,2.73
cyp,2016,2.48
cyp,2017,2.48
cyp,2018,2.46
cyp,2019,2.55
cyp,2020,1.71
cze,1988,3.14
cze,1989,3.49
cze,1990,6.01
cze,1991,4.71
cze,1992,3.88
cze,1993,3.54
cze,1994,4.21
cze,1995,5.73
cze,1996,4.22
cze,1997,3.47
cze,1998,3.9
cze,1999,4.31
cze,2000,3.3
cze,2001,4.26
cze,2002,2.57
cze,2003,2.54
cze,2004,2.64
cze,2005,2.68
cze,2006,2.75
cze,2007,2.53
cze,2008,2.37
cze,2009,2.44
cze,2010,2.78
cze,2011,2.3
cze,2012,2.28
cze,2013,2.21
cze,2014,2.76
cze,2015,2.73
cze,2016,2.48
cze,2017,2.48
cze,2018,2.46
cze,2019,2.55
cze,2020,1.71
deu,1988,3.14
deu,1989,3.49
deu,1990,6.01
deu,1991,4.71
deu,1992,3.88
deu,1993,3.54
deu,1994,4.21
deu,1995,5.73
deu,1996,4.22
deu,1997,3.47
deu,1998,3.9
deu,1999,4.31
deu,2000,3.3
deu,2001,4.26
deu,2002,2.57
deu,2003,2.54
deu,2004,2.64
deu,2005,2.68
deu,2006,2.75
deu,2007,2.53
deu,2008,2.37
deu,2009,2.44
deu,2010,2.78
deu,2011,2.3
deu,2012,2.28
deu,2013,2.21
deu,2014,2.76
deu,2015,2.73
deu,2016,2.48
deu,2017,2.48
deu,2018,2.46
deu,2019,2.55
deu,2020,1.71
dji,1998,31.43
dji,1999,37.76
dji,2002,30.18
dji,2005,27.18
dji,2006,28.45
dji,2009,18.79
dji,2011,19.27
dji,2012,19.27
dji,2014,18.92
dma,1996,21.14
dma,1997,17.13
dma,1998,17.17
dma,1999,18.37
dma,2000,16.52
dma,2001,14.41
dma,2002,14.78
dma,2003,14.85
dma,2006,12.26
dma,2007,11.9
dma,2010,13.25
dma,2011,10.22
dma,2012,10.76
dma,2013,11.2
dma,2015,13.87
dma,2016,10.76
dma,2017,10.43
dma,2020,10.36
dnk,1988,3.14
dnk,1989,3.49
dnk,1990,6.01
dnk,1991,4.71
dnk,1992,3.88
dnk,1993,3.54
dnk,1994,4.21
dnk,1995,5.73
dnk,1996,4.22
dnk,1997,3.47
dnk,1998,3.9
dnk,1999,4.31
dnk,2000,3.3
dnk,2001,4.26
dnk,2002,2.57
dnk,2003,2.54
dnk,2004,2.64
dnk,2005,2.68
dnk,2006,2.75
dnk,2007,2.53
dnk,2008,2.37
dnk,2009,2.44
dnk,2010,2.78
dnk,2011,2.3
dnk,2012,2.28
dnk,2013,2.21
dnk,2014,2.76
dnk,2015,2.73
dnk,2016,2.48
dnk,2017,2.48
dnk,2018,2.46
dnk,2019,2.55
dnk,2020,1.71
dom,1996,10.23
dom,1997,15.73
dom,1998,10.23
dom,1999,10.23
dom,2000,20.21
dom,2001,10.31
dom,2002,10.77
dom,2003,10.84
dom,2004,10.8
dom,2005,10.33
dom,2006,9.61
dom,2007,7.68
dom,2008,9.01
dom,2010,7.9
dom,2011,9.09
dom,2012,9.28
dom,2013,9.15
dom,2015,7.93
dom,2016,7.49
dom,2017,6.32
dom,2018,6.33
dom,2020,6.06
dza,1993,21.44
dza,1997,24.73
dza,1998,24.03
dza,2001,22.07
dza,2002,19.01
dza,2003,18.36
dza,2005,16.33
dza,2006,16.03
dza,2007,16.27
dza,2008,16.18
dza,2009,14.23
dza,2014,12.24
dza,2015,12.26
dza,2016,12.24
dza,2017,12.32
dza,2018,12.47
dza,2019,12.49
dza,2020,12.52
ecu,1993,9.29
ecu,1994,11.91
ecu,1995,12.48
ecu,1996,11.72
ecu,1997,11.45
ecu,1998,11.89
ecu,1999,13.62
ecu,2000,11.71
ecu,2001,12.03
ecu,2002,12.02
ecu,2003,11.85
ecu,2004,11.6
ecu,2005,11.82
ecu,2006,9.82
ecu,2007,10.03
ecu,2008,9.02
ecu,2009,7.99
ecu,2010,9.15
ecu,2011,7.44
ecu,2012,7.27
ecu,2014,6.95
ecu,2015,10.5
ecu,2016,10.97
ecu,2017,9.42
ecu,2018,9.48
ecu,2019,9.8
ecu,2020,8.88
egy,1995,24.53
egy,1998,19.68
egy,1999,25.08
egy,2000,25.09
egy,2001,25.1
egy,2002,40.91
egy,2003,23.41
egy,2004,17.53
egy,2005,14.23
egy,2006,16.92
egy,2007,14.63
egy,2008,12.5
egy,2009,12.19
egy,2010,10.99
egy,2011,10.33
egy,2012,9.8
egy,2013,9.27
egy,2014,7.85
egy,2015,7.52
egy,2016,8.08
egy,2017,10.14
egy,2018,9.57
egy,2019,14.43
eri,2002,10.1
eri,2006,9.56
esp,1988,3.14
esp,1989,3.49
esp,1990,6.01
esp,1991,4.71
esp,1992,3.88
esp,1993,3.54
esp,1994,4.21
esp,1995,5.73
esp,1996,4.22
esp,1997,3.47
esp,1998,3.9
esp,1999,4.31
esp,2000,3.3
esp,2001,4.26
esp,2002,2.57
esp,2003,2.54
esp,2004,2.64
esp,2005,2.68
esp,2006,2.75
esp,2007,2.53
esp,2008,2.37
esp,2009,2.44
esp,2010,2.78
esp,2011,2.3
esp,2012,2.28
esp,2013,2.21
esp,2014,2.76
esp,2015,2.73
esp,2016,2.48
esp,2017,2.48
esp,2018,2.46
esp,2019,2.55
esp,2020,1.71
est,1988,3.14
est,1989,3.49
est,1990,6.01
est,1991,4.71
est,1992,3.88
est,1993,3.54
est,1994,4.21
est,1995,5.73
est,1996,4.22
est,1997,3.47
est,1998,3.9
est,1999,4.31
est,2000,3.3
est,2001,4.26
est,2002,2.57
est,2003,2.54
est,2004,2.64
est,2005,2.68
est,2006,2.75
est,2007,2.53
est,2008,2.37
est,2009,2.44
est,2010,2.78
est,2011,2.3
est,2012,2.28
est,2013,2.21
est,2014,2.76
est,2015,2.73
est,2016,2.48
est,2017,2.48
est,2018,2.46
est,2019,2.55
est,2020,1.71
eth,1995,29.41
eth,2001,19.51
eth,2002,19.65
eth,2006,18.6
eth,2008,18.18
eth,2009,18.24
eth,2010,18.19
eth,2011,18.22
eth,2012,18.15
eth,2015,17.87
eth,2018,17.83
fin,1988,3.14
fin,1989,3.49
fin,1990,6.01
fin,1991,4.71
fin,1992,3.88
fin,1993,3.54
fin,1994,4.21
fin,1995,5.73
fin,1996,4.22
fin,1997,3.47
fin,1998,3.9
fin,1999,4.31
fin,2000,3.3
fin,2001,4.26
fin,2002,2.57
fin,2003,2.54
fin,2004,2.64
fin,2005,2.68
fin,2006,2.75
fin,2007,2.53
fin,2008,2.37
fin,2009,2.44
fin,2010,2.78
fin,2011,2.3
fin,2012,2.28
fin,2013,2.21
fin,2014,2.76
fin,2015,2.73
fin,2016,2.48
fin,2017,2.48
fin,2018,2.46
fin,2019,2.55
fin,2020,1.71
fji,2003,9.62
fji,2004,10.51
fji,2006,11.05
fji,2007,11.57
fji,2008,13.33
fji,2009,13.43
fji,2010,13.97
fji,2011,17.76
fji,2012,14.16
fji,2013,14.36
fji,2015,11.96
fji,2017,14.19
fji,2018,15.57
fji,2019,20.84
fji,2020,14.97
fra,1988,3.14
fra,1989,3.49
fra,1990,6.01
fra,1991,4.71
fra,1992,3.88
fra,1993,3.54
fra,1994,4.21
fra,1995,5.73
fra,1996,4.22
fra,1997,3.47
fra,1998,3.9
fra,1999,4.31
fra,2000,3.3
fra,2001,4.26
fra,2002,2.57
fra,2003,2.54
fra,2004,2.64
fra,2005,2.68
fra,2006,2.75
fra,2007,2.53
fra,2008,2.37
fra,2009,2.44
fra,2010,2.78
fra,2011,2.3
fra,2012,2.28
fra,2013,2.21
fra,2014,2.76
fra,2015,2.73
fra,2016,2.48
fra,2017,2.48
fra,2018,2.46
fra,2019,2.55
fra,2020,1.71
gab,1995,20.29
gab,1998,19.85
gab,2000,19.79
gab,2001,19.68
gab,2002,18.92
gab,2003,19.84
gab,2004,19.84
gab,2005,19.65
gab,2007,18.71
gab,2008,18.73
gab,2009,18.48
gab,2010,18.51
gab,2011,18.57
gab,2012,18.58
gab,2013,18.6
gab,2015,17.8
gab,2016,18.89
gab,2019,18.65
gbr,2000,3.31
gbr,2001,4.26
gbr,2002,2.87
gbr,2003,2.8
gbr,2004,2.86
gbr,2005,3.05
gbr,2006,3.05
gbr,2007,2.83
gbr,2008,2.66
gbr,2009,2.69
gbr,2010,3.02
gbr,2011,2.5
gbr,2012,2.51
gbr,2013,2.47
gbr,2014,2.93
gbr,2015,2.9
gbr,2016,2.68
gbr,2017,2.62
gbr,2018,2.44
gbr,2019,2.55
gbr,2020,1.88
geo,1999,9.86
geo,2001,9.77
geo,2002,9.95
geo,2003,7.74
geo,2004,7.56
geo,2005,6.99
geo,2006,5.65
geo,2007,0.63
geo,2008,0.6
geo,2009,0.51
geo,2010,0.5
geo,2011,1.2
geo,2012,1.32
geo,2013,1.22
geo,2015,0.43
geo,2016,1.23
geo,2020,0.27
gha,1993,13.64
gha,2000,14.26
gha,2001,12.52
gha,2002,12.52
gha,2003,12.52
gha,2007,13.03
gha,2008,12.97
gha,2009,12.96
gha,2010,12.88
gha,2013,12.49
gha,2016,12.3
gha,2017,12.33
gha,2018,12.39
gha,2019,12.44
gha,2020,12.84
gin,1998,6.24
gin,2004,6.26
gin,2005,14.07
gin,2008,13.52
gin,2009,13.32
gin,2010,13.5
gin,2012,13.52
gin,2017,13.26
gin,2018,13.08
gin,2019,12.67
gin,2020,13.15
gmb,2003,13.82
gmb,2007,18.7
gmb,2008,18.73
gmb,2009,18.82
gmb,2010,15.54
gmb,2011,15.58
gmb,2012,15.58
gmb,2013,15.6
gmb,2018,14.25
gmb,2020,13.85
gnb,2001,15.34
gnb,2002,15.34
gnb,2003,13.98
gnb,2004,14.23
gnb,2005,14.03
gnb,2006,13.08
gnb,2007,13.92
