geo,time,tm_tax_mrch_sm_ar_zs
omn,2006,3.97
omn,2007,3.83
omn,2008,4.25
omn,2009,3.9
omn,2012,3.41
omn,2013,3.26
omn,2014,3.2
omn,2015,3.53
omn,2016,3.56
omn,2017,3.66
omn,2018,3.67
omn,2019,3.27
omn,2020,3.24
pak,1995,50.26
pak,1998,45.83
pak,1999,24.54
pak,2000,24.05
pak,2001,20.34
pak,2002,17.37
pak,2003,16.98
pak,2004,16.17
pak,2005,14.72
pak,2006,14.86
pak,2007,14.97
pak,2008,14.06
pak,2009,14.72
pak,2010,14.79
pak,2011,14.39
pak,2012,14.14
pak,2013,14.65
pak,2014,13.63
pak,2015,12.73
pak,2016,12.55
pak,2018,12.58
pak,2019,12.55
pak,2020,11.7
pan,1997,12.26
pan,1998,8.26
pan,1999,8.32
pan,2000,8.17
pan,2001,7.97
pan,2002,8.26
pan,2003,7.83
pan,2004,7.82
pan,2005,7.41
pan,2006,7.67
pan,2007,7.4
pan,2008,7.31
pan,2009,7.76
pan,2010,7.48
pan,2011,7.3
pan,2012,7.28
pan,2013,6.93
pan,2015,7.37
pan,2020,6.19
per,1993,17.92
per,1995,16.24
per,1997,13.2
per,1998,13.14
per,1999,13.08
per,2000,13.2
per,2001,11.86
per,2002,10.31
per,2003,9.68
per,2004,9.76
per,2005,9.19
per,2006,8.56
per,2007,8.48
per,2008,4.69
per,2009,4.54
per,2010,4.74
per,2011,3.12
per,2013,2.88
per,2014,2.8
per,2015,2.81
per,2017,1.38
per,2018,1.25
per,2019,1.27
per,2020,1.14
phl,1988,28.36
phl,1989,28.37
phl,1990,19.54
phl,1992,19.52
phl,1993,22.04
phl,1994,21.22
phl,1995,19.79
phl,1996,14.29
phl,1997,12.75
phl,1998,10.29
phl,1999,9.45
phl,2000,7.19
phl,2001,6.93
phl,2002,5.29
phl,2003,4.48
phl,2004,5.16
phl,2005,5.14
phl,2006,5.12
phl,2007,5.03
phl,2008,5.07
phl,2009,5.05
phl,2010,5.05
phl,2011,3.98
phl,2012,3.9
phl,2013,3.86
phl,2015,3.8
phl,2016,4.91
phl,2017,3.7
phl,2018,4.04
phl,2019,3.54
phl,2020,3.42
plw,2005,2.84
plw,2006,2.84
plw,2010,5.04
plw,2011,4.83
plw,2012,4.75
plw,2015,5.07
plw,2016,5.47
plw,2017,14.14
plw,2018,15.56
plw,2019,21.42
plw,2020,6.78
png,1997,20.53
png,1999,20.89
png,2000,7.86
png,2001,7.74
png,2002,7.31
png,2003,6.32
png,2004,6.72
png,2005,6.77
png,2006,5.46
png,2007,5.19
png,2008,5.12
png,2009,4.97
png,2010,5.12
png,2012,4.71
png,2013,4.72
png,2018,8.28
png,2019,11.28
png,2020,4.57
pol,1988,3.14
pol,1989,3.49
pol,1990,6.01
pol,1991,4.71
pol,1992,3.88
pol,1993,3.54
pol,1994,4.21
pol,1995,5.73
pol,1996,4.22
pol,1997,3.47
pol,1998,3.9
pol,1999,4.31
pol,2000,3.3
pol,2001,4.26
pol,2002,2.57
pol,2003,2.54
pol,2004,2.64
pol,2005,2.68
pol,2006,2.75
pol,2007,2.53
pol,2008,2.37
pol,2009,2.44
pol,2010,2.78
pol,2011,2.3
pol,2012,2.28
pol,2013,2.21
pol,2014,2.76
pol,2015,2.73
pol,2016,2.48
pol,2017,2.48
pol,2018,2.46
pol,2019,2.55
pol,2020,1.71
prt,1988,3.14
prt,1989,3.49
prt,1990,6.01
prt,1991,4.71
prt,1992,3.88
prt,1993,3.54
prt,1994,4.21
prt,1995,5.73
prt,1996,4.22
prt,1997,3.47
prt,1998,3.9
prt,1999,4.31
prt,2000,3.3
prt,2001,4.26
prt,2002,2.57
prt,2003,2.54
prt,2004,2.64
prt,2005,2.68
prt,2006,2.75
prt,2007,2.53
prt,2008,2.37
prt,2009,2.44
prt,2010,2.78
prt,2011,2.3
prt,2012,2.28
prt,2013,2.21
prt,2014,2.76
prt,2015,2.73
prt,2016,2.48
prt,2017,2.48
prt,2018,2.46
prt,2019,2.55
prt,2020,1.71
pry,1991,15.35
pry,1994,8.75
pry,1995,9.72
pry,1996,11.67
pry,1997,11.8
pry,1998,12.04
pry,1999,10.78
pry,2000,13.6
pry,2001,13.59
pry,2002,13.39
pry,2003,13.44
pry,2004,9.7
pry,2005,8.41
pry,2006,7.17
pry,2007,8
pry,2008,8.46
pry,2009,7.95
pry,2010,8.33
pry,2011,8.4
pry,2012,8.34
pry,2013,8.24
pry,2014,8.14
pry,2015,8.1
pry,2016,8.28
pry,2017,8.11
pry,2018,8.14
pry,2019,8.14
pry,2020,7.46
pse,2013,2.27
pse,2014,2.37
pse,2015,2.48
pse,2016,2.45
pse,2017,1.86
pyf,2008,6.82
pyf,2009,6.82
pyf,2011,6.7
pyf,2012,5.84
pyf,2013,5.74
pyf,2014,5.73
pyf,2015,7.53
pyf,2016,7.48
pyf,2017,6.6
pyf,2018,6.6
pyf,2019,6.56
pyf,2020,6.88
qat,2002,4.11
qat,2003,5.12
qat,2004,5.22
qat,2005,4.13
qat,2006,4.06
qat,2007,4.16
qat,2008,4.17
qat,2009,4.4
qat,2010,4.78
qat,2011,4.78
qat,2012,4.21
qat,2013,4.24
qat,2014,3.84
qat,2015,3.68
qat,2016,3.68
qat,2017,4
qat,2018,3.98
qat,2019,4.13
qat,2020,3.92
rou,1988,3.14
rou,1989,3.49
rou,1990,6.01
rou,1991,4.71
rou,1992,3.88
rou,1993,3.54
rou,1994,4.21
rou,1995,5.73
rou,1996,4.22
rou,1997,3.47
rou,1998,3.9
rou,1999,4.31
rou,2000,3.3
rou,2001,4.26
rou,2002,2.57
rou,2003,2.54
rou,2004,2.64
rou,2005,2.68
rou,2006,2.75
rou,2007,2.53
rou,2008,2.37
rou,2009,2.44
rou,2010,2.78
rou,2011,2.3
rou,2012,2.28
rou,2013,2.21
rou,2014,2.76
rou,2015,2.73
rou,2016,2.48
rou,2017,2.48
rou,2018,2.46
rou,2019,2.55
rou,2020,1.71
rus,1993,8.34
rus,1994,11.11
rus,1996,11.92
rus,1997,13.99
rus,2001,11.9
rus,2002,11.64
rus,2005,11.39
rus,2007,9.97
rus,2008,9.94
rus,2009,9.99
rus,2010,7.11
rus,2011,8.59
rus,2012,8.28
rus,2013,8.05
rus,2014,7.34
rus,2015,5.33
rus,2016,5.34
rus,2017,5.06
rus,2018,4.92
rus,2019,6.86
rus,2020,5.01
rwa,1993,38.69
rwa,2000,11.57
rwa,2001,10.45
rwa,2002,24.21
rwa,2003,9.75
rwa,2005,19.48
rwa,2006,19.73
rwa,2008,18.66
rwa,2009,11.43
rwa,2010,11.19
rwa,2011,10.28
rwa,2012,10.77
rwa,2013,11.11
rwa,2014,11.1
rwa,2015,11.18
rwa,2016,11.5
rwa,2018,11.26
rwa,2019,11.64
rwa,2020,11.69
sau,1994,12.32
sau,1999,12.37
sau,2000,12.65
sau,2001,12.68
sau,2002,6.77
sau,2003,6.64
sau,2004,6.66
sau,2005,4.19
sau,2006,4.16
sau,2007,4.02
sau,2008,3.33
sau,2009,3.28
sau,2011,4.83
sau,2012,4.15
sau,2013,4.15
sau,2014,4.03
sau,2015,5.08
sau,2017,4.54
sau,2020,4.7
sdn,1996,5.03
sdn,2002,22.6
sdn,2006,11.47
sdn,2008,14.22
sdn,2009,14.26
sdn,2010,12.67
sdn,2011,12.56
sdn,2020,0
sen,2001,13.86
sen,2002,13.83
sen,2003,13.92
sen,2004,13.93
sen,2005,13.97
sen,2006,13.49
sen,2007,13.41
sen,2008,13.41
sen,2009,13.41
sen,2010,13.42
sen,2011,13.32
sen,2012,13.13
sen,2013,13.13
sen,2014,13.18
sen,2015,12.95
sen,2016,12.96
sen,2017,13.17
sen,2018,12.96
sen,2019,12.78
sen,2020,12.8
sgp,1989,1.72
sgp,1995,0.58
sgp,1996,0.07
sgp,1997,0.07
sgp,1998,0.07
sgp,1999,0.07
sgp,2000,0.07
sgp,2001,0.05
sgp,2002,0.06
sgp,2003,0.05
sgp,2004,0
sgp,2005,0.05
sgp,2006,0.05
sgp,2007,0.04
sgp,2008,0.15
sgp,2009,0.14
sgp,2010,0.17
sgp,2011,0.28
sgp,2012,0.21
sgp,2013,0.21
sgp,2014,0.2
sgp,2015,0.2
sgp,2016,0.21
sgp,2017,0.19
sgp,2018,0.58
sgp,2019,1.2
sgp,2020,0.17
slb,2008,10.8
slb,2015,10.72
slb,2016,10.78
slb,2017,10.09
slb,2018,12.24
slb,2019,16.85
slb,2020,11.86
sle,2004,14.93
sle,2006,14.62
sle,2010,12.87
sle,2011,12.91
sle,2012,12.88
sle,2020,13.63
slv,1995,10.04
slv,1996,8.71
slv,1997,8.1
slv,1998,5.94
slv,1999,7.03
slv,2000,7.38
slv,2001,7.47
slv,2002,5.76
slv,2003,7.21
slv,2004,5.99
slv,2005,6.68
slv,2006,5.04
slv,2007,5.05
slv,2008,3.82
slv,2009,3.73
slv,2010,5.03
slv,2011,5.18
slv,2012,4.1
slv,2013,4.29
slv,2014,4
slv,2015,3.83
slv,2017,3.69
slv,2018,3.47
slv,2019,3.37
slv,2020,3.41
srb,2001,9.13
srb,2002,10.05
srb,2005,8.09
srb,2007,7.56
srb,2008,7.64
srb,2009,5.25
srb,2010,4.65
srb,2011,4.02
srb,2013,7.29
srb,2015,2.67
srb,2016,2.7
srb,2017,2.78
srb,2018,2.76
stp,2013,9.91
stp,2014,9.86
stp,2015,9.85
stp,2016,9.84
stp,2018,9.81
stp,2019,10
sur,1996,21.09
sur,1999,17.55
sur,2000,14.4
sur,2007,11.12
sur,2009,12
sur,2010,12.01
sur,2011,11.77
sur,2012,10.84
sur,2013,10.84
sur,2018,10.74
sur,2019,10.76
sur,2020,10.76
svk,1988,3.14
svk,1989,3.49
svk,1990,6.01
svk,1991,4.71
svk,1992,3.88
svk,1993,3.54
svk,1994,4.21
svk,1995,5.73
svk,1996,4.22
svk,1997,3.47
svk,1998,3.9
svk,1999,4.31
svk,2000,3.3
svk,2001,4.26
svk,2002,2.57
svk,2003,2.54
svk,2004,2.64
svk,2005,2.68
svk,2006,2.75
svk,2007,2.53
svk,2008,2.37
svk,2009,2.44
svk,2010,2.78
svk,2011,2.3
svk,2012,2.28
svk,2013,2.21
svk,2014,2.76
svk,2015,2.73
svk,2016,2.48
svk,2017,2.48
svk,2018,2.46
svk,2019,2.55
svk,2020,1.71
svn,1988,3.14
svn,1989,3.49
svn,1990,6.01
svn,1991,4.71
svn,1992,3.88
svn,1993,3.54
svn,1994,4.21
svn,1995,5.73
svn,1996,4.22
svn,1997,3.47
svn,1998,3.9
svn,1999,4.31
svn,2000,3.3
svn,2001,4.26
svn,2002,2.57
svn,2003,2.54
svn,2004,2.64
svn,2005,2.68
svn,2006,2.75
svn,2007,2.53
svn,2008,2.37
svn,2009,2.44
svn,2010,2.78
svn,2011,2.3
svn,2012,2.28
svn,2013,2.21
svn,2014,2.76
svn,2015,2.73
svn,2016,2.48
svn,2017,2.48
svn,2018,2.46
svn,2019,2.55
svn,2020,1.71
swe,1988,3.14
swe,1989,3.49
swe,1990,6.01
swe,1991,4.71
swe,1992,3.88
swe,1993,3.54
swe,1994,4.21
swe,1995,5.73
swe,1996,4.22
swe,1997,3.47
swe,1998,3.9
swe,1999,4.31
swe,2000,3.3
swe,2001,4.26
swe,2002,2.57
swe,2003,2.54
swe,2004,2.64
swe,2005,2.68
swe,2006,2.75
swe,2007,2.53
swe,2008,2.37
swe,2009,2.44
swe,2010,2.78
swe,2011,2.3
swe,2012,2.28
swe,2013,2.21
swe,2014,2.76
swe,2015,2.73
swe,2016,2.48
swe,2017,2.48
swe,2018,2.46
swe,2019,2.55
swe,2020,1.71
swz,2001,0.55
swz,2002,9.19
swz,2004,11.21
swz,2005,12.08
swz,2006,10.31
swz,2007,11.14
swz,2008,11.72
swz,2009,11.3
swz,2010,10.48
swz,2011,11.86
swz,2012,8.53
swz,2013,3.62
swz,2014,3.84
swz,2015,4.68
swz,2016,4.4
swz,2017,2.98
swz,2018,2.08
swz,2019,8.46
swz,2020,6.91
syc,2000,27.22
syc,2001,27.69
syc,2005,12.15
syc,2006,9.06
syc,2007,9.75
syc,2015,2.39
syc,2016,2.85
syc,2017,2.74
syc,2018,2.27
syc,2019,8.91
syc,2020,1.79
syr,2002,14.67
syr,2009,11.2
syr,2010,11.86
syr,2013,15.16
syr,2020,8.98
tcd,1995,17.08
tcd,1997,17.08
tcd,2001,17.59
tcd,2002,17.56
tcd,2003,17.56
tcd,2004,17.41
tcd,2005,18.13
tcd,2006,18.18
tcd,2007,17.09
tcd,2008,17.56
tcd,2009,17.56
tcd,2010,17.42
tcd,2011,17.41
tcd,2013,17.71
tcd,2015,17.04
tcd,2016,18.16
tgo,1996,15.22
tgo,1997,15.56
tgo,1999,15.46
tgo,2000,14.35
tgo,2001,14.27
tgo,2002,14.23
tgo,2003,14.55
tgo,2004,14.56
tgo,2005,14.61
tgo,2006,14.15
tgo,2007,13.85
tgo,2008,13.85
tgo,2009,13.84
tgo,2010,13.53
tgo,2011,13.66
tgo,2012,13.14
tgo,2013,12.88
tgo,2014,12.87
tgo,2015,11.84
tgo,2016,12.08
tgo,2017,13.31
tgo,2018,13.13
tgo,2019,11.83
tgo,2020,11.83
tha,1989,41.22
tha,1991,41.99
tha,1993,44.17
tha,1995,21.77
tha,1999,42.61
tha,2000,17.12
tha,2001,14.71
tha,2003,13.75
tha,2004,11.32
tha,2005,10.55
tha,2006,10.84
tha,2007,10.52
tha,2008,10.78
tha,2009,11.01
tha,2010,10.81
tha,2011,11.25
tha,2013,12.03
tha,2014,8.42
tha,2015,7.96
tjk,2006,5.01
tjk,2010,4.61
tjk,2012,4.85
tjk,2013,5.19
tjk,2014,4.96
tjk,2015,6.14
tjk,2016,5.22
tjk,2017,5.08
tjk,2020,5.04
tkm,1998,0
tkm,2002,5.35
tls,2011,2.5
tls,2012,2.5
tls,2013,2.5
tls,2014,2.5
tls,2015,2.5
tls,2016,2.5
tls,2020,2.52
ton,2009,11.01
ton,2010,11.09
ton,2011,11.01
ton,2012,11.24
ton,2013,11.08
ton,2015,11.25
ton,2016,11.09
ton,2017,10.89
ton,2020,9.73
tto,1991,18.73
tto,1992,19.21
tto,1996,12.07
tto,1999,19.88
tto,2001,9.95
tto,2002,9.74
tto,2003,9.78
tto,2004,10.54
tto,2005,10.46
tto,2006,9.98
tto,2007,8.81
tto,2008,8.76
tto,2010,11.94
tto,2011,11.94
tto,2012,11.47
tto,2013,11.43
tun,1990,28.07
tun,1992,28.46
tun,1995,29.67
tun,1998,29.71
tun,2000,28.22
tun,2002,29.93
tun,2003,25.53
tun,2004,25.92
tun,2005,13.28
tun,2006,22.99
tun,2008,21.79
tun,2009,21.6
tun,2010,18.13
tun,2011,16.25
tun,2012,15.57
tun,2013,6.69
tun,2015,6.49
tun,2016,10.21
tur,1993,7.35
tur,1995,8.68
tur,1996,4.54
tur,1997,6.74
tur,1998,4.35
tur,1999,7.18
tur,2000,3.54
tur,2001,3.01
tur,2002,2.88
tur,2003,2.61
tur,2004,3.22
tur,2005,2.42
tur,2006,2.3
tur,2007,2.49
tur,2008,2.49
tur,2009,2.36
tur,2010,2.49
tur,2011,2.42
tur,2013,2.4
tur,2015,2.7
tur,2016,2.45
tur,2017,2.74
tur,2018,2.64
tur,2019,3.67
tur,2020,3.61
tuv,2010,8.5
tuv,2017,8.85
tza,1993,15.54
tza,1997,22.31
tza,1998,21.31
tza,2000,17.86
tza,2003,15.23
tza,2005,12.9
tza,2006,12.53
tza,2007,12.53
tza,2008,13.11
tza,2009,12.98
tza,2010,13.07
tza,2011,12.81
tza,2012,13.22
tza,2013,13.2
tza,2014,13.14
tza,2015,11.92
tza,2016,12.17
tza,2018,12.26
tza,2019,12.15
tza,2020,12.23
uga,1994,16.61
uga,2000,8.28
uga,2001,8.1
uga,2002,7.86
uga,2003,7.51
uga,2004,7.14
uga,2005,12.43
uga,2006,12.13
uga,2007,12.1
uga,2008,12.21
uga,2009,12.39
uga,2010,12.44
uga,2011,12.04
uga,2012,12.23
uga,2013,12.02
uga,2014,12.16
uga,2015,11.68
uga,2016,11.71
uga,2018,12.15
uga,2019,12.41
uga,2020,13.24
ukr,1995,7.48
ukr,1997,8.37
ukr,2002,7.7
ukr,2006,4.89
ukr,2007,5.46
ukr,2008,5
ukr,2009,4.07
ukr,2010,4.5
ukr,2011,4.11
ukr,2012,4.16
ukr,2013,4.71
ukr,2014,4.28
ukr,2015,4.08
ukr,2016,4.48
ukr,2017,2.59
ukr,2018,2.3
ukr,2019,4.31
ukr,2020,2.16
ury,1992,6.95
ury,1995,12.65
ury,1996,13.01
ury,1997,13.2
ury,1998,15.39
ury,1999,15.48
ury,2000,13.27
ury,2001,13.13
ury,2002,14.65
ury,2004,11.51
ury,2005,9.87
ury,2006,9.64
ury,2007,9.52
ury,2008,9.6
ury,2009,9.57
ury,2010,9.63
ury,2011,9.8
ury,2012,9.76
ury,2013,9.84
ury,2014,9.81
ury,2015,9.81
ury,2016,9.94
ury,2017,10.02
ury,2018,9.97
ury,2019,9.94
ury,2020,9.93
usa,1989,5.28
usa,1990,5.2
usa,1991,5.31
usa,1992,5.25
usa,1993,5.12
usa,1995,4.59
usa,1996,4.44
usa,1997,4.34
usa,1998,4.49
usa,1999,3.88
usa,2000,3.87
usa,2001,3.82
usa,2002,3.98
usa,2003,3.53
usa,2004,3.31
usa,2005,3.23
usa,2006,3.14
usa,2007,3.01
usa,2008,3.1
usa,2009,3
usa,2010,2.96
usa,2011,3.03
usa,2012,2.99
usa,2013,2.87
usa,2014,2.93
usa,2015,2.8
usa,2016,2.76
usa,2017,3.36
usa,2018,3.25
usa,2019,8.7
usa,2020,2.87
uzb,2001,10.67
uzb,2006,11.99
uzb,2007,12.22
uzb,2008,12.77
uzb,2009,12.02
uzb,2012,12.25
uzb,2014,12.34
uzb,2015,13.66
uzb,2020,6.21
vct,1996,21.29
vct,1999,18.1
vct,2000,18.38
vct,2001,13.36
vct,2002,13.37
vct,2003,13.26
vct,2006,3.83
vct,2007,11.11
vct,2010,13.03
vct,2011,12.96
vct,2012,10.71
vct,2013,10.71
vct,2015,10.19
vct,2016,9.8
vct,2017,9.38
vct,2018,9.17
vct,2019,8.98
vct,2020,9.23
ven,1992,17.13
ven,1995,12.8
ven,1997,12.82
ven,1998,13
ven,1999,13.3
ven,2000,13.24
ven,2001,13.38
ven,2002,13.62
ven,2003,13.34
ven,2004,12.5
ven,2005,12.66
ven,2006,12.32
ven,2007,11.83
ven,2008,12.24
ven,2009,12.22
ven,2010,13.07
ven,2011,11.83
ven,2012,11.84
ven,2013,11.65
ven,2014,11.03
ven,2015,11.82
ven,2016,11.2
ven,2017,11.88
ven,2018,10.94
ven,2019,11.9
ven,2020,14.44
vnm,1994,10.14
vnm,1999,12.33
vnm,2001,13.81
vnm,2002,13.43
vnm,2003,12.74
vnm,2004,12.54
vnm,2005,11.78
vnm,2006,11.9
vnm,2007,12.14
vnm,2008,8.01
vnm,2009,7.97
vnm,2010,7.29
vnm,2012,7.12
vnm,2013,6.7
vnm,2014,6.63
vnm,2015,6.18
vnm,2016,6.4
vnm,2017,6.51
vnm,2018,6.65
vnm,2019,5.68
vnm,2020,5.56
vut,2002,18.38
vut,2003,17.79
vut,2004,17.81
vut,2005,17.8
vut,2006,17.97
vut,2007,18.51
vut,2008,18.62
vut,2009,18.59
vut,2012,12.03
vut,2015,9.05
vut,2016,8.91
vut,2017,10.14
vut,2020,11.84
wsm,2011,12.71
wsm,2012,11.86
wsm,2013,11.79
wsm,2014,12.8
wsm,2015,13.06
wsm,2016,12.2
wsm,2017,12.22
wsm,2018,12.93
wsm,2020,11.92
yem,2000,13.12
yem,2006,6.79
yem,2009,5.48
yem,2011,5.29
yem,2012,5.24
yem,2013,5.24
yem,2015,5.52
yem,2016,5.47
yem,2017,5.76
zaf,1988,13.52
zaf,1990,11.63
zaf,1991,11.33
zaf,1993,16.41
zaf,1996,14.8
zaf,1997,10.72
zaf,1999,9.74
zaf,2000,9.45
zaf,2001,9.65
zaf,2002,8.3
zaf,2003,8.47
zaf,2004,9.3
zaf,2005,8.85
zaf,2006,8.46
zaf,2007,8.06
zaf,2008,7.62
zaf,2009,7.53
zaf,2010,7.31
zaf,2011,7.11
zaf,2012,7.12
zaf,2013,6.4
zaf,2014,6.31
zaf,2015,6.35
zaf,2016,6.48
zaf,2017,6.67
zaf,2018,6.76
zaf,2019,8.37
zaf,2020,7.11
zmb,1993,25.34
zmb,1997,15.39
zmb,2001,17.64
zmb,2002,14.89
zmb,2003,14.51
zmb,2004,18.13
zmb,2005,14.52
zmb,2006,17.28
zmb,2007,16.07
zmb,2008,11.58
zmb,2009,11.03
zmb,2010,11.19
zmb,2011,10.46
zmb,2012,11.12
zmb,2013,10.3
zmb,2015,10.64
zmb,2016,14.72
zmb,2018,10.8
zmb,2020,11.65
zwe,1996,40.61
zwe,1997,25.02
zwe,1998,20.95
zwe,1999,26.33
zwe,2000,22.15
zwe,2001,19.22
zwe,2002,18.17
zwe,2003,16.66
zwe,2007,18.68
zwe,2010,16.97
zwe,2011,11.92
zwe,2012,17.47
zwe,2015,13.29
zwe,2016,9.56
