geo,time,fi_res_totl_mo
bhs,1987,1.22871
bhs,1988,1.24641
bhs,1989,0.87166
bhs,1990,0.92229
bhs,1991,1.10316
bhs,1992,1.10577
bhs,1993,1.18916
bhs,1994,1.15199
bhs,1995,1.07166
bhs,1996,0.91956
bhs,1997,1.08765
bhs,1998,1.35297
bhs,1999,1.5736
bhs,2000,1.21058
bhs,2001,1.21205
bhs,2002,1.49406
bhs,2003,1.91184
bhs,2004,2.40917
bhs,2005,1.78437
bhs,2006,1.17418
bhs,2007,1.13998
bhs,2008,1.4196
bhs,2009,3.07427
bhs,2010,3.09666
bhs,2011,2.82285
bhs,2012,1.93941
bhs,2013,1.87359
bhs,2014,1.88526
bhs,2015,2.29664
bhs,2016,2.42753
bhs,2017,3.18338
bhs,2018,2.7644
bhs,2019,3.84345
bhs,2020,7.35901
bih,1998,0.51041
bih,1999,1.21214
bih,2000,1.40762
bih,2001,3.32224
bih,2002,3.3049
bih,2003,3.54372
bih,2004,4.01274
bih,2005,3.77303
bih,2006,5.191
bih,2007,6.32012
bih,2008,4.50524
bih,2009,6.20839
bih,2010,5.80977
bih,2011,4.66279
bih,2012,5.24679
bih,2013,5.86502
bih,2014,5.29764
bih,2015,6.2913
bih,2016,6.51276
bih,2017,7.00829
bih,2018,6.64613
bih,2019,7.28734
bih,2020,10.11267
blr,1994,0.37537
blr,1995,0.77933
blr,1996,0.76291
blr,1997,0.53648
blr,1998,1.02389
blr,1999,0.52564
blr,2000,0.54713
blr,2001,0.54878
blr,2002,0.89908
blr,2003,0.65364
blr,2004,0.60398
blr,2005,0.92482
blr,2006,0.71075
blr,2007,1.65317
blr,2008,0.87504
blr,2009,2.16762
blr,2010,1.57038
blr,2011,1.89429
blr,2012,1.88834
blr,2013,1.59924
blr,2014,1.29096
blr,2015,1.39985
blr,2016,1.79421
blr,2017,2.22679
blr,2018,1.92286
blr,2019,2.48198
blr,2020,2.31331
blr,2021,2.06524
blz,1984,0.454
blz,1985,1.15052
blz,1986,2.01665
blz,1987,2.34619
blz,1988,2.69165
blz,1989,2.66035
blz,1990,3.11062
blz,1991,2.04631
blz,1992,1.82089
blz,1993,1.26899
blz,1994,1.19036
blz,1995,1.28733
blz,1996,1.98413
blz,1997,1.7589
blz,1998,1.23255
blz,1999,1.66123
blz,2000,2.26866
blz,2001,2.0253
blz,2002,1.98556
blz,2003,1.36148
blz,2004,0.78971
blz,2005,1.03892
blz,2006,1.54127
blz,2007,1.3441
blz,2008,1.76625
blz,2009,2.86505
blz,2010,2.6921
blz,2011,2.70419
blz,2012,3.01903
blz,2013,4.00172
blz,2014,4.4899
blz,2015,4.0812
blz,2016,3.62359
blz,2017,2.95842
blz,2018,2.69768
blz,2019,2.41959
blz,2020,4.31497
bol,1976,3.52703
bol,1977,4.46782
bol,1978,3.55594
bol,1979,4.79274
bol,1980,5.97364
bol,1981,3.37585
bol,1982,5.93846
bol,1983,5.3405
bol,1984,5.75962
bol,1985,5.37605
bol,1986,5.27193
bol,1987,5.2576
bol,1988,5.02433
bol,1989,5.15768
bol,1990,4.52953
bol,1991,3.65416
bol,1992,3.67207
bol,1993,4.16697
bol,1994,6.12655
bol,1995,6.67061
bol,1996,7.93607
bol,1997,6.91911
bol,1998,5.87571
bol,1999,6.39751
bol,2000,5.8167
bol,2001,5.9483
bol,2002,4.50132
bol,2003,5.43533
bol,2004,5.46543
bol,2005,6.4065
bol,2006,9.37205
bol,2007,12.75405
bol,2008,13.90756
bol,2009,16.97312
bol,2010,16.38577
bol,2011,14.53954
bol,2012,14.29401
bol,2013,13.17806
bol,2014,12.3374
bol,2015,11.91261
bol,2016,10.4473
bol,2017,9.4196
bol,2018,7.90914
bol,2019,5.98784
bol,2020,7.08439
bra,1975,2.94972
bra,1976,4.48418
bra,1977,4.79557
bra,1978,6.77318
bra,1979,4.14363
bra,1980,2.27594
bra,1981,2.30894
bra,1982,1.20605
bra,1983,1.74959
bra,1984,4.73165
bra,1985,4.68828
bra,1986,3.21768
bra,1987,3.22695
bra,1988,3.33884
bra,1989,3.0534
bra,1990,2.92977
bra,1991,2.90418
bra,1992,7.68236
bra,1993,8.32447
bra,1994,8.50057
bra,1995,7.99061
bra,1996,8.64001
bra,1997,6.45063
bra,1998,5.41077
bra,1999,5.04338
bra,2000,4.19416
bra,2001,4.48437
bra,2002,5.42759
bra,2003,6.8874
bra,2004,6.11137
bra,2005,5.08202
bra,2006,6.67769
bra,2007,10.87598
bra,2008,8.44539
bra,2009,13.08486
bra,2010,10.4402
bra,2011,10.70149
bra,2012,11.86657
bra,2013,11.44613
bra,2014,11.60021
bra,2015,15.08859
bra,2016,16.98035
bra,2017,14.96533
bra,2018,13.24188
bra,2019,12.18674
bra,2020,14.9096
bra,2021,11.49308
brb,1967,1.1922
brb,1968,1.76513
brb,1969,1.21047
brb,1970,1.34405
brb,1971,1.44197
brb,1972,1.88195
brb,1973,1.88462
brb,1974,2.05068
brb,1975,1.89076
brb,1976,1.21767
brb,1977,1.40579
brb,1978,1.9453
brb,1979,1.64954
brb,1980,1.559
brb,1981,1.7922
brb,1982,2.18404
brb,1983,2.01902
brb,1984,2.03387
brb,1985,2.27595
brb,1986,2.39798
brb,1987,2.44085
brb,1988,2.13468
brb,1989,1.51514
brb,1990,1.51956
brb,1991,1.15376
brb,1992,2.29234
brb,1993,2.15993
brb,1994,2.62223
brb,1995,2.40073
brb,1996,2.92146
brb,1997,2.35209
brb,1998,3.09648
brb,1999,2.38534
brb,2000,3.45398
brb,2001,5.29272
brb,2002,4.99923
brb,2003,4.88864
brb,2004,3.40102
brb,2005,3.09234
brb,2006,2.93742
brb,2007,3.72712
brb,2008,3.08525
brb,2009,4.19103
brb,2010,3.9563
brb,2011,3.6112
brb,2012,3.64862
brb,2013,2.81405
brb,2014,2.46263
brb,2015,2.41916
brb,2016,1.69475
brn,2001,1.97421
brn,2002,2.13351
brn,2003,2.28522
brn,2004,2.24485
brn,2005,2.17644
brn,2006,2.06492
brn,2007,2.27905
brn,2008,1.99897
brn,2009,4.09138
brn,2010,3.84878
brn,2011,4.40848
brn,2012,5.06022
brn,2013,4.78314
brn,2014,6.35893
brn,2015,7.59782
brn,2016,9.20578
brn,2017,8.98232
brn,2018,6.2005
brn,2019,6.86171
brn,2020,6.90985
btn,2006,12.47485
btn,2007,13.68435
btn,2008,10.9873
btn,2009,14.54703
btn,2010,11.74697
btn,2011,6.6478
btn,2012,8.55745
btn,2013,9.26354
btn,2014,11.80314
btn,2015,9.60612
btn,2016,9.43703
btn,2017,9.88572
btn,2018,7.89748
btn,2019,9.98565
btn,2020,13.26276
bwa,1976,2.79508
bwa,1977,3.13022
bwa,1978,3.78885
bwa,1979,4.7004
bwa,1980,4.20381
bwa,1981,2.99439
bwa,1982,4.10751
bwa,1983,4.72962
bwa,1984,5.64764
bwa,1985,10.82578
bwa,1986,13.81245
bwa,1987,16.97952
bwa,1988,15.01012
bwa,1989,17.65865
bwa,1990,15.934
bwa,1991,18.54148
bwa,1992,19.40021
bwa,1993,24.07944
bwa,1994,24.78137
bwa,1995,21.96472
bwa,1996,23.51114
bwa,1997,21.74326
bwa,1998,23.69433
bwa,1999,24.20924
bwa,2000,24.85917
bwa,2001,26.72904
bwa,2002,21.46091
bwa,2003,16.81657
bwa,2004,13.99411
bwa,2005,15.89049
bwa,2006,20.54935
bwa,2007,19.60109
bwa,2008,15.72521
bwa,2009,17.47913
bwa,2010,12.39748
bwa,2011,10.9462
bwa,2012,9.84524
bwa,2013,9.18731
bwa,2014,10.26691
bwa,2015,10.29741
bwa,2016,10.23451
bwa,2017,11.36088
bwa,2018,8.69368
bwa,2019,8.35339
bwa,2020,7.65564
caf,1977,1.7764
caf,1978,1.50205
caf,1979,2.3574
caf,1980,2.24887
caf,1981,3.67017
caf,1982,2.30655
caf,1983,2.40686
caf,1984,2.81866
caf,1985,2.20492
caf,1986,2.33734
caf,1987,3.27574
caf,1988,3.86104
caf,1989,4.00792
caf,1990,3.4102
caf,1991,3.83807
caf,1992,3.42404
caf,1993,4.45649
caf,1994,9.62648
can,1960,2.89682
can,1961,3.21166
can,1962,3.46802
can,1963,3.38111
can,1964,3.36057
can,1965,2.99771
can,1966,2.34799
can,1967,2.18587
can,1968,2.30061
can,1969,1.90992
can,1970,2.76514
can,1971,2.97942
can,1972,2.89727
can,1973,2.54756
can,1974,2.30051
can,1975,1.81844
can,1976,1.70517
can,1977,1.49402
can,1978,1.5654
can,1979,2.14195
can,1980,2.08732
can,1981,1.35981
can,1982,1.65887
can,1983,1.40024
can,1984,0.93805
can,1985,0.94045
can,1986,1.08264
can,1987,1.45165
can,1988,1.67872
can,1989,1.5303
can,1990,1.53735
can,1991,1.36274
can,1992,0.94419
can,1993,0.88802
can,1994,0.75731
can,1995,0.81178
can,1996,1.03282
can,1997,0.79466
can,1998,1.01444
can,1999,1.12649
can,2000,1.1613
can,2001,1.31951
can,2002,1.43624
can,2003,1.28132
can,2004,1.06751
can,2005,0.88379
can,2006,0.83463
can,2007,0.87867
can,2008,0.88154
can,2009,1.36081
can,2010,1.17295
can,2011,1.19117
can,2012,1.19486
can,2013,1.25518
can,2014,1.29919
can,2015,1.54393
can,2016,1.6508
can,2017,1.59591
can,2018,1.43503
can,2019,1.44806
can,2020,1.78328
can,2021,1.77054
che,1977,10.42916
che,1978,11.44737
che,1979,14.8384
che,1980,13.2763
che,1981,10.30597
che,1982,12.47856
che,1983,11.05781
che,1984,9.99748
che,1985,10.82023
che,1986,9.43695
che,1987,10.09762
che,1988,7.88957
che,1989,7.39199
che,1990,6.27504
che,1991,6.40089
che,1992,6.5988
che,1993,7.64486
che,1994,7.1448
che,1995,6.34479
che,1996,6.34893
che,1997,6.01082
che,1998,5.71609
che,1999,5.29222
che,2000,3.76276
che,2001,3.61739
che,2002,4.45221
che,2003,4.3506
che,2004,3.99582
che,2005,2.55981
che,2006,2.60851
che,2007,2.39959
che,2008,2.0772
che,2009,4.34744
che,2010,7.71314
che,2011,7.59056
che,2012,12.55431
che,2013,11.96338
che,2014,11.96494
che,2015,14.399
che,2016,15.2356
che,2017,17.0491
che,2018,15.51368
che,2019,17.04658
che,2020,22.55484
chl,1975,1.21744
chl,1976,3.01997
chl,1977,2.3922
chl,1978,4.04192
chl,1979,5.40125
chl,1980,5.92497
chl,1981,4.46472
chl,1982,4.11872
chl,1983,4.04231
chl,1984,4.03244
chl,1985,4.69864
chl,1986,5.43812
chl,1987,5.48489
chl,1988,5.36623
chl,1989,4.82463
chl,1990,7.149
chl,1991,7.66579
chl,1992,8.23841
chl,1993,8.24708
chl,1994,9.78938
chl,1995,8.14863
chl,1996,7.62415
chl,1997,8.01659
chl,1998,7.52956
chl,1999,7.98906
chl,2000,6.85718
chl,2001,6.80413
chl,2002,7.412
chl,2003,6.53409
chl,2004,4.89083
chl,2005,3.95731
chl,2006,3.48096
chl,2007,2.54926
chl,2008,3.05481
chl,2009,4.48196
chl,2010,3.70389
chl,2011,4.52933
chl,2012,4.44948
chl,2013,4.37411
chl,2014,4.75756
chl,2015,5.33863
chl,2016,5.76352
chl,2017,4.92097
chl,2018,4.43218
chl,2019,4.81749
chl,2020,5.43146
chn,1982,10.53262
chn,1983,11.32916
chn,1984,9.41102
chn,1985,4.90479
chn,1986,5.17139
chn,1987,6.72397
chn,1988,5.52339
chn,1989,5.08372
chn,1990,8.50062
chn,1991,10.10879
chn,1992,3.76717
chn,1993,3.15485
chn,1994,5.85894
chn,1995,6.32826
chn,1996,7.71067
chn,1997,15.35846
chn,1998,15.31556
chn,1999,13.63649
chn,2000,10.94136
chn,2001,12.63176
chn,2002,15.29923
chn,2003,11.44274
chn,2004,12.9044
chn,2005,14.16977
chn,2006,15.3932
chn,2007,18.09579
chn,2008,19.14593
chn,2009,25.38976
chn,2010,21.82949
chn,2011,19.13076
chn,2012,19.08305
chn,2013,19.54328
chn,2014,18.96542
chn,2015,17.93578
chn,2016,16.7161
chn,2017,15.41753
chn,2018,13.14174
chn,2019,13.75418
chn,2020,14.8685
cmr,1977,0.48784
cmr,1978,0.44361
cmr,1979,0.91707
cmr,1980,0.97051
cmr,1981,0.50488
cmr,1982,0.44502
cmr,1983,0.90892
cmr,1984,0.34677
cmr,1985,0.63092
cmr,1986,0.28944
cmr,1987,0.32324
cmr,1988,0.8575
cmr,1989,0.42412
cmr,1990,0.14629
cmr,1991,0.24083
cmr,1992,0.13137
cmr,1993,0.07029
cmr,1994,0.08762
cmr,1995,0.09077
cmr,1996,0.05692
cmr,1997,0.03668
cmr,1998,0.04281
cmr,1999,0.05514
cmr,2000,0.87294
cmr,2001,1.23415
cmr,2002,2.17334
cmr,2003,1.97432
cmr,2004,2.23588
cmr,2005,2.30899
cmr,2006,4.13535
cmr,2007,5.36272
cmr,2008,4.40886
cmr,2009,6.42072
cmr,2010,6.51476
cmr,2011,4.41639
cmr,2012,4.6049
cmr,2013,4.32725
cmr,2014,3.61189
cmr,2015,5.04659
cmr,2016,3.40871
cmr,2017,4.72598
cmr,2018,4.42823
cod,2005,0.40453
cod,2006,0.48422
cod,2007,0.31417
cod,2008,0.10525
cod,2009,1.64105
cod,2010,1.30717
cod,2011,1.16364
cod,2012,1.62246
cod,2013,1.22602
cod,2014,1.13229
cod,2015,1.04303
cod,2016,0.57155
cod,2017,0.5895
cod,2018,0.40823
cod,2019,0.77879
cod,2020,0.5599
cog,1978,0.22727
cog,1979,0.84936
cog,1980,0.93015
cog,1981,0.93264
cog,1982,0.33352
cog,1983,0.09029
cog,1984,0.07916
cog,1985,0.06542
cog,1986,0.0954
cog,1987,0.08501
cog,1988,0.07957
cog,1989,0.09115
cog,1990,0.06962
cog,1991,0.06201
cog,1992,0.05952
cog,1993,0.03942
cog,1994,0.34507
cog,1995,0.37239
cog,1996,0.46812
cog,1997,0.39366
cog,1998,0.0281
cog,1999,0.26058
cog,2000,1.34167
cog,2001,0.38782
cog,2002,0.17121
cog,2003,0.20551
cog,2004,0.50683
cog,2005,2.04958
cog,2006,3.57559
cog,2007,3.27408
cog,2008,6.24928
cog,2009,5.94986
cog,2010,6.46166
cog,2011,7.04531
cog,2012,8.32967
cog,2013,8.16798
cog,2014,6.62747
cog,2015,2.76857
cog,2016,1.11467
col,1968,2.18888
col,1969,2.42804
col,1970,1.8447
col,1971,1.6606
col,1972,2.77987
col,1973,4.03724
col,1974,2.60905
col,1975,3.16258
col,1976,5.6592
col,1977,7.68869
col,1978,8.61377
col,1979,13.36914
col,1980,12.46697
col,1981,10.10643
col,1982,8.20569
col,1983,5.79697
col,1984,3.04869
col,1985,3.82924
col,1986,5.95406
col,1987,5.32825
col,1988,5.42238
col,1989,5.3225
col,1990,6.14324
col,1991,9.28347
col,1992,9.01324
col,1993,7.02412
col,1994,6.06219
col,1995,5.55385
col,1996,6.21007
col,1997,5.50498
col,1998,5.26354
col,1999,6.21434
col,2000,6.11807
col,2001,6.3505
col,2002,6.88345
col,2003,6.38908
col,2004,6.53943
col,2005,5.66029
col,2006,4.86473
col,2007,5.20777
col,2008,4.91891
col,2009,5.98237
col,2010,5.43925
col,2011,4.63778
col,2012,4.96194
col,2013,5.77599
col,2014,5.95801
col,2015,7.29305
col,2016,8.32883
col,2017,7.88739
col,2018,7.01654
col,2019,7.68997
col,2020,11.59442
col,2021,8.21182
com,1980,2.22728
com,1981,1.98398
com,1982,2.53715
com,1983,2.52323
com,1984,0.61495
com,1985,2.16729
com,1986,2.88378
com,1987,4.1791
com,1988,3.15147
com,1989,4.7574
com,1990,3.84508
com,1991,3.42049
com,1992,2.9551
com,1993,4.6513
com,1994,5.71658
com,1995,5.09223
com,2003,10.45896
com,2004,9.87357
com,2005,7.15786
com,2006,7.00369
com,2007,7.22566
com,2008,5.1266
com,2009,6.9899
com,2010,6.35855
com,2011,6.00318
com,2012,7.15467
com,2014,6.07988
com,2015,8.96697
com,2016,7.0808
com,2017,8.09775
com,2018,6.6744
com,2019,6.80097
com,2020,10.17906
cpv,1977,10.31671
cpv,1978,7.42487
cpv,1979,6.54869
cpv,1980,5.81323
cpv,1981,4.30585
cpv,1982,4.44192
cpv,1983,4.40715
cpv,1984,4.96661
cpv,1985,6.55703
cpv,1986,6.25996
cpv,1987,8.24187
cpv,1988,7.76411
cpv,1989,6.31833
cpv,1990,6.03417
cpv,1991,5.07245
cpv,1992,4.5856
cpv,1993,3.73818
cpv,1994,2.15463
cpv,1995,1.47223
cpv,1996,1.16099
cpv,1997,0.78479
cpv,1998,0.32051
cpv,1999,1.44902
cpv,2000,0.98087
cpv,2001,1.53075
cpv,2002,2.15148
cpv,2003,1.95176
cpv,2004,2.504
cpv,2005,3.01251
cpv,2006,3.53938
cpv,2007,4.00607
cpv,2008,3.448
cpv,2009,4.19143
cpv,2010,3.80133
