geo,time,sl_uem_advn_zs
nor,2011,1.68
nor,2012,1.77
nor,2013,1.93
nor,2014,2.18
nor,2015,2.61
nor,2016,3.03
nor,2017,2.41
nor,2018,2.32
nor,2019,2.19
nor,2020,2.81
npl,2008,5.04
npl,2017,8.46
nzl,1995,1.62
nzl,1997,1.28
nzl,1999,1.92
nzl,2000,2
nzl,2001,2.23
nzl,2002,2.4
nzl,2004,4.57
nzl,2005,3.9
nzl,2006,2.93
nzl,2007,2.61
nzl,2008,2.95
nzl,2009,4.16
nzl,2010,4.56
nzl,2011,4.23
nzl,2012,4.79
nzl,2013,3.97
nzl,2014,2.92
nzl,2015,2.81
nzl,2016,2.74
nzl,2017,2.3
nzl,2018,2.44
nzl,2019,2.22
nzl,2020,2.93
omn,1996,2.08
omn,2008,1.57
omn,2016,5.35
pak,2002,9.36
pak,2004,10.01
pak,2006,1.32
pak,2007,0.94
pak,2008,1.07
pak,2009,1.41
pak,2010,2.26
pak,2011,2.08
pak,2013,8.61
pak,2014,7.01
pak,2015,16.79
pak,2018,7.15
pak,2019,10.9
pan,1997,3.78
pan,2003,14.07
pan,2004,12.92
pan,2005,11.42
pan,2006,9.06
pan,2007,6.77
pan,2008,5.61
pan,2010,4.4
pan,2011,2.35
pan,2012,2.66
pan,2013,2.2
pan,2014,3.01
pan,2015,2.37
pan,2016,3.83
pan,2017,3.23
pan,2018,4.03
pan,2019,5.14
pan,2020,13.23
pan,2021,7.48
per,1996,10.38
per,1997,7.04
per,1998,7.77
per,1999,8.55
per,2000,7.66
per,2001,7.61
per,2002,6.49
per,2003,5.22
per,2004,6.55
per,2005,7.05
per,2006,5.14
per,2007,5.17
per,2008,5.22
per,2009,4.22
per,2010,4.35
per,2011,3.95
per,2012,3.58
per,2013,3.88
per,2014,3.47
per,2015,4.19
per,2016,4.25
per,2017,4.37
per,2018,4.39
per,2019,3.61
per,2020,9.44
phl,2004,15.31
phl,2006,11.15
phl,2007,10.16
phl,2008,10.49
phl,2009,10.68
phl,2010,10.33
phl,2011,10.04
phl,2012,9.2
phl,2014,9.3
phl,2015,8.46
phl,2016,7.51
plw,2000,2.17
plw,2014,0.62
png,2010,2.38
pol,1994,5.47
pol,1995,4.42
pol,1996,4.24
pol,1998,2.25
pol,1999,3.19
pol,2000,5.47
pol,2001,5.59
pol,2002,6.48
pol,2003,7.06
pol,2004,7.21
pol,2005,7.11
pol,2006,5.92
pol,2007,4.62
pol,2008,3.83
pol,2009,4.39
pol,2010,4.98
pol,2011,5.19
pol,2012,5.59
pol,2013,5.67
pol,2014,4.67
pol,2015,3.96
pol,2016,3.26
pol,2017,2.44
pol,2018,2.01
pol,2019,1.99
pol,2020,1.95
prt,1998,2.75
prt,1999,3.32
prt,2000,2.69
prt,2001,2.57
prt,2002,3.92
prt,2003,5.35
prt,2004,4.38
prt,2005,6.23
prt,2006,6.27
prt,2007,7.42
prt,2008,6.82
prt,2009,6.44
prt,2010,7
prt,2011,8.97
prt,2012,11.65
prt,2013,12.62
prt,2014,9.98
prt,2015,9.24
prt,2016,8.36
prt,2017,6.45
prt,2018,5.38
prt,2019,5.31
prt,2020,5.81
pry,1998,2.23
pry,1999,3.15
pry,2001,4.47
pry,2002,4.16
pry,2003,5.14
pry,2004,4.88
pry,2005,3.36
pry,2006,3.36
pry,2007,1.88
pry,2008,3
pry,2009,3.28
pry,2010,2.82
pry,2011,2.51
pry,2012,2.61
pry,2013,3.12
pry,2014,2.95
pry,2015,2.44
pry,2016,4.25
pry,2017,2.76
pse,2000,9.34
pse,2001,13.09
pse,2002,15.61
pse,2003,16.6
pse,2004,16.99
pse,2005,18.19
pse,2006,16.49
pse,2007,18.05
pse,2008,20.97
pse,2009,19.31
pse,2010,19.92
pse,2011,19.54
pse,2012,22.74
pse,2013,23.48
pse,2014,23.29
pse,2015,28.74
pse,2016,30.57
pse,2017,33.29
pse,2018,32.53
pse,2019,30.46
pse,2020,29.38
qat,2013,0.57
qat,2014,0.44
qat,2015,0.5
qat,2016,0.4
qat,2017,0.37
qat,2019,0.35
qat,2020,0.3
rou,1995,1.33
rou,1996,1.52
rou,1998,2.75
rou,1999,2.75
rou,2000,3.6
rou,2001,3.89
rou,2002,4.04
rou,2003,3.34
rou,2004,3.12
rou,2005,3.86
rou,2006,3.79
rou,2007,2.94
rou,2008,2.71
rou,2009,4.34
rou,2010,4.82
rou,2011,4.74
rou,2012,5.1
rou,2013,5.41
rou,2014,5.83
rou,2015,4.11
rou,2016,3.13
rou,2017,2.42
rou,2018,2.14
rou,2019,1.57
rou,2020,2.23
rus,1998,10.11
rus,2002,12.19
rus,2003,11.8
rus,2004,5.06
rus,2006,4.53
rus,2007,3.74
rus,2008,3.99
rus,2009,5.49
rus,2010,7.17
rus,2011,6.38
rus,2012,5.34
rus,2013,5.36
rus,2014,5.01
rus,2015,5.35
rus,2016,5.43
rus,2017,5.04
rus,2018,4.79
rus,2019,4.43
rus,2020,5.57
rwa,2014,11.59
rwa,2017,19.54
rwa,2018,18.14
rwa,2019,16.92
rwa,2020,18.71
sau,2009,11.34
sau,2014,10.65
sau,2016,12.72
sau,2017,10.43
sau,2018,10.63
sau,2019,10.34
sau,2020,11.54
sdn,2011,35.18
sen,2015,17.83
sen,2016,16.55
sen,2017,16.07
sen,2018,11.41
sen,2019,17.06
sgp,1994,3.04
sgp,1995,2.22
sgp,1996,3.03
sgp,1997,0.8
sgp,1998,1.05
sgp,2001,0.97
sgp,2002,1.84
sgp,2003,2.16
sgp,2006,3.68
sgp,2007,3.41
sgp,2008,3.77
sgp,2009,3.84
sgp,2010,2.83
sgp,2011,2.63
sgp,2012,2.76
sgp,2013,2.74
sgp,2015,3.72
sgp,2017,4.12
sgp,2020,4.85
slb,2013,0.46
sle,2014,11.52
sle,2018,4.87
slv,1996,2.29
slv,2010,5.78
slv,2011,3.65
slv,2012,4.6
slv,2013,4.14
slv,2014,3.34
slv,2015,4.41
slv,2016,6.58
slv,2017,5.21
slv,2018,4.98
slv,2019,6.46
slv,2020,5.75
smr,2009,7.45
smr,2010,8.55
smr,2016,8.21
som,2019,19.11
srb,2008,8.8
srb,2009,9.64
srb,2010,13.14
srb,2011,15.95
srb,2012,16.98
srb,2013,18.28
srb,2014,15.39
srb,2015,15.32
srb,2016,13.88
srb,2017,12.25
srb,2018,10.82
srb,2019,8.34
srb,2020,7.94
sur,2016,3.61
svk,1994,1.13
svk,1995,0.8
svk,1997,0.87
svk,1998,3.15
svk,1999,4.14
svk,2000,5.26
svk,2001,5.22
svk,2002,3.97
svk,2003,4.35
svk,2004,5.89
svk,2005,5.06
svk,2006,3.32
svk,2007,4.07
svk,2008,3.54
svk,2009,4.22
svk,2010,5.81
svk,2011,5.84
svk,2012,6.83
svk,2013,7.25
svk,2014,6.41
svk,2015,6.04
svk,2016,5.65
svk,2017,4.15
svk,2018,3.08
svk,2019,2.5
svk,2020,3.47
svn,1998,2.77
svn,1999,3.04
svn,2000,2.2
svn,2001,2.25
svn,2002,2.46
svn,2003,3.72
svn,2004,2.78
svn,2005,3.18
svn,2006,3.22
svn,2007,3.28
svn,2008,3.37
svn,2009,3.21
svn,2010,4.27
svn,2011,4.9
svn,2012,6.06
svn,2013,6.13
svn,2014,6.27
svn,2015,5.77
svn,2016,6.14
svn,2017,5.21
svn,2018,3.62
svn,2019,3
svn,2020,3.13
swe,1998,4.55
swe,1999,3.94
swe,2000,2.99
swe,2001,2.3
swe,2002,2.65
swe,2003,3.49
swe,2004,3.97
swe,2005,4.46
swe,2006,4.42
swe,2007,3.61
swe,2008,3.49
swe,2009,4.51
swe,2010,4.72
swe,2011,4.26
swe,2012,4.35
swe,2013,4.38
swe,2014,4.37
swe,2015,4.27
swe,2016,4.04
swe,2017,4.06
swe,2018,3.7
swe,2019,3.72
swe,2020,4.73
swz,2016,11.34
syc,2014,3.31
syc,2015,3.66
syc,2016,3.24
syc,2017,3.22
syc,2018,2.54
syc,2019,1.98
syc,2020,4.42
tcd,2018,7.58
tgo,2006,11.68
tgo,2011,6.95
tgo,2015,8.23
tgo,2017,13.49
tha,2010,1.79
tha,2011,1.84
tha,2012,1.25
tha,2013,0.66
tha,2014,1.34
tha,2015,1.36
tha,2016,1.54
tha,2017,1.75
tha,2018,1.58
tha,2019,1.49
tha,2020,2.18
tjk,2003,3.55
tjk,2007,2.46
tjk,2009,5.91
tjk,2016,6.63
tls,2010,6.67
tls,2013,3.74
tls,2016,6.14
ton,2018,2.49
tto,2010,1.72
tto,2011,1.74
tto,2012,1.67
tto,2013,2.21
tto,2014,1.62
tto,2015,1.82
tto,2016,2.35
tun,1994,3.79
tun,1997,8.11
tun,2005,14.02
tun,2006,16.94
tun,2007,18.18
tun,2008,19.98
tun,2009,21.9
tun,2010,22.88
tun,2011,29.16
tun,2012,26.06
tun,2013,30.25
tun,2015,26.84
tun,2016,28.53
tun,2017,29.12
tur,2004,12.22
tur,2005,10.03
tur,2006,8.13
tur,2007,8.49
tur,2008,9.16
tur,2009,10.82
tur,2010,9.78
tur,2011,9.37
tur,2012,8.93
tur,2013,9.25
tur,2014,10.49
tur,2015,10.77
tur,2016,11.83
tur,2017,12.41
tur,2018,12.19
tur,2019,13.5
tur,2020,12.63
tuv,2016,2.45
tza,2001,2.39
tza,2006,5.02
tza,2011,4.02
tza,2012,2.92
tza,2013,5.02
tza,2014,5
uga,2012,8.85
uga,2017,6.34
ukr,2011,7.14
ukr,2012,6.89
ukr,2013,6.83
ukr,2014,8.09
ukr,2015,8.24
ukr,2016,8.17
ukr,2017,8.37
ukr,2018,7.7
ukr,2019,7.06
ukr,2020,7.99
ury,1998,6
ury,1999,6.8
ury,2000,9.06
ury,2001,4.03
ury,2002,4.56
ury,2003,5.04
ury,2004,3.61
ury,2005,3.24
ury,2006,3.38
ury,2007,3.03
ury,2008,3.39
ury,2009,2.12
ury,2010,2.01
ury,2011,1.98
ury,2012,2.12
ury,2013,1.98
ury,2014,1.87
ury,2015,2.21
ury,2016,2.49
ury,2017,2.54
ury,2018,3.01
ury,2019,3.03
usa,1994,3
usa,1995,2.84
usa,1996,2.67
usa,1997,2.3
usa,1998,2.06
usa,1999,2.12
usa,2000,1.93
usa,2001,2.56
usa,2002,3.33
usa,2003,3.46
usa,2004,3.1
usa,2005,2.71
usa,2006,2.43
usa,2007,2.42
usa,2008,3.01
usa,2009,5.34
usa,2010,5.47
usa,2011,5.14
usa,2012,4.74
usa,2013,4.32
usa,2014,3.69
usa,2015,3.03
usa,2016,2.91
usa,2017,2.69
usa,2018,2.45
usa,2019,2.38
usa,2020,5.59
usa,2021,3.58
uzb,2020,1.51
ven,2005,10.53
ven,2006,8.77
ven,2007,8.02
ven,2008,6.93
ven,2009,6.84
ven,2010,8.11
ven,2011,8.54
ven,2012,7.95
ven,2016,5.74
ven,2017,5.76
vnm,2010,2.24
vnm,2011,2.51
vnm,2012,2.82
vnm,2013,3.89
vnm,2014,3.97
vnm,2015,4.59
vnm,2016,4.63
vnm,2017,4
vnm,2018,2.08
vnm,2019,2.62
vnm,2020,4.49
vut,2006,4.67
wsm,2012,2.6
wsm,2017,7.67
yem,2010,12.19
yem,2014,14.79
zaf,2000,5.87
zaf,2001,6.83
zaf,2002,5.98
zaf,2003,5.4
zaf,2004,4.32
zaf,2005,3.74
zaf,2006,3.53
zaf,2007,3.41
zaf,2008,5.88
zaf,2009,5.98
zaf,2010,6.86
zaf,2011,6.56
zaf,2013,7.43
zaf,2014,8.25
zaf,2015,8.88
zaf,2016,10.73
zaf,2017,12.86
zaf,2018,12.03
zaf,2019,13.58
zaf,2020,14.66
zmb,2017,7.05
zmb,2018,7.97
zmb,2019,9.29
zwe,2011,6.72
zwe,2014,9.37
zwe,2019,16.45
