geo,time,sp_pop_1564_to
arg,1960,12989135
arg,1961,13193378
arg,1962,13409474
arg,1963,13634240
arg,1964,13862241
arg,1965,14090353
arg,1966,14303589
arg,1967,14519227
arg,1968,14738304
arg,1969,14962376
arg,1970,15191780
arg,1971,15411574
arg,1972,15636978
arg,1973,15864099
arg,1974,16086758
arg,1975,16300133
arg,1976,16473448
arg,1977,16633676
arg,1978,16790161
arg,1979,16958081
arg,1980,17146953
arg,1981,17320675
arg,1982,17539486
arg,1983,17787061
arg,1984,18040290
arg,1985,18288504
arg,1986,18568194
arg,1987,18826359
arg,1988,19080717
arg,1989,19357426
arg,1990,19666303
arg,1991,19942955
arg,1992,20253688
arg,1993,20585695
arg,1994,20917540
arg,1995,21239329
arg,1996,21548138
arg,1997,21854993
arg,1998,22160861
arg,1999,22471310
arg,2000,22789533
arg,2001,23118518
arg,2002,23443106
arg,2003,23767647
arg,2004,24098001
arg,2005,24435884
arg,2006,24749593
arg,2007,25080395
arg,2008,25420355
arg,2009,25755689
arg,2010,26010395
arg,2011,26358138
arg,2012,26687229
arg,2013,27002574
arg,2014,27315081
arg,2015,27630346
arg,2016,27924237
arg,2017,28225466
arg,2018,28530443
arg,2019,28833291
arg,2020,29131055
arm,1960,1030711
arm,1961,1050669
arm,1962,1074349
arm,1963,1101599
arm,1964,1131866
arm,1965,1165228
arm,1966,1201944
arm,1967,1243243
arm,1968,1289090
arm,1969,1338759
arm,1970,1391441
arm,1971,1452697
arm,1972,1513212
arm,1973,1573530
arm,1974,1634961
arm,1975,1697729
arm,1976,1754442
arm,1977,1813186
arm,1978,1871600
arm,1979,1926531
arm,1980,1976726
arm,1981,2020724
arm,1982,2058134
arm,1983,2091316
arm,1984,2124186
arm,1985,2158503
arm,1986,2195723
arm,1987,2233956
arm,1988,2265475
arm,1989,2280901
arm,1990,2275890
arm,1991,2239782
arm,1992,2184265
arm,1993,2118963
arm,1994,2056769
arm,1995,2006379
arm,1996,1980173
arm,1997,1968000
arm,1998,1966294
arm,1999,1968558
arm,2000,1969857
arm,2001,1975648
arm,2002,1978353
arm,2003,1979491
arm,2004,1981814
arm,2005,1986669
arm,2006,1987008
arm,2007,1990071
arm,2008,1994590
arm,2009,1998528
arm,2010,2001042
arm,2011,2004811
arm,2012,2009727
arm,2013,2014464
arm,2014,2018089
arm,2015,2019881
arm,2016,2018926
arm,2017,2015678
arm,2018,2010512
arm,2019,2003872
arm,2020,1996176
atg,1960,28571
atg,1961,28974
atg,1962,29350
atg,1963,29711
atg,1964,30105
atg,1965,30551
atg,1966,31152
atg,1967,31775
atg,1968,32334
atg,1969,32743
atg,1970,32998
atg,1971,33572
atg,1972,33881
atg,1973,33956
atg,1974,33907
atg,1975,33845
atg,1976,34123
atg,1977,34427
atg,1978,34681
atg,1979,34862
atg,1980,34980
atg,1981,35353
atg,1982,35726
atg,1983,36037
atg,1984,36276
atg,1985,36458
atg,1986,36815
atg,1987,37151
atg,1988,37467
atg,1989,37842
atg,1990,38303
atg,1991,39061
atg,1992,39990
atg,1993,41035
atg,1994,42103
atg,1995,43184
atg,1996,44440
atg,1997,45706
atg,1998,46931
atg,1999,48100
atg,2000,49198
atg,2001,50300
atg,2002,51299
atg,2003,52234
atg,2004,53177
atg,2005,54182
atg,2006,55282
atg,2007,56455
atg,2008,57688
atg,2009,58926
atg,2010,60126
atg,2011,61125
atg,2012,62129
atg,2013,63102
atg,2014,64003
atg,2015,64815
atg,2016,65438
atg,2017,66027
atg,2018,66549
atg,2019,67000
atg,2020,67391
aus,1960,6290036
aus,1961,6406720
aus,1962,6573431
aus,1963,6721208
aus,1964,6877350
aus,1965,7033299
aus,1966,7217682
aus,1967,7329956
aus,1968,7477608
aus,1969,7653349
aus,1970,7829425
aus,1971,8121603
aus,1972,8296302
aus,1973,8450470
aus,1974,8699412
aus,1975,8847173
aus,1976,8956780
aus,1977,9100112
aus,1978,9258956
aus,1979,9407968
aus,1980,9560902
aus,1981,9768199
aus,1982,9965458
aus,1983,10111379
aus,1984,10249472
aus,1985,10421810
aus,1986,10606571
aus,1987,10798766
aus,1988,11013521
aus,1989,11229098
aus,1990,11408332
aus,1991,11556139
aus,1992,11683359
aus,1993,11777281
aus,1994,11888253
aus,1995,12030999
aus,1996,12187018
aus,1997,12331988
aus,1998,12475819
aus,1999,12632763
aus,2000,12793036
aus,2001,12992714
aus,2002,13175884
aus,2003,13360398
aus,2004,13534758
aus,2005,13728581
aus,2006,13967584
aus,2007,14083094
aus,2008,14382253
aus,2009,14679103
aus,2010,14891504
aus,2011,15042394
aus,2012,15250481
aus,2013,15455787
aus,2014,15623408
aus,2015,15780014
aus,2016,15943398
aus,2017,16121831
aus,2018,16276948
aus,2019,16437853
aus,2020,16570748
aut,1960,4624277
aut,1961,4620339
aut,1962,4620995
aut,1963,4622135
aut,1964,4621478
aut,1965,4617168
aut,1966,4613141
aut,1967,4610889
aut,1968,4600469
aut,1969,4589179
aut,1970,4588114
aut,1971,4597102
aut,1972,4623665
aut,1973,4659390
aut,1974,4685096
aut,1975,4696500
aut,1976,4712137
aut,1977,4740523
aut,1978,4768756
aut,1979,4801890
aut,1980,4853035
aut,1981,4916269
aut,1982,4978539
aut,1983,5030428
aut,1984,5082509
aut,1985,5124859
aut,1986,5145618
aut,1987,5160222
aut,1988,5172873
aut,1989,5196530
aut,1990,5232317
aut,1991,5270783
aut,1992,5308289
aut,1993,5328786
aut,1994,5331416
aut,1995,5332719
aut,1996,5337343
aut,1997,5353570
aut,1998,5377782
aut,1999,5405924
aut,2000,5430475
aut,2001,5458858
aut,2002,5487686
aut,2003,5512293
aut,2004,5544123
aut,2005,5581012
aut,2006,5601862
aut,2007,5614453
aut,2008,5627244
aut,2009,5636777
aut,2010,5644039
aut,2011,5658054
aut,2012,5678351
aut,2013,5704617
aut,2014,5740267
aut,2015,5794026
aut,2016,5846595
aut,2017,5877874
aut,2018,5896670
aut,2019,5910700
aut,2020,5919355
aze,1960,2145755
aze,1961,2175607
aze,1962,2205641
aze,1963,2238765
aze,1964,2278929
aze,1965,2328179
aze,1966,2371229
aze,1967,2427806
aze,1968,2494655
aze,1969,2566567
aze,1970,2641458
aze,1971,2725021
aze,1972,2809673
aze,1973,2898625
aze,1974,2996371
aze,1975,3104149
aze,1976,3211915
aze,1977,3327913
aze,1978,3449620
aze,1979,3572213
aze,1980,3692227
aze,1981,3802925
aze,1982,3908788
aze,1983,4009040
aze,1984,4103603
aze,1985,4192283
aze,1986,4261363
aze,1987,4325899
aze,1988,4387343
aze,1989,4446080
aze,1990,4459834
aze,1991,4492607
aze,1992,4538293
aze,1993,4589911
aze,1994,4641321
aze,1995,4693427
aze,1996,4751866
aze,1997,4819284
aze,1998,4897180
aze,1999,4981375
aze,2000,5070809
aze,2001,5171814
aze,2002,5272095
aze,2003,5377560
aze,2004,5498648
aze,2005,5638033
aze,2006,5772684
aze,2007,5918363
aze,2008,6124539
aze,2009,6323530
aze,2010,6452695
aze,2011,6565755
aze,2012,6665639
aze,2013,6749582
aze,2014,6822750
aze,2015,6888625
aze,2016,6930695
aze,2017,6969033
aze,2018,7001102
aze,2019,7028194
aze,2020,7039254
bdi,1960,1489718
bdi,1961,1509539
bdi,1962,1527074
bdi,1963,1545519
bdi,1964,1569755
bdi,1965,1601949
bdi,1966,1630123
bdi,1967,1667706
bdi,1968,1710570
bdi,1969,1752963
bdi,1970,1791917
bdi,1971,1810161
bdi,1972,1826367
bdi,1973,1844086
bdi,1974,1867486
bdi,1975,1898920
bdi,1976,1940926
bdi,1977,1991212
bdi,1978,2047665
bdi,1979,2107718
bdi,1980,2169187
bdi,1981,2213281
bdi,1982,2261283
bdi,1983,2311580
bdi,1984,2363141
bdi,1985,2416145
bdi,1986,2463953
bdi,1987,2514949
bdi,1988,2568681
bdi,1989,2624984
bdi,1990,2683126
bdi,1991,2704317
bdi,1992,2730245
bdi,1993,2759368
bdi,1994,2790096
bdi,1995,2822824
bdi,1996,2849008
bdi,1997,2876283
bdi,1998,2910751
bdi,1999,2959130
bdi,2000,3025484
bdi,2001,3138252
bdi,2002,3269667
bdi,2003,3416568
bdi,2004,3573968
bdi,2005,3737357
bdi,2006,3896913
bdi,2007,4063682
bdi,2008,4234187
bdi,2009,4404392
bdi,2010,4571942
bdi,2011,4720153
bdi,2012,4867496
bdi,2013,5015016
bdi,2014,5165694
bdi,2015,5322178
bdi,2016,5485536
bdi,2017,5657951
bdi,2018,5839290
bdi,2019,6029022
bdi,2020,6226957
bel,1960,5914589
bel,1961,5896099
bel,1962,5896388
bel,1963,5927691
bel,1964,5973100
bel,1965,6014796
bel,1966,6035797
bel,1967,6053837
bel,1968,6066130
bel,1969,6077246
bel,1970,6083489
bel,1971,6097825
bel,1972,6129104
bel,1973,6161281
bel,1974,6200630
bel,1975,6245728
bel,1976,6276239
bel,1977,6309955
bel,1978,6348784
bel,1979,6394830
bel,1980,6449247
bel,1981,6494192
bel,1982,6542752
bel,1983,6591727
bel,1984,6632591
bel,1985,6662463
bel,1986,6667276
bel,1987,6666037
bel,1988,6673676
bel,1989,6682017
bel,1990,6686359
bel,1991,6693236
bel,1992,6701654
bel,1993,6708536
bel,1994,6710786
bel,1995,6708725
bel,1996,6701483
bel,1997,6702763
bel,1998,6706454
bel,1999,6713221
bel,2000,6721509
bel,2001,6743095
bel,2002,6770990
bel,2003,6797228
bel,2004,6827432
bel,2005,6869664
bel,2006,6918110
bel,2007,6977859
bel,2008,7043441
bel,2009,7105641
bel,2010,7167469
bel,2011,7246345
bel,2012,7271587
bel,2013,7282454
bel,2014,7291041
bel,2015,7311715
bel,2016,7321395
bel,2017,7323263
bel,2018,7331122
bel,2019,7345506
bel,2020,7355043
ben,1960,1372565
ben,1961,1381945
ben,1962,1393022
ben,1963,1406076
ben,1964,1422045
ben,1965,1441472
ben,1966,1455329
ben,1967,1473348
ben,1968,1494943
ben,1969,1519336
ben,1970,1546113
ben,1971,1567962
ben,1972,1593455
ben,1973,1622461
ben,1974,1654918
ben,1975,1690798
ben,1976,1723457
ben,1977,1760398
ben,1978,1801328
ben,1979,1846040
ben,1980,1894388
ben,1981,1939005
ben,1982,1988825
ben,1983,2043259
ben,1984,2101652
ben,1985,2163740
ben,1986,2221965
ben,1987,2285005
ben,1988,2353653
ben,1989,2429125
ben,1990,2512092
ben,1991,2600943
ben,1992,2698648
ben,1993,2802858
ben,1994,2910755
ben,1995,3020543
ben,1996,3116859
ben,1997,3216240
ben,1998,3319526
ben,1999,3428117
ben,2000,3543098
ben,2001,3658547
ben,2002,3781703
ben,2003,3911278
ben,2004,4045498
ben,2005,4183118
ben,2006,4310137
ben,2007,4441129
ben,2008,4577042
ben,2009,4719274
ben,2010,4868622
ben,2011,5015984
ben,2012,5172099
ben,2013,5336025
ben,2014,5506536
ben,2015,5683013
ben,2016,5859863
ben,2017,6044379
ben,2018,6236226
ben,2019,6435120
ben,2020,6640719
bfa,1960,2721219
bfa,1961,2740122
bfa,1962,2763797
bfa,1963,2791752
bfa,1964,2823537
bfa,1965,2859016
bfa,1966,2884124
bfa,1967,2914176
bfa,1968,2948970
bfa,1969,2988749
bfa,1970,3033576
bfa,1971,3064107
bfa,1972,3102563
bfa,1973,3147496
bfa,1974,3196635
bfa,1975,3248842
bfa,1976,3287021
bfa,1977,3329075
bfa,1978,3376560
bfa,1979,3431865
bfa,1980,3496156
bfa,1981,3550558
bfa,1982,3617345
bfa,1983,3693887
bfa,1984,3776955
bfa,1985,3865226
bfa,1986,3946521
bfa,1987,4036229
bfa,1988,4134325
bfa,1989,4241462
bfa,1990,4358278
bfa,1991,4471190
bfa,1992,4594727
bfa,1993,4728856
bfa,1994,4873442
bfa,1995,5028186
bfa,1996,5171749
bfa,1997,5328182
bfa,1998,5495832
bfa,1999,5672721
bfa,2000,5857985
bfa,2001,6030373
bfa,2002,6214800
bfa,2003,6410883
bfa,2004,6618332
bfa,2005,6836897
bfa,2006,7043930
bfa,2007,7264939
bfa,2008,7499164
bfa,2009,7746489
bfa,2010,8006836
bfa,2011,8259142
bfa,2012,8528775
bfa,2013,8813599
bfa,2014,9111230
bfa,2015,9420814
bfa,2016,9733884
bfa,2017,10059144
bfa,2018,10398147
bfa,2019,10753038
bfa,2020,11124447
bgd,1960,26528997
bgd,1961,27082565
bgd,1962,27710228
bgd,1963,28398250
bgd,1964,29126279
bgd,1965,29884485
bgd,1966,30609521
bgd,1967,31377816
bgd,1968,32157970
bgd,1969,32929705
bgd,1970,33688126
bgd,1971,34237850
bgd,1972,34725276
bgd,1973,35214062
bgd,1974,35767947
bgd,1975,36430143
bgd,1976,37154450
bgd,1977,38074018
bgd,1978,39145396
bgd,1979,40322557
bgd,1980,41573162
bgd,1981,42731838
bgd,1982,44006026
bgd,1983,45377190
bgd,1984,46823953
bgd,1985,48337552
bgd,1986,49828275
bgd,1987,51392681
bgd,1988,53025097
bgd,1989,54728426
bgd,1990,56500226
bgd,1991,58175247
bgd,1992,59908173
bgd,1993,61702311
bgd,1994,63562040
bgd,1995,65491120
bgd,1996,67408491
bgd,1997,69389246
bgd,1998,71418923
bgd,1999,73481243
bgd,2000,75559254
bgd,2001,77506783
bgd,2002,79483489
bgd,2003,81458456
bgd,2004,83394678
bgd,2005,85272649
bgd,2006,86914914
bgd,2007,88509490
bgd,2008,90085073
bgd,2009,91680752
bgd,2010,93328526
bgd,2011,95108484
bgd,2012,96906019
bgd,2013,98734867
bgd,2014,100611229
bgd,2015,102533152
bgd,2016,104440785
bgd,2017,106391908
bgd,2018,108341203
bgd,2019,110227827
bgd,2020,112019174
bgr,1960,5218531
bgr,1961,5278595
bgr,1962,5341785
bgr,1963,5406017
bgr,1964,5469598
bgr,1965,5524614
bgr,1966,5569290
bgr,1967,5610172
bgr,1968,5653085
bgr,1969,5697081
bgr,1970,5732398
bgr,1971,5755521
bgr,1972,5773006
bgr,1973,5792270
bgr,1974,5818125
bgr,1975,5831383
bgr,1976,5833488
bgr,1977,5840269
bgr,1978,5826719
bgr,1979,5823882
bgr,1980,5848861
bgr,1981,5875662
bgr,1982,5914887
bgr,1983,5957964
bgr,1984,5994748
bgr,1985,6005533
bgr,1986,6003998
bgr,1987,5998904
bgr,1988,5986174
bgr,1989,5903824
bgr,1990,5798240
bgr,1991,5731514
bgr,1992,5675468
bgr,1993,5645410
bgr,1994,5642719
bgr,1995,5630672
bgr,1996,5614052
bgr,1997,5589207
bgr,1998,5560545
bgr,1999,5542379
bgr,2000,5534912
bgr,2001,5443874
bgr,2002,5347556
bgr,2003,5327742
bgr,2004,5309136
bgr,2005,5287209
bgr,2006,5245247
bgr,2007,5204270
bgr,2008,5161618
bgr,2009,5115270
bgr,2010,5060439
bgr,2011,4991351
bgr,2012,4923015
bgr,2013,4854077
bgr,2014,4785446
bgr,2015,4716474
bgr,2016,4651208
bgr,2017,4585049
bgr,2018,4522903
bgr,2019,4468788
bgr,2020,4427549
bhr,1960,90498
bhr,1961,91731
bhr,1962,93088
bhr,1963,94249
bhr,1964,95151
bhr,1965,96133
bhr,1966,99189
bhr,1967,102101
bhr,1968,104997
bhr,1969,108213
bhr,1970,112040
bhr,1971,118021
bhr,1972,125448
bhr,1973,134173
bhr,1974,143997
bhr,1975,154797
bhr,1976,168789
bhr,1977,183932
bhr,1978,199428
bhr,1979,214354
bhr,1980,228043
bhr,1981,238112
bhr,1982,246185
bhr,1983,253041
bhr,1984,259895
bhr,1985,267641
bhr,1986,277033
bhr,1987,288037
bhr,1988,299748
bhr,1989,311449
bhr,1990,322984
bhr,1991,332947
bhr,1992,343710
bhr,1993,355186
bhr,1994,367242
bhr,1995,379668
bhr,1996,390369
bhr,1997,402317
bhr,1998,415347
bhr,1999,430203
bhr,2000,447987
bhr,2001,478133
bhr,2002,511725
bhr,2003,549313
bhr,2004,592110
bhr,2005,640863
bhr,2006,705697
bhr,2007,776279
bhr,2008,847089
bhr,2009,910966
bhr,2010,963018
bhr,2011,990589
bhr,2012,1006064
bhr,2013,1015656
bhr,2014,1029179
bhr,2015,1053941
bhr,2016,1101676
bhr,2017,1162186
bhr,2018,1229175
bhr,2019,1292622
bhr,2020,1345381
bhs,1960,58951
bhs,1961,62017
bhs,1962,65173
bhs,1963,68324
bhs,1964,71455
bhs,1965,74606
bhs,1966,78357
bhs,1967,82200
bhs,1968,85931
bhs,1969,89303
bhs,1970,92228
bhs,1971,95820
bhs,1972,98524
bhs,1973,100731
bhs,1974,102995
bhs,1975,105704
bhs,1976,108588
bhs,1977,112241
bhs,1978,116352
bhs,1979,120387
bhs,1980,124064
bhs,1981,128437
bhs,1982,132139
bhs,1983,135462
bhs,1984,138911
bhs,1985,142747
bhs,1986,146057
bhs,1987,150009
bhs,1988,154332
bhs,1989,158473
bhs,1990,162175
bhs,1991,166244
bhs,1992,169656
bhs,1993,172657
bhs,1994,175783
bhs,1995,179262
bhs,1996,181788
bhs,1997,184781
bhs,1998,188125
bhs,1999,191469
bhs,2000,194649
bhs,2001,198489
bhs,2002,202323
bhs,2003,206273
bhs,2004,210442
bhs,2005,214757
bhs,2006,219515
bhs,2007,224096
bhs,2008,228663
bhs,2009,233254
bhs,2010,237816
bhs,2011,242247
bhs,2012,246655
bhs,2013,251039
bhs,2014,255302
bhs,2015,259387
bhs,2016,263684
bhs,2017,267474
bhs,2018,270938
bhs,2019,274358
bhs,2020,277832
bih,1960,1889171
bih,1961,1923104
bih,1962,1960988
bih,1963,2002521
bih,1964,2046009
bih,1965,2090044
bih,1966,2121780
bih,1967,2158313
bih,1968,2198039
bih,1969,2238087
bih,1970,2277033
bih,1971,2319350
bih,1972,2357778
bih,1973,2395369
bih,1974,2436512
bih,1975,2482850
bih,1976,2527484
bih,1977,2576695
bih,1978,2629424
bih,1979,2683155
bih,1980,2736538
bih,1981,2793554
bih,1982,2847558
bih,1983,2899140
bih,1984,2949909
bih,1985,2999678
bih,1986,3043497
bih,1987,3085229
bih,1988,3114786
bih,1989,3119023
bih,1990,3091143
bih,1991,3027551
bih,1992,2931888
bih,1993,2820884
bih,1994,2716400
bih,1995,2633066
bih,1996,2585890
bih,1997,2562482
bih,1998,2556616
bih,1999,2558918
bih,2000,2562531
bih,2001,2562005
bih,2002,2565303
bih,2003,2571654
bih,2004,2580113
bih,2005,2589864
bih,2006,2603645
bih,2007,2613959
bih,2008,2618953
bih,2009,2616738
bih,2010,2605074
bih,2011,2572147
bih,2012,2534303
bih,2013,2494032
bih,2014,2452272
bih,2015,2410083
bih,2016,2370397
bih,2017,2327792
bih,2018,2285649
bih,2019,2248148
bih,2020,2216576
blr,1960,5144239
blr,1961,5141841
blr,1962,5161090
blr,1963,5196500
blr,1964,5239284
blr,1965,5284725
blr,1966,5344705
blr,1967,5409602
blr,1968,5480881
blr,1969,5560029
blr,1970,5645184
blr,1971,5742126
blr,1972,5834767
blr,1973,5920648
blr,1974,5998361
blr,1975,6067130
blr,1976,6120234
blr,1977,6186427
blr,1978,6264222
blr,1979,6339144
blr,1980,6408861
blr,1981,6480898
blr,1982,6544989
blr,1983,6602602
blr,1984,6655302
blr,1985,6702415
blr,1986,6732046
blr,1987,6761607
blr,1988,6765624
blr,1989,6769561
blr,1990,6765528
blr,1991,6743805
blr,1992,6738184
blr,1993,6739891
blr,1994,6729642
blr,1995,6718288
blr,1996,6727482
blr,1997,6737109
blr,1998,6750391
blr,1999,6768059
blr,2000,6785673
blr,2001,6780975
blr,2002,6767536
blr,2003,6751380
blr,2004,6740192
blr,2005,6733534
blr,2006,6722301
blr,2007,6727786
blr,2008,6740078
blr,2009,6749705
blr,2010,6746814
blr,2011,6715630
blr,2012,6677494
blr,2013,6637906
blr,2014,6600491
blr,2015,6567276
blr,2016,6540510
blr,2017,6499932
blr,2018,6445643
blr,2019,6383095
blr,2020,6301400
blz,1960,46563
blz,1961,47270
blz,1962,48178
blz,1963,49210
blz,1964,50361
blz,1965,51629
blz,1966,53084
blz,1967,54612
blz,1968,56191
blz,1969,57794
blz,1970,59370
blz,1971,60275
blz,1972,61120
blz,1973,61939
blz,1974,62783
blz,1975,63694
blz,1976,64666
blz,1977,65785
blz,1978,67156
blz,1979,68762
blz,1980,70567
blz,1981,73120
blz,1982,75694
blz,1983,78351
blz,1984,81163
blz,1985,84174
blz,1986,86807
blz,1987,89748
blz,1988,92781
blz,1989,95668
blz,1990,98297
blz,1991,100409
blz,1992,102158
blz,1993,103947
blz,1994,106241
blz,1995,109313
blz,1996,114089
blz,1997,119697
blz,1998,125660
blz,1999,131458
blz,2000,136888
blz,2001,142211
blz,2002,147351
blz,2003,152476
blz,2004,157836
blz,2005,163528
blz,2006,169477
blz,2007,175608
blz,2008,181866
blz,2009,188177
blz,2010,194474
blz,2011,201422
blz,2012,208299
blz,2013,215167
blz,2014,222115
blz,2015,229118
blz,2016,235649
blz,2017,242302
blz,2018,248934
blz,2019,255400
blz,2020,261603
bol,1960,1983501
bol,1961,2021025
bol,1962,2062887
bol,1963,2108486
bol,1964,2157410
bol,1965,2209456
bol,1966,2253088
bol,1967,2301204
bol,1968,2353095
bol,1969,2408056
bol,1970,2465734
bol,1971,2515711
bol,1972,2569608
bol,1973,2627008
bol,1974,2687741
bol,1975,2751751
bol,1976,2807929
bol,1977,2868658
bol,1978,2933290
bol,1979,3001259
bol,1980,3072284
bol,1981,3133304
bol,1982,3198291
bol,1983,3266753
bol,1984,3338194
bol,1985,3412509
bol,1986,3486248
bol,1987,3563371
bol,1988,3643972
bol,1989,3728565
bol,1990,3817320
bol,1991,3901736
bol,1992,3992803
bol,1993,4089020
bol,1994,4188345
bol,1995,4289717
bol,1996,4385534
bol,1997,4483960
bol,1998,4585346
bol,1999,4690530
bol,2000,4799731
bol,2001,4906189
bol,2002,5016122
bol,2003,5128880
bol,2004,5243819
bol,2005,5360658
bol,2006,5476373
bol,2007,5595861
bol,2008,5718343
bol,2009,5842682
bol,2010,5968195
bol,2011,6095370
bol,2012,6222545
bol,2013,6350486
bol,2014,6480521
bol,2015,6613026
bol,2016,6742201
