geo,time,eg_use_comm_cl_zs
bgd,1981,0.62688
bgd,1982,0.49658
bgd,1983,0.61381
bgd,1984,0.81978
bgd,1985,0.63867
bgd,1986,0.36322
bgd,1987,0.4239
bgd,1988,0.5036
bgd,1989,0.65386
bgd,1990,0.36326
bgd,1991,0.33801
bgd,1992,0.34975
bgd,1993,0.28037
bgd,1994,0.37938
bgd,1995,0.15585
bgd,1996,0.31154
bgd,1997,0.29486
bgd,1998,0.33843
bgd,1999,0.31888
bgd,2000,0.27885
bgd,2001,0.34417
bgd,2002,0.25721
bgd,2003,0.24764
bgd,2004,0.24358
bgd,2005,0.23719
bgd,2006,0.22578
bgd,2007,0.21921
bgd,2008,0.25049
bgd,2009,0.10584
bgd,2010,0.17389
bgd,2011,0.19913
bgd,2012,0.1667
bgd,2013,0.21826
bgd,2014,0.1535
bgr,1971,0.98092
bgr,1972,0.92842
bgr,1973,1.078
bgr,1974,1.96803
bgr,1975,3.77094
bgr,1976,6.38231
bgr,1977,7.06231
bgr,1978,6.58547
bgr,1979,6.70961
bgr,1980,6.78418
bgr,1981,9.48925
bgr,1982,10.37887
bgr,1983,11.61152
bgr,1984,11.85802
bgr,1985,11.79491
bgr,1986,10.82208
bgr,1987,11.30374
bgr,1988,14.04655
bgr,1989,13.23898
bgr,1990,14.01979
bgr,1991,16.39872
bgr,1992,15.3497
bgr,1993,17.11972
bgr,1994,19.21348
bgr,1995,20.10017
bgr,1996,21.31369
bgr,1997,22.97577
bgr,1998,22.85813
bgr,1999,23.34987
bgr,2000,26.25303
bgr,2001,26.78638
bgr,2002,28.54732
bgr,2003,24.1388
bgr,2004,24.21077
bgr,2005,25.76497
bgr,2006,26.11721
bgr,2007,20.02478
bgr,2008,21.81101
bgr,2009,24.21838
bgr,2010,24.30059
bgr,2011,23.53305
bgr,2012,24.53102
bgr,2013,24.78976
bgr,2014,25.82571
bhr,1971,0
bhr,1972,0
bhr,1973,0
bhr,1974,0
bhr,1975,0
bhr,1976,0
bhr,1977,0
bhr,1978,0
bhr,1979,0
bhr,1980,0
bhr,1981,0
bhr,1982,0
bhr,1983,0
bhr,1984,0
bhr,1985,0
bhr,1986,0
bhr,1987,0
bhr,1988,0
bhr,1989,0
bhr,1990,0
bhr,1991,0
bhr,1992,0
bhr,1993,0
bhr,1994,0
bhr,1995,0
bhr,1996,0
bhr,1997,0
bhr,1998,0
bhr,1999,0
bhr,2000,0
bhr,2001,0
bhr,2002,0
bhr,2003,0
bhr,2004,0
bhr,2005,0
bhr,2006,0
bhr,2007,0
bhr,2008,0
bhr,2009,0
bhr,2010,0
bhr,2011,0
bhr,2012,0
bhr,2013,0
bhr,2014,0
bih,1990,2.60244
bih,1991,3.31523
bih,1992,3.87297
bih,1993,4.67496
bih,1994,16.81667
bih,1995,17.17538
bih,1996,14.30285
bih,1997,8.25192
bih,1998,7.4082
bih,1999,7.68156
bih,2000,5.66369
bih,2001,6.32236
bih,2002,6.47139
bih,2003,5.63064
bih,2004,6.21122
bih,2005,6.28118
bih,2006,5.54628
bih,2007,4.26864
bih,2008,4.72901
bih,2009,5.21213
bih,2010,6.43492
bih,2011,3.72776
bih,2012,4.27365
bih,2013,6.04069
bih,2014,4.27387
blr,1990,0.0038
blr,1991,0.00362
blr,1992,0.00374
blr,1993,0.00489
blr,1994,0.00543
blr,1995,0.00706
blr,1996,0.00582
blr,1997,0.00732
blr,1998,0.01132
blr,1999,0.00691
blr,2000,0.00969
blr,2001,0.01114
blr,2002,0.00988
blr,2003,0.00933
blr,2004,0.00953
blr,2005,0.01063
blr,2006,0.00972
blr,2007,0.01001
blr,2008,0.0109
blr,2009,0.01698
blr,2010,0.01639
blr,2011,0.01838
blr,2012,0.03065
blr,2013,0.06623
blr,2014,0.05392
bol,1971,7.56665
bol,1972,7.23406
bol,1973,7.00541
bol,1974,6.95842
bol,1975,6.23795
bol,1976,5.97068
bol,1977,5.89563
bol,1978,5.75878
bol,1979,5.34225
bol,1980,3.73975
bol,1981,3.87432
bol,1982,3.64965
bol,1983,3.84061
bol,1984,3.92198
bol,1985,3.89725
bol,1986,4.02167
bol,1987,4.13427
bol,1988,4.33681
bol,1989,4.08515
bol,1990,3.02603
bol,1991,3.54554
bol,1992,3.23745
bol,1993,3.61033
bol,1994,2.92824
bol,1995,2.52695
bol,1996,2.65484
bol,1997,2.68202
bol,1998,2.62809
bol,1999,3.08871
bol,2000,3.05153
bol,2001,4.29237
bol,2002,3.67471
bol,2003,3.13962
bol,2004,3.40782
bol,2005,2.84057
bol,2006,2.46962
bol,2007,3.25037
bol,2008,3.31945
bol,2009,3.14579
bol,2010,2.65158
bol,2011,2.62479
bol,2012,2.25302
bol,2013,2.41603
bol,2014,1.97498
bra,1971,5.32387
bra,1972,5.82731
bra,1973,6.07294
bra,1974,6.47448
bra,1975,6.82491
bra,1976,7.45769
bra,1977,8.13593
bra,1978,8.40394
bra,1979,8.96805
bra,1980,9.73728
bra,1981,10.29632
bra,1982,10.9298
bra,1983,11.44532
bra,1984,12.18006
bra,1985,12.54034
bra,1986,11.61378
bra,1987,11.52743
bra,1988,12.12121
bra,1989,12.43172
bra,1990,12.41195
bra,1991,12.43475
bra,1992,12.57095
bra,1993,12.72421
bra,1994,12.48179
bra,1995,13.02302
bra,1996,12.79843
bra,1997,12.94057
bra,1998,13.15832
bra,1999,12.87841
bra,2000,13.71233
bra,2001,12.95704
bra,2002,13.24585
bra,2003,13.75984
bra,2004,13.23911
bra,2005,13.33735
bra,2006,13.72102
bra,2007,13.56258
bra,2008,12.9094
bra,2009,13.7955
bra,2010,12.70044
bra,2011,13.49161
bra,2012,12.65074
bra,2013,11.4981
bra,2014,10.80909
brn,1971,0
brn,1972,0
brn,1973,0
brn,1974,0
brn,1975,0
brn,1976,0
brn,1977,0
brn,1978,0
brn,1979,0
brn,1980,0
brn,1981,0
brn,1982,0
brn,1983,0
brn,1984,0
brn,1985,0
brn,1986,0
brn,1987,0
brn,1988,0
brn,1989,0
brn,1990,0
brn,1991,0
brn,1992,0
brn,1993,0
brn,1994,0
brn,1995,0
brn,1996,0
brn,1997,0
brn,1998,0
brn,1999,0
brn,2000,0
brn,2001,0
brn,2002,0
brn,2003,0
brn,2004,0
brn,2005,0
brn,2006,0
brn,2007,0
brn,2008,0
brn,2009,0
brn,2010,0
brn,2011,0.00444
brn,2012,0.00449
brn,2013,0.00565
brn,2014,0.00484
bwa,1981,0.00636
bwa,1982,0.01504
bwa,1983,0.02692
bwa,1984,0.03522
bwa,1985,0.04438
bwa,1986,0.04052
bwa,1987,0.04842
bwa,1988,0.04332
bwa,1989,0.03647
bwa,1990,0.04112
bwa,1991,0.04425
bwa,1992,0.05679
bwa,1993,0.05662
bwa,1994,0.05916
bwa,1995,0.03462
bwa,1996,0.03548
bwa,1997,0.03382
bwa,1998,0.02996
bwa,1999,0.02901
bwa,2000,0.02791
bwa,2001,0.02758
bwa,2002,0.02715
bwa,2003,0.02724
bwa,2004,0.00791
bwa,2005,0.00766
bwa,2006,0
bwa,2007,0
bwa,2008,0
bwa,2009,0
bwa,2010,0
bwa,2011,0
bwa,2012,0
bwa,2013,0.00347
bwa,2014,0.00317
can,1960,12.0623
can,1961,11.45254
can,1962,10.89471
can,1963,10.15013
can,1964,10.41846
can,1965,10.04636
can,1966,10.70023
can,1967,10.18847
can,1968,9.81326
can,1969,10.22201
can,1970,10.04329
can,1971,10.67094
can,1972,11.47589
can,1973,13.06035
can,1974,13.70509
can,1975,12.58198
can,1976,13.45983
can,1977,14.69908
can,1978,15.87689
can,1979,16.17115
can,1980,16.67245
can,1981,18.15439
can,1982,18.43107
can,1983,20.29038
can,1984,20.70796
can,1985,21.99817
can,1986,23.41054
can,1987,23.6551
can,1988,22.8845
can,1989,21.35515
can,1990,19.67488
can,1991,21.19363
can,1992,20.15219
can,1993,21.20605
can,1994,21.91553
can,1995,20.80666
can,1996,20.32661
can,1997,18.99098
can,1998,17.48206
can,1999,17.52015
can,2000,17.1891
can,2001,17.38897
can,2002,17.68934
can,2003,16.79457
can,2004,17.95155
can,2005,18.31902
can,2006,18.81243
can,2007,18.7328
can,2008,19.18589
can,2009,18.89958
can,2010,18.56115
can,2011,18.70907
can,2012,19.34764
can,2013,19.91242
can,2014,19.69111
can,2015,19.77085
che,1960,23.68182
che,1961,23.50172
che,1962,20.81843
che,1963,18.1946
che,1964,18.0032
che,1965,18.66401
che,1966,20.44025
che,1967,20.95248
che,1968,19.13461
che,1969,17.30452
che,1970,19.73429
che,1971,16.31441
che,1972,18.1815
che,1973,21.38656
che,1974,23.96368
che,1975,28.52546
che,1976,24.18745
che,1977,28.71131
che,1978,26.2021
che,1979,30.2426
che,1980,32.75465
che,1981,35.9027
che,1982,37.12083
che,1983,35.11129
che,1984,35.52162
che,1985,39.1648
che,1986,37.88026
che,1987,40.06587
che,1988,39.88226
che,1989,38.4456
che,1990,35.04956
che,1991,34.44306
che,1992,34.83084
che,1993,35.96954
che,1994,36.83785
che,1995,37.66806
che,1996,36.5106
che,1997,36.76153
che,1998,36.81995
che,1999,38.02766
che,2000,39.01812
che,2001,37.76178
che,2002,38.53251
che,2003,38.79478
che,2004,38.30316
che,2005,35.46089
che,2006,37.66311
che,2007,40.33237
che,2008,39.07403
che,2009,38.74799
che,2010,39.43493
che,2011,40.28377
che,2012,39.9044
che,2013,38.86709
che,2014,42.42282
che,2015,39.88654
chl,1971,4.75157
chl,1972,5.57546
chl,1973,5.6605
chl,1974,6.48522
chl,1975,7.19797
chl,1976,7.02224
chl,1977,7.15572
chl,1978,7.18892
chl,1979,6.9824
chl,1980,7.14158
chl,1981,7.27901
chl,1982,8.68223
chl,1983,9.05557
chl,1984,8.93137
chl,1985,9.93481
chl,1986,10.16103
chl,1987,10.6709
chl,1988,9.23241
chl,1989,6.9148
chl,1990,4.62063
chl,1991,6.69714
chl,1992,8.03118
chl,1993,8.20146
chl,1994,7.33002
chl,1995,7.45248
chl,1996,6.25053
chl,1997,6.31265
chl,1998,5.0743
chl,1999,4.22844
chl,2000,5.80198
chl,2001,6.79874
chl,2002,7.02438
chl,2003,6.85347
chl,2004,6.3155
chl,2005,7.39383
chl,2006,7.79475
chl,2007,5.89008
chl,2008,6.15783
chl,2009,6.57765
chl,2010,5.56767
chl,2011,4.81548
chl,2012,4.2918
chl,2013,4.08271
chl,2014,5.64539
chl,2015,5.72221
chn,1971,0.65975
chn,1972,0.71086
chn,1973,0.76604
chn,1974,0.84483
chn,1975,0.8006
chn,1976,0.78441
chn,1977,0.75171
chn,1978,0.64999
chn,1979,0.71827
chn,1980,0.83711
chn,1981,0.94985
chn,1982,1.04538
chn,1983,1.16701
chn,1984,1.10556
chn,1985,1.14906
chn,1986,1.13535
chn,1987,1.14255
chn,1988,1.1829
chn,1989,1.25693
chn,1990,0.91871
chn,1991,0.98936
chn,1992,1.01402
chn,1993,1.14034
chn,1994,1.6385
chn,1995,1.70172
chn,1996,1.71653
chn,1997,1.7733
chn,1998,1.86407
chn,1999,1.86536
chn,2000,1.99714
chn,2001,2.2989
chn,2002,2.42043
chn,2003,2.52105
chn,2004,2.67891
chn,2005,2.73392
chn,2006,2.73878
chn,2007,2.92453
chn,2008,3.3841
chn,2009,3.46832
chn,2010,3.50934
chn,2011,3.52243
chn,2012,4.09183
chn,2013,4.53415
chn,2014,5.10702
civ,1971,0.48694
civ,1972,0.74608
civ,1973,0.53688
civ,1974,0.84801
civ,1975,1.11276
civ,1976,0.92714
civ,1977,0.58683
civ,1978,0.41282
civ,1979,1.78394
civ,1980,3.25335
civ,1981,4.1802
civ,1982,4.19579
civ,1983,2.42907
civ,1984,0.91125
civ,1985,3.15882
civ,1986,2.50488
civ,1987,2.15713
civ,1988,2.50015
civ,1989,3.10277
civ,1990,2.38168
civ,1991,2.29844
civ,1992,1.84874
civ,1993,1.5452
civ,1994,1.56971
civ,1995,2.38791
civ,1996,1.87612
civ,1997,1.70746
civ,1998,1.40519
civ,1999,1.20935
civ,2000,1.2833
civ,2001,1.4369
civ,2002,1.18107
civ,2003,1.38937
civ,2004,0.83324
civ,2005,0.64842
civ,2006,0.7587
civ,2007,0.89098
civ,2008,0.97529
civ,2009,1.24104
civ,2010,0.945
civ,2011,0.82357
civ,2012,0.81727
civ,2013,0.64987
civ,2014,0.79478
cmr,1971,3.33766
cmr,1972,3.34958
cmr,1973,3.26199
cmr,1974,3.53756
cmr,1975,3.66877
cmr,1976,3.50636
cmr,1977,3.19569
cmr,1978,3.17954
cmr,1979,3.18339
cmr,1980,3.21136
cmr,1981,4.05643
cmr,1982,4.36671
cmr,1983,4.32263
cmr,1984,4.36485
cmr,1985,4.60702
cmr,1986,4.62148
cmr,1987,4.57412
cmr,1988,4.65211
cmr,1989,4.6471
cmr,1990,3.98736
cmr,1991,3.93376
cmr,1992,3.94286
cmr,1993,3.97628
cmr,1994,3.4558
cmr,1995,3.34367
cmr,1996,3.46723
cmr,1997,3.66649
cmr,1998,3.57707
cmr,1999,3.76319
cmr,2000,3.66415
cmr,2001,3.47845
cmr,2002,3.2191
cmr,2003,3.39922
cmr,2004,3.88317
cmr,2005,3.79673
cmr,2006,4.13127
cmr,2007,4.19734
cmr,2008,4.66722
cmr,2009,4.02699
cmr,2010,4.33511
cmr,2011,4.53711
cmr,2012,4.56761
cmr,2013,4.56647
cmr,2014,4.60076
cod,1971,4.42559
cod,1972,4.31411
cod,1973,4.57001
cod,1974,4.00716
cod,1975,4.26613
cod,1976,4.54338
cod,1977,4.46787
cod,1978,4.27717
cod,1979,4.06628
cod,1980,4.31012
cod,1981,4.03721
cod,1982,3.98688
cod,1983,4.06632
cod,1984,4.05616
cod,1985,4.34361
cod,1986,4.4551
cod,1987,4.26732
cod,1988,4.11995
cod,1989,5.29367
cod,1990,1.49347
cod,1991,1.62763
cod,1992,1.70769
cod,1993,1.90069
cod,1994,1.39209
cod,1995,1.38086
cod,1996,1.31347
cod,1997,1.29098
cod,1998,1.26291
cod,1999,1.32059
cod,2000,2.80182
cod,2001,2.75651
cod,2002,2.57318
cod,2003,2.57408
cod,2004,2.49308
cod,2005,2.51772
cod,2006,2.83788
cod,2007,2.9092
cod,2008,2.78632
cod,2009,2.9565
cod,2010,2.68416
cod,2011,2.71033
cod,2012,2.41948
cod,2013,2.26762
cod,2014,2.35995
cog,1971,0.91324
cog,1972,1.0776
cog,1973,0.80742
cog,1974,0.87101
cog,1975,0.90192
cog,1976,0.89431
cog,1977,0.71618
cog,1978,0.158
cog,1979,1.10694
cog,1980,1.3876
cog,1981,1.38646
cog,1982,2.20887
cog,1983,2.62924
cog,1984,2.93948
cog,1985,3.27343
cog,1986,3.06388
cog,1987,3.12715
cog,1988,3.3402
cog,1989,4.41968
cog,1990,3.75655
cog,1991,4.05918
cog,1992,3.98671
cog,1993,3.48612
cog,1994,3.95374
cog,1995,3.57101
cog,1996,3.92995
cog,1997,3.42221
cog,1998,2.71977
cog,1999,1.53409
cog,2000,3.06678
cog,2001,2.87479
cog,2002,3.29383
cog,2003,2.35339
cog,2004,2.17772
cog,2005,2.2318
cog,2006,1.9416
cog,2007,2.35964
cog,2008,2.24156
cog,2009,1.64511
cog,2010,1.40317
cog,2011,1.42794
cog,2012,1.54538
cog,2013,1.49282
cog,2014,1.42871
col,1971,4.1368
col,1972,4.52692
col,1973,4.89571
col,1974,5.15256
col,1975,4.95925
col,1976,4.92792
col,1977,5.43896
col,1978,6.30628
col,1979,7.09492
col,1980,6.93837
col,1981,6.85275
col,1982,7.04886
col,1983,6.89071
col,1984,7.44826
col,1985,7.89156
col,1986,8.38538
col,1987,8.842
col,1988,9.04426
col,1989,9.81134
col,1990,7.21403
col,1991,7.28469
col,1992,6.73655
col,1993,7.51372
col,1994,8.19123
col,1995,8.17525
col,1996,9.01413
col,1997,7.83885
col,1998,7.07791
col,1999,8.45476
col,2000,8.26017
col,2001,8.61687
col,2002,9.1098
col,2003,9.55054
col,2004,10.2967
col,2005,9.78572
col,2006,9.77152
col,2007,10.34505
col,2008,10.38188
col,2009,9.34038
col,2010,8.85051
col,2011,11.00554
col,2012,10.59687
col,2013,8.97407
col,2014,9.20354
cri,1971,10.94141
cri,1972,10.94287
cri,1973,10.35846
cri,1974,11.68515
cri,1975,11.19205
cri,1976,12.41722
cri,1977,9.84211
cri,1978,10.05468
cri,1979,10.68788
cri,1980,14.50757
cri,1981,16.65274
cri,1982,17.8411
cri,1983,21.16746
cri,1984,21.03941
cri,1985,18.75265
cri,1986,18.76459
cri,1987,18.27333
cri,1988,18.11102
cri,1989,17.77464
cri,1990,16.50916
cri,1991,15.58029
cri,1992,11.27383
cri,1993,12.76954
cri,1994,14.0462
cri,1995,13.04853
cri,1996,14.5996
cri,1997,16.30141
cri,1998,16.92923
cri,1999,17.38631
cri,2000,17.02833
cri,2001,17.61906
cri,2002,17.53906
cri,2003,17.18729
cri,2004,15.41095
cri,2005,15.73913
cri,2006,14.96695
cri,2007,14.31986
cri,2008,14.50956
cri,2009,14.71018
cri,2010,14.55191
cri,2011,14.39199
cri,2012,14.76654
cri,2013,13.98906
cri,2014,14.20871
cub,1971,0.0902
cub,1972,0.06302
cub,1973,0.04943
cub,1974,0.067
cub,1975,0.0462
cub,1976,0.03701
cub,1977,0.04688
cub,1978,0.05031
cub,1979,0.06148
cub,1980,0.05697
cub,1981,0.03504
cub,1982,0.02478
cub,1983,0.03445
cub,1984,0.03912
cub,1985,0.03036
cub,1986,0.03329
cub,1987,0.02382
cub,1988,0.03762
cub,1989,0.03851
cub,1990,0.03575
cub,1991,0.04914
cub,1992,0.04303
cub,1993,0.05051
cub,1994,0.02891
cub,1995,0.04295
cub,1996,0.05097
cub,1997,0.06799
cub,1998,0.05463
cub,1999,0.05683
cub,2000,0.04691
cub,2001,0.04058
cub,2002,0.06153
cub,2003,0.07502
cub,2004,0.05265
cub,2005,0.04317
cub,2006,0.0596
cub,2007,0.08189
cub,2008,0.09344
cub,2009,0.0964
cub,2010,0.06022
cub,2011,0.07011
cub,2012,0.07603
cub,2013,0.09174
cub,2014,0.0854
cyp,1971,0
cyp,1972,0
cyp,1973,0
cyp,1974,0
cyp,1975,0
cyp,1976,0
cyp,1977,0
cyp,1978,0
cyp,1979,0
cyp,1980,0
cyp,1981,0
cyp,1982,0
cyp,1983,0
cyp,1984,0
cyp,1985,0
cyp,1986,0
cyp,1987,0
cyp,1988,0
cyp,1989,0
cyp,1990,0
cyp,1991,0
cyp,1992,0
cyp,1993,0
cyp,1994,0
