geo,time,st_int_arvl
tun,2013,7352000
tun,2014,7163000
tun,2015,5359000
tun,2016,5724000
tun,2017,7052000
tun,2018,8299000
tun,2019,9429000
tun,2020,2012000
tur,1995,7727000
tur,1996,8614000
tur,1997,9689000
tur,1998,9753000
tur,1999,7487000
tur,2000,10428000
tur,2001,11619000
tur,2002,13256000
tur,2003,14030000
tur,2004,17517000
tur,2005,21125000
tur,2006,19820000
tur,2007,27215000
tur,2008,31138000
tur,2009,31760000
tur,2010,32997000
tur,2011,36769000
tur,2012,37715000
tur,2013,39861000
tur,2014,41627000
tur,2015,41114000
tur,2016,30907000
tur,2017,37970000
tur,2018,46113000
tur,2019,51747000
tur,2020,15971000
tuv,1995,899.99998
tuv,1996,1000
tuv,1997,1000
tuv,1998,1000
tuv,1999,1100.00002
tuv,2000,1100.00002
tuv,2001,1100.00002
tuv,2002,1299.99995
tuv,2003,1399.99998
tuv,2004,1299.99995
tuv,2005,1100.00002
tuv,2006,1100.00002
tuv,2007,1100.00002
tuv,2008,1700.00005
tuv,2009,1600.00002
tuv,2010,1700.00005
tuv,2011,1200.00005
tuv,2012,1100.00002
tuv,2013,1299.99995
tuv,2014,1399.99998
tuv,2015,2400.0001
tuv,2016,2500
tuv,2017,2500
tuv,2018,3200.00005
tuv,2019,3599.9999
tza,1995,295000
tza,1996,326000
tza,1997,360000
tza,1998,482000
tza,1999,627000
tza,2000,501000
tza,2001,525000
tza,2002,575000
tza,2003,576000
tza,2004,583000
tza,2005,613000
tza,2006,644000
tza,2007,719000
tza,2008,770000
tza,2009,714000
tza,2010,783000
tza,2011,868000
tza,2012,1077000
tza,2013,1096000
tza,2014,1140000
tza,2015,1137000
tza,2016,1284000
tza,2017,1327000
tza,2018,1506000
tza,2019,1527000
uga,1995,160000
uga,1996,174000
uga,1997,175000
uga,1998,195000
uga,1999,189000
uga,2000,193000
uga,2001,205000
uga,2002,254000
uga,2003,305000
uga,2004,512000
uga,2005,468000
uga,2006,539000
uga,2007,642000
uga,2008,844000
uga,2009,807000
uga,2010,946000
uga,2011,1151000
uga,2012,1197000
uga,2013,1206000
uga,2014,1266000
uga,2015,1303000
uga,2016,1323000
uga,2017,1402000
uga,2018,1506000
uga,2019,1543000
uga,2020,473000
ukr,1995,6127000
ukr,1996,6750000
ukr,1997,14743000
ukr,1998,12003000
ukr,1999,10990000
ukr,2000,11691000
ukr,2001,11877000
ukr,2002,12793000
ukr,2003,15161000
ukr,2004,18583000
ukr,2005,20489000
ukr,2006,21714000
ukr,2007,26162000
ukr,2008,28827000
ukr,2009,24033000
ukr,2010,24114000
ukr,2011,24535000
ukr,2012,25061000
ukr,2013,26025000
ukr,2014,13227000
ukr,2015,13025000
ukr,2016,13734000
ukr,2017,14579000
ukr,2018,14342000
ukr,2019,13710000
ukr,2020,3382000
ury,1995,2177000
ury,1996,2258000
ury,1997,2463000
ury,1998,2324000
ury,1999,2273000
ury,2000,2236000
ury,2001,2136000
ury,2002,1354000
ury,2003,1508000
ury,2004,1871000
ury,2005,1917000
ury,2006,1824000
ury,2007,1815000
ury,2008,2255000
ury,2009,2303000
ury,2010,2708000
ury,2011,3244000
ury,2012,3155000
ury,2013,3242000
ury,2014,3195000
ury,2015,3286000
ury,2016,3632000
ury,2017,4219000
ury,2018,3954000
ury,2019,3480000
usa,1995,79732000
usa,1996,82756000
usa,1997,82525000
usa,1998,74767000
usa,1999,75796000
usa,2000,78343000
usa,2001,70975000
usa,2002,64434000
usa,2003,62082000
usa,2004,67606000
usa,2005,71484000
usa,2006,183178000
usa,2007,175299000
usa,2008,175703000
usa,2009,160508000
usa,2010,162275000
usa,2011,147271421.875
usa,2012,171629890.625
usa,2013,179309906.25
usa,2014,178311359.375
usa,2015,176864531.25
usa,2016,175261484.375
usa,2017,174291750
usa,2018,169324921.875
usa,2019,165478000
usa,2020,45037000
uzb,1995,92000
uzb,1996,173000
uzb,1997,960000
uzb,1998,811000
uzb,1999,487000
uzb,2000,302000
uzb,2001,345000
uzb,2002,332000
uzb,2003,231000
uzb,2004,262000
uzb,2005,242000
uzb,2006,560000
uzb,2007,903000
uzb,2008,1069000
uzb,2009,1215000
uzb,2010,975000
uzb,2011,1393000
uzb,2012,1895000
uzb,2013,1969000
uzb,2014,1862000
uzb,2015,1918000
uzb,2016,2027000
uzb,2017,2690000
uzb,2018,5346000
uzb,2019,6749000
vct,1995,218000
vct,1996,216000
vct,1997,200000
vct,1998,202000
vct,1999,223000
vct,2000,256000
vct,2001,254000
vct,2002,247000
vct,2003,242000
vct,2004,262000
vct,2005,256000
vct,2006,306000
vct,2007,328000
vct,2008,250000
vct,2009,271000
vct,2010,231000
vct,2011,208000
vct,2012,200000
vct,2013,200000
vct,2014,205000
vct,2015,207000
vct,2016,227000
vct,2017,303000
vct,2018,356000
vct,2019,392000
ven,1995,879000
ven,1996,960000
ven,1997,933000
ven,1998,813000
ven,1999,702000
ven,2000,602000
ven,2001,792000
ven,2002,590000
ven,2003,435000
ven,2004,618000
ven,2005,846000
ven,2006,883000
ven,2007,898000
ven,2008,702000
ven,2009,567000
ven,2010,535000
ven,2011,625000
ven,2012,1061000
ven,2013,1085000
ven,2014,967000
ven,2015,882000
ven,2016,681000
ven,2017,429000
vgb,1995,219000
vgb,1996,244000
vgb,1997,244000
vgb,1998,279000
vgb,1999,284000
vgb,2000,272000
vgb,2001,296000
vgb,2002,282000
vgb,2003,278000
vgb,2004,304000
vgb,2005,337000
vgb,2006,356000
vgb,2007,358000
vgb,2008,346000
vgb,2009,309000
vgb,2010,330000
vgb,2011,338000
vgb,2012,351000
vgb,2013,366000
vgb,2014,386000
vgb,2015,393000
vgb,2016,408000
vgb,2017,335000
vgb,2018,192000
vgb,2019,302399.9939
vgb,2020,83000
vir,1995,1741000
vir,1996,1779000
vir,1997,2128000
vir,1998,2139000
vir,1999,1964000
vir,2000,2396000
vir,2001,2497000
vir,2002,2337000
vir,2003,2395000
vir,2004,2620000
vir,2005,2602000
vir,2006,2571000
vir,2007,2606000
vir,2008,2435000
vir,2009,2245000
vir,2010,2531000
vir,2011,2686000
vir,2012,2640000
vir,2013,2702000
vir,2014,2814000
vir,2015,2643000
vir,2016,2574000
vir,2017,1954000
vir,2018,1922000
vir,2019,2074000
vir,2020,8612000
vnm,1995,1351000
vnm,1996,1607000
vnm,1997,1716000
vnm,1998,1520000
vnm,1999,1782000
vnm,2000,2140000
vnm,2001,2330000
vnm,2002,2628000
vnm,2003,2429000
vnm,2004,2928000
vnm,2005,3477000
vnm,2006,3583000
vnm,2007,4229000
vnm,2008,4236000
vnm,2009,3747000
vnm,2010,5050000
vnm,2011,6014000
vnm,2012,6848000
vnm,2013,7572000
vnm,2014,7874000
vnm,2015,7944000
vnm,2016,10013000
vnm,2017,12922000
vnm,2018,15498000
vnm,2019,18009000
vnm,2020,3837000
vut,1995,82000
vut,1996,103000
vut,1997,81000
vut,1998,78000
vut,1999,96000
vut,2000,106000
vut,2001,106000
vut,2002,99000
vut,2003,102000
vut,2004,99000
vut,2005,126000
vut,2006,154000
vut,2007,167000
vut,2008,196600.0061
vut,2009,225500
vut,2010,237699.99695
vut,2011,248899.9939
vut,2012,321000
vut,2013,357000
vut,2014,329000
vut,2015,287000
vut,2016,351600.0061
vut,2017,332700.01221
vut,2018,350200.01221
vut,2019,256000
vut,2020,82400.00153
wsm,2006,116000
wsm,2007,122000
wsm,2008,122000
wsm,2009,129000
wsm,2010,130000
wsm,2011,128000
wsm,2012,135000
wsm,2013,125000
wsm,2014,132000
wsm,2015,139000
wsm,2016,146000
wsm,2017,158000
wsm,2018,172000
wsm,2019,181000
wsm,2020,23899.99962
yem,2010,1035000
yem,2011,1175000
yem,2012,1282000
yem,2013,1323000
yem,2014,1218000
yem,2015,398000
zaf,1995,4684000
zaf,1996,5186000
zaf,1997,5170000
zaf,1998,5898000
zaf,1999,6026000
zaf,2000,6001000
zaf,2001,5908000
zaf,2002,6550000
zaf,2003,6640000
zaf,2004,6815000
zaf,2005,7518000
zaf,2006,8509000
zaf,2007,9208000
zaf,2008,9729000
zaf,2009,9532000
zaf,2010,11303000
zaf,2011,12097000
zaf,2012,13069000
zaf,2013,14318000
zaf,2014,14530000
zaf,2015,13952000
zaf,2016,15121000
zaf,2017,14975000
zaf,2018,15004000
zaf,2019,14797000
zaf,2020,3886600.09766
zmb,1995,163000
zmb,1996,264000
zmb,1997,341000
zmb,1998,362000
zmb,1999,404000
zmb,2000,457000
zmb,2001,492000
zmb,2002,565000
zmb,2003,413000
zmb,2004,515000
zmb,2005,669000
zmb,2006,757000
zmb,2007,897000
zmb,2008,812000
zmb,2009,710000
zmb,2010,815000
zmb,2011,920000
zmb,2012,859000
zmb,2013,915000
zmb,2014,947000
zmb,2015,932000
zmb,2016,956000
zmb,2017,1009000
zmb,2018,1072000
zmb,2019,1266000
zmb,2020,502000
zwe,1995,1416000
zwe,1996,1597000
zwe,1997,1336000
zwe,1998,2090000
zwe,1999,2250000
zwe,2000,1967000
zwe,2001,2217000
zwe,2002,2041000
zwe,2003,2256000
zwe,2004,1854000
zwe,2005,1559000
zwe,2006,2287000
zwe,2007,2506000
zwe,2008,1956000
zwe,2009,2017000
zwe,2010,2239000
zwe,2011,2423000
zwe,2012,1794000
zwe,2013,1833000
zwe,2014,1880000
zwe,2015,2057000
zwe,2016,2168000
zwe,2017,2423000
zwe,2018,2580000
zwe,2019,2294000
zwe,2020,639000
