geo,time,cm_mkt_lcap_cd
aut,1992,19749700000
aut,1993,26238140000
aut,1994,28819770000
aut,1995,30617340000
aut,1996,31914600000
aut,1997,36820060000
aut,1998,2600180000
aut,1999,33022950000
aut,2000,29935220000
aut,2001,25204350000
aut,2002,33578130000
aut,2003,56522450000
aut,2004,87776270000
aut,2005,126251470000
aut,2006,192770310000
aut,2007,236448390000
aut,2008,76288700000
aut,2009,114076070000
aut,2010,126031960000
aut,2011,85269520000
aut,2012,106036780000
aut,2013,117671410000
aut,2014,96790330000
aut,2015,96079380000
aut,2016,120976729936.549
aut,2017,150645990000
aut,2018,116802000000
aut,2019,133098220000
aut,2020,132083250000
aze,1998,3040000
aze,1999,3220000
bel,1975,9000100000
bel,1976,9400050000
bel,1977,10291330000
bel,1978,12507160000
bel,1979,13734380000
bel,1980,10033090000
bel,1981,8369180000
bel,1982,8565170000
bel,1983,10779010000
bel,1984,12342040000
bel,1985,20871330000
bel,1986,37336820000
bel,1987,41648090000
bel,1988,58786050000
bel,1989,74876060000
bel,1990,65449090000
bel,1991,71113600000
bel,1992,64104900000
bel,1993,77975730000
bel,1994,84124970000
bel,1995,101422290000
bel,1996,118801970000
bel,1997,136934280000
bel,1998,244037800000
bel,1999,184135510000
bel,2000,182480520000
bel,2001,165843000000
bel,2002,127556560000
bel,2003,173552620000
bel,2004,273247420000
bel,2005,288481060000
bel,2006,396167930000
bel,2007,385552940000
bel,2008,167218340000
bel,2009,259768580000
bel,2010,268726290000
bel,2011,229320850000
bel,2012,299517140000
bel,2013,374325590000
bel,2014,378525790000
bel,2015,414556380000
bel,2016,378144283250.56
bel,2017,437793522325.45697
bel,2018,321093542983.70203
bgd,1993,464100000
bgd,1994,1019900000
bgd,1995,1926220000
bgd,1996,7381510000
bgd,1997,2770310000
bgd,1998,2029540000
bgd,1999,1561590000
bgd,2000,2192180000
bgd,2001,978300000
bgd,2002,14892060000
bgd,2005,3299610000
bgd,2006,3850310000
bgd,2007,8732760000
bgd,2008,11721070000
bgd,2009,20928930000
bgd,2010,41616870000
bgd,2011,47699530000
bgd,2013,51158550000
bgd,2014,68457910000
bgd,2015,65484860000
bgd,2016,70419424536.4465
bgd,2017,86178750000
bgd,2018,77390500000
bgd,2019,64416510000
bgd,2020,89773660000
bgr,1993,12000000
bgr,1994,48300000
bgr,1995,58140000
bgr,1996,5600000
bgr,1998,144320000
bgr,1999,102490000
bgr,2000,129090000
bgr,2001,82200000
bgr,2002,721640000
bgr,2003,1755120000
bgr,2004,2803950000
bgr,2005,5085620000
bgr,2006,10324970000
bgr,2007,21667660000
bgr,2008,8880420000
bgr,2009,8653170000
bgr,2010,7376360000
bgr,2011,8253250000
bgr,2019,16000060000
bgr,2020,17710500000
bhr,1996,4711490000
bhr,1997,7833200000
bhr,1998,6769230000
bhr,1999,7158840000
bhr,2000,6624350000
bhr,2001,6599500000
bhr,2002,7484060265.18165
bhr,2003,9626790000
bhr,2004,13540850000
bhr,2005,17364820000
bhr,2006,21122390000
bhr,2007,27088350000
bhr,2008,19947350000
bhr,2009,16262630000
bhr,2010,20059730000
bhr,2011,16589950000
bhr,2014,22067530000
bhr,2015,19251070000
bhr,2016,19394198865.4608
bhr,2017,21706180000
bhr,2018,21862700000
bhr,2019,26882280000
bhr,2020,24608090000
blr,2014,574810000
blr,2015,534010000
blr,2016,1238750000
bmu,2000,2146000000
bmu,2001,2558000000
bmu,2002,2153000000
bmu,2003,2900700000
bmu,2004,1849440000
bmu,2005,2124780000
bmu,2006,2703530000
bmu,2007,2731110000
bmu,2008,1912330000
bmu,2009,1360190000
bmu,2010,1534950000
bmu,2011,1232340000
bmu,2012,1486900000
bmu,2013,1467000000
bmu,2014,1601480000
bmu,2015,1850000000
bmu,2016,2521628651.46058
bmu,2017,2718790000
bmu,2018,2393200000
bmu,2019,2965300000
bmu,2020,220400000
bra,2000,226152310000
bra,2001,186237610000
bra,2002,126761530000
bra,2003,234560040000
bra,2004,330346580000
bra,2005,474646880000
bra,2006,710247450000
bra,2007,1369711270000
bra,2008,591965550000
bra,2009,1337247680000
bra,2010,1545565660000
bra,2011,1228936230000
bra,2012,1227447020000
bra,2013,1020455330000
bra,2014,843894200000
bra,2015,490534110000
bra,2016,758558918034.70203
bra,2017,954715100000
bra,2018,916824390000
bra,2019,1187361690000
bra,2020,988374320000
brb,1993,326900000
brb,1994,515100000
brb,1995,491620000
brb,1996,765740000
brb,1997,1135000000
brb,1998,1753490000
brb,1999,2036020000
brb,2000,1706530000
brb,2001,1837300000
brb,2010,2186550000
brb,2011,4567520000
brb,2013,3985460000
brb,2014,2683590000
brb,2015,2949090000
brb,2016,3096520000
brb,2017,3350920000
brb,2018,3541580000
brb,2019,3398000000
brb,2020,2780430000
bwa,1993,228600000
bwa,1994,265300000
bwa,1995,397580000
bwa,1996,328380000
bwa,1997,613190000
bwa,1998,723960000
bwa,1999,1051980000
bwa,2000,977610000
can,1977,173941850000
can,1978,179690430000
can,1979,238944270000
can,1980,285706860000
can,1982,207092900000
can,1983,257634200000
can,1984,246632360000
can,1985,292880140000
can,1986,336895680000
can,1987,405600860000
can,1988,446806410000
can,1989,543396610000
can,1990,458678620000
can,1991,508633200000
can,1992,457949900000
can,1993,595516360000
can,1994,575716370000
can,1995,671742800000
can,1996,879797610000
can,1997,1010507310000
can,1998,1081927730000
can,1999,1448278090000
can,2000,770841540000
can,2001,615265930000
can,2002,888677700000
can,2003,910230610000
can,2004,1177517940000
can,2005,1482184560000
can,2006,1700708090000
can,2007,2186550150000
can,2008,1033651810000
can,2009,1677431720000
can,2010,2171194840000
can,2011,1912871970000
can,2012,2059973580000
can,2013,2113821770000
can,2014,2095420680000
can,2015,1593399300000
can,2016,1993522735729.69995
can,2017,2367059920000
can,2018,1937902710000
can,2019,2409098540000
can,2020,2641454670000
chanisl,1998,159150000
chanisl,1999,247360000
chanisl,2000,255080000
chanisl,2001,454100000
chanisl,2002,265840000
chanisl,2003,227350000
chanisl,2004,184300000
chanisl,2005,537340000
chanisl,2006,1479740000
che,1975,16469560000
che,1976,20899900000
che,1977,29858100000
che,1978,38052230000
che,1979,43569560000
che,1980,42730940000
che,1981,38347160000
che,1982,38745600000
che,1983,44081170000
che,1984,40077370000
che,1985,84104980000
che,1986,128648170000
che,1987,129706030000
che,1988,140341950000
che,1989,170935860000
che,1990,157634580000
che,1991,189677500000
che,1992,194138100000
che,1993,270879230000
che,1994,284976880000
che,1995,398102020000
che,1996,400284680000
che,1997,575339370000
che,1998,689199130000
che,1999,678232020000
che,2000,792315950000
che,2001,527355900000
che,2002,612667140000
che,2003,727102780000
che,2004,829098070000
che,2005,938697660000
che,2006,1212534300000
che,2007,1274656700000
che,2008,880334430000
che,2009,1064686540000
che,2010,1229356540000
che,2011,1089519370000
che,2012,1233438940000
che,2013,1540699830000
che,2014,1495314200000
che,2015,1519323460000
che,2016,1403355611192.92993
che,2017,1686497070000
che,2018,1441160470000
che,2019,1834453260000
che,2020,2001602870000
chl,1991,28138400000
chl,1992,32256800000
chl,1993,44833400000
chl,1994,68050350000
chl,1995,72927720000
chl,1996,65971300000
chl,1997,72046180000
chl,1998,51866170000
chl,1999,68227520000
chl,2000,60400770000
chl,2001,56309720000
chl,2002,49827000000
chl,2003,86525910000
chl,2004,116924270000
chl,2005,136493350000
chl,2006,174418780000
chl,2007,212910230000
chl,2008,131807960000
chl,2009,230732390000
chl,2010,341798880000
chl,2011,270289080000
chl,2012,313325270000
chl,2013,265150080000
chl,2014,233245470000
chl,2015,190352000000
chl,2016,212479793765.00296
chl,2017,294675740000
chl,2018,250739560000
chl,2019,203791650000
chl,2020,184549420000
chn,2003,512978770000
chn,2004,447720260000
chn,2005,401852250000
chn,2006,1145454870000
chn,2007,4478866530000
chn,2008,1778784040000
chn,2009,3573152460000
chn,2010,4027840300000
chn,2011,3412108290000
chn,2012,3697376040000
chn,2013,3949143490000
chn,2014,6004947670000
chn,2015,8188019320000
chn,2016,7320738379789.17969
chn,2017,8711267220000
chn,2018,6324879760000
chn,2019,8515504380000
chn,2020,12214465600000
civ,1993,332300000
civ,1994,19530000
civ,1995,62490000
civ,1996,62090000
civ,1998,1825250000
civ,1999,1293420000
civ,2000,436330000
civ,2001,984230000
civ,2002,1314710000
civ,2003,1650110000
civ,2004,2082660000
civ,2005,2332410000
civ,2006,4155260000
civ,2007,8305170000
civ,2008,7087790000
civ,2009,6124330000
civ,2010,7158120000
civ,2011,6287600000
civ,2013,11818850000
civ,2014,11710400000
civ,2015,12493030000
civ,2016,12363659088.7213
civ,2017,12485700000
civ,2018,8453312865.34401
civ,2019,8100130000
civ,2020,7331390000
col,2005,50500810000
col,2006,56204320000
col,2007,101955950000
col,2008,87716200000
col,2009,140519920000
col,2010,208501740000
col,2011,201295530000
col,2012,262101260000
col,2013,202693250000
col,2014,146745680000
col,2015,85955450000
col,2016,103818618591.608
col,2017,121477230000
col,2018,103848380000
col,2019,132040280000
col,2020,106315200000
cri,1993,357000000
cri,1995,616860000
cri,1996,782610000
cri,1997,822490000
cri,1998,1308290000
cri,1999,2308350000
cri,2003,520490000
cri,2004,1558300000
cri,2005,1510240000
cri,2006,1879810000
cri,2007,2181820000
cri,2008,1905330000
cri,2009,1468480000
cri,2010,1444920000
cri,2011,1498420000
cri,2013,1949970000
cri,2014,2551360000
cri,2015,2353520000
cri,2016,2917800000
cri,2017,3010760000
cri,2018,2401120000
cri,2019,2217350000
cri,2020,1901280000
cym,1997,169940000
cym,1998,166120000
cym,1999,58000000
cym,2000,220160000
cym,2001,189090000
cym,2002,138990000
cym,2003,2752110000
cym,2004,2476990000
cym,2005,1810120000
cym,2006,158000000
cym,2007,165000000
cym,2008,159000000
cym,2009,169000000
cym,2010,238000000
cym,2011,2275900000
cym,2012,2006310000
cym,2015,315630000
cym,2018,437850000
cym,2019,379050000
cym,2020,644320000
cyp,2006,16158020000
cyp,2007,17251300000
cyp,2008,7987930000
cyp,2009,10268870000
cyp,2010,6834300000
cyp,2011,2853320000
cyp,2012,1995750000
cyp,2013,2104730000
cyp,2014,4031000000
cyp,2015,2692400000
cyp,2016,2511333005.64887
cyp,2017,2822392823.25541
cyp,2018,3313490000
cyp,2019,4284870000
cyp,2020,4693160000
cze,1993,1740800000
cze,1994,6084100000
cze,1995,9185670000
cze,1996,14248100000
cze,1997,10817110000
cze,1998,10430790000
cze,1999,10582930000
cze,2000,9746160000
cze,2001,8150100000
cze,2002,10256370000
cze,2003,15507730000
cze,2004,26891360000
cze,2005,34886410000
cze,2006,44372130000
cze,2007,68913190000
cze,2008,40912350000
cze,2019,26313100000
cze,2020,26613600000
deu,1975,51400310000
deu,1976,53399790000
deu,1977,65101130000
deu,1978,83691660000
deu,1979,79399940000
deu,1980,71715670000
deu,1981,62583380000
deu,1982,68953080000
deu,1983,82869520000
deu,1984,78368170000
deu,1985,178283830000
deu,1986,257677250000
deu,1987,218463480000
deu,1988,250867040000
deu,1989,365175460000
deu,1990,355310780000
deu,1991,370610200000
deu,1992,328692100000
deu,1993,441696230000
deu,1994,499191940000
deu,1995,577373720000
deu,1996,664783310000
deu,1997,825232750000
deu,1998,1094252520000
deu,1999,1432166980000
deu,2000,1270243170000
deu,2001,1071748730000
deu,2002,686013540000
deu,2003,1079026240000
deu,2004,1194516790000
deu,2005,1202136280000
deu,2006,1637609770000
deu,2007,2105197820000
deu,2008,1110579630000
deu,2009,1292355310000
deu,2010,1429719050000
deu,2011,1184500160000
deu,2012,1486314810000
deu,2013,1936106260000
deu,2014,1738539060000
deu,2015,1715800490000
deu,2016,1716041505061.04004
deu,2017,2262222570000
deu,2018,1755172790000
deu,2019,2098173930000
deu,2020,2284108840000
dnk,1975,4099990000
dnk,1976,4800040000
dnk,1977,4779990000
dnk,1978,5134510000
dnk,1979,5189730000
dnk,1980,5543090000
dnk,1981,6172560000
dnk,1982,5545320000
dnk,1983,10557000000
dnk,1984,7588100000
dnk,1985,15096330000
dnk,1986,17361760000
dnk,1987,20340330000
dnk,1988,26883910000
dnk,1989,40223970000
dnk,1990,39062500000
dnk,1991,44792500000
dnk,1992,32488700000
dnk,1993,39933390000
dnk,1994,47003330000
dnk,1995,56221940000
dnk,1996,71079200000
dnk,1997,93772820000
dnk,1998,98875480000
dnk,1999,97452590000
dnk,2000,111818640000
dnk,2001,85145500000
dnk,2002,76749870000
dnk,2003,121640960000
dnk,2004,151349870000
dza,1999,276638442.57246
dza,2000,285296007.05044
dza,2001,189155431.27952
dza,2002,137851621.98301
dza,2003,142674569.77282
dza,2004,139092209.87224
dza,2005,141728184.42107
dza,2006,94296932.74984
dza,2007,96663319.86132
dza,2008,91314450.44154
dza,2009,90058008.35683
dza,2010,105412462.95552
dza,2011,196798215.66392
dza,2012,166815679.07557
dza,2013,176833871.51258
dza,2014,168288844.92042
dza,2015,144019727.02757
dza,2016,414179630.93314
dza,2017,353143988.78648
dza,2018,371418617.76844
ecu,1995,2565600000
ecu,1996,2010100000
ecu,1997,2021300000
ecu,1998,1556000000
ecu,1999,522000000
ecu,2000,747000000
egy,2006,93496400000
egy,2007,139273790000
egy,2008,85978070000
egy,2009,91207340000
egy,2010,84276830000
egy,2011,48849670000
egy,2012,59181970000
egy,2013,61629650000
egy,2014,70083650000
egy,2015,55191870000
egy,2016,33323010781.2094
egy,2017,46546100000
egy,2018,42005550000
egy,2019,44199850000
egy,2020,41351180000
esp,1975,33199890000
esp,1976,24000000000
esp,1978,17940860000
esp,1979,17389180000
esp,1980,16564790000
esp,1981,16677890000
esp,1982,11168140000
esp,1983,10860470000
esp,1984,13232270000
esp,1985,19509170000
esp,1986,48926060000
esp,1987,71090260000
esp,1988,90903980000
esp,1989,122652050000
esp,1990,111448980000
esp,1991,147818900000
esp,1992,116224100000
esp,1993,118667810000
esp,1994,154984140000
esp,1995,190570530000
esp,1996,241028150000
esp,1997,290382930000
esp,1998,402162640000
esp,1999,430900070000
esp,2000,504219320000
esp,2001,468203190000
esp,2002,461559380000
esp,2003,726243370000
esp,2004,940672880000
esp,2005,959910390000
esp,2006,1322915300000
esp,2007,1799833980000
esp,2008,948352290000
esp,2009,1434540470000
esp,2010,1171624980000
esp,2011,1030987550000
esp,2012,995088450000
esp,2013,1116561030000
esp,2014,992913610000
esp,2015,787192290000
esp,2016,704551326648.43005
esp,2017,888837580000
esp,2018,723690970000
esp,2019,797285840000
esp,2020,759174660000
fin,1982,2759400000
fin,1983,4133730000
fin,1984,41671210000
fin,1985,5854860000
fin,1986,11691930000
fin,1987,19985100000
fin,1988,30549200000
fin,1989,30789380000
fin,1990,22721300000
fin,1991,14199400000
fin,1992,11953800000
fin,1993,23524610000
fin,1994,38230500000
fin,1995,28918430000
fin,1996,41555780000
fin,1997,50653590000
fin,1998,96718280000
fin,1999,40804170000
fin,2000,33146100000
fin,2001,20391530000
fin,2002,15277460000
fin,2003,18763320000
fin,2004,20344330000
fra,1975,35299950000
fra,1976,27399770000
fra,1977,27928580000
fra,1978,45382360000
fra,1979,55254080000
fra,1980,54616100000
fra,1981,38127490000
fra,1982,29645950000
fra,1983,38139680000
fra,1984,41058210000
fra,1985,79096030000
fra,1986,153541290000
fra,1987,155578450000
fra,1988,222892560000
fra,1989,338156460000
fra,1990,311687270000
fra,1991,358193500000
fra,1992,327360000000
fra,1993,455990150000
fra,1994,452520780000
fra,1995,499943560000
fra,1996,585916300000
fra,1997,674404750000
fra,1998,151150690000
fra,1999,1502951790000
fra,2000,1446634120000
fra,2001,1174663000000
fra,2002,967015060000
fra,2003,1355925340000
fra,2004,1559109680000
fra,2005,1758513210000
fra,2006,2428251770000
fra,2007,2740341210000
fra,2008,1472406870000
fra,2009,1946185140000
fra,2010,1911515390000
fra,2011,1553956950000
fra,2012,1808188710000
fra,2013,2301085210000
fra,2014,2085895800000
fra,2015,2088317310000
fra,2016,2159046594865.80005
fra,2017,2749314584104.37988
fra,2018,2365950236659.35986
gbr,1975,85803890000
gbr,1976,69696610000
gbr,1977,115464670000
gbr,1978,129427870000
gbr,1979,30095770000
gbr,1980,35975710000
gbr,1981,189563060000
gbr,1982,196251210000
gbr,1983,225836960000
gbr,1984,236403380000
gbr,1985,353475370000
gbr,1986,472896330000
gbr,1987,679711590000
gbr,1988,711527140000
gbr,1989,814320650000
gbr,1990,849847890000
gbr,1991,989917850000
gbr,1992,954882600000
gbr,1993,1150283390000
gbr,1994,1143329850000
gbr,1995,1329936350000
gbr,1996,1711228010000
gbr,1997,2068246130000
gbr,1998,2297650970000
gbr,1999,2954815470000
gbr,2000,2576991340000
gbr,2001,2149500800000
gbr,2002,1856194400000
gbr,2003,2425822000000
gbr,2004,2815928030000
gbr,2005,3058182420000
gbr,2006,3781358500000
gbr,2007,3846461880000
gbr,2008,1868152970000
gbr,2009,2796444320000
gbr,2010,2686880880000
gbr,2011,2932240870000
gbr,2012,3291640120000
gbr,2013,3946884730000
gbr,2014,3570893500000
gha,1993,122100000
gha,1994,1899400000
gha,1995,1668300000
gha,1996,1658590000
gha,1997,1129550000
gha,1998,1387010000
gha,1999,920000000
gha,2000,500000000
gha,2001,280000000
gha,2002,350000000
gha,2003,640000000
gha,2004,480000000
gha,2005,610000000
gha,2006,760000000
gha,2007,2401290000
gha,2008,2844380000
gha,2009,2427020000
gha,2010,2947690000
gha,2011,3098510000
gha,2020,9247430000
grc,2001,84752030000
grc,2002,67061460000
grc,2003,106643670000
grc,2004,125241630000
grc,2005,145120740000
grc,2006,200696040000
grc,2007,264960820000
grc,2008,90200000000
grc,2009,112632400000
grc,2010,67586420000
grc,2011,33778890000
grc,2012,44876550000
grc,2013,82594240000
grc,2014,55154270000
grc,2015,42079580000
grc,2016,37163048981.1083
grc,2017,50605060000
grc,2018,38370850000
grc,2019,53653980000
grc,2020,50986890000
hkg,1975,8100040000
hkg,1976,11700010000
hkg,1977,10528310000
hkg,1978,12930600000
hkg,1979,22220560000
hkg,1980,39013300000
hkg,1981,38980940000
hkg,1982,21687340000
hkg,1983,19558170000
hkg,1984,23617550000
hkg,1985,34593530000
hkg,1986,53843770000
hkg,1987,54073720000
hkg,1988,74407440000
hkg,1989,77565440000
hkg,1990,83385870000
hkg,1991,121880900000
hkg,1992,171983500000
hkg,1993,385042740000
hkg,1994,269507830000
hkg,1995,303705280000
hkg,1996,449218770000
hkg,1997,413322580000
hkg,1998,343566530000
hkg,1999,608159390000
hkg,2000,623397740000
hkg,2001,506072920000
hkg,2002,463054920000
hkg,2003,714597300000
hkg,2004,861462920000
hkg,2005,1054999320000
hkg,2006,1714953250000
hkg,2007,2654416060000
hkg,2008,1328768470000
hkg,2009,2305142810000
hkg,2010,2711316160000
hkg,2011,2258035200000
hkg,2012,2831945860000
hkg,2013,3100777150000
hkg,2014,3233030590000
hkg,2015,3184874220000
hkg,2016,3193235542860.08984
hkg,2017,4350514610000
hkg,2018,3819215400000
hkg,2019,4899234580000
hkg,2020,6130420430000
hrv,1994,513900000
hrv,1995,892170000
hrv,1996,2981670000
hrv,1997,4232900000
hrv,1998,2928580000
hrv,1999,2508850000
hrv,2000,2744640000
hrv,2001,3127500000
hrv,2002,8109770000
hrv,2003,6125730000
hrv,2004,10958640000
hrv,2005,12918190000
hrv,2006,29005630000
hrv,2007,70222950000
hrv,2008,27126480000
hrv,2009,26618990000
hrv,2010,25596130000
hrv,2011,22558380000
hrv,2013,21484740000
hrv,2014,20036880000
hrv,2015,18414470000
hrv,2016,20180810000
hrv,2017,22764800000
hrv,2018,20508990000
hrv,2019,22458260000
hrv,2020,22229990000
hun,2002,12988880000
hun,2003,16662910000
hun,2004,28597850000
hun,2005,32575670000
hun,2006,41934490000
hun,2007,46195630000
hun,2008,18465410000
hun,2009,30036630000
hun,2010,27708410000
hun,2011,18772970000
hun,2012,20760180000
hun,2013,19797410000
hun,2014,14513280000
hun,2015,17686950000
hun,2016,22553356583.7561
hun,2017,31553860000
hun,2018,28934570000
hun,2019,32886530000
hun,2020,27970830000
idn,1995,66584940000
idn,1996,90997080000
idn,1997,29050020000
idn,1998,22077860000
idn,1999,64044670000
idn,2000,26812500000
idn,2001,22997860000
idn,2002,30066960000
idn,2003,54659060000
idn,2004,73250640000
idn,2005,81428120000
idn,2006,138886360000
idn,2007,211692970000
idn,2008,98760600000
idn,2009,214941470000
idn,2010,360388100000
idn,2011,390106890000
idn,2012,428222560000
idn,2013,346673810000
idn,2014,422127050000
idn,2015,353270960000
idn,2016,425767769935.98999
idn,2017,520686680000
idn,2018,486765920000
idn,2019,523321860000
idn,2020,496086050000
ind,2000,225648371926.19199
ind,2001,148771635310.21301
ind,2002,172185662293.27499
ind,2003,308994959404.34003
ind,2004,415544312810.50098
ind,2005,624739583185.70496
ind,2006,895269881903.84912
ind,2007,1961859187266.62012
ind,2008,791308008892.42786
ind,2009,1367309893276.08008
ind,2010,1762461862598.92993
ind,2011,1244598654109.59009
ind,2012,1390416295254.81006
ind,2013,1265063578240.63989
ind,2014,1686708487024.66992
ind,2015,1745169237451.33008
ind,2016,1746297399289.66992
ind,2017,2555988798537.81006
ind,2018,2282310517005.60938
ind,2019,2286924470604.81982
ind,2020,2595465587044.52979
irl,1997,48902510000
irl,1998,69676460000
irl,1999,68773180000
irl,2000,81882450000
irl,2001,75297840000
irl,2002,59937500000
irl,2003,85070380000
irl,2004,114085430000
irl,2005,114086160000
irl,2006,163269490000
irl,2007,143905260000
irl,2008,49489910000
irl,2009,61291120000
irl,2010,60368310000
irl,2011,108393170000
irl,2012,108989160000
irl,2013,170122680000
irl,2014,143465830000
irl,2015,128008850000
irl,2016,119828586644.99899
irl,2017,146554130000
irl,2018,110154370000
irn,1975,1900010000
irn,1976,3100000000
irn,1977,3814710000
irn,1978,5001760000
irn,1993,1286800000
irn,1994,2803000000
irn,1995,9161700000
irn,1996,17024440000
irn,1997,15181250000
irn,1998,14903260000
irn,1999,21827030000
irn,2000,26685660000
irn,2001,7381240000
irn,2002,11760560000
irn,2003,27544170000
irn,2004,42600420000
irn,2005,36440220000
irn,2006,36314580000
irn,2007,43885010000
irn,2008,48712710000
irn,2009,59183540000
irn,2010,86641520000
irn,2011,107089650000
irn,2012,90995750000
irn,2013,345776630000
irn,2014,116638450000
irn,2015,89428040000
irn,2016,101008000000
irn,2017,106329000000
irn,2018,143548200000
irn,2019,320671170000
irn,2020,1218392230000
isr,1979,2539520000
isr,1980,4808410000
isr,1981,6970150000
isr,1982,15917340000
isr,1983,5096240000
isr,1984,6120110000
isr,1985,7630000000
isr,1986,9884280000
isr,1987,12109710000
isr,1988,5420180000
isr,1989,8228730000
isr,1990,8273930000
isr,1991,14295000000
isr,1992,29698100000
isr,1993,50840710000
isr,1994,32732480000
isr,1995,36508720000
isr,1996,35770280000
isr,1997,46328090000
isr,1998,40883390000
isr,1999,65261070000
isr,2000,66742920000
isr,2001,57655940000
isr,2002,42131470000
isr,2003,70169060000
isr,2004,91856250000
isr,2005,122577930000
isr,2006,161731740000
isr,2007,235056380000
isr,2008,107706440000
isr,2009,188733900000
isr,2010,227614010000
isr,2011,156938650000
isr,2012,161855480000
isr,2013,203301350000
isr,2014,200524990000
isr,2015,243903680000
isr,2016,213983608689.996
isr,2017,231048760000
isr,2018,187466400000
isr,2019,237371160000
isr,2020,262061920000
ita,1975,10800000000
ita,1977,6165910000
ita,1978,9806640000
ita,1979,12859570000
ita,1980,25340150000
ita,1981,23957300000
ita,1982,19926410000
ita,1983,20908910000
ita,1984,25721330000
ita,1985,58166830000
ita,1986,140241420000
ita,1987,120346570000
ita,1988,135416600000
ita,1989,169416770000
ita,1990,148765530000
ita,1991,165032960000
ita,1992,123659400000
ita,1993,145299650000
ita,1994,185970720000
ita,1995,209522520000
ita,1996,256595340000
ita,1997,344664970000
ita,1998,294240000
ita,1999,728240350000
ita,2000,768363350000
ita,2001,527467280000
ita,2002,477075420000
ita,2003,614841570000
ita,2004,789562620000
ita,2005,798072870000
ita,2006,1026504210000
ita,2007,1072534680000
ita,2008,522087790000
ita,2009,655848250000
ita,2010,535058930000
ita,2011,431486430000
ita,2012,481827290000
ita,2013,615462310000
ita,2014,587312440000
jam,1993,1471700000
jam,1994,1817100000
jam,1995,1390570000
jam,1996,1944590000
jam,1997,2291210000
jam,1998,2133300000
jam,1999,2525300000
jam,2000,3550680000
jam,2001,4718500000
jam,2002,6037030000
jam,2010,3884350000
jam,2011,5008860000
jam,2013,3339110000
jam,2014,2936990000
jam,2015,5899490000
jam,2016,6469030000
jam,2017,9404890000
jam,2018,12057130000
jam,2019,15767450000
jam,2020,11701080000
jor,2007,40838460000
jor,2008,35894700000
jor,2009,31826650000
jor,2010,30864420000
jor,2011,27183020000
jor,2012,26967480000
jor,2013,25764430000
jor,2014,25554860000
jor,2015,25452410000
jor,2016,24573951247.1655
jor,2017,23968560000
jor,2018,22740040000
jor,2019,21036390000
jor,2020,18205660000
jpn,1975,141799090000
jpn,1976,180900950000
jpn,1977,21530430000
jpn,1978,34198150000
jpn,1979,289123900000
jpn,1980,379212790000
jpn,1981,417943120000
jpn,1982,417405180000
jpn,1983,545848260000
jpn,1984,644412020000
jpn,1985,948262520000
jpn,1986,1783639430000
jpn,1987,2726369260000
jpn,1988,3789032960000
jpn,1989,4260382520000
