geo,time,sh_dyn_aids_fe_zs
pak,1996,17.6
pak,1997,19.1
pak,1998,19
pak,1999,20.6
pak,2000,21.2
pak,2001,21.3
pak,2002,21
pak,2003,20
pak,2004,14.2
pak,2005,6.1
pak,2006,6.1
pak,2007,6.9
pak,2008,8
pak,2009,9.4
pak,2010,10.9
pak,2011,12.4
pak,2012,13.8
pak,2013,15
pak,2014,15.9
pak,2015,16.8
pak,2016,17.5
pak,2017,18.1
pak,2018,18.7
pak,2019,19.2
pak,2020,19.5
pan,1990,26
pan,1991,26.5
pan,1992,27
pan,1993,27.4
pan,1994,27.7
pan,1995,28
pan,1996,28.3
pan,1997,28.6
pan,1998,28.8
pan,1999,29
pan,2000,29.2
pan,2001,29.3
pan,2002,29.5
pan,2003,29.7
pan,2004,29.9
pan,2005,30.1
pan,2006,30.2
pan,2007,30.3
pan,2008,30.4
pan,2009,30.4
pan,2010,30.5
pan,2011,30.5
pan,2012,30.6
pan,2013,30.6
pan,2014,30.6
pan,2015,30.5
pan,2016,30.5
pan,2017,30.5
pan,2018,30.6
pan,2019,30.5
pan,2020,30.3
per,1990,9.3
per,1991,9.9
per,1992,10.6
per,1993,11.3
per,1994,12
per,1995,12.7
per,1996,13.4
per,1997,14
per,1998,14.6
per,1999,15
per,2000,15.4
per,2001,15.7
per,2002,16
per,2003,16.2
per,2004,16.4
per,2005,16.7
per,2006,16.9
per,2007,17.3
per,2008,17.8
per,2009,18.4
per,2010,18.9
per,2011,19.2
per,2012,19.5
per,2013,19.7
per,2014,19.9
per,2015,19.9
per,2016,20
per,2017,20
per,2018,20
per,2019,20
per,2020,20.1
phl,1990,30
phl,1991,29.1
phl,1992,27.1
phl,1993,26
phl,1994,25.9
phl,1995,24.7
phl,1996,23.2
phl,1997,21.5
phl,1998,19.6
phl,1999,17.6
phl,2000,15.9
phl,2001,13.8
phl,2002,12.3
phl,2003,11.4
phl,2004,10.4
phl,2005,9.3
phl,2006,8.5
phl,2007,8
phl,2008,7.3
phl,2009,6.6
phl,2010,6.5
phl,2011,6.4
phl,2012,6.3
phl,2013,6.2
phl,2014,6.1
phl,2015,6.1
phl,2016,6.2
phl,2017,6.2
phl,2018,6.2
phl,2019,6.2
phl,2020,6.2
png,1990,39.8
png,1991,42.4
png,1992,44.2
png,1993,46.2
png,1994,47.9
png,1995,49.4
png,1996,50.7
png,1997,51.9
png,1998,52.8
png,1999,53.6
png,2000,54.3
png,2001,54.8
png,2002,55.2
png,2003,55.5
png,2004,55.8
png,2005,56
png,2006,56.2
png,2007,56.3
png,2008,56.4
png,2009,56.5
png,2010,56.5
png,2011,56.7
png,2012,57
png,2013,57.3
png,2014,57.6
png,2015,57.9
png,2016,58.2
png,2017,58.5
png,2018,58.8
png,2019,59.2
png,2020,59.5
prt,1990,26.6
prt,1991,26.8
prt,1992,26.9
prt,1993,27
prt,1994,27
prt,1995,27
prt,1996,27.1
prt,1997,27.1
prt,1998,27.1
prt,1999,27.2
prt,2000,27.2
prt,2001,27.3
prt,2002,27.3
prt,2003,27.4
prt,2004,27.5
prt,2005,27.6
prt,2006,27.7
prt,2007,27.9
prt,2008,28.1
prt,2009,28.3
prt,2010,28.5
prt,2011,28.6
prt,2012,28.7
prt,2013,28.8
prt,2014,28.9
prt,2015,29
prt,2016,29.1
prt,2017,29.1
prt,2018,29.2
prt,2019,29.2
prt,2020,29.3
pry,1990,32.8
pry,1991,33.8
pry,1992,34.6
pry,1993,35.5
pry,1994,36.5
pry,1995,37.4
pry,1996,38.3
pry,1997,39
pry,1998,39.6
pry,1999,40.1
pry,2000,40.5
pry,2001,40.8
pry,2002,41.2
pry,2003,41.4
pry,2004,41.7
pry,2005,41.9
pry,2006,41.9
pry,2007,41.9
pry,2008,41.8
pry,2009,41.7
pry,2010,41.6
pry,2011,41.5
pry,2012,41.4
pry,2013,41.5
pry,2014,41.5
pry,2015,41.5
pry,2016,41.4
pry,2017,41.4
pry,2018,41.3
pry,2019,41.1
pry,2020,40.9
qat,1990,11.9
qat,1991,11.9
qat,1992,12.5
qat,1993,13.2
qat,1994,13.9
qat,1995,12.5
qat,1996,13.8
qat,1997,14.8
qat,1998,16
qat,1999,16
qat,2000,15.4
qat,2001,17.2
qat,2002,17.6
qat,2003,17.9
qat,2004,17.4
qat,2005,18.9
qat,2006,18.6
qat,2007,20
qat,2008,20.3
qat,2009,19.4
qat,2010,20.3
qat,2011,20
qat,2012,21.1
qat,2013,21.1
qat,2014,20.8
qat,2015,21.2
qat,2016,21.8
qat,2017,21.9
qat,2018,22.2
qat,2019,22.1
qat,2020,22
rou,1990,44.1
rou,1991,45.3
rou,1992,46.3
rou,1993,47.1
rou,1994,47.8
rou,1995,48.3
rou,1996,48.8
rou,1997,49.2
rou,1998,49.4
rou,1999,49.5
rou,2000,49.6
rou,2001,49.6
rou,2002,49.5
rou,2003,49.5
rou,2004,49.3
rou,2005,49.1
rou,2006,48.9
rou,2007,48.7
rou,2008,48.4
rou,2009,48.1
rou,2010,47.6
rou,2011,47
rou,2012,46.3
rou,2013,45.4
rou,2014,44.1
rou,2015,43
rou,2016,42
rou,2017,41.2
rou,2018,40.4
rou,2019,39.5
rou,2020,38.7
rwa,1990,54.5
rwa,1991,55.2
rwa,1992,55.8
rwa,1993,56.2
rwa,1994,56.7
rwa,1995,57
rwa,1996,57.2
rwa,1997,57.4
rwa,1998,57.5
rwa,1999,57.6
rwa,2000,57.8
rwa,2001,58
rwa,2002,58.2
rwa,2003,58.4
rwa,2004,58.6
rwa,2005,58.9
rwa,2006,59.1
rwa,2007,59.3
rwa,2008,59.5
rwa,2009,59.7
rwa,2010,59.8
rwa,2011,60
rwa,2012,60.2
rwa,2013,60.4
rwa,2014,60.6
rwa,2015,60.9
rwa,2016,61.1
rwa,2017,61.3
rwa,2018,61.6
rwa,2019,61.8
rwa,2020,62
sau,1990,26.4
sau,1991,26.4
sau,1992,26.3
sau,1993,26.2
sau,1994,26.2
sau,1995,26.1
sau,1996,26
sau,1997,25.9
sau,1998,25.8
sau,1999,25.7
sau,2000,25.5
sau,2001,25.3
sau,2002,25.1
sau,2003,24.9
sau,2004,24.7
sau,2005,24.5
sau,2006,24.3
sau,2007,24.1
sau,2008,23.9
sau,2009,23.7
sau,2010,23.5
sau,2011,23.2
sau,2012,23
sau,2013,22.7
sau,2014,22.4
sau,2015,22.1
sau,2016,21.9
sau,2017,21.6
sau,2018,21.4
sau,2019,21.2
sau,2020,21.1
sdn,1990,49.5
sdn,1991,48
sdn,1992,45.8
sdn,1993,42.3
sdn,1994,40.7
sdn,1995,40.1
sdn,1996,40.6
sdn,1997,41.5
sdn,1998,42.6
sdn,1999,43.4
sdn,2000,44.4
sdn,2001,45.3
sdn,2002,46
sdn,2003,46.8
sdn,2004,47.4
sdn,2005,47.9
sdn,2006,48.4
sdn,2007,48.9
sdn,2008,49.3
sdn,2009,49.5
sdn,2010,49.6
sdn,2011,49.7
sdn,2012,49.6
sdn,2013,49.5
sdn,2014,49.3
sdn,2015,49.2
sdn,2016,48.9
sdn,2017,48.7
sdn,2018,48.4
sdn,2019,48.2
sdn,2020,47.8
sen,1990,43.5
sen,1991,44.2
sen,1992,44.7
sen,1993,45.3
sen,1994,45.7
sen,1995,46.2
sen,1996,46.7
sen,1997,47.1
sen,1998,47.4
sen,1999,47.8
sen,2000,48
sen,2001,48.3
sen,2002,48.5
sen,2003,48.7
sen,2004,48.9
sen,2005,49.1
sen,2006,49.3
sen,2007,49.7
sen,2008,50.5
sen,2009,51.4
sen,2010,52.4
sen,2011,53.5
sen,2012,54.6
sen,2013,55.7
sen,2014,56.5
sen,2015,57.2
sen,2016,57.9
sen,2017,58.5
sen,2018,59.1
sen,2019,59.5
sen,2020,59.7
sgp,1990,12.6
sgp,1991,12.5
sgp,1992,12.6
sgp,1993,12.7
sgp,1994,12.7
sgp,1995,12.7
sgp,1996,12.8
sgp,1997,12.8
sgp,1998,12.8
sgp,1999,12.7
sgp,2000,12.6
sgp,2001,12.4
sgp,2002,12.3
sgp,2003,12.1
sgp,2004,11.8
sgp,2005,11.6
sgp,2006,11.4
sgp,2007,11.1
sgp,2008,11
sgp,2009,10.8
sgp,2010,10.6
sgp,2011,10.4
sgp,2012,10.2
sgp,2013,9.8
sgp,2014,9.7
sgp,2015,9.5
sgp,2016,9.4
sgp,2017,9.3
sgp,2018,9.1
sgp,2019,9
sgp,2020,9
sle,1990,52.1
sle,1991,52.8
sle,1992,53.5
sle,1993,54.1
sle,1994,54.5
sle,1995,54.9
sle,1996,55.3
sle,1997,55.5
sle,1998,55.8
sle,1999,56
sle,2000,56.1
sle,2001,56.3
sle,2002,56.4
sle,2003,56.5
sle,2004,56.6
sle,2005,56.7
sle,2006,56.8
sle,2007,56.8
sle,2008,56.8
sle,2009,56.8
sle,2010,56.9
sle,2011,56.9
sle,2012,57.1
sle,2013,57.4
sle,2014,57.8
sle,2015,58.5
sle,2016,59.2
sle,2017,59.9
sle,2018,60.5
sle,2019,61.2
sle,2020,61.8
slv,1990,41.6
slv,1991,42.6
slv,1992,43.6
slv,1993,44.5
slv,1994,45.3
slv,1995,45.9
slv,1996,46.5
slv,1997,47.1
slv,1998,47.6
slv,1999,48.1
slv,2000,48.5
slv,2001,48.9
slv,2002,49.1
slv,2003,49.2
slv,2004,49.2
slv,2005,49
slv,2006,48.8
slv,2007,48.7
slv,2008,48.6
slv,2009,48.5
slv,2010,48.4
slv,2011,48.4
slv,2012,48.3
slv,2013,48.3
slv,2014,48.4
slv,2015,48.4
slv,2016,48.2
slv,2017,48.1
slv,2018,48
slv,2019,47.8
slv,2020,47.4
som,1990,46.1
som,1991,45.9
som,1992,45.7
som,1993,45.5
som,1994,45.3
som,1995,45.1
som,1996,45
som,1997,45
som,1998,44.9
som,1999,44.9
som,2000,44.9
som,2001,44.9
som,2002,45
som,2003,45
som,2004,45.1
som,2005,45.2
som,2006,45.4
som,2007,45.5
som,2008,45.6
som,2009,45.8
som,2010,46
som,2011,46.2
som,2012,46.6
som,2013,47.1
som,2014,47.6
som,2015,48.2
som,2016,48.8
som,2017,49.4
som,2018,50
som,2019,50.5
som,2020,51
srb,1990,25.6
srb,1991,26.1
srb,1992,26.5
srb,1993,26.8
srb,1994,27
srb,1995,27.2
srb,1996,27.4
srb,1997,27.5
srb,1998,27.7
srb,1999,27.8
srb,2000,27.7
srb,2001,27.6
srb,2002,27.3
srb,2003,26.6
srb,2004,25.7
srb,2005,25
srb,2006,24.3
srb,2007,23.5
srb,2008,22.8
srb,2009,22
srb,2010,21.2
srb,2011,20.4
srb,2012,19.7
srb,2013,19
srb,2014,18.2
srb,2015,17.6
srb,2016,16.9
srb,2017,16.3
srb,2018,15.8
srb,2019,15.2
srb,2020,14.7
ssd,1990,54.1
ssd,1991,54.9
ssd,1992,55.5
ssd,1993,56
ssd,1994,56.5
ssd,1995,56.8
ssd,1996,57.1
ssd,1997,57.4
ssd,1998,57.6
ssd,1999,57.7
ssd,2000,57.8
ssd,2001,58
ssd,2002,58
ssd,2003,58.1
ssd,2004,58.2
ssd,2005,58.2
ssd,2006,58.2
ssd,2007,58.3
ssd,2008,58.3
ssd,2009,58.3
ssd,2010,58.2
ssd,2011,58.3
ssd,2012,58.5
ssd,2013,58.8
ssd,2014,59.1
ssd,2015,59.6
ssd,2016,60.1
ssd,2017,60.6
ssd,2018,61.1
ssd,2019,61.6
ssd,2020,62
stp,1990,44.2
stp,1991,44.7
stp,1992,45.2
stp,1993,45.5
stp,1994,45.8
stp,1995,46.1
stp,1996,46.4
stp,1997,46.7
stp,1998,47
stp,1999,47.3
stp,2000,47.7
stp,2001,48
stp,2002,48.3
stp,2003,48.3
stp,2004,48.2
stp,2005,47.9
stp,2006,47.6
stp,2007,47.4
stp,2008,47.5
stp,2009,47.9
stp,2010,48.3
stp,2011,49
stp,2012,49.8
stp,2013,50.4
stp,2014,51.1
stp,2015,51.6
stp,2016,52.1
stp,2017,52.5
stp,2018,52.7
stp,2019,52.8
stp,2020,52.8
sur,1990,61.4
sur,1991,59.1
sur,1992,57
sur,1993,55
sur,1994,53
sur,1995,51.2
sur,1996,49.5
sur,1997,48.1
sur,1998,46.7
sur,1999,45.5
sur,2000,44.5
sur,2001,43.7
sur,2002,43
sur,2003,42.4
sur,2004,42
sur,2005,41.7
sur,2006,41.5
sur,2007,41.4
sur,2008,41.5
sur,2009,41.6
sur,2010,41.8
sur,2011,42.1
sur,2012,42.4
sur,2013,42.9
sur,2014,43.5
sur,2015,44.1
sur,2016,44.8
sur,2017,45.3
sur,2018,45.8
sur,2019,46.3
sur,2020,46.8
svn,1990,13.3
svn,1991,13.4
svn,1992,14
svn,1993,14.1
svn,1994,14.4
svn,1995,14.8
svn,1996,15.1
svn,1997,15.7
svn,1998,16.2
svn,1999,16.1
svn,2000,16.4
svn,2001,16.6
svn,2002,16.7
svn,2003,16.8
svn,2004,16.7
svn,2005,16.3
svn,2006,15.9
svn,2007,15.6
svn,2008,15.1
svn,2009,14.8
svn,2010,14.2
svn,2011,13.9
svn,2012,13.5
svn,2013,13
svn,2014,12.7
svn,2015,12.3
svn,2016,12.1
svn,2017,11.8
svn,2018,11.7
svn,2019,11.7
svn,2020,11.6
swz,1990,49.4
swz,1991,52.2
swz,1992,54.3
swz,1993,56
swz,1994,57.3
swz,1995,58.2
swz,1996,58.9
swz,1997,59.4
swz,1998,59.9
swz,1999,60.3
swz,2000,60.7
swz,2001,61.2
swz,2002,61.6
swz,2003,62
swz,2004,62.3
swz,2005,62.7
swz,2006,63
swz,2007,63.2
swz,2008,63.4
swz,2009,63.4
swz,2010,63.3
swz,2011,63.1
swz,2012,63
swz,2013,62.9
swz,2014,62.8
swz,2015,62.6
swz,2016,62.5
swz,2017,62.4
swz,2018,62.3
swz,2019,62.3
swz,2020,62.3
syr,1990,27.7
syr,1991,28.3
syr,1992,28.8
syr,1993,28.8
syr,1994,29.3
syr,1995,29.4
syr,1996,29.5
syr,1997,29.9
syr,1998,30.3
syr,1999,30.1
syr,2000,30.3
syr,2001,30.4
syr,2002,30.5
syr,2003,30.8
syr,2004,31.1
syr,2005,31.6
syr,2006,31.8
syr,2007,32
syr,2008,32.4
syr,2009,32.6
syr,2010,32.5
syr,2011,32.3
syr,2012,31.8
syr,2013,31.3
syr,2014,30.8
syr,2015,30.1
syr,2016,29.5
syr,2017,28.9
syr,2018,28.5
syr,2019,28.1
syr,2020,27.8
tcd,1990,56.1
tcd,1991,56.8
tcd,1992,57.4
tcd,1993,57.8
tcd,1994,58.2
tcd,1995,58.5
tcd,1996,58.7
tcd,1997,58.9
tcd,1998,59.1
tcd,1999,59.2
tcd,2000,59.3
tcd,2001,59.4
tcd,2002,59.5
tcd,2003,59.6
tcd,2004,59.6
tcd,2005,59.6
tcd,2006,59.6
tcd,2007,59.6
tcd,2008,59.5
tcd,2009,59.4
tcd,2010,59.4
tcd,2011,59.5
tcd,2012,59.7
tcd,2013,59.9
tcd,2014,60.2
tcd,2015,60.4
tcd,2016,60.7
tcd,2017,60.9
tcd,2018,61.2
tcd,2019,61.6
tcd,2020,62
tgo,1990,54.5
tgo,1991,55.5
tgo,1992,56.3
tgo,1993,57.1
tgo,1994,57.7
tgo,1995,58.3
tgo,1996,58.7
tgo,1997,59
tgo,1998,59.3
tgo,1999,59.5
tgo,2000,59.7
tgo,2001,59.8
tgo,2002,60
tgo,2003,60.1
tgo,2004,60.3
tgo,2005,60.3
tgo,2006,60.4
tgo,2007,60.4
tgo,2008,60.4
tgo,2009,60.3
tgo,2010,60.3
tgo,2011,60.2
tgo,2012,60.3
tgo,2013,60.5
tgo,2014,60.9
tgo,2015,61.5
tgo,2016,62.1
tgo,2017,62.8
tgo,2018,63.6
tgo,2019,64.1
tgo,2020,64.5
tha,1990,12.6
tha,1991,15.9
tha,1992,19
tha,1993,21.9
tha,1994,24.7
tha,1995,27.3
tha,1996,29.7
tha,1997,32
tha,1998,34.1
tha,1999,35.9
tha,2000,37.6
tha,2001,39.1
tha,2002,40.4
tha,2003,41.6
tha,2004,42.7
tha,2005,43.6
tha,2006,44.3
tha,2007,44.9
tha,2008,45.4
tha,2009,45.7
tha,2010,45.8
tha,2011,45.9
tha,2012,45.8
tha,2013,45.7
tha,2014,45.5
tha,2015,45.2
tha,2016,44.9
tha,2017,44.6
tha,2018,44.2
tha,2019,43.8
tha,2020,43.4
tjk,1998,0
tjk,1999,25
tjk,2000,27.3
tjk,2001,32.3
tjk,2002,32.9
tjk,2003,33.5
tjk,2004,34.3
tjk,2005,34.9
tjk,2006,35.4
tjk,2007,35.9
tjk,2008,36.3
tjk,2009,36.6
tjk,2010,37
tjk,2011,37.2
tjk,2012,37.5
tjk,2013,37.8
tjk,2014,38.2
tjk,2015,38.5
tjk,2016,38.8
tjk,2017,39.1
tjk,2018,39.4
tjk,2019,39.7
tjk,2020,40
tls,1990,50
tls,1991,50
tls,1992,50
tls,1993,50
tls,1994,49.4
tls,1995,49.5
tls,1996,49.1
tls,1997,48.7
tls,1998,48.4
tls,1999,48.1
tls,2000,47.6
tls,2001,47
tls,2002,46.2
tls,2003,45.7
tls,2004,44.8
tls,2005,44
tls,2006,43.1
tls,2007,42
tls,2008,41.1
tls,2009,40.3
tls,2010,39.4
tls,2011,38.6
tls,2012,37.8
tls,2013,37
tls,2014,36.8
tls,2015,36.5
tls,2016,36.1
tls,2017,36
tls,2018,35.8
tls,2019,35.4
tls,2020,35.1
tto,1990,47.2
tto,1991,47.7
tto,1992,48.1
tto,1993,48.5
tto,1994,48.9
tto,1995,49.2
tto,1996,49.5
tto,1997,49.8
tto,1998,49.9
tto,1999,50.1
tto,2000,50.3
tto,2001,50.4
tto,2002,50.5
tto,2003,50.7
tto,2004,50.8
tto,2005,50.9
tto,2006,51
tto,2007,51.1
tto,2008,51.2
tto,2009,51.3
tto,2010,51.5
tto,2011,51.6
tto,2012,51.8
tto,2013,52
tto,2014,52
tto,2015,52.1
tto,2016,52.3
tto,2017,52.4
tto,2018,52.4
tto,2019,52.2
tto,2020,52.1
tun,1990,21.3
tun,1991,21.5
tun,1992,21.9
tun,1993,22.1
tun,1994,22.5
tun,1995,22.9
tun,1996,23.5
tun,1997,24
tun,1998,24.5
tun,1999,25.1
tun,2000,25.7
tun,2001,26.4
tun,2002,27.2
tun,2003,27.9
tun,2004,28.5
tun,2005,29.1
tun,2006,29.6
tun,2007,30.1
tun,2008,30.5
tun,2009,30.9
tun,2010,31.5
tun,2011,32
tun,2012,32.5
tun,2013,33.2
tun,2014,34
tun,2015,35
tun,2016,35.8
tun,2017,36.5
tun,2018,37.2
tun,2019,37.9
tun,2020,38.5
tza,1990,54.2
tza,1991,54.8
tza,1992,55.4
tza,1993,55.9
tza,1994,56.4
tza,1995,56.7
tza,1996,57.1
tza,1997,57.4
tza,1998,57.6
tza,1999,57.9
tza,2000,58.1
tza,2001,58.3
tza,2002,58.4
tza,2003,58.5
tza,2004,58.6
tza,2005,58.7
tza,2006,58.8
tza,2007,58.8
tza,2008,58.7
tza,2009,58.7
tza,2010,58.7
tza,2011,59
tza,2012,59.4
tza,2013,59.8
tza,2014,60.2
tza,2015,60.7
tza,2016,61.2
tza,2017,61.6
tza,2018,62
tza,2019,62.4
tza,2020,62.7
uga,1990,57
uga,1991,57.3
uga,1992,57.7
uga,1993,58.1
uga,1994,58.4
uga,1995,58.7
uga,1996,59
uga,1997,59.3
uga,1998,59.5
uga,1999,59.7
uga,2000,59.8
uga,2001,59.9
uga,2002,59.9
uga,2003,59.9
uga,2004,59.9
uga,2005,59.9
uga,2006,59.9
uga,2007,59.9
uga,2008,59.9
uga,2009,59.9
uga,2010,59.8
uga,2011,59.9
uga,2012,60
uga,2013,60.2
uga,2014,60.6
uga,2015,61
uga,2016,61.4
uga,2017,61.7
uga,2018,62
uga,2019,62.3
uga,2020,62.5
ukr,1990,37.4
ukr,1991,38.5
ukr,1992,39.6
ukr,1993,40.5
ukr,1994,41.4
ukr,1995,42.1
ukr,1996,42.7
ukr,1997,43.2
ukr,1998,43.6
ukr,1999,44
ukr,2000,44.3
ukr,2001,44.6
ukr,2002,44.9
ukr,2003,45.2
ukr,2004,45.4
ukr,2005,45.7
ukr,2006,45.9
ukr,2007,46.2
ukr,2008,46.4
ukr,2009,46.6
ukr,2010,46.8
ukr,2011,46.9
ukr,2012,47
ukr,2013,47.1
ukr,2014,47.2
ukr,2015,47.2
ukr,2016,47.1
ukr,2017,47
ukr,2018,47
ukr,2019,46.9
ukr,2020,47
ury,1990,44.8
ury,1991,45.4
ury,1992,45.7
ury,1993,46
ury,1994,46.2
ury,1995,46.3
ury,1996,46.4
ury,1997,46.4
ury,1998,46.4
ury,1999,46.4
ury,2000,46.4
ury,2001,46.5
ury,2002,46.6
ury,2003,46.7
ury,2004,46.8
ury,2005,46.8
ury,2006,46.7
ury,2007,46.6
ury,2008,46.3
ury,2009,46
ury,2010,45.7
ury,2011,45.4
ury,2012,45
ury,2013,44.6
ury,2014,44.4
ury,2015,44.2
ury,2016,44
ury,2017,43.8
ury,2018,43.7
ury,2019,43.7
ury,2020,43.8
usa,2010,23.7
usa,2011,23.5
usa,2012,23.3
usa,2013,23.1
usa,2014,22.9
usa,2015,22.7
usa,2016,22.6
usa,2017,22.5
usa,2018,22.4
usa,2019,22.3
uzb,1990,29.9
uzb,1991,30.2
uzb,1992,30.8
uzb,1993,31.7
uzb,1994,32.4
uzb,1995,33
uzb,1996,33.4
uzb,1997,33.8
uzb,1998,34.1
uzb,1999,34.4
uzb,2000,34.6
uzb,2001,34.9
uzb,2002,34.9
uzb,2003,34.8
uzb,2004,34.7
uzb,2005,34.6
uzb,2006,34.6
uzb,2007,34.7
uzb,2008,34.8
uzb,2009,34.9
uzb,2010,35
uzb,2011,35.2
uzb,2012,35.3
uzb,2013,35.6
uzb,2014,35.8
uzb,2015,36.1
uzb,2016,36.2
uzb,2017,36.4
uzb,2018,36.5
uzb,2019,36.7
uzb,2020,36.9
ven,1990,45.5
ven,1991,45.6
ven,1992,45.7
ven,1993,45.8
ven,1994,45.8
ven,1995,45.8
ven,1996,45.7
ven,1997,45.6
ven,1998,45.5
ven,1999,45.4
ven,2000,45.4
ven,2001,45.3
ven,2002,45.2
ven,2003,45.1
ven,2004,44.9
ven,2005,44.7
ven,2006,44.5
ven,2007,44.4
ven,2008,44.2
ven,2009,44
ven,2010,43.7
ven,2011,43.5
ven,2012,43.1
ven,2013,42.8
ven,2014,42.3
ven,2015,42
ven,2016,41.8
ven,2017,41.6
ven,2018,41
ven,2019,40.5
ven,2020,39.8
vnm,1990,8.3
vnm,1991,8.5
vnm,1992,8.8
vnm,1993,9.3
vnm,1994,10.2
vnm,1995,11.6
vnm,1996,13.3
vnm,1997,15.1
vnm,1998,16.8
vnm,1999,18.4
vnm,2000,19.8
vnm,2001,21.1
vnm,2002,22.3
vnm,2003,23.3
vnm,2004,24.4
vnm,2005,25.3
vnm,2006,26.2
vnm,2007,27.1
vnm,2008,27.9
vnm,2009,28.5
vnm,2010,29
vnm,2011,29.4
vnm,2012,29.9
vnm,2013,30.4
vnm,2014,30.8
vnm,2015,31.2
vnm,2016,31.6
vnm,2017,32
vnm,2018,32.3
vnm,2019,32.7
vnm,2020,33
yem,1990,42.9
yem,1991,42.3
yem,1992,41.7
yem,1993,41.1
yem,1994,40.6
yem,1995,40.3
yem,1996,40.3
yem,1997,40.2
yem,1998,40.2
yem,1999,40.2
yem,2000,40.1
yem,2001,40
yem,2002,39.9
yem,2003,39.8
yem,2004,39.7
yem,2005,39.5
yem,2006,39.3
yem,2007,39.1
yem,2008,38.9
yem,2009,38.7
yem,2010,38.4
yem,2011,38.3
yem,2012,38.2
yem,2013,38.1
yem,2014,38
yem,2015,37.8
yem,2016,37.7
yem,2017,37.6
yem,2018,37.5
yem,2019,37.3
yem,2020,37.2
zaf,1990,50.4
zaf,1991,51
zaf,1992,52.2
zaf,1993,53.3
zaf,1994,54.4
zaf,1995,55.4
zaf,1996,56.3
zaf,1997,56.9
zaf,1998,57.5
zaf,1999,58
zaf,2000,58.4
zaf,2001,58.9
zaf,2002,59.2
zaf,2003,59.5
zaf,2004,59.8
zaf,2005,60
zaf,2006,60.3
zaf,2007,60.6
zaf,2008,60.9
zaf,2009,61.2
zaf,2010,61.5
zaf,2011,61.7
zaf,2012,62
zaf,2013,62.2
zaf,2014,62.5
zaf,2015,62.7
zaf,2016,63
zaf,2017,63.3
zaf,2018,63.7
zaf,2019,64.1
zaf,2020,64.4
zmb,1990,55.7
zmb,1991,56.2
zmb,1992,56.7
zmb,1993,57
zmb,1994,57.4
zmb,1995,57.7
zmb,1996,57.9
zmb,1997,58.1
zmb,1998,58.4
zmb,1999,58.6
zmb,2000,58.8
zmb,2001,58.9
zmb,2002,59.1
zmb,2003,59.3
zmb,2004,59.4
zmb,2005,59.6
zmb,2006,59.7
zmb,2007,59.8
zmb,2008,59.9
zmb,2009,59.9
zmb,2010,60
zmb,2011,60
zmb,2012,60.1
zmb,2013,60.2
zmb,2014,60.3
zmb,2015,60.5
zmb,2016,60.7
zmb,2017,60.9
zmb,2018,61.2
zmb,2019,61.5
zmb,2020,61.8
zwe,1990,53.2
zwe,1991,53.7
zwe,1992,54.1
zwe,1993,54.5
zwe,1994,54.8
zwe,1995,55
zwe,1996,55.3
zwe,1997,55.5
zwe,1998,55.8
zwe,1999,56
zwe,2000,56.3
zwe,2001,56.6
zwe,2002,56.8
zwe,2003,57.1
zwe,2004,57.3
zwe,2005,57.4
zwe,2006,57.6
zwe,2007,57.7
zwe,2008,57.8
zwe,2009,57.8
zwe,2010,58.5
zwe,2011,58.7
zwe,2012,58.9
zwe,2013,59.2
zwe,2014,59.4
zwe,2015,59.5
zwe,2016,59.7
zwe,2017,59.9
zwe,2018,60
zwe,2019,60.2
zwe,2020,60.4
